pred_index,base_index,tag,strategy,source,fallback,selector,target_scope,graft_alpha,selected_cells,selected_rows,move_cells,move_rows,move_q2_cells,move_s3_cells,move_edge_cells,move_edge_rate,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,hard_worst_tail_mean,kl_if_mixmin_calibrated,move_l1_vs_e95,active_cells_vs_e95,is_graft,is_strict_like,beat_e95_rate_broad_plausible,beat_e95_rate_broad_q2s3,beat_e95_rate_near_unit_tail,beat_e95_rate_tight_plausible,mean_pred_delta_broad_plausible,mean_pred_delta_broad_q2s3,mean_pred_delta_near_unit_tail,mean_pred_delta_tight_plausible,mean_vs_e95_broad_plausible,mean_vs_e95_broad_q2s3,mean_vs_e95_near_unit_tail,mean_vs_e95_tight_plausible,p95_vs_e95_broad_plausible,p95_vs_e95_broad_q2s3,p95_vs_e95_near_unit_tail,p95_vs_e95_tight_plausible,e101_pass,e103_strict_like,e103_pass,dominates_e101,e101_ref_mean_vs_e95,e101_ref_p95_vs_e95,e101_ref_beat_rate,survival_score
12,0,e103_edge_q2s3_amplitude_6f223b24,edge_q2s3_amplitude,e95,mixmin,edge_topgap50,Q2+S3,0.125,50.0,45.0,31.0,29.0,6.0,25.0,31.0,1.0,-2.603258007205511e-05,-2.603258007205511e-05,-3.181805625973588e-05,-4.416739263213287e-06,-4.416739263213287e-06,-1.1943915446455122e-05,-3.393885483615744e-05,-3.393885483615744e-05,-3.181805625973588e-05,-3.974214611701665e-05,-3.974214611701665e-05,-3.181805625973588e-05,-3.974214611701665e-05,-4.416739263213287e-06,3,3,151,-0.00013052833868794632,-5.1657741595323436e-05,-0.000169136589059371,-5.781339048696599e-05,-0.0004031490144800476,-0.00023048120248350679,-0.00037211384187444264,4.096577760699126e-05,0.75,0.9722222222222222,True,0.005452767750380175,0.003982688387633722,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007626785177844861,0.002422885012095422,0.3480563223557736,0.002675514405244682,1.0872204899616807e-05,9.551067268861993e-05,31,False,False,0.9012166859791425,0.9945652173913043,0.8802039082412915,0.8874551971326164,-1.9308605349548004e-05,-2.2985201719195107e-05,-1.82420374633972e-05,-1.8617281936934734e-05,-3.997905349499475e-06,-7.67450171914658e-06,-2.9313374633486763e-06,-3.306581936886208e-06,2.252365637965911e-07,-1.7644584771787426e-06,2.813779929922644e-07,2.5583390400973517e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.2944212001072891e-05
12,0,e103_edge_q2s3_amplitude_6f223b24,edge_q2s3_amplitude,e95,mixmin,edge_topgap75,Q2+S3,0.125,75.0,63.0,31.0,29.0,6.0,25.0,31.0,1.0,-2.603258007205511e-05,-2.603258007205511e-05,-3.181805625973588e-05,-4.416739263213287e-06,-4.416739263213287e-06,-1.1943915446455122e-05,-3.393885483615744e-05,-3.393885483615744e-05,-3.181805625973588e-05,-3.974214611701665e-05,-3.974214611701665e-05,-3.181805625973588e-05,-3.974214611701665e-05,-4.416739263213287e-06,3,3,163,-0.00013052833868794632,-5.1657741595323436e-05,-0.000169136589059371,-5.781339048696599e-05,-0.0004031490144800476,-0.00023048120248350679,-0.00037211384187444264,4.096577760699126e-05,0.75,0.9722222222222222,True,0.005452767750380175,0.003982688387633722,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007626785177844861,0.002422885012095422,0.3480563223557736,0.002675514405244682,1.0872204899616807e-05,9.551067268861993e-05,31,False,False,0.9012166859791425,0.9945652173913043,0.8802039082412915,0.8874551971326164,-1.9308605349548004e-05,-2.2985201719195107e-05,-1.82420374633972e-05,-1.8617281936934734e-05,-3.997905349499475e-06,-7.67450171914658e-06,-2.9313374633486763e-06,-3.306581936886208e-06,2.252365637965911e-07,-1.7644584771787426e-06,2.813779929922644e-07,2.5583390400973517e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.2944212001072891e-05
12,0,e103_edge_q2s3_amplitude_6f223b24,edge_q2s3_amplitude,e95,mixmin,edge_topgap100,Q2+S3,0.125,100.0,73.0,31.0,29.0,6.0,25.0,31.0,1.0,-2.603258007205511e-05,-2.603258007205511e-05,-3.181805625973588e-05,-4.416739263213287e-06,-4.416739263213287e-06,-1.1943915446455122e-05,-3.393885483615744e-05,-3.393885483615744e-05,-3.181805625973588e-05,-3.974214611701665e-05,-3.974214611701665e-05,-3.181805625973588e-05,-3.974214611701665e-05,-4.416739263213287e-06,3,3,175,-0.00013052833868794632,-5.1657741595323436e-05,-0.000169136589059371,-5.781339048696599e-05,-0.0004031490144800476,-0.00023048120248350679,-0.00037211384187444264,4.096577760699126e-05,0.75,0.9722222222222222,True,0.005452767750380175,0.003982688387633722,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007626785177844861,0.002422885012095422,0.3480563223557736,0.002675514405244682,1.0872204899616807e-05,9.551067268861993e-05,31,False,False,0.9012166859791425,0.9945652173913043,0.8802039082412915,0.8874551971326164,-1.9308605349548004e-05,-2.2985201719195107e-05,-1.82420374633972e-05,-1.8617281936934734e-05,-3.997905349499475e-06,-7.67450171914658e-06,-2.9313374633486763e-06,-3.306581936886208e-06,2.252365637965911e-07,-1.7644584771787426e-06,2.813779929922644e-07,2.5583390400973517e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.2944212001072891e-05
72,0,e103_edge_q2s3_amplitude_9ee836c9,edge_q2s3_amplitude,e95,mixmin,active_topgap20,S3,0.125,20.0,20.0,20.0,20.0,0.0,20.0,13.0,0.65,-2.596819618183588e-05,-2.596819618183588e-05,-3.1808801558619315e-05,-4.666986883394841e-06,-4.666986883394841e-06,-1.1828923038859074e-05,-3.373766219760821e-05,-3.373766219760821e-05,-3.1808801558619315e-05,-3.949993946439356e-05,-3.949993946439356e-05,-3.1808801558619315e-05,-3.949993946439356e-05,-4.666986883394841e-06,3,3,109,-0.00013749874576188815,-5.975834918481304e-05,-0.0001711383233018171,-6.0655941758358534e-05,-0.00041431860290587486,-0.0002374872723321167,-0.0003856601704112937,4.096577760699126e-05,0.75,0.9722222222222222,True,0.005452702409193497,0.003982459693480347,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007670899598380516,0.0024024660297211112,0.3480563223557736,0.0026799258472982477,1.0743624825167697e-05,9.557601387530124e-05,20,False,False,0.8316917728852838,0.9728260869565217,0.7926932880203909,0.810752688172043,-1.9650279130733894e-05,-2.289301435293207e-05,-1.8215717757974845e-05,-1.869226939670274e-05,-4.339579130685367e-06,-7.582314352883541e-06,-2.905017757926318e-06,-3.3815693966542126e-06,4.7031437211339824e-07,-9.954634840062006e-07,5.214603518757525e-07,4.993562277173371e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.2529360665122325e-05
84,0,e103_edge_q2s3_amplitude_cf46a15d,edge_q2s3_amplitude,e95,mixmin,active_topgap30,S3,0.125,30.0,30.0,30.0,30.0,0.0,30.0,19.0,0.6333333333333333,-2.5915760337502647e-05,-2.5915760337502647e-05,-3.186688345901967e-05,-4.160550264087348e-06,-4.160550264087348e-06,-1.1695101120423601e-05,-3.386645530578658e-05,-3.386645530578658e-05,-3.186688345901967e-05,-3.972027544218992e-05,-3.972027544218992e-05,-3.186688345901967e-05,-3.972027544218992e-05,-4.160550264087348e-06,3,3,127,-0.0001350091744467541,-6.475442151265831e-05,-0.00016912168324451082,-6.0655941758358534e-05,-0.00040020212250498066,-0.0002304290321316696,-0.00037790087198647394,4.096577760699126e-05,0.75,0.9722222222222222,True,0.0054211907580795655,0.0038721689145815837,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007536848205683538,0.0023442263913775172,0.3480563223557736,0.0026665207080285498,1.0519388638902156e-05,0.00012708766498922995,30,False,False,0.9446697566628042,0.9972826086956522,0.933305012744265,0.9383512544802868,-2.2195079441159465e-05,-2.700602832536587e-05,-2.008207025072785e-05,-2.079843979473474e-05,-6.884379441110938e-06,-1.1695328325317345e-05,-4.7713702506793255e-06,-5.4877397946862095e-06,4.545414830059862e-08,-4.52507965422625e-06,1.8903213988689932e-07,1.3816446939410339e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.630700470416491e-05
55,0,e103_edge_q2s3_amplitude_8039d519,edge_q2s3_amplitude,e95,mixmin,edge_topgap10,S3,0.25,10.0,10.0,10.0,10.0,0.0,10.0,10.0,1.0,-2.5900021355607095e-05,-2.5900021355607095e-05,-3.1423814512709924e-05,-4.586067788525661e-06,-4.586067788525661e-06,-1.1868091727595953e-05,-3.373836644438022e-05,-3.373836644438022e-05,-3.1423814512709924e-05,-3.9375629833915404e-05,-3.9375629833915404e-05,-3.1423814512709924e-05,-3.9375629833915404e-05,-4.586067788525661e-06,3,3,92,-0.00013793450963781596,-5.5149220762107376e-05,-0.00016989986472876195,-6.0655941758358534e-05,-0.00040564939289461366,-0.0002331526673264861,-0.00036242214547672934,3.3107541171321595e-05,0.75,0.9722222222222222,True,0.0054500799731145,0.003973281167203859,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.000775414836071018,0.0024533239238592962,0.3480563223557736,0.0026882507235312138,1.0880529771222885e-05,9.81984499542984e-05,10,False,False,0.4281575898030128,0.6277173913043478,0.397196261682243,0.4136200716845878,-1.6293359030364315e-05,-1.7790867049502637e-05,-1.604213650553314e-05,-1.6144447284954304e-05,-9.826590303157876e-07,-2.4801670494541077e-06,-7.314365054846138e-07,-8.33747284905777e-07,2.013079063843588e-06,2.1820611639567636e-06,1.3431765701234722e-06,1.5723092632727048e-06,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,4.7511453173895895e-06
3,0,e103_control_00d7807f,control,e89,,,,,,,,,,,,,-2.5895951955900998e-05,-2.5895951955900998e-05,-3.133727268556097e-05,-5.5539239510737914e-06,-5.5539239510737914e-06,-1.292722727064266e-05,-3.3314823782548686e-05,-3.3314823782548686e-05,-3.133727268556097e-05,-3.881910813419154e-05,-3.881910813419154e-05,-3.133727268556097e-05,-3.881910813419154e-05,-5.5539239510737914e-06,3,3,3,-0.00014045227871900545,-5.069114042721701e-05,-0.00017719633067198037,2.7755575615628914e-17,-0.00043211959005300116,-0.0002160597950264867,-0.0003777756227426941,9.75902144626809e-05,0.6111111111111112,0.9444444444444444,True,0.0053930142218942476,0.003960784228165131,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007991094803102651,0.002497429776024249,0.30725806782426884,0.002650949913921968,1.1194028181833474e-05,0.0003528388654026974,158,False,False,0.19582850521436848,0.779891304347826,0.18054375531011044,0.1921146953405018,-1.1477421307225383e-05,-2.0341185736512248e-05,-1.1536460377145548e-05,-1.164691046033542e-05,3.833278692823146e-06,-5.030485736463722e-06,3.774239622902978e-06,3.6637895397131075e-06,1.2551921445197673e-05,2.277034790682318e-06,1.1463671399786772e-05,1.160454802066871e-05,False,False,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,-5.048257888519148e-06
24,0,e103_edge_q2s3_amplitude_2b36d860,edge_q2s3_amplitude,e95,mixmin,active_s3_all,S3,0.125,39.0,39.0,39.0,39.0,0.0,39.0,25.0,0.6410256410256411,-2.586812986238307e-05,-2.586812986238307e-05,-3.186688345901967e-05,-3.6700435659398067e-06,-3.6700435659398067e-06,-1.109013368916223e-05,-3.396060331861683e-05,-3.396060331861683e-05,-3.186688345901967e-05,-3.997374270225951e-05,-3.997374270225951e-05,-3.186688345901967e-05,-3.997374270225951e-05,-3.6700435659398067e-06,3,3,25,-0.00012819678202024564,-5.912619570513922e-05,-0.00016763477085066092,-6.0655941758358534e-05,-0.00038979373574807297,-0.00022522483875321575,-0.0003694697694530122,4.096577760699126e-05,0.75,0.9722222222222222,True,0.005403989317989704,0.003811963874267074,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.000743913308653959,0.0023177801671126074,0.3480563223557736,0.0026567491961141548,1.0422731903538702e-05,0.00014428910507908985,39,False,False,0.9756662804171495,1.0,0.973661852166525,0.9745519713261649,-2.3441550054252175e-05,-2.9427734769216257e-05,-2.106759857192884e-05,-2.18806864907203e-05,-8.130850054203648e-06,-1.4117034769167731e-05,-5.756898571880311e-06,-6.56998649067177e-06,-6.660452949941953e-07,-6.976212907909085e-06,-5.916032167757599e-07,-5.836176733902487e-07,False,True,True,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.803959527161578e-05
90,0,e103_edge_q2s3_amplitude_83025f0e,edge_q2s3_amplitude,e95,mixmin,active_topgap40,Q2+S3,0.125,40.0,40.0,40.0,40.0,1.0,39.0,25.0,0.625,-2.586743563970373e-05,-2.586743563970373e-05,-3.186688345901967e-05,-3.678399055684345e-06,-3.678399055684345e-06,-1.1107327376969067e-05,-3.3956119913969296e-05,-3.3956119913969296e-05,-3.186688345901967e-05,-3.9967787949457545e-05,-3.9967787949457545e-05,-3.186688345901967e-05,-3.9967787949457545e-05,-3.678399055684345e-06,3,3,145,-0.0001266584785169167,-5.798671162859925e-05,-0.0001675988476374235,-6.0404479265446787e-05,-0.00038979373574807297,-0.00022509910750675988,-0.0003693903936661122,4.096577760699126e-05,0.75,0.9722222222222222,True,0.0054025762715613134,0.0038070182117677072,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007436397463021422,0.002316407538739699,0.3480563223557736,0.0026564756337623383,1.0418663779204425e-05,0.00014570215150748033,40,False,False,0.9762456546929317,1.0,0.9740866610025488,0.974910394265233,-2.3459791142974138e-05,-2.9497896816133802e-05,-2.1085269863050897e-05,-2.189900298997421e-05,-8.149091142925612e-06,-1.4187196816085278e-05,-5.774569863002369e-06,-6.588302989925683e-06,-6.710329688034431e-07,-6.973980679141136e-06,-5.942936959020363e-07,-5.898416394725294e-07,False,True,True,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.8064735716905043e-05
7,0,e103_edge_q2s3_amplitude_9ae4f392,edge_q2s3_amplitude,e95,mixmin,active_all,Q2+S3,0.125,50.0,48.0,50.0,48.0,11.0,39.0,31.0,0.62,-2.5863318727226137e-05,-2.5863318727226137e-05,-3.186252418763136e-05,-3.673823245287089e-06,-3.673823245287089e-06,-1.1100760684890076e-05,-3.39548967540626e-05,-3.39548967540626e-05,-3.186252418763136e-05,-3.996123618232872e-05,-3.996123618232872e-05,-3.186252418763136e-05,-3.996123618232872e-05,-3.673823245287089e-06,3,3,7,-0.0001240060515658059,-5.515644233700101e-05,-0.00016656364993763995,-5.3158095367128455e-05,-0.00038979373574807297,-0.0002214759155576007,-0.000366200097082916,4.096577760699126e-05,0.75,0.9722222222222222,True,0.005394100717995757,0.0037773537742882605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007405038730365412,0.0023070117806153856,0.3480563223557736,0.0026533397604967374,1.0396992183485827e-05,0.00015417770507303638,50,False,False,0.984936268829664,1.0,0.983857264231096,0.9842293906810036,-2.368816627342585e-05,-3.0228925548747713e-05,-2.13142945971293e-05,-2.2133507689789548e-05,-8.37746627337732e-06,-1.4918225548699184e-05,-6.003594597080776e-06,-6.822807689741021e-06,-8.483202233632977e-07,-7.784992980838853e-06,-7.978817184559158e-07,-7.878770361130734e-07,False,True,True,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.8423491247007482e-05
7,0,e103_edge_q2s3_amplitude_9ae4f392,edge_q2s3_amplitude,e95,mixmin,edge_or_active,Q2+S3,0.125,255.0,137.0,50.0,48.0,11.0,39.0,31.0,0.62,-2.5863318727226137e-05,-2.5863318727226137e-05,-3.186252418763136e-05,-3.673823245287089e-06,-3.673823245287089e-06,-1.1100760684890076e-05,-3.39548967540626e-05,-3.39548967540626e-05,-3.186252418763136e-05,-3.996123618232872e-05,-3.996123618232872e-05,-3.186252418763136e-05,-3.996123618232872e-05,-3.673823245287089e-06,3,3,85,-0.0001240060515658059,-5.515644233700101e-05,-0.00016656364993763995,-5.3158095367128455e-05,-0.00038979373574807297,-0.0002214759155576007,-0.000366200097082916,4.096577760699126e-05,0.75,0.9722222222222222,True,0.005394100717995757,0.0037773537742882605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007405038730365412,0.0023070117806153856,0.3480563223557736,0.0026533397604967374,1.0396992183485827e-05,0.00015417770507303638,50,False,False,0.984936268829664,1.0,0.983857264231096,0.9842293906810036,-2.368816627342585e-05,-3.0228925548747713e-05,-2.13142945971293e-05,-2.2133507689789548e-05,-8.37746627337732e-06,-1.4918225548699184e-05,-6.003594597080776e-06,-6.822807689741021e-06,-8.483202233632977e-07,-7.784992980838853e-06,-7.978817184559158e-07,-7.878770361130734e-07,False,True,True,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.8423491247007482e-05
61,0,e103_edge_q2s3_amplitude_81188b09,edge_q2s3_amplitude,e95,mixmin,active_topgap10,S3,0.25,10.0,10.0,10.0,10.0,0.0,10.0,5.0,0.5,-2.584545924255721e-05,-2.584545924255721e-05,-3.1808069524186244e-05,-4.554825765112902e-06,-4.554825765112902e-06,-1.1736551476015933e-05,-3.362358053138337e-05,-3.362358053138337e-05,-3.1808069524186244e-05,-3.935797143106434e-05,-3.935797143106434e-05,-3.1808069524186244e-05,-3.935797143106434e-05,-4.554825765112902e-06,3,3,98,-0.00013876111613111974,-6.968644062566032e-05,-0.0001703984605101183,-6.0655941758358534e-05,-0.0004091395633643996,-0.00023489775256137907,-0.000364604045194917,3.3107541171321595e-05,0.75,0.9722222222222222,True,0.0054425380268301425,0.003946884355208605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007696886917669082,0.00240505321738376,0.3480563223557736,0.002682524579227104,1.0672019145358112e-05,0.00010574039623865606,10,False,False,0.5443221320973349,0.7418478260869565,0.5008496176720476,0.5222222222222223,-1.7921337411739943e-05,-2.0202807286175727e-05,-1.7140546532041122e-05,-1.746204014022141e-05,-2.6106374116914143e-06,-4.892107286127201e-06,-1.829846531992595e-06,-2.151340140172885e-06,2.0171151866379665e-06,2.38647821794762e-06,1.4845961693859234e-06,1.6568059274471296e-06,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,7.539005896381406e-06
37,0,e103_edge_q2s3_amplitude_67d3df00,edge_q2s3_amplitude,e95,mixmin,active_s3_interior,S3,0.25,14.0,14.0,14.0,14.0,0.0,14.0,0.0,0.0,-2.5823033884986302e-05,-2.5823033884986302e-05,-3.2050459965349276e-05,-3.6786401627075804e-06,-3.6786401627075804e-06,-1.0119588880641572e-05,-3.383846247739797e-05,-3.383846247739797e-05,-3.2050459965349276e-05,-3.9951999014853357e-05,-3.9951999014853357e-05,-3.2050459965349276e-05,-3.9951999014853357e-05,-3.6786401627075804e-06,3,3,38,-0.00012137317693297067,-6.450127352342072e-05,-0.00017116142391138123,-6.0655941758358534e-05,-0.0004144803071733788,-0.00023756812446586867,-0.000407224522940314,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005441149127746036,0.003942023208414234,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007477267403027759,0.0023223000690298576,0.3480563223557736,0.0026605626277629722,1.0591990144429064e-05,0.00010712929532276444,14,False,False,0.8293742757821553,0.9619565217391305,0.7969413763806287,0.8093189964157707,-2.364207044233617e-05,-2.872622633096245e-05,-2.1083474710045556e-05,-2.1947734327588528e-05,-8.331370442287643e-06,-1.3415526330913924e-05,-5.772774709997032e-06,-6.637034327540001e-06,7.981898078374454e-07,-1.0383846560765107e-06,8.721225024023808e-07,8.315071349700043e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.641485281861756e-05
37,0,e103_edge_q2s3_amplitude_67d3df00,edge_q2s3_amplitude,e95,mixmin,interior_s3_all,S3,0.25,132.0,132.0,14.0,14.0,0.0,14.0,0.0,0.0,-2.5823033884986302e-05,-2.5823033884986302e-05,-3.2050459965349276e-05,-3.6786401627075804e-06,-3.6786401627075804e-06,-1.0119588880641572e-05,-3.383846247739797e-05,-3.383846247739797e-05,-3.2050459965349276e-05,-3.9951999014853357e-05,-3.9951999014853357e-05,-3.2050459965349276e-05,-3.9951999014853357e-05,-3.6786401627075804e-06,3,3,80,-0.00012137317693297067,-6.450127352342072e-05,-0.00017116142391138123,-6.0655941758358534e-05,-0.0004144803071733788,-0.00023756812446586867,-0.000407224522940314,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005441149127746036,0.003942023208414234,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007477267403027759,0.0023223000690298576,0.3480563223557736,0.0026605626277629722,1.0591990144429064e-05,0.00010712929532276444,14,False,False,0.8293742757821553,0.9619565217391305,0.7969413763806287,0.8093189964157707,-2.364207044233617e-05,-2.872622633096245e-05,-2.1083474710045556e-05,-2.1947734327588528e-05,-8.331370442287643e-06,-1.3415526330913924e-05,-5.772774709997032e-06,-6.637034327540001e-06,7.981898078374454e-07,-1.0383846560765107e-06,8.721225024023808e-07,8.315071349700043e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.641485281861756e-05
19,0,e103_edge_q2s3_amplitude_1152bdb8,edge_q2s3_amplitude,e95,mixmin,active_interior,Q2+S3,0.25,19.0,19.0,19.0,19.0,5.0,14.0,0.0,0.0,-2.5818272255007102e-05,-2.5818272255007102e-05,-3.211794499391463e-05,-3.689904699122337e-06,-3.689904699122337e-06,-1.0137129931475641e-05,-3.382169889876163e-05,-3.382169889876163e-05,-3.211794499391463e-05,-3.994321316691529e-05,-3.994321316691529e-05,-3.211794499391463e-05,-3.994321316691529e-05,-3.689904699122337e-06,3,3,20,-0.00011912531412471838,-5.739481989064377e-05,-0.00016982946171822944,-5.13322064058519e-05,-0.0004144803071733788,-0.00023290625678961535,-0.00040455565160845927,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.00543094435829991,0.003906306515352793,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007446284244894282,0.00231122821514456,0.3480563223557736,0.0026574643119496246,1.0565774413941317e-05,0.00011733406476889039,19,False,False,0.8638470451911935,0.9782608695652174,0.8394222599830077,0.8494623655913979,-2.3875890162256997e-05,-2.948810080308952e-05,-2.131500125281854e-05,-2.2184936712894797e-05,-8.565190162208473e-06,-1.4177400803040993e-05,-6.004301252770011e-06,-6.8742367128462735e-06,6.698133508671237e-07,-1.3729659504557524e-06,7.455165722271182e-07,7.166975765861708e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.7024473869926736e-05
19,0,e103_edge_q2s3_amplitude_1152bdb8,edge_q2s3_amplitude,e95,mixmin,interior_all,Q2+S3,0.25,264.0,132.0,19.0,19.0,5.0,14.0,0.0,0.0,-2.5818272255007102e-05,-2.5818272255007102e-05,-3.211794499391463e-05,-3.689904699122337e-06,-3.689904699122337e-06,-1.0137129931475641e-05,-3.382169889876163e-05,-3.382169889876163e-05,-3.211794499391463e-05,-3.994321316691529e-05,-3.994321316691529e-05,-3.211794499391463e-05,-3.994321316691529e-05,-3.689904699122337e-06,3,3,74,-0.00011912531412471838,-5.739481989064377e-05,-0.00016982946171822944,-5.13322064058519e-05,-0.0004144803071733788,-0.00023290625678961535,-0.00040455565160845927,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.00543094435829991,0.003906306515352793,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007446284244894282,0.00231122821514456,0.3480563223557736,0.0026574643119496246,1.0565774413941317e-05,0.00011733406476889039,19,False,False,0.8638470451911935,0.9782608695652174,0.8394222599830077,0.8494623655913979,-2.3875890162256997e-05,-2.948810080308952e-05,-2.131500125281854e-05,-2.2184936712894797e-05,-8.565190162208473e-06,-1.4177400803040993e-05,-6.004301252770011e-06,-6.8742367128462735e-06,6.698133508671237e-07,-1.3729659504557524e-06,7.455165722271182e-07,7.166975765861708e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.7024473869926736e-05
31,0,e103_edge_q2s3_amplitude_33b8de30,edge_q2s3_amplitude,e95,mixmin,active_s3_edge,S3,0.25,25.0,25.0,25.0,25.0,0.0,25.0,25.0,1.0,-2.5792567800220212e-05,-2.5792567800220212e-05,-3.15288832427596e-05,-3.5290743677363068e-06,-3.5290743677363068e-06,-1.1977848822120052e-05,-3.3993080680638776e-05,-3.3993080680638776e-05,-3.15288832427596e-05,-3.9855548352396575e-05,-3.9855548352396575e-05,-3.15288832427596e-05,-3.9855548352396575e-05,-3.5290743677363068e-06,3,3,32,-0.0001309158425755852,-5.3612806199865304e-05,-0.00016396980610297596,-6.0655941758358534e-05,-0.00036413898251394516,-0.00021239746213615185,-0.00033122717024929043,3.3107541171321595e-05,0.75,0.9722222222222222,True,0.005366829508233372,0.003681904540119913,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007402381886921258,0.0023140693835507044,0.3480563223557736,0.002653074076152322,1.0391785349631048e-05,0.00018144891483542252,25,False,False,0.8716685979142526,0.9836956521739131,0.8411214953271028,0.8530465949820788,-2.2785356664400765e-05,-2.939934634302233e-05,-2.072183004279798e-05,-2.144162705840661e-05,-7.474656664352237e-06,-1.4088646342973803e-05,-5.411130042749453e-06,-6.130927058358081e-06,7.120754686025257e-07,-2.2528153080783445e-06,8.505887811423679e-07,8.093274178099082e-07,False,True,False,False,-1.6205291750596722e-05,-1.5640787922212426e-06,0.9834878331402086,1.599517888486059e-05
