pair,target,moved_cells,abs_logit_sum,abs_logit_share,mean_signed_logit_delta,max_abs_logit_delta
e224_q3s0p625_e154_vs_e95,Q1,70,0.8243482637966265,0.04621888880460204,0.0016807561877777851,0.023459001777274335
e224_q3s0p625_e154_vs_e95,Q2,0,2.220446049250313e-16,1.2449416533524348e-17,8.881784197001253e-19,2.220446049250313e-16
e224_q3s0p625_e154_vs_e95,Q3,250,9.51387553342596,0.5334162449194181,-0.012707394499938029,0.17209235472968332
e224_q3s0p625_e154_vs_e95,S1,0,2.9976021664879227e-15,1.680671232025787e-16,-1.199040866595169e-17,1.7763568394002505e-15
e224_q3s0p625_e154_vs_e95,S2,39,0.47383603597301116,0.026566653949613907,0.0002855519730088648,0.02135885040269403
e224_q3s0p625_e154_vs_e95,S3,56,0.5382645004001958,0.03017897675538615,-0.0012487909140142673,0.02200776788037867
e224_q3s0p625_e154_vs_e95,S4,119,6.485419560674238,0.36361923557097964,0.003149099166098398,0.16929496819948486
e224_q3s0p625_e154_vs_e154,Q1,0,3.3306690738754696e-16,2.2039055355245898e-17,-1.3322676295501879e-18,3.3306690738754696e-16
e224_q3s0p625_e154_vs_e154,Q2,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e154,Q3,250,8.944476137513059,0.5918564719158789,-0.011500597632322269,0.17209235472968332
e224_q3s0p625_e154_vs_e154,S1,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e154,S2,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e154,S3,0,2.7755575615628914e-16,1.8365879462704917e-17,-1.1102230246251566e-18,2.7755575615628914e-16
e224_q3s0p625_e154_vs_e154,S4,105,6.168100241958121,0.40814352808412113,0.002886063787508194,0.14789051018904398
e224_q3s0p625_e154_vs_e223_q3s0p75_e154,Q1,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e223_q3s0p75_e154,Q2,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e223_q3s0p75_e154,Q3,250,1.7888952275026222,1.0,0.0023001195264644326,0.034418470945936974
e224_q3s0p625_e154_vs_e223_q3s0p75_e154,S1,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e223_q3s0p75_e154,S2,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e223_q3s0p75_e154,S3,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e223_q3s0p75_e154,S4,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e211_full_e154,Q1,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e211_full_e154,Q2,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e211_full_e154,Q3,250,5.366685682507844,1.0,0.006900358579393329,0.10325541283781048
e224_q3s0p625_e154_vs_e211_full_e154,S1,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e211_full_e154,S2,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e211_full_e154,S3,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e211_full_e154,S4,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e216_s2_miss,Q1,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e216_s2_miss,Q2,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e216_s2_miss,Q3,250,8.944476137513059,0.23225993398806333,-0.011500597632322269,0.17209235472968332
e224_q3s0p625_e154_vs_e216_s2_miss,S1,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e216_s2_miss,S2,250,23.398052569440637,0.6075738882499292,0.011523487355337661,0.2299492908714047
e224_q3s0p625_e154_vs_e216_s2_miss,S3,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e154_vs_e216_s2_miss,S4,105,6.16810024195812,0.16016617776200745,0.0028860637875081983,0.14789051018904398
e224_q3s0p625_e95_vs_e95,Q1,0,1.3322676295501878e-15,8.697982429430179e-17,-5.3290705182007515e-18,1.3322676295501878e-15
e224_q3s0p625_e95_vs_e95,Q2,0,0.0,0.0,0.0,0.0
e224_q3s0p625_e95_vs_e95,Q3,250,8.944476137513053,0.5839584671948624,-0.011500597632322238,0.17209235472968332
e224_q3s0p625_e95_vs_e95,S1,0,2.3314683517128287e-15,1.5221469251502813e-16,-9.325873406851316e-18,1.1102230246251565e-15
e224_q3s0p625_e95_vs_e95,S2,0,1.2385925618474403e-15,8.08640553986087e-17,-4.954370247389761e-18,6.83481049534862e-16
e224_q3s0p625_e95_vs_e95,S3,0,8.881784197001252e-16,5.798654952953452e-17,-3.552713678800501e-18,8.881784197001252e-16
e224_q3s0p625_e95_vs_e95,S4,108,6.372496969288987,0.4160415328051371,0.0028756528725465036,0.1478905101890442
e223_q3s0p75_e154_vs_e95,Q1,70,0.8243482637966265,0.04210195343128998,0.0016807561877777851,0.023459001777274335
