pred_index,base_index,tag,base_tag,variant_id,variant_kind,variant_name,reason,subset_key,pool,pool_size,pool_support_mean,pool_support2_count,base_agg,delta_agg,gate,pair_name,alpha_q2,alpha_s3,alpha_sum,alpha_max,alpha_gap,dominant_axis,gate_active_q2,gate_active_s3,mean_abs_q2_delta_unit,mean_abs_s3_delta_unit,mean_abs_q2s3_delta_unit,weight_max,weight_entropy,cell_heldout_mean,cell_world_mean,cell_hidden_q2s3_mean,cell_block_win_mean,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,mean_abs_logit_delta_vs_e73,mean_abs_q2s3_logit_delta_vs_e73,mean_abs_logit_delta_vs_e74,mean_abs_q2s3_logit_delta_vs_e74,mean_abs_logit_delta_vs_e75,mean_abs_q2s3_logit_delta_vs_e75
743,726,e76_block_q2s3_beats_base_rate_top10_q2a16_s3a28_ce8e7298,e76_base_block_q2s3_beats_base_rate_top10_c2517d8d,33,rank_keep,block_q2s3_beats_base_rate_top10,keep best 10 by block_q2s3_beats_base_rate,43-46-47-48-49-50-76-77-97-98,translator_tail_soft_p90_m0.50,10,1.6,6,mean,signed_p75,top_abs50,q2a16_s3a28,16.0,28.0,44.0,28.0,12.0,s3_higher,0.156,0.144,0.0002612844973572531,0.0002792201392825927,0.0002702523183199229,0.15799930839264092,2.2029865995368545,-2.1635789827501027e-07,-2.295967222493067e-05,-2.27565765588994e-05,0.7666666666666667,-1.1042665795324424e-05,-6.442582694776711e-06,9.669638967313432e-07,-5.3830896441176e-05,-1.9219182150531644e-05,-9.68995368144654e-06,8.08945015751128e-06,-1.5368016774708337e-06,9.669638967313432e-07,1.2613448898024515e-05,1.4282357438943905e-06,9.669638967313432e-07,-5.3830896441176e-05,1.2613448898024515e-05,2,1,709,-0.0003259586872094878,-0.00019760872617180514,-0.00012872268801444875,-0.00048636293037188083,-0.00041469588572873306,-0.00045052940805030695,-0.000598434214551064,0.0,0.7222222222222222,1.0,True,0.006937504189420691,0.0059993579288143955,True,True,False,False,True,True,True,True,False,True,False,0.0009827889349815874,0.0022829301553531074,0.0010068617447355334,0.0023671849894919186,0.0009221437361974969,0.0020706719596087905
1951,1936,e76_bootstrap8_055_q2a16_s3a24_3c3b7bda,e76_base_bootstrap8_055_15198339,88,bootstrap8,bootstrap8_055,deterministic random 8-of-13 subset,46-47-49-58-76-77-98-100,translator_tail_soft_p90_m0.50,8,1.375,3,mean,signed_p75,top_abs50,q2a16_s3a24,16.0,24.0,40.0,24.0,8.0,s3_higher,0.172,0.144,0.0002779976547649602,0.0002877128696217836,0.00028285526219337193,0.22005225665413974,1.96672979399714,-2.1902977614951524e-07,-2.30721852132153e-05,-2.1799027719864895e-05,0.7309027777777778,-1.1037124673318743e-05,-6.340389508752153e-06,1.3687082578428544e-09,-5.4631527672932556e-05,-1.7705904810760842e-05,-1.0200779043234576e-05,8.663433426869815e-06,-1.966566884781251e-06,1.3687082578428544e-09,1.2856720226217533e-05,6.513031693966553e-07,1.3687082578428544e-09,-5.4631527672932556e-05,1.2856720226217533e-05,2,1,1862,-0.0003212767724572517,-0.00019732100747649195,-0.00012719246483433588,-0.0005174244717247867,-0.0003729227821153147,-0.0004451736269200507,-0.0005696647857230978,0.0,0.7222222222222222,1.0,True,0.007195700672991255,0.005676535673581149,True,True,False,False,True,True,True,True,False,True,False,0.0008552839407659503,0.0018216361403295695,0.0008755458906343554,0.0018925529648689883,0.0010665680613343807,0.002561130562319076
1929,1914,e76_bootstrap8_054_q2a16_s3a24_10d9c756,e76_base_bootstrap8_054_52278301,87,bootstrap8,bootstrap8_054,deterministic random 8-of-13 subset,43-46-47-49-50-77-98-100,translator_tail_soft_p90_m0.50,8,1.625,5,mean,signed_p75,top_abs50,q2a16_s3a24,16.0,24.0,40.0,24.0,8.0,s3_higher,0.164,0.152,0.00026661814225898594,0.0002903538246816508,0.0002784859834703184,0.18756731573504995,1.9888176249259584,-2.126788233511312e-07,-2.3978636012231304e-05,-2.3790992137233142e-05,0.7569444444444444,-1.1023390255160415e-05,-6.339903800611779e-06,-3.4200824128305385e-07,-5.342337056579716e-05,-1.7650281697978443e-05,-1.0120280465875098e-05,8.002174324506228e-06,-2.0570977274925184e-06,-3.4200824128305385e-07,1.2351025475920707e-05,6.876680236356236e-07,-3.4200824128305385e-07,-5.342337056579716e-05,1.2351025475920707e-05,2,3,1841,-0.0003446710505399743,-0.00021489186370604596,-0.000127360839788343,-0.0005090803743925121,-0.0003824455041267494,-0.00044576293925963073,-0.0005698242387516629,0.0,0.7222222222222222,1.0,True,0.0069810545872324575,0.005617191034251757,True,True,False,True,True,True,True,True,False,True,False,0.000741114883809359,0.00198796190075674,0.000768986707093957,0.0020855132822528333,0.00094678502582011,0.0027078073977943678
457,440,e76_gradient_gate_grad_all_4of6_q2a16_s3a28_94ec1af7,e76_base_gradient_gate_grad_all_4of6_c5fde00c,20,group_keep,gradient_gate_grad_all_4of6,keep gradient_gate=grad_all_4of6,46-47-49-50-76-77-97-98,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a16_s3a28,16.0,28.0,44.0,28.0,12.0,s3_higher,0.16,0.144,0.0002657354723200077,0.000276268892148116,0.0002710021822340619,0.2076720761393054,1.9683120757111592,-2.0280093397662124e-07,-2.2360153794252137e-05,-2.1437794765220234e-05,0.7569444444444444,-1.1017674029445423e-05,-6.453940548212245e-06,1.0191519503877089e-06,-5.393655744456716e-05,-1.9329541163126684e-05,-1.014188510151115e-05,8.128423172548693e-06,-1.4696802723701552e-06,1.0191519503877089e-06,1.2755112183793216e-05,1.4373997909711278e-06,1.0191519503877089e-06,-5.393655744456716e-05,1.2755112183793216e-05,2,1,436,-0.0003204751226563885,-0.00020097028389554072,-0.00012808001130423796,-0.000491758060624431,-0.00040480201850513764,-0.0004482800395647843,-0.0005910363534478187,0.0,0.7222222222222222,1.0,True,0.007009875608051648,0.005993648268633748,True,True,False,False,True,True,True,True,False,True,False,0.0010987903642057208,0.002277220495172479,0.0011190523140741267,0.0023481373197118986,0.001069111261260394,0.002173343634863834
1753,1738,e76_bootstrap8_046_q2a16_s3a24_b534b26b,e76_base_bootstrap8_046_d898eb20,79,bootstrap8,bootstrap8_046,deterministic random 8-of-13 subset,46-47-49-50-76-97-98-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a16_s3a24,16.0,24.0,40.0,24.0,8.0,s3_higher,0.156,0.144,0.0002612844973572531,0.0002758767266818978,0.00026858061201957546,0.207767308703179,1.9680656972835726,-1.9220570747491283e-07,-2.2388135654454646e-05,-2.1455539472312827e-05,0.7465277777777778,-1.1014703362510758e-05,-6.236641110102248e-06,7.89507690335256e-08,-5.190180307634851e-05,-1.7162866363551466e-05,-9.150223725828965e-06,7.329784696530339e-06,-2.050944748921424e-06,7.89507690335256e-08,1.1527908292396916e-05,5.038877822771681e-07,7.89507690335256e-08,-5.190180307634851e-05,1.1527908292396916e-05,2,1,1673,-0.00030938295556160464,-0.00018751636423985918,-0.00011967383920713504,-0.00048636293037188083,-0.00035135394407816156,-0.0004188584372250212,-0.0005362001242714656,0.0,0.7222222222222222,1.0,True,0.006759079591083101,0.005400796699040855,True,True,False,False,True,True,True,True,False,True,False,0.0008250347370412765,0.0016843689255795855,0.0008621081529805344,0.001814125881366988,0.0010976993006560265,0.002638694898231211
1401,1386,e76_bootstrap8_030_q2a16_s3a24_71948371,e76_base_bootstrap8_030_6f579ea3,63,bootstrap8,bootstrap8_030,deterministic random 8-of-13 subset,47-48-49-50-77-97-98-99,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a16_s3a24,16.0,24.0,40.0,24.0,8.0,s3_higher,0.168,0.152,0.00026774532834671663,0.0002659781832888725,0.0002668617558177946,0.21799236941516062,1.9840829774972295,-1.890633373261008e-07,-2.1572081541210513e-05,-2.0758012510769825e-05,0.7552083333333333,-1.1014055756319863e-05,-6.29890399328481e-06,-3.4459097975059194e-07,-5.066150587906826e-05,-1.7178974732190433e-05,-9.759697358724395e-06,6.688628691464693e-06,-2.2315364722746978e-06,-3.4459097975059194e-07,1.0930709918977044e-05,5.137992247217227e-07,-3.4459097975059194e-07,-5.066150587906826e-05,1.0930709918977044e-05,2,3,1337,-0.0003408182203736231,-0.00020173155862013292,-0.00012367939997767752,-0.0005053107548914637,-0.0003604450449519597,-0.0004328778999217117,-0.0005483970434472447,0.0,0.7222222222222222,1.0,True,0.006529308859645109,0.005333700826240259,True,True,False,True,True,True,True,True,False,True,False,0.0009057935807756619,0.0016285591255368647,0.0009767607169934016,0.0018769441022989533,0.0012796127578749304,0.0029369262453843047
918,902,e76_bootstrap8_008_q2a16_s3a26_57c8baa7,e76_base_bootstrap8_008_c6b6637a,41,bootstrap8,bootstrap8_008,deterministic random 8-of-13 subset,46-47-49-50-58-77-97-98,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a16_s3a26,16.0,26.0,42.0,26.0,10.0,s3_higher,0.16,0.144,0.0002649018467200459,0.0002823092957076551,0.00027360557121385053,0.2092660996538994,1.9637687277280138,-2.1583309468831136e-07,-2.193392677034697e-05,-2.1515494146216296e-05,0.75,-1.101264304970151e-05,-6.339659454512869e-06,4.3463634291640574e-07,-5.291551620878465e-05,-1.82848335333885e-05,-9.340023788606544e-06,7.749971464909855e-06,-1.7276157138201853e-06,4.3463634291640574e-07,1.2127615595103336e-05,9.934708840031448e-07,4.3463634291640574e-07,-5.291551620878465e-05,1.2127615595103336e-05,2,1,876,-0.0003138110968993414,-0.00019607568727342262,-0.00012639228679220404,-0.000491579987097035,-0.00039316602044831006,-0.0004423730037726725,-0.0005806146335202219,0.0,0.7222222222222222,1.0,True,0.006881073003186618,0.005789235617959952,True,True,False,False,True,True,True,True,False,True,False,0.0009841504240394115,0.002072807844498683,0.0010127129770568597,0.002172776780059752,0.0010563946923141136,0.0023256627834601406
593,572,e76_heldout_minus_base_top10_q2a0_s3a28_5bf2082d,e76_base_heldout_minus_base_top10_fce89eac,26,rank_keep,heldout_minus_base_top10,keep best 10 by heldout_minus_base,43-46-47-48-49-50-58-76-77-97,translator_tail_soft_p90_m0.50,10,1.6,6,mean,signed_p75,top_abs50,q2a0_s3a28,0.0,28.0,28.0,28.0,28.0,s3_only,0.152,0.164,0.0002568291653424658,0.00030992345391335307,0.0002833763096279094,0.15645949426343386,2.211115871656901,-2.3413857301868292e-07,-2.3217245614382855e-05,-2.3314130519341836e-05,0.7611111111111112,-1.1009497581371264e-05,-6.388007111057803e-06,-7.201996028438629e-07,-5.331851195189419e-05,-1.7801261233296728e-05,-5.011643843033653e-06,7.995086012901886e-06,-2.066173029557916e-06,-7.201996028438629e-07,1.229493319487851e-05,7.034129297922576e-07,-7.201996028438629e-07,-5.331851195189419e-05,1.229493319487851e-05,2,3,566,-9.620565690710015e-05,-7.059269311571192e-05,-6.677329845933277e-05,0.0,-0.000467413089215149,-0.0002337065446075745,-0.0004218536752461505,0.00012038215626438498,0.6111111111111112,0.9444444444444444,True,0.006566392192480622,0.004338928354787011,True,True,False,True,True,True,True,True,False,True,False,0.0013407850157796703,0.003982592718644811,0.00138281679858759,0.004129703958472531,0.0007007079249392052,0.001742322900703184
369,352,e76_band_all_q2a16_s3a28_600ba9a1,e76_base_band_all_d9cf8b2d,16,group_keep,band_all,keep band=all,76-77-97-98-99-100,translator_tail_soft_p90_m0.50,6,1.0,0,mean,signed_p75,top_abs50,q2a16_s3a28,16.0,28.0,44.0,28.0,12.0,s3_higher,0.168,0.136,0.00027729296472066143,0.00027018296804941114,0.00027373796638503626,0.18512777123522067,1.781298009813918,-1.7320470161822735e-07,-2.133385950924735e-05,-1.7661054190028457e-05,0.7037037037037036,-1.1006206066310753e-05,-6.429027530563403e-06,-9.81740015948418e-08,-5.356008010548585e-05,-1.74924170546209e-05,-1.021453604166389e-05,8.218988523878146e-06,-2.2068518740203658e-06,-9.81740015948418e-08,1.2322473382897492e-05,4.121863369510592e-07,-9.81740015948418e-08,-5.356008010548585e-05,1.2322473382897492e-05,2,3,352,-0.00031385013178371053,-0.00017475746060791053,-0.00012685950947630142,-0.000503573331791074,-0.0003844432345433413,-0.00044400828316720764,-0.0005588394250608792,0.0,0.6666666666666666,1.0,True,0.0071582448218537095,0.006000905270457088,True,True,False,True,True,True,True,True,False,True,False,0.0011359506594918606,0.0019544371750227505,0.0011415426443452939,0.001974009122009767,0.0011512887472844154,0.0020081204822966917
1995,1980,e76_bootstrap8_057_q2a16_s3a24_02f554f5,e76_base_bootstrap8_057_fda30669,90,bootstrap8,bootstrap8_057,deterministic random 8-of-13 subset,46-49-58-76-77-97-98-99,translator_tail_soft_p90_m0.50,8,1.25,2,mean,signed_p75,top_abs50,q2a16_s3a24,16.0,24.0,40.0,24.0,8.0,s3_higher,0.172,0.144,0.0002779388184809399,0.00027724691300880515,0.00027759286574487255,0.2605534970053,1.973702707859749,-2.085312871755174e-07,-2.164560210713848e-05,-1.9842217231297136e-05,0.7291666666666666,-1.0998475062584667e-05,-6.285585904541868e-06,-1.3421521338763398e-07,-5.318812032850673e-05,-1.7407205613495513e-05,-1.0130101957939175e-05,8.016672936927982e-06,-2.0692568094560215e-06,-1.3421521338763398e-07,1.2176022204046788e-05,6.197047095479746e-07,-1.3421521338763398e-07,-5.318812032850673e-05,1.2176022204046788e-05,2,3,1904,-0.00032275259050720275,-0.00019173537399930218,-0.00012505081145383623,-0.0005134584997702751,-0.0003618971804061205,-0.0004376778400881978,-0.000556178377846767,0.0,0.7222222222222222,1.0,True,0.006967216381168019,0.0055504735039532405,True,True,False,True,True,True,True,True,False,True,False,0.0007375566980039797,0.0017871820914226863,0.000773563677721404,0.001913206520433671,0.0010182438336483488,0.0027695870661779776
475,462,e76_gradient_gate_grad_core_top50_q2a12_s3a28_89976229,e76_base_gradient_gate_grad_core_top50_5a6390fd,21,group_keep,gradient_gate_grad_core_top50,keep gradient_gate=grad_core_top50,43-48-58-99-100,translator_tail_soft_p90_m0.50,5,1.4,2,mean,signed_p75,top_abs50,q2a12_s3a28,12.0,28.0,40.0,28.0,16.0,s3_higher,0.136,0.132,0.00023851361400852814,0.00030106934769649453,0.0002697914808525113,0.3547019244074891,1.5090841064583678,-2.310601709964999e-07,-2.3569746490600885e-05,-2.3076460241457793e-05,0.7222222222222222,-1.0997628900666356e-05,-6.411460478972231e-06,-4.7627931065719054e-07,-5.427672442448461e-05,-1.7590641460563106e-05,-1.0310108166766696e-05,8.778341117343658e-06,-2.0493086685391404e-06,-4.7627931065719054e-07,1.2505496605252908e-05,4.055686921855539e-07,-4.7627931065719054e-07,-5.427672442448461e-05,1.2505496605252908e-05,2,3,453,-0.00023837225654376186,-0.00010663612038142034,-0.00012628510407808324,-0.00036003260993286434,-0.000523963118613302,-0.0004419978642730832,-0.0006199712772583932,0.0,0.6944444444444444,1.0,True,0.006947927923020835,0.00564605255180213,True,True,False,True,True,True,True,True,False,True,False,0.0016304149446267349,0.0031967790589173687,0.0016599070785708514,0.003300001527721777,0.0012189651090413782,0.00175670463436862
476,462,e76_gradient_gate_grad_core_top50_q2a12_s3a32_970b68e6,e76_base_gradient_gate_grad_core_top50_5a6390fd,21,group_keep,gradient_gate_grad_core_top50,keep gradient_gate=grad_core_top50,43-48-58-99-100,translator_tail_soft_p90_m0.50,5,1.4,2,mean,signed_p75,top_abs50,q2a12_s3a32,12.0,32.0,44.0,32.0,20.0,s3_higher,0.136,0.132,0.00023851361400852814,0.00030106934769649453,0.0002697914808525113,0.3547019244074891,1.5090841064583678,-2.310601709964999e-07,-2.3569746490600885e-05,-2.3076460241457793e-05,0.7222222222222222,-1.0997422943526125e-05,-6.411254521831999e-06,3.6188486252086705e-07,-5.589384105708639e-05,-1.9207758093164884e-05,-1.0997128143008794e-05,9.441840718493744e-06,-1.3858090673890544e-06,3.6188486252086705e-07,1.3459731508014272e-05,1.3598035949469178e-06,3.6188486252086705e-07,-5.589384105708639e-05,1.3459731508014272e-05,2,1,454,-0.00024707775842558455,-0.00010724121960459243,-0.00013615331010216614,-0.00036003260993286434,-0.0005930405607822292,-0.0004765365853575468,-0.0006826185243507645,0.0,0.6944444444444444,1.0,True,0.007119967550275973,0.006248191247195118,True,True,False,False,True,True,True,True,False,True,False,0.0018024545718818743,0.0037989177543103557,0.0018319467058259906,0.003902140223114764,0.0013910047362965113,0.002358843329761586
1599,1584,e76_bootstrap8_039_q2a16_s3a24_cbfcac7d,e76_base_bootstrap8_039_20341623,72,bootstrap8,bootstrap8_039,deterministic random 8-of-13 subset,43-46-47-49-76-77-97-100,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a16_s3a24,16.0,24.0,40.0,24.0,8.0,s3_higher,0.172,0.144,0.0002779976547649602,0.0002877128696217836,0.00028285526219337193,0.19995804344680898,1.9689483700003765,-2.1818290912162253e-07,-2.4242200121044088e-05,-2.3369216314361903e-05,0.7482638888888888,-1.0993394920388866e-05,-6.348589975724295e-06,1.3687082578428544e-09,-5.4656474275938116e-05,-1.772594435722752e-05,-1.020077904345662e-05,8.741005580015226e-06,-1.968076026592769e-06,1.3687082578428544e-09,1.2935283934756292e-05,6.482504566474034e-07,1.3687082578428544e-09,-5.4656474275938116e-05,1.2935283934756292e-05,2,1,1526,-0.0003217167980162582,-0.00019732100747638093,-0.00012719246483428037,-0.0005174244717247867,-0.0003729227821153147,-0.0004451736269200507,-0.0005696647857230978,0.0,0.7222222222222222,1.0,True,0.007201617325452086,0.005676535673581149,True,True,False,False,True,True,True,True,False,True,False,0.0008410905675100196,0.0018216361403295695,0.000861352517378425,0.0018925529648689883,0.00105237468807845,0.002561130562319076
1076,1056,e76_bootstrap8_015_q2a0_s3a26_352df8b6,e76_base_bootstrap8_015_1bd5c24b,48,bootstrap8,bootstrap8_015,deterministic random 8-of-13 subset,43-46-48-49-50-58-76-77,translator_tail_soft_p90_m0.50,8,1.625,5,mean,signed_p75,top_abs50,q2a0_s3a26,0.0,26.0,26.0,26.0,26.0,s3_only,0.16,0.16,0.00026609155071346527,0.00032006094848202414,0.0002930762495977447,0.19361034517880957,2.005663505540464,-2.425822082721685e-07,-2.3357356259068727e-05,-2.359861441157251e-05,0.7621527777777778,-1.0987098364334535e-05,-6.366404061597386e-06,-1.3617154328571246e-06,-5.276094409834009e-05,-1.7048355638094037e-05,-5.078614169207185e-06,7.88581470501093e-06,-2.294909578370863e-06,-1.3617154328571246e-06,1.1913834300436577e-05,2.4405303189478644e-07,-1.3617154328571246e-06,-5.276094409834009e-05,1.1913834300436577e-05,2,3,1027,-8.897335955657657e-05,-6.51863288159138e-05,-6.509022036485512e-05,0.0,-0.00045563154255366667,-0.00022781577127683333,-0.00040610941088772904,0.00010875287975766555,0.6111111111111112,0.9444444444444444,True,0.006522215017173785,0.004160792330266377,True,True,False,True,True,True,True,True,False,True,False,0.001312932246644479,0.003934732163842226,0.0012967850918999017,0.003878217122236205,0.0007498832248455011,0.001964060587545802
1557,1540,e76_bootstrap8_037_q2a16_s3a28_41650864,e76_base_bootstrap8_037_cdefeea1,70,bootstrap8,bootstrap8_037,deterministic random 8-of-13 subset,43-46-47-50-58-76-77-98,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a16_s3a28,16.0,28.0,44.0,28.0,12.0,s3_higher,0.172,0.148,0.0002765025600871045,0.0002874266347348224,0.00028196459741096347,0.20129744659547155,1.964505895631846,-2.4155121862434736e-07,-2.3781197057969085e-05,-2.3430539681146625e-05,0.7517361111111112,-1.098686619227518e-05,-6.47615669902013e-06,7.579399319279645e-07,-5.6419384471539935e-05,-1.961181849996496e-05,-1.014188510151115e-05,9.36209029001045e-06,-1.4890508744924702e-06,7.579399319279645e-07,1.4096695604814968e-05,1.6723992772860186e-06,7.579399319279645e-07,-5.6419384471539935e-05,1.4096695604814968e-05,2,1,1486,-0.0003450237980832439,-0.00021299044226030794,-0.00013434168936257707,-0.000511541040282365,-0.00042885078525585485,-0.00047019591276910994,-0.0006214960772957969,0.0,0.7222222222222222,1.0,True,0.007379474304872647,0.0062359933669844094,True,True,False,False,True,True,True,True,False,True,False,0.001084531273891266,0.0024619515578388827,0.0011047932237596713,0.002532868382378302,0.000999516943345653,0.002164401400929237
1115,1100,e76_bootstrap8_017_q2a16_s3a24_587180dc,e76_base_bootstrap8_017_73868807,50,bootstrap8,bootstrap8_017,deterministic random 8-of-13 subset,46-47-48-50-76-77-98-99,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a16_s3a24,16.0,24.0,40.0,24.0,8.0,s3_higher,0.176,0.144,0.0002815561678437327,0.0002800274484840487,0.0002807918081638907,0.20157729495270105,1.9836818853620701,-2.059356718903116e-07,-2.330377402918579e-05,-2.2416636680108303e-05,0.7552083333333333,-1.0979795031618167e-05,-6.360358270174338e-06,-1.3421521316558938e-07,-5.3228815863670675e-05,-1.7486067742544797e-05,-1.020077904345662e-05,8.039288549865908e-06,-2.119623935814552e-06,-1.3421521316558938e-07,1.2250142218950266e-05,5.246168675032692e-07,-1.3421521316558938e-07,-5.3228815863670675e-05,1.2250142218950266e-05,2,3,1064,-0.00032662401936945935,-0.00020104211653881876,-0.0001251130450993787,-0.0005186755564954015,-0.0003571157592002633,-0.0004378956578478324,-0.0005549044381580101,0.0,0.7222222222222222,1.0,True,0.007017896914770976,0.005612778724558504,True,True,False,True,True,True,True,True,False,True,False,0.0006697733602934614,0.0017578791913069238,0.0006992369028165264,0.0018610015901376518,0.0009337575115206493,0.0026818237206020818
1709,1694,e76_bootstrap8_044_q2a16_s3a24_6c1303b5,e76_base_bootstrap8_044_d390ad23,77,bootstrap8,bootstrap8_044,deterministic random 8-of-13 subset,46-47-48-50-58-77-97-98,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a16_s3a24,16.0,24.0,40.0,24.0,8.0,s3_higher,0.168,0.152,0.0002720680572568765,0.00028913670066389567,0.00028060237896038615,0.2078456415530135,1.9630606217350994,-2.2000180044390305e-07,-2.2018353070899996e-05,-2.17027898072532e-05,0.7517361111111112,-1.0979589135651224e-05,-6.324692133130583e-06,-2.4742166493396667e-07,-5.227735613166917e-05,-1.767758204285208e-05,-9.790591434688523e-06,7.519593010818504e-06,-2.02299134810513e-06,-2.4742166493396667e-07,1.1818995714008018e-05,7.264969915654618e-07,-2.4742166493396667e-07,-5.227735613166917e-05,1.1818995714008018e-05,2,3,1631,-0.0003293140440197462,-0.00020181219411186113,-0.00012639416127568914,-0.0005041880615950234,-0.00038057106733502266,-0.000442379564465023,-0.0005673363152806343,0.0,0.7222222222222222,1.0,True,0.0068123624996969554,0.005646184866021821,True,True,False,True,True,True,True,True,False,True,False,0.0008853686623257527,0.0019297570925605524,0.0009204931478052276,0.0020526927917387146,0.0011139241811924494,0.00272970140859399
1731,1716,e76_bootstrap8_045_q2a16_s3a24_adce3e6d,e76_base_bootstrap8_045_0a2d18bd,78,bootstrap8,bootstrap8_045,deterministic random 8-of-13 subset,46-48-49-50-58-76-77-97,translator_tail_soft_p90_m0.50,8,1.5,4,mean,signed_p75,top_abs50,q2a16_s3a24,16.0,24.0,40.0,24.0,8.0,s3_higher,0.168,0.148,0.0002728852107243117,0.00027921386421793663,0.0002760495374711242,0.2150679612871882,1.9930747411304157,-2.2174066238722645e-07,-2.1806871928692755e-05,-2.129089873855513e-05,0.7517361111111112,-1.0970752172934084e-05,-6.26720907437317e-06,-1.3421521316558938e-07,-5.198932110350718e-05,-1.7325052218075676e-05,-9.150223725828965e-06,7.4138042495119905e-06,-2.110525162635213e-06,-1.3421521316558938e-07,1.1663260335192938e-05,6.339501574803563e-07,-1.3421521316558938e-07,-5.198932110350718e-05,1.1663260335192938e-05,2,3,1652,-0.0003314039615247566,-0.0001973741797332007,-0.00012327256153493726,-0.0005063239835572386,-0.00035658394718773856,-0.0004314539653724886,-0.0005484468637501448,0.0,0.7222222222222222,1.0,True,0.0067645127396980505,0.0055336480564097896,True,True,False,True,True,True,True,True,False,True,False,0.0008172960297910003,0.0017596062472642624,0.0008505585858447185,0.0018760251934522754,0.0010970357103103083,0.002738695129081839
742,726,e76_block_q2s3_beats_base_rate_top10_q2a16_s3a26_1c1c1714,e76_base_block_q2s3_beats_base_rate_top10_c2517d8d,33,rank_keep,block_q2s3_beats_base_rate_top10,keep best 10 by block_q2s3_beats_base_rate,43-46-47-48-49-50-76-77-97-98,translator_tail_soft_p90_m0.50,10,1.6,6,mean,signed_p75,top_abs50,q2a16_s3a26,16.0,26.0,42.0,26.0,10.0,s3_higher,0.156,0.144,0.0002612844973572531,0.0002792201392825927,0.0002702523183199229,0.15799930839264092,2.2029865995368545,-2.1635789827501027e-07,-2.295967222493067e-05,-2.27565765588994e-05,0.7666666666666667,-1.0961713343915491e-05,-6.361630243367777e-06,4.443486991689838e-07,-5.281472006268828e-05,-1.8203005772043923e-05,-9.269346703311143e-06,7.79881612622546e-06,-1.8274357087566528e-06,4.443486991689838e-07,1.2130763904938391e-05,9.455507508082661e-07,4.443486991689838e-07,-5.281472006268828e-05,1.2130763904938391e-05,2,1,708,-0.00031778315981068625,-0.00019225269386435873,-0.00012484799612885733,-0.00048636293037188083,-0.0003875730425299678,-0.00043696798645092433,-0.000572072340731707,0.0,0.7222222222222222,1.0,True,0.006857727006768523,0.005720137789531812,True,True,False,False,True,True,True,True,False,True,False,0.0009030117523294203,0.0020037100160705226,0.0009315743053468691,0.0021036789516315933,0.0009975583058280748,0.002334622953315813
