basename,actual__min_prob,actual__max_prob,actual__mean_prob,actual__prob_span,actual__mean_abs_move_vs_stage2,actual__mean_abs_move_vs_raw05,actual__mean_abs_move_vs_a2c8,actual__rms_move_vs_a2c8,actual__max_abs_move_vs_a2c8,actual__move_abs_a2c8_Q1,actual__mean_prob_Q1,actual__move_abs_a2c8_Q2,actual__mean_prob_Q2,actual__move_abs_a2c8_Q3,actual__mean_prob_Q3,actual__move_abs_a2c8_S1,actual__mean_prob_S1,actual__move_abs_a2c8_S2,actual__mean_prob_S2,actual__move_abs_a2c8_S3,actual__mean_prob_S3,actual__move_abs_a2c8_S4,actual__mean_prob_S4,actual__proj_a2c8,actual__cos_a2c8,actual__proj_raw05,actual__cos_raw05,actual__proj_final9,actual__cos_final9,actual__proj_ordinal,actual__cos_ordinal,actual__proj_q2_bad,actual__cos_q2_bad,actual__proj_resid_bad,actual__cos_resid_bad,actual__proj_lejepa_bad,actual__cos_lejepa_bad,actual__bad_axis_abs_load,actual__bad_axis_positive_load,actual__good_axis_load,actual__good_span_residual_ratio,actual__bad_to_good_load_ratio,actual__raw05_a2c8_compat_energy,policy,recipe,group_key,base_variant,meta_source_count,meta_weight,meta_nonzero_rows,meta_nonzero_cells,meta_mean_abs_delta,meta_max_abs_delta,meta_l1_delta,meta_signed_delta_sum,meta_q_abs_share,meta_s_abs_share,meta_abs_Q1,meta_abs_Q2,meta_abs_Q3,meta_abs_S1,meta_abs_S2,meta_abs_S3,meta_abs_S4,mix_actual,mix_row,mix_subject,mix_dateblock,mix_actual_share,mix_row_share,mix_subject_share,mix_dateblock_share,previously_null_evaluated,old_strict_promote,old_info_sensor,actual_p90,actual_mean,actual_beats_current_rate,incremental_bad_axis_vs_current,pred_target_worst_placement_dominance,pred_null_strict_rate,pred_target_adversarial_health,pred_row_p90_dominance,pred_subject_p90_dominance,pred_dateblock_p90_dominance,pred_worst_placement_dominance,pred_adversarial_health,pred_ready_score,source_path,parent_basename,parent_fresh_null_strict_rate,parent_fresh_actual_p90,parent_fresh_worst_mode_p90_dominance,ref_null_reps,ref_null_abs_mean,ref_centered_abs_mean,ref_unique75_cells,ref_unique90_cells,selection_rank_score,selection_reason
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,0.0683724304302502,0.9785765166066104,0.5945110110264701,0.9102040861763602,0.08023413587040244,0.06535580751375178,0.06283493965815128,0.09239986086910425,0.4305180113761691,0.08216545540606818,0.4956993396596782,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.07164031651683103,0.662063058202609,0.03301601284580745,0.6346331809966811,0.11830988918456731,0.6467968596894105,0.04142229484797425,0.5654989620215859,1.0783328919557544,0.5626078014416412,1.1194584315500473,0.5277047546862783,0.1635615014147881,0.34255070653551833,0.17174450279489342,0.2875470370721723,-0.01264962033049761,-0.0135970152517538,-0.07565123700271961,-0.09665535080882964,0.012414687861465585,0.017283590487756073,0.18658779659212954,0.0982869392589123,2.1977913235058018,0.8165262140186992,0.0848978674688717,0.09831211548317366,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,orth_nullmean,18.0,1.5,249.0,643.0,0.029626923443262638,0.35,51.84711602570964,3.3443271671858255,0.2615168317185214,0.7384831682814784,13.55889351678616,0.0,1.1330075436558466e-15,13.481556881167279,0.0,24.806665627756193,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.00010922142234752516,-0.001185087988990203,0.9411764705882353,-0.012972468230295242,0.16056487354962873,0.5941794122076656,-0.433614538658037,0.4090003256489145,0.7422190381576557,0.7231675602748404,0.16056487354962873,-0.433614538658037,-0.5821593917099532,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__51ed84b0.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,-0.6597938144329897,variant_best
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__784375c6.csv,0.0683286565855329,0.9787812696022872,0.5945286070997873,0.9104526130167543,0.07677673644129673,0.06162085970456882,0.05913165102924318,0.0844301086254981,0.4066201949915583,0.07535497399850681,0.49563706288338155,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.06500858398732677,0.6619339925345489,0.03301601284580745,0.6346331809966811,0.10582908271927632,0.6471113746469874,0.04142229484797425,0.5654989620215859,1.0755789854800566,0.596380964787857,1.117189977363309,0.5596785126631496,0.16357143792747297,0.3640657448841226,0.1712481520666529,0.3047056539946169,-0.01264962033049761,-0.014450143234186055,-0.07774936806039368,-0.10556873140745875,0.012928724966909921,0.019128566587544398,0.18895178939112767,0.09855280100023636,2.1927689628433655,0.7911538286487096,0.08617040486561033,0.09306275269215794,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,orth_nullmean,18.0,1.25,249.0,643.0,0.02512873517332477,0.35,43.97528655331837,3.12113167943695,0.2575102499676074,0.7424897500323925,11.324087032742177,0.0,9.441729530465386e-16,11.462278677784363,0.0,21.188920842791823,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.00011395872934453295,-0.001006895720248176,0.9411764705882353,-0.010608475431297115,0.1592060715985254,0.6231951176726409,-0.4639890460741156,0.5023860518717784,0.6838501814074645,0.6295786104714818,0.1592060715985254,-0.4639890460741156,-0.6197878254922757,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____orth_nullmean__kall__784375c6.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,-0.6391752577319587,variant_best
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____unique_q75__k32__w1__e2d5bbb1.csv,0.0681101766719186,0.9797766514642752,0.5943399483165023,0.9116664747923566,0.06899505622757382,0.05215852532847961,0.04912861367977171,0.07089904330129952,0.43210850000000056,0.06126063694866219,0.49432038751828195,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.04389638324526335,0.6615983395886365,0.03301601284580745,0.6346331809966811,0.07101435906488407,0.6474430914750047,0.04142229484797425,0.5654989620215859,1.0885301796504203,0.6675534995732375,1.1368040538176123,0.6298851275422997,0.1614935665444204,0.3975499563181144,0.16160459951209818,0.3180332111052494,-0.01264962033049761,-0.015982190014115587,-0.07870587959204563,-0.11819789699884213,0.01284697179443225,0.021022852279991885,0.18500477147302458,0.09364927155048135,2.2253342334680326,0.732420770935279,0.08313572343763007,0.07945281939784787,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,unique_q75,18.0,1.25,26.0,32.0,0.00610072460872452,0.35,10.676268065267909,0.07560874209701385,0.2535516420953483,0.7464483579046517,2.7069852993988053,0.0,0.0,2.2736622434000546,0.0,5.695620522469048,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0002052959540667224,-0.0007277485991043454,0.9705882352941176,-0.014555493349400206,0.4102505754668921,0.7133813059297283,-0.3031307304628368,0.7217503590352681,0.7823650921861068,0.9093970258193758,0.4102505754668921,-0.3031307304628368,-0.4814760569452684,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____unique_q75__k32__w1__e2d5bbb1.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,-0.47079037800687296,variant_best
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____unique_q75__k32__w1__922852d2.csv,0.0681101766719186,0.9797766514642752,0.5943420076480229,0.9116664747923566,0.06832643668678813,0.051489905787693926,0.04845999413898604,0.06831774712952302,0.43210850000000023,0.06003555718756469,0.49429717339501034,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.04272865752455048,0.6614161318319283,0.03301601284580745,0.6346331809966811,0.06872682776119467,0.6476629286756295,0.04142229484797425,0.5654989620215859,1.087259391089324,0.6808069075201649,1.1352973842887786,0.6422891138272003,0.16264519594289253,0.40881131496732753,0.1631636045822794,0.32785909173686556,-0.01264962033049761,-0.016318546492000464,-0.07917947009975303,-0.12141164603484424,0.013553352669715472,0.022645545705122325,0.18696424539110582,0.09513515496085517,2.2225567753781026,0.7195169254302158,0.08412124602539257,0.0784505366715078,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,unique_q75,18.0,1.0,26.0,32.0,0.005432105067938834,0.35,9.506183868892961,0.06564838798828004,0.2525424915228367,0.7474575084771633,2.4007153591244275,0.0,0.0,1.9817308132218345,0.0,5.123737696546699,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.00021130674240881533,-0.0006753349537476565,0.9705882352941176,-0.012596019431318967,0.4436309210759158,0.7143991698354982,-0.27076824875958294,0.7881470728227629,0.7658392251177435,0.883995516391679,0.4436309210759158,-0.27076824875958294,-0.4493680412184571,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____unique_q75__k32__w1__922852d2.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,-0.4604810996563574,variant_best
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,0.0682971725404169,0.9794276256978528,0.5945588105247295,0.9111304531574359,0.07320442696293025,0.057682995363081094,0.05517074590725666,0.07607901889104147,0.4063678522290553,0.06858313854683651,0.4957239590017654,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.058017445513854876,0.6618236684171288,0.03301601284580745,0.6346331809966811,0.09186572079051285,0.6473462266206194,0.04142229484797425,0.5654989620215859,1.0703168661314637,0.6343392355712338,1.1123896245389888,0.5956570315258713,0.1633323737005019,0.38857276763390297,0.17076394263333772,0.3247719650658432,-0.01264962033049761,-0.015445426052480643,-0.07897832603753657,-0.11462361472582429,0.013019575011119694,0.020589759742511968,0.19002949269582275,0.09840154632778855,2.1827064906704523,0.7598209305124635,0.08706140446322255,0.0874414081261829,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l1.50,18.0,1.0,249.0,640.0,0.020513043996189084,0.35,35.89782699333088,3.4081202450975367,0.25612040583933204,0.7438795941606678,9.194166018282035,0.0,7.771561172376096e-16,9.528160673507408,0.0,17.175500301541437,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-7.560917621505604e-05,-0.0007611038277911392,0.9117647058823529,-0.009530772126602027,0.11506918192591664,0.6707459500689825,-0.555676768143066,0.5788145758999813,0.586485806279103,0.509800499571972,0.11506918192591664,-0.555676768143066,-0.7233632556603116,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,-0.43986254295532645,variant_best
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,0.0683439957912037,0.9793394518506132,0.5945689158841042,0.9109954560594096,0.07678368418401213,0.06159774282707233,0.059076215000417424,0.08448187016797248,0.4066201949915583,0.07539356259671764,0.49586267425843694,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.06474351561711006,0.6620832636977281,0.03301601284580745,0.6346331809966811,0.1056675102895019,0.6470186535989713,0.04142229484797425,0.5654989620215859,1.073299189968906,0.5952982841326613,1.1148072715119268,0.5586550899061097,0.16264038112019005,0.36210380971176953,0.17049907303765938,0.30346527710034366,-0.01264962033049761,-0.01445454802312732,-0.07685258946952823,-0.10438288705206498,0.012401819816867794,0.018354582568388622,0.18715356613572331,0.09765135633569748,2.1881064614808325,0.7920043294580552,0.08553220300054881,0.09300176486383484,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l1.50,18.0,1.25,249.0,640.0,0.025398939457299256,0.35,44.44814405027368,3.9322302616889853,0.258564396071376,0.741435603928624,11.492707522852537,0.0,9.71445146547012e-16,11.704289870918242,0.0,21.251146656502904,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-5.374669127956009e-05,-0.0009521445193922999,0.9411764705882353,-0.012406698686701467,0.11735414669298766,0.6535973749933222,-0.5362432283003347,0.467913744174606,0.6701547536525002,0.6098440952226374,0.11735414669298766,-0.5362432283003347,-0.699642572048665,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,-0.4020618556701029,variant_best
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_807c4c77.csv,0.063156583280465,0.9722399117918992,0.5941236361550762,0.9090833285114341,0.08283992437594584,0.06681287722040043,0.06393240202078353,0.10431397967219415,0.47181042044685273,0.08051216087586144,0.49356869736764203,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.08455170464596222,0.6601585308321732,0.03301601284580745,0.6346331809966811,0.11473403212406862,0.6481204052521259,0.04142229484797425,0.5654989620215859,1.095727445668336,0.5224072426636294,1.1388664182696695,0.4905797013969592,0.17182532167384484,0.32884004323544586,0.17832850048753754,0.27283530123805994,-0.01264962033049761,-0.0124250268699975,-0.08895206580058442,-0.10385314624558623,0.020547171757887027,0.026139902671992756,0.21131310813273785,0.10971142200165579,2.2345938639380054,0.8446111448406134,0.0945644358235989,0.10080502599807187,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.50,18.0,1.5,99.0,128.0,0.023734537063350956,0.35,41.53543986086417,-5.127454946262395,0.21624507484908512,0.7837549251509148,8.981834301602246,0.0,0.0,13.510520416664225,0.0,19.0430851425977,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0010513852003210579,-0.0018448370425585836,1.0,0.011752843310313066,0.8177838406675002,0.21653534530718568,0.6012484953603148,0.7687377563746632,1.0950282639878495,1.2169114399498342,0.8177838406675002,0.6012484953603148,0.5471146590335181,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_807c4c77.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,-0.140893470790378,parent_best
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k12_65f7c67b.csv,0.0653670174408625,0.973529214052665,0.5943070945467069,0.9081621966118025,0.081086057160127,0.06511107926994616,0.06223805174088583,0.09880727777729198,0.44126662254088855,0.07824107703525901,0.49416254364987844,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.07691644235560807,0.6607527777155997,0.03301601284580745,0.6346331809966811,0.11277992629574135,0.6482165208278774,0.04142229484797425,0.5654989620215859,1.089435864984586,0.540877648140489,1.1310755914255775,0.5073633993800848,0.17152631082725509,0.3418369419077012,0.17557530322572154,0.2797267165347203,-0.01264962033049761,-0.012938622835529184,-0.08815943023936124,-0.10718230956388795,0.019597544454078242,0.025962367303141328,0.20819424663679786,0.10738519606693901,2.2205114564101636,0.8318753806758901,0.09375959126084396,0.09833606488556706,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.75,18.0,1.5,100.0,128.0,0.021878444014821984,0.35,38.287277025938465,-2.249245820008671,0.21218732416592737,0.7878126758340728,8.124074861733469,0.0,0.0,11.601704844075671,0.0,18.56149732012933,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0007192491733127147,-0.0015926099960795303,1.0,0.008633981814373082,0.8300461314855546,0.32951090619674106,0.5005352252888137,0.7992961442992981,1.148835155634108,1.196875227929903,0.8300461314855546,0.5005352252888137,0.41815749873962826,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k12_65f7c67b.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,-0.06185567010309278,variant_best
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_70716cf8.csv,0.063156583280465,0.9724872534199678,0.5941387649169672,0.9093306701395028,0.08280740582011784,0.06663196462327549,0.0636774816920378,0.10381723711590111,0.47181042044685273,0.08483554623172844,0.4932376582045399,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.08357849820910089,0.6603134234487023,0.03301601284580745,0.6346331809966811,0.10959941090384286,0.6484024531319345,0.04142229484797425,0.5654989620215859,1.1130556119255792,0.5304169857051547,1.1560985275414595,0.4977663631459068,0.1779014632146415,0.34030706168308444,0.17956455385307926,0.2745960746278689,-0.01264962033049761,-0.012419132101686891,-0.08815090262726737,-0.10286894677379858,0.020516942505072504,0.026089062093810955,0.21109974238937712,0.11029921943161214,2.2691541394670387,0.8391001238200473,0.09303014661927217,0.10047658058952985,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.50,18.0,1.5,96.0,128.0,0.02339826884093607,0.35,40.946970471638124,-4.646371511559065,0.2496572427471611,0.7503427572528388,10.222707746798598,0.0,0.0,13.267218807448877,0.0,17.457043917390646,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0010705674521968894,-0.0018434332163679613,1.0,0.011539477566952339,0.9075262811140135,0.21849103467883324,0.6890352464351804,0.8626699971555631,1.0951347123903965,1.2572823632820112,0.9075262811140135,0.6890352464351804,0.6344124877654719,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_70716cf8.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_vote2__c128__w8_00_b6aa3bb6.csv,0.1818181818181818,-0.0011449425419868,1.0,8,0.021233672859925695,0.019978251674542005,49,23,-0.024054982817869414,variant_best
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_3e9975ea.csv,0.0649471638270818,0.973349485649668,0.5941743975690795,0.9084023218225862,0.08026456250440202,0.06408912130755967,0.061134638376321986,0.09644231981888385,0.4530512895940979,0.07996780595939804,0.4932580518798355,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.07629645462485116,0.6603416528451632,0.03301601284580745,0.6346331809966811,0.10394929155041231,0.6486032586249643,0.04142229484797425,0.5654989620215859,1.110135403750415,0.557703931876107,1.1535353172355187,0.5235869178041727,0.17703381419332537,0.357005462390123,0.1792999432981304,0.28905538183338636,-0.01264962033049761,-0.013092375127421044,-0.08776328652730214,-0.10796863269626959,0.019521644623782468,0.026169138229519696,0.2095845231306474,0.10917161627284766,2.2636707209859335,0.8204531166683743,0.09258613503061854,0.09683454375291582,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.50,18.0,1.25,96.0,128.0,0.02085542552522027,0.35,36.496994669135475,-3.777085411177865,0.24675381522117298,0.753246184778827,9.00577267871599,0.0,0.0,11.446707911386449,0.0,16.044514079033032,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0010061057719805725,-0.0016860839224837236,1.0,0.010024258308222622,0.9285022731990917,0.2757997613468231,0.6527025118522688,0.9352956890443881,1.09899467442487,1.2264928174079774,0.9285022731990917,0.6527025118522688,0.5837525715155629,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_50__k12_3e9975ea.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_vote2__c128__w8_00_b6aa3bb6.csv,0.1818181818181818,-0.0011449425419868,1.0,8,0.021233672859925695,0.019978251674542005,49,23,0.006872852233676969,variant_best
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k12_630c498d.csv,0.0681101766719186,0.9746875250488072,0.5943658168467162,0.9065773483768886,0.07813639267944573,0.062161414789264895,0.05928838726020456,0.09040770099755333,0.4321085000000009,0.07350247822242775,0.49428505296245895,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.07000369360363112,0.6608143023780454,0.03301601284580745,0.6346331809966811,0.10378362249578066,0.6484435429529155,0.04142229484797425,0.5654989620215859,1.0901928478037788,0.5753835738235156,1.132568983360741,0.5400686061011363,0.17115546360436598,0.36260666261421565,0.17444692274771584,0.2954544925895477,-0.01264962033049761,-0.013754500329341971,-0.08912216454999075,-0.11518523877267406,0.018645408040886977,0.026258583118845734,0.20764065429523326,0.1058688694147449,2.2227618311645196,0.807423326272845,0.09341561083628709,0.09410119340749344,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,meanresid_l0.75,18.0,1.25,100.0,128.0,0.018928779534140728,0.35,33.12536418474626,-1.2779711044335347,0.20948977707303681,0.7905102229269633,6.939425158525652,0.0,0.0,9.873517656081436,0.0,16.312421370139177,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0006114643998992272,-0.0013846281070779391,1.0,0.00808038947280848,0.8736770922346278,0.39917700598463135,0.4745000862499964,0.8939423722676132,1.176024138560215,1.18932479121037,0.8736770922346278,0.4745000862499964,0.37470583475383856,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l0_75__k12_630c498d.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,0.07560137457044676,variant_best
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____medianresid_l0_75__k_cfb57830.csv,0.0681101766719186,0.9797766514642752,0.594475716911825,0.9116664747923566,0.07006340116137973,0.05311521780611604,0.04999868948385108,0.07469591267258296,0.4624446287025996,0.05874643175106698,0.49413768364749555,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.04416446800813247,0.6603780812714601,0.03301601284580745,0.6346331809966811,0.07935101012816574,0.6497964338302268,0.04142229484797425,0.5654989620215859,1.0999553330127005,0.652157024603992,1.1406388350040066,0.6110199899055639,0.1795006782423609,0.42720281166346097,0.17728780283190412,0.3373099397069051,-0.01264962033049761,-0.015451399236370622,-0.0959194289870605,-0.13926458258053726,0.014461625004017323,0.02287912906748422,0.21167457573752751,0.10310552641996938,2.240594168016707,0.7423555040035525,0.09447251923824371,0.08121343280156236,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,medianresid_l0.75,18.0,1.5,32.0,32.0,0.0063999999999999994,0.35,11.199999999999998,2.7999999999999994,0.15625000000000003,0.84375,1.75,0.0,0.0,2.45,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.00039515893254067494,-0.0007359979852132328,1.0,0.012114310915102733,0.9372685722009897,0.4847603922356454,0.452508179965344,1.1973789122537537,0.9977404381208821,1.0691581967950063,0.9372685722009897,0.452508179965344,0.33131808190643286,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____medianresid_l0_75__k_cfb57830.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,0.36769759450171824,variant_best
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____medianresid_l0_75__k_29488b28.csv,0.0681101766719186,0.9797766514642752,0.5944756795053706,0.9116664747923566,0.07006303099986273,0.053114847644599054,0.04999831932233409,0.07469390336238264,0.4624446287025996,0.05874643175106698,0.49413768364749555,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.04416187687751356,0.6603778194262793,0.03301601284580745,0.6346331809966811,0.07935101012816574,0.6497964338302268,0.04142229484797425,0.5654989620215859,1.099953971371469,0.6521666729359592,1.1406361335539155,0.6110283388912985,0.1795009680520542,0.4272103505013847,0.17728703301496748,0.3373138829142315,-0.01264962033049761,-0.015451646959660425,-0.0959188625095028,-0.13926599285151206,0.014462695501816985,0.022881189491968768,0.21167469484930113,0.10310621200930073,2.2405901049253845,0.7423458061642999,0.09447274371582459,0.0812128378917985,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,medianresid_l0.75,18.0,1.25,32.0,32.0,0.006399629838483013,0.35,11.199352217345268,2.799352217345271,0.1562590376691292,0.8437409623308708,1.75,0.0,0.0,2.4493522173452718,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.0003950470826637172,-0.0007358919946122087,1.0,0.012114430026876344,0.933664408352209,0.48573188716126703,0.4479325211909416,1.1932618772624262,0.9947975294256559,1.0697019757018644,0.933664408352209,0.4479325211909416,0.3264995494006251,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____medianresid_l0_75__k_29488b28.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,0.36769759450171824,variant_best
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____medianresid_l1_00__k_47c4c3bb.csv,0.0681101766719186,0.9797766514642752,0.5945375962926482,0.9116664747923566,0.0698855984409599,0.05302837876495272,0.04988804971531526,0.07420573289500938,0.4624446287025996,0.05734643175106698,0.49438766811553153,0.025741513597124482,0.5486605446144907,0.0675490952086862,0.6082251320008355,0.04367899019586997,0.660552064903256,0.03301601284580745,0.6346331809966811,0.08046200956067749,0.6498056213961575,0.04142229484797425,0.5654989620215859,1.0908880498583973,0.651336358971935,1.1285388753209886,0.6087960133303927,0.18053846480782845,0.432698873482551,0.17601241876112336,0.33724195883797925,-0.01264962033049761,-0.015560223294113745,-0.09038658477362085,-0.13215575647573027,0.014737853719059819,0.023480354251482195,0.20578026820373996,0.1027440630996215,2.219426925179386,0.7414953476682415,0.09271774879201754,0.08099085366505157,human_regime_only,null_common_residual,human_regime_only__recipe_family_consensus,medianresid_l1.00,18.0,1.25,32.0,32.0,0.0063999999999999994,0.35,11.199999999999998,2.8,0.12500000000000003,0.8749999999999999,1.4,0.0,0.0,2.45,0.0,7.349999999999997,0.0,0.0,0.0,0.0,0.0,,,,,False,True,False,-0.00036381598094831056,-0.0007067652376922185,1.0,0.006220003381315176,0.8946188203476273,0.5000503813329692,0.39456843901465766,1.1695789456648382,0.9688454889417781,1.064851697014149,0.8946188203476273,0.39456843901465766,0.2695558436814156,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____medianresid_l1_00__k_47c4c3bb.csv,submission_e319_modespec_human_regime_only__recipe_family_consensus__selected_row2__c128__w8_00_b0dfdc5e.csv,0.1363636363636363,-0.0010768453906677,0.8,8,0.021469389059860948,0.020516343492586648,51,19,0.38144329896907225,variant_best
