policy_id,slice_id,target,view_id,split,rep,block_scheme,label_mode,cv_group,n_blocks,n_good_blocks,n_train_rows,base_loss,aug_loss,full_aug_delta,benefit_mean,slice_train_delta,slice_train_dominance,prevalence,auc,ap,ap_lift,block_frac,selected_blocks,selected_rows,actual_delta,null_q20,null_median,null_best,dominance,placebo_adjusted_vs_median,row_dominance,row_null_best,subject_dominance,subject_null_best,dateblock_dominance,dateblock_null_best,block_gate,block_gate_bool
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,56,32,450,0.670939855156744,0.6598091512549085,-0.01113070390183557,-0.011130703901835569,-0.0111307039018355,1.0,0.5714285714285714,0.69921875,0.7745321348844219,0.20310356345585046,0.5,28.0,218.0,-0.017607255895929153,-0.014259048870946445,-0.011218554144184156,-0.018375343324370408,0.9791666666666666,-0.006388701751744996,1.0,-0.014273468542750911,0.9791666666666666,-0.018375343324370408,0.9583333333333334,-0.018285806859237308,1.0,True
Q3_family_jepa_context_dateblock5_pc_subject_weekend_strong35_subject_cv,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,subject_weekend,strong35,subject_cv,20,7,450,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,-0.0061996010196776,0.9814814814814816,0.35,0.8461538461538461,0.7852564102564101,0.43525641025641015,0.7,14.0,358.0,-0.016740756494282416,-0.016113396498810717,-0.011749540652674417,-0.02130923258287387,0.8402777777777778,-0.004991215841607999,1.0,-0.0159232250377358,0.8958333333333334,-0.02130923258287387,0.625,-0.016740756494282416,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,56,20,450,0.670939855156744,0.6598091512549085,-0.01113070390183557,-0.011130703901835569,-0.0111307039018355,1.0,0.35714285714285715,0.6555555555555557,0.553896013474185,0.1967531563313279,0.7,39.0,300.0,-0.014734683630404422,-0.012788476800066206,-0.010611048407045187,-0.016693548407539893,0.9375,-0.004123635223359234,0.9583333333333334,-0.016685556856949835,0.8541666666666666,-0.016693548407539893,1.0,-0.01471530323151049,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,56,20,450,0.670939855156744,0.6598091512549085,-0.01113070390183557,-0.011130703901835569,-0.0111307039018355,1.0,0.35714285714285715,0.6555555555555557,0.553896013474185,0.1967531563313279,0.5,28.0,227.0,-0.014732944897266176,-0.012000083953115004,-0.009448038211187393,-0.020708782490706068,0.9375,-0.005284906686078783,0.9791666666666666,-0.015139602895643867,0.8958333333333334,-0.020708782490706068,0.9375,-0.016150370672293968,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,dateblock_cv,56,32,450,0.670939855156744,0.6598091512549085,-0.01113070390183557,-0.011130703901835569,-0.0111307039018355,1.0,0.5714285714285714,0.7057291666666666,0.786681606017138,0.2152530345885666,0.7,39.0,302.0,-0.014676205569045586,-0.014629959386147307,-0.011286086022063047,-0.01878578084544491,0.8055555555555556,-0.0033901195469825396,1.0,-0.014083668333097266,0.7708333333333334,-0.01878578084544491,0.6458333333333334,-0.016705669852982274,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,56,32,450,0.670939855156744,0.6598091512549085,-0.01113070390183557,-0.011130703901835569,-0.0111307039018355,1.0,0.5714285714285714,0.69921875,0.7745321348844219,0.20310356345585046,0.35,20.0,164.0,-0.014382602498575037,-0.012640936709050376,-0.008726341187905051,-0.01591864006970456,0.9444444444444444,-0.0056562613106699855,0.9791666666666666,-0.015270658573580453,0.9583333333333334,-0.01591864006970456,0.8958333333333334,-0.014883432149469522,1.0,True
S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,strong35,subject_cv,70,25,450,0.670939855156744,0.6610034099550242,-0.009936445201719879,-0.009936445201719926,-0.0099364452017201,1.0,0.35714285714285715,0.5137777777777778,0.3834393425529829,0.026296485410125747,0.7,49.0,320.0,-0.014015037377880013,-0.012412796111389568,-0.008882208193913832,-0.019128085076555168,0.8888888888888888,-0.005132829183966181,1.0,-0.013157637409590861,0.9791666666666666,-0.014130077866476465,0.6875,-0.019128085076555168,1.0,True
Q3_family_jepa_context_dateblock5_pc_subject_weekday_strong35_subject_cv,Q3_family_jepa_context_dateblock5_pc,Q3,family_jepa_context,dateblock5,pc,subject_weekday,strong35,subject_cv,70,25,450,0.6798481239623566,0.6736485229426787,-0.0061996010196778695,-0.006199601019677865,-0.0061996010196776,0.9814814814814816,0.35714285714285715,0.5973333333333334,0.44600848088636735,0.0888656237435102,0.7,49.0,317.0,-0.013682708981415659,-0.006129073234282667,-0.0025769649964048624,-0.012880011516432033,1.0,-0.011105743985010796,1.0,-0.01232844874414285,1.0,-0.010142917009291263,1.0,-0.012880011516432033,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,56,20,450,0.670939855156744,0.6598091512549085,-0.01113070390183557,-0.011130703901835569,-0.0111307039018355,1.0,0.35714285714285715,0.6555555555555557,0.553896013474185,0.1967531563313279,0.2,11.0,85.0,-0.013445320773193159,-0.009452861945677227,-0.005955875221799856,-0.014289882170487989,0.9930555555555556,-0.007489445551393303,1.0,-0.012897331989459193,1.0,-0.011790128753152662,0.9791666666666666,-0.014289882170487989,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,56,20,450,0.670939855156744,0.6598091512549085,-0.01113070390183557,-0.011130703901835569,-0.0111307039018355,1.0,0.35714285714285715,0.6555555555555557,0.553896013474185,0.1967531563313279,0.35,20.0,175.0,-0.012412492468113823,-0.010190355348194367,-0.007819057372689231,-0.0154526044459673,0.9097222222222222,-0.004593435095424592,0.9791666666666666,-0.0154526044459673,0.9375,-0.014696536083036671,0.8125,-0.013329088592247462,1.0,True
S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,mean_good,dateblock_cv,70,37,450,0.670939855156744,0.6610034099550242,-0.009936445201719879,-0.009936445201719926,-0.0099364452017201,1.0,0.5285714285714286,0.5503685503685505,0.5991841119299681,0.07061268335853954,0.7,49.0,320.0,-0.012411592014260453,-0.01039104300296001,-0.008190219952021183,-0.015106814500013832,0.9375,-0.00422137206223927,0.9375,-0.012990974155996149,1.0,-0.011847774936085576,0.875,-0.015106814500013832,1.0,True
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,dateblock_cv,56,32,450,0.670939855156744,0.6598091512549085,-0.01113070390183557,-0.011130703901835569,-0.0111307039018355,1.0,0.5714285714285714,0.7057291666666666,0.786681606017138,0.2152530345885666,0.35,20.0,160.0,-0.012031441086990391,-0.010461757245654745,-0.007561565031586448,-0.017432745371504077,0.8958333333333334,-0.004469876055403943,0.9583333333333334,-0.0139766446026095,0.8333333333333334,-0.017432745371504077,0.8958333333333334,-0.012604305464723575,1.0,True
