source_key,family,source_row,source_pred_index,source_tag,source_strategy,source_descriptor,all_minus_base,post101_p95_vs_e95_e101_sensor,post101_mean_vs_e95_e101_sensor,e72_plausible_gap_vs_e95,sets_tail_neutral,sets_beating_base,gate_strict_actionable,relaxed_structural_tol1e12,strict_gate,structural_strict_gate,delta_norm,changed_cells_vs_e95,cos_e144,cos_e143,cos_e142,resid_ratio_e144,resid_ratio_e143,resid_ratio_e142,local_good,local_material_1e5,post101_p95_ok,post101_mean_ok,noncollinear_source,candidate_interest,source_priority
e137:215:11,e137,11,215,e137_blocktarget_gradient_91fadaee,blocktarget_gradient,state_top30_non_q2s3_hard,-4.2909256120382544e-05,,,,1.0,1.0,False,False,False,False,0.9380622557352055,449,0.4244986687218271,0.42130289929029024,0.39667105170927397,0.905428561650999,0.906919989331802,0.9179608252729844,True,True,False,False,True,True,5.290925612038254e-05
e137:199:12,e137,12,199,e137_blocktarget_gradient_a196bad9,blocktarget_gradient,state_top30_all_soft,-4.272325317400405e-05,,,,1.0,1.0,False,False,False,False,0.691264520347477,528,0.34900564612449225,0.3432898304214556,0.35780671946466835,0.9371206213573715,0.9392295205801449,0.9337956690336128,True,True,False,False,True,True,5.272325317400405e-05
e137:274:13,e137,13,274,e137_blocktarget_gradient_acd1a0eb,blocktarget_gradient,state_top30_q1q3_sall_soft,-4.247303079030207e-05,2.7041508964206143e-05,-3.928827993963197e-05,,1.0,2.0,False,False,False,False,0.6785137791654413,517,0.3490580824372397,0.3433414079621368,0.35786047809365706,0.9371010911770603,0.9392106673045071,0.9337750683213699,True,True,False,True,True,True,5.247303079030207e-05
e137:230:14,e137,14,230,e137_blocktarget_gradient_8bd72ce9,blocktarget_gradient,state_top30_non_q2s3_soft,-4.2108429652798485e-05,,,,1.0,1.0,False,False,False,False,0.9428763603617899,449,0.4221776838241591,0.4189993875512763,0.3945022168266312,0.9065131015494858,0.9079865159966063,0.9188949890596171,True,True,False,False,True,True,5.2108429652798484e-05
e137:1559:15,e137,15,1559,e137_blocktarget_gradient_8800018e,blocktarget_gradient,state_top30_all_hard,-4.151297901477946e-05,,,,1.0,1.0,False,False,False,False,0.6592431206644932,528,0.3421958988574534,0.3357520459830093,0.35412339961530875,0.939628632388956,0.9419504040119221,0.9351987050059984,True,True,False,False,True,True,5.151297901477946e-05
e137:1634:16,e137,16,1634,e137_blocktarget_gradient_b3bfad90,blocktarget_gradient,state_top30_q1q3_sall_hard,-4.1251753812754366e-05,,,,1.0,1.0,False,False,False,False,0.6482514995647098,517,0.3423205340695051,0.33587433420325863,0.35425237908335866,0.9395832331168796,0.9419068062305939,0.9351498553246854,True,True,False,False,True,True,5.1251753812754365e-05
e137:1574:17,e137,17,1574,e137_blocktarget_gradient_b7bc6f2d,blocktarget_gradient,state_top30_all_soft,-4.078286081898863e-05,,,,1.0,1.0,False,False,False,False,0.6750059173935231,528,0.32991058200032,0.32401335209574367,0.33888157975708094,0.9440121863006907,0.9460525078787538,0.9408290359578328,True,True,False,False,True,True,5.078286081898863e-05
e137:1649:18,e137,18,1649,e137_blocktarget_gradient_23458139,blocktarget_gradient,state_top30_q1q3_sall_soft,-4.056080950931573e-05,,,,1.0,1.0,False,False,False,False,0.663343627366871,517,0.3299916449492622,0.32409296602524623,0.33896484698673657,0.9439838527557981,0.9460252371754989,0.9407990393847447,True,True,False,False,True,True,5.056080950931573e-05
e138:358:1,e138,1,358,e138_blocktarget_vetonull_overlap_8eca8d2c,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_top50__hard,-3.0467498413733196e-05,-1.5690661385343933e-05,-5.577188385098994e-05,,1.0,2.0,False,False,False,False,0.6468338628048346,233,0.4942670392306057,0.4834943527353975,0.5181638932035337,0.8693101252891348,0.8753474800746155,0.8552813453946936,True,True,True,True,True,True,5.0467498413733194e-05
e138:388:2,e138,2,388,e138_blocktarget_vetonull_overlap_9e3a5d8d,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_nonactive_top50__hard,-3.042325255953049e-05,-1.5663126119297926e-05,-5.5650347062754e-05,,1.0,2.0,False,False,False,False,0.643741347500284,231,0.4919785479738085,0.48121300438754105,0.5161059419115062,0.8706073215483447,0.8766036986052,0.8565247554645673,True,True,True,True,True,True,5.042325255953049e-05
e137:189:19,e137,19,189,e137_blocktarget_gradient_81880485,blocktarget_gradient,state_top30_all_hard,-4.01872238493528e-05,1.7724579672941096e-05,-3.791085297304302e-05,,1.0,2.0,False,False,False,False,0.5103823847014926,528,0.4870630773998686,0.47995876898107437,0.5103384921102576,0.8733667950144253,0.8772910463912027,0.8599736178922164,True,True,False,True,True,True,5.01872238493528e-05
e138:367:3,e138,3,367,e138_blocktarget_vetonull_overlap_44d71d03,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_top50__state_soft,-3.0154428174666847e-05,-1.5526995301649434e-05,-5.546651861835997e-05,,1.0,2.0,False,False,False,False,0.6505347262693356,233,0.490983190626203,0.48050537615708355,0.5125713749891027,0.871169045893226,0.8769917807392151,0.8586446212151921,True,True,True,True,True,True,5.0154428174666846e-05
e138:397:4,e138,4,397,e138_blocktarget_vetonull_overlap_46382460,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_nonactive_top50__state_soft,-3.011116967555072e-05,-1.5499875386134096e-05,-5.53450608312835e-05,,1.0,2.0,False,False,False,False,0.6474222052491098,231,0.48869310074371874,0.4782230899680781,0.5105062395630764,0.8724557600735351,0.878238393729962,0.8598740485484876,True,True,True,True,True,True,5.011116967555072e-05
e137:204:20,e137,20,204,e137_blocktarget_gradient_4176ff6b,blocktarget_gradient,state_top30_all_soft,-3.998773660518484e-05,1.8686839139168495e-05,-3.748724296316332e-05,,1.0,2.0,False,False,False,False,0.5132001500257541,528,0.4830511191389984,0.4761256811289666,0.5040176958584165,0.875592151802745,0.8793772431496494,0.8636933265121206,True,True,False,True,True,True,4.998773660518484e-05
e137:1590:21,e137,21,1590,e137_blocktarget_gradient_cffabd2d,blocktarget_gradient,state_top30_non_q2s3_hard,-3.993458454409904e-05,,,,1.0,1.0,False,False,False,False,0.9296097374602426,449,0.3902505059022368,0.3873125682140943,0.36466799547905593,0.9207087175882762,0.9219484662948373,0.9311376123180115,True,True,False,False,True,True,4.993458454409904e-05
e137:264:22,e137,22,264,e137_blocktarget_gradient_3a1aebab,blocktarget_gradient,state_top30_q1q3_sall_hard,-3.987951395545419e-05,1.7397438987448856e-05,-3.832077463846365e-05,,1.0,2.0,False,False,False,False,0.502969811293298,517,0.48781334090809503,0.48069808913595435,0.5111246086632061,0.8729479620413136,0.8768861654177479,0.8595066226730801,True,True,False,True,True,True,4.987951395545419e-05
e138:268:5,e138,5,268,e138_blocktarget_vetonull_overlap_9e3a1791,blocktarget_vetonull_overlap,state_top30_all_hard__veto_null_top50__hard,-2.9801443728882937e-05,-1.533702284275561e-05,-5.400837213009773e-05,,1.0,2.0,False,False,False,False,0.6220284050912694,217,0.4746205638079132,0.46483191743251523,0.4955778314593981,0.8801905023406348,0.8853989431527527,0.8685635342138193,True,True,True,True,True,True,4.9801443728882935e-05
e138:298:6,e138,6,298,e138_blocktarget_vetonull_overlap_19f01659,blocktarget_vetonull_overlap,state_top30_all_hard__veto_null_nonactive_top50__hard,-2.9693109761308456e-05,-1.5286166145342986e-05,-5.3852891494033846e-05,,1.0,2.0,False,False,False,False,0.6204645047589643,216,0.47453578034081034,0.46522329756352904,0.49297742768970704,0.8802362144199353,0.8851933593312347,0.8700421000092121,True,True,True,True,True,True,4.9693109761308454e-05
e137:279:23,e137,23,279,e137_blocktarget_gradient_42dd1975,blocktarget_gradient,state_top30_q1q3_sall_soft,-3.967014145656034e-05,1.837272855546052e-05,-3.784123359588455e-05,,1.0,2.0,False,False,False,False,0.5055547271643055,517,0.48367607715177413,0.47674167920395333,0.5046697798410994,0.8752470807669517,0.8790434410822908,0.8633124656317296,True,True,False,True,True,True,4.9670141456560336e-05
e138:277:7,e138,7,277,e138_blocktarget_vetonull_overlap_a1b50678,blocktarget_vetonull_overlap,state_top30_all_hard__veto_null_top50__state_soft,-2.947999554014924e-05,-1.5168159585266755e-05,-5.367804474867742e-05,,1.0,2.0,False,False,False,False,0.6253939795859452,217,0.4719919221573632,0.46246747796306037,0.4907098051840811,0.8816028728504677,0.8866362454955732,0.8713230670056896,True,True,True,True,True,True,4.947999554014924e-05
e137:1605:24,e137,24,1605,e137_blocktarget_gradient_814405d0,blocktarget_gradient,state_top30_non_q2s3_soft,-3.937477691995373e-05,,,,1.0,1.0,False,False,False,False,0.9342421380909602,449,0.3870464765896773,0.3841326599169567,0.36167400334017086,0.9220602067975369,0.9232779102659848,0.9323046258106277,True,True,False,False,True,True,4.937477691995373e-05
e138:307:8,e138,8,307,e138_blocktarget_vetonull_overlap_1fa9b255,blocktarget_vetonull_overlap,state_top30_all_hard__veto_null_nonactive_top50__state_soft,-2.936029945721508e-05,-1.5112197559163776e-05,-5.350768943935378e-05,,1.0,2.0,False,False,False,False,0.6237984569646182,216,0.4718930200842652,0.4628259835478006,0.4881947237470229,0.8816558158350406,0.8864491575679967,0.872734731579744,True,True,True,True,True,True,4.936029945721508e-05
e137:209:25,e137,25,209,e137_blocktarget_gradient_095838d5,blocktarget_gradient,state_top30_non_q2s3_hard,-3.852810925819572e-05,2.7353057233923347e-05,-3.516206557226426e-05,,1.0,2.0,False,False,False,False,0.6240918733680684,449,0.3070341187328931,0.30472266212917776,0.2869067814867906,0.9516985078972833,0.9524411263615757,0.9579585057490176,True,True,False,True,True,True,4.852810925819572e-05
e137:224:26,e137,26,224,e137_blocktarget_gradient_f91be390,blocktarget_gradient,state_top30_non_q2s3_soft,-3.826354949698629e-05,,,,1.0,1.0,False,False,False,False,0.6364238124141145,449,0.30098479551600865,0.29871888026175436,0.28125401604986694,0.9536289387745038,0.9543411499957254,0.9596333562646836,True,True,False,False,True,True,4.826354949698629e-05
e137:1564:27,e137,27,1564,e137_blocktarget_gradient_e0b0d412,blocktarget_gradient,state_top30_all_hard,-3.807907939812338e-05,,,,1.0,1.0,False,False,False,False,0.5056697675774712,528,0.4541030954551745,0.4466141443070624,0.47722932700553145,0.8909491448438732,0.8947266655827749,0.8787787943765187,True,True,False,False,True,True,4.807907939812338e-05
e137:1579:28,e137,28,1579,e137_blocktarget_gradient_ab7117ee,blocktarget_gradient,state_top30_all_soft,-3.790474583398318e-05,,,,1.0,1.0,False,False,False,False,0.508465182860207,528,0.4491141550671719,0.4418664046263055,0.4701564950270135,0.8934743844779771,0.8970808661779728,0.8825830670163085,True,True,False,False,True,True,4.790474583398318e-05
e137:1639:29,e137,29,1639,e137_blocktarget_gradient_80fa8e4a,blocktarget_gradient,state_top30_q1q3_sall_hard,-3.783472784923969e-05,,,,1.0,1.0,False,False,False,False,0.4991204017506737,517,0.4551496249351214,0.44764341469270036,0.4783291533762495,0.8904149700681241,0.894212152278339,0.8781806312088422,True,True,False,False,True,True,4.783472784923969e-05
e137:1654:30,e137,30,1654,e137_blocktarget_gradient_96c90df8,blocktarget_gradient,state_top30_q1q3_sall_soft,-3.7636959142828275e-05,,,,1.0,1.0,False,False,False,False,0.5016586231731174,517,0.4499842080389333,0.44272241678742097,0.47106731257991374,0.8930365124201665,0.8966587208486322,0.8820972661893572,True,True,False,False,True,True,4.7636959142828274e-05
e138:373:9,e138,9,373,e138_blocktarget_vetonull_overlap_1009fcae,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_top70__hard,-2.7104327438465248e-05,-1.1433183225428116e-05,-4.355465985523297e-05,,1.0,2.0,False,False,False,False,0.5138683688718491,152,0.4119978301729918,0.40353210598723255,0.4136089133120366,0.9111848264390418,0.9149654853804645,0.9104546484195886,True,True,True,True,True,True,4.7104327438465246e-05
e137:115:31,e137,31,115,e137_blocktarget_gradient_b963b4fd,blocktarget_gradient,state_top20_all_hard,-3.709429597853475e-05,,,,1.0,1.0,False,False,False,False,0.8289773080566486,352,0.3934081546879673,0.38882587268821434,0.3891770445061376,0.9193639234954829,0.9213112615876613,0.9211629758242935,True,True,False,False,True,True,4.709429597853475e-05
e138:382:10,e138,10,382,e138_blocktarget_vetonull_overlap_02d30c7d,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_top70__state_soft,-2.685240236044439e-05,-1.133451038415159e-05,-4.3446617326346966e-05,,1.0,2.0,False,False,False,False,0.516611805033475,152,0.40905219843781104,0.4008564702074065,0.4095341695246339,0.9125109856616488,0.9161408681490301,0.9122947791102219,True,True,True,True,True,True,4.685240236044439e-05
e137:1584:32,e137,32,1584,e137_blocktarget_gradient_d0fb29e5,blocktarget_gradient,state_top30_non_q2s3_hard,-3.6733560127566456e-05,,,,1.0,1.0,False,False,False,False,0.607643603159273,449,0.29007255574489793,0.28788879151927965,0.2710571180488823,0.957004656416897,0.9576638469304191,0.9625632648065447,True,True,False,False,True,True,4.6733560127566455e-05
e138:403:11,e138,11,403,e138_blocktarget_vetonull_overlap_36b09f34,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_nonactive_top70__hard,-2.6662323329373905e-05,-9.732644579646766e-06,-4.2324960580705286e-05,,1.0,2.0,False,False,False,False,0.5067317456595226,148,0.405813164218312,0.3973612412764332,0.40800445852363415,0.9139560578863305,0.9176622711712913,0.9129799350614648,True,True,True,True,True,True,4.66623233293739e-05
e137:130:33,e137,33,130,e137_blocktarget_gradient_54cf32c8,blocktarget_gradient,state_top20_all_soft,-3.648871095285333e-05,,,,1.0,1.0,False,False,False,False,0.8306001367509054,352,0.39131271896639497,0.3868453175289527,0.386182357295023,0.9202577660498863,0.9221446200601747,0.9224224557728739,True,True,False,False,True,True,4.648871095285333e-05
e138:412:12,e138,12,412,e138_blocktarget_vetonull_overlap_4df5582b,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_nonactive_top70__state_soft,-2.6453228812561846e-05,-9.95599537216317e-06,-4.229691015892051e-05,,1.0,2.0,False,False,False,False,0.5093114203043076,148,0.40280900587833207,0.39463198029488095,0.4038512248416221,0.9152840568825121,0.9188392678420642,0.9148246762051849,True,True,True,True,True,True,4.6453228812561845e-05
e137:1599:34,e137,34,1599,e137_blocktarget_gradient_3e89e0dd,blocktarget_gradient,state_top30_non_q2s3_soft,-3.635512535404839e-05,,,,1.0,1.0,False,False,False,False,0.6203103313815217,449,0.2823380679462238,0.28021253155851605,0.2638296574333505,0.9593149719400784,0.9599379860999189,0.9645692882621762,True,True,False,False,True,True,4.635512535404839e-05
e138:283:13,e138,13,283,e138_blocktarget_vetonull_overlap_0aee7116,blocktarget_vetonull_overlap,state_top30_all_hard__veto_null_top70__hard,-2.606079504008374e-05,-9.518353313979896e-06,-4.083920440831989e-05,,1.0,2.0,False,False,False,False,0.49038689643810524,139,0.3930737471428789,0.38531447070388214,0.39291634013710336,0.9195069490259745,0.922785326425484,0.9195742219382099,True,True,True,True,True,True,4.606079504008374e-05
e138:313:14,e138,14,313,e138_blocktarget_vetonull_overlap_6327a967,blocktarget_vetonull_overlap,state_top30_all_hard__veto_null_nonactive_top70__hard,-2.596359070949905e-05,-9.484697726755776e-06,-4.0571132357109256e-05,,1.0,2.0,False,False,False,False,0.4885457975608872,138,0.39374796777715604,0.38597538222168865,0.3935902907786579,0.9192184386049703,0.9225090808869153,0.9192859636722249,True,True,True,True,True,True,4.596359070949905e-05
e138:292:15,e138,15,292,e138_blocktarget_vetonull_overlap_c04699c9,blocktarget_vetonull_overlap,state_top30_all_hard__veto_null_top70__state_soft,-2.586566995377293e-05,-9.746177879511814e-06,-4.084492295355866e-05,,1.0,2.0,False,False,False,False,0.4925530674177401,139,0.3906350184737422,0.3831087918957054,0.38949203010036004,0.9205456438124181,0.9237032280836813,0.9210298358296003,True,True,True,True,True,True,4.586566995377293e-05
e138:322:16,e138,16,322,e138_blocktarget_vetonull_overlap_659fb9e1,blocktarget_vetonull_overlap,state_top30_all_hard__veto_null_nonactive_top70__state_soft,-2.577034634954067e-05,-9.719028340058303e-06,-4.057550755060956e-05,,1.0,2.0,False,False,False,False,0.49074521972495666,138,0.39135407252115845,0.3838139921834054,0.39020898021347167,0.9202401805621748,0.9234104284684231,0.9207263175128441,True,True,True,True,True,True,4.577034634954067e-05
e137:140:35,e137,35,140,e137_blocktarget_gradient_ab58f9b5,blocktarget_gradient,state_top20_non_q2s3_hard,-3.5469088308981433e-05,,,,1.0,1.0,False,False,False,False,0.7965410683603411,326,0.3729054168104182,0.37009805881448965,0.34845994763579785,0.9278693604777821,0.9289926947300213,0.9373236713609963,True,True,False,False,True,True,4.546908830898143e-05
e137:229:36,e137,36,229,e137_blocktarget_gradient_143b23e7,blocktarget_gradient,state_top30_non_q2s3_soft,-3.540585759720383e-05,1.93253018530425e-05,-3.319467791911696e-05,,1.0,2.0,False,False,False,False,0.4714381801808953,449,0.4221776838241597,0.4189993875512769,0.39450221682663184,0.9065131015494855,0.907986515996606,0.9188949890596168,True,True,False,True,True,True,4.5405857597203826e-05
e137:214:37,e137,37,214,e137_blocktarget_gradient_e3b95aae,blocktarget_gradient,state_top30_non_q2s3_hard,-3.5392384454158154e-05,1.9027556162265895e-05,-3.338430115086131e-05,,1.0,2.0,False,False,False,False,0.4690311278676032,449,0.4244986687218284,0.4213028992902915,0.3966710517092751,0.9054285616509983,0.9069199893318013,0.9179608252729838,True,True,False,True,True,True,4.5392384454158154e-05
e138:361:21,e138,21,361,e138_blocktarget_vetonull_overlap_46305920,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_top50__state_soft,-2.506535848090241e-05,-1.326331388487424e-05,-5.022363296733302e-05,,1.0,2.0,False,False,False,False,0.6105735008989501,233,0.5396705037422443,0.5269110909937328,0.5779861361252123,0.841876325472211,0.8499204093253637,0.8160465835030787,True,True,True,True,True,True,4.506535848090241e-05
e138:361:20,e138,20,361,e138_blocktarget_vetonull_overlap_46305920,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_top50__hard,-2.506535848090241e-05,-1.326331388487424e-05,-5.022363296733302e-05,,1.0,2.0,False,False,False,False,0.6105735008989501,233,0.5396705037422443,0.5269110909937328,0.5779861361252123,0.841876325472211,0.8499204093253637,0.8160465835030787,True,True,True,True,True,True,4.506535848090241e-05
e138:354:22,e138,22,354,e138_blocktarget_vetonull_overlap_fa60a8ba,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_top50__hard,-2.50499386381664e-05,-1.0138610336160293e-05,-3.8699370556555035e-05,,1.0,2.0,False,False,False,False,0.4247279464354662,233,0.35105408764821466,0.34414275970653097,0.3599992249084519,0.936355182366969,0.9389173344557937,0.9329526022608619,True,True,True,True,True,True,4.50499386381664e-05
e138:391:24,e138,24,391,e138_blocktarget_vetonull_overlap_4dcaa173,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_nonactive_top50__state_soft,-2.5046534895656336e-05,-1.32596662106856e-05,-5.020256549915581e-05,,1.0,2.0,False,False,False,False,0.6079473661428266,231,0.5368249930730532,0.5240494358485441,0.5756454910513343,0.8436936214124869,0.8516878470348294,0.8176993754628092,True,True,True,True,True,True,4.5046534895656334e-05
e138:391:23,e138,23,391,e138_blocktarget_vetonull_overlap_4dcaa173,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_nonactive_top50__hard,-2.5046534895656336e-05,-1.32596662106856e-05,-5.020256549915581e-05,,1.0,2.0,False,False,False,False,0.6079473661428266,231,0.5368249930730532,0.5240494358485441,0.5756454910513343,0.8436936214124869,0.8516878470348294,0.8176993754628092,True,True,True,True,True,True,4.5046534895656334e-05
e138:384:26,e138,26,384,e138_blocktarget_vetonull_overlap_c65b97ae,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_nonactive_top50__hard,-2.496764795767437e-05,-1.0102239484411862e-05,-3.8546435336464475e-05,,1.0,2.0,False,False,False,False,0.4221840043027268,231,0.3498922684810465,0.34298863995045276,0.35892140780299553,0.9367899446819374,0.9393395514216031,0.9333677855061827,True,True,True,True,True,True,4.496764795767437e-05
e137:155:38,e137,38,155,e137_blocktarget_gradient_291b5147,blocktarget_gradient,state_top20_non_q2s3_soft,-3.489335423034756e-05,,,,1.0,1.0,False,False,False,False,0.797704553174668,326,0.37139859028570316,0.36860257618906367,0.3470518997281286,0.9284735252734955,0.9295870808196431,0.9378459249232237,True,True,False,False,True,True,4.489335423034756e-05
e138:363:29,e138,29,363,e138_blocktarget_vetonull_overlap_7f70f22f,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_top50__state_soft,-2.488277493839508e-05,-1.0086692176898104e-05,-3.8810459920615565e-05,,1.0,2.0,False,False,False,False,0.4351554689970819,233,0.3409988205332831,0.33458773054700763,0.34710877538462365,0.9400637235820293,0.942364605960667,0.9378248760035036,True,True,True,True,True,True,4.488277493839508e-05
e138:393:30,e138,30,393,e138_blocktarget_vetonull_overlap_c975a0f9,blocktarget_vetonull_overlap,state_top30_all_hard__low_adverse75_nonactive_top50__state_soft,-2.480151221362359e-05,-1.0050547835702282e-05,-3.865620295953898e-05,,1.0,2.0,False,False,False,False,0.43252601113336525,231,0.3398741052581241,0.3334706316117446,0.3460640905515483,0.9404709419088872,0.9427604880628294,0.9382108746069456,True,True,True,True,True,True,4.480151221362359e-05
e138:271:35,e138,35,271,e138_blocktarget_vetonull_overlap_821a0fbd,blocktarget_vetonull_overlap,state_top30_all_hard__veto_null_top50__state_soft,-2.4517460919137868e-05,-1.3193619381083224e-05,-4.8879401913063354e-05,,1.0,2.0,False,False,False,False,0.5892367945062494,217,0.5148813103801828,0.5035838738431068,0.5490058270925656,0.8572614748261965,0.8639463420868047,0.8358185220599073,True,True,True,True,True,True,4.4517460919137866e-05
e138:271:34,e138,34,271,e138_blocktarget_vetonull_overlap_821a0fbd,blocktarget_vetonull_overlap,state_top30_all_hard__veto_null_top50__hard,-2.4517460919137868e-05,-1.3193619381083224e-05,-4.8879401913063354e-05,,1.0,2.0,False,False,False,False,0.5892367945062494,217,0.5148813103801828,0.5035838738431068,0.5490058270925656,0.8572614748261965,0.8639463420868047,0.8358185220599073,True,True,True,True,True,True,4.4517460919137866e-05
e138:301:39,e138,39,301,e138_blocktarget_vetonull_overlap_b93d213c,blocktarget_vetonull_overlap,state_top30_all_hard__veto_null_nonactive_top50__hard,-2.437459458437541e-05,-1.3179698755902183e-05,-4.871950506441018e-05,,1.0,2.0,False,False,False,False,0.5878775382679629,216,0.5152687727184664,0.5047482311751431,0.5452727045454617,0.8570286412140525,0.8632666002606403,0.8382587176270088,True,True,True,True,True,True,4.437459458437541e-05
e138:301:40,e138,40,301,e138_blocktarget_vetonull_overlap_b93d213c,blocktarget_vetonull_overlap,state_top30_all_hard__veto_null_nonactive_top50__state_soft,-2.437459458437541e-05,-1.3179698755902183e-05,-4.871950506441018e-05,,1.0,2.0,False,False,False,False,0.5878775382679629,216,0.5152687727184664,0.5047482311751431,0.5452727045454617,0.8570286412140525,0.8632666002606403,0.8382587176270088,True,True,True,True,True,True,4.437459458437541e-05
e138:264:41,e138,41,264,e138_blocktarget_vetonull_overlap_f1280a6c,blocktarget_vetonull_overlap,state_top30_all_hard__veto_null_top50__hard,-2.4341316440246175e-05,-9.458922329641652e-06,-3.730102882466286e-05,,1.0,2.0,False,False,False,False,0.40459735400717894,217,0.34089292746458655,0.3344396102910588,0.34848958659724477,0.9401021284970184,0.9424171831351362,0.9373126522315174,True,True,True,True,True,True,4.434131644024617e-05
