target,view_id,split,method,mean_neighbor_dist,std_score
S1,jepa_resid,subject,knn16_train_residual,3.924288482196534,0.1421170407617671
S1,jepa_resid,subject,knn32_train_residual,4.3160594088288144,0.10397699166608675
S1,story_bundle,subject,knn8_train_residual,12.77130640684342,0.17259874471622494
S1,story_bundle,subject,knn16_train_residual,13.512259024950174,0.12324798087858745
S1,story_bundle,subject,knn32_train_residual,14.486325269470603,0.08100837889679231
S1,raw_day,subject,knn8_train_residual,10.226874032959058,0.239274963238398
S1,raw_day,subject,knn16_train_residual,10.836067782211128,0.18653225430829526
S1,raw_day,subject,knn32_train_residual,11.602596542644907,0.13369521066460147
S1,family_story,subject,knn8_train_residual,14.37012663549718,0.1727047966629187
S1,family_story,subject,knn16_train_residual,15.155084595818602,0.11482618555321099
S1,family_story,subject,knn32_train_residual,16.125213920626894,0.07621860675387121
S1,family_jepa_story,subject,knn8_train_residual,15.584188487695595,0.17891820528384647
S1,family_jepa_story,subject,knn16_train_residual,16.40784459535488,0.11927872384066164
S1,family_jepa_story,subject,knn32_train_residual,17.389481459895833,0.07921258435226818
S1,family,dateblock,knn8_train_residual,4.467540137149754,0.14204856054289594
S1,family,dateblock,knn16_train_residual,4.899129257838591,0.10521089456079077
S1,family,dateblock,knn32_train_residual,5.360312748690348,0.07410697547696998
S1,jepa_resid,dateblock,knn8_train_residual,3.6117494842730338,0.16226107957278516
S1,jepa_resid,dateblock,knn16_train_residual,3.924288482196534,0.1068823429715719
S1,jepa_resid,dateblock,knn32_train_residual,4.3160594088288144,0.07506355887838397
S1,story_bundle,dateblock,knn8_train_residual,12.77130640684342,0.16187612397306755
S1,story_bundle,dateblock,knn16_train_residual,13.512259024950174,0.12181273927405124
S1,story_bundle,dateblock,knn32_train_residual,14.486325269470603,0.08030014286538985
S1,raw_day,dateblock,knn8_train_residual,10.226874032959058,0.1558905943736789
S1,raw_day,dateblock,knn16_train_residual,10.836067782211128,0.10007317699925225
S1,raw_day,dateblock,knn32_train_residual,11.602596542644907,0.06350448829199322
S1,family_story,dateblock,knn8_train_residual,14.37012663549718,0.1678421766731152
S1,family_story,dateblock,knn16_train_residual,15.155084595818602,0.11180623604391215
S1,family_story,dateblock,knn32_train_residual,16.125213920626894,0.07471225227685527
S1,family_jepa_story,dateblock,knn8_train_residual,15.584188487695595,0.16933304518686915
S1,family_jepa_story,dateblock,knn16_train_residual,16.40784459535488,0.11123805900855285
S1,family_jepa_story,dateblock,knn32_train_residual,17.389481459895833,0.07492046508191175
