target,view_id,split,method,mean_neighbor_dist,std_score
Q2,family,subject,knn8_train_residual,4.467540137149754,0.17837393649743283
Q2,family,subject,knn16_train_residual,4.899129257838591,0.1302518366559418
Q2,family,subject,knn32_train_residual,5.360312748690348,0.0774579890686512
Q2,jepa_resid,subject,knn8_train_residual,3.6117494842730338,0.1756121463603894
Q2,jepa_resid,subject,knn16_train_residual,3.924288482196534,0.1252892439807245
Q2,jepa_resid,subject,knn32_train_residual,4.3160594088288144,0.08774681648223366
Q2,story_bundle,subject,knn8_train_residual,12.77130640684342,0.1981349387314506
Q2,story_bundle,subject,knn16_train_residual,13.512259024950174,0.14500807096471532
Q2,story_bundle,subject,knn32_train_residual,14.486325269470603,0.08252518309255116
Q2,raw_day,subject,knn8_train_residual,10.226874032959058,0.19228812214301585
Q2,raw_day,subject,knn16_train_residual,10.836067782211128,0.13832156043069355
Q2,raw_day,subject,knn32_train_residual,11.602596542644907,0.0991757766087801
Q2,family_story,subject,knn8_train_residual,14.37012663549718,0.1953296438841487
Q2,family_story,subject,knn16_train_residual,15.155084595818602,0.1463748646098674
Q2,family_story,subject,knn32_train_residual,16.125213920626894,0.07907928886343858
Q2,family_jepa_story,subject,knn8_train_residual,15.584188487695595,0.1930247564288444
Q2,family_jepa_story,subject,knn16_train_residual,16.40784459535488,0.11901997827459469
Q2,family_jepa_story,subject,knn32_train_residual,17.389481459895833,0.07322045091934448
Q2,family,dateblock,knn8_train_residual,4.467540137149754,0.185220115242586
Q2,family,dateblock,knn16_train_residual,4.899129257838591,0.13116747263045953
Q2,family,dateblock,knn32_train_residual,5.360312748690348,0.0733695393738038
Q2,jepa_resid,dateblock,knn8_train_residual,3.6117494842730338,0.18092107481278277
Q2,jepa_resid,dateblock,knn16_train_residual,3.924288482196534,0.1302845926060587
Q2,jepa_resid,dateblock,knn32_train_residual,4.3160594088288144,0.08032344822297204
Q2,story_bundle,dateblock,knn8_train_residual,12.77130640684342,0.16414338919068597
Q2,story_bundle,dateblock,knn16_train_residual,13.512259024950174,0.11809661173419903
Q2,story_bundle,dateblock,knn32_train_residual,14.486325269470603,0.06938244931731943
Q2,raw_day,dateblock,knn8_train_residual,10.226874032959058,0.18332452180070857
Q2,raw_day,dateblock,knn16_train_residual,10.836067782211128,0.11714276746636301
Q2,raw_day,dateblock,knn32_train_residual,11.602596542644907,0.08224839630977271
Q2,family_story,dateblock,knn8_train_residual,14.37012663549718,0.1655970998039037
Q2,family_story,dateblock,knn16_train_residual,15.155084595818602,0.1257595441315982
Q2,family_story,dateblock,knn32_train_residual,16.125213920626894,0.06992597321321622
Q2,family_jepa_story,dateblock,knn8_train_residual,15.584188487695595,0.16476103945624418
Q2,family_jepa_story,dateblock,knn16_train_residual,16.40784459535488,0.10725075794417531
Q2,family_jepa_story,dateblock,knn32_train_residual,17.389481459895833,0.06570653849952895
S1,family,subject,knn8_train_residual,4.467540137149754,0.1902381861000577
S1,family,subject,knn16_train_residual,4.899129257838591,0.14881341924322278
S1,family,subject,knn32_train_residual,5.360312748690348,0.10945613102463725
S1,jepa_resid,subject,knn8_train_residual,3.6117494842730338,0.20856014827230074
