prior,strategy,targets,weight,base_loss,candidate_loss,delta,changed_blocks,mean_abs_shift,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
exact_value,nearest,"Q1,Q2,Q3",1.0,0.5619886867236242,0.5611251205022042,-0.0008635662214200313,150,0.21860489497023775,0.0047383145486946665,-0.003337205468897375,-0.007446072629738176,0.0,0.0,0.0,0.0
uniform_total,nearest,"Q1,Q2,Q3",1.0,0.5619886867236242,0.5611251205022042,-0.0008635662214200313,150,0.21860489497023775,0.0047383145486946665,-0.003337205468897375,-0.007446072629738176,0.0,0.0,0.0,0.0
exact_value,nearest,"Q1,Q2,Q3",0.75,0.5619886867236242,0.5611817695426605,-0.0008069171809637066,150,0.21860489497023775,0.003113484675528966,-0.002964338132877109,-0.005797566809397803,0.0,0.0,0.0,0.0
uniform_total,nearest,"Q1,Q2,Q3",0.75,0.5619886867236242,0.5611817695426605,-0.0008069171809637066,150,0.21860489497023775,0.003113484675528966,-0.002964338132877109,-0.005797566809397803,0.0,0.0,0.0,0.0
exact_value,nearest,"Q1,Q2,Q3",0.5,0.5619886867236242,0.5613448224354904,-0.0006438642881337886,150,0.21860489497023775,0.0017827679078826764,-0.002281938188207766,-0.0040078797366116525,0.0,0.0,0.0,0.0
uniform_total,nearest,"Q1,Q2,Q3",0.5,0.5619886867236242,0.5613448224354904,-0.0006438642881337886,150,0.21860489497023775,0.0017827679078826764,-0.002281938188207766,-0.0040078797366116525,0.0,0.0,0.0,0.0
exact_value,nearest,"Q1,Q2,Q3",0.25,0.5619886867236242,0.5616137496608129,-0.0003749370628113313,150,0.21860489497023775,0.0007448131962015658,-0.0012934847516786752,-0.002075887884202654,0.0,0.0,0.0,0.0
uniform_total,nearest,"Q1,Q2,Q3",0.25,0.5619886867236242,0.5616137496608129,-0.0003749370628113313,150,0.21860489497023775,0.0007448131962015658,-0.0012934847516786752,-0.002075887884202654,0.0,0.0,0.0,0.0
exact_value,nearest,"Q1,Q2,Q3",0.1,0.5619886867236242,0.5618259552517583,-0.00016273147186596226,150,0.21860489497023775,0.0002626515800732143,-0.0005540274037819648,-0.0008477444793529854,0.0,0.0,0.0,0.0
uniform_total,nearest,"Q1,Q2,Q3",0.1,0.5619886867236242,0.5618259552517583,-0.00016273147186596226,150,0.21860489497023775,0.0002626515800732143,-0.0005540274037819648,-0.0008477444793529854,0.0,0.0,0.0,0.0
exact_value,range,"Q1,Q2,Q3",0.1,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,"Q1,Q2,Q3",0.25,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,"Q1,Q2,Q3",0.5,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,"Q1,Q2,Q3",0.75,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,"Q1,Q2,Q3",1.0,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,"Q1,Q2,Q3",0.1,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,"Q1,Q2,Q3",0.25,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,"Q1,Q2,Q3",0.5,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,"Q1,Q2,Q3",0.75,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,"Q1,Q2,Q3",1.0,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,posterior_mean,"Q1,Q2,Q3",0.1,0.5619886867236242,0.562589071128676,0.0006003844050517237,150,1.5620086399689614,0.0017945810910865445,0.0013052538844837702,0.0011028558597914184,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,"Q1,Q2,Q3",0.1,0.5619886867236242,0.5626112114659344,0.000622524742310171,150,1.5357246702978955,0.0012772543067022246,0.001871318493311902,0.001209100396156404,0.0,0.0,0.0,0.0
exact_value,posterior_mode,"Q1,Q2,Q3",0.1,0.5619886867236242,0.5627050122706486,0.0007163255470243879,150,1.5802764196192352,0.0022740893644145332,0.0018312288219478612,0.0009089606428078767,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,"Q1,Q2,Q3",0.1,0.5619886867236242,0.5631188385850912,0.0011301518614669215,150,0.5846402177137693,0.0015357614056713542,0.0040588367856596586,0.0023164648389369935,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,"Q1,Q2,Q3",0.1,0.5619886867236242,0.5632648118736687,0.0012761251500444937,150,0.5988737984276697,0.0015412700387572587,0.00430171164764559,0.0030898943639083853,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,"Q1,Q2,Q3",0.1,0.5619886867236242,0.5634220805586434,0.00143339383501917,150,0.7045054100506559,0.0015230836875539389,0.005117210688656559,0.0033934624689233583,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,"Q1,Q2,Q3",0.25,0.5619886867236242,0.5650582283393603,0.0030695416157360267,150,0.5846402177137693,0.0044905073587196975,0.0108282626669296,0.006168021284502334,0.0,0.0,0.0,0.0
exact_value,posterior_mean,"Q1,Q2,Q3",0.25,0.5619886867236242,0.565374494356856,0.0033858076332318188,150,1.5620086399689614,0.009011666683912622,0.0071584695589196334,0.007530517189790142,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,"Q1,Q2,Q3",0.25,0.5619886867236242,0.5653880530419764,0.003399366318352137,150,1.5357246702978955,0.007500528539890028,0.008414486972610935,0.007880548715963887,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,"Q1,Q2,Q3",0.25,0.5619886867236242,0.5654343913884453,0.003445704664821081,150,0.5988737984276697,0.004484263085211437,0.011516635445175005,0.008119034123360902,0.0,0.0,0.0,0.0
exact_value,posterior_mode,"Q1,Q2,Q3",0.25,0.5619886867236242,0.5657353735020788,0.0037466867784545776,150,1.5802764196192352,0.010380618762839133,0.008586843330213423,0.007259345356129376,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,"Q1,Q2,Q3",0.25,0.5619886867236242,0.56597461450264,0.003985927779015741,150,0.7045054100506559,0.0047997794176168895,0.013936474135073262,0.009165240900419702,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,"Q1,Q2,Q3",0.5,0.5619886867236242,0.5689569559984776,0.006968269274853389,150,0.5846402177137693,0.011200843386429793,0.023987581521991763,0.013589460015551835,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,"Q1,Q2,Q3",0.5,0.5619886867236242,0.5697486081334755,0.007759921409851267,150,0.5988737984276697,0.011100626996632723,0.0256371003229785,0.017581722549347756,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,"Q1,Q2,Q3",0.5,0.5619886867236242,0.5714376832769161,0.0094489965532919,150,0.7045054100506559,0.013277736828235742,0.03212625812976788,0.02073898091503945,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,"Q1,Q2,Q3",0.75,0.5619886867236242,0.5737450651039009,0.011756378380276655,150,0.5846402177137693,0.02031613692168721,0.039694354357378114,0.022284157382871483,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,"Q1,Q2,Q3",0.5,0.5619886867236242,0.5743682871874104,0.012379600463786167,150,1.5357246702978955,0.02806830341372346,0.02830408580040855,0.030284814032371266,0.0,0.0,0.0,0.0
exact_value,posterior_mean,"Q1,Q2,Q3",0.5,0.5619886867236242,0.5744628662497709,0.012474179526146711,150,1.5620086399689614,0.03180420736108669,0.026185723177360676,0.029329326144579282,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,"Q1,Q2,Q3",0.75,0.5619886867236242,0.5749921973065515,0.013003510582927258,150,0.5988737984276697,0.019969980718506863,0.04258223374882353,0.02847235961316008,0.0,0.0,0.0,0.0
exact_value,posterior_mode,"Q1,Q2,Q3",0.5,0.5619886867236242,0.5754154074550213,0.013426720731397057,150,1.5802764196192352,0.035290255490224576,0.02934643217581767,0.029350357453737153,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,"Q1,Q2,Q3",0.75,0.5619886867236242,0.5789335472066484,0.016944860483024127,150,0.7045054100506559,0.027178733780225284,0.056305866708445285,0.03512942289249832,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,"Q1,Q2,Q3",1.0,0.5619886867236242,0.5795471275122699,0.017558440788645657,150,0.5846402177137693,0.03223981452384628,0.058359991806713474,0.03230927918996018,0.0,0.0,0.0,0.0
