pair,set_type,n_cells,n_rows,expected_delta,swing_weighted_support_prob,q_share,s_share,q2s3_share,edge_like_rate,between_train_runs_rate,e72_active_rate,all_veto_null_rate,all_safe_density_mean,broad_low_alpha_mass_sum,e101_plausible_mass_sum,top_subject_share
e166_vs_e95,all_moved,1750,250,-0.0003320766037661,0.4657468361940848,0.4285714285714285,0.5714285714285714,0.2857142857142857,0.472,0.624,0.5102857142857142,0.6714285714285714,0.2333683662155042,66.016980925002,10.088385825000303,0.128
e166_vs_e95,top_benefit_nfocus,74,64,-0.0001153031178756,0.5069923579956717,0.2972972972972973,0.7027027027027027,0.054054054054054,0.6891891891891891,0.7972972972972973,0.8378378378378378,0.2972972972972973,0.1170971661438941,1.3213654404835309,0.2382042929487919,0.2432432432432432
e166_vs_e95,top_swing_nfocus,74,67,-0.0001014421548093,0.4590461009382524,0.3108108108108108,0.6891891891891891,0.0675675675675675,0.5945945945945946,0.8243243243243243,0.7837837837837838,0.3513513513513513,0.1423106952427684,1.3543171925605606,0.2325348565952261,0.2297297297297297
e154_vs_e95,all_moved,294,139,-2.983755801312066e-05,0.4727823859035429,0.5612244897959183,0.4387755102040816,0.1904761904761904,0.3231292517006803,0.4727891156462585,0.3163265306122449,0.9217687074829932,0.3564400263755113,5.688204615947642,0.7512670599578724,0.2857142857142857
e154_vs_e95,top_benefit_nfocus,3,3,-1.2542797404141864e-05,0.569085816784858,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1.0,0.4210136533641106,0.0,0.0,0.6666666666666666
e154_vs_e95,top_swing_nfocus,3,3,5.138446754607716e-06,0.3895910029326687,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.4210136533641106,0.0,0.0,0.3333333333333333
e95_vs_mixmin,all_moved,550,250,-0.0001445426547808,0.5130046508362573,0.02,0.98,0.0909090909090909,0.4854545454545454,0.6218181818181818,0.72,0.5472727272727272,0.2433935167448066,42.58026672106106,4.659647867127014,0.1290909090909091
e95_vs_mixmin,top_benefit_nfocus,4,4,-6.658292230010096e-05,0.4819576233502973,0.0,1.0,1.0,0.75,1.0,1.0,0.25,0.0,0.2189773591258567,0.0027003011929468,0.5
e95_vs_mixmin,top_swing_nfocus,4,4,-5.0118819782656475e-05,0.3377777777777777,0.0,1.0,1.0,0.5,1.0,1.0,0.25,0.0,0.1788986480460571,0.011247234651476,0.75
