set_name,metric,observed,null_mean,null_std,z,p_high,p_low
e166_vs_e95:top_benefit_nfocus,n_rows,64.0,66.49533333333333,2.2886074653084663,-1.090328232848356,0.903032322559147,0.1826057980673109
e166_vs_e95:top_benefit_nfocus,n_subjects,9.0,9.995666666666667,0.06569622683454245,-15.155614175137904,1.0,0.004665111629456847
e166_vs_e95:top_benefit_nfocus,n_blocks,24.0,26.689333333333334,1.9745343292773416,-1.3620089017736152,0.9460179940019994,0.13362212595801398
e166_vs_e95:top_benefit_nfocus,top_subject_share,0.24324324324324326,0.16457207207207208,0.022957702696394827,3.4267876107449258,0.007997334221926024,0.9973342219260246
e166_vs_e95:top_benefit_nfocus,top_block_share,0.0945945945945946,0.10121621621621621,0.01735026456961659,-0.38164384151335945,0.7757414195268244,0.5494835054981673
e166_vs_e95:top_benefit_nfocus,edge_like_rate,0.6891891891891891,0.47156756756756757,0.05629093680390792,3.866015276663747,0.0006664445184938354,1.0
e166_vs_e95:top_benefit_nfocus,between_train_runs_rate,0.7972972972972973,0.6241216216216215,0.054687004733926854,3.166669604931582,0.0013328890369876708,0.9996667777407531
e166_vs_e95:top_benefit_nfocus,long_block_rate,0.33783783783783783,0.5967117117117118,0.05463467010819496,-4.738271016576413,1.0,0.0003332222592469177
e166_vs_e95:top_benefit_nfocus,weekend_rate,0.17567567567567569,0.2732432432432433,0.04901386642001399,-1.9906115288168231,0.9863378873708764,0.029323558813728758
e166_vs_e95:top_benefit_nfocus,e101_active_rate,0.013513513513513514,0.008306306306306306,0.009804148045969758,0.5311228658310359,0.48317227590803064,0.8807064311896035
e166_vs_e95:top_benefit_nfocus,e95_fallback_rate,0.02702702702702703,0.10924324324324326,0.03277662231087999,-2.5083797664204432,0.9990003332222592,0.006997667444185272
e166_vs_e95:top_benefit_nfocus,e72_active_rate,0.8378378378378378,0.6717522522522522,0.04888905070290677,3.3971939155634034,0.0006664445184938354,1.0
e166_vs_e95:top_benefit_nfocus,all_veto_null_rate,0.2972972972972973,0.5760225225225225,0.05400143414645214,-5.161441165975724,1.0,0.0003332222592469177
e166_vs_e95:top_benefit_nfocus,all_low_adverse75_rate,0.5405405405405406,0.6725225225225225,0.05094963880515748,-2.5904399928468544,0.9966677774075309,0.006331222925691436
