prior,strategy,targets,weight,base_loss,candidate_loss,delta,changed_blocks,mean_abs_shift,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
uniform_total,posterior_mode,"Q2,Q3",0.1,0.5619886867236242,0.5632044971747071,0.001215810451082877,100,0.6875688428059413,0.0,0.005117210688656559,0.0033934624689233583,0.0,0.0,0.0,0.0
exact_value,posterior_mean,"Q2,Q3",0.25,0.5619886867236242,0.5640871134020113,0.002098426678387111,100,1.5591948136077196,0.0,0.0071584695589196334,0.007530517189790142,0.0,0.0,0.0,0.0
exact_value,posterior_mode,"Q2,Q3",0.25,0.5619886867236242,0.5642524279645303,0.002263741240906114,100,1.5885404133247882,0.0,0.008586843330213423,0.007259345356129376,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,"Q2,Q3",0.25,0.5619886867236242,0.5643165489648493,0.002327862241225054,100,1.564054219384448,0.0,0.008414486972610935,0.007880548715963887,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,"Q2,Q3",0.25,0.5619886867236242,0.5644167272881145,0.002428040564490308,100,0.5449174880455989,0.0,0.0108282626669296,0.006168021284502334,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,"Q2,Q3",0.25,0.5619886867236242,0.5647937823762723,0.002805095652648082,100,0.5659876040460041,0.0,0.011516635445175005,0.008119034123360902,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,"Q2,Q3",0.25,0.5619886867236242,0.5652889317286947,0.0033002450050704235,100,0.6875688428059413,0.0,0.013936474135073262,0.009165240900419702,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,"Q2,Q3",0.5,0.5619886867236242,0.567356835514702,0.00536814879107772,100,0.5449174880455989,0.0,0.023987581521991763,0.013589460015551835,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,"Q2,Q3",0.5,0.5619886867236242,0.5681628042768138,0.006174117553189529,100,0.5659876040460041,0.0,0.0256371003229785,0.017581722549347756,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,"Q2,Q3",0.5,0.5619886867236242,0.5695408637300253,0.007552177006401095,100,0.6875688428059413,0.0,0.03212625812976788,0.02073898091503945,0.0,0.0,0.0,0.0
exact_value,posterior_mean,"Q2,Q3",0.5,0.5619886867236242,0.5699194080553299,0.007930721331705692,100,1.5591948136077196,0.0,0.026185723177360676,0.029329326144579282,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,"Q2,Q3",0.5,0.5619886867236242,0.5703585295568786,0.00836984283325437,100,1.564054219384448,0.0,0.02830408580040855,0.030284814032371266,0.0,0.0,0.0,0.0
exact_value,posterior_mode,"Q2,Q3",0.5,0.5619886867236242,0.5703739423849893,0.008385255661365054,100,1.5885404133247882,0.0,0.02934643217581767,0.029350357453737153,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,"Q2,Q3",0.75,0.5619886867236242,0.5708427598293743,0.008854073105750038,100,0.5449174880455989,0.0,0.039694354357378114,0.022284157382871483,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,"Q2,Q3",0.75,0.5619886867236242,0.5721393429181933,0.010150656194569119,100,0.5659876040460041,0.0,0.04258223374882353,0.02847235961316008,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,"Q2,Q3",1.0,0.5619886867236242,0.574941439723149,0.012952752999524808,100,0.5449174880455989,0.0,0.058359991806713474,0.03230927918996018,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,"Q2,Q3",0.75,0.5619886867236242,0.5750508709523305,0.013062184228706308,100,0.6875688428059413,0.0,0.056305866708445285,0.03512942289249832,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,"Q2,Q3",1.0,0.5619886867236242,0.5768013816634362,0.014812694939811966,100,0.5659876040460041,0.0,0.06276168541596427,0.04092717916271926,0.0,0.0,0.0,0.0
exact_value,posterior_mean,"Q2,Q3",0.75,0.5619886867236242,0.5794729616974006,0.01748427497377636,100,1.5591948136077196,0.0,0.05740661331195385,0.06498331150448,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,"Q2,Q3",0.75,0.5619886867236242,0.5801049480607174,0.01811626133709321,100,1.564054219384448,0.0,0.060077497529186896,0.06673633183046568,0.0,0.0,0.0,0.0
exact_value,posterior_mode,"Q2,Q3",0.75,0.5619886867236242,0.5803506760007783,0.018361989277154045,100,1.5885404133247882,0.0,0.06268836285847068,0.06584556208160708,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,"Q2,Q3",1.0,0.5619886867236242,0.5893982038870799,0.027409517163455632,100,0.6875688428059413,0.0,0.1387120730520498,0.053154547092139404,0.0,0.0,0.0,0.0
exact_value,posterior_mean,"Q2,Q3",1.0,0.5619886867236242,0.5937881198454763,0.03179943312185207,100,1.5591948136077196,0.0,0.10493784038019172,0.11765819147277212,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,"Q2,Q3",1.0,0.5619886867236242,0.5945646590583495,0.03257597233472531,100,1.564054219384448,0.0,0.10770108346935114,0.1203307228737257,0.0,0.0,0.0,0.0
exact_value,posterior_mode,"Q2,Q3",1.0,0.5619886867236242,0.5953775043273811,0.03338881760375689,100,1.5885404133247882,0.0,0.11332326846845497,0.1203984547578435,0.0,0.0,0.0,0.0
