prior,strategy,targets,weight,base_loss,candidate_loss,delta,changed_blocks,mean_abs_shift,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
exact_value,nearest,"Q2,Q3",1.0,0.5619886867236242,0.5604482184238192,-0.0015404682998050312,100,0.2067815042659767,0.0,-0.003337205468897375,-0.007446072629738176,0.0,0.0,0.0,0.0
uniform_total,nearest,"Q2,Q3",1.0,0.5619886867236242,0.5604482184238192,-0.0015404682998050312,100,0.2067815042659767,0.0,-0.003337205468897375,-0.007446072629738176,0.0,0.0,0.0,0.0
exact_value,nearest,"Q2,Q3",0.75,0.5619886867236242,0.560736986017585,-0.0012517007060391938,100,0.2067815042659767,0.0,-0.002964338132877109,-0.005797566809397803,0.0,0.0,0.0,0.0
uniform_total,nearest,"Q2,Q3",0.75,0.5619886867236242,0.560736986017585,-0.0012517007060391938,100,0.2067815042659767,0.0,-0.002964338132877109,-0.005797566809397803,0.0,0.0,0.0,0.0
exact_value,nearest,"Q2,Q3",0.5,0.5619886867236242,0.5610901413057929,-0.0008985454178312979,100,0.2067815042659767,0.0,-0.002281938188207766,-0.0040078797366116525,0.0,0.0,0.0,0.0
uniform_total,nearest,"Q2,Q3",0.5,0.5619886867236242,0.5610901413057929,-0.0008985454178312979,100,0.2067815042659767,0.0,-0.002281938188207766,-0.0040078797366116525,0.0,0.0,0.0,0.0
exact_value,nearest,"Q2,Q3",0.25,0.5619886867236242,0.5615073477756413,-0.0004813389479829677,100,0.2067815042659767,0.0,-0.0012934847516786752,-0.002075887884202654,0.0,0.0,0.0,0.0
uniform_total,nearest,"Q2,Q3",0.25,0.5619886867236242,0.5615073477756413,-0.0004813389479829677,100,0.2067815042659767,0.0,-0.0012934847516786752,-0.002075887884202654,0.0,0.0,0.0,0.0
exact_value,nearest,"Q2,Q3",0.1,0.5619886867236242,0.5617884335974621,-0.00020025312616211988,100,0.2067815042659767,0.0,-0.0005540274037819648,-0.0008477444793529854,0.0,0.0,0.0,0.0
uniform_total,nearest,"Q2,Q3",0.1,0.5619886867236242,0.5617884335974621,-0.00020025312616211988,100,0.2067815042659767,0.0,-0.0005540274037819648,-0.0008477444793529854,0.0,0.0,0.0,0.0
exact_value,range,"Q2,Q3",0.1,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,"Q2,Q3",0.25,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,"Q2,Q3",0.5,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,"Q2,Q3",0.75,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,"Q2,Q3",1.0,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,"Q2,Q3",0.1,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,"Q2,Q3",0.25,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,"Q2,Q3",0.5,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,"Q2,Q3",0.75,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,"Q2,Q3",1.0,0.5619886867236242,0.5619886867236242,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,posterior_mean,"Q2,Q3",0.1,0.5619886867236242,0.5623327024013779,0.0003440156777536618,100,1.5591948136077196,0.0,0.0013052538844837702,0.0011028558597914184,0.0,0.0,0.0,0.0
exact_value,posterior_mode,"Q2,Q3",0.1,0.5619886867236242,0.5623801423614465,0.00039145563782228,100,1.5885404133247882,0.0,0.0018312288219478612,0.0009089606428078767,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,"Q2,Q3",0.1,0.5619886867236242,0.5624287465649769,0.00044005984135264686,100,1.564054219384448,0.0,0.001871318493311902,0.001209100396156404,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,"Q2,Q3",0.1,0.5619886867236242,0.5628994440985667,0.0009107573749425057,100,0.5449174880455989,0.0,0.0040588367856596586,0.0023164648389369935,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,"Q2,Q3",0.1,0.5619886867236242,0.5630446304395605,0.0010559437159363139,100,0.5659876040460041,0.0,0.00430171164764559,0.0030898943639083853,0.0,0.0,0.0,0.0
