source_scope,view,model,split,target_kind,tail_q,policy,tail_auc,tail_logloss,tail_brier,corr_benefit,active_full_delta,active_policy_delta,loss_vs_full,q3_policy_delta,q3_full_delta,s4_policy_delta,s4_full_delta,subject_delta,subject_win_rate,dropped_cells,dropped_q3,dropped_s4,dropped_mean_benefit,dropped_bad_prob_mean,mean_amp_active,stress_promote
q3s4,movement,lr_l2_c0p10,row5,contrast,0.2,drop_q3_p05,0.5744668211251707,0.688087208876997,0.24733690878936865,-0.0007909028087023205,-0.0038461243581564553,-0.0035067989473684946,0.00033932541078796064,-0.003583462273197724,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.003400260047656367,0.6,22,22,0,0.013881494077691204,0.675669613231241,0.9755555555555555,False
q3s4,latent_no_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_s4_top25,0.5287233410562585,0.9241426505991884,0.3112035187844918,0.013807210986635619,-0.0038461243581564553,-0.0035064879072010946,0.00033963645095536066,-0.004262113094773756,-0.004262113094773756,-0.002750862719628544,-0.0034301356215395984,-0.0034398613032163294,0.7,25,0,25,0.012226912234397216,0.9659478283959931,0.9722222222222222,False
q3s4,latent_with_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_s4_top25,0.5284263054713956,0.9232306553901225,0.31095081899134147,0.013265172860130913,-0.0038461243581564553,-0.0035064879072010946,0.00033963645095536066,-0.004262113094773756,-0.004262113094773756,-0.002750862719628544,-0.0034301356215395984,-0.0034398613032163294,0.7,25,0,25,0.012226912234397216,0.9641163471884683,0.9722222222222222,False
all3,latent_no_targetid,lr_l2_c0p10,subject5,contrast,0.2,drop_global_top25,0.4869727983576367,0.9521893208080349,0.3277406407012451,-0.005800697666140522,-0.0038461243581564553,-0.0035061598278073314,0.0003399645303491239,-0.004043054762175924,-0.004262113094773756,-0.002969264893438961,-0.0034301356215395984,-0.0035264175700723045,0.6,25,6,19,0.012238723092573057,0.9489845593912078,0.9722222222222222,False
all3,movement,lr_l2_c0p10,row5,contrast,0.2,drop_s4_p15,0.5801699043545416,0.6851517984615546,0.24591274894049156,-0.008074123765747622,-0.0038461243581564553,-0.0035060829909522306,0.0003400413672042246,-0.004262113094773756,-0.004262113094773756,-0.002750052887131038,-0.0034301356215395984,-0.003560307479564551,0.6,68,0,68,0.00450054750711541,0.6902062106188716,0.9244444444444444,False
q3s4,latent_no_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_s4_p05,0.5287233410562585,0.9241426505991884,0.3112035187844918,0.013807210986635619,-0.0038461243581564553,-0.0035052547576911453,0.00034086960046531,-0.004262113094773756,-0.004262113094773756,-0.0027483964206088674,-0.0034301356215395984,-0.0034386001275812485,0.7,22,0,22,0.013944665473581714,0.9701919628105312,0.9755555555555555,False
q3s4,latent_with_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_s4_top21,0.5284263054713956,0.9232306553901225,0.31095081899134147,0.013265172860130913,-0.0038461243581564553,-0.0035052547576911453,0.00034086960046531,-0.004262113094773756,-0.004262113094773756,-0.0027483964206088674,-0.0034301356215395984,-0.0034386001275812485,0.7,21,0,21,0.014608697162799892,0.9702878086668769,0.9766666666666667,False
q3s4,latent_with_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_s4_p05,0.5284263054713956,0.9232306553901225,0.31095081899134147,0.013265172860130913,-0.0038461243581564553,-0.0035052547576911453,0.00034086960046531,-0.004262113094773756,-0.004262113094773756,-0.0027483964206088674,-0.0034301356215395984,-0.0034386001275812485,0.7,22,0,22,0.013944665473581714,0.9685927628080986,0.9755555555555555,False
q3s4,movement,hgb_shallow,subject5,contrast,0.2,drop_each_top10,0.5878845515200918,0.7013764371552327,0.2521449184212823,-0.013147797797176565,-0.0038461243581564553,-0.0035052312551085985,0.0003408931030478568,-0.003804888206089152,-0.004262113094773756,-0.003205574304128489,-0.0034301356215395984,-0.003530365213663422,0.6,20,10,10,0.015340189637153012,0.7791194619053283,0.9777777777777777,False
all3,movement,lr_l2_c0p10,subject5,contrast,0.2,drop_global_p10,0.5555052380521088,0.6912060179225781,0.24892925190129966,-0.015591649357716607,-0.0038461243581564553,-0.0035045496411875154,0.0003415747169689398,-0.0036821670864454203,-0.004262113094773756,-0.0033269321959298326,-0.0034301356215395984,-0.003456885817661659,0.6,90,30,60,0.00341574716968954,0.6812524053336477,0.9,False
all3,latent_no_targetid,lr_l2_c0p10,row5,contrast,0.1,drop_q3_top13,0.49404555439935255,0.9899931829358699,0.3314092536074782,-0.007656915561985769,-0.0038461243581564553,-0.003502069537527408,0.00034405482062904724,-0.0035740034535155507,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.003473524298302377,0.7,13,13,0,0.02381917988970552,0.9822580016376877,0.9855555555555555,False
q3s4,movement,hgb_shallow,subject5,risk,0.2,drop_q3_top40,0.8722706175549306,0.3339852937920568,0.11318723077188876,-0.07660194682287916,-0.0038461243581564553,-0.003501205005103758,0.0003449193530526973,-0.0035722743886683617,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.003444109613791502,0.5,40,40,0,0.007760685443686644,0.5542733632002612,0.9555555555555556,False
q3s4,movement,lr_l2_c0p10,row5,contrast,0.1,drop_global_top100,0.4970516822754075,0.7337404366811758,0.26797556432246306,0.00843606727066127,-0.0038461243581564553,-0.0035008525550672687,0.0003452718030891866,-0.004233923881732937,-0.004262113094773756,-0.002767781228401933,-0.0034301356215395984,-0.003358914895303633,0.6,100,31,69,0.0031074462278029933,0.7870604792443373,0.8888888888888888,False
q3s4,latent_no_targetid,lr_l2_c0p10,subject5,contrast,0.1,drop_s4_top40,0.4144427001569859,1.1814619878167099,0.3852839685531835,-0.0523016659060489,-0.0038461243581564553,-0.003500667877808117,0.0003454564803483384,-0.004262113094773756,-0.004262113094773756,-0.0027392226608425885,-0.0034301356215395984,-0.0034981716664499118,0.7,40,0,40,0.0077727708078419375,0.949410338796145,0.9555555555555556,False
q3s4,latent_no_targetid,lr_l2_c0p10,row5,contrast,0.1,drop_global_p05,0.46051566655104637,1.1597701539059266,0.36429456059521026,-0.01378708273202015,-0.0038461243581564553,-0.0035004508281659685,0.00034567352999048673,-0.0037916975946551412,-0.004262113094773756,-0.003209204061677129,-0.0034301356215395984,-0.0034179927828457248,0.6,45,21,24,0.006913470599810619,0.9841098247323886,0.95,False
q3s4,movement,lr_l2_c0p10,row5,risk,0.1,drop_s4_top13,0.9079692475783134,0.4206141340650922,0.1207049265111014,-0.14130214295499025,-0.0038461243581564553,-0.0034999813109852784,0.00034614304717117683,-0.004262113094773756,-0.004262113094773756,-0.0027378495271970227,-0.0034301356215395984,-0.003456740583182116,0.6,13,0,13,0.023963749419544784,0.9781807187309368,0.9855555555555555,False
all3,movement,hgb_shallow,subject5,risk,0.2,drop_each_top5,0.8718857412869349,0.33164175251449696,0.11221921287520689,-0.09377408850433004,-0.0038461243581564553,-0.003499834442414751,0.0003462899157417043,-0.003523497891536387,-0.004262113094773756,-0.003476170993293337,-0.0034301356215395984,-0.003431445154931634,0.6,10,5,5,0.031166092416761236,0.6478039210772243,0.9888888888888889,False
q3s4,latent_with_targetid,lr_l2_c0p10,subject5,contrast,0.1,drop_q3_top40,0.4175824175824176,1.1817318889477084,0.38453502174373616,-0.050884180872939735,-0.0038461243581564553,-0.0034995595108651134,0.00034656484729134185,-0.0035689834001910725,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0033811744779250084,0.6,40,40,0,0.007797709064056043,0.943886576682916,0.9555555555555556,False
all3,latent_no_targetid,hgb_shallow,row5,risk,0.1,drop_global_top21,0.885504523590625,0.2303553727440774,0.07408424507356766,-0.14897047819103118,-0.0038461243581564553,-0.003499239825085043,0.0003468845330714121,-0.004903564385699388,-0.004262113094773756,-0.002094915264471142,-0.0034301356215395984,-0.0032912069237825527,0.7,21,13,8,0.014866479988775444,0.5316546967734388,0.9766666666666667,False
all3,latent_no_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_each_top13,0.5084655141685974,0.8615652416774889,0.30196388440939576,-0.013978859980507687,-0.0038461243581564553,-0.003499220693562455,0.00034690366459400046,-0.003710641949340343,-0.004262113094773756,-0.0032877994377847886,-0.0034301356215395984,-0.0034333053945332483,0.7,26,13,13,0.01200820377441109,0.9495507512549135,0.9711111111111111,False
q3s4,latent_with_targetid,hgb_shallow,row5,risk,0.1,drop_global_top10,0.892959454237785,0.2300441548142787,0.07522132382777899,-0.15522852864868755,-0.0038461243581564553,-0.0034988170531002893,0.0003473073050561659,-0.0037499844776959224,-0.004262113094773756,-0.0032476496285049894,-0.0034301356215395984,-0.0034678072351550294,0.7,10,6,4,0.031257657455064945,0.6687876230003977,0.9888888888888889,False
all3,movement,hgb_shallow,row5,risk,0.1,drop_each_top25,0.9064769290215987,0.2089775397222333,0.06694676190375966,-0.1398218032232554,-0.0038461243581564553,-0.003497883617939679,0.0003482407402167764,-0.0034687889241636904,-0.004262113094773756,-0.0035269783117162223,-0.0034301356215395984,-0.0038287618802761436,0.7,50,25,25,0.0062683333239018195,0.48647610222215626,0.9444444444444444,False
q3s4,latent_with_targetid,hgb_shallow,row5,risk,0.1,drop_global_top25,0.892959454237785,0.2300441548142787,0.07522132382777899,-0.15522852864868755,-0.0038461243581564553,-0.0034975828032197676,0.0003485415549366877,-0.0038347475893939498,-0.004262113094773756,-0.0031604180170461404,-0.0034301356215395984,-0.0035019319317381114,0.8,25,13,12,0.012547495977719285,0.6106498328425723,0.9722222222222222,False
q3s4,latent_no_targetid,hgb_shallow,subject5,contrast,0.1,drop_q3_p15,0.499396208187417,0.7475821839274188,0.2750155720798244,-0.014005948234689035,-0.0038461243581564553,-0.0034965022114150646,0.0003496221467413907,-0.003562868801290975,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0033024145549519824,0.6,68,68,0,0.004627351942165477,0.7458774676668462,0.9244444444444444,False
q3s4,latent_with_targetid,hgb_shallow,subject5,contrast,0.1,drop_q3_p15,0.499396208187417,0.7475821839274188,0.2750155720798244,-0.014005948234689035,-0.0038461243581564553,-0.0034965022114150646,0.0003496221467413907,-0.003562868801290975,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0033024145549519824,0.6,68,68,0,0.004627351942165477,0.7458774676668462,0.9244444444444444,False
all3,movement,hgb_shallow,subject5,contrast,0.1,drop_global_top100,0.6345851950247554,0.6682169873377966,0.2372572668859933,0.043912053092573164,-0.0038461243581564553,-0.0034963254146473943,0.00034979894350906093,-0.0037603374592238836,-0.004262113094773756,-0.003232313370071349,-0.0034301356215395984,-0.0034111700224589312,0.6,100,52,48,0.003148190491581539,0.814844886419869,0.8888888888888888,False
q3s4,latent_no_targetid,hgb_shallow,row5,risk,0.2,drop_global_top13,0.8487507906388362,0.3549110986197964,0.12198870544248049,-0.07204688043023241,-0.0038461243581564553,-0.0034960935738017618,0.0003500307843546935,-0.004084818478282237,-0.004262113094773756,-0.0029073686693213974,-0.0034301356215395984,-0.003408721253545277,0.7,13,8,5,0.024232900455332832,0.7117187958593838,0.9855555555555555,False
all3,movement,lr_l2_c0p10,row5,contrast,0.2,drop_s4_p05,0.5801699043545416,0.6851517984615546,0.24591274894049156,-0.008074123765747622,-0.0038461243581564553,-0.003495216263217249,0.00035090809493920627,-0.004262113094773756,-0.004262113094773756,-0.002728319431661075,-0.0034301356215395984,-0.003360299357108376,0.5,22,0,22,0.01435533115660275,0.7657886723615639,0.9755555555555555,False
all3,latent_no_targetid,hgb_shallow,subject5,risk,0.2,drop_s4_top13,0.8491132603211622,0.35841732681149563,0.12259290912093175,-0.09770425631092018,-0.0038461243581564553,-0.0034946175707687432,0.000351506787387712,-0.004262113094773756,-0.004262113094773756,-0.0027271220467640633,-0.0034301356215395984,-0.0035255578242455845,0.7,13,0,13,0.024335085280692285,0.586071286250885,0.9855555555555555,False
q3s4,latent_no_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_global_top13,0.5287233410562585,0.9241426505991884,0.3112035187844918,0.013807210986635619,-0.0038461243581564553,-0.003494265376867145,0.00035185898128931026,-0.0036840568077231017,-0.004262113094773756,-0.0033044739460112993,-0.0034301356215395984,-0.00348785368217982,0.7,13,5,8,0.024359467935425375,0.9887544534262515,0.9855555555555555,False
q3s4,latent_with_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_global_top13,0.5284263054713956,0.9232306553901225,0.31095081899134147,0.013265172860130913,-0.0038461243581564553,-0.003494265376867145,0.00035185898128931026,-0.0036840568077231017,-0.004262113094773756,-0.0033044739460112993,-0.0034301356215395984,-0.00348785368217982,0.7,13,5,8,0.024359467935425375,0.9885412525970018,0.9855555555555555,False
all3,latent_no_targetid,hgb_shallow,row5,risk,0.1,drop_each_top13,0.885504523590625,0.2303553727440774,0.07408424507356766,-0.14897047819103118,-0.0038461243581564553,-0.0034934159975400503,0.000352708360616405,-0.004903564385699388,-0.004262113094773756,-0.0020832676093810454,-0.0034301356215395984,-0.0032983564233948657,0.7,26,13,13,0.012209135559799744,0.510239087232188,0.9711111111111111,False
all3,latent_with_targetid,lr_l2_c0p10,subject5,contrast,0.2,drop_s4_top50,0.49098813513268724,0.9466784983842551,0.3268034106969946,-0.01135049255599356,-0.0038461243581564553,-0.0034930657237309815,0.0003530586344254738,-0.004262113094773756,-0.004262113094773756,-0.0027240183526880957,-0.0034301356215395984,-0.0035125602087734743,0.6,50,0,50,0.006355055419662201,0.9050729929865353,0.9444444444444444,False
q3s4,latent_no_targetid,lr_l2_c0p10,subject5,contrast,0.1,drop_q3_top40,0.4144427001569859,1.1814619878167099,0.3852839685531835,-0.0523016659060489,-0.0038461243581564553,-0.0034930624503841656,0.00035306190777228963,-0.003555989279229177,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0033742810022469815,0.6,40,40,0,0.007943892924876978,0.9452150412438843,0.9555555555555556,False
all3,latent_no_targetid,hgb_shallow,row5,contrast,0.1,drop_global_top50,0.5276910625505838,0.7440180126819176,0.27149138460116135,0.014447861422917109,-0.0038461243581564553,-0.00349204256607194,0.0003540817920845152,-0.0042645962323972775,-0.004262113094773756,-0.0027194888997467137,-0.0034301356215395984,-0.0033713983167230066,0.7,50,28,22,0.00637347225752259,0.8244372202143567,0.9444444444444444,False
all3,latent_with_targetid,hgb_shallow,row5,contrast,0.1,drop_global_top50,0.5276910625505838,0.7440180126819176,0.27149138460116135,0.014447861422917109,-0.0038461243581564553,-0.00349204256607194,0.0003540817920845152,-0.0042645962323972775,-0.004262113094773756,-0.0027194888997467137,-0.0034301356215395984,-0.0033713983167230066,0.7,50,28,22,0.00637347225752259,0.8244372202143567,0.9444444444444444,False
all3,latent_no_targetid,hgb_shallow,row5,contrast,0.1,drop_each_top13,0.5276910625505838,0.7440180126819176,0.27149138460116135,0.014447861422917109,-0.0038461243581564553,-0.0034917462187079584,0.00035437813944849683,-0.004275847363132024,-0.004262113094773756,-0.002707645074284226,-0.0034301356215395984,-0.0033637106067194943,0.6,26,13,13,0.012266935596293677,0.8420183411465415,0.9711111111111111,False
all3,latent_with_targetid,hgb_shallow,row5,contrast,0.1,drop_each_top13,0.5276910625505838,0.7440180126819176,0.27149138460116135,0.014447861422917109,-0.0038461243581564553,-0.0034917462187079584,0.00035437813944849683,-0.004275847363132024,-0.004262113094773756,-0.002707645074284226,-0.0034301356215395984,-0.0033637106067194943,0.6,26,13,13,0.012266935596293677,0.8420183411465415,0.9711111111111111,False
all3,movement,hgb_shallow,subject5,contrast,0.1,drop_q3_top10,0.6345851950247554,0.6682169873377966,0.2372572668859933,0.043912053092573164,-0.0038461243581564553,-0.0034908436104127416,0.00035528074774371365,-0.003551551599286551,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0033865424425640112,0.6,10,10,0,0.03197526729693212,0.8574788415489992,0.9888888888888889,False
all3,latent_no_targetid,hgb_shallow,row5,contrast,0.1,drop_s4_top21,0.5276910625505838,0.7440180126819176,0.27149138460116135,0.014447861422917109,-0.0038461243581564553,-0.0034908009972602905,0.0003553233608961648,-0.004262113094773756,-0.004262113094773756,-0.0027194888997467137,-0.0034301356215395984,-0.003409517563303732,0.7,21,0,21,0.015228144038417546,0.8280204252936602,0.9766666666666667,False
all3,latent_no_targetid,hgb_shallow,row5,contrast,0.1,drop_s4_p05,0.5276910625505838,0.7440180126819176,0.27149138460116135,0.014447861422917109,-0.0038461243581564553,-0.0034908009972602905,0.0003553233608961648,-0.004262113094773756,-0.004262113094773756,-0.0027194888997467137,-0.0034301356215395984,-0.003409517563303732,0.7,22,0,22,0.01453595567303493,0.8263609694335711,0.9755555555555555,False
all3,latent_with_targetid,hgb_shallow,row5,contrast,0.1,drop_s4_top21,0.5276910625505838,0.7440180126819176,0.27149138460116135,0.014447861422917109,-0.0038461243581564553,-0.0034908009972602905,0.0003553233608961648,-0.004262113094773756,-0.004262113094773756,-0.0027194888997467137,-0.0034301356215395984,-0.003409517563303732,0.7,21,0,21,0.015228144038417546,0.8280204252936602,0.9766666666666667,False
all3,latent_with_targetid,hgb_shallow,row5,contrast,0.1,drop_s4_p05,0.5276910625505838,0.7440180126819176,0.27149138460116135,0.014447861422917109,-0.0038461243581564553,-0.0034908009972602905,0.0003553233608961648,-0.004262113094773756,-0.004262113094773756,-0.0027194888997467137,-0.0034301356215395984,-0.003409517563303732,0.7,22,0,22,0.01453595567303493,0.8263609694335711,0.9755555555555555,False
all3,movement,hgb_shallow,row5,contrast,0.2,drop_s4_top13,0.6111358640765164,0.6792208698375817,0.2426430771234362,-0.021735436132625383,-0.0038461243581564553,-0.003490765950654229,0.00035535840750222647,-0.004262113094773756,-0.004262113094773756,-0.0027194188065349234,-0.0034301356215395984,-0.003335072709713649,0.6,13,0,13,0.02460173590400525,0.7674996963639522,0.9855555555555555,False
all3,latent_with_targetid,hgb_shallow,subject5,contrast,0.2,drop_s4_top50,0.5272167376143465,0.7117725055643551,0.25840507819339487,-0.0007600688979560676,-0.0038461243581564553,-0.003490381949844301,0.0003557424083121541,-0.004262113094773756,-0.004262113094773756,-0.00271865080491529,-0.0034301356215395984,-0.0034378893620907293,0.6,50,0,50,0.006403363349618473,0.6770357393383593,0.9444444444444444,False
q3s4,latent_with_targetid,hgb_shallow,subject5,risk,0.2,drop_global_top21,0.846773517464237,0.35950066451838003,0.12322570019584451,-0.09319349461413039,-0.0038461243581564553,-0.003490343601011636,0.00035578075714481905,-0.004100378102970481,-0.004262113094773756,-0.0028803090990529023,-0.0034301356215395984,-0.0035744512066703702,0.6,21,8,13,0.015247746734785603,0.656175329029418,0.9766666666666667,False
all3,latent_no_targetid,hgb_shallow,row5,risk,0.1,drop_global_top25,0.885504523590625,0.2303553727440774,0.07408424507356766,-0.14897047819103118,-0.0038461243581564553,-0.003490305797133386,0.0003558185610230691,-0.004933776606865448,-0.004262113094773756,-0.0020468349874014358,-0.0034301356215395984,-0.0032680334074477236,0.7,25,15,10,0.012809468196835148,0.516048163116205,0.9722222222222222,False
all3,movement,hgb_shallow,subject5,contrast,0.1,drop_global_top21,0.6345851950247554,0.6682169873377966,0.2372572668859933,0.043912053092573164,-0.0038461243581564553,-0.0034899835008216362,0.00035614085733481904,-0.0036046475447982784,-0.004262113094773756,-0.003375319456845549,-0.0034301356215395984,-0.003403408975150679,0.6,21,12,9,0.015263179600062123,0.8532340440733124,0.9766666666666667,False
q3s4,latent_no_targetid,lr_l2_c0p10,subject5,contrast,0.1,drop_each_top10,0.4144427001569859,1.1814619878167099,0.3852839685531835,-0.0523016659060489,-0.0038461243581564553,-0.0034896882329477075,0.0003564361252087478,-0.0040900204861837874,-0.004262113094773756,-0.0028893559797120716,-0.0034301356215395984,-0.0034166579672248675,0.7,20,10,10,0.01603962563439339,0.9812977601646908,0.9777777777777777,False
q3s4,latent_with_targetid,lr_l2_c0p10,subject5,contrast,0.2,drop_s4_p15,0.4857953687769827,1.0251343947387401,0.34688121128654115,-0.007421981006247769,-0.0038461243581564553,-0.0034887273179712297,0.00035739704018522556,-0.004262113094773756,-0.004262113094773756,-0.0027153415411689252,-0.0034301356215395984,-0.0035112201287100463,0.7,68,0,68,0.004730254943629242,0.9106732059737324,0.9244444444444444,False
q3s4,latent_no_targetid,lr_l2_c0p10,subject5,risk,0.2,drop_s4_top13,0.7243066511191897,0.6158339178686459,0.1840236908600402,-0.10244004056308423,-0.0038461243581564553,-0.003487774071075145,0.00035835028708131045,-0.004262113094773756,-0.004262113094773756,-0.0027134350473766444,-0.0034301356215395984,-0.003333545386643,0.5,13,0,13,0.024808866028712424,0.9879206147375731,0.9855555555555555,False
q3s4,latent_with_targetid,lr_l2_c0p10,subject5,risk,0.2,drop_s4_top13,0.7251907233387445,0.6160726645346886,0.18409690330625492,-0.1030327719386016,-0.0038461243581564553,-0.003487774071075145,0.00035835028708131045,-0.004262113094773756,-0.004262113094773756,-0.0027134350473766444,-0.0034301356215395984,-0.003333545386643,0.5,13,0,13,0.024808866028712424,0.9876540007851156,0.9855555555555555,False
q3s4,latent_no_targetid,lr_l2_c0p10,subject5,contrast,0.2,drop_s4_p15,0.48655013132868397,1.0192665220660952,0.3453310319963532,-0.006132314702477665,-0.0038461243581564553,-0.0034874941684613914,0.0003586301896950639,-0.004262113094773756,-0.004262113094773756,-0.0027128752421491376,-0.0034301356215395984,-0.0035099589530749654,0.7,68,0,68,0.004746576040083173,0.9166760911315864,0.9244444444444444,False
all3,latent_no_targetid,hgb_shallow,row5,contrast,0.2,drop_s4_top21,0.5489663161646765,0.6976666554595168,0.252012029419277,0.006369091019966023,-0.0038461243581564553,-0.003487406584237185,0.0003587177739192704,-0.004262113094773756,-0.004262113094773756,-0.0027127000737007245,-0.0034301356215395984,-0.0035216717609329986,0.6,21,0,21,0.015373618882259629,0.7343052230976117,0.9766666666666667,False
q3s4,latent_with_targetid,lr_l2_c0p10,row5,contrast,0.1,drop_global_p05,0.4598219447334952,1.1638284424864824,0.3649500573303422,-0.012483920542782414,-0.0038461243581564553,-0.003487371639614545,0.0003587527185419104,-0.003765539217552294,-0.004262113094773756,-0.003209204061677129,-0.0034301356215395984,-0.0034074827206169167,0.6,45,22,23,0.007175054370838781,0.9842240597553218,0.95,False
all3,latent_with_targetid,hgb_shallow,row5,risk,0.2,drop_q3_top50,0.8524931477967531,0.3503770174413622,0.1205094326749959,-0.10181688296403126,-0.0038461243581564553,-0.0034871777661051873,0.000358946592051268,-0.003544219910671109,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.0031739254511398475,0.7,50,50,0,0.006461038656924497,0.5032911612081716,0.9444444444444444,False
all3,latent_no_targetid,lr_l2_c0p10,subject5,contrast,0.2,drop_global_p05,0.4869727983576367,0.9521893208080349,0.3277406407012451,-0.005800697666140522,-0.0038461243581564553,-0.0034865273179615075,0.00035959704019494776,-0.003938502144044231,-0.004262113094773756,-0.0030345524918790057,-0.0034301356215395984,-0.0035505094947967607,0.6,45,12,33,0.007191940803900105,0.9251275405705817,0.95,False
q3s4,latent_no_targetid,lr_l2_c0p10,row5,contrast,0.2,drop_q3_p05,0.5287233410562585,0.9241426505991884,0.3112035187844918,0.013807210986635619,-0.0038461243581564553,-0.003486359966878294,0.0003597643912781612,-0.003542584312217323,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.003419639919371753,0.6,22,22,0,0.014717634188654962,0.9602052167948333,0.9755555555555555,False
q3s4,movement,hgb_shallow,subject5,risk,0.1,drop_s4_top10,0.9060093182466482,0.20841725180750809,0.06739468169557843,-0.14232626889794406,-0.0038461243581564553,-0.0034859416522016184,0.0003601827059548368,-0.004262113094773756,-0.004262113094773756,-0.0027097702096297027,-0.0034301356215395984,-0.0035117864623930516,0.7,10,0,10,0.032416443535936194,0.6429340335156096,0.9888888888888889,False
all3,latent_no_targetid,hgb_shallow,subject5,risk,0.2,drop_global_top40,0.8491132603211622,0.35841732681149563,0.12259290912093175,-0.09770425631092018,-0.0038461243581564553,-0.0034859211461484296,0.00036020321200802563,-0.0038828940126811595,-0.004262113094773756,-0.0030889482796159218,-0.0034301356215395984,-0.003613719097122381,0.7,40,17,23,0.008104572270182258,0.5531194935494911,0.9555555555555556,False
q3s4,latent_no_targetid,hgb_shallow,subject5,risk,0.2,drop_s4_top21,0.8431343408708111,0.36151094767982106,0.12437364810172015,-0.0938297427070916,-0.0038461243581564553,-0.00348580051839531,0.00036032383976114524,-0.004262113094773756,-0.004262113094773756,-0.002709487942017308,-0.0034301356215395984,-0.0034396286198766003,0.5,21,0,21,0.015442450275475049,0.6222832839113207,0.9766666666666667,False
all3,latent_with_targetid,hgb_shallow,row5,risk,0.2,drop_q3_top13,0.8524931477967531,0.3503770174413622,0.1205094326749959,-0.10181688296403126,-0.0038461243581564553,-0.003485680693965154,0.00036044366419130114,-0.003541225766391043,-0.004262113094773756,-0.0034301356215395984,-0.0034301356215395984,-0.003382758070098879,0.6,13,13,0,0.02495379213632402,0.5630210098811138,0.9855555555555555,False
all3,movement,lr_l2_c0p10,subject5,contrast,0.1,drop_global_p10,0.5423258060620698,0.704248535166948,0.25493536205419304,0.049132435510114675,-0.0038461243581564553,-0.00348557868084709,0.00036054567730936515,-0.004068593138165433,-0.004262113094773756,-0.0029025642235293025,-0.0034301356215395984,-0.003552558791141025,0.7,90,26,64,0.003605456773093289,0.7411785691772519,0.9,False
q3s4,latent_no_targetid,lr_l2_c0p10,subject5,contrast,0.1,drop_each_top13,0.4144427001569859,1.1814619878167099,0.3852839685531835,-0.0523016659060489,-0.0038461243581564553,-0.0034851677465120856,0.00036095661164436965,-0.004118570336340888,-0.004262113094773756,-0.0028517651566839497,-0.0034301356215395984,-0.0034126094679527872,0.7,26,13,13,0.012494651941531373,0.9768052768360954,0.9711111111111111,False
all3,latent_no_targetid,hgb_shallow,row5,contrast,0.1,drop_s4_top13,0.5276910625505838,0.7440180126819176,0.27149138460116135,0.014447861422917109,-0.0038461243581564553,-0.003484879084528991,0.00036124527362746406,-0.004262113094773756,-0.004262113094773756,-0.002707645074284226,-0.0034301356215395984,-0.0033872705053214934,0.7,13,0,13,0.02500928817422122,0.8427169967370981,0.9855555555555555,False
all3,latent_with_targetid,hgb_shallow,row5,contrast,0.1,drop_s4_top13,0.5276910625505838,0.7440180126819176,0.27149138460116135,0.014447861422917109,-0.0038461243581564553,-0.003484879084528991,0.00036124527362746406,-0.004262113094773756,-0.004262113094773756,-0.002707645074284226,-0.0034301356215395984,-0.0033872705053214934,0.7,13,0,13,0.02500928817422122,0.8427169967370981,0.9855555555555555,False
all3,movement,lr_l2_c0p10,subject5,contrast,0.2,drop_global_top40,0.5555052380521088,0.6912060179225781,0.24892925190129966,-0.015591649357716607,-0.0038461243581564553,-0.003484263323249359,0.0003618610349070961,-0.0042180122770161255,-0.004262113094773756,-0.002750514369482926,-0.0034301356215395984,-0.003348141410356309,0.6,40,3,37,0.008141873285410781,0.7195817149734541,0.9555555555555556,False
q3s4,latent_no_targetid,hgb_shallow,row5,risk,0.2,drop_global_p10,0.8487507906388362,0.3549110986197964,0.12198870544248049,-0.07204688043023241,-0.0038461243581564553,-0.0034842497294498287,0.00036187462870662657,-0.004208741522189086,-0.004262113094773756,-0.002759757936711016,-0.0034301356215395984,-0.003262721634721422,0.6,90,46,44,0.0036187462870662084,0.6063011039873228,0.9,False
q3s4,movement,hgb_shallow,subject5,risk,0.2,drop_s4_top13,0.8722706175549306,0.3339852937920568,0.11318723077188876,-0.07660194682287916,-0.0038461243581564553,-0.003483989429659551,0.00036213492849690443,-0.004262113094773756,-0.004262113094773756,-0.0027058657645457895,-0.0034301356215395984,-0.0035121129357794435,0.6,13,0,13,0.025070879665170742,0.684530210756152,0.9855555555555555,False
