group,n_rows,rollback_amp_sum,rollback_amp_mean,smooth_gain_sum,smooth_gain_mean,pair_delta_sum,nn_dist_mean,amp_rank_mean,smooth_rank_mean,e237_overlap,e230_swing_overlap,e230_risk_overlap,near_test_edge2_rate,gap_adjacent2_rate,global_pair_abs_delta,affected_pair_abs_delta,affected_pair_count,positive_pair_delta_share,expected_focus_sum,adverse_sum,support_delta_sum,support_prob_focus_weighted,swing_sum,top1_over_abs_expected
common,21,1.7766104156878246,0.0846004959851345,2.553030588943197,0.12157288518777129,-2.553030588943197,10.60256242822537,26.714285714285715,14.476190476190476,13,10,7,0.23809523809523808,0.14285714285714285,-0.01021212235577279,-0.0823558254497806,31,0.0,6.828641605386913e-05,0.000502430782827973,-0.0005127751689936418,0.4276416681709809,0.001015205951821615,1.377017065214401
e247_only,13,0.5086256665326147,0.03912505127173959,1.002858981063902,0.07714299854337707,-1.002858981063902,6.118931536926419,94.15384615384616,22.384615384615383,0,0,0,0.15384615384615385,0.38461538461538464,-0.004011435924255624,-0.03235028971173887,31,0.06451612903225806,-1.7673468740780647e-06,0.00013016074303903716,-0.00016048249497959994,0.4539176304685111,0.0002906432380186371,17.85980260962864
e256_only,4,0.44126767246826387,0.11031691811706597,0.0492898735986874,0.01232246839967185,-0.0492898735986874,7.23054559354619,13.0,87.75,1,4,0,0.0,0.5,-0.00019715949439474967,-0.008214978933114625,6,0.3333333333333333,-2.086843719934726e-05,0.0001131716715982527,-0.00013898128409789852,0.5315825405557438,0.0002521529556961512,4.055804916534481
e247_all,34,2.2852360822204396,0.06721282594765998,3.555889570007099,0.10458498735314997,-3.555889570007099,8.888232969787536,52.5,17.5,13,10,7,0.20588235294117646,0.23529411764705882,-0.01422355828002847,-0.05735305758075959,62,0.03225806451612903,6.651906917979106e-05,0.0006325915258670101,-0.0006732576639732418,0.43348991682298954,0.001305849189840252,1.4136030673302902
e256_all,25,2.2178780881560884,0.08871512352624354,2.6023204625418845,0.10409281850167539,-2.6023204625418845,10.0630397346767,24.52,26.2,14,14,7,0.2,0.2,-0.01040928185016754,-0.07033298547410499,37,0.05405405405405406,4.7417978854521876e-05,0.0006156024544262258,-0.0006517564530915403,0.4483216807814475,0.0012673589075177661,1.983036023466896
neither,212,6.217972382824343,0.02933005840954879,-4.7154374213885255,-0.02224262934617229,4.7154374213885255,7.221184574159279,139.33018867924528,143.53301886792454,11,11,14,0.25,0.3584905660377358,0.018688671643049937,0.018688671643049937,250,0.676,-0.00015802200209429507,0.001469873734546174,-0.002083253341353456,0.4581586027930892,0.00355312707589963,0.62230883746354
