pred_index,base_index,tag,keep_targets,selection_mode,requested_n,selected_n,unique_source_files,unique_seed_ranks,source_families,aggregator,shrink,source_best_all_delta,source_median_all_delta,source_worst_all_delta,source_best_inverse_top_delta,source_median_inverse_top_delta,mean_abs_logit_move_raw,active_cells,active_rows,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,materialized_submission
1053,0,e86_mean_seed_rank_5_s1.00_01fa5565,"S1,S2,S3",seed_rank,5,5,5,5,gate,mean,1.0,-2.387582191021309e-05,-2.387245866075638e-05,-2.3857463846477245e-05,-8.166578904234001e-06,-8.157383567630738e-06,0.004748611413122056,539,250,-2.3869955207977966e-05,-2.3869955207977966e-05,-2.8149764487395146e-05,-8.153857934178887e-06,-8.153857934178887e-06,-1.2485051685384718e-05,-2.9554264181608225e-05,-2.9554264181608225e-05,-2.8149764487395146e-05,-3.390174350836883e-05,-3.390174350836883e-05,-2.8149764487395146e-05,-3.390174350836883e-05,-8.153857934178887e-06,3,3,1052,-0.00013060233500144513,-3.536390589109484e-05,-0.00016130768581648636,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004748611413122053,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1028,0,e86_median_source_file_10_s1.00_01e581c3,"S1,S2,S3",source_file,10,10,10,10,"gate,rawcorr_refine",median,1.0,-2.387582191021309e-05,-2.3857268957538924e-05,-2.3774854102431853e-05,-8.574085565316025e-06,-8.164536249521959e-06,0.0047463541895884495,539,250,-2.385605780508282e-05,-2.385605780508282e-05,-2.8141213829102618e-05,-8.141394146732317e-06,-8.141394146732317e-06,-1.2458553290350949e-05,-2.9537489861453103e-05,-2.9537489861453103e-05,-2.8141213829102618e-05,-3.388928940695202e-05,-3.388928940695202e-05,-2.8141213829102618e-05,-3.388928940695202e-05,-8.141394146732317e-06,3,3,1027,-0.00013052729833343268,-3.5351878373002243e-05,-0.0001614271624563457,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004746354189588449,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
938,0,e86_median_top_10_s1.00_8466e031,"S1,S2,S3",top,10,10,8,10,"gate,rawcorr_refine",median,1.0,-2.387582191021309e-05,-2.3857268957538924e-05,-2.377977318501756e-05,-8.544381473796214e-06,-8.164536249521959e-06,0.0047463451159602,539,250,-2.3855117283755334e-05,-2.3855117283755334e-05,-2.8139001211680004e-05,-8.139354472858074e-06,-8.139354472858074e-06,-1.245683463046987e-05,-2.953709899478074e-05,-2.953709899478074e-05,-2.8139001211680004e-05,-3.3888898383627186e-05,-3.3888898383627186e-05,-2.8139001211680004e-05,-3.3888898383627186e-05,-8.139354472858074e-06,3,3,937,-0.0001305798936352298,-3.539050673895261e-05,-0.0001614148514322844,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004746345115960201,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1073,0,e86_median_seed_rank_10_s1.00_8466e031,"S1,S2,S3",seed_rank,10,10,8,10,"gate,rawcorr_refine",median,1.0,-2.387582191021309e-05,-2.3857268957538924e-05,-2.377977318501756e-05,-8.544381473796214e-06,-8.164536249521959e-06,0.0047463451159602,539,250,-2.3855117283755334e-05,-2.3855117283755334e-05,-2.8139001211680004e-05,-8.139354472858074e-06,-8.139354472858074e-06,-1.245683463046987e-05,-2.953709899478074e-05,-2.953709899478074e-05,-2.8139001211680004e-05,-3.3888898383627186e-05,-3.3888898383627186e-05,-2.8139001211680004e-05,-3.3888898383627186e-05,-8.139354472858074e-06,3,3,1072,-0.0001305798936352298,-3.539050673895261e-05,-0.0001614148514322844,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004746345115960201,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
943,0,e86_trim20_top_10_s1.00_dcce5ee7,"S1,S2,S3",top,10,10,8,10,"gate,rawcorr_refine",trim20,1.0,-2.387582191021309e-05,-2.3857268957538924e-05,-2.377977318501756e-05,-8.544381473796214e-06,-8.164536249521959e-06,0.004736967439111451,539,250,-2.3850279451842482e-05,-2.3850279451842482e-05,-2.8098993780534265e-05,-8.253730518048563e-06,-8.253730518048563e-06,-1.2514503881622119e-05,-2.9470231791783874e-05,-2.9470231791783874e-05,-2.8098993780534265e-05,-3.382687604580603e-05,-3.382687604580603e-05,-2.8098993780534265e-05,-3.382687604580603e-05,-8.253730518048563e-06,3,3,942,-0.00013420502445889992,-3.778694205780475e-05,-0.0001634383072205703,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004736967439111453,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1078,0,e86_trim20_seed_rank_10_s1.00_dcce5ee7,"S1,S2,S3",seed_rank,10,10,8,10,"gate,rawcorr_refine",trim20,1.0,-2.387582191021309e-05,-2.3857268957538924e-05,-2.377977318501756e-05,-8.544381473796214e-06,-8.164536249521959e-06,0.004736967439111451,539,250,-2.3850279451842482e-05,-2.3850279451842482e-05,-2.8098993780534265e-05,-8.253730518048563e-06,-8.253730518048563e-06,-1.2514503881622119e-05,-2.9470231791783874e-05,-2.9470231791783874e-05,-2.8098993780534265e-05,-3.382687604580603e-05,-3.382687604580603e-05,-2.8098993780534265e-05,-3.382687604580603e-05,-8.253730518048563e-06,3,3,1077,-0.00013420502445889992,-3.778694205780475e-05,-0.0001634383072205703,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004736967439111453,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1033,0,e86_trim20_source_file_10_s1.00_a0010872,"S1,S2,S3",source_file,10,10,10,10,"gate,rawcorr_refine",trim20,1.0,-2.387582191021309e-05,-2.3857268957538924e-05,-2.3774854102431853e-05,-8.574085565316025e-06,-8.164536249521959e-06,0.004734568929812652,539,250,-2.3843915786914138e-05,-2.3843915786914138e-05,-2.8089228498950902e-05,-8.268806561462227e-06,-8.268806561462227e-06,-1.251328152096498e-05,-2.9450979777245756e-05,-2.9450979777245756e-05,-2.8089228498950902e-05,-3.381196102192341e-05,-3.381196102192341e-05,-2.8089228498950902e-05,-3.381196102192341e-05,-8.268806561462227e-06,3,3,1032,-0.00013511517505026548,-3.8422542658289593e-05,-0.00016395024642398837,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004734568929812653,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
933,0,e86_mean_top_10_s1.00_19c8fa14,"S1,S2,S3",top,10,10,8,10,"gate,rawcorr_refine",mean,1.0,-2.387582191021309e-05,-2.3857268957538924e-05,-2.377977318501756e-05,-8.544381473796214e-06,-8.164536249521959e-06,0.004732747582579501,539,250,-2.3842355697523132e-05,-2.3842355697523132e-05,-2.808151221378452e-05,-8.291876288701872e-06,-8.291876288701872e-06,-1.2523351190285581e-05,-2.9436706273533453e-05,-2.9436706273533453e-05,-2.808151221378452e-05,-3.3798484530001005e-05,-3.3798484530001005e-05,-2.808151221378452e-05,-3.3798484530001005e-05,-8.291876288701872e-06,3,3,932,-0.0001360646480182526,-3.904139163468656e-05,-0.00016441953785972796,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.0047327475825795174,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1068,0,e86_mean_seed_rank_10_s1.00_19c8fa14,"S1,S2,S3",seed_rank,10,10,8,10,"gate,rawcorr_refine",mean,1.0,-2.387582191021309e-05,-2.3857268957538924e-05,-2.377977318501756e-05,-8.544381473796214e-06,-8.164536249521959e-06,0.004732747582579501,539,250,-2.3842355697523132e-05,-2.3842355697523132e-05,-2.808151221378452e-05,-8.291876288701872e-06,-8.291876288701872e-06,-1.2523351190285581e-05,-2.9436706273533453e-05,-2.9436706273533453e-05,-2.808151221378452e-05,-3.3798484530001005e-05,-3.3798484530001005e-05,-2.808151221378452e-05,-3.3798484530001005e-05,-8.291876288701872e-06,3,3,1067,-0.0001360646480182526,-3.904139163468656e-05,-0.00016441953785972796,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.0047327475825795174,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1023,0,e86_mean_source_file_10_s1.00_e198a6c9,"S1,S2,S3",source_file,10,10,10,10,"gate,rawcorr_refine",mean,1.0,-2.387582191021309e-05,-2.3857268957538924e-05,-2.3774854102431853e-05,-8.574085565316025e-06,-8.164536249521959e-06,0.004730844023093868,539,250,-2.3837604844700877e-05,-2.3837604844700877e-05,-2.8073419574004e-05,-8.305055666624206e-06,-8.305055666624206e-06,-1.2523934187047558e-05,-2.9421597260159693e-05,-2.9421597260159693e-05,-2.8073419574004e-05,-3.378616160731873e-05,-3.378616160731873e-05,-2.8073419574004e-05,-3.378616160731873e-05,-8.305055666624206e-06,3,3,1022,-0.00013669366891442826,-3.947669153026023e-05,-0.00016479135640323772,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004730844023093874,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
948,0,e86_mean_top_20_s1.00_84be598e,"S1,S2,S3",top,20,20,13,20,"gate,rawcorr_micro,rawcorr_refine",mean,1.0,-2.387582191021309e-05,-2.3778546143771173e-05,-2.3741551393507976e-05,-8.636964338948339e-06,-8.55181043168951e-06,0.004714727381443987,539,250,-2.380304521509835e-05,-2.380304521509835e-05,-2.799677207787621e-05,-8.446336923206843e-06,-8.446336923206843e-06,-1.25560896537813e-05,-2.9291153993749042e-05,-2.9291153993749042e-05,-2.799677207787621e-05,-3.367164472845019e-05,-3.367164472845019e-05,-2.799677207787621e-05,-3.367164472845019e-05,-8.446336923206843e-06,3,3,947,-0.00014165163836574735,-4.2969409014048665e-05,-0.00016790619288437059,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004714727381443981,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1083,0,e86_mean_seed_rank_20_s1.00_84be598e,"S1,S2,S3",seed_rank,20,20,13,20,"gate,rawcorr_micro,rawcorr_refine",mean,1.0,-2.387582191021309e-05,-2.3778546143771173e-05,-2.3741551393507976e-05,-8.636964338948339e-06,-8.55181043168951e-06,0.004714727381443987,539,250,-2.380304521509835e-05,-2.380304521509835e-05,-2.799677207787621e-05,-8.446336923206843e-06,-8.446336923206843e-06,-1.25560896537813e-05,-2.9291153993749042e-05,-2.9291153993749042e-05,-2.799677207787621e-05,-3.367164472845019e-05,-3.367164472845019e-05,-2.799677207787621e-05,-3.367164472845019e-05,-8.446336923206843e-06,3,3,1082,-0.00014165163836574735,-4.2969409014048665e-05,-0.00016790619288437059,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004714727381443981,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
958,0,e86_trim20_top_20_s1.00_1d90df09,"S1,S2,S3",top,20,20,13,20,"gate,rawcorr_micro,rawcorr_refine",trim20,1.0,-2.387582191021309e-05,-2.3778546143771173e-05,-2.3741551393507976e-05,-8.636964338948339e-06,-8.55181043168951e-06,0.004712114712239608,539,250,-2.3798048442769115e-05,-2.3798048442769115e-05,-2.7984748439124907e-05,-8.48009521769999e-06,-8.48009521769999e-06,-1.2568123510803275e-05,-2.9264516702376397e-05,-2.9264516702376397e-05,-2.7984748439124907e-05,-3.3649533408008914e-05,-3.3649533408008914e-05,-2.7984748439124907e-05,-3.3649533408008914e-05,-8.48009521769999e-06,3,3,957,-0.00014303910744454252,-4.4023099840861946e-05,-0.00016877623253860885,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004712114712239611,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1093,0,e86_trim20_seed_rank_20_s1.00_1d90df09,"S1,S2,S3",seed_rank,20,20,13,20,"gate,rawcorr_micro,rawcorr_refine",trim20,1.0,-2.387582191021309e-05,-2.3778546143771173e-05,-2.3741551393507976e-05,-8.636964338948339e-06,-8.55181043168951e-06,0.004712114712239608,539,250,-2.3798048442769115e-05,-2.3798048442769115e-05,-2.7984748439124907e-05,-8.48009521769999e-06,-8.48009521769999e-06,-1.2568123510803275e-05,-2.9264516702376397e-05,-2.9264516702376397e-05,-2.7984748439124907e-05,-3.3649533408008914e-05,-3.3649533408008914e-05,-2.7984748439124907e-05,-3.3649533408008914e-05,-8.48009521769999e-06,3,3,1092,-0.00014303910744454252,-4.4023099840861946e-05,-0.00016877623253860885,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004712114712239611,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
3,0,e86_mean_top_3_s1.00_96893d4a,"Q2,S1,S2,S3",top,3,3,3,3,rawcorr_refine,mean,1.0,-2.382255741384398e-05,-2.377977318501756e-05,-2.3777319102524785e-05,-8.559239389582807e-06,-8.544381473796214e-06,0.004709431210429738,539,250,-2.3793379724246222e-05,-2.3793379724246222e-05,-2.796907263591386e-05,-8.521390103877202e-06,-8.521390103877202e-06,-1.2586836257044709e-05,-2.9234925110976917e-05,-2.9234925110976917e-05,-2.796907263591386e-05,-3.3623823957884547e-05,-3.3623823957884547e-05,-2.796907263591386e-05,-3.3623823957884547e-05,-8.521390103877202e-06,3,3,2,-0.0001446183593349859,-4.5191411291889416e-05,-0.0001696887669988545,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.0047094312104297405,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
13,0,e86_trim20_top_3_s1.00_96893d4a,"Q2,S1,S2,S3",top,3,3,3,3,rawcorr_refine,trim20,1.0,-2.382255741384398e-05,-2.377977318501756e-05,-2.3777319102524785e-05,-8.559239389582807e-06,-8.544381473796214e-06,0.004709431210429738,539,250,-2.3793379724246222e-05,-2.3793379724246222e-05,-2.796907263591386e-05,-8.521390103877202e-06,-8.521390103877202e-06,-1.2586836257044709e-05,-2.9234925110976917e-05,-2.9234925110976917e-05,-2.796907263591386e-05,-3.3623823957884547e-05,-3.3623823957884547e-05,-2.796907263591386e-05,-3.3623823957884547e-05,-8.521390103877202e-06,3,3,12,-0.0001446183593349859,-4.5191411291889416e-05,-0.0001696887669988545,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.0047094312104297405,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
93,0,e86_mean_source_file_3_s1.00_96893d4a,"Q2,S1,S2,S3",source_file,3,3,3,3,rawcorr_refine,mean,1.0,-2.382255741384398e-05,-2.377977318501756e-05,-2.3777319102524785e-05,-8.559239389582807e-06,-8.544381473796214e-06,0.004709431210429738,539,250,-2.3793379724246222e-05,-2.3793379724246222e-05,-2.796907263591386e-05,-8.521390103877202e-06,-8.521390103877202e-06,-1.2586836257044709e-05,-2.9234925110976917e-05,-2.9234925110976917e-05,-2.796907263591386e-05,-3.3623823957884547e-05,-3.3623823957884547e-05,-2.796907263591386e-05,-3.3623823957884547e-05,-8.521390103877202e-06,3,3,92,-0.0001446183593349859,-4.5191411291889416e-05,-0.0001696887669988545,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.0047094312104297405,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
103,0,e86_trim20_source_file_3_s1.00_96893d4a,"Q2,S1,S2,S3",source_file,3,3,3,3,rawcorr_refine,trim20,1.0,-2.382255741384398e-05,-2.377977318501756e-05,-2.3777319102524785e-05,-8.559239389582807e-06,-8.544381473796214e-06,0.004709431210429738,539,250,-2.3793379724246222e-05,-2.3793379724246222e-05,-2.796907263591386e-05,-8.521390103877202e-06,-8.521390103877202e-06,-1.2586836257044709e-05,-2.9234925110976917e-05,-2.9234925110976917e-05,-2.796907263591386e-05,-3.3623823957884547e-05,-3.3623823957884547e-05,-2.796907263591386e-05,-3.3623823957884547e-05,-8.521390103877202e-06,3,3,102,-0.0001446183593349859,-4.5191411291889416e-05,-0.0001696887669988545,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.0047094312104297405,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
138,0,e86_mean_seed_rank_3_s1.00_96893d4a,"Q2,S1,S2,S3",seed_rank,3,3,3,3,rawcorr_refine,mean,1.0,-2.382255741384398e-05,-2.377977318501756e-05,-2.3777319102524785e-05,-8.559239389582807e-06,-8.544381473796214e-06,0.004709431210429738,539,250,-2.3793379724246222e-05,-2.3793379724246222e-05,-2.796907263591386e-05,-8.521390103877202e-06,-8.521390103877202e-06,-1.2586836257044709e-05,-2.9234925110976917e-05,-2.9234925110976917e-05,-2.796907263591386e-05,-3.3623823957884547e-05,-3.3623823957884547e-05,-2.796907263591386e-05,-3.3623823957884547e-05,-8.521390103877202e-06,3,3,137,-0.0001446183593349859,-4.5191411291889416e-05,-0.0001696887669988545,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.0047094312104297405,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
148,0,e86_trim20_seed_rank_3_s1.00_96893d4a,"Q2,S1,S2,S3",seed_rank,3,3,3,3,rawcorr_refine,trim20,1.0,-2.382255741384398e-05,-2.377977318501756e-05,-2.3777319102524785e-05,-8.559239389582807e-06,-8.544381473796214e-06,0.004709431210429738,539,250,-2.3793379724246222e-05,-2.3793379724246222e-05,-2.796907263591386e-05,-8.521390103877202e-06,-8.521390103877202e-06,-1.2586836257044709e-05,-2.9234925110976917e-05,-2.9234925110976917e-05,-2.796907263591386e-05,-3.3623823957884547e-05,-3.3623823957884547e-05,-2.796907263591386e-05,-3.3623823957884547e-05,-8.521390103877202e-06,3,3,147,-0.0001446183593349859,-4.5191411291889416e-05,-0.0001696887669988545,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.0047094312104297405,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
18,0,e86_mean_top_5_s1.00_7c8bff6a,"Q2,S1,S2,S3",top,5,5,5,5,rawcorr_refine,mean,1.0,-2.382255741384398e-05,-2.3777319102524785e-05,-2.377237818451672e-05,-8.588920001106892e-06,-8.559239389582807e-06,0.004706781939561243,539,250,-2.3785518624031e-05,-2.3785518624031e-05,-2.795452788251218e-05,-8.545482806932014e-06,-8.545482806932014e-06,-1.2589589465594742e-05,-2.9209125561258098e-05,-2.9209125561258098e-05,-2.795452788251218e-05,-3.360194750368084e-05,-3.360194750368084e-05,-2.795452788251218e-05,-3.360194750368084e-05,-8.545482806932014e-06,3,3,17,-0.0001455054766158148,-4.585759852804294e-05,-0.00017028419045544974,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004706781939561238,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
108,0,e86_mean_source_file_5_s1.00_7c8bff6a,"Q2,S1,S2,S3",source_file,5,5,5,5,rawcorr_refine,mean,1.0,-2.382255741384398e-05,-2.3777319102524785e-05,-2.377237818451672e-05,-8.588920001106892e-06,-8.559239389582807e-06,0.004706781939561243,539,250,-2.3785518624031e-05,-2.3785518624031e-05,-2.795452788251218e-05,-8.545482806932014e-06,-8.545482806932014e-06,-1.2589589465594742e-05,-2.9209125561258098e-05,-2.9209125561258098e-05,-2.795452788251218e-05,-3.360194750368084e-05,-3.360194750368084e-05,-2.795452788251218e-05,-3.360194750368084e-05,-8.545482806932014e-06,3,3,107,-0.0001455054766158148,-4.585759852804294e-05,-0.00017028419045544974,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004706781939561238,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
153,0,e86_mean_seed_rank_5_s1.00_7c8bff6a,"Q2,S1,S2,S3",seed_rank,5,5,5,5,rawcorr_refine,mean,1.0,-2.382255741384398e-05,-2.3777319102524785e-05,-2.377237818451672e-05,-8.588920001106892e-06,-8.559239389582807e-06,0.004706781939561243,539,250,-2.3785518624031e-05,-2.3785518624031e-05,-2.795452788251218e-05,-8.545482806932014e-06,-8.545482806932014e-06,-1.2589589465594742e-05,-2.9209125561258098e-05,-2.9209125561258098e-05,-2.795452788251218e-05,-3.360194750368084e-05,-3.360194750368084e-05,-2.795452788251218e-05,-3.360194750368084e-05,-8.545482806932014e-06,3,3,152,-0.0001455054766158148,-4.585759852804294e-05,-0.00017028419045544974,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004706781939561238,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
8,0,e86_median_top_3_s1.00_cd06934a,"Q2,S1,S2,S3",top,3,3,3,3,rawcorr_refine,median,1.0,-2.382255741384398e-05,-2.377977318501756e-05,-2.3777319102524785e-05,-8.559239389582807e-06,-8.544381473796214e-06,0.004706200200641642,539,250,-2.377999864522362e-05,-2.377999864522362e-05,-2.795197124239035e-05,-8.544857656223037e-06,-8.544857656223037e-06,-1.2582154763407516e-05,-2.919879456131369e-05,-2.919879456131369e-05,-2.795197124239035e-05,-3.359634371780107e-05,-3.359634371780107e-05,-2.795197124239035e-05,-3.359634371780107e-05,-8.544857656223037e-06,3,3,7,-0.00014619149993558845,-4.63809154385153e-05,-0.00017063415880830268,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004706200200641642,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
98,0,e86_median_source_file_3_s1.00_cd06934a,"Q2,S1,S2,S3",source_file,3,3,3,3,rawcorr_refine,median,1.0,-2.382255741384398e-05,-2.377977318501756e-05,-2.3777319102524785e-05,-8.559239389582807e-06,-8.544381473796214e-06,0.004706200200641642,539,250,-2.377999864522362e-05,-2.377999864522362e-05,-2.795197124239035e-05,-8.544857656223037e-06,-8.544857656223037e-06,-1.2582154763407516e-05,-2.919879456131369e-05,-2.919879456131369e-05,-2.795197124239035e-05,-3.359634371780107e-05,-3.359634371780107e-05,-2.795197124239035e-05,-3.359634371780107e-05,-8.544857656223037e-06,3,3,97,-0.00014619149993558845,-4.63809154385153e-05,-0.00017063415880830268,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004706200200641642,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
143,0,e86_median_seed_rank_3_s1.00_cd06934a,"Q2,S1,S2,S3",seed_rank,3,3,3,3,rawcorr_refine,median,1.0,-2.382255741384398e-05,-2.377977318501756e-05,-2.3777319102524785e-05,-8.559239389582807e-06,-8.544381473796214e-06,0.004706200200641642,539,250,-2.377999864522362e-05,-2.377999864522362e-05,-2.795197124239035e-05,-8.544857656223037e-06,-8.544857656223037e-06,-1.2582154763407516e-05,-2.919879456131369e-05,-2.919879456131369e-05,-2.795197124239035e-05,-3.359634371780107e-05,-3.359634371780107e-05,-2.795197124239035e-05,-3.359634371780107e-05,-8.544857656223037e-06,3,3,142,-0.00014619149993558845,-4.63809154385153e-05,-0.00017063415880830268,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.004706200200641642,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
968,0,e86_median_top_40_s1.00_87ade9ae,"S1,S2,S3",top,40,40,18,40,"gate,rawcorr_micro,rawcorr_refine",median,1.0,-2.387582191021309e-05,-2.3741259139453685e-05,-2.330452985388476e-05,-8.651093079792282e-06,-8.502202809679282e-06,0.00470584396293368,539,250,-2.3779262894652042e-05,-2.3779262894652042e-05,-2.7945664118012026e-05,-8.544746431304873e-06,-8.544746431304873e-06,-1.2579724238959145e-05,-2.919891133124075e-05,-2.919891133124075e-05,-2.7945664118012026e-05,-3.359413092129948e-05,-3.359413092129948e-05,-2.7945664118012026e-05,-3.359413092129948e-05,-8.544746431304873e-06,3,3,967,-0.0001459380607321037,-4.6204079889977656e-05,-0.0001705341860829268,0.0,-0.00043211959005300116,-0.00021605979502650058,-0.00037777562274270984,9.759021446267079e-05,0.6666666666666666,0.9444444444444444,True,0.00470584396293368,0.0039607842281650695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
