candidate_pool,pair_p90_negative,pair_majority,old_majority,old_p90_le_a2c8_known_gap,pair_probe_gate,pair_control_gate,pair_submit_gate,pair_selector_conflict,two_selector_majority,large_lowbad_movement,large_lowbad_two_selector,pairwise_models_order_pass,pairwise_models_tested
3800,0,52,3,1012,63,0,0,0,0,2505,0,33,36
