role,worlds,better_rate,min_delta,median_delta,max_delta,frontier_worlds
mixmin_0c916,28,0.9310344827586207,-0.010180034055743088,-0.0008066753908312799,0.00877411145962928,29
inverse7blend_1040,28,0.896551724137931,-0.003043018703943733,-0.00015896513239099352,0.002782114380002008,29
pair_sensor_1bb_s0p65,28,0.41379310344827586,-0.0024397280933956215,4.867606746484208e-05,0.0014848820015084135,29
pair_sensor_1bb,28,0.41379310344827586,-0.003704973591323904,0.00012334050230757975,0.0023328880931438437,29
pair_sensor_6b,28,0.3793103448275862,-0.004404079566127154,0.0001700187863227699,0.0028177427190922326,29
