candidate_id,basename,source_path,policy_id,target,view_id,split,rep,label_mode,gate_group,model,top_frac,delta_mode,scale,train_actual_delta,train_dominance,train_min_mode_dominance,test_selected_rows,test_delta_mean,test_delta_p90_abs,test_delta_l1,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,public_free_submission_ready,final_decision
Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1_tf50_centered_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1_tf50_centered_s050_3577ff3f.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1_tf50_centered_s050_3577ff3f.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1,Q3,raw_human_context,subject5,pc,strong35,dateblock5,lr_l1,0.5,centered,0.5,-0.024375984797601502,0.8645833333333334,0.625,125,0.0027286567685721893,0.04,3.717835807856953,too_small_to_submit,False,-0.00015572524749634344,-0.0002203372779228676,-4.838757270128962e-05,1.0,-0.006357339575762039,15,0.8666666666666667,0.06666666666666667,0.6666666666666666,0.0,False,too_small_to_submit
Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_raw_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_raw_s050_00923401.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_raw_s050_00923401.csv,Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,subject5,hgb_shallow,0.5,raw,0.5,-0.020096584652324223,0.8958333333333334,0.71875,125,0.0027200000000000006,0.04,5.0,too_small_to_submit,False,-0.00015111483244351054,-0.00021786529228999264,-3.833486307516751e-05,0.9411764705882353,-0.010186944954459431,15,0.3333333333333333,0.4,0.26666666666666666,0.0,False,too_small_to_submit
Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf35_raw_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf35_raw_s050_88246d9b.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf35_raw_s050_88246d9b.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,dateblock5,hgb_shallow,0.35,raw,0.5,-0.02439916679475762,0.96875,0.90625,88,0.0022400000000000002,0.04,3.5200000000000005,too_small_to_submit,False,-0.00011723486215267824,-0.00016718067636191868,-3.3653484029540527e-05,0.9705882352941176,-0.008093608845733707,15,0.26666666666666666,0.26666666666666666,0.3333333333333333,0.0,False,too_small_to_submit
Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_centered_s025_5fbb93fd.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_centered_s025_5fbb93fd.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,dateblock5,hgb_shallow,0.25,centered,0.25,-0.01989338557057352,0.9479166666666666,0.875,62,0.0013823646163470965,0.02,0.9744088459132261,too_small_to_submit,False,-5.56075963420436e-05,-7.257472325121865e-05,-2.9232434829798078e-05,1.0,-0.0034308273559525704,15,0.0,0.4666666666666667,0.26666666666666666,0.0,False,too_small_to_submit
Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1_tf50_centered_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1_tf50_centered_s025_ef7d491f.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1_tf50_centered_s025_ef7d491f.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1,Q3,raw_human_context,subject5,pc,strong35,dateblock5,lr_l1,0.5,centered,0.25,-0.024375984797601502,0.8645833333333334,0.625,125,0.0013643283842860946,0.02,1.8589179039284764,too_small_to_submit,False,-6.963115028681596e-05,-9.726160848908054e-05,-2.446351815340473e-05,1.0,-0.00317866978788095,15,0.0,0.13333333333333333,0.8,0.0,False,too_small_to_submit
Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_raw_s025_aaad99b3.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow_tf50_raw_s025_aaad99b3.csv,Q3_raw_human_context_subject5_pc_strong35_subject5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,subject5,hgb_shallow,0.5,raw,0.25,-0.020096584652324223,0.8958333333333334,0.71875,125,0.0013600000000000003,0.02,2.5,too_small_to_submit,False,-6.011193473394141e-05,-8.438974131956072e-05,-2.0026326565331483e-05,1.0,-0.0050934724772297435,15,0.0,0.13333333333333333,0.4666666666666667,0.0,False,too_small_to_submit
Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf35_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf35_raw_s025_4acef983.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf35_raw_s025_4acef983.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,dateblock5,hgb_shallow,0.35,raw,0.25,-0.02439916679475762,0.96875,0.90625,88,0.0011200000000000001,0.02,1.7600000000000002,too_small_to_submit,False,-5.30883633763464e-05,-7.476374888068235e-05,-1.720283578191082e-05,1.0,-0.004046804422866868,15,0.0,0.3333333333333333,0.3333333333333333,0.0,False,too_small_to_submit
Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_raw_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_raw_s050_16fa5d4e.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_raw_s050_16fa5d4e.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,dateblock5,hgb_shallow,0.25,raw,0.5,-0.01989338557057352,0.9479166666666666,0.875,62,0.0006399999999999997,0.04,2.48,too_small_to_submit,False,-4.484091114740976e-05,-7.119991818296086e-05,-1.8540984932177035e-06,0.9117647058823529,-0.004637326991083296,15,0.0,0.5333333333333333,0.13333333333333333,0.0,False,too_small_to_submit
Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_raw_s025_4ed0d068.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow_tf25_raw_s025_4ed0d068.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_hgb_shallow,Q3,raw_human_context,subject5,pc,strong35,dateblock5,hgb_shallow,0.25,raw,0.25,-0.01989338557057352,0.9479166666666666,0.875,62,0.00031999999999999986,0.02,1.24,too_small_to_submit,False,-2.051811831643976e-05,-3.2528848834590424e-05,-1.1393145111647819e-06,0.9411764705882353,-0.002318663495541662,15,0.0,0.6,0.3333333333333333,0.0,False,too_small_to_submit
Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1_tf50_raw_s025,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1_tf50_raw_s025_77b15632.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1_tf50_raw_s025_77b15632.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1,Q3,raw_human_context,subject5,pc,strong35,dateblock5,lr_l1,0.5,raw,0.25,-0.024375984797601502,0.8645833333333334,0.625,125,-0.0012,0.02,2.5,below_selector_resolution,False,9.679274259457328e-06,-1.1696322393448761e-05,4.47085523483791e-05,0.38235294117647056,-0.00027457429003474587,15,0.0,0.06666666666666667,0.5333333333333333,0.0,False,below_selector_resolution
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l2_tf50_raw_s025,submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l2_tf50_raw_s025_c9c5f463.csv,analysis_outputs/submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l2_tf50_raw_s025_c9c5f463.csv,Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l2,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,lr_l2,0.5,raw,0.25,-0.014861037583915992,0.9583333333333334,0.875,125,-0.00248,0.02,2.5,below_selector_resolution,False,6.705907619722004e-05,4.57542072968649e-05,8.413872220048583e-05,0.0,0.0018000958044839255,15,0.0,0.4,0.4,0.2,False,below_selector_resolution
Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1_tf50_raw_s050,submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1_tf50_raw_s050_d61c5c1d.csv,analysis_outputs/submission_e290_lifeplace_Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1_tf50_raw_s050_d61c5c1d.csv,Q3_raw_human_context_subject5_pc_strong35_dateblock5_lr_l1,Q3,raw_human_context,subject5,pc,strong35,dateblock5,lr_l1,0.5,raw,0.5,-0.024375984797601502,0.8645833333333334,0.625,125,-0.0024,0.04,5.0,too_small_to_submit,False,-1.2170616063245216e-05,-7.084708908003542e-05,8.863857327775194e-05,0.6470588235294118,-0.000549148580069575,15,0.0,0.2,0.6,0.0,False,too_small_to_submit
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_raw_s025,submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_raw_s025_49580099.csv,analysis_outputs/submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_raw_s025_49580099.csv,Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,lr_l1,0.7,raw,0.25,-0.015035196276591556,1.0,1.0,175,-0.0044,0.02,3.5,block_or_reject,False,0.00011866404157016092,8.288044585067704e-05,0.0001483125797103271,0.0,0.004385421228528419,15,0.0,0.5333333333333333,0.5333333333333333,0.2,False,block_or_reject
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l2_tf50_raw_s050,submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l2_tf50_raw_s050_f36736d0.csv,analysis_outputs/submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l2_tf50_raw_s050_f36736d0.csv,Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l2,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,lr_l2,0.5,raw,0.5,-0.014861037583915992,0.9583333333333334,0.875,125,-0.00496,0.04,5.0,block_or_reject,False,0.00010553918723301145,5.99691033476808e-05,0.00015699743821609013,0.029411764705882353,0.003600191608967823,15,0.0,0.3333333333333333,0.5333333333333333,0.2,False,block_or_reject
Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_raw_s050,submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_raw_s050_6f0bd0d8.csv,analysis_outputs/submission_e290_lifeplace_Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1_tf70_raw_s050_6f0bd0d8.csv,Q3_family_jepa_context_dateblock5_pc_strong35_dateblock5_lr_l1,Q3,family_jepa_context,dateblock5,pc,strong35,dateblock5,lr_l1,0.7,raw,0.5,-0.015035196276591556,1.0,1.0,175,-0.0088,0.04,7.0,block_or_reject,False,0.000204804065570313,0.00013573362395349824,0.000268878509881231,0.0,0.008770842457056754,15,0.0,0.4,0.26666666666666666,0.4,False,block_or_reject
