variant,target_set,row_mask,cell_mask,sign_mask,scale,targets,file,basename,changed_rows_vs_e247,changed_cells_vs_e247,move_l1,move_l2,row_entropy,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4,row_score_override
cell_abs_top80_q1q2s1,q1q2s1,all,abs_top80,both,1.0,"Q1,Q2,S1",analysis_outputs/submission_e349_lifestate_ablate_cell_abs_top80_q1q2s1_fc0f6d94.csv,submission_e349_lifestate_ablate_cell_abs_top80_q1q2s1_fc0f6d94.csv,239,422,4.3736004684662895,0.43549798493466135,0.816385887580039,2.2300852892024423,1.0247324999943386,0.0,1.1187826792695086,0.0,0.0,0.0,
cell_abs_top80_qonly,qonly,all,abs_top80,both,1.0,"Q1,Q2,Q3",analysis_outputs/submission_e349_lifestate_ablate_cell_abs_top80_qonly_a124ed16.csv,submission_e349_lifestate_ablate_cell_abs_top80_qonly_a124ed16.csv,191,235,3.4830997683403755,0.39726176827978055,0.7799972654030989,2.2300852892024423,1.0247324999943386,0.22828197914359444,0.0,0.0,0.0,0.0,
cell_negative_only_all,all,all,negative_only,negative_only,1.0,"Q1,Q2,Q3,S1,S2,S3,S4",analysis_outputs/submission_e349_lifestate_ablate_cell_negative_only_all_e21a5c22.csv,submission_e349_lifestate_ablate_cell_negative_only_all_e21a5c22.csv,214,448,3.7641244443927873,0.4104284063320531,0.7945156130926887,2.2235717695324237,1.0247324999943386,0.09689457812667146,0.3996477185865749,5.845390838032927e-11,0.019277878075433703,1.889088885320689e-11,
cell_negative_only_q1q2,q1q2,all,negative_only,negative_only,1.0,"Q1,Q2",analysis_outputs/submission_e349_lifestate_ablate_cell_negative_only_q1q2_f4ba4782.csv,submission_e349_lifestate_ablate_cell_negative_only_q1q2_f4ba4782.csv,141,167,3.2483042695267623,0.39040036489434826,0.7601488617897988,2.2235717695324237,1.0247324999943386,0.0,0.0,0.0,0.0,0.0,
cell_negative_only_q1q2q3s1,q1q2q3s1,all,negative_only,negative_only,1.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e349_lifestate_ablate_cell_negative_only_q1q2q3s1_20b77530.csv,submission_e349_lifestate_ablate_cell_negative_only_q1q2q3s1_20b77530.csv,180,269,3.744846566240009,0.4104218487860496,0.7909550198442743,2.2235717695324237,1.0247324999943386,0.09689457812667146,0.3996477185865749,0.0,0.0,0.0,
cell_negative_only_q1q2s1,q1q2s1,all,negative_only,negative_only,1.0,"Q1,Q2,S1",analysis_outputs/submission_e349_lifestate_ablate_cell_negative_only_q1q2s1_2f66137a.csv,submission_e349_lifestate_ablate_cell_negative_only_q1q2s1_2f66137a.csv,178,260,3.6479519881133373,0.40738580543409697,0.7868300806685797,2.2235717695324237,1.0247324999943386,0.0,0.3996477185865749,0.0,0.0,0.0,
cell_negative_only_qonly,qonly,all,negative_only,negative_only,1.0,"Q1,Q2,Q3",analysis_outputs/submission_e349_lifestate_ablate_cell_negative_only_qonly_668f9e30.csv,submission_e349_lifestate_ablate_cell_negative_only_qonly_668f9e30.csv,145,176,3.3451988476534336,0.39356745851430774,0.7649501868698023,2.2235717695324237,1.0247324999943386,0.09689457812667146,0.0,0.0,0.0,0.0,
cell_positive_only_all,all,all,positive_only,positive_only,1.0,"Q1,Q2,Q3,S1,S2,S3,S4",analysis_outputs/submission_e349_lifestate_ablate_cell_positive_only_all_358a94a9.csv,submission_e349_lifestate_ablate_cell_positive_only_all_358a94a9.csv,206,386,0.8747812808548434,0.16315963574779008,0.6346771107225484,0.00663579892203854,0.0,0.13138740103815655,0.7192551298476682,4.4685810607347776e-11,0.017502950978959618,2.3334889576176465e-11,
cell_positive_only_q1q2,q1q2,all,positive_only,positive_only,1.0,"Q1,Q2",analysis_outputs/submission_e349_lifestate_ablate_cell_positive_only_q1q2_308efc65.csv,submission_e349_lifestate_ablate_cell_positive_only_q1q2_308efc65.csv,83,83,0.00663579892203854,0.0009518307239705882,0.7320093172480256,0.00663579892203854,0.0,0.0,0.0,0.0,0.0,0.0,
cell_positive_only_q1q2q3s1,q1q2q3s1,all,positive_only,positive_only,1.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e349_lifestate_ablate_cell_positive_only_q1q2q3s1_b663e0cc.csv,submission_e349_lifestate_ablate_cell_positive_only_q1q2q3s1_b663e0cc.csv,176,241,0.8572783298078631,0.16314400241176824,0.6185337894434263,0.00663579892203854,0.0,0.13138740103815655,0.7192551298476682,0.0,0.0,0.0,
cell_positive_only_q1q2s1,q1q2s1,all,positive_only,positive_only,1.0,"Q1,Q2,S1",analysis_outputs/submission_e349_lifestate_ablate_cell_positive_only_q1q2s1_7653f4e6.csv,submission_e349_lifestate_ablate_cell_positive_only_q1q2s1_7653f4e6.csv,168,217,0.7258909287697066,0.1539327852725735,0.585948533666849,0.00663579892203854,0.0,0.0,0.7192551298476682,0.0,0.0,0.0,
cell_positive_only_qonly,qonly,all,positive_only,positive_only,1.0,"Q1,Q2,Q3",analysis_outputs/submission_e349_lifestate_ablate_cell_positive_only_qonly_a7636414.csv,submission_e349_lifestate_ablate_cell_positive_only_qonly_a7636414.csv,101,107,0.13802319996019508,0.054051541355320504,0.39301001566524435,0.00663579892203854,0.0,0.13138740103815655,0.0,0.0,0.0,0.0,
movement_abs_top40_all_s0.90,all,abs_top40,all,both,0.9,"Q1,Q2,Q3,S1,S2,S3,S4",analysis_outputs/submission_e349_lifestate_ablate_movement_abs_top40_all_s0_90_3303d4d1.csv,submission_e349_lifestate_ablate_movement_abs_top40_all_s0_90_3303d4d1.csv,100,360,4.0955050117235805,0.39709997642636596,0.8180361075705957,1.9986707568566089,0.9222592500215911,0.1876302411088867,0.9735070667449641,7.603509384612739e-11,0.013437696856276934,5.921798051922167e-11,movement
movement_abs_top40_q1q2s1_s0.90,q1q2s1,abs_top40,all,both,0.9,"Q1,Q2,S1",analysis_outputs/submission_e349_lifestate_ablate_movement_abs_top40_q1q2s1_s0_90_0b51c213.csv,submission_e349_lifestate_ablate_movement_abs_top40_q1q2s1_s0_90_0b51c213.csv,100,222,3.894437073623164,0.3917063455429419,0.8079263686713011,1.9986707568566089,0.9222592500215911,0.0,0.9735070667449641,0.0,0.0,0.0,movement
movement_abs_top40_qonly_s0.90,qonly,abs_top40,all,both,0.9,"Q1,Q2,Q3",analysis_outputs/submission_e349_lifestate_ablate_movement_abs_top40_qonly_s0_90_932cb58b.csv,submission_e349_lifestate_ablate_movement_abs_top40_qonly_s0_90_932cb58b.csv,99,140,3.1085602479870866,0.3573571379179548,0.7737087077926584,1.9986707568566089,0.9222592500215911,0.1876302411088867,0.0,0.0,0.0,0.0,movement
movement_abs_top60_all_s0.90,all,abs_top60,all,both,0.9,"Q1,Q2,Q3,S1,S2,S3,S4",analysis_outputs/submission_e349_lifestate_ablate_movement_abs_top60_all_s0_90_f7d8ac30.csv,submission_e349_lifestate_ablate_movement_abs_top60_all_s0_90_f7d8ac30.csv,150,513,4.157485182783686,0.3975006856271864,0.8278873046374894,2.0031182427584766,0.9222592500436828,0.20545378129380312,1.0004351591166014,1.0650341546181165e-10,0.026218749379872713,8.474597878917885e-11,movement
movement_abs_top60_q1q2s1_s0.90,q1q2s1,abs_top60,all,both,0.9,"Q1,Q2,S1",analysis_outputs/submission_e349_lifestate_ablate_movement_abs_top60_q1q2s1_s0_90_3151d4ef.csv,submission_e349_lifestate_ablate_movement_abs_top60_q1q2s1_s0_90_3151d4ef.csv,150,310,3.9258126519187604,0.3919467051310037,0.8131203026674522,2.0031182427584766,0.9222592500436828,0.0,1.0004351591166014,0.0,0.0,0.0,movement
movement_abs_top60_qonly_s0.90,qonly,abs_top60,all,both,0.9,"Q1,Q2,Q3",analysis_outputs/submission_e349_lifestate_ablate_movement_abs_top60_qonly_s0_90_7e7267ee.csv,submission_e349_lifestate_ablate_movement_abs_top60_qonly_s0_90_7e7267ee.csv,148,191,3.1308312740959625,0.3575350509598633,0.778341541589942,2.0031182427584766,0.9222592500436828,0.20545378129380312,0.0,0.0,0.0,0.0,movement
q1state_abs_top40_all_s0.90,all,abs_top40,all,both,0.9,"Q1,Q2,Q3,S1,S2,S3,S4",analysis_outputs/submission_e349_lifestate_ablate_q1state_abs_top40_all_s0_90_32133ee3.csv,submission_e349_lifestate_ablate_q1state_abs_top40_all_s0_90_32133ee3.csv,100,325,2.8810801291175436,0.34797224043768543,0.7389897302284388,1.9988938715930227,0.38713950003162995,0.09122149872842902,0.391397627251274,7.780725126693701e-11,0.012427631377728777,5.765213911736872e-11,q1state
q1state_abs_top40_q1q2s1_s0.90,q1q2s1,abs_top40,all,both,0.9,"Q1,Q2,S1",analysis_outputs/submission_e349_lifestate_ablate_q1state_abs_top40_q1q2s1_s0_90_68003e9d.csv,submission_e349_lifestate_ablate_q1state_abs_top40_q1q2s1_s0_90_68003e9d.csv,99,192,2.7774309988759263,0.34465850578427176,0.7301583530787792,1.9988938715930227,0.38713950003162995,0.0,0.391397627251274,0.0,0.0,0.0,q1state
q1state_abs_top40_qonly_s0.90,qonly,abs_top40,all,both,0.9,"Q1,Q2,Q3",analysis_outputs/submission_e349_lifestate_ablate_q1state_abs_top40_qonly_s0_90_3fe69488.csv,submission_e349_lifestate_ablate_q1state_abs_top40_qonly_s0_90_3fe69488.csv,97,111,2.4772548703530815,0.3314637088550402,0.7147060332513858,1.9988938715930227,0.38713950003162995,0.09122149872842902,0.0,0.0,0.0,0.0,q1state
q1state_abs_top60_all_s0.90,all,abs_top60,all,both,0.9,"Q1,Q2,Q3,S1,S2,S3,S4",analysis_outputs/submission_e349_lifestate_ablate_q1state_abs_top60_all_s0_90_c7c550b1.csv,submission_e349_lifestate_ablate_q1state_abs_top60_all_s0_90_c7c550b1.csv,150,483,3.283493317877587,0.3636564732898018,0.7759140012488451,2.0012225705233586,0.5356395000479508,0.13658002470032782,0.5911222879484914,1.1559895228552275e-10,0.018928934455726465,8.613283192151351e-11,q1state
q1state_abs_top60_q1q2s1_s0.90,q1q2s1,abs_top60,all,both,0.9,"Q1,Q2,S1",analysis_outputs/submission_e349_lifestate_ablate_q1state_abs_top60_q1q2s1_s0_90_90a372f0.csv,submission_e349_lifestate_ablate_q1state_abs_top60_q1q2s1_s0_90_90a372f0.csv,149,287,3.127984358519801,0.3594757574911016,0.7630886699822919,2.0012225705233586,0.5356395000479508,0.0,0.5911222879484914,0.0,0.0,0.0,q1state
q1state_abs_top60_qonly_s0.90,qonly,abs_top60,all,both,0.9,"Q1,Q2,Q3",analysis_outputs/submission_e349_lifestate_ablate_q1state_abs_top60_qonly_s0_90_14fd043c.csv,submission_e349_lifestate_ablate_q1state_abs_top60_qonly_s0_90_14fd043c.csv,145,165,2.6734420952716373,0.3391242820244955,0.7358596761400867,2.0012225705233586,0.5356395000479508,0.13658002470032782,0.0,0.0,0.0,0.0,q1state
row_abs_top25_all,all,abs_top25,all,both,1.0,"Q1,Q2,Q3,S1,S2,S3,S4",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top25_all_219c81fa.csv,submission_e349_lifestate_ablate_row_abs_top25_all_219c81fa.csv,63,213,2.280726966388623,0.3456725320196741,0.6473026020951405,1.624358216851649,0.2651550000233307,0.09895800781628639,0.2841658375486197,5.711256814699972e-11,0.008089904050323681,4.130088957464417e-11,
row_abs_top25_q1,q1,abs_top25,all,both,1.0,Q1,analysis_outputs/submission_e349_lifestate_ablate_row_abs_top25_q1_735c25df.csv,submission_e349_lifestate_ablate_row_abs_top25_q1_735c25df.csv,53,53,1.624358216851649,0.31477224655719527,0.6017552205091777,1.624358216851649,0.0,0.0,0.0,0.0,0.0,0.0,
row_abs_top25_q1q2,q1q2,abs_top25,all,both,1.0,"Q1,Q2",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top25_q1q2_303f90c2.csv,submission_e349_lifestate_ablate_row_abs_top25_q1q2_303f90c2.csv,56,63,1.88951321687498,0.3283203225741452,0.6131727997721148,1.624358216851649,0.2651550000233307,0.0,0.0,0.0,0.0,0.0,
row_abs_top25_q1q2q3s1,q1q2q3s1,abs_top25,all,both,1.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top25_q1q2q3s1_f09ca77a.csv,submission_e349_lifestate_ablate_row_abs_top25_q1q2q3s1_f09ca77a.csv,62,129,2.2726370622398857,0.34566965325324694,0.645718721988524,1.624358216851649,0.2651550000233307,0.09895800781628639,0.2841658375486197,0.0,0.0,0.0,
row_abs_top25_q1q2s1,q1q2s1,abs_top25,all,both,1.0,"Q1,Q2,S1",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top25_q1q2s1_110ebd5b.csv,submission_e349_lifestate_ablate_row_abs_top25_q1q2s1_110ebd5b.csv,62,119,2.1736790544235993,0.34155725430210443,0.6350336234478899,1.624358216851649,0.2651550000233307,0.0,0.2841658375486197,0.0,0.0,0.0,
row_abs_top25_qonly,qonly,abs_top25,all,both,1.0,"Q1,Q2,Q3",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top25_qonly_b55deaa9.csv,submission_e349_lifestate_ablate_row_abs_top25_qonly_b55deaa9.csv,60,73,1.9884712246912661,0.33259643027100927,0.6252950749038642,1.624358216851649,0.2651550000233307,0.09895800781628639,0.0,0.0,0.0,0.0,
row_abs_top40_all,all,abs_top40,all,both,1.0,"Q1,Q2,Q3,S1,S2,S3,S4",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top40_all_fb777674.csv,submission_e349_lifestate_ablate_row_abs_top40_all_fb777674.csv,100,340,3.201200143463937,0.38663582270853936,0.7389897302284388,2.2209931906589144,0.43015500003514434,0.10135722080936557,0.4348862525014156,8.645250140770777e-11,0.01380847930858753,6.405793235263191e-11,
row_abs_top40_q1,q1,abs_top40,all,both,1.0,Q1,analysis_outputs/submission_e349_lifestate_ablate_row_abs_top40_q1_4e470f58.csv,submission_e349_lifestate_ablate_row_abs_top40_q1_4e470f58.csv,88,88,2.220993190658914,0.34445923676908324,0.6874919785688586,2.2209931906589144,0.0,0.0,0.0,0.0,0.0,0.0,
row_abs_top40_q1q2,q1q2,abs_top40,all,both,1.0,"Q1,Q2",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top40_q1q2_1958abcf.csv,submission_e349_lifestate_ablate_row_abs_top40_q1q2_1958abcf.csv,92,103,2.6511481906940584,0.36443083405213206,0.7064515695832759,2.2209931906589144,0.43015500003514434,0.0,0.0,0.0,0.0,0.0,
row_abs_top40_q1q2q3s1,q1q2q3s1,abs_top40,all,both,1.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top40_q1q2q3s1_474dd04c.csv,submission_e349_lifestate_ablate_row_abs_top40_q1q2q3s1_474dd04c.csv,99,209,3.1873916640048394,0.38663108285014647,0.7373517404403402,2.2209931906589144,0.43015500003514434,0.10135722080936557,0.4348862525014156,0.0,0.0,0.0,
row_abs_top40_q1q2s1,q1q2s1,abs_top40,all,both,1.0,"Q1,Q2,S1",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top40_q1q2s1_9fcc6000.csv,submission_e349_lifestate_ablate_row_abs_top40_q1q2s1_9fcc6000.csv,99,193,3.086034443195474,0.38295389531585744,0.7301583530787792,2.2209931906589144,0.43015500003514434,0.0,0.4348862525014156,0.0,0.0,0.0,
row_abs_top40_qonly,qonly,abs_top40,all,both,1.0,"Q1,Q2,Q3",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top40_qonly_2ee0353f.csv,submission_e349_lifestate_ablate_row_abs_top40_qonly_2ee0353f.csv,97,119,2.7525054115034235,0.3682930098389334,0.7147060332513858,2.2209931906589144,0.43015500003514434,0.10135722080936557,0.0,0.0,0.0,0.0,
row_abs_top60_all,all,abs_top60,all,both,1.0,"Q1,Q2,Q3,S1,S2,S3,S4",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top60_all_1f9e5680.csv,submission_e349_lifestate_ablate_row_abs_top60_all_1f9e5680.csv,150,507,3.648325908752874,0.40406274809977966,0.7759140012488451,2.2235806339148425,0.5951550000532787,0.15175558300036424,0.6568025421649905,1.284432803172475e-10,0.02103214939525163,9.570314657945944e-11,
row_abs_top60_q1,q1,abs_top60,all,both,1.0,Q1,analysis_outputs/submission_e349_lifestate_ablate_row_abs_top60_q1_a1424b52.csv,submission_e349_lifestate_ablate_row_abs_top60_q1_a1424b52.csv,131,131,2.2235806339148425,0.3444597378818274,0.6889977491170862,2.2235806339148425,0.0,0.0,0.0,0.0,0.0,0.0,
row_abs_top60_q1q2,q1q2,abs_top60,all,both,1.0,"Q1,Q2",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top60_q1q2_e88844d5.csv,submission_e349_lifestate_ablate_row_abs_top60_q1q2_e88844d5.csv,139,151,2.8187356339681213,0.3718268118813925,0.7235306729794541,2.2235806339148425,0.5951550000532787,0.0,0.0,0.0,0.0,0.0,
row_abs_top60_q1q2q3s1,q1q2q3s1,abs_top60,all,both,1.0,"Q1,Q2,Q3,S1",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top60_q1q2q3s1_180c6fe1.csv,submission_e349_lifestate_ablate_row_abs_top60_q1q2q3s1_180c6fe1.csv,149,311,3.627293759133476,0.4040556810959483,0.773021365808129,2.2235806339148425,0.5951550000532787,0.15175558300036424,0.6568025421649905,0.0,0.0,0.0,
row_abs_top60_q1q2s1,q1q2s1,abs_top60,all,both,1.0,"Q1,Q2,S1",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top60_q1q2s1_d9f0279d.csv,submission_e349_lifestate_ablate_row_abs_top60_q1q2s1_d9f0279d.csv,149,288,3.475538176133112,0.3994175083234462,0.7630886699822919,2.2235806339148425,0.5951550000532787,0.0,0.6568025421649905,0.0,0.0,0.0,
row_abs_top60_qonly,qonly,abs_top60,all,both,1.0,"Q1,Q2,Q3",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top60_qonly_a657f699.csv,submission_e349_lifestate_ablate_row_abs_top60_qonly_a657f699.csv,146,174,2.970491216968486,0.376804757804995,0.7358596761400867,2.2235806339148425,0.5951550000532787,0.15175558300036424,0.0,0.0,0.0,0.0,
row_abs_top80_all,all,abs_top80,all,both,1.0,"Q1,Q2,Q3,S1,S2,S3,S4",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top80_all_069ec651.csv,submission_e349_lifestate_ablate_row_abs_top80_all_069ec651.csv,200,676,4.235273374951947,0.42679088927621806,0.8132705717428405,2.2269274027652717,0.8267325000754018,0.21260329560837105,0.9401281136212822,1.6838186053802495e-10,0.02888206258892677,1.2431155388924198e-10,
row_abs_top80_q1,q1,abs_top80,all,both,1.0,Q1,analysis_outputs/submission_e349_lifestate_ablate_row_abs_top80_q1_859c0b06.csv,submission_e349_lifestate_ablate_row_abs_top80_q1_859c0b06.csv,174,174,2.2269274027652717,0.344460357641303,0.6909329372204565,2.2269274027652717,0.0,0.0,0.0,0.0,0.0,0.0,
row_abs_top80_q1q2,q1q2,abs_top80,all,both,1.0,"Q1,Q2",analysis_outputs/submission_e349_lifestate_ablate_row_abs_top80_q1q2_b8f456ff.csv,submission_e349_lifestate_ablate_row_abs_top80_q1q2_b8f456ff.csv,186,202,3.053659902840674,0.38194101443136563,0.7454773035647625,2.2269274027652717,0.8267325000754018,0.0,0.0,0.0,0.0,0.0,
