basename,source_path,candidate_id,action,fraction,rule_family,rule_note,row_idx_list,row_count,e247_overlap,e256_overlap,e284_overlap,mean_smooth_gain,sum_smooth_gain,mean_amp,mean_app_state,mean_app_story,mean_state_amp_z
submission_e285_e247resid_add_e284_extra_top8_f0p5_f6f43df3.csv,analysis_outputs/submission_e285_e247resid_add_e284_extra_top8_f0p5_f6f43df3.csv,add_e284_extra_top8_f0p5,add,0.5,membership_control,old-law E284 extra cells outside E247,1 8 15 53 119 121 171 195,8,0,0,8,-0.06958933471478032,-0.5567146777182426,0.065354521864664,0.12900139926082876,0.05174784204346694,-0.2855236564783425
submission_e285_e247resid_add_e284_extra_top8_f1p0_35ca5317.csv,analysis_outputs/submission_e285_e247resid_add_e284_extra_top8_f1p0_35ca5317.csv,add_e284_extra_top8_f1p0,add,1.0,membership_control,old-law E284 extra cells outside E247,1 8 15 53 119 121 171 195,8,0,0,8,-0.06958933471478032,-0.5567146777182426,0.065354521864664,0.12900139926082876,0.05174784204346694,-0.2855236564783425
submission_e285_e247resid_undo_high_state_top3_f0p25_eb1d06a4.csv,analysis_outputs/submission_e285_e247resid_undo_high_state_top3_f0p25_eb1d06a4.csv,undo_high_state_top3_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with high predicted routine-fragmentation state,109 116 237,3,3,3,3,0.0811882852527427,0.2435648557582281,0.0811882852527427,1.37494243296008,1.0709650728955677,2.0787197736987504
submission_e285_e247resid_undo_high_state_top3_f0p5_23dc1c13.csv,analysis_outputs/submission_e285_e247resid_undo_high_state_top3_f0p5_23dc1c13.csv,undo_high_state_top3_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with high predicted routine-fragmentation state,109 116 237,3,3,3,3,0.0811882852527427,0.2435648557582281,0.0811882852527427,1.37494243296008,1.0709650728955677,2.0787197736987504
submission_e285_e247resid_undo_high_state_top5_f0p25_d3a67ee0.csv,analysis_outputs/submission_e285_e247resid_undo_high_state_top5_f0p25_d3a67ee0.csv,undo_high_state_top5_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with high predicted routine-fragmentation state,77 109 116 150 237,5,5,4,3,0.11173820950554161,0.558691047527708,0.0802255903285936,1.2659346111727572,1.105167058894971,1.8853948232745588
submission_e285_e247resid_undo_high_state_top5_f0p5_b2991754.csv,analysis_outputs/submission_e285_e247resid_undo_high_state_top5_f0p5_b2991754.csv,undo_high_state_top5_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with high predicted routine-fragmentation state,77 109 116 150 237,5,5,4,3,0.11173820950554161,0.558691047527708,0.0802255903285936,1.2659346111727572,1.105167058894971,1.8853948232745588
submission_e285_e247resid_undo_high_state_top8_f0p25_90845e6d.csv,analysis_outputs/submission_e285_e247resid_undo_high_state_top8_f0p25_90845e6d.csv,undo_high_state_top8_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with high predicted routine-fragmentation state,77 90 105 109 116 150 162 237,8,8,5,4,0.10140369286577738,0.8112295429262191,0.07121463145812688,1.0792018024847048,1.322053493523806,1.3889444115096663
submission_e285_e247resid_undo_high_state_top8_f0p5_671bcce7.csv,analysis_outputs/submission_e285_e247resid_undo_high_state_top8_f0p5_671bcce7.csv,undo_high_state_top8_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with high predicted routine-fragmentation state,77 90 105 109 116 150 162 237,8,8,5,4,0.10140369286577738,0.8112295429262191,0.07121463145812688,1.0792018024847048,1.322053493523806,1.3889444115096663
submission_e285_e247resid_undo_low_state_top3_f0p25_8968209c.csv,analysis_outputs/submission_e285_e247resid_undo_low_state_top3_f0p25_8968209c.csv,undo_low_state_top3_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with low predicted routine-fragmentation state,108 166 222,3,3,2,1,0.0716636724211037,0.2149910172633111,0.0615381566905589,-1.384188036448197,-1.1948292404191185,-1.4832025121416361
submission_e285_e247resid_undo_low_state_top3_f0p5_3818484d.csv,analysis_outputs/submission_e285_e247resid_undo_low_state_top3_f0p5_3818484d.csv,undo_low_state_top3_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with low predicted routine-fragmentation state,108 166 222,3,3,2,1,0.0716636724211037,0.2149910172633111,0.0615381566905589,-1.384188036448197,-1.1948292404191185,-1.4832025121416361
submission_e285_e247resid_undo_low_state_top5_f0p25_e7b68633.csv,analysis_outputs/submission_e285_e247resid_undo_low_state_top5_f0p25_e7b68633.csv,undo_low_state_top5_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with low predicted routine-fragmentation state,108 160 166 212 222,5,5,4,1,0.10333516306262272,0.5166758153131136,0.060921525993011164,-1.198311367966999,-1.0967947405467078,-1.2743630483301402
submission_e285_e247resid_undo_low_state_top5_f0p5_e33fefdb.csv,analysis_outputs/submission_e285_e247resid_undo_low_state_top5_f0p5_e33fefdb.csv,undo_low_state_top5_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with low predicted routine-fragmentation state,108 160 166 212 222,5,5,4,1,0.10333516306262272,0.5166758153131136,0.060921525993011164,-1.198311367966999,-1.0967947405467078,-1.2743630483301402
submission_e285_e247resid_undo_low_state_top8_f0p25_413a990f.csv,analysis_outputs/submission_e285_e247resid_undo_low_state_top8_f0p25_413a990f.csv,undo_low_state_top8_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with low predicted routine-fragmentation state,52 108 160 166 196 212 222 236,8,8,7,2,0.11329241339478768,0.9063393071583015,0.06702467877657695,-0.8855197992230815,-1.0909542370570025,-1.0680589463649937
submission_e285_e247resid_undo_low_state_top8_f0p5_4d66a24d.csv,analysis_outputs/submission_e285_e247resid_undo_low_state_top8_f0p5_4d66a24d.csv,undo_low_state_top8_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with low predicted routine-fragmentation state,52 108 160 166 196 212 222 236,8,8,7,2,0.11329241339478768,0.9063393071583015,0.06702467877657695,-0.8855197992230815,-1.0909542370570025,-1.0680589463649937
submission_e285_e247resid_undo_high_story_top3_f0p25_476b9ada.csv,analysis_outputs/submission_e285_e247resid_undo_high_story_top3_f0p25_476b9ada.csv,undo_high_story_top3_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with high raw app-entropy story score,90 105 162,3,3,1,1,0.08417949846617033,0.252538495398511,0.05619636667401567,0.767980454671284,1.6835308845718646,0.5615270585681781
submission_e285_e247resid_undo_high_story_top3_f0p5_af7a92f1.csv,analysis_outputs/submission_e285_e247resid_undo_high_story_top3_f0p5_af7a92f1.csv,undo_high_story_top3_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with high raw app-entropy story score,90 105 162,3,3,1,1,0.08417949846617033,0.252538495398511,0.05619636667401567,0.767980454671284,1.6835308845718646,0.5615270585681781
submission_e285_e247resid_undo_high_story_top5_f0p25_35ddc8bb.csv,analysis_outputs/submission_e285_e247resid_undo_high_story_top5_f0p25_35ddc8bb.csv,undo_high_story_top5_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with high raw app-entropy story score,90 105 116 162 164,5,5,3,3,0.07692204689276717,0.38461023446383585,0.060132167817474436,0.8572846123493024,1.5111257128152729,0.6978832143829986
submission_e285_e247resid_undo_high_story_top5_f0p5_025a4021.csv,analysis_outputs/submission_e285_e247resid_undo_high_story_top5_f0p5_025a4021.csv,undo_high_story_top5_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with high raw app-entropy story score,90 105 116 162 164,5,5,3,3,0.07692204689276717,0.38461023446383585,0.060132167817474436,0.8572846123493024,1.5111257128152729,0.6978832143829986
submission_e285_e247resid_undo_high_story_top8_f0p25_245d6def.csv,analysis_outputs/submission_e285_e247resid_undo_high_story_top8_f0p25_245d6def.csv,undo_high_story_top8_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with high raw app-entropy story score,77 90 105 109 116 150 162 164,8,8,5,4,0.0948515504269518,0.7588124034156144,0.06466248901930134,0.9957894684737879,1.372048372940091,0.9859207185256633
submission_e285_e247resid_undo_high_story_top8_f0p5_eb37f3cd.csv,analysis_outputs/submission_e285_e247resid_undo_high_story_top8_f0p5_eb37f3cd.csv,undo_high_story_top8_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with high raw app-entropy story score,77 90 105 109 116 150 162 164,8,8,5,4,0.0948515504269518,0.7588124034156144,0.06466248901930134,0.9957894684737879,1.372048372940091,0.9859207185256633
submission_e285_e247resid_undo_high_stateamp_top3_f0p25_702b59b8.csv,analysis_outputs/submission_e285_e247resid_undo_high_stateamp_top3_f0p25_702b59b8.csv,undo_high_stateamp_top3_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with high app-state by rollback-amplitude interaction,150 235 237,3,3,3,2,0.17126895461652292,0.5138068638495688,0.127671992527256,0.955429028630378,0.973264656124328,3.0399689289610747
submission_e285_e247resid_undo_high_stateamp_top3_f0p5_5b08f594.csv,analysis_outputs/submission_e285_e247resid_undo_high_stateamp_top3_f0p5_5b08f594.csv,undo_high_stateamp_top3_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with high app-state by rollback-amplitude interaction,150 235 237,3,3,3,2,0.17126895461652292,0.5138068638495688,0.127671992527256,0.955429028630378,0.973264656124328,3.0399689289610747
submission_e285_e247resid_undo_high_stateamp_top5_f0p25_39b99328.csv,analysis_outputs/submission_e285_e247resid_undo_high_stateamp_top5_f0p25_39b99328.csv,undo_high_stateamp_top5_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with high app-state by rollback-amplitude interaction,105 109 150 235 237,5,5,5,3,0.1315045091354901,0.6575225456774505,0.10534633188192995,1.0532400250030798,1.1473269348802204,2.3737971946866034
submission_e285_e247resid_undo_high_stateamp_top5_f0p5_7fd29e6d.csv,analysis_outputs/submission_e285_e247resid_undo_high_stateamp_top5_f0p5_7fd29e6d.csv,undo_high_stateamp_top5_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with high app-state by rollback-amplitude interaction,105 109 150 235 237,5,5,5,3,0.1315045091354901,0.6575225456774505,0.10534633188192995,1.0532400250030798,1.1473269348802204,2.3737971946866034
submission_e285_e247resid_undo_high_stateamp_top8_f0p25_36952c9e.csv,analysis_outputs/submission_e285_e247resid_undo_high_stateamp_top8_f0p25_36952c9e.csv,undo_high_stateamp_top8_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with high app-state by rollback-amplitude interaction,105 109 116 150 164 230 235 237,8,8,8,6,0.10863296641756631,0.8690637313405305,0.09228410563409126,0.9556932435674252,1.080455833043671,1.770625231918221
submission_e285_e247resid_undo_high_stateamp_top8_f0p5_11274e2b.csv,analysis_outputs/submission_e285_e247resid_undo_high_stateamp_top8_f0p5_11274e2b.csv,undo_high_stateamp_top8_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with high app-state by rollback-amplitude interaction,105 109 116 150 164 230 235 237,8,8,8,6,0.10863296641756631,0.8690637313405305,0.09228410563409126,0.9556932435674252,1.080455833043671,1.770625231918221
submission_e285_e247resid_undo_high_amp_top3_f0p25_033e14fb.csv,analysis_outputs/submission_e285_e247resid_undo_high_amp_top3_f0p25_033e14fb.csv,undo_high_amp_top3_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with large rollback amplitude,150 223 235,3,3,3,2,0.18436903736877389,0.5531071121063217,0.140772075279507,0.5879448447387144,0.07787537398639004,1.7961200813739138
submission_e285_e247resid_undo_high_amp_top3_f0p5_e261cc2f.csv,analysis_outputs/submission_e285_e247resid_undo_high_amp_top3_f0p5_e261cc2f.csv,undo_high_amp_top3_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with large rollback amplitude,150 223 235,3,3,3,2,0.18436903736877389,0.5531071121063217,0.140772075279507,0.5879448447387144,0.07787537398639004,1.7961200813739138
submission_e285_e247resid_undo_high_amp_top5_f0p25_976645a4.csv,analysis_outputs/submission_e285_e247resid_undo_high_amp_top5_f0p25_976645a4.csv,undo_high_amp_top5_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with large rollback amplitude,150 158 223 235 237,5,5,5,4,0.1531973011184906,0.765986505592453,0.1270391238649304,0.6200800668444005,0.2658017511363927,1.8560849836052238
submission_e285_e247resid_undo_high_amp_top5_f0p5_455e94c7.csv,analysis_outputs/submission_e285_e247resid_undo_high_amp_top5_f0p5_455e94c7.csv,undo_high_amp_top5_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with large rollback amplitude,150 158 223 235 237,5,5,5,4,0.1531973011184906,0.765986505592453,0.1270391238649304,0.6200800668444005,0.2658017511363927,1.8560849836052238
submission_e285_e247resid_undo_high_amp_top8_f0p25_4d67bd62.csv,analysis_outputs/submission_e285_e247resid_undo_high_amp_top8_f0p25_4d67bd62.csv,undo_high_amp_top8_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with large rollback amplitude,51 105 150 158 222 223 235 237,8,8,8,5,0.13879890513252213,1.110391241060177,0.11165717449616389,0.3139978904945723,0.16137331484779446,0.9324445164174278
submission_e285_e247resid_undo_high_amp_top8_f0p5_b61d80d8.csv,analysis_outputs/submission_e285_e247resid_undo_high_amp_top8_f0p5_b61d80d8.csv,undo_high_amp_top8_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with large rollback amplitude,51 105 150 158 222 223 235 237,8,8,8,5,0.13879890513252213,1.110391241060177,0.11165717449616389,0.3139978904945723,0.16137331484779446,0.9324445164174278
submission_e285_e247resid_undo_low_smooth_top3_f0p25_5ce11742.csv,analysis_outputs/submission_e285_e247resid_undo_low_smooth_top3_f0p25_5ce11742.csv,undo_low_smooth_top3_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with weak feature-NN1 smoothing gain,65 77 103,3,3,0,1,0.052220469434106666,0.15666140830232,0.03482120987354213,0.5077319898032837,0.5590207218461443,-0.06547416081651361
submission_e285_e247resid_undo_low_smooth_top3_f0p5_781451e1.csv,analysis_outputs/submission_e285_e247resid_undo_low_smooth_top3_f0p5_781451e1.csv,undo_low_smooth_top3_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with weak feature-NN1 smoothing gain,65 77 103,3,3,0,1,0.052220469434106666,0.15666140830232,0.03482120987354213,0.5077319898032837,0.5590207218461443,-0.06547416081651361
submission_e285_e247resid_undo_low_smooth_top5_f0p25_3b944a13.csv,analysis_outputs/submission_e285_e247resid_undo_low_smooth_top5_f0p25_3b944a13.csv,undo_low_smooth_top5_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with weak feature-NN1 smoothing gain,65 77 90 103 109,5,5,1,3,0.054632108827864435,0.27316054413932217,0.03845023722605536,0.7519043025633421,0.9092631679271754,0.15803139038126868
submission_e285_e247resid_undo_low_smooth_top5_f0p5_efa9fb51.csv,analysis_outputs/submission_e285_e247resid_undo_low_smooth_top5_f0p5_efa9fb51.csv,undo_low_smooth_top5_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with weak feature-NN1 smoothing gain,65 77 90 103 109,5,5,1,3,0.054632108827864435,0.27316054413932217,0.03845023722605536,0.7519043025633421,0.9092631679271754,0.15803139038126868
submission_e285_e247resid_undo_low_smooth_top8_f0p25_d02262b4.csv,analysis_outputs/submission_e285_e247resid_undo_low_smooth_top8_f0p25_d02262b4.csv,undo_low_smooth_top8_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with weak feature-NN1 smoothing gain,65 77 90 103 108 109 116 231,8,8,3,5,0.05660313943967718,0.45282511551741744,0.04269240128959222,0.5013960308483133,0.5616365378180583,0.2915359597429818
submission_e285_e247resid_undo_low_smooth_top8_f0p5_d7fa9cbc.csv,analysis_outputs/submission_e285_e247resid_undo_low_smooth_top8_f0p5_d7fa9cbc.csv,undo_low_smooth_top8_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with weak feature-NN1 smoothing gain,65 77 90 103 108 109 116 231,8,8,3,5,0.05660313943967718,0.45282511551741744,0.04269240128959222,0.5013960308483133,0.5616365378180583,0.2915359597429818
submission_e285_e247resid_undo_high_e284_oldlaw_top3_f0p25_16fd395c.csv,analysis_outputs/submission_e285_e247resid_undo_high_e284_oldlaw_top3_f0p25_16fd395c.csv,undo_high_e284_oldlaw_top3_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with high old E284 stale-target score,52 109 116,3,3,3,3,0.09039232360275486,0.2711769708082646,0.06491447407055934,0.85717935381826,0.5204398013644499,0.5654549146720613
submission_e285_e247resid_undo_high_e284_oldlaw_top3_f0p5_d782dddc.csv,analysis_outputs/submission_e285_e247resid_undo_high_e284_oldlaw_top3_f0p5_d782dddc.csv,undo_high_e284_oldlaw_top3_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with high old E284 stale-target score,52 109 116,3,3,3,3,0.09039232360275486,0.2711769708082646,0.06491447407055934,0.85717935381826,0.5204398013644499,0.5654549146720613
submission_e285_e247resid_undo_high_e284_oldlaw_top5_f0p25_56beeffa.csv,analysis_outputs/submission_e285_e247resid_undo_high_e284_oldlaw_top5_f0p25_56beeffa.csv,undo_high_e284_oldlaw_top5_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with high old E284 stale-target score,52 109 116 164 168,5,5,4,5,0.09081023299846369,0.45405116499231846,0.06451988812399424,0.7268267551756502,0.6741590152252951,0.5209446295576136
submission_e285_e247resid_undo_high_e284_oldlaw_top5_f0p5_44adcf0d.csv,analysis_outputs/submission_e285_e247resid_undo_high_e284_oldlaw_top5_f0p5_44adcf0d.csv,undo_high_e284_oldlaw_top5_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with high old E284 stale-target score,52 109 116 164 168,5,5,4,5,0.09081023299846369,0.45405116499231846,0.06451988812399424,0.7268267551756502,0.6741590152252951,0.5209446295576136
submission_e285_e247resid_undo_high_e284_oldlaw_top8_f0p25_648e538b.csv,analysis_outputs/submission_e285_e247resid_undo_high_e284_oldlaw_top8_f0p25_648e538b.csv,undo_high_e284_oldlaw_top8_f0p25,undo,0.25,e247_undo_rank,undo E247 rows with high old E284 stale-target score,52 109 116 164 168 222 223 230,8,8,7,8,0.09814436939574672,0.7851549551659738,0.08171290384920332,0.34010749268107093,0.10093502093963669,0.027595068830523317
submission_e285_e247resid_undo_high_e284_oldlaw_top8_f0p5_148f040d.csv,analysis_outputs/submission_e285_e247resid_undo_high_e284_oldlaw_top8_f0p5_148f040d.csv,undo_high_e284_oldlaw_top8_f0p5,undo,0.5,e247_undo_rank,undo E247 rows with high old E284 stale-target score,52 109 116 164 168 222 223 230,8,8,7,8,0.09814436939574672,0.7851549551659738,0.08171290384920332,0.34010749268107093,0.10093502093963669,0.027595068830523317
submission_e285_e247resid_undo_e247like_ctrl_amp_z_top3_f0p25_1a236769.csv,analysis_outputs/submission_e285_e247resid_undo_e247like_ctrl_amp_z_top3_f0p25_1a236769.csv,undo_e247like_ctrl_amp_z_top3_f0p25,undo,0.25,human_boundary_control,control: undo E247-like side on amp_z (d=-2.193),48 77 103,3,3,0,0,0.06282484667477273,0.18847454002431818,0.025100173514452203,0.419457422084684,0.6320865733548089,-0.15528896724360733
submission_e285_e247resid_undo_e247like_ctrl_amp_z_top3_f0p5_e14e7b45.csv,analysis_outputs/submission_e285_e247resid_undo_e247like_ctrl_amp_z_top3_f0p5_e14e7b45.csv,undo_e247like_ctrl_amp_z_top3_f0p5,undo,0.5,human_boundary_control,control: undo E247-like side on amp_z (d=-2.193),48 77 103,3,3,0,0,0.06282484667477273,0.18847454002431818,0.025100173514452203,0.419457422084684,0.6320865733548089,-0.15528896724360733
submission_e285_e247resid_undo_e247like_ctrl_amp_z_top5_f0p25_b16a2cee.csv,analysis_outputs/submission_e285_e247resid_undo_e247like_ctrl_amp_z_top5_f0p25_b16a2cee.csv,undo_e247like_ctrl_amp_z_top5_f0p25,undo,0.25,human_boundary_control,control: undo E247-like side on amp_z (d=-2.193),48 77 90 103 108,5,5,0,1,0.06133015861245812,0.3066507930622906,0.02687772941246856,0.12296503575372708,0.5408392292299316,-0.08308483327678932
submission_e285_e247resid_undo_e247like_ctrl_amp_z_top5_f0p5_d58bb5f7.csv,analysis_outputs/submission_e285_e247resid_undo_e247like_ctrl_amp_z_top5_f0p5_d58bb5f7.csv,undo_e247like_ctrl_amp_z_top5_f0p5,undo,0.5,human_boundary_control,control: undo E247-like side on amp_z (d=-2.193),48 77 90 103 108,5,5,0,1,0.06133015861245812,0.3066507930622906,0.02687772941246856,0.12296503575372708,0.5408392292299316,-0.08308483327678932
submission_e285_e247resid_add_e247like_amp_z_top3_f0p25_aa6c6b32.csv,analysis_outputs/submission_e285_e247resid_add_e247like_amp_z_top3_f0p25_aa6c6b32.csv,add_e247like_amp_z_top3_f0p25,add,0.25,human_boundary_add,add outside rows that look E247-like on amp_z and smooth well,73 91 227,3,0,0,0,0.02760094059363517,0.0828028217809055,0.0044654339342323005,-1.0570784025764957,-1.2889747291487001,1.299450860957955
submission_e285_e247resid_add_e247like_amp_z_top5_f0p25_8cc563b4.csv,analysis_outputs/submission_e285_e247resid_add_e247like_amp_z_top5_f0p25_8cc563b4.csv,add_e247like_amp_z_top5_f0p25,add,0.25,human_boundary_add,add outside rows that look E247-like on amp_z and smooth well,73 91 177 214 227,5,0,0,0,0.026054506256626763,0.13027253128313382,0.005843907660687919,-0.5185360183048798,-0.5920631575504125,0.6880913393267465
submission_e285_e247resid_undo_e247like_ctrl_state_amp_z_top3_f0p25_10e31b8f.csv,analysis_outputs/submission_e285_e247resid_undo_e247like_ctrl_state_amp_z_top3_f0p25_10e31b8f.csv,undo_e247like_ctrl_state_amp_z_top3_f0p25,undo,0.25,human_boundary_control,control: undo E247-like side on state_amp_z (d=-1.648),166 222 236,3,3,3,1,0.07591801050999127,0.22775403152997378,0.07591801050999127,-1.105953558542966,-1.4091299505599266,-1.8997606484405767
submission_e285_e247resid_undo_e247like_ctrl_state_amp_z_top3_f0p5_fd03428c.csv,analysis_outputs/submission_e285_e247resid_undo_e247like_ctrl_state_amp_z_top3_f0p5_fd03428c.csv,undo_e247like_ctrl_state_amp_z_top3_f0p5,undo,0.5,human_boundary_control,control: undo E247-like side on state_amp_z (d=-1.648),166 222 236,3,3,3,1,0.07591801050999127,0.22775403152997378,0.07591801050999127,-1.105953558542966,-1.4091299505599266,-1.8997606484405767
submission_e285_e247resid_undo_e247like_ctrl_state_amp_z_top5_f0p25_19f2fdf1.csv,analysis_outputs/submission_e285_e247resid_undo_e247like_ctrl_state_amp_z_top5_f0p25_19f2fdf1.csv,undo_e247like_ctrl_state_amp_z_top5_f0p25,undo,0.25,human_boundary_control,control: undo E247-like side on state_amp_z (d=-1.648),160 166 212 222 236,5,5,5,1,0.10588776591595525,0.5294388295797763,0.06954943828467057,-1.0313706812238606,-1.2253751666311925,-1.5242979301095045
submission_e285_e247resid_undo_e247like_ctrl_state_amp_z_top5_f0p5_0a4e7a5c.csv,analysis_outputs/submission_e285_e247resid_undo_e247like_ctrl_state_amp_z_top5_f0p5_0a4e7a5c.csv,undo_e247like_ctrl_state_amp_z_top5_f0p5,undo,0.5,human_boundary_control,control: undo E247-like side on state_amp_z (d=-1.648),160 166 212 222 236,5,5,5,1,0.10588776591595525,0.5294388295797763,0.06954943828467057,-1.0313706812238606,-1.2253751666311925,-1.5242979301095045
submission_e285_e247resid_add_e247like_state_amp_z_top3_f0p25_327a71a9.csv,analysis_outputs/submission_e285_e247resid_add_e247like_state_amp_z_top3_f0p25_327a71a9.csv,add_e247like_state_amp_z_top3_f0p25,add,0.25,human_boundary_add,add outside rows that look E247-like on state_amp_z and smooth well,44 132 217,3,0,0,1,-0.04828394552973222,-0.14485183658919665,0.04828394552973223,1.1833486731757394,1.2779973519443033,-3.5821639757089945
