prior,outcome,world_rate,group_kind,group,cells,direction,conditional_support_rate,unconditional_support_rate,support_rate_lift,conditional_delta_per_all,unconditional_delta_per_all,delta_shift_per_all,conditional_flip_share_group
prev_beta,fine_loss_branch_alive,0.032384,target_component,Q1:inherited_e143_body,38,blame,0.4874759465363012,0.5047626315789474,-0.017286685042646188,-5.890729795870537e-06,-1.3398090157227105e-05,7.507360361356568e-06,0.4874759465362997
prev_beta,fine_loss_branch_alive,0.032384,target_component,Q3:inherited_e143_body,56,blame,0.4633505081874647,0.48039514285714285,-0.01704463466967815,-7.791531731505454e-08,-1.0986481505916135e-05,1.090856618860108e-05,0.46335050818746515
prev_beta,fine_loss_branch_alive,0.032384,target_component,S2:inherited_e143_body,23,blame,0.5739549321189208,0.5862361739130436,-0.012281241794122821,1.3113149765068287e-06,-1.9168971522342106e-06,3.2282121287410393e-06,0.5739549321189208
prev_beta,fine_loss_branch_alive,0.032384,target_component,S3:e144_fine_tail_delta,24,blame,0.4624094202898551,0.4278035,0.0346059202898551,-1.5708327139343763e-06,-1.4704627915195145e-07,-1.4237864347824248e-06,0.46240942028986703
prev_beta,fine_loss_branch_alive,0.032384,target_component,S3:inherited_e143_body,23,blame,0.35091403162055335,0.36478417391304346,-0.013870142292490117,1.1052000744755911e-05,7.406134770731817e-06,3.6458659740240944e-06,0.35091403162055534
prev_beta,fine_loss_branch_alive,0.032384,target_component,S4:inherited_e143_body,21,blame,0.3527726802183324,0.36825961904761906,-0.015486938829286645,1.0269555032249191e-06,-2.689909815815516e-06,3.7168653190404353e-06,0.3527726802183346
prev_beta,branch_loss,0.036284,target,Q1,38,blame,0.4858455807692531,0.5047626315789474,-0.018917050809694302,-5.182685234181068e-06,-1.3398090157227105e-05,8.215404923046037e-06,0.4858455807692516
prev_beta,branch_loss,0.036284,target,Q3,56,blame,0.46182299951178796,0.48039514285714285,-0.018572143345354897,8.996902351180603e-07,-1.0986481505916135e-05,1.1886171741034196e-05,0.4618229995117883
prev_beta,branch_loss,0.036284,target,S2,23,blame,0.5737587054780404,0.5862361739130436,-0.012477468435003192,1.3628945506810973e-06,-1.9168971522342106e-06,3.279791702915308e-06,0.5737587054780403
prev_beta,branch_loss,0.036284,target,S3,47,blame,0.37059649995191596,0.3969642553191489,-0.02636775536723296,1.2797676494916878e-05,7.2590884915798664e-06,5.538588003337011e-06,0.35509406577849467
prev_beta,branch_loss,0.036284,target,S4,21,blame,0.3506674856029944,0.36825961904761906,-0.01759213344462468,1.5322022109060378e-06,-2.689909815815516e-06,4.222112026721554e-06,0.35066748560299665
prev_beta,branch_loss,0.036284,component,e144_fine_tail_delta,24,blame,0.3908104582368721,0.4278035,-0.0369930417631279,1.3749531533883275e-06,-1.4704627915195145e-07,1.521999432540279e-06,0.3908104582368844
prev_beta,branch_loss,0.036284,component,inherited_e143_body,161,blame,0.452939577426116,0.4701243975155279,-0.017184820089411912,1.003482510405268e-05,-2.1585243860461146e-05,3.162006896451383e-05,0.45293957742611624
prev_beta,branch_loss,0.036284,target_component,Q1:inherited_e143_body,38,blame,0.4858455807692531,0.5047626315789474,-0.018917050809694302,-5.182685234181068e-06,-1.3398090157227105e-05,8.215404923046037e-06,0.4858455807692516
prev_beta,branch_loss,0.036284,target_component,Q3:inherited_e143_body,56,blame,0.46182299951178796,0.48039514285714285,-0.018572143345354897,8.996902351180603e-07,-1.0986481505916135e-05,1.1886171741034196e-05,0.4618229995117883
prev_beta,branch_loss,0.036284,target_component,S2:inherited_e143_body,23,blame,0.5737587054780404,0.5862361739130436,-0.012477468435003192,1.3628945506810973e-06,-1.9168971522342106e-06,3.279791702915308e-06,0.5737587054780403
prev_beta,branch_loss,0.036284,target_component,S3:e144_fine_tail_delta,24,blame,0.3908104582368721,0.4278035,-0.0369930417631279,1.3749531533883275e-06,-1.4704627915195145e-07,1.521999432540279e-06,0.3908104582368844
prev_beta,branch_loss,0.036284,target_component,S3:inherited_e143_body,23,blame,0.34950367391544,0.36478417391304346,-0.015280499997603447,1.1422723341528546e-05,7.406134770731817e-06,4.016588570796729e-06,0.3495036739154421
prev_beta,branch_loss,0.036284,target_component,S4:inherited_e143_body,21,blame,0.3506674856029944,0.36825961904761906,-0.01759213344462468,1.5322022109060378e-06,-2.689909815815516e-06,4.222112026721554e-06,0.35066748560299665
prev_beta,hard_fail,0.28424,target,Q1,38,blame,0.4563082347015865,0.5047626315789474,-0.04845439687736092,7.644962200919811e-06,-1.3398090157227105e-05,2.1043052358146917e-05,0.45630823470158505
prev_beta,hard_fail,0.28424,target,Q3,56,blame,0.4351986249045073,0.48039514285714285,-0.04519651795263557,1.793928998377766e-05,-1.0986481505916135e-05,2.8925771489693797e-05,0.43519862490450767
prev_beta,hard_fail,0.28424,target,S2,23,blame,0.5531332982537721,0.5862361739130436,-0.0331028756592715,6.784430163917228e-06,-1.9168971522342106e-06,8.701327316151439e-06,0.553133298253772
prev_beta,hard_fail,0.28424,target,S3,47,blame,0.3786428609925086,0.3969642553191489,-0.018321394326640317,1.6402932859074326e-05,7.2590884915798664e-06,9.143844367494459e-06,0.3432346698437661
prev_beta,hard_fail,0.28424,target,S4,21,blame,0.3303385469020144,0.36825961904761906,-0.03792107214560464,6.411147499141193e-06,-2.689909815815516e-06,9.101057314956708e-06,0.33033854690201664
prev_beta,hard_fail,0.28424,component,e144_fine_tail_delta,24,blame,0.4248123651374425,0.4278035,-0.0029911348625574763,-2.3982444806563042e-08,-1.4704627915195145e-07,1.230638343453884e-07,0.4248123651374547
prev_beta,hard_fail,0.28424,component,inherited_e143_body,161,blame,0.42838962087851573,0.4701243975155279,-0.041734776637012194,5.5206745151636784e-05,-2.1585243860461146e-05,7.679198901209793e-05,0.4283896208785159
prev_beta,hard_fail,0.28424,target_component,Q1:inherited_e143_body,38,blame,0.4563082347015865,0.5047626315789474,-0.04845439687736092,7.644962200919811e-06,-1.3398090157227105e-05,2.1043052358146917e-05,0.45630823470158505
prev_beta,hard_fail,0.28424,target_component,Q3:inherited_e143_body,56,blame,0.4351986249045073,0.48039514285714285,-0.04519651795263557,1.793928998377766e-05,-1.0986481505916135e-05,2.8925771489693797e-05,0.43519862490450767
prev_beta,hard_fail,0.28424,target_component,S2:inherited_e143_body,23,blame,0.5531332982537721,0.5862361739130436,-0.0331028756592715,6.784430163917228e-06,-1.9168971522342106e-06,8.701327316151439e-06,0.553133298253772
prev_beta,hard_fail,0.28424,target_component,S3:e144_fine_tail_delta,24,blame,0.4248123651374425,0.4278035,-0.0029911348625574763,-2.3982444806563042e-08,-1.4704627915195145e-07,1.230638343453884e-07,0.4248123651374547
prev_beta,hard_fail,0.28424,target_component,S3:inherited_e143_body,23,blame,0.3304659871021427,0.36478417391304346,-0.034318186810900764,1.6426915303880888e-05,7.406134770731817e-06,9.020780533149072e-06,0.3304659871021447
prev_beta,hard_fail,0.28424,target_component,S4:inherited_e143_body,21,blame,0.3303385469020144,0.36825961904761906,-0.03792107214560464,6.411147499141193e-06,-2.689909815815516e-06,9.101057314956708e-06,0.33033854690201664
next_beta,breakthrough_win,0.46122,target,Q1,38,credit,0.5205795156552758,0.485916,0.03466351565527581,-2.0267136956111004e-05,-5.213267300052832e-06,-1.5053869656058172e-05,0.5205795156552745
next_beta,breakthrough_win,0.46122,target,Q3,56,credit,0.5149460746963024,0.48078064285714284,0.034165431839159544,-3.309907788297114e-05,-1.1233201505921133e-05,-2.1865876377050006e-05,0.5149460746963028
next_beta,breakthrough_win,0.46122,target,S2,23,credit,0.5962715143013897,0.5730984347826087,0.023173079518781003,-4.554758054313424e-06,1.5364514191846937e-06,-6.091209473498117e-06,0.5962715143013897
next_beta,breakthrough_win,0.46122,target,S3,47,credit,0.40904502120647646,0.394920170212766,0.01412485099371047,-1.6495596802391213e-06,5.2347662058704004e-06,-6.884325886109522e-06,0.40261786898624563
next_beta,breakthrough_win,0.46122,target,S4,21,credit,0.39936276665820053,0.3730434285714286,0.02631933808677195,-1.0154665242343276e-05,-3.838024101519162e-06,-6.3166411408241135e-06,0.3993627666582026
next_beta,breakthrough_win,0.46122,component,e144_fine_tail_delta,24,credit,0.4174255236112918,0.4144113333333334,0.003014190277958406,2.7993332084079187e-07,4.0394572084932105e-07,-1.2401240000852918e-07,0.4174255236113039
next_beta,breakthrough_win,0.46122,component,inherited_e143_body,161,credit,0.49643955364398124,0.4659569937888199,0.03048255985516135,-7.000513113681875e-05,-1.3917221003287355e-05,-5.608791013353139e-05,0.4964395536439816
next_beta,breakthrough_win,0.46122,target_component,Q1:inherited_e143_body,38,credit,0.5205795156552758,0.485916,0.03466351565527581,-2.0267136956111004e-05,-5.213267300052832e-06,-1.5053869656058172e-05,0.5205795156552745
next_beta,breakthrough_win,0.46122,target_component,Q3:inherited_e143_body,56,credit,0.5149460746963024,0.48078064285714284,0.034165431839159544,-3.309907788297114e-05,-1.1233201505921133e-05,-2.1865876377050006e-05,0.5149460746963028
next_beta,breakthrough_win,0.46122,target_component,S2:inherited_e143_body,23,credit,0.5962715143013897,0.5730984347826087,0.023173079518781003,-4.554758054313424e-06,1.5364514191846937e-06,-6.091209473498117e-06,0.5962715143013897
next_beta,breakthrough_win,0.46122,target_component,S3:e144_fine_tail_delta,24,credit,0.4174255236112918,0.4144113333333334,0.003014190277958406,2.7993332084079187e-07,4.0394572084932105e-07,-1.2401240000852918e-07,0.4174255236113039
next_beta,breakthrough_win,0.46122,target_component,S3:inherited_e143_body,23,credit,0.4003001491318865,0.37458156521739133,0.025718583914495163,-1.9294930010799144e-06,4.830820485021079e-06,-6.760313486100994e-06,0.40030014913188844
next_beta,breakthrough_win,0.46122,target_component,S4:inherited_e143_body,21,credit,0.39936276665820053,0.3730434285714286,0.02631933808677195,-1.0154665242343276e-05,-3.838024101519162e-06,-6.3166411408241135e-06,0.3993627666582026
next_beta,clean_win,0.078664,target,Q1,38,credit,0.4867939323545312,0.485916,0.0008779323545312079,-5.594540779787665e-06,-5.213267300052832e-06,-3.812734797348325e-07,0.48679393235453
next_beta,clean_win,0.078664,target,Q3,56,credit,0.48094880940274004,0.48078064285714284,0.00016816654559720368,-1.1340828095091342e-05,-1.1233201505921133e-05,-1.0762658917020897e-07,0.4809488094027406
next_beta,clean_win,0.078664,target,S2,23,credit,0.5729862618777055,0.5730984347826087,-0.00011217290490317389,1.565936868483433e-06,1.5364514191846937e-06,2.9485449298739352e-08,0.5729862618777054
next_beta,clean_win,0.078664,target,S3,47,credit,0.3942877977111377,0.394920170212766,-0.0006323725016282866,5.532691401662458e-06,5.2347662058704004e-06,2.979251957920573e-07,0.3789920430589374
next_beta,clean_win,0.078664,target,S4,21,credit,0.37168814439230385,0.3730434285714286,-0.0013552841791247272,-3.5127558985281436e-06,-3.838024101519162e-06,3.2526820299101853e-07,0.37168814439230585
next_beta,clean_win,0.078664,component,e144_fine_tail_delta,24,credit,0.41423226211058,0.4144113333333334,-0.00017907122275340193,4.113132225843648e-07,4.0394572084932105e-07,7.367501735043737e-09,0.41423226211059216
next_beta,clean_win,0.078664,component,inherited_e143_body,161,credit,0.46587198765975646,0.4659569937888199,-8.50061290634252e-05,-1.3760809725845623e-05,-1.3917221003287355e-05,1.564112774417328e-07,0.4658719876597567
next_beta,clean_win,0.078664,target_component,Q1:inherited_e143_body,38,credit,0.4867939323545312,0.485916,0.0008779323545312079,-5.594540779787665e-06,-5.213267300052832e-06,-3.812734797348325e-07,0.48679393235453
next_beta,clean_win,0.078664,target_component,Q3:inherited_e143_body,56,credit,0.48094880940274004,0.48078064285714284,0.00016816654559720368,-1.1340828095091342e-05,-1.1233201505921133e-05,-1.0762658917020897e-07,0.4809488094027406
next_beta,clean_win,0.078664,target_component,S2:inherited_e143_body,23,credit,0.5729862618777055,0.5730984347826087,-0.00011217290490317389,1.565936868483433e-06,1.5364514191846937e-06,2.9485449298739352e-08,0.5729862618777054
next_beta,clean_win,0.078664,target_component,S3:e144_fine_tail_delta,24,credit,0.41423226211058,0.4144113333333334,-0.00017907122275340193,4.113132225843648e-07,4.0394572084932105e-07,7.367501735043737e-09,0.41423226211059216
next_beta,clean_win,0.078664,target_component,S3:inherited_e143_body,23,credit,0.37347618268563265,0.37458156521739133,-0.0011053825317586807,5.121378179078092e-06,4.830820485021079e-06,2.905576940570124e-07,0.37347618268563454
next_beta,clean_win,0.078664,target_component,S4:inherited_e143_body,21,credit,0.37168814439230385,0.3730434285714286,-0.0013552841791247272,-3.5127558985281436e-06,-3.838024101519162e-06,3.2526820299101853e-07,0.37168814439230585
next_beta,micro_win,0.022512,target,Q1,38,credit,0.47914094938839635,0.485916,-0.006775050611603661,-2.2709596059234017e-06,-5.213267300052832e-06,2.9423076941294304e-06,0.4791409493883951
next_beta,micro_win,0.022512,target,Q3,56,credit,0.47359503502893696,0.48078064285714284,-0.0071856078282058755,-6.634412495857368e-06,-1.1233201505921133e-05,4.598789010063765e-06,0.4735950350289375
next_beta,micro_win,0.022512,target,S2,23,credit,0.5695744878094002,0.5730984347826087,-0.0035239469732084583,2.4627460521522456e-06,1.5364514191846937e-06,9.262946329675519e-07,0.5695744878094
next_beta,micro_win,0.022512,target,S3,47,credit,0.41230398161169834,0.394920170212766,0.01738381139893236,4.651135929490809e-06,5.2347662058704004e-06,-5.836302763795918e-07,0.3818918965858179
next_beta,micro_win,0.022512,target,S4,21,credit,0.36841303685653365,0.3730434285714286,-0.0046303917148949325,-2.7267300899433083e-06,-3.838024101519162e-06,1.111294011575854e-06,0.36841303685653576
next_beta,micro_win,0.022512,component,e144_fine_tail_delta,24,credit,0.4519589552238806,0.4144113333333334,0.03754762189054717,-1.1408707226485639e-06,4.0394572084932105e-07,-1.544816443497885e-06,0.4519589552238925
next_beta,micro_win,0.022512,component,inherited_e143_body,161,credit,0.4602288027475753,0.4659569937888199,-0.005728191041244557,-3.3773494874324564e-06,-1.3917221003287355e-05,1.0539871515854899e-05,0.4602288027475756
next_beta,micro_win,0.022512,target_component,Q1:inherited_e143_body,38,credit,0.47914094938839635,0.485916,-0.006775050611603661,-2.2709596059234017e-06,-5.213267300052832e-06,2.9423076941294304e-06,0.4791409493883951
next_beta,micro_win,0.022512,target_component,Q3:inherited_e143_body,56,credit,0.47359503502893696,0.48078064285714284,-0.0071856078282058755,-6.634412495857368e-06,-1.1233201505921133e-05,4.598789010063765e-06,0.4735950350289375
next_beta,micro_win,0.022512,target_component,S2:inherited_e143_body,23,credit,0.5695744878094002,0.5730984347826087,-0.0035239469732084583,2.4627460521522456e-06,1.5364514191846937e-06,9.262946329675519e-07,0.5695744878094
next_beta,micro_win,0.022512,target_component,S3:e144_fine_tail_delta,24,credit,0.4519589552238806,0.4144113333333334,0.03754762189054717,-1.1408707226485639e-06,4.0394572084932105e-07,-1.544816443497885e-06,0.4519589552238925
next_beta,micro_win,0.022512,target_component,S3:inherited_e143_body,23,credit,0.3709248787120299,0.37458156521739133,-0.0036566865053614395,5.792006652139371e-06,4.830820485021079e-06,9.61186167118292e-07,0.3709248787120318
next_beta,micro_win,0.022512,target_component,S4:inherited_e143_body,21,credit,0.36841303685653365,0.3730434285714286,-0.0046303917148949325,-2.7267300899433083e-06,-3.838024101519162e-06,1.111294011575854e-06,0.36841303685653576
next_beta,tie,0.03618,target,Q1,38,blame,0.47734136335864535,0.485916,-0.00857463664135466,-1.489425101574413e-06,-5.213267300052832e-06,3.7238421984784192e-06,0.4773413633586441
next_beta,tie,0.03618,target,Q3,56,blame,0.4740306404485509,0.48078064285714284,-0.006750002408591915,-6.913199964410298e-06,-1.1233201505921133e-05,4.320001541510835e-06,0.4740306404485515
next_beta,tie,0.03618,target,S2,23,blame,0.5692840147090634,0.5730984347826087,-0.003814420073545266,2.5390989813836343e-06,1.5364514191846937e-06,1.0026475621989406e-06,0.5692840147090632
next_beta,tie,0.03618,target,S3,47,blame,0.3778624607459158,0.394920170212766,-0.0170577094668502,7.832492186753224e-06,5.2347662058704004e-06,2.597725980882824e-06,0.3714269088974544
next_beta,tie,0.03618,target,S4,21,blame,0.36721156124141197,0.3730434285714286,-0.005831867330016616,-2.438375942314108e-06,-3.838024101519162e-06,1.399648159205054e-06,0.367211561241414
next_beta,tie,0.03618,component,e144_fine_tail_delta,24,blame,0.38625391560714945,0.4144113333333334,-0.028157417726183964,1.562422335868358e-06,4.0394572084932105e-07,1.1584766150190368e-06,0.3862539156071616
next_beta,tie,0.03618,component,inherited_e143_body,161,blame,0.4594975433392046,0.4659569937888199,-0.006459450449615267,-2.031832176030317e-06,-1.3917221003287355e-05,1.1885388827257039e-05,0.4594975433392048
next_beta,tie,0.03618,target_component,Q1:inherited_e143_body,38,blame,0.47734136335864535,0.485916,-0.00857463664135466,-1.489425101574413e-06,-5.213267300052832e-06,3.7238421984784192e-06,0.4773413633586441
next_beta,tie,0.03618,target_component,Q3:inherited_e143_body,56,blame,0.4740306404485509,0.48078064285714284,-0.006750002408591915,-6.913199964410298e-06,-1.1233201505921133e-05,4.320001541510835e-06,0.4740306404485515
next_beta,tie,0.03618,target_component,S2:inherited_e143_body,23,blame,0.5692840147090634,0.5730984347826087,-0.003814420073545266,2.5390989813836343e-06,1.5364514191846937e-06,1.0026475621989406e-06,0.5692840147090632
next_beta,tie,0.03618,target_component,S3:e144_fine_tail_delta,24,blame,0.38625391560714945,0.4144113333333334,-0.028157417726183964,1.562422335868358e-06,4.0394572084932105e-07,1.1584766150190368e-06,0.3862539156071616
next_beta,tie,0.03618,target_component,S3:inherited_e143_body,23,blame,0.36910616002115026,0.37458156521739133,-0.005475405196241068,6.270069850884864e-06,4.830820485021079e-06,1.4392493658637847e-06,0.3691061600211521
next_beta,tie,0.03618,target_component,S4:inherited_e143_body,21,blame,0.36721156124141197,0.3730434285714286,-0.005831867330016616,-2.438375942314108e-06,-3.838024101519162e-06,1.399648159205054e-06,0.367211561241414
next_beta,fine_loss_branch_alive,0.031392,target,Q1,38,blame,0.4728157358227373,0.485916,-0.013100264177262733,4.7599028544853983e-07,-5.213267300052832e-06,5.689257585501372e-06,0.472815735822736
next_beta,fine_loss_branch_alive,0.031392,target,Q3,56,blame,0.46832450487840394,0.48078064285714284,-0.012456137978738901,-3.2612731995162732e-06,-1.1233201505921133e-05,7.97192830640486e-06,0.4683245048784045
next_beta,fine_loss_branch_alive,0.031392,target,S2,23,blame,0.565200771174046,0.5730984347826087,-0.0078976636085627,3.612408710588182e-06,1.5364514191846937e-06,2.0759572914034887e-06,0.5652007711740457
next_beta,fine_loss_branch_alive,0.031392,target,S3,47,blame,0.4059877025180558,0.394920170212766,0.01106753230528984,6.690498500024492e-06,5.2347662058704004e-06,1.4557322941540913e-06,0.37518346707748335
next_beta,fine_loss_branch_alive,0.031392,target,S4,21,blame,0.3641995534197369,0.3730434285714286,-0.00884387515169166,-1.7154940651120935e-06,-3.838024101519162e-06,2.1225300364070685e-06,0.36419955341973886
next_beta,fine_loss_branch_alive,0.031392,component,e144_fine_tail_delta,24,blame,0.4461540095141013,0.4144113333333334,0.03174267618076787,-9.020386705890659e-07,4.0394572084932105e-07,-1.3059843914383869e-06,0.44615400951411305
next_beta,fine_loss_branch_alive,0.031392,component,inherited_e143_body,161,blame,0.4547497166663501,0.4659569937888199,-0.011207277122469772,6.704168902021919e-06,-1.3917221003287355e-05,2.0621389905309273e-05,0.4547497166663503
next_beta,fine_loss_branch_alive,0.031392,target_component,Q1:inherited_e143_body,38,blame,0.4728157358227373,0.485916,-0.013100264177262733,4.7599028544853983e-07,-5.213267300052832e-06,5.689257585501372e-06,0.472815735822736
next_beta,fine_loss_branch_alive,0.031392,target_component,Q3:inherited_e143_body,56,blame,0.46832450487840394,0.48078064285714284,-0.012456137978738901,-3.2612731995162732e-06,-1.1233201505921133e-05,7.97192830640486e-06,0.4683245048784045
next_beta,fine_loss_branch_alive,0.031392,target_component,S2:inherited_e143_body,23,blame,0.565200771174046,0.5730984347826087,-0.0078976636085627,3.612408710588182e-06,1.5364514191846937e-06,2.0759572914034887e-06,0.5652007711740457
next_beta,fine_loss_branch_alive,0.031392,target_component,S3:e144_fine_tail_delta,24,blame,0.4461540095141013,0.4144113333333334,0.03174267618076787,-9.020386705890659e-07,4.0394572084932105e-07,-1.3059843914383869e-06,0.44615400951411305
next_beta,fine_loss_branch_alive,0.031392,target_component,S3:inherited_e143_body,23,blame,0.36407503434826927,0.37458156521739133,-0.010506530869122066,7.592537170613558e-06,4.830820485021079e-06,2.761716685592479e-06,0.3640750343482712
next_beta,fine_loss_branch_alive,0.031392,target_component,S4:inherited_e143_body,21,blame,0.3641995534197369,0.3730434285714286,-0.00884387515169166,-1.7154940651120935e-06,-3.838024101519162e-06,2.1225300364070685e-06,0.36419955341973886
next_beta,branch_loss,0.040148,target,Q1,38,blame,0.4710806856735342,0.485916,-0.014835314326465787,1.2294977788166997e-06,-5.213267300052832e-06,6.442765078869532e-06,0.471080685673533
next_beta,branch_loss,0.040148,target,Q3,56,blame,0.4668690132225053,0.48078064285714284,-0.013911629634637546,-2.3297585397411396e-06,-1.1233201505921133e-05,8.903442966179993e-06,0.46686901322250585
next_beta,branch_loss,0.040148,target,S2,23,blame,0.5627482661976773,0.5730984347826087,-0.01035016858493143,4.2570671615193905e-06,1.5364514191846937e-06,2.720615742334697e-06,0.562748266197677
next_beta,branch_loss,0.040148,target,S3,47,blame,0.373280564040709,0.394920170212766,-0.021639606172057013,9.301646180358338e-06,5.2347662058704004e-06,4.066879974487937e-06,0.3665941654974375
next_beta,branch_loss,0.040148,target,S4,21,blame,0.3611636943309754,0.3730434285714286,-0.011879734240453188,-9.86887883809337e-07,-3.838024101519162e-06,2.851136217709825e-06,0.3611636943309774
next_beta,branch_loss,0.040148,component,e144_fine_tail_delta,24,blame,0.3819991033177244,0.4144113333333334,-0.032412230015609,1.7374774700618202e-06,4.0394572084932105e-07,1.333531749212499e-06,0.3819991033177372
next_beta,branch_loss,0.040148,component,inherited_e143_body,161,blame,0.45310302192446955,0.4659569937888199,-0.012853971864350333,9.734087227082135e-06,-1.3917221003287355e-05,2.3651308230369492e-05,0.4531030219244697
next_beta,branch_loss,0.040148,target_component,Q1:inherited_e143_body,38,blame,0.4710806856735342,0.485916,-0.014835314326465787,1.2294977788166997e-06,-5.213267300052832e-06,6.442765078869532e-06,0.471080685673533
next_beta,branch_loss,0.040148,target_component,Q3:inherited_e143_body,56,blame,0.4668690132225053,0.48078064285714284,-0.013911629634637546,-2.3297585397411396e-06,-1.1233201505921133e-05,8.903442966179993e-06,0.46686901322250585
next_beta,branch_loss,0.040148,target_component,S2:inherited_e143_body,23,blame,0.5627482661976773,0.5730984347826087,-0.01035016858493143,4.2570671615193905e-06,1.5364514191846937e-06,2.720615742334697e-06,0.562748266197677
next_beta,branch_loss,0.040148,target_component,S3:e144_fine_tail_delta,24,blame,0.3819991033177244,0.4144113333333334,-0.032412230015609,1.7374774700618202e-06,4.0394572084932105e-07,1.333531749212499e-06,0.3819991033177372
next_beta,branch_loss,0.040148,target_component,S3:inherited_e143_body,23,blame,0.3641829578386059,0.37458156521739133,-0.010398607378785452,7.564168710296516e-06,4.830820485021079e-06,2.733348225275437e-06,0.3641829578386077
next_beta,branch_loss,0.040148,target_component,S4:inherited_e143_body,21,blame,0.3611636943309754,0.3730434285714286,-0.011879734240453188,-9.86887883809337e-07,-3.838024101519162e-06,2.851136217709825e-06,0.3611636943309774
next_beta,hard_fail,0.329884,target,Q1,38,blame,0.44169752812631424,0.485916,-0.04421847187368577,1.3990183342180772e-05,-5.213267300052832e-06,1.9203450642233604e-05,0.4416975281263131
next_beta,hard_fail,0.329884,target,Q3,56,blame,0.4370819959223762,0.48078064285714284,-0.04369864693476666,1.6733932532341447e-05,-1.1233201505921133e-05,2.796713403826258e-05,0.4370819959223766
next_beta,hard_fail,0.329884,target,S2,23,blame,0.5433962821186683,0.5730984347826087,-0.029702152663940384,9.343874405144491e-06,1.5364514191846937e-06,7.807422985959797e-06,0.543396282118668
next_beta,hard_fail,0.329884,target,S3,47,blame,0.37758753109087734,0.394920170212766,-0.01733263912188865,1.3910331892545082e-05,5.2347662058704004e-06,8.675565686674682e-06,0.35143401512840194
next_beta,hard_fail,0.329884,target,S4,21,blame,0.3398118010890986,0.3730434285714286,-0.033231627482329995,4.137566494241061e-06,-3.838024101519162e-06,7.975590595760223e-06,0.33981180108910053
next_beta,hard_fail,0.329884,component,e144_fine_tail_delta,24,blame,0.4116896646497961,0.4144113333333334,-0.0027216686835372927,5.159229466851836e-07,4.0394572084932105e-07,1.1197722583586256e-07,0.41168966464980833
next_beta,hard_fail,0.329884,component,inherited_e143_body,161,blame,0.4270889575262707,0.4659569937888199,-0.0388680362625492,5.759996571976768e-05,-1.3917221003287355e-05,7.151718672305504e-05,0.42708895752627085
next_beta,hard_fail,0.329884,target_component,Q1:inherited_e143_body,38,blame,0.44169752812631424,0.485916,-0.04421847187368577,1.3990183342180772e-05,-5.213267300052832e-06,1.9203450642233604e-05,0.4416975281263131
next_beta,hard_fail,0.329884,target_component,Q3:inherited_e143_body,56,blame,0.4370819959223762,0.48078064285714284,-0.04369864693476666,1.6733932532341447e-05,-1.1233201505921133e-05,2.796713403826258e-05,0.4370819959223766
next_beta,hard_fail,0.329884,target_component,S2:inherited_e143_body,23,blame,0.5433962821186683,0.5730984347826087,-0.029702152663940384,9.343874405144491e-06,1.5364514191846937e-06,7.807422985959797e-06,0.543396282118668
next_beta,hard_fail,0.329884,target_component,S3:e144_fine_tail_delta,24,blame,0.4116896646497961,0.4144113333333334,-0.0027216686835372927,5.159229466851836e-07,4.0394572084932105e-07,1.1197722583586256e-07,0.41168966464980833
next_beta,hard_fail,0.329884,target_component,S3:inherited_e143_body,23,blame,0.34200269607287515,0.37458156521739133,-0.03257886914451619,1.3394408945859895e-05,4.830820485021079e-06,8.563588460838816e-06,0.34200269607287703
next_beta,hard_fail,0.329884,target_component,S4:inherited_e143_body,21,blame,0.3398118010890986,0.3730434285714286,-0.033231627482329995,4.137566494241061e-06,-3.838024101519162e-06,7.975590595760223e-06,0.33981180108910053
nearest_beta,breakthrough_win,0.45306,target,Q1,38,credit,0.5536320273601498,0.5205196842105265,0.0331123431496233,-3.462137061079901e-05,-2.0241153014368142e-05,-1.4380217596430865e-05,0.5536320273601483
nearest_beta,breakthrough_win,0.45306,target,Q3,56,credit,0.4939598034949644,0.4618136428571429,0.0321461606378215,-1.9667864314114945e-05,9.056784941395298e-07,-2.0573542808254475e-05,0.49395980349496504
nearest_beta,breakthrough_win,0.45306,target,S2,23,credit,0.6260907951533438,0.6042057391304347,0.021885056022909022,-1.239296902111274e-05,-6.64032572368236e-06,-5.7526432974303804e-06,0.6260907951533445
nearest_beta,breakthrough_win,0.45306,target,S3,47,credit,0.3623879604504969,0.3496782978723405,0.012709662578156422,1.5858205947253967e-05,2.1930334205858732e-05,-6.072128258604765e-06,0.34502653468528044
nearest_beta,breakthrough_win,0.45306,target,S4,21,credit,0.419791765202969,0.39131390476190475,0.028477860441064262,-1.505762489308783e-05,-8.22293838722705e-06,-6.834686505860779e-06,0.4197917652029718
nearest_beta,breakthrough_win,0.45306,component,e144_fine_tail_delta,24,credit,0.3850258979678924,0.38178850000000003,0.0032373979678923526,1.6129464901690819e-06,1.7461422922710582e-06,-1.3319580210197628e-07,0.38502589796790776
nearest_beta,breakthrough_win,0.45306,component,inherited_e143_body,161,credit,0.49507511790768255,0.46600988819875777,0.029065229708924778,-6.749456938202963e-05,-1.4014546717550341e-05,-5.348002266447929e-05,0.49507511790768305
nearest_beta,breakthrough_win,0.45306,target_component,Q1:inherited_e143_body,38,credit,0.5536320273601498,0.5205196842105265,0.0331123431496233,-3.462137061079901e-05,-2.0241153014368142e-05,-1.4380217596430865e-05,0.5536320273601483
