pair,family,set,new_file,base_file,actual_delta,actual_direction,n_cells,n_rows,targets,swing_sum,top_swing,expected_delta_visible_mean,expected_delta_focus_mean,expected_delta_flank_mean,between_train_runs_rate,flank_conflict_rate,e72_active_rate,e101_active_rate,intended_support_swing_global,observed_direction_support_swing_global,observed_direction_support_mean_global,observed_hard_support_rate_global,intended_support_swing_subject,observed_direction_support_swing_subject,observed_direction_support_mean_subject,observed_hard_support_rate_subject,intended_support_swing_nearest_hard085,observed_direction_support_swing_nearest_hard085,observed_direction_support_mean_nearest_hard085,observed_hard_support_rate_nearest_hard085,intended_support_swing_flank_mean,observed_direction_support_swing_flank_mean,observed_direction_support_mean_flank_mean,observed_hard_support_rate_flank_mean,intended_support_swing_visible_mean,observed_direction_support_swing_visible_mean,observed_direction_support_mean_visible_mean,observed_hard_support_rate_visible_mean,intended_support_swing_focus_mean,observed_direction_support_swing_focus_mean,observed_direction_support_mean_focus_mean,observed_hard_support_rate_focus_mean,visible_sign_matches_actual,focus_sign_matches_actual
e101_vs_mixmin,mixmin_relative_success,top1,submission_e101_q2s3tail_177569bc.csv,submission_mixmin_0c916bb4.csv,-6.2745000000141715e-06,new_won,1,1,S3,3.485758140847213e-05,3.485758140847213e-05,-1.3593151161952373e-06,-4.265957883377885e-06,8.206669591917506e-07,1.0,0.0,1.0,1.0,0.33777777777777773,0.33777777777777773,0.33777777777777773,0.0,0.04166666666666663,0.04166666666666663,0.04166666666666663,0.0,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,0.03055555555555545,0.03055555555555545,0.030555555555555447,0.0,0.09309523809523801,0.09309523809523801,0.09309523809523801,0.0,0.17648148148148135,0.17648148148148135,0.17648148148148135,0.0,True,True
e101_vs_mixmin,mixmin_relative_success,top4,submission_e101_q2s3tail_177569bc.csv,submission_mixmin_0c916bb4.csv,-6.2745000000141715e-06,new_won,4,4,S3,0.00013419859805972558,3.485758140847213e-05,-5.8707806867136695e-06,-1.668859371262521e-05,2.2425790827199882e-06,1.0,0.0,1.0,1.0,0.3377777777777777,0.3377777777777777,0.33777777777777773,0.0,0.056740703578609435,0.056740703578609435,0.05729166666666663,0.0,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,0.04043782539456145,0.04043782539456145,0.040865605354241635,0.0,0.1008956832763761,0.1008956832763761,0.10121883798020154,0.0,0.18150616045212895,0.18150616045212895,0.1816898148148147,0.0,True,True
e101_vs_mixmin,mixmin_relative_success,top8,submission_e101_q2s3tail_177569bc.csv,submission_mixmin_0c916bb4.csv,-6.2745000000141715e-06,new_won,8,8,S3,0.00025967527984007446,3.485758140847213e-05,-1.0061627968597126e-05,-2.7184022081388234e-05,2.7801676159962116e-06,0.75,0.25,1.0,1.0,0.3759494518512224,0.3759494518512224,0.3783333333333333,0.125,0.14876036392625133,0.14876036392625133,0.15187892645971912,0.125,0.2323566940625691,0.2323566940625691,0.23750000000000002,0.125,0.136964505277284,0.136964505277284,0.14097932086083412,0.0,0.18641779013559698,0.18641779013559698,0.1902327918909127,0.0,0.2523555032800142,0.2523555032800142,0.2559040865976841,0.125,True,True
e101_vs_mixmin,mixmin_relative_success,top16,submission_e101_q2s3tail_177569bc.csv,submission_mixmin_0c916bb4.csv,-6.2745000000141715e-06,new_won,16,16,S3,0.000476510074999195,3.485758140847213e-05,-1.540046104559997e-05,-4.4487893498910326e-05,6.415113294382824e-06,0.6875,0.1875,1.0,1.0,0.3966815259455948,0.3966815259455948,0.3986111111111111,0.1875,0.1798238293326475,0.1798238293326475,0.1830002565707109,0.125,0.23371125469329693,0.23371125469329693,0.23750000000000002,0.125,0.16324758520138766,0.16324758520138766,0.16711504387347792,0.0625,0.20902956439672715,0.20902956439672715,0.21251022045367626,0.0625,0.2700722033238463,0.2700722033238463,0.2730371225606073,0.125,True,True
e101_vs_mixmin,mixmin_relative_success,top1_frontier_edge,submission_e101_q2s3tail_177569bc.csv,submission_mixmin_0c916bb4.csv,-6.2745000000141715e-06,new_won,1,1,S3,3.485758140847213e-05,3.485758140847213e-05,-1.3593151161952373e-06,-4.265957883377885e-06,8.206669591917506e-07,1.0,0.0,1.0,1.0,0.33777777777777773,0.33777777777777773,0.33777777777777773,0.0,0.04166666666666663,0.04166666666666663,0.04166666666666663,0.0,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,0.03055555555555545,0.03055555555555545,0.030555555555555447,0.0,0.09309523809523801,0.09309523809523801,0.09309523809523801,0.0,0.17648148148148135,0.17648148148148135,0.17648148148148135,0.0,,
e101_vs_mixmin,mixmin_relative_success,top1_actual_edge,submission_e101_q2s3tail_177569bc.csv,submission_mixmin_0c916bb4.csv,-6.2745000000141715e-06,new_won,1,1,S3,3.485758140847213e-05,3.485758140847213e-05,-1.3593151161952373e-06,-4.265957883377885e-06,8.206669591917506e-07,1.0,0.0,1.0,1.0,0.33777777777777773,0.33777777777777773,0.33777777777777773,0.0,0.04166666666666663,0.04166666666666663,0.04166666666666663,0.0,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,0.03055555555555545,0.03055555555555545,0.030555555555555447,0.0,0.09309523809523801,0.09309523809523801,0.09309523809523801,0.0,0.17648148148148135,0.17648148148148135,0.17648148148148135,0.0,,
e101_vs_mixmin,mixmin_relative_success,target_Q2,submission_e101_q2s3tail_177569bc.csv,submission_mixmin_0c916bb4.csv,-6.2745000000141715e-06,new_won,11,11,Q2,5.93315999636763e-05,8.478278570343367e-06,-5.687034632897708e-06,-5.762627325792102e-06,-5.630340113226912e-06,0.5454545454545454,0.45454545454545453,1.0,1.0,0.491441802491703,0.491441802491703,0.49434343434343436,0.45454545454545453,0.4512377186571447,0.4512377186571447,0.47175235905584506,0.7272727272727273,0.378362512100373,0.378362512100373,0.40454545454545454,0.36363636363636365,0.4381177195175978,0.4381177195175978,0.46113215707053146,0.36363636363636365,0.4390732730456588,0.4390732730456588,0.4593099823181228,0.36363636363636365,0.4403473444164069,0.4403473444164069,0.456880415981578,0.36363636363636365,,
e101_vs_mixmin,mixmin_relative_success,target_S1,submission_e101_q2s3tail_177569bc.csv,submission_mixmin_0c916bb4.csv,-6.2745000000141715e-06,new_won,250,250,S1,0.002223896588283953,1.5453046150659153e-05,-0.0001936919552933524,-0.0001676590033808578,-0.00021321666922772338,0.624,0.168,0.788,0.0,0.518553461102135,0.518553461102135,0.5116622222222222,0.532,0.5560171005602885,0.5560171005602885,0.5442725069722136,0.58,0.5426325416838232,0.5426325416838232,0.5224,0.532,0.559553215633885,0.559553215633885,0.5431277967554246,0.536,0.5507737094116839,0.5507737094116839,0.5358351308880192,0.54,0.5390677011154156,0.5390677011154156,0.5261115763981453,0.54,,
e101_vs_mixmin,mixmin_relative_success,target_S2,submission_e101_q2s3tail_177569bc.csv,submission_mixmin_0c916bb4.csv,-6.2745000000141715e-06,new_won,250,250,S2,0.002090960194200841,1.5994282826545295e-05,6.342222646563569e-05,0.00010971855338294007,2.869998127765739e-05,0.624,0.136,0.596,0.0,0.5085638078618375,0.5085638078618375,0.5072533333333333,0.524,0.5970168741485984,0.5970168741485984,0.5857888735141623,0.624,0.5838768819399677,0.5838768819399677,0.584,0.62,0.6018995870572122,0.6018995870572122,0.5942195422738706,0.62,0.5852937017398934,0.5852937017398934,0.5791314822775683,0.616,0.5631525213168012,0.5631525213168012,0.5590140689491652,0.624,,
e101_vs_mixmin,mixmin_relative_success,target_S3,submission_e101_q2s3tail_177569bc.csv,submission_mixmin_0c916bb4.csv,-6.2745000000141715e-06,new_won,39,39,S3,0.0008657346304742228,3.485758140847213e-05,-4.1823339886870956e-05,-7.276176446257582e-05,-1.8619521455092274e-05,0.6153846153846154,0.1794871794871795,1.0,1.0,0.47096151495617605,0.47096151495617605,0.5041595441595442,0.5128205128205128,0.3313043721177002,0.3313043721177002,0.39554957365107735,0.41025641025641024,0.37262979681532116,0.37262979681532116,0.4371794871794871,0.41025641025641024,0.329092819604137,0.329092819604137,0.40064283441329546,0.38461538461538464,0.35589528032939216,0.35589528032939216,0.41992284894904147,0.38461538461538464,0.39163189462973236,0.39163189462973236,0.4456295349967029,0.41025641025641024,,
e72_vs_mixmin,q2s3_gate_fail,all_moved,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,0.00010113670000000408,new_lost,893,249,"Q1,Q2,Q3,S1,S2,S3,S4",0.006684221643935893,2.877034127193934e-05,-0.0007056942036960685,-0.0007776866184531636,-0.0006516998926282471,0.6147816349384099,0.22732362821948487,1.0,0.055991041433370664,0.5037029238855787,0.4962970761144213,0.49612541993281084,0.49496080627099664,0.4613787299665024,0.5386212700334977,0.5377190383913313,0.5431131019036954,0.43012851695899107,0.569871483041009,0.5536954087346024,0.5767077267637178,0.4462216804863097,0.5537783195136904,0.5472432236589826,0.5879059350503919,0.45429955610804446,0.5457004438919557,0.5395018230992392,0.5856662933930571,0.4650700569370241,0.534929943062976,0.5291799556862482,0.5643896976483762,False,False
e72_vs_mixmin,q2s3_gate_fail,top1,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,0.00010113670000000408,new_lost,1,1,S3,2.877034127193934e-05,2.877034127193934e-05,-1.094799880502397e-06,-3.0318946671953575e-06,3.5802120951732195e-07,1.0,0.0,1.0,1.0,0.33777777777777773,0.6622222222222223,0.6622222222222223,1.0,0.10416666666666663,0.8958333333333334,0.8958333333333334,1.0,0.15000000000000002,0.85,0.85,1.0,0.07948806244260785,0.9205119375573921,0.9205119375573921,1.0,0.1299852420306965,0.8700147579693035,0.8700147579693035,1.0,0.19731481481481472,0.8026851851851853,0.8026851851851853,1.0,False,False
e72_vs_mixmin,q2s3_gate_fail,top4,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,0.00010113670000000408,new_lost,4,4,S3,0.00011365459139147458,2.877034127193934e-05,3.3828689943757716e-06,-5.657250060360148e-07,6.344314494684613e-06,0.75,0.25,1.0,1.0,0.3377777777777778,0.6622222222222224,0.6622222222222223,1.0,0.23653748336794858,0.7634625166320514,0.7615830561714708,0.75,0.15000000000000005,0.8500000000000002,0.85,1.0,0.18063982512833449,0.8193601748716655,0.8178859581229315,1.0,0.20669636595129492,0.7933036340487052,0.7921927301264884,1.0,0.2414384203819087,0.7585615796180913,0.7579350927978978,1.0,True,False
e72_vs_mixmin,q2s3_gate_fail,top8,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,0.00010113670000000408,new_lost,8,8,S3,0.00022214340604039218,2.877034127193934e-05,-5.291933879833508e-06,-1.8489164686174e-05,4.6059892249218585e-06,0.75,0.25,1.0,1.0,0.4157739045345858,0.5842260954654143,0.5811111111111111,0.75,0.20530639206313597,0.794693607936864,0.7927233462675536,0.875,0.2355743412023694,0.7644256587976308,0.7625,0.875,0.18158647975041117,0.8184135202495889,0.8163168551853419,1.0,0.22614293668596225,0.7738570633140379,0.7716574111600047,1.0,0.2855515459333636,0.7144484540666364,0.7121114857928883,0.875,False,False
e72_vs_mixmin,q2s3_gate_fail,top16,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,0.00010113670000000408,new_lost,16,16,"Q2,S3",0.00041376118498633155,2.877034127193934e-05,-1.398608718557289e-05,-3.391314650191219e-05,9.592073016816025e-07,0.5625,0.1875,1.0,0.9375,0.42830205214818506,0.5716979478518149,0.5670833333333334,0.6875,0.2554678806893168,0.7445321193106831,0.734763509135128,0.75,0.27354208377439543,0.7264579162256046,0.71875,0.8125,0.234822649361403,0.7651773506385969,0.7549629682556461,0.875,0.2709432305796442,0.7290567694203558,0.7200641022130065,0.875,0.31910400553729906,0.6808959944627009,0.6735322808228206,0.8125,False,False
e72_vs_mixmin,q2s3_gate_fail,top1_frontier_edge,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,0.00010113670000000408,new_lost,1,1,S3,2.877034127193934e-05,2.877034127193934e-05,-1.094799880502397e-06,-3.0318946671953575e-06,3.5802120951732195e-07,1.0,0.0,1.0,1.0,0.33777777777777773,0.6622222222222223,0.6622222222222223,1.0,0.10416666666666663,0.8958333333333334,0.8958333333333334,1.0,0.15000000000000002,0.85,0.85,1.0,0.07948806244260785,0.9205119375573921,0.9205119375573921,1.0,0.1299852420306965,0.8700147579693035,0.8700147579693035,1.0,0.19731481481481472,0.8026851851851853,0.8026851851851853,1.0,,
e72_vs_mixmin,q2s3_gate_fail,top4_actual_edge,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,0.00010113670000000408,new_lost,4,4,S3,0.00011365459139147458,2.877034127193934e-05,3.3828689943757716e-06,-5.657250060360148e-07,6.344314494684613e-06,0.75,0.25,1.0,1.0,0.3377777777777778,0.6622222222222224,0.6622222222222223,1.0,0.23653748336794858,0.7634625166320514,0.7615830561714708,0.75,0.15000000000000005,0.8500000000000002,0.85,1.0,0.18063982512833449,0.8193601748716655,0.8178859581229315,1.0,0.20669636595129492,0.7933036340487052,0.7921927301264884,1.0,0.2414384203819087,0.7585615796180913,0.7579350927978978,1.0,,
e72_vs_mixmin,q2s3_gate_fail,target_Q1,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,0.00010113670000000408,new_lost,158,158,Q1,0.0010677239482554696,7.991208791210526e-06,-0.00016502743552365885,-0.0001659832396558974,-0.00016431058242447996,0.5886075949367089,0.20253164556962025,1.0,0.0,0.5001744844574274,0.49982551554257265,0.49977496483825595,0.47468354430379744,0.5065992651408378,0.493400734859162,0.5006666131755213,0.5,0.4230598188131712,0.5769401811868287,0.5575949367088607,0.5822784810126582,0.47504462609597503,0.5249553739040249,0.5242992354819058,0.5886075949367089,0.4757160103993338,0.5242839896006661,0.5221762080928944,0.5886075949367089,0.4766111894704787,0.5233888105295212,0.519345504907546,0.5632911392405063,,
e72_vs_mixmin,q2s3_gate_fail,target_Q2,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,0.00010113670000000408,new_lost,40,40,Q2,0.0006180105798848098,2.3380840033287583e-05,-4.338619752601996e-05,-3.749676330612875e-05,-4.780327319093838e-05,0.525,0.3,1.0,0.275,0.49996445527355676,0.5000355447264433,0.5,0.5,0.5454762912144211,0.45452370878557885,0.45440351080623637,0.125,0.3241431017064674,0.6758568982935326,0.6575,0.725,0.47320486435764736,0.5267951356423526,0.5194899099552324,0.725,0.46605761508929067,0.5339423849107093,0.5271233072324522,0.725,0.45652794939814845,0.5434720506018516,0.5373011702687455,0.725,,
e72_vs_mixmin,q2s3_gate_fail,target_Q3,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,0.00010113670000000408,new_lost,157,157,Q3,0.0010270439644504768,7.99120879120942e-06,-7.308398556259282e-05,-7.135779337649882e-05,-7.437862970216331e-05,0.6242038216560509,0.2484076433121019,1.0,0.0,0.5057582778485937,0.4942417221514062,0.49299363057324846,0.46496815286624205,0.5230494345782972,0.4769505654217028,0.4755189246421356,0.5222929936305732,0.4087517436391134,0.5912482563608866,0.5735668789808918,0.6050955414012739,0.482127777481306,0.517872222518694,0.5091343123451056,0.5732484076433121,0.4808672237130325,0.5191327762869674,0.5112309547966711,0.6114649681528662,0.4791864853553347,0.5208135146446652,0.5140264780654253,0.6178343949044586,,
e72_vs_mixmin,q2s3_gate_fail,target_S1,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,0.00010113670000000408,new_lost,197,197,S1,0.0013936369724346545,7.991208791212857e-06,-0.0002458037160973151,-0.0002668574580135597,-0.00023001340966013155,0.6091370558375635,0.19289340101522842,1.0,0.0,0.5025458293740026,0.4974541706259974,0.5027749576988155,0.5076142131979695,0.4452260918708129,0.554773908129187,0.5608969132987486,0.6345177664974619,0.46668457564620736,0.5333154243537926,0.5408629441624365,0.5583756345177665,0.44504816335749964,0.5549518366425004,0.562840646917797,0.5786802030456852,0.45637845004586014,0.5436215499541398,0.5508424861187413,0.5736040609137056,0.4714854989636743,0.5285145010363257,0.5348449383866669,0.5736040609137056,,
e72_vs_mixmin,q2s3_gate_fail,target_S2,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,0.00010113670000000408,new_lost,149,149,S2,0.0008753779461699345,7.991208791210035e-06,-4.220375059343888e-05,-5.606885578810639e-05,-3.1804921697438264e-05,0.6711409395973155,0.12751677852348994,1.0,0.0,0.5611413393869811,0.438858660613019,0.46450410141685305,0.3825503355704698,0.47951040836952125,0.5204895916304787,0.5519737956328491,0.4429530201342282,0.4543487211941976,0.5456512788058023,0.5587248322147651,0.5838926174496645,0.47061525183440667,0.5293847481655932,0.5577843503892029,0.5033557046979866,0.48249449661261806,0.5175055033873819,0.5437628758316113,0.4966442953020134,0.49833348965023333,0.5016665103497667,0.5250675764214892,0.48322147651006714,,
e72_vs_mixmin,q2s3_gate_fail,target_S3,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,0.00010113670000000408,new_lost,39,39,S3,0.0007544350910790409,2.877034127193934e-05,-3.680860155402267e-05,-6.304632617437301e-05,-1.7130308088759904e-05,0.6153846153846154,0.1794871794871795,1.0,1.0,0.47362838512297323,0.5263716148770269,0.49584045584045583,0.48717948717948717,0.33699917064438717,0.6630008293556127,0.6044504263489225,0.5897435897435898,0.3770877342177793,0.6229122657822206,0.5628205128205127,0.5897435897435898,0.3350436406815293,0.6649563593184707,0.5993571655867043,0.6153846153846154,0.36112712181589385,0.6388728781841062,0.5800771510509585,0.6153846153846154,0.39590509666171314,0.6040949033382869,0.5543704650032972,0.5897435897435898,,
e72_vs_mixmin,q2s3_gate_fail,target_S4,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_mixmin_0c916bb4.csv,0.00010113670000000408,new_lost,153,153,S4,0.0009479931416615077,7.99120879121022e-06,-9.938051683902022e-05,-0.0001168761821385995,-8.625876786433574e-05,0.6078431372549019,0.3660130718954248,1.0,0.0,0.4804837774662759,0.5195162225337242,0.5168627450980392,0.6405228758169934,0.3947963817233445,0.6052036182766555,0.6008549719209529,0.6862745098039216,0.4964481237720572,0.5035518762279428,0.511437908496732,0.5163398692810458,0.4249456768325854,0.5750543231674148,0.5736655619363448,0.6535947712418301,0.4387872843274313,0.5612127156725687,0.5605454104658718,0.6143790849673203,0.45724276098722594,0.5427572390127742,0.543051875171908,0.5294117647058824,,
e72_vs_e95,q2s3_gate_fail,all_moved,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,0.0001164474000000526,new_lost,1047,250,"Q1,Q2,Q3,S1,S2,S3,S4",0.008825088615538148,2.3430889985321467e-05,-0.0005132055268261147,-0.0006161751973882098,-0.0004359782739045435,0.612225405921681,0.21203438395415472,0.8529130850047756,0.04775549188156638,0.49997508565292587,0.5000249143470741,0.4953454313912767,0.49283667621776506,0.45614743921756135,0.5438525607824386,0.5296926139882385,0.5405921680993314,0.43421228577600957,0.5657877142239903,0.546466093600764,0.5663801337153773,0.44302622707268025,0.5569737729273198,0.5396256197513678,0.5768863419293219,0.4517771027053167,0.5482228972946831,0.5328580882836786,0.5749761222540593,0.4634449368821655,0.5365550631178343,0.5238347129934263,0.5606494746895893,False,False
e72_vs_e95,q2s3_gate_fail,top1,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,0.0001164474000000526,new_lost,1,1,S2,2.3430889985321467e-05,2.3430889985321467e-05,1.6439533013570682e-07,2.161776866450563e-06,-1.3336408221004338e-06,1.0,1.0,1.0,0.0,0.3488888888888889,0.6511111111111111,0.6511111111111111,1.0,0.3928571428571429,0.6071428571428571,0.6071428571428571,1.0,0.15000000000000002,0.85,0.85,1.0,0.44642857142857134,0.5535714285714286,0.5535714285714286,1.0,0.3824943310657597,0.6175056689342403,0.6175056689342403,1.0,0.2972486772486773,0.7027513227513226,0.7027513227513227,1.0,True,True
e72_vs_e95,q2s3_gate_fail,top4,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,0.0001164474000000526,new_lost,4,4,"Q2,S1,S2",9.294155785733284e-05,2.3430889985321467e-05,-1.6977600115347022e-06,-3.2918777844426845e-06,-5.021716818537126e-07,0.5,0.25,1.0,0.0,0.4699858504224009,0.5300141495775991,0.53,0.5,0.3421452199512006,0.6578547800487993,0.658887987012987,0.75,0.15,0.85,0.85,1.0,0.2906946548070436,0.7093053451929563,0.710469470046083,1.0,0.303558527085968,0.6964414729140318,0.6972522667424741,1.0,0.3207103567912004,0.6792896432087995,0.679629329004329,1.0,False,False
e72_vs_e95,q2s3_gate_fail,top8,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,0.0001164474000000526,new_lost,8,8,"Q2,S1,S2",0.0001846004721912227,2.3430889985321467e-05,-7.302133714859041e-06,-1.5945821337118073e-05,-8.193679981647571e-07,0.625,0.125,1.0,0.0,0.4098580734371029,0.590141926562897,0.5905555555555555,0.75,0.2136384167858973,0.7863615832141028,0.7877773268398268,0.875,0.15000000000000002,0.85,0.85,1.0,0.17589058893929682,0.8241094110607031,0.8254898883664301,1.0,0.21100840656859823,0.7889915934314017,0.7900417765515861,1.0,0.2578321634076667,0.7421678365923333,0.7427776274651274,1.0,False,False
e72_vs_e95,q2s3_gate_fail,top16,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,0.0001164474000000526,new_lost,16,16,"Q2,S1,S2",0.0003667901460536835,2.3430889985321467e-05,-1.842401523239711e-05,-3.6142060004666025e-05,-5.1354816531954135e-06,0.5625,0.0625,1.0,0.0,0.41320248528699227,0.5867975147130078,0.5869444444444445,0.75,0.22503628665114458,0.7749637133488555,0.7755318868123746,0.8125,0.23685314870819943,0.7631468512918007,0.7625,0.875,0.2071623795263143,0.7928376204736857,0.7932442407584035,0.875,0.2433916341073705,0.7566083658926295,0.756850470612919,0.875,0.2916973068821121,0.708302693117888,0.708325443752273,0.875,False,False
e72_vs_e95,q2s3_gate_fail,top1_frontier_edge,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,0.0001164474000000526,new_lost,1,1,S2,2.3430889985321467e-05,2.3430889985321467e-05,1.6439533013570682e-07,2.161776866450563e-06,-1.3336408221004338e-06,1.0,1.0,1.0,0.0,0.3488888888888889,0.6511111111111111,0.6511111111111111,1.0,0.3928571428571429,0.6071428571428571,0.6071428571428571,1.0,0.15000000000000002,0.85,0.85,1.0,0.44642857142857134,0.5535714285714286,0.5535714285714286,1.0,0.3824943310657597,0.6175056689342403,0.6175056689342403,1.0,0.2972486772486773,0.7027513227513226,0.7027513227513227,1.0,,
e72_vs_e95,q2s3_gate_fail,top6_actual_edge,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,0.0001164474000000526,new_lost,6,6,"Q2,S1,S2",0.00013885308632759121,2.3430889985321467e-05,-4.3896531418962225e-06,-9.624506084138007e-06,-4.6351343521487724e-07,0.6666666666666666,0.16666666666666666,1.0,0.0,0.42994535334629913,0.5700546466537008,0.5703703703703704,0.6666666666666666,0.2565695254155844,0.7434304745844156,0.7448142135642136,0.8333333333333334,0.15000000000000002,0.8500000000000001,0.85,1.0,0.21286213861815934,0.7871378613818406,0.7885449223803115,1.0,0.24113763331921725,0.7588623666807826,0.7599091819222613,1.0,0.27883829292062784,0.7211617070793721,0.7217281946448614,1.0,,
e72_vs_e95,q2s3_gate_fail,target_Q1,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,0.0001164474000000526,new_lost,158,158,Q1,0.001067723948255476,7.991208791210526e-06,-0.00016502743552366047,-0.00016598323965589932,-0.00016431058242448137,0.5886075949367089,0.20253164556962025,1.0,0.0,0.5001744844574274,0.49982551554257293,0.499774964838256,0.47468354430379744,0.5065992651408371,0.4934007348591632,0.5006666131755213,0.5,0.42305981881316973,0.5769401811868304,0.5575949367088607,0.5822784810126582,0.47504462609597387,0.5249553739040262,0.5242992354819058,0.5886075949367089,0.4757160103993327,0.5242839896006675,0.5221762080928944,0.5886075949367089,0.4766111894704779,0.5233888105295222,0.519345504907546,0.5632911392405063,,
e72_vs_e95,q2s3_gate_fail,target_Q2,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,0.0001164474000000526,new_lost,40,40,Q2,0.0005389017799332404,2.3380840033287583e-05,-3.583095551127204e-05,-2.9840731034188295e-05,-4.032362386908485e-05,0.525,0.3,1.0,0.275,0.501215549367289,0.49878445063271104,0.5,0.5,0.5593101671854348,0.44068983281456514,0.45440351080623637,0.125,0.31618389160537086,0.6838161083946291,0.6575,0.725,0.47835552821770566,0.5216444717822943,0.5194899099552324,0.725,0.47001881728984535,0.5299811827101547,0.5271233072324522,0.725,0.4589032027193649,0.5410967972806351,0.5373011702687455,0.725,,
e72_vs_e95,q2s3_gate_fail,target_Q3,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,0.0001164474000000526,new_lost,157,157,Q3,0.0010270439644504779,7.991208791209515e-06,-7.308398556259285e-05,-7.135779337649886e-05,-7.437862970216335e-05,0.6242038216560509,0.2484076433121019,1.0,0.0,0.5057582778485935,0.4942417221514063,0.49299363057324846,0.46496815286624205,0.523049434578297,0.476950565421703,0.4755189246421357,0.5222929936305732,0.40875174363911254,0.5912482563608874,0.5735668789808916,0.6050955414012739,0.48212777748130553,0.5178722225186944,0.5091343123451055,0.5732484076433121,0.4808672237130322,0.5191327762869677,0.5112309547966711,0.6114649681528662,0.4791864853553344,0.5208135146446656,0.5140264780654253,0.6178343949044586,,
e72_vs_e95,q2s3_gate_fail,target_S1,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,0.0001164474000000526,new_lost,250,250,S1,0.002142861258537464,2.3023294091604605e-05,-5.211176080396227e-05,-9.919845463270146e-05,-1.6796740432407884e-05,0.624,0.168,0.788,0.0,0.48240062591335614,0.5175993740866438,0.48979555555555554,0.472,0.40624162833001887,0.5937583716699811,0.5353271335608581,0.568,0.4340881400652501,0.5659118599347498,0.5307999999999999,0.544,0.4024560719995587,0.5975439280004413,0.5423482654713706,0.548,0.41893638318669424,0.5810636168133058,0.5321879644288423,0.544,0.44091013143620833,0.5590898685637916,0.518640896372138,0.544,,
e72_vs_e95,q2s3_gate_fail,target_S2,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e95_hardtail_541e3973.csv,0.0001164474000000526,new_lost,250,250,S2,0.0027006867731467266,2.3430889985321467e-05,-0.00010562597705907462,-0.00016578740917104647,-6.0504902975095746e-05,0.624,0.136,0.596,0.0,0.513187459983473,0.4868125400165268,0.48428444444444446,0.448,0.4182450327652768,0.5817549672347232,0.5658448115855048,0.548,0.42026274717511997,0.5797372528248799,0.5588,0.584,0.41158147504761433,0.5884185249523857,0.5698083734037128,0.56,0.42828873430204667,0.571711265697953,0.5554518213778286,0.556,0.45056507997462325,0.5494349200253766,0.5363097520099831,0.556,,
