method,hidden_blocks,weighted_mixmin_delta_vs_a2c8,mean_mixmin_delta_vs_a2c8,mean_raw05_delta_vs_a2c8,mixmin_better_block_rate
raw_phone_td_ridge_groupcross_s2s3_k0_a8_w0.25,36.0,0.00012470297181432075,-0.00014857290548396697,0.0007314126401072409,0.5277777777777778
raw_phone_td_ridge_groupcross_s2s3_k0_a2_w0.25,36.0,0.0001272253806765154,-0.00014660583704155473,0.0007307636386503038,0.5277777777777778
raw_phone_td_knn_allcross_s2s3_k16_a8_w0.50,36.0,0.0001291334865789865,-0.00021153399430388944,0.000750288035305175,0.5277777777777778
raw_phone_td_ridge_pair_s2s3_k0_a8_w0.25,36.0,0.0001405804712353212,-0.00013635872153543475,0.0007303732803487305,0.5277777777777778
raw_phone_stage_calendar_w0p50,36.0,0.000142248019647769,-0.00011656701317171502,0.0007565198389100798,0.5277777777777778
raw_phone_td_ridge_pair_s2s3_k0_a2_w0.25,36.0,0.00014470314678910085,-0.00013309746213554038,0.0007296492471714095,0.5277777777777778
raw_phone_td_ridge_allcross_s2s3_k0_a8_w0.50,36.0,0.00014539746060293163,-0.00015702947552391055,0.0007172606395534495,0.5
raw_phone_td_ridge_allcross_s2s3_k0_a2_w0.50,36.0,0.00015528607352562312,-0.0001476783562547359,0.0007153257417114741,0.5
raw_phone_td_knn_allcross_stage_k16_a8_w0.50,36.0,0.00015758288178251728,-0.00018459338486694863,0.0007554974009832056,0.5277777777777778
raw_phone_td_knn_allcross_s3_k16_a8_w0.75,36.0,0.00016599342409106413,-0.00022189927217172413,0.0007775895668146939,0.5555555555555556
raw_phone_td_knn_groupcross_s2s3_k16_a8_w0.75,36.0,0.0001710616751230894,-0.0001806245763496865,0.0007406322560185189,0.5
raw_phone_td_knn_allcross_s2s3_k8_a8_w0.75,36.0,0.00017150236128329213,-0.00019349548195818863,0.0007610058218922816,0.5555555555555556
raw_phone_s2s3_calendar_w0p50,36.0,0.00017195931365699205,-0.00014577799733275312,0.0007281811523950387,0.5277777777777778
raw_phone_td_ridge_groupcross_stage_k0_a8_w0.25,36.0,0.00017627634489066603,-0.00011403979305764521,0.000756380406925729,0.5555555555555556
raw_phone_td_ridge_groupcross_stage_k0_a2_w0.25,36.0,0.00017837315432674193,-0.00011204546527496979,0.0007556487151529435,0.5555555555555556
raw_phone_td_ridge_allcross_all_k0_a8_w0.25,36.0,0.00018870240726511902,-0.00012581550156370215,0.0007698418391872638,0.5
raw_phone_td_ridge_groupcross_s3_k0_a8_w0.25,36.0,0.00018899444250098084,-9.840596458759132e-05,0.0007316594705967819,0.5277777777777778
raw_phone_td_ridge_pair_stage_k0_a8_w0.25,36.0,0.0001900170496083965,-0.00010112432042651734,0.0007560894541135378,0.5277777777777778
raw_phone_td_ridge_groupcross_s3_k0_a2_w0.25,36.0,0.00019048683967477824,-9.71307663467887e-05,0.0007312841754423315,0.5277777777777778
raw_phone_td_knn_allcross_s2s3_k16_a24_w0.75,36.0,0.0001904958955401599,-0.0001336692687284555,0.0007496000367336562,0.5277777777777778
raw_phone_td_ridge_allcross_stage_k0_a8_w0.75,36.0,0.00019081284777128463,-0.0001300256288455027,0.0007917379665914145,0.4722222222222222
raw_phone_td_ridge_pair_stage_k0_a2_w0.25,36.0,0.00019388982141476025,-9.769463695703435e-05,0.0007552775062676492,0.5277777777777778
raw_phone_td_ridge_allcross_all_k0_a2_w0.25,36.0,0.00019431125979755575,-0.00011859710862118399,0.0007686688361129408,0.5
raw_phone_s3_calendar_w0p50,36.0,0.0001970623780140322,-9.93000198179547e-05,0.0007164023972236397,0.5277777777777778
raw_phone_td_knn_allcross_stage_k8_a8_w0.75,36.0,0.0002024829663674087,-0.00017906491373848003,0.0007625771734455231,0.5555555555555556
raw_phone_td_ridge_allcross_stage_k0_a2_w0.75,36.0,0.00020446411248290004,-0.00011497218165769073,0.0007886089355959858,0.4722222222222222
raw_phone_td_ridge_pair_s3_k0_a8_w0.25,36.0,0.00020487194192198092,-8.619178063905962e-05,0.0007306201108382714,0.5277777777777778
raw_phone_td_ridge_pair_s3_k0_a2_w0.25,36.0,0.00020796460578736395,-8.362239144077436e-05,0.0007301697839634372,0.5277777777777778
raw_phone_td_knn_allcross_all_k16_a8_w0.75,36.0,0.00021062039667208977,-0.00018832607830904946,0.0007949661395038219,0.5
raw_phone_td_knn_allcross_stage_k16_a24_w0.75,36.0,0.0002139488816621172,-9.23958245148827e-05,0.0007609787548144432,0.5277777777777778
raw_phone_td_knn_allcross_s3_k16_a8_w0.50,36.0,0.0002142615842452333,-0.00013664462895436583,0.0007571219958656373,0.5277777777777778
raw_phone_td_knn_groupcross_stage_k16_a8_w0.75,36.0,0.00021739026519194748,-0.00019909952409806602,0.0007458927678103719,0.5555555555555556
raw_phone_td_knn_groupcross_s2s3_k16_a8_w0.50,36.0,0.0002176404182665806,-0.00010912816507300856,0.0007324837886681853,0.5277777777777778
raw_phone_td_knn_allcross_s2s3_k8_a8_w0.50,36.0,0.00021793420904004995,-0.00011770876881201151,0.0007460661659173589,0.5277777777777778
raw_phone_td_knn_groupcross_all_k16_a8_w0.75,36.0,0.0002196172865999847,-0.0002631190608749429,0.0007979554164528498,0.5277777777777778
raw_phone_td_knn_allcross_s3_k8_a8_w0.75,36.0,0.00021966401799495934,-0.00015770059250351298,0.0007645221554463669,0.5555555555555556
raw_phone_td_knn_allcross_s2s3_k16_a8_w0.25,36.0,0.00021996569556627837,-8.883466841176831e-05,0.0007332374446363509,0.5277777777777778
raw_phone_td_knn_groupcross_all_k8_a8_w0.75,36.0,0.00022381447997710656,-0.0002046548093775635,0.0007761906942518745,0.5555555555555556
raw_phone_td_knn_allcross_s3_k16_a24_w0.75,36.0,0.00022634515509640794,-0.0001160914628562956,0.0007532335072232781,0.5277777777777778
raw_phone_td_ridge_allcross_s2s3_k0_a8_w0.25,36.0,0.00022809768257824693,-6.158240902178386e-05,0.0007167237467604811,0.5277777777777778
raw_phone_td_knn_groupcross_s2s3_k8_a8_w0.75,36.0,0.00022902796333284397,-8.469305479161487e-05,0.0007273293162760546,0.4722222222222222
raw_phone_td_knn_allcross_s2s3_k16_a24_w0.50,36.0,0.00023059656521130225,-7.782462665884907e-05,0.0007384623091449457,0.5277777777777778
raw_phone_td_ridge_allcross_stage_k0_a8_w0.50,36.0,0.0002308078666987196,-7.53955334035461e-05,0.000766554262383443,0.5
raw_phone_td_ridge_allcross_s2s3_k0_a2_w0.25,36.0,0.00023304198903959268,-5.69068493871969e-05,0.0007157562978394949,0.5277777777777778
raw_phone_td_knn_groupcross_s3_k8_a8_w0.75,36.0,0.0002333522459523378,-0.00011381094009535925,0.0007354842915078203,0.5277777777777778
raw_phone_td_knn_allcross_stage_k16_a8_w0.25,36.0,0.00023419039316803766,-7.536436369330357e-05,0.0007358421274753605,0.5277777777777778
raw_phone_td_knn_allcross_stage_k8_a8_w0.50,36.0,0.0002385879457627962,-0.00010808838999887002,0.000747113733619524,0.5277777777777778
raw_phone_td_ridge_allcross_stage_k0_a2_w0.50,36.0,0.00023990870983978647,-6.535990194501222e-05,0.0007644682417198232,0.5
raw_phone_td_knn_groupcross_s3_k16_a8_w0.75,36.0,0.00024082423840788281,-0.00014430796805121467,0.0007477797929413727,0.5277777777777778
raw_phone_td_knn_pair_stage_k8_a8_w0.75,36.0,0.00024183214403679094,-6.631801991575885e-05,0.000741306525435213,0.5
raw_phone_td_knn_allcross_all_k16_a8_w0.50,36.0,0.0002440128992992464,-0.00011426249971258668,0.0007687063776583785,0.5
raw_phone_td_knn_groupcross_stage_k8_a8_w0.75,36.0,0.00024479631735103014,-0.00010642936376583274,0.0007309085714889769,0.5555555555555556
raw_phone_td_knn_allcross_stage_k16_a24_w0.50,36.0,0.000246231889292607,-5.030899718313309e-05,0.0007460481211988019,0.5277777777777778
raw_phone_td_knn_groupcross_stage_k16_a8_w0.50,36.0,0.0002485261449791586,-0.00012144479690526,0.0007359907965294202,0.5277777777777778
raw_phone_td_ridge_allcross_s3_k0_a8_w0.75,36.0,0.0002492699720913505,-0.00010962158655472955,0.0007157220572570912,0.4722222222222222
raw_phone_td_knn_groupcross_all_k16_a8_w0.50,36.0,0.0002500108259178496,-0.0001641244880898448,0.0007706992289577413,0.5277777777777778
raw_phone_td_knn_allcross_s3_k8_a8_w0.50,36.0,0.00025004198018116654,-9.384550917555928e-05,0.0007484103882867515,0.5277777777777778
raw_phone_td_knn_groupcross_all_k8_a8_w0.50,36.0,0.0002528089548359292,-0.00012514832042492184,0.0007561894141570845,0.5277777777777778
raw_phone_td_knn_allcross_s3_k16_a24_w0.50,36.0,0.0002544960715821336,-6.610608941074414e-05,0.0007408846228046933,0.5277777777777778
raw_phone_td_knn_pair_stage_k16_a8_w0.75,36.0,0.00025490573554762426,-0.0001084586597611355,0.0007261846488238734,0.5555555555555556
raw_phone_td_knn_groupcross_s2s3_k8_a8_w0.50,36.0,0.00025628461040642133,-4.51738173676255e-05,0.0007236151621732064,0.5277777777777778
raw_phone_td_knn_groupcross_s3_k8_a8_w0.50,36.0,0.00025916746548608184,-6.458574090345737e-05,0.0007290518123277177,0.5277777777777778
raw_phone_td_ridge_allcross_s3_k0_a2_w0.75,36.0,0.00026022321945673985,-9.953270908246082e-05,0.0007132590112880566,0.4722222222222222
raw_phone_td_knn_allcross_s3_k16_a8_w0.25,36.0,0.000262529744399403,-5.138998573700636e-05,0.0007366544249165787,0.5277777777777778
raw_phone_td_knn_groupcross_s3_k16_a8_w0.50,36.0,0.00026414879378977595,-8.491709287402753e-05,0.0007372488132834212,0.5277777777777778
raw_phone_td_knn_groupcross_s2s3_k16_a8_w0.25,36.0,0.0002642191614100811,-3.763175379632611e-05,0.0007243353213178523,0.5277777777777778
raw_phone_td_knn_allcross_s2s3_k8_a8_w0.25,36.0,0.00026436605679681674,-4.1922055665825556e-05,0.0007311265099424438,0.5277777777777778
raw_phone_td_knn_pair_stage_k8_a8_w0.50,36.0,0.00026482073087572797,-3.292379411704811e-05,0.0007329333016126494,0.5
raw_phone_td_knn_groupcross_stage_k8_a8_w0.50,36.0,0.00026679684641854644,-5.966469001710085e-05,0.0007260013323151585,0.5277777777777778
raw_phone_td_knn_allcross_s3_k8_a24_w0.75,36.0,0.0002682683847996912,-5.75401706933328e-05,0.0007406107866412627,0.5277777777777778
raw_phone_td_ridge_allcross_s3_k0_a8_w0.50,36.0,0.00026977928291209554,-6.179283854303195e-05,0.0007158769894939014,0.5
raw_phone_td_knn_groupcross_s2s3_k16_a24_w0.75,36.0,0.00027015213405899954,-4.150402242065811e-05,0.0007335762147603688,0.5277777777777778
raw_phone_td_knn_allcross_s2s3_k16_a24_w0.25,36.0,0.0002706972348824416,-2.197998458924678e-05,0.0007273245815562338,0.5277777777777778
raw_phone_td_ridge_allcross_stage_k0_a8_w0.25,36.0,0.00027080288562614295,-2.076543796159991e-05,0.0007413705581754775,0.5277777777777778
raw_phone_td_knn_groupcross_s3_k16_a24_w0.75,36.0,0.0002712436436864977,-6.953668038399066e-05,0.000735347642899287,0.5277777777777778
raw_phone_td_knn_pair_stage_k16_a8_w0.50,36.0,0.00027353645854960807,-6.101755401397517e-05,0.0007228520505384223,0.5277777777777778
raw_phone_td_knn_allcross_stage_k8_a8_w0.25,36.0,0.00027469292515819104,-3.711186625925387e-05,0.0007316502937935212,0.5277777777777778
raw_phone_td_knn_groupcross_s3_k8_a24_w0.75,36.0,0.0002751124987783821,-3.559534448925568e-05,0.0007260918546719889,0.5277777777777778
raw_phone_td_ridge_allcross_stage_k0_a2_w0.25,36.0,0.0002753533071966732,-1.574762223233499e-05,0.0007403275478436704,0.5277777777777778
raw_phone_td_ridge_allcross_s3_k0_a2_w0.50,36.0,0.00027708144782235595,-5.506692022818426e-05,0.0007142349588478811,0.5
raw_phone_td_knn_allcross_all_k16_a8_w0.25,36.0,0.00027740540192639943,-4.019892111612481e-05,0.0007424466158129487,0.5277777777777778
raw_phone_td_knn_allcross_stage_k16_a24_w0.25,36.0,0.00027851489692309645,-8.222169851386889e-06,0.0007311174875831657,0.5277777777777778
raw_phone_td_knn_groupcross_stage_k16_a8_w0.25,36.0,0.0002796620247663734,-4.3790069712446684e-05,0.0007260888252484763,0.5277777777777778
raw_phone_td_knn_groupcross_all_k16_a8_w0.25,36.0,0.00028040436523571455,-6.512991530474159e-05,0.0007434430414626329,0.5277777777777778
raw_phone_td_knn_allcross_s3_k8_a8_w0.25,36.0,0.00028041994236736764,-2.9990425847602857e-05,0.0007322986211271359,0.5277777777777778
raw_phone_td_knn_groupcross_all_k8_a8_w0.25,36.0,0.0002818034296947476,-4.564183147228956e-05,0.0007361881340623008,0.5277777777777778
raw_phone_td_knn_allcross_s3_k8_a24_w0.50,36.0,0.000282444891384322,-2.7071894635436048e-05,0.0007324694757500166,0.5277777777777778
raw_phone_td_knn_allcross_s3_k16_a24_w0.25,36.0,0.00028264698806785356,-1.612071596519601e-05,0.0007285357383861094,0.5277777777777778
raw_phone_td_knn_groupcross_s2s3_k8_a8_w0.25,36.0,0.0002835412574799987,-5.654579943634564e-06,0.0007199010080703622,0.5277777777777778
raw_phone_td_knn_groupcross_s2s3_k16_a24_w0.50,36.0,0.0002837007242238589,-1.638112912032233e-05,0.0007277797611627546,0.5277777777777778
raw_phone_td_knn_groupcross_s3_k16_a24_w0.50,36.0,0.00028442839730885767,-3.506956776254337e-05,0.000728960713255367,0.5277777777777778
raw_phone_td_knn_groupcross_s3_k8_a8_w0.25,36.0,0.00028498268501982627,-1.53605417115517e-05,0.0007226193331476182,0.5277777777777778
raw_phone_td_knn_pair_s2s3_k16_a8_w0.75,36.0,0.00028610024484436214,-7.740366354239181e-05,0.0007126857101032,0.4722222222222222
raw_phone_td_knn_groupcross_s3_k8_a24_w0.50,36.0,0.0002870076340367808,-1.2442010499385389e-05,0.0007227901877704983,0.5277777777777778
raw_phone_td_knn_groupcross_s3_k16_a8_w0.25,36.0,0.00028747334917167487,-2.5526217696837973e-05,0.0007267178336254707,0.5277777777777778
raw_phone_td_knn_pair_stage_k8_a8_w0.25,36.0,0.00028780931771465486,4.7043168165712437e-07,0.0007245600777900868,0.5277777777777778
raw_phone_td_knn_groupcross_stage_k8_a8_w0.25,36.0,0.0002887973754860611,-1.2900016268370904e-05,0.0007210940931413392,0.5277777777777778
raw_phone_td_ridge_allcross_s3_k0_a8_w0.25,36.0,0.00029028859373283046,-1.3964090531343395e-05,0.000716031921730706,0.5277777777777778
raw_phone_td_knn_allcross_all_k16_a24_w0.75,36.0,0.00029099958023209827,-3.3629043026669724e-05,0.0007773612864135466,0.5277777777777778
raw_phone_td_knn_pair_stage_k16_a8_w0.25,36.0,0.00029216718155159534,-1.3576448266805193e-05,0.0007195194522529753,0.5277777777777778
raw_phone_td_ridge_allcross_s3_k0_a2_w0.25,36.0,0.00029393967618795833,-1.0601131373920432e-05,0.0007152109064076971,0.5277777777777778
raw_phone_td_knn_pair_s2s3_k16_a8_w0.50,36.0,0.00029433279808076886,-4.031422320147719e-05,0.0007138527580579757,0.5277777777777778
raw_phone_td_knn_allcross_s2s3_k8_a24_w0.75,36.0,0.0002951450918730797,-1.315933674265166e-05,0.0007419989873827114,0.5277777777777778
raw_phone_td_knn_groupcross_stage_k16_a24_w0.75,36.0,0.00029579781853909256,-3.556209534935543e-05,0.0007434228108060342,0.5277777777777778
raw_phone_td_knn_pair_all_k8_a8_w0.75,36.0,0.00029602500912268665,-7.522231334157024e-05,0.0007778992729826596,0.5555555555555556
raw_phone_td_knn_groupcross_all_k16_a24_w0.75,36.0,0.00029639771418881925,-7.850483256620508e-05,0.0007791548525829612,0.5277777777777778
raw_phone_td_knn_allcross_s3_k8_a24_w0.25,36.0,0.00029662139796894995,3.396381422458934e-06,0.0007243281648587665,0.5277777777777778
raw_phone_td_knn_groupcross_s2s3_k16_a24_w0.25,36.0,0.00029724931438871165,8.741764180013788e-06,0.0007219833075651313,0.5277777777777778
raw_phone_td_knn_allcross_all_k16_a24_w0.50,36.0,0.00029759902167258897,-1.1131142857661975e-05,0.0007569698089315347,0.5277777777777778
raw_phone_td_knn_groupcross_s3_k16_a24_w0.25,36.0,0.0002976131509312116,-6.024551410977202e-07,0.0007225737836114396,0.5277777777777778
raw_phone_td_knn_groupcross_s3_k8_a24_w0.25,36.0,0.00029890276929517854,1.0711323490484067e-05,0.00071948852086901,0.5277777777777778
raw_phone_td_knn_allcross_s2s3_k8_a24_w0.50,36.0,0.0003003626960999106,2.515327998348403e-06,0.0007333949429109815,0.5277777777777778
raw_phone_td_knn_groupcross_stage_k16_a24_w0.50,36.0,0.00030079784721059503,-1.241984440611457e-05,0.0007343441585265388,0.5277777777777778
raw_phone_td_knn_pair_all_k8_a8_w0.50,36.0,0.00030094930759965853,-3.885998973425616e-05,0.0007573284666442779,0.5277777777777778
raw_phone_td_knn_groupcross_all_k16_a24_w0.50,36.0,0.00030119777764374455,-4.104833588402106e-05,0.0007581655197111555,0.5277777777777778
raw_phone_td_knn_pair_s2s3_k16_a8_w0.25,36.0,0.00030256535131717135,-3.224782860562404e-06,0.000715019806012747,0.5277777777777778
raw_phone_td_knn_allcross_all_k16_a24_w0.25,36.0,0.00030419846311309273,1.13667573113471e-05,0.0007365783314495362,0.5277777777777778
raw_phone_td_knn_allcross_all_k8_a8_w0.75,36.0,0.00030465079107807724,-8.154533438663983e-05,0.0007733677466457453,0.4722222222222222
raw_phone_td_knn_allcross_s2s3_k8_a24_w0.25,36.0,0.00030558030032674634,1.818999273935481e-05,0.0007247908984392534,0.5277777777777778
raw_phone_td_knn_groupcross_stage_k16_a24_w0.25,36.0,0.000305797875882076,1.0722406537117721e-05,0.0007252655062470207,0.5277777777777778
raw_phone_td_knn_pair_all_k8_a8_w0.25,36.0,0.0003058736060766218,-2.49766612695203e-06,0.0007367576603059027,0.5277777777777778
raw_phone_td_knn_groupcross_all_k16_a24_w0.25,36.0,0.0003059978410986447,-3.591839201841741e-06,0.0007371761868393298,0.5277777777777778
raw_phone_td_knn_allcross_all_k8_a8_w0.50,36.0,0.0003066998289032481,-4.307533709763903e-05,0.0007543074490863439,0.5
raw_phone_td_knn_allcross_stage_k8_a24_w0.75,36.0,0.00030794605746361006,1.5339567017618263e-05,0.0007511475243725343,0.5555555555555556
raw_phone_td_knn_allcross_all_k8_a8_w0.25,36.0,0.0003087488667284044,-4.6053398086476416e-06,0.0007352471515269265,0.5277777777777778
raw_phone_td_knn_allcross_stage_k8_a24_w0.50,36.0,0.00030889667316026746,2.1514597171861624e-05,0.000739493967570858,0.5277777777777778
raw_phone_td_knn_allcross_stage_k8_a24_w0.25,36.0,0.00030984728885692636,2.7689627326111954e-05,0.0007278404107691935,0.5277777777777778
raw_phone_base,36.0,0.00031079790455357655,3.386465748035595e-05,0.0007161868539675224,0.5
raw_phone_td_knn_groupcross_all_k8_a24_w0.25,36.0,0.0003130957422939183,2.153672174012461e-05,0.0007319820194833405,0.5277777777777778
raw_phone_td_knn_pair_stage_k16_a24_w0.25,36.0,0.00031330096995321657,2.8850579404503007e-05,0.0007213238824497215,0.5277777777777778
raw_phone_td_knn_pair_s3_k8_a24_w0.25,36.0,0.00031466438717209883,1.885442264488338e-05,0.0007187554077032752,0.5277777777777778
raw_phone_s3_subject_w0p50,36.0,0.0003148478025874757,3.970171990468392e-05,0.000716528563213278,0.5
raw_phone_td_knn_pair_s2s3_k8_a8_w0.25,36.0,0.00031506449323385105,1.0631618365170304e-05,0.0007184347817388961,0.5277777777777778
raw_phone_td_knn_groupcross_s2s3_k8_a24_w0.25,36.0,0.0003151679006683361,3.632373060044776e-05,0.0007191781475032115,0.5277777777777778
raw_phone_td_knn_groupcross_all_k8_a24_w0.50,36.0,0.0003153935800342676,9.208785999903813e-06,0.0007477771849991766,0.5277777777777778
raw_phone_td_knn_pair_stage_k16_a24_w0.50,36.0,0.0003158040353528609,2.3836501328655337e-05,0.0007264609109319377,0.5277777777777778
raw_phone_td_knn_pair_stage_k8_a24_w0.25,36.0,0.00031640548513515375,4.6480776296566894e-05,0.0007242953027674707,0.5277777777777778
raw_phone_td_knn_pair_s3_k8_a8_w0.25,36.0,0.0003165059207736786,9.256565972531967e-07,0.0007211531068161522,0.5277777777777778
raw_phone_td_knn_groupcross_stage_k8_a24_w0.25,36.0,0.00031689951402086227,3.979555232155258e-05,0.0007225623104430944,0.5277777777777778
raw_phone_td_knn_groupcross_all_k8_a24_w0.75,36.0,0.00031769141777459497,-3.1191497403391913e-06,0.0007635723505150046,0.5277777777777778
raw_phone_td_knn_pair_stage_k16_a24_w0.75,36.0,0.00031830710075250263,1.8822423252803957e-05,0.0007315979394141378,0.5277777777777778
raw_phone_td_knn_pair_s3_k8_a24_w0.50,36.0,0.0003185308697906275,3.844187809417699e-06,0.0007213239614390324,0.5277777777777778
raw_phone_s3_subject_w1p00,36.0,0.00031889770062137917,4.553878232901468e-05,0.0007168702724590384,0.4722222222222222
