candidate_id,family,status,pair_kind,candidate_file,base_file,target,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,e222_tail_survival_score,e222_decision,file_name
submission_bridge_blend_m0p75_s1p25,other,scan,actual_vs_e95,bridge_scan_candidates/submission_bridge_blend_m0p75_s1p25.csv,submission_e95_hardtail_541e3973.csv,Q1,250,250,Q1,-5.9221139598312904e-05,-5.7161679200210584e-05,-5.697605860131419e-05,-6.352568099341395e-05,1.2911374315259548e-05,-0.0003384162429218233,0.0002222855287035775,0.0005607017716254008,9.750216447886681e-06,4.49872520455641e-05,7.993714836020845e-05,0.00015786746600850187,0.5045522833444785,0.5020613141382443,0.000746778681378276,0.003924912401377812,0.01706287878380186,0.22336235863455184,1,2,7,0.16464081093374378,0.7596485368350747,0.01738930915024949,0.08023383253302727,True,0.06963340242596176,tail_supported,bridge_scan_candidates/submission_bridge_blend_m0p75_s1p25.csv
submission_bridge_blend_m0p75_s1p25,other,scan,actual_vs_e95,bridge_scan_candidates/submission_bridge_blend_m0p75_s1p25.csv,submission_e95_hardtail_541e3973.csv,Q2,130,130,Q2,1.6825328272284988e-05,1.6825328272284988e-05,1.6825328272284988e-05,1.6825328272284988e-05,1.2790131374854535e-05,-0.00012822782347079407,0.00016302554106234935,0.0002912533645331434,9.361811835271723e-06,4.1109584325722725e-05,6.903982506099868e-05,0.00010999714538700967,0.5019145299145299,0.5019691807660728,0.0008911952204113744,0.003920718368715415,0.01638317071172568,0.1638152945976023,1,2,2,0.556411838376591,2.4433154385129736,0.03214318862986521,0.1411471568461302,False,-0.010559728886602254,expected_bad_or_neutral,bridge_scan_candidates/submission_bridge_blend_m0p75_s1p25.csv
submission_bridge_blend_m0p75_s1p25,other,scan,actual_vs_e95,bridge_scan_candidates/submission_bridge_blend_m0p75_s1p25.csv,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-2.4386358379345907e-05,-2.5604078140703324e-05,-2.7391860317698902e-05,-2.0163136679635505e-05,-3.887701320163389e-05,-0.0003300580147506772,0.0002751935058885504,0.0006052515206392276,7.416586096662181e-06,3.4457283499048055e-05,6.341384907809734e-05,0.00014041212992095968,0.49135918646526566,0.49496755324381403,0.0009171535239913496,0.004236760644474577,0.01297902566915865,0.2765266408239592,1,3,4,0.3041284795906091,1.4129737192836362,0.012253725672311012,0.05693051950147353,False,0.03337986902810871,expected_good_but_low_support,bridge_scan_candidates/submission_bridge_blend_m0p75_s1p25.csv
submission_bridge_blend_m0p75_s1p25,other,scan,actual_vs_e95,bridge_scan_candidates/submission_bridge_blend_m0p75_s1p25.csv,submission_e95_hardtail_541e3973.csv,S1,250,250,S1,1.2670904172520508e-05,1.2670904172520508e-05,1.2670904172520508e-05,1.2670904172520508e-05,6.566947720676867e-05,-0.001012241272076605,0.0009768015001585923,0.0019890427722351976,2.242011700305191e-05,9.799321529483161e-05,0.000182119800979483,0.000411178230418115,0.4795911111111111,0.4847208966263832,0.0020093994519793704,0.01392329940564639,0.03923520475534081,0.9815334730320674,1,1,1,1.769417296334274,7.733719232708767,0.011271812409472313,0.049266519887207455,False,-0.03411507077392936,expected_bad_or_neutral,bridge_scan_candidates/submission_bridge_blend_m0p75_s1p25.csv
submission_bridge_blend_m0p75_s1p25,other,scan,actual_vs_e95,bridge_scan_candidates/submission_bridge_blend_m0p75_s1p25.csv,submission_e95_hardtail_541e3973.csv,S2,250,250,S2,-0.00017047407460376711,-0.00021893674983913873,-0.00015489239679620902,-0.00013759307717595354,-4.584964370504588e-05,-0.0012054549529760192,0.000738547741086597,0.0019440026940626162,1.9278324971220758e-05,9.518282533053621e-05,0.00018220270058091277,0.0004142451733815548,0.4750381914381915,0.4676031666348527,0.002474937878405098,0.013608018858438329,0.033737068699636386,0.742125528258321,1,1,10,0.11308655005771034,0.5583419388066464,0.009916820089859302,0.048962290855482926,False,0.17399470793073765,expected_good_but_low_support,bridge_scan_candidates/submission_bridge_blend_m0p75_s1p25.csv
submission_bridge_blend_m0p75_s1p25,other,scan,actual_vs_e95,bridge_scan_candidates/submission_bridge_blend_m0p75_s1p25.csv,submission_e95_hardtail_541e3973.csv,S3,250,250,S3,0.00014943532852020974,0.0001572741745359111,0.00015516158512773873,0.00013587022589697944,4.1559719849167795e-05,-0.0005523464127279933,0.0009235948514947447,0.001475941264222738,4.247231833611416e-05,0.00019465024142660482,0.0003754901455167622,0.0008062969266518145,0.4981030392358963,0.5245191944560368,0.0015728073941973526,0.010331588849559172,0.07432655708819969,0.9280690724932228,1,1,4,0.28421872362244094,1.3025717770632812,0.028776428551498614,0.13188210543670364,False,-0.13453148962900238,expected_bad_or_neutral,bridge_scan_candidates/submission_bridge_blend_m0p75_s1p25.csv
submission_bridge_blend_m0p75_s1p25,other,scan,actual_vs_e95,bridge_scan_candidates/submission_bridge_blend_m0p75_s1p25.csv,submission_e95_hardtail_541e3973.csv,S4,250,250,S4,-4.5530006501214415e-05,-5.001512770153949e-05,-4.2101753620608595e-05,-4.447313818149516e-05,-6.822264454961999e-06,-0.0002649370688650956,0.00015635213335082456,0.0004212892022159202,6.78606614857226e-06,2.7715248352588364e-05,5.011017708925582e-05,0.00010621562977452748,0.4903947474747475,0.4792008406343389,0.000567599461809707,0.0029490244155114588,0.011875615760001512,0.1571095585325078,1,3,9,0.1490460175618744,0.6087248933700267,0.016107856818732915,0.06578675220444809,False,0.05137017462808219,expected_good_but_low_support,bridge_scan_candidates/submission_bridge_blend_m0p75_s1p25.csv
submission_bridge_inv7_s0p25,other,scan,actual_vs_e95,bridge_scan_candidates/submission_bridge_inv7_s0p25.csv,submission_e95_hardtail_541e3973.csv,Q1,250,250,Q1,-0.00029049467587826327,-0.00021863003795401568,-0.0002563961676176,-0.0003964578220631741,0.00025019049404990967,-0.0038713574201048374,0.0034148071887059976,0.007286164608810835,5.237335887259633e-05,0.00025249597388069504,0.0004932926829985181,0.0011983781882105896,0.5100816145526947,0.5085394118194372,0.009964529987337567,0.05100315226167584,0.09165337802704343,3.431349725733716,1,1,6,0.18029025390656134,0.869193120725241,0.007188055950487799,0.03465416819918712,True,0.3022025582421507,tail_supported,bridge_scan_candidates/submission_bridge_inv7_s0p25.csv
submission_bridge_inv7_s0p25,other,scan,actual_vs_e95,bridge_scan_candidates/submission_bridge_inv7_s0p25.csv,submission_e95_hardtail_541e3973.csv,Q2,130,130,Q2,0.00011638323988112366,0.00011638323988112366,0.00011638323988112366,0.00011638323988112366,0.00012327080062333524,-0.0017232752454141849,0.0019540838398893062,0.0036773590853034907,4.285789285714354e-05,0.00021428946428571623,0.00042857892857142986,0.001063875011935679,0.5,0.4997337919357739,0.01135338256567157,0.04950291076370084,0.0750013125000013,1.9635501149936658,1,1,3,0.36824797884059174,1.8412398942029462,0.011654530292792035,0.058272651463959775,False,-0.10680144107078071,expected_bad_or_neutral,bridge_scan_candidates/submission_bridge_inv7_s0p25.csv
submission_bridge_inv7_s0p25,other,scan,actual_vs_e95,bridge_scan_candidates/submission_bridge_inv7_s0p25.csv,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00013032144122996714,-0.00013947154845564706,-0.00013935574381096212,-0.00011213703142329214,0.0004993274241275128,-0.0036971570175174016,0.0033425384551883887,0.00703969547270579,5.050645459161597e-05,0.0002367671795552765,0.000462478409425891,0.0011252204444531628,0.49440875003208584,0.49332530219286896,0.010652486599850292,0.049277868308940535,0.08838629553532784,3.3587308968420215,1,1,3,0.3875529161965876,1.8167937472197966,0.007174522646247824,0.033633156501338295,False,0.1382354433446092,expected_good_but_low_support,bridge_scan_candidates/submission_bridge_inv7_s0p25.csv
