view,n_features,block_weighted_logloss,block_rate_mae,block_rate_r2,row_direct_logloss,row_blend025_logloss,row_blend050_logloss,delta_direct_vs_temporal,delta_blend025_vs_temporal,oracle_gap_recovered_blend025
label_context_ridge,164,0.6358880039998847,0.16552833010090415,0.24659838083345273,0.6358880039998844,0.6232599024609887,0.6240976614647626,0.011122840056754346,-0.0015052614821413624,0.014082656682527714
missingness_ridge,1396,0.6393754030344534,0.17907351512523342,0.1894840251646441,0.6393754030344534,0.623939183288188,0.6262876676136052,0.014610239091323307,-0.0008259806549421045,0.007727562372360405
combined_ridge,5652,0.6483899380687697,0.16952134551901282,0.2206831328818967,0.6483899380687695,0.6245612984414121,0.6264108926599674,0.02362477412563946,-0.00020386550171802575,0.0019072884705865355
temporal_base,0,0.6234479467561069,0.16039356493557994,0.30612279982880114,0.6247651639431301,0.6247651639431301,0.6247651639431301,0.0,0.0,0.0
sensor_values_ridge,4140,0.6578106905983633,0.1789753816339315,0.15409203209246355,0.6578106905983633,0.625425043710889,0.629078171921209,0.03304552665523319,0.0006598797677589419,-0.006173585341382293
