basename,source_path,selector_id,rule_family,row_count,e247_overlap,mean_app_state,mean_app_story,sum_smooth_gain,mean_amp,e246_e237_like_gate,e246_score,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,matched_placebo_gate,public_lb_if_known,known_public_worse_than_current,public_free_submission_ready,final_decision,null_p90_q20,null_p90_median,null_p90_best,dateblock_p90_dominance,dateblock_null_strict_rate,row_p90_dominance,row_null_strict_rate,subject_p90_dominance,subject_null_strict_rate
submission_e283_appentropy_q3smooth_avoid_high_state_amp_b0p25_top34_3cf3998d.csv,analysis_outputs/submission_e283_appentropy_q3smooth_avoid_high_state_amp_b0p25_top34_3cf3998d.csv,avoid_high_state_amp_b0p25_top34,appentropy_amp_penalty,34,32,0.08709488726319466,0.09574160824959266,3.532854941497506,0.06570163467965341,True,0.07196648626925341,too_small_to_submit,False,-8.442439211081104e-06,-1.0503334599425284e-05,-5.846587725335766e-06,1.0,-1.6495762625301502e-05,33,0.0,0.5151515151515151,0.2727272727272727,0.2727272727272727,False,,False,False,too_small_to_submit,-6.760960934022663e-06,-5.8462806038479565e-06,-7.611724399305362e-06,0.2727272727272727,0.0,0.5454545454545454,0.0,0.7272727272727273,0.0
submission_e283_appentropy_q3smooth_state_score_bm0p2_top34_7b77be3e.csv,analysis_outputs/submission_e283_appentropy_q3smooth_state_score_bm0p2_top34_7b77be3e.csv,state_score_bm0p2_top34,appentropy_score,34,29,-0.18890374305233704,-0.219111643451081,3.439892386351385,0.06399052192964948,True,0.07191207572061935,too_small_to_submit,False,-1.0008175147499627e-05,-1.321740502338184e-05,-4.76597918805178e-06,1.0,0.0002870902877700199,33,0.0,0.696969696969697,0.36363636363636365,0.6363636363636364,False,,False,False,too_small_to_submit,-5.797008670087417e-06,-4.0994434842882325e-06,-7.684691399956814e-06,0.7272727272727273,0.0,0.7272727272727273,0.0,0.6363636363636364,0.0
submission_e283_appentropy_q3smooth_state_score_b0p2_top34_3c3d79ca.csv,analysis_outputs/submission_e283_appentropy_q3smooth_state_score_b0p2_top34_3c3d79ca.csv,state_score_b0p2_top34,appentropy_score,34,31,0.32858364759724934,0.30648821552809546,3.506372762288415,0.06739768796347483,True,0.07210734587737036,below_selector_resolution,False,3.9484224050996035e-06,2.7072645315059096e-06,5.031094204756038e-06,0.0,-0.00013191385931368704,33,0.0,0.12121212121212122,0.09090909090909091,0.09090909090909091,False,,False,False,below_selector_resolution,3.1090251484734783e-06,3.87975738612686e-06,2.227704416959892e-06,0.09090909090909091,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0
submission_e283_appentropy_q3smooth_avoid_high_state_amp_b0p75_top34_28fa62a3.csv,analysis_outputs/submission_e283_appentropy_q3smooth_avoid_high_state_amp_b0p75_top34_28fa62a3.csv,avoid_high_state_amp_b0p75_top34,appentropy_amp_penalty,34,30,-0.029054113108618544,-0.03370106390031071,3.406312187564387,0.06197978897573817,True,0.06640944377516413,too_small_to_submit,False,-6.63349236348919e-06,-1.4502874953945282e-05,7.812797336638636e-06,0.7058823529411765,0.001000658258247633,33,0.0,0.30303030303030304,0.48484848484848486,0.0,False,,False,False,too_small_to_submit,5.114510337596575e-06,6.152893687074285e-06,2.9500122094136293e-06,0.0,0.0,0.45454545454545453,0.0,0.45454545454545453,0.0
submission_e283_appentropy_q3smooth_state_score_b0p4_top34_654f73d5.csv,analysis_outputs/submission_e283_appentropy_q3smooth_state_score_b0p4_top34_654f73d5.csv,state_score_b0p4_top34,appentropy_score,34,27,0.5764631227628262,0.5407259964825483,3.325872962471768,0.061612976244916094,True,0.06438342626887697,below_selector_resolution,False,1.065948963220841e-06,-4.522694021736047e-06,1.061197731122941e-05,0.5588235294117647,0.0008923480731256039,33,0.0,0.3939393939393939,0.45454545454545453,0.09090909090909091,False,,False,False,below_selector_resolution,7.949736234405516e-06,1.0097802255128591e-05,5.931897878690844e-06,0.45454545454545453,0.0,0.6363636363636364,0.0,0.09090909090909091,0.0
submission_e283_appentropy_q3smooth_story_score_b0p5_top34_2c4685c1.csv,analysis_outputs/submission_e283_appentropy_q3smooth_story_score_b0p5_top34_2c4685c1.csv,story_score_b0p5_top34,appentropy_story_score,34,26,0.5772350130655304,0.7228880878905716,3.230850287862113,0.0640528894485148,True,0.06900512862943929,below_selector_resolution,False,1.1899175975062102e-05,8.333786821992434e-06,1.4858482478333191e-05,0.0,0.0012525432918396306,33,0.0,0.24242424242424243,0.18181818181818182,0.09090909090909091,False,,False,False,below_selector_resolution,1.1232037513852619e-05,1.2281637239382513e-05,6.793926522953112e-06,0.2727272727272727,0.0,0.36363636363636365,0.0,0.09090909090909091,0.0
submission_e283_appentropy_q3smooth_state_score_bm0p2_top25_e9f51565.csv,analysis_outputs/submission_e283_appentropy_q3smooth_state_score_bm0p2_top25_e9f51565.csv,state_score_bm0p2_top25,appentropy_score,25,25,-0.027632592463897286,-0.05936584468711999,3.029836865911106,0.07360370944533966,True,0.06174385177840649,below_selector_resolution,False,3.552446750459505e-06,-3.720409979204922e-06,1.5398662052603932e-05,0.38235294117647056,0.001410156542221347,33,0.0,0.8484848484848485,0.8181818181818182,0.7272727272727273,False,,False,False,below_selector_resolution,1.593909787177832e-05,1.7432175283636552e-05,1.1202928767314196e-05,0.9090909090909091,0.0,0.7272727272727273,0.0,0.9090909090909091,0.0
submission_e283_appentropy_q3smooth_avoid_high_state_amp_b0p5_top34_e0f4cb23.csv,analysis_outputs/submission_e283_appentropy_q3smooth_avoid_high_state_amp_b0p5_top34_e0f4cb23.csv,avoid_high_state_amp_b0p5_top34,appentropy_amp_penalty,34,30,0.02508495860512581,-0.01841812994591194,3.411481839939217,0.06213183757499787,True,0.06819343147995953,below_selector_resolution,False,6.3516811142517e-06,-3.7791150490879105e-07,1.70593367431165e-05,0.14705882352941177,0.0014137224256665082,33,0.0,0.21212121212121213,0.2727272727272727,0.0,False,,False,False,below_selector_resolution,1.2766261240419484e-05,1.5043535564245111e-05,1.0622822899308273e-05,0.0,0.0,0.5454545454545454,0.0,0.09090909090909091,0.0
submission_e283_appentropy_q3smooth_state_score_b0p2_top25_7ce118ed.csv,analysis_outputs/submission_e283_appentropy_q3smooth_state_score_b0p2_top25_7ce118ed.csv,state_score_b0p2_top25,appentropy_score,25,25,0.3446725498258857,0.3371891427783726,2.9860218754793655,0.07199528333105787,True,0.05713046434202071,below_selector_resolution,False,5.377169962025176e-06,-2.6813926599049344e-06,1.8101809540346164e-05,0.35294117647058826,0.0012843442838997854,33,0.0,0.5454545454545454,0.7878787878787878,0.36363636363636365,False,,False,False,below_selector_resolution,1.65438931999742e-05,1.8249861026102777e-05,1.3281785521468629e-05,0.7272727272727273,0.0,0.5454545454545454,0.0,0.36363636363636365,0.0
submission_e283_appentropy_q3smooth_story_score_b0p5_top25_c6cb83ef.csv,analysis_outputs/submission_e283_appentropy_q3smooth_story_score_b0p5_top25_c6cb83ef.csv,story_score_b0p5_top25,appentropy_story_score,25,23,0.5474347853094402,0.6445723849547995,2.811377734972843,0.0693106306861877,True,0.05366816701289321,too_small_to_submit,False,-9.283725632423451e-07,-1.26393916676069e-05,1.9067685866461087e-05,0.6470588235294118,0.0012454894573007969,33,0.0,0.21212121212121213,0.6060606060606061,0.18181818181818182,False,,False,False,too_small_to_submit,1.6424165702115326e-05,1.7540256520812036e-05,1.2399356247080056e-05,0.2727272727272727,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0
