view_id,split,episode,context_cols,r2,corr,train_mean,test_pred_mean,train_test_pred_z_gap,latent_dims,explained_var_sum,participation_ratio,anisotropy
family_jepa_context,subject5,commute_pressure,126,0.3158420327088063,0.678131726661823,-0.052539819705246744,-0.17025122664024372,-0.10558368000735738,5.0,0.8889027764215793,4.064991331770123,1.9503332986617508
family_jepa_context,subject5,bedtime_arousal,126,-0.20515056977733037,0.4958227856819851,-0.04928324004724735,0.022642701410575995,-0.0452049405506537,5.0,0.8889027764215793,4.064991331770123,1.9503332986617508
family_jepa_context,subject5,routine_fragmentation,126,-0.5952090608607645,0.3163367136423366,0.00023874222328629656,-0.026574727341174324,0.21058718333140583,5.0,0.8889027764215793,4.064991331770123,1.9503332986617508
family_jepa_context,subject5,routine_anchor_recovery,126,-1.0456727028328787,0.32797631725849524,0.08845805930907469,0.11452475810783738,-0.18775642071339077,5.0,0.8889027764215793,4.064991331770123,1.9503332986617508
family_jepa_context,subject5,cashflow_stress,126,-0.033482744545886955,0.4473043726699882,0.3189232729641877,0.2924162932268622,-0.1428104903616901,5.0,0.8889027764215793,4.064991331770123,1.9503332986617508
family_jepa_context,subject5,cashflow_relief_spend,126,0.2006372892267394,0.5200901198838601,-0.0918818074260098,-0.0260628385160418,0.025710795738055476,5.0,0.8889027764215793,4.064991331770123,1.9503332986617508
family_jepa_context,subject5,physiology_strain,126,0.22649907109406664,0.6040539954262071,-0.01638023792398299,0.048128641752559514,0.1700020493541874,5.0,0.8889027764215793,4.064991331770123,1.9503332986617508
family_jepa_context,subject5,home_recovery,126,-0.4045859082662686,0.34759381457987365,0.09677055586954758,0.15562799515671355,-0.12502612127335472,5.0,0.8889027764215793,4.064991331770123,1.9503332986617508
family_jepa_context,subject5,social_overload,126,0.18568402911157744,0.6422142044964803,-0.01240253420831319,-0.0752065799067553,0.11124883786675173,5.0,0.8889027764215793,4.064991331770123,1.9503332986617508
family_jepa_context,subject5,measurement_wear_confidence,126,0.4208894956626884,0.7278737726306305,-0.24247556373163132,-0.16778206000970605,0.06976254806475458,5.0,0.8889027764215793,4.064991331770123,1.9503332986617508
