cell_idx,sub_idx,target,target_group,target_is_q2s3,e101_active,e95_moved_vs_mixmin,e95_fallback_cell,e86_moved_vs_mixmin,e72_active,e72_pos,e72_abs_logit_delta,hidden_block_id,subject_id,context_type,block_len_bin,pos_bin,edge_like,is_weekend,block_n_rows,edge_distance,broad_mass,broad_share,broad_mass_per_scenario,broad_all_or_top50_mass,broad_all_or_top50_share,broad_all_or_top50_mass_per_scenario,broad_low_alpha_mass,broad_low_alpha_share,broad_low_alpha_mass_per_scenario,broad_q2s3_mass,broad_q2s3_share,broad_q2s3_mass_per_scenario,broad_tail_equal_mass,broad_tail_equal_share,broad_tail_equal_mass_per_scenario,e101_plausible_mass,e101_plausible_share,e101_plausible_mass_per_scenario,e72_pos_bin,e72_abs_bin
349,49,S4,S,False,False,False,False,False,False,0.0,6.661338147750939e-16,id02_b4,id02,after_train_run,11-16,interior,False,1,16,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,a01_low
350,50,Q1,Q,False,False,False,False,False,True,0.003466162793879013,0.013984615384615262,id02_b4,id02,after_train_run,11-16,interior,False,1,16,7,0.03466162793879,5.673242420397711e-05,1.0041027792233486e-05,0.03466162793879,0.00020614771405487272,3.648592414609473e-05,0.006932325587758,0.00010500821895556544,1.8585323291576407e-05,0.0,0.0,0.0,0.003466162793879,0.0005292981847354853,9.368007551024324e-05,0.003466162793879,0.0003435795234247887,6.080987357682456e-05,p03,a03
351,50,Q2,Q,True,False,False,False,False,False,0.0,5.551115123125783e-16,id02_b4,id02,after_train_run,11-16,interior,False,1,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,a01_low
352,50,Q3,Q,False,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,1,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
353,50,S1,S,False,False,True,True,True,True,0.006955804801032417,0.013984615384614997,id02_b4,id02,after_train_run,11-16,interior,False,1,16,7,1.449575780094465,0.0023725933535884893,0.00041992345889179175,0.280971588153607,0.0016710597296387467,0.00029575956647748106,0.14080720107790218,0.0021328936753085524,0.0003774991986002739,0.0,0.0,0.0,0.0069558048010324,0.0010621817477997387,0.00018799472435222702,0.0208674144030972,0.002068459193083702,0.000366094989528021,p04,a03
354,50,S2,S,False,False,True,False,True,False,0.0,8.881784197001252e-16,id02_b4,id02,after_train_run,11-16,interior,False,1,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,a01_low
355,50,S3,S,True,False,False,False,False,False,0.0,8.881784197001252e-16,id02_b4,id02,after_train_run,11-16,interior,False,1,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,a01_low
356,50,S4,S,False,False,False,False,False,True,0.00412127329406603,0.013984615384614929,id02_b4,id02,after_train_run,11-16,interior,False,1,16,7,0.16485093176263999,0.0002698197847976052,4.775519460099652e-05,0.16485093176263999,0.0009804398917066669,0.0001735272965922526,0.049455279528792,0.0007491296759689027,0.00013258788077424128,0.0,0.0,0.0,0.004121273294066,0.0006293364169738754,0.00011138576470448648,0.008242546588132,0.000817033243088891,0.00014460608049354385,p03,a03
357,51,Q1,Q,False,False,False,False,False,True,0.0036609636620758557,0.013984615384615484,id02_b4,id02,after_train_run,11-16,interior,False,0,16,7,0.0512534912690612,8.388915874771008e-05,1.4847477192659677e-05,0.0512534912690612,0.00030482671157588986,5.3951043441117056e-05,0.0109828909862274,0.00016636463577006665,2.944474795235228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p03,a04
358,51,Q2,Q,True,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,0,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
359,51,Q3,Q,False,False,False,False,False,True,0.007315285151475948,0.013984615384615429,id02_b4,id02,after_train_run,11-16,interior,False,0,16,7,0.3333753708589447,0.0005456521832190689,9.657455702750426e-05,0.3333753708589447,0.001982727722602344,0.00035092144300941547,0.0804681366662349,0.0012189005849517712,0.0002157322698826673,0.0,0.0,0.0,0.0073152851514759,0.0011170759660614512,0.00019771040949934866,0.0219458554544277,0.002175358460224932,0.0003850150079724158,p05_high,a04
360,51,S1,S,False,False,True,False,True,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,0,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
361,51,S2,S,False,False,True,False,True,True,0.00060429661354372,0.007430769230770906,id02_b4,id02,after_train_run,11-16,interior,False,0,16,7,0.042905059561602704,7.022486202449039e-05,1.24290439054469e-05,0.0060429661354370005,3.59401369471521e-05,6.361016984670527e-06,0.0102730424302429,0.00015561212109825945,2.7541668713787936e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0006042966135437,5.990022824525365e-05,1.0601694974450878e-05,p01_low,a02
362,51,S3,S,True,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,0,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
363,51,S4,S,False,False,False,False,False,True,0.0036468104063445694,0.013984615384614818,id02_b4,id02,after_train_run,11-16,interior,False,0,16,7,0.029174483250756,4.775133939573104e-05,8.45147255236269e-06,0.029174483250756,0.0001735132879937512,3.0709982369216844e-05,0.0182340520317225,0.0002762024524029223,4.88848579938941e-05,0.0,0.0,0.0,0.0036468104063445,0.0005568838634934594,9.856244341471622e-05,0.0036468104063445,0.0003614860166536492,6.397912993586843e-05,p03,a03
364,52,Q1,Q,False,False,False,False,False,True,0.002402620580620629,0.013984615384614596,id02_b4,id02,after_train_run,11-16,interior,False,0,16,6,0.014415723483723601,2.3594937356378306e-05,4.176049676629085e-06,0.014415723483723601,8.573655132022941e-05,1.5174445772340633e-05,0.0096104823224824,0.00014557591376982687,2.5765368156789276e-05,0.0,0.0,0.0,0.0024026205806206,0.0003668906475415231,6.493569136812433e-05,0.0024026205806206,0.00023815708700063783,4.215123825650176e-05,p02,a03
365,52,Q2,Q,True,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,0,16,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
366,52,Q3,Q,False,False,False,False,False,True,0.008706805681480967,0.013984615384615318,id02_b4,id02,after_train_run,11-16,interior,False,0,16,6,0.4225018314237223,0.0006915299295698513,0.00012239334629887666,0.4225018314237223,0.002512801386184345,0.00044473876991970766,0.08706805681480899,0.0013188736533365838,0.0002334264257769678,0.0,0.0,0.0,0.0174136113629618,0.0026591344469975445,0.0004706381449449135,0.0261204170444427,0.002589157224708136,0.0004582529306042579,p05_high,a04
367,52,S1,S,False,False,True,False,True,True,0.0006809653175371896,0.0139846153846106,id02_b4,id02,after_train_run,11-16,interior,False,0,16,6,0.0374530924645405,6.130135414301216e-05,1.0849679161222623e-05,0.0061286878578339,3.644996115818378e-05,6.451250376667264e-06,0.0102144797630565,0.0001547250361942568,2.7384664244119304e-05,0.0,0.0,0.0,0.0013619306350742,0.000207972751353001,3.680893608308648e-05,0.0020428959526113,0.00020249978421213262,3.5840279870373684e-05,p01_low,a03
368,52,S2,S,False,False,True,False,True,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,0,16,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
369,52,S3,S,True,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,0,16,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
370,52,S4,S,False,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,0,16,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
371,53,Q1,Q,False,False,False,False,False,True,0.0028109975804090914,0.013984615384615484,id02_b4,id02,after_train_run,11-16,interior,False,0,16,5,0.039353966125725996,6.441260936434748e-05,1.1400337811623985e-05,0.039353966125725996,0.00023405508160602906,4.142522750076421e-05,0.014054987902045,0.00021289958591126784,3.768093271325737e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p02,a04
372,53,Q2,Q,True,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,0,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
373,53,Q3,Q,False,False,False,False,False,False,0.0,8.881784197001252e-16,id02_b4,id02,after_train_run,11-16,interior,False,0,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,a01_low
374,53,S1,S,False,False,True,False,True,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,0,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
375,53,S2,S,False,False,True,False,True,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,0,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
376,53,S3,S,True,False,False,False,False,False,0.0,1.1102230246251565e-15,id02_b4,id02,after_train_run,11-16,interior,False,0,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,a01_low
377,53,S4,S,False,False,False,False,False,True,0.0021849850894446743,0.013984615384614818,id02_b4,id02,after_train_run,11-16,interior,False,0,16,5,0.024034835983890602,3.933902103845315e-05,6.9625828458547515e-06,0.024034835983890602,0.00014294557960498982,2.529982735146379e-05,0.0087399403577784,0.0001323892767484676,2.343147549002252e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0021849850894446,0.00021658421152271238,3.833307174464211e-05,p02,a03
378,54,Q1,Q,False,False,False,False,False,True,0.001986636778068318,0.013984615384614596,id02_b4,id02,after_train_run,11-16,interior,False,0,16,4,0.013906457446478098,2.2761396101226893e-05,4.028521855874304e-06,0.013906457446478098,8.270772562256344e-05,1.463837625945063e-05,0.0039732735561366,6.018562952235577e-05,1.0652207925299195e-05,0.0,0.0,0.0,0.0019866367780683,0.00030336810556538785,5.369288589373784e-05,0.0019866367780683,0.00019692315624419916,3.485327680821579e-05,p02,a03
379,54,Q2,Q,True,False,False,False,False,False,0.0,5.551115123125783e-16,id02_b4,id02,after_train_run,11-16,interior,False,0,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,a01_low
380,54,Q3,Q,False,False,False,False,False,True,0.00938157316306043,0.013984615384615928,id02_b4,id02,after_train_run,11-16,interior,False,0,16,4,0.5216699792162466,0.0008538434088450716,0.00015112108320285242,0.5216699792162466,0.0031025973129823036,0.0005491262939118385,0.0861310461073323,0.0013046801731993872,0.00023091433272743244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p05_high,a05_high
381,54,S1,S,False,False,True,False,True,True,0.0005933335264151976,0.013984615384619481,id02_b4,id02,after_train_run,11-16,interior,False,0,16,4,0.0385666792169815,6.312401741027061e-05,1.1172270920330678e-05,0.0047466682113208,2.8230491737684764e-05,4.996492854021895e-06,0.0094933364226416,0.00014380143244397097,2.5451304082149062e-05,0.0,0.0,0.0,0.0017800005792453,0.00027181385625811404,4.810812376338649e-05,0.0023733341056604,0.0002352540978140403,4.163744045018246e-05,p01_low,a05_high
382,54,S2,S,False,False,True,False,True,True,0.00019613186051581355,0.0027593017234113226,id02_b4,id02,after_train_run,11-16,interior,False,0,16,4,0.0123563072124954,2.0224187496671348e-05,3.579463271290672e-06,0.0015690548841264,9.331848987603614e-06,1.6516367201330526e-06,0.0041187690708318,6.238953998079508e-05,1.1042276329307775e-05,0.0,0.0,0.0,0.0001961318605158,2.9950191007511663e-05,5.300861095021622e-06,0.0001961318605158,1.9441352057507573e-05,3.4409098336105265e-06,p01_low,a01_low
383,54,S3,S,True,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,0,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
384,54,S4,S,False,False,False,False,False,True,0.0012034825812537175,0.00743076923077024,id02_b4,id02,after_train_run,11-16,interior,False,0,16,4,0.0132383083937907,2.1667803049120807e-05,3.834967669116657e-06,0.0132383083937907,7.873395381638428e-05,1.3935061467148106e-05,0.0060174129062685,9.114947127171e-05,1.6132474279540216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0012034825812537,0.00011929386941876434,2.1113729495678948e-05,p01_low,a02
385,55,Q1,Q,False,False,False,False,False,True,0.0034570741976659436,0.013984615384615928,id02_b4,id02,after_train_run,11-16,interior,False,1,16,3,0.0398174629075158,6.517123778445841e-05,1.1534606867762398e-05,0.036360388709849895,0.00021625098013050285,3.827409337878936e-05,0.010371222592997699,0.00015709931668610882,2.7804886308304825e-05,0.0,0.0,0.0,0.0034570741976659,0.000527910316431699,9.343443777475404e-05,0.0034570741976659,0.0003426786264556643,6.0650424520454384e-05,p03,a05_high
386,55,Q2,Q,True,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,1,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
387,55,Q3,Q,False,False,False,False,False,False,0.0,6.661338147750939e-16,id02_b4,id02,after_train_run,11-16,interior,False,1,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,a01_low
388,55,S1,S,False,False,True,False,True,True,0.0005224679882647951,0.01398461538461504,id02_b4,id02,after_train_run,11-16,interior,False,1,16,3,0.0339604192372055,5.55847207670796e-05,9.837896650407154e-06,0.0036572759178529,2.175140392899939e-05,3.849764124055684e-06,0.0130616997066175,0.00019785363589189456,3.501796167993968e-05,0.0,0.0,0.0,0.0010449359765294,0.00015956628364903062,2.8241512879172972e-05,0.0015674039647940998,0.0001553671709214246,2.7498315171826314e-05,p01_low,a03
389,55,S2,S,False,False,True,False,True,True,0.00023718311376187684,0.0023999999999988475,id02_b4,id02,after_train_run,11-16,interior,False,1,16,3,0.016840001077087798,2.756287403430387e-05,4.878331714104229e-06,0.002371831137618,1.4106307066926169e-05,2.4966643553873682e-06,0.0045064791614742,6.826242427828899e-05,1.2081713569635926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002371831137618,2.351051177821034e-05,4.161107258978947e-06,p01_low,a01_low
390,55,S3,S,True,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,1,16,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
391,55,S4,S,False,False,False,False,False,True,0.002630507207657534,0.013984615384615706,id02_b4,id02,after_train_run,11-16,interior,False,1,16,3,0.0184135504536025,3.013838118855475e-05,5.334168729317062e-06,0.015783043245945,9.386859416200695e-05,1.6613729732573686e-05,0.005261014415315,7.969183597310707e-05,1.4104596287707774e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p02,a05_high
392,56,Q1,Q,False,False,False,False,False,True,0.006764944682311036,0.013984615384615429,id02_b4,id02,after_train_run,11-16,interior,False,1,16,2,0.28669251031538023,0.00046924400492780264,8.305113276807075e-05,0.28669251031538023,0.00170508453159029,0.0003017815898056634,0.07441439150542101,0.0011272007665718428,0.0001995023900949625,0.0,0.0,0.0,0.006764944682311,0.0010330365747697723,0.00018283634276516217,0.006764944682311,0.0006705676011663435,0.00011868324004054387,p04,a04
393,56,Q2,Q,True,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,1,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
394,56,Q3,Q,False,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,1,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
395,56,S1,S,False,False,True,False,True,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,1,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
396,56,S2,S,False,False,True,False,True,True,0.00020726563650934338,0.0023999999999975152,id02_b4,id02,after_train_run,11-16,interior,False,1,16,2,0.014770572640040324,2.4175736760841776e-05,4.27884491310554e-06,0.0012435938190558,7.396191069382057e-06,1.3090461253218948e-06,0.0039380470936767,5.9652032530092244e-05,1.055776700717614e-05,0.0,0.0,0.0,0.0002072656365093,3.165036718879717e-05,5.601773959710811e-06,0.0004145312730186,4.1089950385455974e-05,7.272478474010527e-06,p01_low,a01_low
397,56,S3,S,True,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,1,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
398,56,S4,S,False,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,interior,False,1,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
399,57,Q1,Q,False,False,False,False,False,True,0.0061649629595195155,0.011584615384615152,id02_b4,id02,after_train_run,11-16,near_edge,True,0,16,1,0.22720889848272038,0.00037188419523754326,6.581949550484369e-05,0.22720889848272038,0.0013513097283789474,0.0002391672615607583,0.0431547407166365,0.0006536915216656459,0.00011569635580867694,0.0,0.0,0.0,0.012329925919039,0.0018828334948361848,0.0003332412410551081,0.018494888878558498,0.0018332852449720748,0.0003244717347115526,p04,a02
400,57,Q2,Q,True,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,near_edge,True,0,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
401,57,Q3,Q,False,False,False,False,False,True,0.008611751924003541,0.013984615384615484,id02_b4,id02,after_train_run,11-16,near_edge,True,0,16,1,0.36007730218228556,0.0005893565729141053,0.000104309763088727,0.36007730218228556,0.002141535673367887,0.00037902873913924797,0.0430587596200175,0.0006522376366912931,0.00011543903383382707,0.0,0.0,0.0,0.0,0.0,0.0,0.017223503848007,0.0017072606209533499,0.00030216673417556136,p05_high,a04
402,57,S1,S,False,False,True,False,True,True,0.0005227568158962179,0.01398461538462259,id02_b4,id02,after_train_run,11-16,near_edge,True,0,16,1,0.0371157339286302,6.074918251385803e-05,1.0751950732511644e-05,0.0036592977112733997,2.1763428410153684e-05,3.85189232765621e-06,0.0083641090543392,0.00012669632778028984,2.242388486418016e-05,0.0,0.0,0.0,0.0005227568158962,7.982724706427046e-05,1.4128562591789189e-05,0.0005227568158962,5.181768669084224e-05,9.171172208705262e-06,p01_low,a05_high
403,57,S2,S,False,False,True,False,True,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,near_edge,True,0,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
404,57,S3,S,True,True,True,True,True,True,0.0041022087597872015,0.042632319887176084,id02_b4,id02,after_train_run,11-16,near_edge,True,0,16,1,0.7574190366291242,0.001239705710363447,0.00021941455290530829,0.09435080147510559,0.0005611450817510886,9.93166331316901e-05,0.0492265051174464,0.0007456642886073464,0.00013197454455079463,0.17538259829899416,0.0026927240771385795,0.0004765831475516146,0.0,0.0,0.0,0.0041022087597872,0.0004066268708341232,7.196857473310876e-05,p03,a05_high
405,57,S4,S,False,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,near_edge,True,0,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
406,58,Q1,Q,False,False,False,False,False,True,0.002361262856612506,0.013984615384615484,id02_b4,id02,after_train_run,11-16,right_edge,True,0,16,0,0.0377802057058,6.183675678476469e-05,1.0944439659849362e-05,0.0377802057058,0.00022469524675895562,3.976863758505263e-05,0.00944505142645,0.0001430700297727938,2.5321853690214477e-05,0.0,0.0,0.0,0.0023612628566125,0.0003605751426030546,6.381791504358108e-05,0.0023612628566125,0.000234057548707246,4.142566415109649e-05,p02,a04
407,58,Q2,Q,True,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,right_edge,True,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
408,58,Q3,Q,False,False,False,False,False,True,0.009100611980098705,0.013984615384614929,id02_b4,id02,after_train_run,11-16,right_edge,True,0,16,0,0.3381292370654444,0.0005534330743737591,9.795169092278227e-05,0.3381292370654444,0.0020110010239349657,0.0003559255127004678,0.0712017829140851,0.0010785373992635806,0.00019088949842918258,0.0,0.0,0.0,0.0273018359402961,0.0041691094915287516,0.0007378874578458406,0.0273018359402961,0.002706264055904629,0.0004789795778999316,p05_high,a03
409,58,S1,S,False,False,True,False,True,True,0.0008140504422996866,0.013984615384613708,id02_b4,id02,after_train_run,11-16,right_edge,True,0,16,0,0.0618678336147696,0.00010126218501371147,1.792231564738401e-05,0.0048843026537976,2.9049063379556692e-05,5.1413712145237895e-06,0.02035126105749,0.0003082731256767082,5.456102160184987e-05,0.0,0.0,0.0,0.0024421513268988,0.00037292716500782327,6.600408991618379e-05,0.0024421513268988,0.00024207552816297304,4.284476012103158e-05,p01_low,a03
410,58,S2,S,False,False,True,False,True,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,right_edge,True,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
411,58,S3,S,True,False,False,False,False,False,0.0,0.0,id02_b4,id02,after_train_run,11-16,right_edge,True,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
412,58,S4,S,False,False,False,False,False,True,0.002310245988813603,0.013984615384614596,id02_b4,id02,after_train_run,11-16,right_edge,True,0,16,0,0.0138614759328816,2.2687772602780714e-05,4.015491289942526e-06,0.0138614759328816,8.244020107873586e-05,1.4591027297770105e-05,0.0046204919776272,6.998944684968654e-05,1.2387377956105093e-05,0.0,0.0,0.0,0.0046204919776272,0.0007055692885117048,0.0001248781615574919,0.0069307379664408,0.0006870016756561338,0.00012159189414808421,p02,a03
413,59,Q1,Q,False,False,False,False,False,False,0.0,0.0,id03_b2,id03,between_train_runs,11-16,left_edge,True,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
414,59,Q2,Q,True,False,False,False,False,False,0.0,0.0,id03_b2,id03,between_train_runs,11-16,left_edge,True,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
415,59,Q3,Q,False,False,False,False,False,False,0.0,0.0,id03_b2,id03,between_train_runs,11-16,left_edge,True,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
416,59,S1,S,False,False,True,False,True,True,0.0009104482934084723,0.013984615384618593,id03_b2,id03,between_train_runs,11-16,left_edge,True,0,11,0,0.0701045185924468,0.00011474358026188923,2.030837734427775e-05,0.0036417931736336,2.1659321343214862e-05,3.8334664985616845e-06,0.0191194141615764,0.0002896135796227463,5.125848300690724e-05,0.0,0.0,0.0,0.0009104482934084,0.00013902942754090653,2.460671063265946e-05,0.0018208965868168,0.00018049434452679098,3.19455541546807e-05,p01_low,a05_high
417,59,S2,S,False,False,True,False,True,False,0.0,0.0,id03_b2,id03,between_train_runs,11-16,left_edge,True,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,zero
418,59,S3,S,True,False,False,False,False,False,0.0,7.494005416219807e-16,id03_b2,id03,between_train_runs,11-16,left_edge,True,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,a01_low
419,59,S4,S,False,False,False,False,False,True,0.001197030972576757,0.005676923076922691,id03_b2,id03,between_train_runs,11-16,left_edge,True,0,11,0,0.0155614026434971,2.5470127875666858e-05,4.507938193365324e-06,0.0155614026434971,9.255040150189687e-05,1.6380423835260104e-05,0.005985154862883499,9.066083875727184e-05,1.6045991589499997e-05,0.0,0.0,0.0,0.0023940619451534,0.0003655837065563502,6.470437689603784e-05,0.0023940619451534,0.00023730872179973615,4.200108675707719e-05,p01_low,a02
420,60,Q1,Q,False,False,False,False,False,True,0.0013068515261766,0.013984615384615928,id03_b2,id03,between_train_runs,11-16,near_edge,True,1,11,1,0.013068515261766,2.1389894117377672e-05,3.78578078266686e-06,0.0117616637355894,6.99517084672305e-05,1.2380698669041475e-05,0.0039205545785298,5.938706259505731e-05,1.0510870183726006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0013068515261766,0.00012954020086524198,2.2927219757484212e-05,p01_low,a05_high
421,60,Q2,Q,True,False,False,False,False,False,0.0,4.440892098500626e-16,id03_b2,id03,between_train_runs,11-16,near_edge,True,1,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,a01_low
