pool,top_k,shape,scale,all_minus_base,sets_beating_base,sets_tail_neutral,set_inverse_top_minus_base,set_raw05_compatible_minus_base,set_all_sign_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_worst_minus_base,tail_pass_tol1e12,relaxed_structural_tol1e12,e72_adverse_exposure_e101_plausible,e72_plausible_gap_vs_e95,tail_equal_law_cosine,tail_equal_law_resid_ratio,gate_cos95_resid025,gate_active_q2s3_not_more_than_e101,gate_e72_not_more_than_e95,gate_material_vs_e95,gate_strict_veto,gate_strict_actionable,post101_mean_vs_e95_e101_sensor,post101_p95_vs_e95_e101_sensor,frontier_score,tag
strict_primitive,3,sqrt,0.005,-5.0927835282266194e-08,3,1,-3.937959758282261e-08,-2.5327850927681084e-08,-8.807605711425026e-08,-1.55488575348528e-08,1.1102230246251563e-16,1.1102230246251563e-16,True,True,0.0015605245545158,3.1895342548684397e-06,0.9997740754667748,0.0212603442651785,True,True,False,False,False,False,4.832110947111343e-09,2.169073145711215e-07,-0.042554702018216116,e140_strict_primitive_0d034012
strict_primitive,3,sqrt,0.005,-5.0927835282266194e-08,3,1,-3.937959758282261e-08,-2.5327850927681084e-08,-8.807605711425026e-08,-1.55488575348528e-08,1.1102230246251563e-16,1.1102230246251563e-16,True,True,0.0015605245545158,3.1895342548684397e-06,0.9997740754667748,0.0212603442651785,True,True,False,False,False,False,4.832110947111343e-09,2.169073145711215e-07,-0.042554702018216116,e140_strict_primitive_0d034012
strict_primitive,3,sqrt,0.005,-5.0927835282266194e-08,3,1,-3.937959758282261e-08,-2.5327850927681084e-08,-8.807605711425026e-08,-1.55488575348528e-08,1.1102230246251563e-16,1.1102230246251563e-16,True,True,0.0015605245545158,3.1895342548684397e-06,0.9997740754667748,0.0212603442651785,True,True,False,False,False,False,4.832110947111343e-09,2.169073145711215e-07,-0.042554702018216116,e140_strict_primitive_0d034012
strict_primitive,3,sqrt,0.005,-5.0927835282266194e-08,3,1,-3.937959758282261e-08,-2.5327850927681084e-08,-8.807605711425026e-08,-1.55488575348528e-08,1.1102230246251563e-16,1.1102230246251563e-16,True,True,0.0015605245545158,3.1895342548684397e-06,0.9997740754667748,0.0212603442651785,True,True,False,False,False,False,4.832110947111343e-09,2.169073145711215e-07,-0.042554702018216116,e140_strict_primitive_0d034012
strict_primitive,3,sqrt,0.005,-5.0927835282266194e-08,3,1,-3.937959758282261e-08,-2.5327850927681084e-08,-8.807605711425026e-08,-1.55488575348528e-08,1.1102230246251563e-16,1.1102230246251563e-16,True,True,0.0015605245545158,3.1895342548684397e-06,0.9997740754667748,0.0212603442651785,True,True,False,False,False,False,4.832110947111343e-09,2.169073145711215e-07,-0.042554702018216116,e140_strict_primitive_0d034012
strict_primitive,3,sqrt,0.005,-5.0927835282266194e-08,3,1,-3.937959758282261e-08,-2.5327850927681084e-08,-8.807605711425026e-08,-1.55488575348528e-08,1.1102230246251563e-16,1.1102230246251563e-16,True,True,0.0015605245545158,3.1895342548684397e-06,0.9997740754667748,0.0212603442651785,True,True,False,False,False,False,4.832110947111343e-09,2.169073145711215e-07,-0.042554702018216116,e140_strict_primitive_0d034012
strict_primitive,3,sqrt,0.005,-5.0927835282266194e-08,3,1,-3.937959758282261e-08,-2.5327850927681084e-08,-8.807605711425026e-08,-1.55488575348528e-08,1.1102230246251563e-16,1.1102230246251563e-16,True,True,0.0015605245545158,3.1895342548684397e-06,0.9997740754667748,0.0212603442651785,True,True,False,False,False,False,4.832110947111343e-09,2.169073145711215e-07,-0.042554702018216116,e140_strict_primitive_0d034012
strict_primitive,3,sign,0.005,-4.2373600517287e-08,3,1,-3.7024558419140874e-08,-2.4635416706608737e-08,-6.54608263150891e-08,-2.0747498830075983e-08,1.1102230246251563e-16,1.1102230246251563e-16,True,True,0.0015612209838084,3.8859635474685055e-06,0.99981110955022,0.0194393406608954,True,True,False,False,False,False,2.2279488939479775e-08,1.4147818825963742e-07,-0.038918913365547564,e140_strict_primitive_65d7fc68
strict_primitive,3,sign,0.005,-4.2373600517287e-08,3,1,-3.7024558419140874e-08,-2.4635416706608737e-08,-6.54608263150891e-08,-2.0747498830075983e-08,1.1102230246251563e-16,1.1102230246251563e-16,True,True,0.0015612209838084,3.8859635474685055e-06,0.99981110955022,0.0194393406608954,True,True,False,False,False,False,2.2279488939479775e-08,1.4147818825963742e-07,-0.038918913365547564,e140_strict_primitive_65d7fc68
strict_primitive,3,sign,0.005,-4.2373600517287e-08,3,1,-3.7024558419140874e-08,-2.4635416706608737e-08,-6.54608263150891e-08,-2.0747498830075983e-08,1.1102230246251563e-16,1.1102230246251563e-16,True,True,0.0015612209838084,3.8859635474685055e-06,0.99981110955022,0.0194393406608954,True,True,False,False,False,False,2.2279488939479775e-08,1.4147818825963742e-07,-0.038918913365547564,e140_strict_primitive_65d7fc68
strict_primitive,3,sign,0.005,-4.2373600517287e-08,3,1,-3.7024558419140874e-08,-2.4635416706608737e-08,-6.54608263150891e-08,-2.0747498830075983e-08,1.1102230246251563e-16,1.1102230246251563e-16,True,True,0.0015612209838084,3.8859635474685055e-06,0.99981110955022,0.0194393406608954,True,True,False,False,False,False,2.2279488939479775e-08,1.4147818825963742e-07,-0.038918913365547564,e140_strict_primitive_65d7fc68
strict_primitive,3,sign,0.005,-4.2373600517287e-08,3,1,-3.7024558419140874e-08,-2.4635416706608737e-08,-6.54608263150891e-08,-2.0747498830075983e-08,1.1102230246251563e-16,1.1102230246251563e-16,True,True,0.0015612209838084,3.8859635474685055e-06,0.99981110955022,0.0194393406608954,True,True,False,False,False,False,2.2279488939479775e-08,1.4147818825963742e-07,-0.038918913365547564,e140_strict_primitive_65d7fc68
strict_primitive,3,sign,0.005,-4.2373600517287e-08,3,1,-3.7024558419140874e-08,-2.4635416706608737e-08,-6.54608263150891e-08,-2.0747498830075983e-08,1.1102230246251563e-16,1.1102230246251563e-16,True,True,0.0015612209838084,3.8859635474685055e-06,0.99981110955022,0.0194393406608954,True,True,False,False,False,False,2.2279488939479775e-08,1.4147818825963742e-07,-0.038918913365547564,e140_strict_primitive_65d7fc68
