method,blocks,weighted_row_logloss,weighted_count_nll_per_row,rate_mae_weighted,count_mae_mean,is_subject_mean,weighted_pattern_nll,mean_pattern_nll,weighted_margin_only_pattern_nll,weighted_joint_gain_vs_own_margins,weighted_pair_mse,mean_pred_entropy,mean_pred_top_mass,family,context,fallback,k,alpha,strength,pseudo_support_mean,hidden_support_mean,pseudo_dist_median,hidden_dist_median,true_pattern_entropy_weighted,delta_weighted_row_logloss_vs_subject,delta_weighted_row_logloss_vs_raw,delta_pattern_nll_vs_subject,delta_pattern_nll_vs_raw,delta_pair_mse_vs_raw,hidden_blocks,weighted_mixmin_delta_vs_a2c8,mean_mixmin_delta_vs_a2c8,mean_raw05_delta_vs_a2c8,mixmin_better_block_rate,s3_delta_vs_subject,s3_delta_vs_raw,pattern_beats_raw,row_beats_raw,joint_beats_margin,fixes_s3_vs_subject,hidden_mixmin_negative,joint_gate
struct_raw_calendar_fbraw_k8_a12_w0.35,369,0.608587212351695,0.28635516867151617,0.19394506629017538,0.8940394519230035,0.0,4.201191711476966,4.211809473383574,4.2601104864618655,-0.05891877498489992,0.05887797779079555,4.355644367486126,0.050550423760221376,structural_knn,raw_calendar,raw,8.0,12.0,0.35,8.0,8.0,0.9166650466352086,0.859244746251256,1.6099542188683007,-0.004408773637005314,0.0033186337069210925,-0.08983215006775591,-0.035688645191201296,0.0007591475498013728,36.0,0.0002678737613980204,-6.672022856916586e-05,0.0007222100990057952,0.4722222222222222,0.01586579287770029,0.00804978515012178,True,False,True,False,False,False
struct_raw_fbraw_k8_a24_w0.35,369,0.6078552925913675,0.28562324891118857,0.1933965946542169,0.8915111314548047,0.0,4.201291175471264,4.195101189130936,4.254987048139572,-0.053695872668308886,0.05867690217675639,4.358643883374276,0.049748760085993625,structural_knn,raw,raw,8.0,24.0,0.35,8.0,8.0,0.7587723849923227,0.7389476042744607,1.6099542188683007,-0.005140693397332807,0.0025867139465935995,-0.08973268607345819,-0.035589181196903574,0.000558071935762211,36.0,0.0002987494750551448,-1.3682142001198378e-05,0.000725444825838046,0.5277777777777778,0.014204217610926273,0.006388209883347762,True,False,True,False,False,False
struct_raw_subject_fbraw_k8_a24_w0.35,369,0.6068905460450065,0.2846585023648276,0.19287369850906108,0.8891007077612819,0.0,4.2015214472511495,4.201890758491295,4.248233824132923,-0.0467123768817727,0.05850902827172152,4.359782111533649,0.05020656792892221,structural_knn,raw_subject,raw,8.0,24.0,0.35,8.0,8.0,0.8315638089614523,0.7805959502246061,1.6099542188683007,-0.006105439943693836,0.0016219674002325712,-0.08950241429357231,-0.03535890941701769,0.00039019803072733866,36.0,0.00022185509497180635,-6.021485603829097e-05,0.0007335595236699121,0.5277777777777778,0.012514553593572453,0.004698545865993942,True,False,True,False,False,False
struct_raw_fbraw_k8_a12_w0.35,369,0.6100004901649932,0.28776844648481437,0.19527308929096923,0.9001613140486142,0.0,4.20189837038582,4.19624848352305,4.270003431154953,-0.06810506076913295,0.059256550301799785,4.354218215090609,0.050074985698272824,structural_knn,raw,raw,8.0,12.0,0.35,8.0,8.0,0.7587723849923227,0.7389476042744607,1.6099542188683007,-0.0029954958237070617,0.004731911520219345,-0.08912549115890211,-0.0349819862823475,0.0011377200608056054,36.0,0.00029152041735609557,-4.221022169011159e-05,0.0007309996089603872,0.5,0.01904945587204354,0.01123344814446503,True,False,True,False,False,False
struct_raw_subject_fbraw_k8_a24_w0.65,369,0.6093185737223877,0.2870865300422088,0.19541065028707486,0.9007954366891985,0.0,4.20218763890493,4.204090185306198,4.265230016056714,-0.06304237715178404,0.05926352628366515,4.354557886459119,0.05000478407608638,structural_knn,raw_subject,raw,8.0,24.0,0.65,8.0,8.0,0.8315638089614523,0.7805959502246061,1.6099542188683007,-0.003677412266312574,0.004049995077613833,-0.08883622263979163,-0.03469271776323701,0.0011446960426709715,36.0,0.00014561840104460844,-0.00014085443905424298,0.0007484503834148189,0.5277777777777778,0.017676370404704045,0.009860362677125534,True,False,True,False,False,False
struct_raw_calendar_fbraw_k8_a24_w0.65,369,0.6093529844618132,0.2871209407816343,0.1946260299376646,0.8971785282492342,0.0,4.202811216577863,4.215172885126979,4.265470891232693,-0.0626596746548298,0.05910224126379743,4.351582684489773,0.050909863614948245,structural_knn,raw_calendar,raw,8.0,24.0,0.65,8.0,8.0,0.9166650466352086,0.859244746251256,1.6099542188683007,-0.003643001526887124,0.004084405817039283,-0.08821264496685899,-0.03406914009030437,0.0009834110228032489,36.0,0.00026097523839088943,-8.288565668425411e-05,0.0007231781205298252,0.4722222222222222,0.01746598599385718,0.00964997826627867,True,False,True,False,False,False
struct_raw_calendar_subject_fbraw_k8_a4_w0.35,369,0.6112813646026972,0.2890493209225184,0.19680319610933308,0.9072147332844864,0.0,4.2028945832492335,4.211549990557346,4.278969552218881,-0.07607496896964712,0.059761070030383834,4.334389996367711,0.051710155978547334,structural_knn,raw_calendar_subject,raw,8.0,4.0,0.35,8.0,8.0,0.9121462097395527,0.867065155151209,1.6099542188683007,-0.0017146213860030901,0.006012785957923317,-0.08812927829548833,-0.03398577341893372,0.0016422397893896545,36.0,0.0001258830590333575,-0.00018706186644638537,0.0007549983328436869,0.5,0.019877549813020368,0.012061542085441856,True,False,True,False,False,False
struct_raw_calendar_fbraw_k8_a24_w0.35,369,0.6070456521765693,0.28481360849639037,0.19260454898576437,0.8878599941051085,0.0,4.203124507071062,4.209185019099279,4.249319575814846,-0.046195068743783166,0.05846481994096334,4.358287417617406,0.05046174203980307,structural_knn,raw_calendar,raw,8.0,24.0,0.35,8.0,8.0,0.9166650466352086,0.859244746251256,1.6099542188683007,-0.005950333812131059,0.0017770735317953479,-0.08789935447365949,-0.03375584959710487,0.0003459896999691639,36.0,0.0002839703150813554,-2.9000896300591835e-05,0.0007199513821164463,0.5,0.012454856593788421,0.00463884886620991,True,False,True,False,False,False
struct_raw_calendar_subject_fbraw_k4_a24_w0.65,369,0.6070263495619204,0.28479430588174154,0.19263499187346117,0.8880003283922966,0.0,4.20329597659419,4.210354732923343,4.249184500129017,-0.04588852353482668,0.05858270396217097,4.346371576775294,0.050902464862959546,structural_knn,raw_calendar_subject,raw,4.0,24.0,0.65,4.0,4.0,0.8780800945961958,0.8191539114022878,1.6099542188683007,-0.005969636426779945,0.0017577709171464617,-0.08772788495053163,-0.033584380073977016,0.0004638737211767885,36.0,0.000215978449740447,-5.936381303742273e-05,0.0007329454815197224,0.5277777777777778,0.011173320005829601,0.00335731227825109,True,False,True,False,False,False
struct_raw_calendar_subject_fbraw_k4_a12_w0.35,369,0.6068837988441005,0.28465175516392155,0.19251213078813817,0.8874339687550762,0.0,4.203568593700075,4.210165126796348,4.248186648746027,-0.04461805504595311,0.0585388151422034,4.347013677376171,0.050877508530790934,structural_knn,raw_calendar_subject,raw,4.0,12.0,0.35,4.0,4.0,0.8780800945961958,0.8191539114022878,1.6099542188683007,-0.006112187144599823,0.0016152201993265836,-0.08745526784464719,-0.03331176296809257,0.00041998490120922355,36.0,0.00022144880290273026,-5.39852474306363e-05,0.0007319786376224729,0.5277777777777778,0.0109441011114495,0.003128093383870989,True,False,True,False,False,False
struct_raw_fbsubject_k16_a4_w0.35,369,0.6128370137992224,0.2906049701190436,0.19854172488918118,0.9152289269281766,0.0,4.203829499185514,4.1642273408761685,4.289859132581123,-0.08602963339560894,0.06110795332820376,4.184071863575288,0.06352128612755323,structural_knn,raw,subject,16.0,4.0,0.35,16.0,16.0,0.814266264528368,0.7927824774310923,1.6099542188683007,-0.0001589721894779128,0.007568435154448494,-0.08719436235920774,-0.03305085748265313,0.002989123087209583,36.0,0.00039103341356321145,8.116191989331098e-05,0.0007698211882381568,0.5,0.014440106076320625,0.0066240983487421135,True,False,True,False,False,False
struct_raw_fbsubject_k8_a12_w0.35,369,0.6107212404475509,0.28848919676737206,0.19433645564309382,0.8958436613791398,0.0,4.204555592934484,4.172880983492189,4.275050892183982,-0.07049529924949825,0.06064779645546461,4.1479876802990105,0.0669546453911854,structural_knn,raw,subject,8.0,12.0,0.35,8.0,8.0,0.7587723849923227,0.7389476042744607,1.6099542188683007,-0.00227474554114937,0.005452661802777037,-0.08646826861023804,-0.032324763733683426,0.002528966214470428,36.0,0.0004070385870632283,0.00014644586717124235,0.0007708589904423525,0.4722222222222222,0.002660075471539902,-0.005155932256038609,True,False,True,False,False,False
struct_raw_fbraw_k8_a24_w0.65,369,0.6110499058120452,0.2888178621318664,0.1961887600842136,0.9043823330711307,0.0,4.204810792964422,4.199423446320159,4.277349340684317,-0.07253854771989526,0.05956117614804793,4.349176601379894,0.050954909684226654,structural_knn,raw,raw,8.0,24.0,0.65,8.0,8.0,0.7587723849923227,0.7389476042744607,1.6099542188683007,-0.0019460801766550961,0.005781327167271311,-0.08621306858029953,-0.03206956370374492,0.0014423459070537492,36.0,0.0002884222497707667,-5.443654155680699e-05,0.0007333802302985095,0.5,0.021341783740022602,0.01352577601244409,True,False,True,False,False,False
struct_raw_fbsubject_k8_a24_w0.65,369,0.6109985076988749,0.2887664640186961,0.19496336001366868,0.8987335376239848,0.0,4.20506680557025,4.173680639396269,4.276991044955391,-0.07192423938514098,0.0606706174430817,4.150388648829083,0.06625373112477975,structural_knn,raw,subject,8.0,24.0,0.65,8.0,8.0,0.7587723849923227,0.7389476042744607,1.6099542188683007,-0.0019974782898254384,0.005729929054100968,-0.08595705597447179,-0.03181355109791717,0.00255178720208752,36.0,0.00040091814041740665,0.00012928377618027815,0.000772196778838199,0.5,0.004243998938192273,-0.0035720087893862384,True,False,True,False,False,False
struct_raw_calendar_fbsubject_k8_a24_w0.65,369,0.60956281540362,0.2873307717234411,0.19348214002756067,0.8919054747611946,0.0,4.20566010621847,4.191117729096436,4.266941748347083,-0.06128164212861283,0.06023749402303386,4.152556103546678,0.06694135148810763,structural_knn,raw_calendar,subject,8.0,24.0,0.65,8.0,8.0,0.9166650466352086,0.859244746251256,1.6099542188683007,-0.003433170585080303,0.004294236758846104,-0.0853637553262514,-0.031220250449696785,0.002118663782039683,36.0,0.0003734711276101422,0.00010083465622043231,0.0007619946687681448,0.4444444444444444,0.002173698492631382,-0.005642309234947129,True,False,True,False,False,False
struct_raw_calendar_subject_fbraw_k4_a24_w1.00,369,0.6085882157287612,0.2863561720485824,0.19401464608146052,0.8943601977901476,0.0,4.206045387345512,4.216934395375221,4.260117536414305,-0.05407214906879343,0.05909346306617848,4.334483695084171,0.05165491498865259,structural_knn,raw_calendar_subject,raw,4.0,24.0,1.0,4.0,4.0,0.8780800945961958,0.8191539114022878,1.6099542188683007,-0.004407770259939103,0.0033196370839873035,-0.08497847419921012,-0.030834969322655503,0.0009746328251842989,36.0,0.0001649218202256749,-0.00010956375870085055,0.0007419693578939665,0.5277777777777778,0.013521908887408007,0.005705901159829496,True,False,True,False,False,False
struct_raw_calendar_fbsubject_k8_a12_w0.35,369,0.6095541502379398,0.28732210655776097,0.19320707585414607,0.8906374960105756,0.0,4.206369551245324,4.1901741505847,4.266881791238501,-0.0605122399931773,0.06029205894597736,4.149223638808571,0.06768213859344084,structural_knn,raw_calendar,subject,8.0,12.0,0.35,8.0,8.0,0.9166650466352086,0.859244746251256,1.6099542188683007,-0.0034418357507605135,0.004285571593165893,-0.08465431029939818,-0.030510805422843568,0.002173228704983182,36.0,0.00038339192990104155,0.00012193585619535155,0.0007620694802361462,0.4444444444444444,0.0011511297802708764,-0.006664877947307635,True,False,True,False,False,False
struct_raw_subject_fbraw_k16_a24_w0.65,369,0.6137136401564357,0.29148159647625677,0.19964858007121292,0.9203312593526642,0.0,4.206572004036749,4.200194559955248,4.2959954810950505,-0.08942347705830003,0.0607874755343436,4.362192374869018,0.04950312124322106,structural_knn,raw_subject,raw,16.0,24.0,0.65,16.0,16.0,0.883606350077285,0.8452790123258104,1.6099542188683007,0.0007176541677353931,0.0084450615116618,-0.08445185750797268,-0.030308352631418067,0.0026686452933494184,36.0,0.00011126375135958388,-0.00018470170063277544,0.0007675526748547539,0.5277777777777778,0.025657321717681758,0.017841313990103247,True,False,True,False,False,False
struct_raw_calendar_subject_fbraw_k8_a24_w1.00,369,0.6119928629015134,0.28976081922133456,0.19746014438677664,0.9102431046122142,0.0,4.207005125411081,4.216025542297309,4.283950040310594,-0.07694491489951334,0.060003632403990766,4.327682504078576,0.05237224272515546,structural_knn,raw_calendar_subject,raw,8.0,24.0,1.0,8.0,8.0,0.9121462097395527,0.867065155151209,1.6099542188683007,-0.0010031230871868635,0.006724284256739543,-0.08401873613364064,-0.02987523125708602,0.0018848021629965864,36.0,0.00011267485578191544,-0.00020284233244114938,0.0007577705813348466,0.5,0.021049513287360377,0.013233505559781866,True,False,True,False,False,False
struct_raw_calendar_fbsubject_k16_a24_w1.00,369,0.6146913284386494,0.2924592847584705,0.19905469058940034,0.9175935736926015,0.0,4.208478251763076,4.2087795525481235,4.302839316431192,-0.09436106466811656,0.06165492665197215,4.175720206957189,0.06486884677987015,structural_knn,raw_calendar,subject,16.0,24.0,1.0,16.0,16.0,0.9719325249919848,0.9092222569088875,1.6099542188683007,0.0016953424499490666,0.009422749793875473,-0.08254560978164616,-0.02840210490509154,0.0035360964109779694,36.0,0.00029439804431534043,-4.876029715856871e-05,0.0007578812190882175,0.4444444444444444,0.018350577156633574,0.010534569429055063,True,False,True,False,False,False
struct_raw_calendar_subject_fbsubject_k4_a24_w1.00,369,0.6094919461773093,0.2872599024971304,0.1932828801571345,0.8909869353584984,0.0,4.209001074029419,4.196402413710284,4.266448483598685,-0.05744740956926593,0.06051691301565332,4.125323663388756,0.06776155891796008,structural_knn,raw_calendar_subject,subject,4.0,24.0,1.0,4.0,4.0,0.8780800945961958,0.8191539114022878,1.6099542188683007,-0.0035040398113910243,0.0042233675325353826,-0.08202278751530301,-0.027879282638748393,0.002398082774659138,36.0,0.0002800562012816586,7.846555715126398e-05,0.0007816963145022654,0.5,0.0004920100081895473,-0.007323997719388964,True,False,True,False,False,False
struct_raw_calendar_subject_fbsubject_k16_a24_w1.00,369,0.6150614882132343,0.29282944453305537,0.20098739691759895,0.92650287847381,0.0,4.209229778126313,4.190245875860548,4.30543041749264,-0.0962006393663266,0.06199444909587038,4.189137911584337,0.06450435235074918,structural_knn,raw_calendar_subject,subject,16.0,24.0,1.0,16.0,16.0,0.951571584271211,0.9157004571189209,1.6099542188683007,0.002065502224533944,0.00979290956846035,-0.08179408341840855,-0.027650578541853932,0.003875618854876202,36.0,0.00016375293608145118,-0.000152831936945933,0.0007922455076166782,0.5277777777777778,0.017824599746431247,0.010008592018852736,True,False,True,False,False,False
struct_raw_calendar_subject_fbraw_k4_a12_w0.65,369,0.6093140918616357,0.28708204818145694,0.19462857219889643,0.8971902474534494,0.0,4.209329566985666,4.221555832899693,4.2651986632530585,-0.05586909626739312,0.05934410094011163,4.327163920110334,0.052201884464529974,structural_knn,raw_calendar_subject,raw,4.0,12.0,0.65,4.0,4.0,0.8780800945961958,0.8191539114022878,1.6099542188683007,-0.0036818941270646555,0.004045513216861751,-0.08169429455905597,-0.027550789682501353,0.001225270699117452,36.0,0.00014486385863059982,-0.00012928516592575667,0.0007455144521838589,0.5277777777777778,0.014548180539890154,0.006732172812311643,True,False,True,False,False,False
struct_raw_subject_fbsubject_k8_a24_w0.35,369,0.6095558924997215,0.2873238488195426,0.1928800326232258,0.8891299064826752,0.0,4.2095040094581675,4.1828052255990995,4.26689600801255,-0.057391998554381776,0.06058556852707812,4.133872397609094,0.06949294955365165,structural_knn,raw_subject,subject,8.0,24.0,0.35,8.0,8.0,0.8315638089614523,0.7805959502246061,1.6099542188683007,-0.0034400934889787793,0.0042873138549476275,-0.08151985208655432,-0.027376347209999707,0.0024667382860839374,36.0,0.00034442524743240745,0.00013995803080686214,0.0007758521813530583,0.4722222222222222,-0.0003502448477017417,-0.008166252575280253,True,False,True,True,False,False
struct_raw_subject_fbsubject_k8_a4_w0.35,369,0.6101785990899484,0.2879465554097695,0.19582365809562668,0.9026993019530107,0.0,4.209565321885359,4.184339930732052,4.271250603970784,-0.061685282085425126,0.06058778503798753,4.154739088186232,0.06500160784396303,structural_knn,raw_subject,subject,8.0,4.0,0.35,8.0,8.0,0.8315638089614523,0.7805959502246061,1.6099542188683007,-0.0028173868987518835,0.004910020445174523,-0.081458539659363,-0.02731503478280839,0.0024689547969933487,36.0,0.0001765983860685989,-4.883226684964619e-05,0.000798047528605489,0.5555555555555556,0.0070863030367853685,-0.0007297046907931426,True,False,True,False,False,False
struct_raw_calendar_subject_fbraw_k4_a24_w0.35,369,0.6060241678608408,0.28379212418066185,0.19170129617231105,0.8836962189406533,0.0,4.209590324250004,4.212462413049279,4.242169261297728,-0.03257893704772362,0.05829031411461677,4.347524788943127,0.051025658038338646,structural_knn,raw_calendar_subject,raw,4.0,24.0,0.35,4.0,4.0,0.8780800945961958,0.8191539114022878,1.6099542188683007,-0.006971818127859519,0.0007555892160668876,-0.0814335372947177,-0.02729003241816308,0.000171483873622591,36.0,0.00025974127503881347,-1.6335288183068485e-05,0.0007252107303417805,0.5277777777777778,0.009461094759290356,0.001645087031711845,True,False,True,False,False,False
struct_raw_calendar_subject_fbraw_k8_a12_w0.65,369,0.6124369481756738,0.2902049044954948,0.19786840513798584,0.9121250870994956,0.0,4.2097389696080665,4.218965385432544,4.287058637229716,-0.07731966762164978,0.06015718643803813,4.323317263595448,0.05284824246585089,structural_knn,raw_calendar_subject,raw,8.0,12.0,0.65,8.0,8.0,0.9121462097395527,0.867065155151209,1.6099542188683007,-0.0005590378130264639,0.007168369530899943,-0.08128489193665533,-0.02714138706010072,0.0020383561970439487,36.0,0.00010474993383105599,-0.0002123106120380026,0.0007594339304295426,0.5,0.02177245433415942,0.013956446606580908,True,False,True,False,False,False
struct_raw_calendar_fbraw_k4_a12_w0.35,369,0.6073190735461745,0.2850870298659956,0.19274852088661368,0.8885236694529262,0.0,4.209893622698036,4.220799107338134,4.251233534783996,-0.04133991208595907,0.05847878321568335,4.346384436369838,0.051381626205302004,structural_knn,raw_calendar,raw,4.0,12.0,0.35,4.0,4.0,0.8824288821915152,0.8169491094096507,1.6099542188683007,-0.005676912442525772,0.0020504949014006346,-0.08113023884668547,-0.02698673397013085,0.0003599529746891733,36.0,0.0002580923875491727,-4.471775289810001e-05,0.0007191090308773158,0.5,0.012865258887284514,0.005049251159706003,True,False,True,False,False,False
struct_raw_calendar_fbraw_k4_a24_w0.65,369,0.6074865517139122,0.28525450803373337,0.19288829734165788,0.8891680048188619,0.0,4.209913534642967,4.221487241982135,4.252405879278646,-0.04249234463568045,0.058519088761421936,4.345544516726909,0.051470166379337365,structural_knn,raw_calendar,raw,4.0,24.0,0.65,4.0,4.0,0.8824288821915152,0.8169491094096507,1.6099542188683007,-0.005509434274788116,0.0022179730691382904,-0.08111032690175524,-0.02696682202520062,0.000400258520427757,36.0,0.00025486551916114876,-4.952892088045435e-05,0.0007192879396677026,0.5,0.01322987557014732,0.005413867842568809,True,False,True,False,False,False
struct_raw_subject_fbraw_k4_a12_w0.35,369,0.6070898619431051,0.2848578182629263,0.19287114643167452,0.8890889433069873,0.0,4.21035776952572,4.2149274209189675,4.249629048803506,-0.039271279277786834,0.058652432793104295,4.349413861153492,0.05075971754997402,structural_knn,raw_subject,raw,4.0,12.0,0.35,4.0,4.0,0.7822521122758799,0.7290429084901096,1.6099542188683007,-0.005906124045595207,0.0018212832983312,-0.0806660920190021,-0.026522587142447485,0.0005336025521101156,36.0,0.00021100961926291936,-6.038382203134597e-05,0.0007343958492472931,0.5277777777777778,0.011256779335070188,0.003440771607491677,True,False,True,False,False,False
struct_raw_subject_fbraw_k4_a24_w0.65,369,0.6072494692780128,0.2850174255978339,0.19303416639391793,0.889840425571963,0.0,4.210441387167253,4.2153784534171015,4.250746297580213,-0.04030491041295967,0.058704094812203594,4.348856772837513,0.05075630548217668,structural_knn,raw_subject,raw,4.0,24.0,0.65,4.0,4.0,0.7822521122758799,0.7290429084901096,1.6099542188683007,-0.005746516710687488,0.0019808906332389187,-0.08058247437746857,-0.026438969500913956,0.0005852645712094151,36.0,0.0002049001324083779,-6.615413710349424e-05,0.0007355106856929935,0.5277777777777778,0.01150667219118573,0.0036906644636072183,True,False,True,False,False,False
struct_raw_calendar_subject_fbsubject_k4_a12_w0.65,369,0.6095706228827108,0.28733857920253186,0.19354357956089782,0.8921886960246266,0.0,4.21078622668798,4.199611028616968,4.26699875546623,-0.05621252877825009,0.06052991923153905,4.124083044719142,0.06744040280120721,structural_knn,raw_calendar_subject,subject,4.0,12.0,0.65,4.0,4.0,0.8780800945961958,0.8191539114022878,1.6099542188683007,-0.0034253631059895095,0.004302044237936897,-0.08023763485674174,-0.02609412998018712,0.002411088990544874,36.0,0.0002573597416419908,5.443514280846482e-05,0.0007843309990478316,0.5,0.0011269804565748887,-0.0066890272710036225,True,False,True,False,False,False
struct_raw_subject_fbraw_k16_a4_w0.35,369,0.6147689031759173,0.2925368594957383,0.2006046936479955,0.9247387097431984,0.0,4.211256156045928,4.204366983883638,4.30338232223142,-0.09212616618549214,0.06118128660894995,4.356575910455122,0.05001754602269542,structural_knn,raw_subject,raw,16.0,4.0,0.35,16.0,16.0,0.883606350077285,0.8452790123258104,1.6099542188683007,0.0017729171872169491,0.009500324531143356,-0.07976770549879397,-0.025624200622239357,0.003062456367955768,36.0,9.591497034466298e-05,-0.000201514497410708,0.0007715038918460883,0.5277777777777778,0.027509107283284817,0.019693099555706306,True,False,True,False,False,False
struct_raw_fbraw_k16_a24_w0.65,369,0.6145664525244223,0.29233440884424344,0.2001959083753435,0.9228543093399981,0.0,4.211434260732847,4.1976179191494305,4.301965167670956,-0.0905309069381089,0.06080881083145633,4.350414369902552,0.05168232445105,structural_knn,raw,raw,16.0,24.0,0.65,16.0,16.0,0.814266264528368,0.7927824774310923,1.6099542188683007,0.0015704665357220149,0.009297873879648422,-0.07958960081187438,-0.025446095935319768,0.002689980590462153,36.0,0.0002954974865971596,-6.887932383716481e-05,0.0007350031377032269,0.5,0.031053927095203604,0.023237919367625093,True,False,True,False,False,False
struct_raw_fbsubject_k8_a24_w0.35,369,0.6106889094431487,0.28845686576296986,0.19344464613020323,0.8917326370392294,0.0,4.211710327249548,4.179352064517593,4.274826713595026,-0.0631163863454783,0.06077697186138934,4.13397658757123,0.06928395202847794,structural_knn,raw,subject,8.0,24.0,0.35,8.0,8.0,0.7587723849923227,0.7389476042744607,1.6099542188683007,-0.002307076545551623,0.005420330798374784,-0.0793135342951734,-0.02517002941861879,0.0026581416203951616,36.0,0.00042131962866437893,0.00018649074595869744,0.0007677374839758334,0.4444444444444444,1.3397560188699309e-05,-0.007802610167389812,True,False,True,False,False,False
struct_raw_calendar_subject_fbsubject_k4_a24_w0.65,369,0.6098292235120147,0.28759717983183586,0.19287799167645664,0.8891204982158613,0.0,4.211849301922695,4.195242963810023,4.268810757945611,-0.05696145602291647,0.06065442894097111,4.120898022749061,0.06948069565096966,structural_knn,raw_calendar_subject,subject,4.0,24.0,0.65,4.0,4.0,0.8780800945961958,0.8191539114022878,1.6099542188683007,-0.0031667624766855695,0.004560644867240837,-0.07917455962202702,-0.025031054745472403,0.0025355986999769306,36.0,0.00033782900798654306,0.00013963388501712156,0.0007749898449556882,0.5,-0.0005679308285176932,-0.008383938556096204,True,False,True,True,False,False
struct_raw_calendar_subject_fbraw_k4_a4_w0.35,369,0.609808446734615,0.28757640305443605,0.1950479676335046,0.8991235581154238,0.0,4.211974944952989,4.225017985688682,4.268659143927728,-0.05668419897473894,0.0595182779471556,4.3217937922479015,0.05265029810244829,structural_knn,raw_calendar_subject,raw,4.0,4.0,0.35,4.0,4.0,0.8780800945961958,0.8191539114022878,1.6099542188683007,-0.0031875392540853253,0.0045398680898410815,-0.07904891659173252,-0.024905411715177905,0.0013994477061614191,36.0,0.0001320997012518947,-0.00014183515234161555,0.0007477704212774321,0.5,0.015231820517361938,0.007415812789783427,True,False,True,False,False,False
struct_raw_calendar_subject_fbsubject_k4_a4_w0.35,369,0.6096785213666388,0.2874464776864599,0.19372164172271217,0.8930095191607959,0.0,4.212615286552855,4.2023162897510025,4.267753749064076,-0.055138462511220794,0.06055788314053722,4.122504522537992,0.06737773360488158,structural_knn,raw_calendar_subject,subject,4.0,4.0,0.35,4.0,4.0,0.8780800945961958,0.8191539114022878,1.6099542188683007,-0.0033174646220615056,0.004409942721864901,-0.07840857499186704,-0.024265070115312426,0.0024390528995430413,36.0,0.00024291654027894555,3.914306124340162e-05,0.0007860076166190091,0.5,0.0015912586847709465,-0.006224749042807565,True,False,True,False,False,False
struct_raw_calendar_subject_fbsubject_k4_a12_w0.35,369,0.6099147060648646,0.2876826623846858,0.19286313973041663,0.8890520343670426,0.0,4.212947845013023,4.195863329613711,4.269409301090135,-0.05646145607711113,0.06068369384327001,4.1197017839878045,0.0697254288521233,structural_knn,raw_calendar_subject,subject,4.0,12.0,0.35,4.0,4.0,0.8780800945961958,0.8191539114022878,1.6099542188683007,-0.003081279923835667,0.00464612742009074,-0.07807601653169893,-0.023932511655144317,0.002564863602275834,36.0,0.0003440189516298656,0.000146187634518237,0.0007742712946870843,0.5,-0.0006308085201560676,-0.008446816247734579,True,False,True,True,False,False
struct_raw_calendar_fbsubject_k8_a4_w0.35,369,0.6103932132302711,0.28816116955009224,0.1948443761926039,0.8981850512293202,0.0,4.2131096767529455,4.203365306151532,4.2727529609723165,-0.05964328421937097,0.0603354584414392,4.151736654702943,0.06631940138479361,structural_knn,raw_calendar,subject,8.0,4.0,0.35,8.0,8.0,0.9166650466352086,0.859244746251256,1.6099542188683007,-0.0026027727584292393,0.0051246345854971675,-0.07791418479177636,-0.02377067991522175,0.00221662820044502,36.0,0.00034223897401215053,3.440495514948882e-05,0.0007617591517801762,0.5,0.006500735317360284,-0.0013152724102182267,True,False,True,False,False,False
struct_raw_subject_fbsubject_k8_a24_w1.00,369,0.6106252461509147,0.2883932024707358,0.19630759346445362,0.9049301259702862,0.0,4.213586259743755,4.188477894591585,4.274376936644845,-0.06079067690109087,0.06071745044789537,4.152663699558097,0.06517694007216411,structural_knn,raw_subject,subject,8.0,24.0,1.0,8.0,8.0,0.8315638089614523,0.7805959502246061,1.6099542188683007,-0.0023707398377855737,0.005356667506140833,-0.07743760180096704,-0.023294096924412422,0.0025986202069011935,36.0,0.00015741817244327007,-7.040830212451899e-05,0.0008005841393784972,0.5,0.008401516621163951,0.0005855088935854402,True,False,True,False,False,False
struct_raw_calendar_fbraw_k4_a24_w0.35,369,0.6062803542863533,0.2840483106061743,0.19184458137359486,0.8843567287709614,0.0,4.2136248221938,4.219240225077361,4.243962530706009,-0.03033770851220776,0.058255662822693274,4.347946919303841,0.05123899784698047,structural_knn,raw_calendar,raw,4.0,24.0,0.35,4.0,4.0,0.8824288821915152,0.8169491094096507,1.6099542188683007,-0.0067156317023470136,0.0010117756415793933,-0.0773990393509214,-0.02325553447436679,0.00013683258169909507,36.0,0.000280680466265341,-1.1039577021624025e-05,0.0007178566693445312,0.4722222222222222,0.010489145223204988,0.0026731374956264764,True,False,True,False,False,False
struct_raw_subject_fbraw_k4_a24_w0.35,369,0.606124011835855,0.28389196815567597,0.19186781761944707,0.8844638421969634,0.0,4.213751495802272,4.215329684007637,4.242868122803602,-0.029116627001330053,0.058352158963046505,4.349194700924456,0.051009816584526954,structural_knn,raw_subject,raw,4.0,24.0,0.35,4.0,4.0,0.7822521122758799,0.7290429084901096,1.6099542188683007,-0.00687197415284535,0.0008554331910810564,-0.07727236574244944,-0.02312886086589483,0.00023332872205232558,36.0,0.00025377602724464566,-1.999161652632457e-05,0.0007265919941273979,0.5277777777777778,0.009633683069323884,0.0018176753417453728,True,False,True,False,False,False
