candidate,selector,feature,mean_contribution,median_contribution,abs_mean_contribution,mean_z_diff,mean_raw_diff,mean_pred_delta
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,move_abs_a2c8_S4,-0.00021938360087102695,-0.00021938360087102695,0.00021938360087102695,0.3558765193198586,0.020198913912087064,-0.00018817281793272767
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,good_span_residual_ratio,7.722229583871656e-05,7.162067139860523e-05,7.722229583871656e-05,0.9000199837575215,0.41505503395323134,4.947786537011812e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,raw05_a2c8_compat_energy,5.484176571437549e-05,5.484176571437549e-05,5.484176571437549e-05,0.09809117136974407,0.008755613492096402,5.48536077510038e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,proj_a2c8,5.208366711266095e-05,5.208366711266095e-05,5.208366711266095e-05,-0.20676399203667434,-0.07951372152493619,4.0163299582344183e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,move_abs_a2c8_Q3,3.1210782938299284e-05,3.1210782938299284e-05,3.1210782938299284e-05,0.09671589494622264,0.008889973798117233,-0.00018817281793272767
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,bad_axis_abs_load,-2.7882685519432098e-05,-3.277105442825242e-05,2.7882685519432098e-05,-0.032047282280620114,-0.021607727469261883,2.9956593831335612e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,bad_axis_positive_load,-1.2114862086490262e-05,-1.2114862086490262e-05,1.2114862086490262e-05,-0.03239439923674359,-0.02203349901048774,-3.881392653602048e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,proj_lejepa_bad,-1.1093440798949942e-05,-1.1093440798949942e-05,1.1093440798949942e-05,-0.04235536683945607,-0.013416884452121464,-3.881392653602048e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,proj_ordinal,9.611174886541469e-06,9.611174886541469e-06,9.611174886541469e-06,-0.041804600842882615,-0.014192875227053859,4.0163299582344183e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,proj_raw05,-8.965311274351202e-06,-8.965311274351202e-06,8.965311274351202e-06,-0.20029556097053583,-0.08489420140909831,4.0163299582344183e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,mean_abs_move_vs_raw05,6.17190873397853e-06,3.581782917455712e-06,6.17190873397853e-06,0.05816501472126904,0.0034747346790928012,4.799949820811719e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,mean_abs_move_vs_a2c8,5.853813677348865e-06,5.853813677348865e-06,5.853813677348865e-06,0.07094501262401143,0.004155555387172043,4.454837055858494e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,proj_resid_bad,-2.2150721583554627e-06,-2.2150721583554627e-06,2.2150721583554627e-06,-0.005645995002995425,-0.001945948486065206,-3.881392653602048e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,mean_abs_move_vs_stage2,3.383348927217806e-08,3.383348927217806e-08,3.383348927217806e-08,-0.0014360396911717544,-7.888243344109785e-05,5.48536077510038e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,bad_to_good_load_ratio,-2.199145264387026e-08,-2.199145264387026e-08,2.199145264387026e-08,-7.3928717075626e-05,-0.009728447401162918,5.48536077510038e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,move_abs_a2c8_Q2,0.0,0.0,0.0,0.0,0.0,-0.00018817281793272767
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,move_abs_a2c8_S2,0.0,0.0,0.0,0.0,0.0,-0.00018817281793272767
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,move_abs_a2c8_S3,0.0,-0.0,0.0,0.0,0.0,-0.00018817281793272767
analysis_outputs/submission_label_flow_combo_3d536109.csv,old_hidden_subset,proj_q2_bad,0.0,-0.0,0.0,0.0,0.0,-3.881392653602048e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,pairwise_order,good_span_residual_ratio,0.0001933133601608935,0.0001618884974941778,0.00019331336016089348,0.5953072630026983,0.41505503395323134,0.00022517635064941562
analysis_outputs/submission_label_flow_combo_3d536109.csv,pairwise_order,max_abs_move_vs_a2c8,-8.317472226787867e-05,-2.5712663646058904e-05,8.321122023796591e-05,0.38331408487173607,0.31475504940832244,-6.471183133533914e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,pairwise_order,rms_move_vs_a2c8,-4.9574677795938926e-05,1.4391163169803285e-05,7.386728794810173e-05,0.20734892535627372,0.02489630481083698,-6.471183133533914e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,pairwise_order,move_abs_a2c8_S4,-5.4641977711033934e-05,-5.2137018792534056e-05,5.4641977711033934e-05,0.23539019189190472,0.020198913912087064,-0.00010141168044407903
analysis_outputs/submission_label_flow_combo_3d536109.csv,pairwise_order,mean_abs_move_vs_a2c8,3.4963198638329835e-05,8.251070457146374e-06,3.4963198638329835e-05,0.04692571504086804,0.004155555387172043,-6.471183133533914e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,pairwise_order,mean_prob_S4,-2.874364269652905e-05,-2.9072922468823826e-05,2.8743642696529055e-05,-0.08823970572053769,-0.0005522962532182873,-6.0641142081517454e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,pairwise_order,mean_prob_Q3,-2.4045541256067968e-05,-2.4074724585050713e-05,2.4045541256067968e-05,0.06380248887940501,0.001806862854337954,-6.0641142081517454e-05
analysis_outputs/submission_label_flow_combo_3d536109.csv,pairwise_order,proj_raw05,2.185999122601434e-05,2.3004423710732755e-05,2.2142505406487507e-05,-0.13248306075955316,-0.08489420140909831,0.0001539982439601903
analysis_outputs/submission_label_flow_combo_3d536109.csv,pairwise_order,bad_axis_abs_load,-2.115268645768451e-05,-1.7137735935524955e-05,2.115268645768451e-05,-0.021197284777501917,-0.021607727469261883,9.82023915418654e-06
analysis_outputs/submission_label_flow_combo_3d536109.csv,pairwise_order,proj_a2c8,1.8105387586909006e-05,2.248367227804267e-05,1.9721511170248006e-05,-0.13676152575299494,-0.07951372152493619,0.0001539982439601903
analysis_outputs/submission_label_flow_combo_3d536109.csv,pairwise_order,raw05_a2c8_compat_energy,-2.9039539999312345e-06,5.571601240991479e-06,1.3962908449059526e-05,0.06488121131384046,0.008755613492096402,-9.053529382577296e-05
