candidate_id,family,status,pair_kind,candidate_file,base_file,target,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,source_scope,view,model,split,target_kind,tail_q,policy,q3_dropped_cells,s4_dropped_cells,oof_loss_vs_full,oof_active_policy_delta,oof_tail_auc,oof_subject_win_rate,e230_q3_risk_top21_overlap,e230_q3_risk_top21_jaccard,e230_q3_swing_top25_overlap,e230_q3_swing_top25_jaccard,e230_q3_expected_positive_overlap,e230_q3_expected_positive_jaccard
q3s4_movement_hgb_shallow_row5_risk_q0p20_drop_q3_top25,e237_cell_decisive_q3s4,generated,graft_vs_e154,q3s4_movement_hgb_shallow_row5_risk_q0p20_drop_q3_top25,submission_e154_s3repair_9f2e2e73.csv,Q3,225,225,Q3,-3.3080576084658616e-05,-0.00010034222454565885,-5.168267807865786e-05,5.278317437034089e-05,0.0003588898050236104,-0.00229675506964101,0.0018121675554552288,0.004108922625096238,9.833848841696186e-05,0.0004361251778920539,0.0007663430146540574,0.0014424366399056181,0.47770514472045733,0.44908320255767004,0.006975429954067257,0.03195828708408186,0.17209235472968332,1.820946337749496,1,1,1,2.9726957645869754,13.18372378932997,0.023932913172016377,0.10614100524266726,False,q3s4,movement,hgb_shallow,row5,risk,0.2,drop_q3_top25,25,0,-0.0005942414570937471,-0.004440365815250202,0.8664799253034547,0.7,4,0.09523809523809523,8,0.19047619047619047,9,0.07086614173228346
q3s4_movement_hgb_shallow_row5_risk_q0p20_drop_q3_top25,e237_cell_decisive_q3s4,generated,graft_vs_e154,q3s4_movement_hgb_shallow_row5_risk_q0p20_drop_q3_top25,submission_e154_s3repair_9f2e2e73.csv,S4,105,105,S4,-0.0005109802247601385,-0.0006019144069494772,-0.0004299203124640453,-0.0005011059548668931,-0.00041768876675787246,-0.0023394910721874418,0.0011851376375029135,0.0035246287096903552,8.450886296516796e-05,0.0004055794473702421,0.0007451421477559161,0.0015686521903091489,0.4849040845775539,0.4812188749413152,0.011224958920201271,0.05874381182817259,0.14789051018904398,1.1908788645086947,1,1,7,0.16538577986034125,0.7937282652388885,0.02397667099879925,0.1150701196569079,False,q3s4,movement,hgb_shallow,row5,risk,0.2,drop_q3_top25,25,0,-0.0005942414570937471,-0.004440365815250202,0.8664799253034547,0.7,4,0.09523809523809523,8,0.19047619047619047,9,0.07086614173228346
q3s4_movement_hgb_shallow_row5_risk_q0p20_drop_q3_top25,e237_cell_decisive_q3s4,generated,actual_vs_e95,q3s4_movement_hgb_shallow_row5_risk_q0p20_drop_q3_top25,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726597e-05,-8.820036757968126e-06,-7.047573884249067e-06,-3.6776674356962613e-05,-4.8300741848292806e-05,-0.00024541525891432295,0.00022564089182660542,0.00047105615074092834,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.00029419772141744624,0.5151859422401982,0.5162632659478449,0.002372458550467886,0.011776403768523222,0.023459001777274335,0.22673397632647246,1,2,2,0.7639087817188767,3.5959327863382815,0.0284576347249541,0.1339580643370061,False,q3s4,movement,hgb_shallow,row5,risk,0.2,drop_q3_top25,25,0,-0.0005942414570937471,-0.004440365815250202,0.8664799253034547,0.7,4,0.09523809523809523,8,0.19047619047619047,9,0.07086614173228346
q3s4_movement_hgb_shallow_row5_risk_q0p20_drop_q3_top25,e237_cell_decisive_q3s4,generated,actual_vs_e95,q3s4_movement_hgb_shallow_row5_risk_q0p20_drop_q3_top25,submission_e95_hardtail_541e3973.csv,Q3,237,237,Q3,-3.454810723886328e-05,-0.00010900413285655337,-6.10267432767711e-05,6.638655441673467e-05,0.00037866257579396626,-0.002530380564377351,0.0019939893230664727,0.004524369887443824,9.833848841696186e-05,0.0004379757263444618,0.0007719652435738306,0.0014885004162502379,0.47610449385267917,0.44835799918459324,0.007335077419384169,0.03340779452753879,0.17209235472968332,2.0036489144831706,1,1,1,2.8464218817273026,12.677271241412075,0.021735289302909116,0.09680369581628286,False,q3s4,movement,hgb_shallow,row5,risk,0.2,drop_q3_top25,25,0,-0.0005942414570937471,-0.004440365815250202,0.8664799253034547,0.7,4,0.09523809523809523,8,0.19047619047619047,9,0.07086614173228346
q3s4_movement_hgb_shallow_row5_risk_q0p20_drop_q3_top25,e237_cell_decisive_q3s4,generated,actual_vs_e95,q3s4_movement_hgb_shallow_row5_risk_q0p20_drop_q3_top25,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.0005337603617675095,-0.0006402965859643868,-0.0004350157310023506,-0.0005259687683357912,-0.00043772381883248467,-0.0024662813247333265,0.0012396727099376686,0.0037059540346709953,9.673998182827695e-05,0.0004202296801763455,0.0007611160528463037,0.0016101638684489817,0.4814267005503499,0.4785361758710045,0.01032506430648104,0.054499324039279325,0.16929496819948486,1.2456781241742971,1,1,7,0.18124234910949433,0.7873002760729269,0.02610393462067461,0.11339311719597527,False,q3s4,movement,hgb_shallow,row5,risk,0.2,drop_q3_top25,25,0,-0.0005942414570937471,-0.004440365815250202,0.8664799253034547,0.7,4,0.09523809523809523,8,0.19047619047619047,9,0.07086614173228346
q3s4_movement_hgb_shallow_row5_risk_q0p20_drop_q3_top25,e237_cell_decisive_q3s4,generated,actual_vs_e95,q3s4_movement_hgb_shallow_row5_risk_q0p20_drop_q3_top25,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186596e-06,1.3988457607493298e-05,1.443656393261778e-07,-9.994317426763495e-06,1.4177816437921377e-05,-0.00011522897039603318,0.00015553447873140324,0.0002707634491274364,1.2205057372968209e-05,5.789785659192072e-05,0.00011407912004707762,0.00025975999591317325,0.5233263033263034,0.5693345142712768,0.001885202959710155,0.012149641948025992,0.021358850402694363,0.15628794290414214,1,2,1,8.847437628687292,41.97011610664177,0.045076458481749605,0.21383187715514274,False,q3s4,movement,hgb_shallow,row5,risk,0.2,drop_q3_top25,25,0,-0.0005942414570937471,-0.004440365815250202,0.8664799253034547,0.7,4,0.09523809523809523,8,0.19047619047619047,9,0.07086614173228346
q3s4_movement_hgb_shallow_row5_risk_q0p20_drop_q3_top25,e237_cell_decisive_q3s4,generated,actual_vs_e95,q3s4_movement_hgb_shallow_row5_risk_q0p20_drop_q3_top25,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.0578703208162818e-05,-4.048977145283603e-06,2.2142166223860398e-06,3.357087014738598e-05,6.209661922152883e-05,-0.00018677906828281222,0.00012080064623158431,0.00030757971451439653,1.2575867360216288e-05,6.145567636423961e-05,0.00011965928672656194,0.0002528493066345503,0.4271043065494596,0.35835244595840354,0.0017005999180347187,0.009611866078574895,0.02200776788037853,0.12138584740190737,1,2,1,1.1887910184031256,5.80937711881535,0.04088653043998994,0.1998040620502726,False,q3s4,movement,hgb_shallow,row5,risk,0.2,drop_q3_top25,25,0,-0.0005942414570937471,-0.004440365815250202,0.8664799253034547,0.7,4,0.09523809523809523,8,0.19047619047619047,9,0.07086614173228346
all3_latent_with_targetid_hgb_shallow_subject5_contrast_q0p10_drop_q3_p20,e237_cell_decisive_q3s4,generated,graft_vs_e154,all3_latent_with_targetid_hgb_shallow_subject5_contrast_q0p10_drop_q3_p20,submission_e154_s3repair_9f2e2e73.csv,Q3,200,200,Q3,-0.0001093815397667727,-0.00015846637459741245,-0.00010075103224218891,-6.892721246071666e-05,0.0003041248743748622,-0.0024778553430008553,0.0017857374620817228,0.004263592805082578,9.833848841696186e-05,0.0004287302186439263,0.0007611313566041985,0.0014695116393486174,0.46548229131190344,0.44448874188673626,0.008137285810000068,0.03730643704447255,0.17209235472968332,1.7943882076306876,1,1,2,0.8990409956437143,3.9195847814730023,0.02306469986996266,0.10055608925243568,False,all3,latent_with_targetid,hgb_shallow,subject5,contrast,0.1,drop_q3_p20,50,0,-0.0005624995346531492,-0.004408623892809604,0.5925612848689771,0.7,2,0.028985507246376812,3,0.041666666666666664,21,0.15
all3_latent_with_targetid_hgb_shallow_subject5_contrast_q0p10_drop_q3_p20,e237_cell_decisive_q3s4,generated,graft_vs_e154,all3_latent_with_targetid_hgb_shallow_subject5_contrast_q0p10_drop_q3_p20,submission_e154_s3repair_9f2e2e73.csv,S4,105,105,S4,-0.0005109802247601385,-0.0006019144069494772,-0.0004299203124640453,-0.0005011059548668931,-0.00041768876675787246,-0.0023394910721874418,0.0011851376375029135,0.0035246287096903552,8.450886296516796e-05,0.0004055794473702421,0.0007451421477559161,0.0015686521903091489,0.4849040845775539,0.4812188749413152,0.011224958920201271,0.05874381182817259,0.14789051018904398,1.1908788645086947,1,1,7,0.16538577986034125,0.7937282652388885,0.02397667099879925,0.1150701196569079,False,all3,latent_with_targetid,hgb_shallow,subject5,contrast,0.1,drop_q3_p20,50,0,-0.0005624995346531492,-0.004408623892809604,0.5925612848689771,0.7,2,0.028985507246376812,3,0.041666666666666664,21,0.15
all3_latent_with_targetid_hgb_shallow_subject5_contrast_q0p10_drop_q3_p20,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_with_targetid_hgb_shallow_subject5_contrast_q0p10_drop_q3_p20,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726597e-05,-8.820036757968126e-06,-7.047573884249067e-06,-3.6776674356962613e-05,-4.8300741848292806e-05,-0.00024541525891432295,0.00022564089182660542,0.00047105615074092834,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.00029419772141744624,0.5151859422401982,0.5162632659478449,0.002372458550467886,0.011776403768523222,0.023459001777274335,0.22673397632647246,1,2,2,0.7639087817188767,3.5959327863382815,0.0284576347249541,0.1339580643370061,False,all3,latent_with_targetid,hgb_shallow,subject5,contrast,0.1,drop_q3_p20,50,0,-0.0005624995346531492,-0.004408623892809604,0.5925612848689771,0.7,2,0.028985507246376812,3,0.041666666666666664,21,0.15
