name,role,source,file,band,worlds,better_rate_vs_mixmin,median_delta_vs_mixmin,mean_delta_vs_mixmin,p10_delta_vs_mixmin,p90_delta_vs_mixmin,min_delta_vs_mixmin,max_delta_vs_mixmin,median_public_lb_proxy,max_public_lb_proxy,target_mean_delta_Q1,target_mean_delta_Q2,target_mean_delta_Q3,target_mean_delta_S1,target_mean_delta_S2,target_mean_delta_S3,target_mean_delta_S4
bridge_inv7_s1p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_inv7_s1p50.csv,old_low_anchor_half,15,0.0,0.0006002605050527965,0.000651317364029295,0.0004702112343693443,0.0009607180790858649,0.000270189588376768,0.0009932718306777666,0.5769069010050528,0.5772999123306778,0.0012448900022001385,0.0008962857193538213,-0.00034917992718606813,0.0008642923346191359,0.0011635449573115426,0.0004864575077872524,0.00025293095411900907
bridge_inv7_s1p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_inv7_s1p50.csv,old_low_anchor_quarter,7,0.0,0.00065116254649078,0.0006639174821087319,0.0003672673642275637,0.000953143267012746,0.000270189588376768,0.0009758677032321028,0.5769578030464908,0.5772825082032321,0.0007722701807131622,0.0006462307909016632,-9.07269696306707e-05,0.0009064784289415215,0.0011048176677813976,0.001186141037323967,0.00012221123872978103
bridge_inv7_s1p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_inv7_s1p50.csv,mixmin_fit_gap,5,0.0,0.0009379936428665081,0.0008685004380342365,0.0007020984624444004,0.0009863101796995012,0.0006397542854323923,0.0009932718306777666,0.5772446341428665,0.5772999123306778,0.001447357959547624,0.0015895155206907985,-0.0006713620711101598,0.0013719959271708327,0.0015702095343064436,0.00033404463453612365,0.0004377415610977042
bridge_inv7_s1p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_inv7_s1p50.csv,mixmin_fit_2gap,8,0.0,0.0007877886176215765,0.0008082384158074329,0.0006477400681732636,0.000981088941465802,0.0006397542854323923,0.0009932718306777666,0.5770944291176217,0.5772999123306778,0.001762896417913426,0.0012122406177501044,-0.0002920711005499066,0.001291121484602864,0.001576550429980672,0.000378519111181988,-0.00027158805022738097
bridge_inv7_s1p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_inv7_s1p50.csv,mixmin_fit_5gap,18,0.0,0.000710644422560025,0.0007190324473295583,0.0005275492637312196,0.0009493558609761865,0.0004997368920173217,0.0009932718306777666,0.5770172849225601,0.5772999123306778,0.0019015416326440796,0.0008623875777453408,-0.0003678611917835707,0.0010171562221649227,0.001492629780450391,0.00024522711411613233,-0.00011785400403045247
bridge_inv7_s1p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_inv7_s1p50.csv,mixmin_fit_gap_low_anchor_half,5,0.0,0.0009379936428665081,0.0008685004380342365,0.0007020984624444004,0.0009863101796995012,0.0006397542854323923,0.0009932718306777666,0.5772446341428665,0.5772999123306778,0.001447357959547624,0.0015895155206907985,-0.0006713620711101598,0.0013719959271708327,0.0015702095343064436,0.00033404463453612365,0.0004377415610977042
bridge_inv7_s1p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_inv7_s1p50.csv,mixmin_fit_2gap_low_anchor_half,7,0.0,0.0007956147279624126,0.0008248038919918147,0.0006465992420674249,0.0009828293542103682,0.0006397542854323923,0.0009932718306777666,0.5771022552279624,0.5772999123306778,0.0014804544342551043,0.001289170194692102,-0.0003891464608700712,0.001374210634411304,0.0014390131718624577,0.0005266493512799794,5.327591831159685e-05
bridge_inv7_s1p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_inv7_s1p50.csv,mixmin_fit_2gap_low_anchor_quarter,4,0.0,0.0008589780750736242,0.0008362465999675328,0.0006898025347277681,0.0009645054851224244,0.00065116254649078,0.0009758677032321028,0.5771656185750736,0.5772825082032321,0.0010701782878515531,0.0008695120443688309,-6.189862141406377e-05,0.0013584475485125674,0.0016009496131388357,0.0010771243257674534,-6.0586998452627494e-05
bridge_inv7_s1p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_inv7_s1p50.csv,mixmin_fit_gap_random_fit,5,0.0,0.0009379936428665081,0.0008685004380342365,0.0007020984624444004,0.0009863101796995012,0.0006397542854323923,0.0009932718306777666,0.5772446341428665,0.5772999123306778,0.001447357959547624,0.0015895155206907985,-0.0006713620711101598,0.0013719959271708327,0.0015702095343064436,0.00033404463453612365,0.0004377415610977042
bridge_inv7_s1p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_inv7_s1p50.csv,postmix_energy_half,14,0.0,0.0006454584159615862,0.0007003438774441571,0.0005275492637312196,0.0009645054851224245,0.00043198588146142747,0.0009932718306777666,0.5769520989159616,0.5772999123306778,0.0014550883034764514,0.0010517652311921746,-0.0005265047653264838,0.0010877142851282043,0.0011761914737011586,0.0004174062481378408,0.00024074636579962672
bridge_inv7_s1p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_inv7_s1p50.csv,postmix_energy_quarter,7,0.0,0.0007956147279624126,0.0008248038919918147,0.0006465992420674249,0.0009828293542103682,0.0006397542854323923,0.0009932718306777666,0.5771022552279624,0.5772999123306778,0.0014804544342551043,0.001289170194692102,-0.0003891464608700712,0.001374210634411304,0.0014390131718624577,0.0005266493512799794,5.327591831159685e-05
bridge_inv7_s1p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_inv7_s1p50.csv,postmix_energy_half_random_fit,11,0.0,0.0007799625072807403,0.0007440879458033542,0.0005405073455133635,0.0009758677032321028,0.00043198588146142747,0.0009932718306777666,0.5770866030072808,0.5772999123306778,0.0012008843396211979,0.0011089564250145077,-0.0003583806451539924,0.001241344067897554,0.0011593616229819742,0.0009596866931598981,-0.00010323688289775641
bridge_mixmin_s0p25,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p25.csv,all,29,0.06896551724137931,0.0005504245933670715,0.00062763001653025,0.000254468680707376,0.0009556471029218639,-0.006635165544478183,0.007580443592051234,0.5768570650933671,0.5838870840920513,0.001322790098907498,0.0004968164226653524,0.00013452289934191218,0.0006620880035230835,0.001097140756417272,0.0006381869024629285,4.186503239365015e-05
bridge_mixmin_s0p25,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p25.csv,old_low_anchor_half,15,0.0,0.0005504245933670715,0.0006188835412901457,0.00037266058713909534,0.0008379909683346564,0.0003482401123742207,0.0009016138543115337,0.5768570650933671,0.5772082543543116,0.001257904405240954,0.0006405369633910585,-8.551602261164249e-06,0.0006574267109060431,0.0009591314351141503,0.0006487255992403999,0.00017701127739953767
bridge_mixmin_s0p25,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p25.csv,old_low_anchor_quarter,7,0.0,0.0006670079534332185,0.0006154667578215525,0.0003774983178211011,0.0008425887451755765,0.0003482401123742207,0.0009016138543115337,0.5769736484534332,0.5772082543543116,0.001047127553484842,0.0004529957670519653,-2.5731793485226995e-05,0.0009302207510787998,0.0007621055926265481,0.0012665404154168028,-0.00012499098142295027
bridge_mixmin_s0p25,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p25.csv,mixmin_fit_gap,5,0.0,0.0008032386724182716,0.000805084083423302,0.000775896588009517,0.0008379909683346564,0.0007725560355257288,0.0008525182567986622,0.5771098791724183,0.5771591587567987,0.0014921170367224955,0.0011604593143938803,-0.00010109239654645385,0.0011710174824940745,0.001084250271487952,0.0003146318581352059,0.000514205017275704
bridge_mixmin_s0p25,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p25.csv,mixmin_fit_2gap,8,0.0,0.0008097193540284597,0.000809800967412802,0.0007408916108979757,0.0008895400164022682,0.0006670079534332185,0.0009016138543115337,0.5771163598540285,0.5772082543543116,0.0017657407398558589,0.0008775031371883735,0.0004168887526539711,0.0010987847969494563,0.0011121769165144957,0.00048699621498211887,-8.948378625477094e-05
bridge_mixmin_s0p25,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p25.csv,mixmin_fit_5gap,18,0.0,0.0007197819944794737,0.000712961486979444,0.0005329023201493422,0.0009163661143876567,0.0005005373616471243,0.0009750832963482114,0.5770264224944794,0.5772817237963482,0.0017655210078102138,0.0006151133571847452,0.0003335114468088331,0.0007238077463845706,0.001166829090870492,0.00032783900258658786,5.810875721051767e-05
bridge_mixmin_s0p25,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p25.csv,mixmin_fit_gap_low_anchor_half,5,0.0,0.0008032386724182716,0.000805084083423302,0.000775896588009517,0.0008379909683346564,0.0007725560355257288,0.0008525182567986622,0.5771098791724183,0.5771591587567987,0.0014921170367224955,0.0011604593143938803,-0.00010109239654645385,0.0011710174824940745,0.001084250271487952,0.0003146318581352059,0.000514205017275704
bridge_mixmin_s0p25,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p25.csv,mixmin_fit_2gap_low_anchor_half,7,0.0,0.0008032386724182716,0.0007991488892658946,0.0007303368026887247,0.0008721564958038109,0.0006670079534332185,0.0009016138543115337,0.5771098791724183,0.5772082543543116,0.0015560340204162637,0.0009352003198948657,0.00010401579130803196,0.0012875489993364267,0.0009935484208957496,0.0006528267278445973,6.486794516513683e-05
bridge_mixmin_s0p25,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p25.csv,mixmin_fit_2gap_low_anchor_quarter,4,0.0,0.0007878973539720002,0.0007861041289221882,0.0006986723780609716,0.0008721012997435551,0.0006670079534332185,0.0009016138543115337,0.577094537853972,0.5772082543543116,0.0012622705909083043,0.0006204567071524114,0.00011094506698536288,0.0012774486818739744,0.0010510611088478117,0.001346987855260079,-0.0001664411085728068
bridge_mixmin_s0p25,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p25.csv,mixmin_fit_gap_random_fit,5,0.0,0.0008032386724182716,0.000805084083423302,0.000775896588009517,0.0008379909683346564,0.0007725560355257288,0.0008525182567986622,0.5771098791724183,0.5771591587567987,0.0014921170367224955,0.0011604593143938803,-0.00010109239654645385,0.0011710174824940745,0.001084250271487952,0.0003146318581352059,0.000514205017275704
bridge_mixmin_s0p25,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p25.csv,postmix_energy_half,14,0.0,0.0006625984140281038,0.0006597692925082245,0.0004487763776718556,0.0008416227904506579,0.00039700378811902137,0.0009016138543115337,0.5769692389140282,0.5772082543543116,0.0014661502614828823,0.000757146597269831,-0.00016549319181199555,0.0008704470189346082,0.0009577216391622575,0.0006245611906156499,0.00010785153190434604
bridge_mixmin_s0p25,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p25.csv,postmix_energy_quarter,7,0.0,0.0008032386724182716,0.0007991488892658946,0.0007303368026887247,0.0008721564958038109,0.0006670079534332185,0.0009016138543115337,0.5771098791724183,0.5772082543543116,0.0015560340204162637,0.0009352003198948657,0.00010401579130803196,0.0012875489993364267,0.0009935484208957496,0.0006528267278445973,6.486794516513683e-05
bridge_mixmin_s0p25,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p25.csv,postmix_energy_half_random_fit,11,0.0,0.0007725560355257288,0.0006924317323759563,0.0004186068885688732,0.0008525182567986622,0.00039700378811902137,0.0009016138543115337,0.5770791965355258,0.5772082543543116,0.001273353309012429,0.0008000399926366193,-0.00011755572327834781,0.001193194138872291,0.0008333470405901922,0.0010383830060199635,-0.0001737396372215291
bridge_mixmin_s0p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p50.csv,all,29,0.06896551724137931,0.00033057610173592433,0.0003820463838445901,0.00013327215996266075,0.0006007244414389934,-0.0044598173234944305,0.005017255434191736,0.576637216601736,0.5813238959341918,0.000835863142913097,0.0003100771025208372,3.7655514342856085e-05,0.0004105404101476184,0.0006956987818021148,0.0003806542505102997,3.835484675288335e-06
bridge_mixmin_s0p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p50.csv,old_low_anchor_half,15,0.0,0.00033057610173592433,0.0003762154003512134,0.00021206676425045146,0.0005222870183809291,0.0001957864477404314,0.0005647022756988251,0.576637216601736,0.5768713427756988,0.0007926060138020959,0.0004058907963380006,-5.772748672589293e-05,0.0004074328817363027,0.0006036925676000634,0.00038768004836201573,9.393298134589372e-05
bridge_mixmin_s0p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p50.csv,old_low_anchor_quarter,7,0.0,0.0004082983417799113,0.00037393754470546207,0.0002152919180384405,0.0005253522029415203,0.0001957864477404314,0.0005647022756988251,0.5767149388417799,0.5768713427756988,0.0006520881126313359,0.0002808633321119215,-6.918094754199926e-05,0.0005892955751847625,0.00047234200594160295,0.0007995565924795603,-0.00010740185786907639
bridge_mixmin_s0p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p50.csv,mixmin_fit_gap,5,0.0,0.0004991188211033171,0.0005003490951066558,0.00048089076483075476,0.0005222870183809291,0.00047866372984162187,0.0005319718773568738,0.5768057593211033,0.5768386123773569,0.000948747768123126,0.0007525056970066002,-0.00011942134958280448,0.0007498267294615779,0.000687105125182641,0.00016495088762535914,0.0003187288079298467
bridge_mixmin_s0p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p50.csv,mixmin_fit_2gap,8,0.0,0.0005034392755101647,0.000503493684433004,0.0004575541134231087,0.0005566530504260592,0.0004082983417799113,0.0005647022756988251,0.5768100797755102,0.5768713427756988,0.0011311635702120348,0.0005638682455361976,0.00022589941655087875,0.0007016716057651334,0.0007057228885336275,0.00027986045885655675,-8.373039442370611e-05
bridge_mixmin_s0p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p50.csv,mixmin_fit_5gap,18,0.0,0.0004434810358107666,0.0004389340308107448,0.0003188945862571568,0.0005745371157495405,0.0002973179472558485,0.000613681903723462,0.5767501215358108,0.5769203224037235,0.001131017082181576,0.0003889417255337942,0.00017031454598748837,0.000451686905388672,0.0007421576714376302,0.00017375565059282418,1.4664634553191509e-05
bridge_mixmin_s0p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p50.csv,mixmin_fit_gap_low_anchor_half,5,0.0,0.0004991188211033171,0.0005003490951066558,0.00048089076483075476,0.0005222870183809291,0.00047866372984162187,0.0005319718773568738,0.5768057593211033,0.5768386123773569,0.000948747768123126,0.0007525056970066002,-0.00011942134958280448,0.0007498267294615779,0.000687105125182641,0.00016495088762535914,0.0003187288079298467
bridge_mixmin_s0p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p50.csv,mixmin_fit_2gap_low_anchor_half,7,0.0,0.0004991188211033171,0.0004963922990017165,0.00045051757461693763,0.0005450640366936544,0.0004082983417799113,0.0005647022756988251,0.5768057593211033,0.5768713427756988,0.0009913590905856276,0.0006023330340072043,1.731744232018923e-05,0.0008275144073564476,0.0006266372247877929,0.0003904141340982222,1.9170759856230418e-05
bridge_mixmin_s0p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p50.csv,mixmin_fit_2gap_low_anchor_quarter,4,0.0,0.0004888912754724695,0.00048769579210591885,0.0004294079581984245,0.0005450272393201727,0.0004082983417799113,0.0005647022756988251,0.5767955317754725,0.5768713427756988,0.0007955168042469984,0.00039250395884557476,2.1936959438445536e-05,0.0008207808623815066,0.0006649790167558844,0.0008531882190417894,-0.00013503527596891995
bridge_mixmin_s0p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p50.csv,mixmin_fit_gap_random_fit,5,0.0,0.0004991188211033171,0.0005003490951066558,0.00048089076483075476,0.0005222870183809291,0.00047866372984162187,0.0005319718773568738,0.5768057593211033,0.5768386123773569,0.000948747768123126,0.0007525056970066002,-0.00011942134958280448,0.0007498267294615779,0.000687105125182641,0.00016495088762535914,0.0003187288079298467
bridge_mixmin_s0p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p50.csv,postmix_energy_half,14,0.0,0.00040535864884305717,0.00040347256782993383,0.0002628106246056805,0.0005247082331249153,0.0002282955649037799,0.0005647022756988251,0.5767119991488431,0.5768713427756988,0.0009314365846300346,0.0004836305522571892,-0.0001623552130931651,0.0005494464204220237,0.0006027527036321685,0.00037157044261219255,4.782648434910529e-05
bridge_mixmin_s0p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p50.csv,postmix_energy_quarter,7,0.0,0.0004991188211033171,0.0004963922990017165,0.00045051757461693763,0.0005450640366936544,0.0004082983417799113,0.0005647022756988251,0.5768057593211033,0.5768713427756988,0.0009913590905856276,0.0006023330340072043,1.731744232018923e-05,0.0008275144073564476,0.0006266372247877929,0.0003904141340982222,1.9170759856230418e-05
bridge_mixmin_s0p50,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p50.csv,postmix_energy_half_random_fit,11,0.0,0.00047866372984162187,0.0004252475277417365,0.00024269763187034776,0.0005319718773568738,0.0002282955649037799,0.0005647022756988251,0.5767853042298416,0.5768713427756988,0.0008029052829830514,0.0005122261491683589,-0.00013039690073747177,0.000764611167047069,0.000519836304584086,0.0006474516528817294,-0.00013990096173482398
bridge_mixmin_s0p75,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p75.csv,all,29,0.06896551724137931,0.00014710911573045937,0.00017284425678491474,4.84571448439386e-05,0.0002821832855820494,-0.0022480875968846625,0.0024904487819585874,0.5764537496157305,0.5787970892819586,0.0003949546393905587,0.00014446433439954952,-7.1736067754863425e-06,0.00018986497052612625,0.0003299488685092486,0.00016795373409455946,-1.0103142650198936e-05
bridge_mixmin_s0p75,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p75.csv,old_low_anchor_half,15,0.0,0.00014710911573045937,0.00016992876503825195,8.785444698788947e-05,0.0002429645740530839,7.971428873299047e-05,0.0002641722027120208,0.5764537496157305,0.576570812702712,0.0003733260748350527,0.00019237118130818558,-5.486510730983163e-05,0.00018831120632044248,0.0002839457614082404,0.00017146663302037475,3.4945605685066106e-05
bridge_mixmin_s0p75,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p75.csv,old_low_anchor_quarter,7,0.0,0.0001859702357526194,0.0001687898372154027,8.946702388192839e-05,0.000244497166333435,7.971428873299047e-05,0.0002641722027120208,0.5764926107357526,0.576570812702712,0.0003030671242496246,0.00012985744919513653,-6.059183771795722e-05,0.0002792425530447261,0.00021827048057907313,0.000377404905079188,-6.572181392236079e-05
bridge_mixmin_s0p75,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p75.csv,mixmin_fit_gap,5,0.0,0.00023138047541437778,0.00023199561241598053,0.00022226644727803003,0.0002429645740530839,0.00022115292978341916,0.00024780700354110063,0.5765380209754144,0.5765544475035411,0.00045139695199556404,0.0003656786316424077,-8.571203873830591e-05,0.000359508130183106,0.00032565204019944225,6.010205265196689e-05,0.00014734351897718322
bridge_mixmin_s0p75,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p75.csv,mixmin_fit_2gap,8,0.0,0.0002335407026177183,0.000233567907079138,0.00021059812157417924,0.00026014759007559897,0.0001859702357526194,0.0002641722027120208,0.5765401812026177,0.576570812702712,0.0005426048530400157,0.0002713599059072369,8.694834432852738e-05,0.0003354305683349046,0.0003349609218749952,0.00011755683826762675,-5.388608219965285e-05
bridge_mixmin_s0p75,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p75.csv,mixmin_fit_5gap,18,0.0,0.00020356158276801928,0.00020128808026798062,0.00014126835799121995,0.0002690896227373618,0.00013048003849036593,0.0002886620167242837,0.576510202082768,0.5765953025167243,0.0005425316090248248,0.00018389664590601207,5.915590904683373e-05,0.0002104382181466222,0.00035317831332702817,6.450443413576356e-05,-4.688567711254156e-06
bridge_mixmin_s0p75,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p75.csv,mixmin_fit_gap_low_anchor_half,5,0.0,0.00023138047541437778,0.00023199561241598053,0.00022226644727803003,0.0002429645740530839,0.00022115292978341916,0.00024780700354110063,0.5765380209754144,0.5765544475035411,0.00045139695199556404,0.0003656786316424077,-8.571203873830591e-05,0.000359508130183106,0.00032565204019944225,6.010205265196689e-05,0.00014734351897718322
bridge_mixmin_s0p75,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p75.csv,mixmin_fit_2gap_low_anchor_half,7,0.0,0.00023138047541437778,0.00023001721436350614,0.00020707985217109924,0.0002543530832094687,0.0001859702357526194,0.0002641722027120208,0.5765380209754144,0.576570812702712,0.0004727026132268338,0.0002905923001427383,-1.7342642786823325e-05,0.00039835196913056467,0.000295418090002069,0.00017283367588847933,-2.4355050596915262e-06
bridge_mixmin_s0p75,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p75.csv,mixmin_fit_2gap_low_anchor_quarter,4,0.0,0.00022626670259889847,0.00022566896091560928,0.00019652504396185932,0.0002543346845227279,0.0001859702357526194,0.0002641722027120208,0.5765329072025989,0.576570812702712,0.0003747814700575114,0.00018567776256192547,-1.503288422771698e-05,0.00039498519664311893,0.0003145889859862139,0.0004042207183603541,-7.953852297232222e-05
bridge_mixmin_s0p75,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p75.csv,mixmin_fit_gap_random_fit,5,0.0,0.00023138047541437778,0.00023199561241598053,0.00022226644727803003,0.0002429645740530839,0.00022115292978341916,0.00024780700354110063,0.5765380209754144,0.5765544475035411,0.00045139695199556404,0.0003656786316424077,-8.571203873830591e-05,0.000359508130183106,0.00032565204019944225,6.010205265196689e-05,0.00014734351897718322
bridge_mixmin_s0p75,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p75.csv,postmix_energy_half,14,0.0,0.0001845003892841368,0.00018355734877759496,0.00011322637716552065,0.00024417518142508813,9.596884731455368e-05,0.0002641722027120208,0.5764911408892841,0.576570812702712,0.00044274136024906915,0.00023124105926773466,-0.000107178970493441,0.00025931797566329317,0.00028347582942428055,0.00016341183014544663,1.1892357186666607e-05
bridge_mixmin_s0p75,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p75.csv,postmix_energy_quarter,7,0.0,0.00023138047541437778,0.00023001721436350614,0.00020707985217109924,0.0002543530832094687,0.0001859702357526194,0.0002641722027120208,0.5765380209754144,0.576570812702712,0.0004727026132268338,0.0002905923001427383,-1.7342642786823325e-05,0.00039835196913056467,0.000295418090002069,0.00017283367588847933,-2.4355050596915262e-06
bridge_mixmin_s0p75,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s0p75.csv,postmix_energy_half_random_fit,11,0.0,0.00022115292978341916,0.0001944448287335118,0.00010316988079783762,0.00024780700354110063,9.596884731455368e-05,0.0002641722027120208,0.5765277934297834,0.576570812702712,0.0003784757094255681,0.0002455388577233012,-9.119981431563148e-05,0.00036690034897586164,0.00024201762990022635,0.0003013524352802686,-8.197136585524396e-05
bridge_mixmin_s1p00,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s1p00.csv,all,29,0.034482758620689655,0.0,1.1485065771984378e-17,0.0,0.0,-1.1102230246251565e-16,2.220446049250313e-16,0.5763066405,0.5763066405000002,2.2970131543968756e-17,0.0,1.5313421029312504e-17,9.570888143320316e-18,0.0,3.062684205862501e-17,-2.6798486801296883e-17
bridge_mixmin_s1p00,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s1p00.csv,old_low_anchor_half,15,0.06666666666666667,0.0,2.2204460492503132e-17,0.0,1.332267629550187e-16,-1.1102230246251565e-16,2.220446049250313e-16,0.5763066405,0.5763066405000002,2.960594732333751e-17,0.0,0.0,3.7007434154171884e-18,0.0,2.2204460492503132e-17,-2.960594732333751e-17
bridge_mixmin_s1p00,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s1p00.csv,old_low_anchor_quarter,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5763066405,0.5763066405,0.0,0.0,0.0,0.0,0.0,0.0,-3.172065784643304e-17
bridge_mixmin_s1p00,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s1p00.csv,mixmin_fit_gap,5,0.0,0.0,4.4408920985006264e-17,0.0,1.332267629550188e-16,0.0,2.220446049250313e-16,0.5763066405,0.5763066405000002,2.2204460492503132e-17,0.0,0.0,0.0,0.0,2.2204460492503132e-17,-2.2204460492503132e-17
bridge_mixmin_s1p00,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s1p00.csv,mixmin_fit_2gap,8,0.0,0.0,2.7755575615628914e-17,0.0,6.661338147750935e-17,0.0,2.220446049250313e-16,0.5763066405,0.5763066405000002,1.3877787807814457e-17,0.0,0.0,0.0,0.0,2.7755575615628914e-17,-1.3877787807814457e-17
bridge_mixmin_s1p00,raw_structure_bridge_variant,E37_bridge_grid,analysis_outputs/bridge_scan_candidates/submission_bridge_mixmin_s1p00.csv,mixmin_fit_5gap,18,0.0,0.0,2.4671622769447922e-17,0.0,6.661338147750955e-17,0.0,2.220446049250313e-16,0.5763066405,0.5763066405000002,3.0839528461809905e-17,0.0,1.2335811384723961e-17,1.5419764230904953e-17,0.0,4.3175339846533866e-17,-1.850371707708594e-17
