candidate_name,policy,fold_kind,n_folds,cv_delta_mean,cv_delta_p10,cv_delta_p50,cv_delta_p90,cv_delta_worst,cv_win_rate,selector_abs_error_mean,selector_abs_error_p90,candidate_index,actual_anchor_mean__inverse_top,actual_anchor_score__inverse_top,actual_anchor_std__inverse_top,actual_anchor_mean__raw05_compatible,actual_anchor_score__raw05_compatible,actual_anchor_std__raw05_compatible,actual_anchor_mean__all_sign,actual_anchor_score__all_sign,actual_anchor_std__all_sign,actual_anchor_score_final,mean_actual_anchor,min_set_score,max_set_score,name,file,source_name_x,source_file_x,variant_x,source_target,row_gate,correction_target,axis_group,anti_lambda,projection_mode,scale_x,delta_cap,source_mean_abs_move_vs_a2c8,row_support_rows,row_gate_sum,active_cells_x,active_rows_x,mean_active_energy_x,p10_active_energy,mean_abs_move_vs_a2c8,max_abs_move_vs_a2c8,before_bad_align_pos_mean,before_bad_align_abs_mean,before_bad_cosine_mean,after_bad_align_pos_mean,after_bad_align_abs_mean,after_bad_cosine_mean,removed_norm,removed_norm_ratio,block_delta_norm_ratio_after,cheap_priority,source_name_robust,source_file_robust,variant_robust,source_target_robust,row_gate_robust,correction_target_robust,axis_group_robust,anti_lambda_robust,projection_mode_robust,scale_robust,delta_cap_robust,source_mean_abs_move_vs_a2c8_robust,row_support_rows_robust,row_gate_sum_robust,active_cells_robust,active_rows_robust,mean_active_energy_robust,p10_active_energy_robust,mean_abs_move_vs_a2c8_x,max_abs_move_vs_a2c8_x,before_bad_align_pos_mean_robust,before_bad_align_abs_mean_robust,before_bad_cosine_mean_robust,after_bad_align_pos_mean_robust,after_bad_align_abs_mean_robust,after_bad_cosine_mean_robust,removed_norm_robust,removed_norm_ratio_robust,block_delta_norm_ratio_after_robust,cheap_priority_robust,robust_expected_public,robust_delta_vs_a2c8,robust_p10_delta_vs_a2c8,robust_p50_delta_vs_a2c8,robust_p90_delta_vs_a2c8,robust_worst_delta_vs_a2c8,robust_win_rate_vs_a2c8,mean_abs_move_vs_a2c8_y,max_abs_move_vs_a2c8_y,mean_abs_move_vs_raw05,logit_cosine_to_a2c8_move,logit_orth_ratio_to_a2c8_move,best_case_gain_vs_raw05_if_all_correct,cv_stability_score,source_name_y,source_file_y,variant_y,scale_y,active_cells_y,active_rows_y,mean_active_energy_y
blockorth_4f08e653,low_error_best5,l2o,15,-0.0007778692162713208,-0.001002157426332273,-0.0008943051867843499,-0.0004551147545650336,-0.0004014560408670542,1.0,0.0004199861533892457,0.001037445570604875,319,0.5771505937433457,0.5772287370435935,8.7501430370619e-05,0.5777287093356459,0.5780263532207444,0.0004966731476277525,0.5780684602342685,0.5781414317153452,0.00014291452049387856,0.5777988406598943,0.5776492544377533,0.5772287370435935,0.5781414317153452,blockorth_4f08e653,submission_blockorth_4f08e653.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/stage_all/public_bad4/signed,no_q2,inv64_top20,stage_all,public_bad4,0.25,signed,1.3,0.3,0.006639153731736913,50.0,50.0,108.0,47.0,1.2066938471127526,0.6161639534622325,0.00856431883949758,0.025994140117203524,0.06401595678767891,0.15450066810327648,0.055144038143059966,0.04459627694289664,0.10760359685621762,0.042574097809855174,0.2560850746899275,0.3619449120773533,0.8643754686838606,-0.0004625546801671897,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/stage_all/public_bad4/signed,no_q2,inv64_top20,stage_all,public_bad4,0.25,signed,1.3,0.3,0.006639153731736913,50.0,50.0,108.0,47.0,1.2066938471127526,0.6161639534622325,0.00856431883949758,0.025994140117203524,0.06401595678767891,0.15450066810327648,0.055144038143059966,0.04459627694289664,0.10760359685621762,0.042574097809855174,0.2560850746899275,0.3619449120773533,0.8643754686838606,-0.0004625546801671897,0.5761468635653028,-0.0012924816576697043,-0.0014886128432586077,-0.0013219441031481205,-0.0010808989698929627,-0.0006529182213723672,1.0,0.00856431883949758,0.025994140117203524,0.009372409412794557,0.30868855111584226,0.9511631712855594,0.025695280590579295,-0.0011938719855934716,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/stage_all/public_bad4/signed,1.3,108.0,47.0,1.2066938471127526
blockorth_fb3186d0,low_error_best5,l2o,15,-0.0007766368062565773,-0.0010010868260557082,-0.0008953178426324149,-0.0004506948096470343,-0.0003940810854340393,1.0,0.0004199861533892457,0.001037445570604875,221,0.577164183473455,0.5772467283650639,8.906001884547099e-05,0.5777353870848903,0.5780304049732022,0.0004919794384233782,0.5780715388151727,0.5781434108442431,0.00014086164230333142,0.5778068480608364,0.5776570364578394,0.5772467283650639,0.5781434108442431,blockorth_fb3186d0,submission_blockorth_fb3186d0.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/stage_all/classic_bad2/signed,no_q2,inv64_top20,stage_all,classic_bad2,0.35,signed,1.3,0.3,0.006639153731736913,50.0,50.0,108.0,47.0,1.2066938471127526,0.6161639534622325,0.008585563297650952,0.025994140117203524,0.12803191357535781,0.12803191357535781,0.43314072494838374,0.0686649091748461,0.0686649091748461,0.25775784003742463,0.1968050966143939,0.2781599180534889,0.9016306036792774,-0.00048098101411145615,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/stage_all/classic_bad2/signed,no_q2,inv64_top20,stage_all,classic_bad2,0.35,signed,1.3,0.3,0.006639153731736913,50.0,50.0,108.0,47.0,1.2066938471127526,0.6161639534622325,0.008585563297650952,0.025994140117203524,0.12803191357535781,0.12803191357535781,0.43314072494838374,0.0686649091748461,0.0686649091748461,0.25775784003742463,0.1968050966143939,0.2781599180534889,0.9016306036792774,-0.00048098101411145615,0.5761465729136075,-0.0012927723093651283,-0.0014892323620751212,-0.0013243305686230222,-0.0010957825369251716,-0.0006529377504485012,1.0,0.008585563297650952,0.025994140117203524,0.009428270516541725,0.3124511642359331,0.9499338239938665,0.025835660815897596,-0.001192639575578728,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/stage_all/classic_bad2/signed,1.3,108.0,47.0,1.2066938471127526
blockorth_210f1552,low_error_best5,l2o,15,-0.0007766368062565773,-0.0010010868260557082,-0.0008953178426324149,-0.0004506948096470343,-0.0003940810854340393,1.0,0.0004199861533892457,0.001037445570604875,220,0.577164183473455,0.5772467283650639,8.906001884547099e-05,0.5777353870848903,0.5780304049732022,0.0004919794384233782,0.5780715388151727,0.5781434108442431,0.00014086164230333142,0.5778068480608364,0.5776570364578394,0.5772467283650639,0.5781434108442431,blockorth_210f1552,submission_blockorth_210f1552.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/stage_all/classic_bad2/positive,no_q2,inv64_top20,stage_all,classic_bad2,0.35,positive,1.3,0.3,0.006639153731736913,50.0,50.0,108.0,47.0,1.2066938471127526,0.6161639534622325,0.008585563297650952,0.025994140117203524,0.12803191357535781,0.12803191357535781,0.43314072494838374,0.0686649091748461,0.0686649091748461,0.25775784003742463,0.1968050966143939,0.2781599180534889,0.9016306036792774,-0.00048098101411145615,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/stage_all/classic_bad2/positive,no_q2,inv64_top20,stage_all,classic_bad2,0.35,positive,1.3,0.3,0.006639153731736913,50.0,50.0,108.0,47.0,1.2066938471127526,0.6161639534622325,0.008585563297650952,0.025994140117203524,0.12803191357535781,0.12803191357535781,0.43314072494838374,0.0686649091748461,0.0686649091748461,0.25775784003742463,0.1968050966143939,0.2781599180534889,0.9016306036792774,-0.00048098101411145615,0.5761465729136075,-0.0012927723093651283,-0.0014892323620751212,-0.0013243305686230222,-0.0010957825369251716,-0.0006529377504485012,1.0,0.008585563297650952,0.025994140117203524,0.009428270516541725,0.3124511642359331,0.9499338239938665,0.025835660815897596,-0.001192639575578728,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/stage_all/classic_bad2/positive,1.3,108.0,47.0,1.2066938471127526
blockorth_d9864481,low_error_best5,l2o,15,-0.0007751668223194619,-0.0009850258190191807,-0.000888289752334348,-0.0004560835895599969,-0.00039767039758475953,1.0,0.0004199861533892457,0.001037445570604875,318,0.577164965050786,0.5772367356331453,8.20627556873674e-05,0.5777403044097624,0.5780336634479402,0.0004907312676435523,0.578077738236928,0.5781441066538742,0.00012946322501314634,0.5778048352449865,0.5776610025658254,0.5772367356331453,0.5781441066538742,blockorth_d9864481,submission_blockorth_d9864481.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/id01/stage_all/classic_bad2/signed,no_q2,id01,stage_all,classic_bad2,0.25,signed,1.3,0.3,0.006639153731736913,27.0,27.0,66.0,26.0,1.3819008610979957,0.6589690804431043,0.008604593570486685,0.025994140117203524,0.11639254666826232,0.11639254666826232,0.45429663163197953,0.07663917054754468,0.07663917054754468,0.32771927214555635,0.11979161887841319,0.21587500082308575,0.9147270616591869,-0.0004626524784297922,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/id01/stage_all/classic_bad2/signed,no_q2,id01,stage_all,classic_bad2,0.25,signed,1.3,0.3,0.006639153731736913,27.0,27.0,66.0,26.0,1.3819008610979957,0.6589690804431043,0.008604593570486685,0.025994140117203524,0.11639254666826232,0.11639254666826232,0.45429663163197953,0.07663917054754468,0.07663917054754468,0.32771927214555635,0.11979161887841319,0.21587500082308575,0.9147270616591869,-0.0004626524784297922,0.5761510617342498,-0.001288283488722816,-0.0014587632992274946,-0.0013217332708205243,-0.0011669667263688455,-0.0006531870586936606,1.0,0.008604593570486685,0.025994140117203524,0.009473112200222556,0.3122139454740681,0.9500118169009877,0.02603462954674567,-0.0011911695916416126,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/id01/stage_all/classic_bad2/signed,1.3,66.0,26.0,1.3819008610979957
blockorth_c3b367f0,low_error_best5,l2o,15,-0.0007751668223194619,-0.0009850258190191807,-0.000888289752334348,-0.0004560835895599969,-0.00039767039758475953,1.0,0.0004199861533892457,0.001037445570604875,317,0.577164965050786,0.5772367356331453,8.20627556873674e-05,0.5777403044097624,0.5780336634479402,0.0004907312676435523,0.578077738236928,0.5781441066538742,0.00012946322501314634,0.5778048352449865,0.5776610025658254,0.5772367356331453,0.5781441066538742,blockorth_c3b367f0,submission_blockorth_c3b367f0.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/id01/stage_all/classic_bad2/positive,no_q2,id01,stage_all,classic_bad2,0.25,positive,1.3,0.3,0.006639153731736913,27.0,27.0,66.0,26.0,1.3819008610979957,0.6589690804431043,0.008604593570486685,0.025994140117203524,0.11639254666826232,0.11639254666826232,0.45429663163197953,0.07663917054754468,0.07663917054754468,0.32771927214555635,0.11979161887841319,0.21587500082308575,0.9147270616591869,-0.0004626524784297922,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/id01/stage_all/classic_bad2/positive,no_q2,id01,stage_all,classic_bad2,0.25,positive,1.3,0.3,0.006639153731736913,27.0,27.0,66.0,26.0,1.3819008610979957,0.6589690804431043,0.008604593570486685,0.025994140117203524,0.11639254666826232,0.11639254666826232,0.45429663163197953,0.07663917054754468,0.07663917054754468,0.32771927214555635,0.11979161887841319,0.21587500082308575,0.9147270616591869,-0.0004626524784297922,0.5761510617342498,-0.001288283488722816,-0.0014587632992274946,-0.0013217332708205243,-0.0011669667263688455,-0.0006531870586936606,1.0,0.008604593570486685,0.025994140117203524,0.009473112200222556,0.3122139454740681,0.9500118169009877,0.02603462954674567,-0.0011911695916416126,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/id01/stage_all/classic_bad2/positive,1.3,66.0,26.0,1.3819008610979957
blockorth_f3c10063,low_error_best5,l2o,15,-0.0007707698536221589,-0.0009815941305608479,-0.0008825166995601874,-0.00045361546281714744,-0.0003968833422746121,1.0,0.0004199861533892457,0.001037445570604875,74,0.5771625933267064,0.5772344638102924,8.165110288211238e-05,0.5777383262691054,0.5780310979774764,0.0004898851579292972,0.5780748037818801,0.5781421885802552,0.00013182077227558644,0.577802583456008,0.5776585744592306,0.5772344638102924,0.5781421885802552,blockorth_f3c10063,submission_blockorth_f3c10063.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/id01/stage_all/public_bad4/signed,no_q2,id01,stage_all,public_bad4,0.25,signed,1.3,0.3,0.006639153731736913,27.0,27.0,66.0,26.0,1.3819008610979957,0.6589690804431043,0.008577336739385039,0.025994140117203524,0.05819627333413116,0.1329276829492071,0.08340751553025628,0.036517610814263274,0.08610608211337416,0.05389953209733646,0.19256995158938753,0.34702793773957286,0.8718719356511064,-0.000510538512440471,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/id01/stage_all/public_bad4/signed,no_q2,id01,stage_all,public_bad4,0.25,signed,1.3,0.3,0.006639153731736913,27.0,27.0,66.0,26.0,1.3819008610979957,0.6589690804431043,0.008577336739385039,0.025994140117203524,0.05819627333413116,0.1329276829492071,0.08340751553025628,0.036517610814263274,0.08610608211337416,0.05389953209733646,0.19256995158938753,0.34702793773957286,0.8718719356511064,-0.000510538512440471,0.5761574644237596,-0.0012818807992129504,-0.0014510981844237491,-0.001318083386696145,-0.0011653832398984322,-0.0006466877302531149,1.0,0.008577336739385039,0.025994140117203524,0.009432387857608294,0.3097223501561336,0.9508270430597573,0.025959961167833837,-0.0011867726229443099,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/id01/stage_all/public_bad4/signed,1.3,66.0,26.0,1.3819008610979957
blockorth_ca869e9f,low_error_best5,l2o,15,-0.000770445815795906,-0.0009944457325013812,-0.0008884477939596902,-0.00044683536072895883,-0.0003898289235400032,1.0,0.0004199861533892457,0.001037445570604875,306,0.577174421912303,0.5772611789283442,9.01493764325089e-05,0.5777369868797528,0.5780278904279832,0.00048534109836747267,0.5780676933061141,0.578139294506209,0.00013805843046886255,0.5778094546208455,0.5776597006993899,0.5772611789283442,0.578139294506209,blockorth_ca869e9f,submission_blockorth_ca869e9f.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/q3_s2_s3_s4/classic_bad2/signed,no_q2,inv64_top20,q3_s2_s3_s4,classic_bad2,0.35,signed,1.3,0.3,0.006639153731736913,50.0,50.0,106.0,48.0,1.2286525469980434,0.6151243703337933,0.008554019442406875,0.025994140117203524,0.12661625971567222,0.12661625971567222,0.503148924541848,0.07045505490623914,0.07045505490623914,0.32389212145185536,0.23005702777653336,0.33057847502744214,0.8612708779664932,-0.00046591115661591626,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/q3_s2_s3_s4/classic_bad2/signed,no_q2,inv64_top20,q3_s2_s3_s4,classic_bad2,0.35,signed,1.3,0.3,0.006639153731736913,50.0,50.0,106.0,48.0,1.2286525469980434,0.6151243703337933,0.008554019442406875,0.025994140117203524,0.12661625971567222,0.12661625971567222,0.503148924541848,0.07045505490623914,0.07045505490623914,0.32389212145185536,0.23005702777653336,0.33057847502744214,0.8612708779664932,-0.00046591115661591626,0.5761526239598912,-0.0012867212630812896,-0.0014821421715584427,-0.0013187731099089106,-0.0010744844329385384,-0.0006482087701096262,1.0,0.008554019442406875,0.025994140117203524,0.009373899267982287,0.3084030591684428,0.951255776905216,0.025750303673876627,-0.001186448585118057,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/q3_s2_s3_s4/classic_bad2/signed,1.3,106.0,48.0,1.2286525469980434
blockorth_23b41bbc,low_error_best5,l2o,15,-0.000770445815795906,-0.0009944457325013812,-0.0008884477939596902,-0.00044683536072895883,-0.0003898289235400032,1.0,0.0004199861533892457,0.001037445570604875,305,0.577174421912303,0.5772611789283442,9.01493764325089e-05,0.5777369868797528,0.5780278904279832,0.00048534109836747267,0.5780676933061141,0.578139294506209,0.00013805843046886255,0.5778094546208455,0.5776597006993899,0.5772611789283442,0.578139294506209,blockorth_23b41bbc,submission_blockorth_23b41bbc.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/q3_s2_s3_s4/classic_bad2/positive,no_q2,inv64_top20,q3_s2_s3_s4,classic_bad2,0.35,positive,1.3,0.3,0.006639153731736913,50.0,50.0,106.0,48.0,1.2286525469980434,0.6151243703337933,0.008554019442406875,0.025994140117203524,0.12661625971567222,0.12661625971567222,0.503148924541848,0.07045505490623914,0.07045505490623914,0.32389212145185536,0.23005702777653336,0.33057847502744214,0.8612708779664932,-0.00046591115661591626,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/q3_s2_s3_s4/classic_bad2/positive,no_q2,inv64_top20,q3_s2_s3_s4,classic_bad2,0.35,positive,1.3,0.3,0.006639153731736913,50.0,50.0,106.0,48.0,1.2286525469980434,0.6151243703337933,0.008554019442406875,0.025994140117203524,0.12661625971567222,0.12661625971567222,0.503148924541848,0.07045505490623914,0.07045505490623914,0.32389212145185536,0.23005702777653336,0.33057847502744214,0.8612708779664932,-0.00046591115661591626,0.5761526239598912,-0.0012867212630812896,-0.0014821421715584427,-0.0013187731099089106,-0.0010744844329385384,-0.0006482087701096262,1.0,0.008554019442406875,0.025994140117203524,0.009373899267982287,0.3084030591684428,0.951255776905216,0.025750303673876627,-0.001186448585118057,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/q3_s2_s3_s4/classic_bad2/positive,1.3,106.0,48.0,1.2286525469980434
blockorth_15d287df,low_error_best5,l2o,15,-0.0007702192080079569,-0.000994470416659321,-0.000889190209206081,-0.00044653755172694435,-0.0003893984709572029,1.0,0.0004199861533892457,0.001037445570604875,347,0.5771762231597193,0.5772632921067986,9.025567634935218e-05,0.5777372883623941,0.5780278136100301,0.0004845869444437051,0.5780674114059963,0.5781389698546923,0.00013775678088282786,0.577810025190507,0.5776603076427033,0.5772632921067986,0.5781389698546923,blockorth_15d287df,submission_blockorth_15d287df.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/q3_stage/classic_bad2/positive,no_q2,inv64_top20,q3_stage,classic_bad2,0.35,positive,1.3,0.3,0.006639153731736913,50.0,50.0,137.0,49.0,1.2085365642007417,0.622952111614831,0.008557167077802161,0.025994140117203524,0.123371161939723,0.123371161939723,0.44368865322074197,0.06882616375196562,0.06882616375196562,0.2759875414281719,0.2318038476352099,0.2915822963831105,0.8937994870476144,-0.0004575269962982445,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/q3_stage/classic_bad2/positive,no_q2,inv64_top20,q3_stage,classic_bad2,0.35,positive,1.3,0.3,0.006639153731736913,50.0,50.0,137.0,49.0,1.2085365642007417,0.622952111614831,0.008557167077802161,0.025994140117203524,0.123371161939723,0.123371161939723,0.44368865322074197,0.06882616375196562,0.06882616375196562,0.2759875414281719,0.2318038476352099,0.2915822963831105,0.8937994870476144,-0.0004575269962982445,0.5761526961413412,-0.0012866490816314132,-0.001482718302604935,-0.0013188279258727897,-0.0010746573741996946,-0.0006485936916384993,1.0,0.008557167077802161,0.025994140117203524,0.009372744558026435,0.3090556951027597,0.9510439407958761,0.025726752770247694,-0.0011862219773301078,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/q3_stage/classic_bad2/positive,1.3,137.0,49.0,1.2085365642007417
blockorth_1efb7f4a,low_error_best5,l2o,15,-0.0007702192080079569,-0.000994470416659321,-0.000889190209206081,-0.00044653755172694435,-0.0003893984709572029,1.0,0.0004199861533892457,0.001037445570604875,346,0.5771762231597193,0.5772632921067986,9.025567634935218e-05,0.5777372883623941,0.5780278136100301,0.0004845869444437051,0.5780674114059963,0.5781389698546923,0.00013775678088282786,0.577810025190507,0.5776603076427033,0.5772632921067986,0.5781389698546923,blockorth_1efb7f4a,submission_blockorth_1efb7f4a.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/q3_stage/classic_bad2/signed,no_q2,inv64_top20,q3_stage,classic_bad2,0.35,signed,1.3,0.3,0.006639153731736913,50.0,50.0,137.0,49.0,1.2085365642007417,0.622952111614831,0.008557167077802161,0.025994140117203524,0.123371161939723,0.123371161939723,0.44368865322074197,0.06882616375196562,0.06882616375196562,0.2759875414281719,0.2318038476352099,0.2915822963831105,0.8937994870476144,-0.0004575269962982445,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/q3_stage/classic_bad2/signed,no_q2,inv64_top20,q3_stage,classic_bad2,0.35,signed,1.3,0.3,0.006639153731736913,50.0,50.0,137.0,49.0,1.2085365642007417,0.622952111614831,0.008557167077802161,0.025994140117203524,0.123371161939723,0.123371161939723,0.44368865322074197,0.06882616375196562,0.06882616375196562,0.2759875414281719,0.2318038476352099,0.2915822963831105,0.8937994870476144,-0.0004575269962982445,0.5761526961413412,-0.0012866490816314132,-0.001482718302604935,-0.0013188279258727897,-0.0010746573741996946,-0.0006485936916384993,1.0,0.008557167077802161,0.025994140117203524,0.009372744558026435,0.3090556951027597,0.9510439407958761,0.025726752770247694,-0.0011862219773301078,f43_cv_best,submission_sparsejepa_f43ea825.csv,no_q2/inv64_top20/q3_stage/classic_bad2/signed,1.3,137.0,49.0,1.2085365642007417
