variant,family,file,candidate_origin,scenario_gate,scenario_rank,scenario_public_like_score,scenario_pred_public_delta_mean,scenario_pred_public_delta_std,scenario_id
e362_graft_donor_s1_e360_e356_halfs3_amp__learned_free_mixture_subjective_he,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e360_e356_halfs3_amp__learned_free_mixture_subjective_he_7d668862.csv,e364_existing,True,161.0,3.32237004950495,9.142079534564833e-05,6.430938823571496e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.08_q20.90_q30.75_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q30_75_s11_15_5ddee5fb.csv,e364_existing,True,58.0,3.9578125000000006,8.90481097446423e-05,6.373326523699413e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_graft_donor_s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_6b11cf21.csv,e364_existing,True,162.0,3.309467821782178,9.155381526751216e-05,6.447712000551108e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.08_q20.90_q30.45_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q20_90_q30_45_s11_00_2ffbb23b.csv,e364_existing,True,16.0,4.585628094059406,8.582486496029834e-05,6.303083232607111e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.08_q20.90_q30.75_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q20_90_q30_75_s11_00_6b534dd4.csv,e364_existing,True,53.0,4.020544554455446,8.8893041732812e-05,6.373123657356176e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.04_q20.90_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q20_90_q31_00_s11_15_c8e596cd.csv,e364_existing,True,115.0,3.62136448019802,9.094537213120926e-05,6.388610045346555e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g0.96_q11.08_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g0_96_q11_08_q20_90_q31_00_s10_90_6cd43bb3.csv,e364_existing,True,56.0,3.9768409653465344,8.976767969399272e-05,6.350228942148536e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.08_q20.90_q31.00_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q31_00_s11_00_10ba6bef.csv,e364_existing,True,108.0,3.6478805693069307,9.085970888567399e-05,6.389289795160805e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.08_q20.90_q30.45_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q20_90_q30_45_s11_00_de6e65a6.csv,e364_existing,True,27.0,4.365578589108911,8.668338763212651e-05,6.345743238822875e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.08_q20.90_q30.45_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q30_45_s11_00_3743ccda.csv,e364_existing,True,34.0,4.272694925742575,8.688000665272997e-05,6.354327976755348e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.08_q20.90_q30.75_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q20_90_q30_75_s11_00_6c19969d.csv,e364_existing,True,59.0,3.9514851485148514,8.896439945589775e-05,6.374071313667594e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.08_q20.90_q30.75_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q30_75_s11_00_f41e5150.csv,e364_existing,True,62.0,3.9421875,8.903598129957239e-05,6.374996515602078e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.08_q20.90_q31.00_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q20_90_q31_00_s11_00_8aa25f54.csv,e364_existing,True,111.0,3.6405321782178217,9.068811786988915e-05,6.387652771792648e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.08_q20.90_q31.00_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q20_90_q31_00_s11_00_c69b0fd7.csv,e364_existing,True,117.0,3.6098700495049507,9.077375453515774e-05,6.388487675962253e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_graft_donor_s1_e361_e356_halfs3_amp__learned_free_mixture_subjective_he,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e361_e356_halfs3_amp__learned_free_mixture_subjective_he_6e52095d.csv,e364_existing,True,173.0,3.2099319306930694,9.677405756832654e-05,6.647596973239566e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_graft_donor_q3s1_e360_e349_compact_core__learned_story_nonmonotone_random,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e360_e349_compact_core__learned_story_nonmonotone_random_4803cb08.csv,e364_existing,True,171.0,3.223607673267327,9.416143059420197e-05,6.66766807779733e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.08_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q20_90_q31_00_s10_90_bac251d6.csv,e364_existing,True,110.0,3.646673886138614,9.068403749942254e-05,6.388467855603567e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_graft_donor_q3_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_cf55259a.csv,e364_existing,True,153.0,3.388923267326733,0.0001005222930062044,6.474390482919046e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_30a5463a.csv,e364_existing,True,177.0,3.0721534653465348,0.000106576769292774,6.727868514021071e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.04_q20.90_q30.75_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_04_q20_90_q30_75_s11_00_17a39501.csv,e364_existing,True,66.0,3.9242419554455448,8.902199346727787e-05,6.374301590709432e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g0.96_q11.08_q20.90_q30.75_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g0_96_q11_08_q20_90_q30_75_s10_90_f2243d75.csv,e364_existing,True,39.0,4.2234375,8.783914220657797e-05,6.326942976093007e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.04_q20.90_q30.45_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_04_q20_90_q30_45_s11_00_dd241ebc.csv,e364_existing,True,20.0,4.500974628712872,8.588659907248426e-05,6.304123191763428e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.08_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q20_90_q31_00_s10_90_d7d5210b.csv,e364_existing,True,118.0,3.609081064356436,9.076915577905354e-05,6.389283196921824e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.04_q20.90_q30.75_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q20_90_q30_75_s11_00_a9da6502.csv,e364_existing,True,73.0,3.8840501237623766,8.90924439499333e-05,6.375205445232313e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.08_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q31_00_s10_90_ad9423da.csv,e364_existing,True,125.0,3.5705909653465344,9.085459165852341e-05,6.390065678443823e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.04_q20.90_q30.45_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q20_90_q30_45_s11_00_e0688e7d.csv,e364_existing,True,33.0,4.2897122524752485,8.674412870855919e-05,6.34666260158306e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.08_q21.00_q30.45_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q21_00_q30_45_s11_30_7c3380a0.csv,e364_existing,True,32.0,4.292404084158416,8.672823746549258e-05,6.35120325113227e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.04_q20.90_q31.00_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q20_90_q31_00_s11_00_10abc89d.csv,e364_existing,True,129.0,3.522725866336634,9.095759107804566e-05,6.389809178582994e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.08_q21.00_q30.45_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q21_00_q30_45_s11_30_05f9c7f8.csv,e364_existing,True,28.0,4.3621132425742575,8.678522186752956e-05,6.35218795769106e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.04_q20.90_q31.00_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_04_q20_90_q31_00_s11_00_67cc217f.csv,e364_existing,True,137.0,3.497849628712871,9.087281196537302e-05,6.389021706713971e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.08_q20.90_q30.75_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q20_90_q30_75_s10_90_7376bcc9.csv,e364_existing,True,75.0,3.876438737623763,8.88779340331502e-05,6.374329872966156e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_graft_donor_s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_ab93d22b.csv,e364_existing,True,180.0,3.0229579207920794,9.498144222429813e-05,6.568023749994554e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.04_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_04_q20_90_q31_00_s10_90_56274376.csv,e364_existing,True,126.0,3.5672493811881187,9.078815633159644e-05,6.389050905126859e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_43d1b80d.csv,e364_existing,True,182.0,2.9931930693069306,9.194136335423619e-05,6.46113822390769e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.08_q20.90_q30.75_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q20_90_q30_75_s10_90_c4f296a9.csv,e364_existing,True,80.0,3.8271503712871286,8.894875345896288e-05,6.375268641025061e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g0.96_q11.08_q20.90_q31.00_s10.70,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g0_96_q11_08_q20_90_q31_00_s10_70_5cfec73f.csv,e364_existing,True,71.0,3.8925897277227723,8.959656041475753e-05,6.345749094070848e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.08_q21.00_q30.75_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q21_00_q30_75_s11_30_373d4308.csv,e364_existing,True,70.0,3.898901608910891,8.880400241391098e-05,6.371174652570363e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.08_q20.90_q30.00_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q30_00_s11_00_5d023333.csv,e364_existing,True,19.0,4.555708539603961,8.285273641296836e-05,6.257381276918725e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_graft_donor_s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_4f972ba9.csv,e364_existing,True,183.0,2.953960396039604,9.351923155118268e-05,6.513177312278762e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.08_q21.00_q30.75_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q21_00_q30_75_s11_30_e950b18e.csv,e364_existing,True,57.0,3.9720451732673263,8.88773579286785e-05,6.372093791010138e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.00_q20.90_q30.75_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_00_q20_90_q30_75_s11_00_2e053913.csv,e364_existing,True,85.0,3.8175587871287124,8.915224092834046e-05,6.375481407216397e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.04_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_04_q20_90_q31_00_s10_90_28f07558.csv,e364_existing,True,135.0,3.508616955445545,9.087209838290957e-05,6.389852115247965e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.08_q21.00_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q21_00_q31_00_s11_15_2f8d0edb.csv,e364_existing,True,107.0,3.648220915841584,9.057542481979972e-05,6.386956256540636e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.08_q20.90_q30.45_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q20_90_q30_45_s10_90_bda152a3.csv,e364_existing,True,29.0,4.3456837871287135,8.579722981710315e-05,6.304313588454812e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.08_q20.90_q30.75_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q30_75_s10_90_41baf44a.csv,e364_existing,True,91.0,3.7683632425742575,8.901979698370354e-05,6.376184873670021e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.08_q20.90_q30.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q20_90_q30_00_s10_90_34c7a5d1.csv,e364_existing,True,14.0,4.700479579207921,8.193235861388784e-05,6.213954946287423e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.08_q20.90_q30.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q30_00_s10_90_906fa0e1.csv,e364_existing,True,17.0,4.582750618811881,8.280441935522314e-05,6.258583491528613e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g0.96_q11.08_q20.90_q30.75_s10.70,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g0_96_q11_08_q20_90_q30_75_s10_70_b4153387.csv,e364_existing,True,45.0,4.13120358910891,8.779081974664438e-05,6.328946249794501e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.04_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q20_90_q31_00_s10_90_67b2a1bc.csv,e364_existing,True,139.0,3.481203589108911,9.095635565608743e-05,6.390620563493204e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.08_q20.90_q30.45_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q20_90_q30_45_s10_90_9cb51509.csv,e364_existing,True,30.0,4.3270266089108915,8.585183882331718e-05,6.30538889569836e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.00_q20.90_q31.00_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_00_q20_90_q31_00_s11_00_b35202d2.csv,e364_existing,True,150.0,3.416847153465346,9.106094955660347e-05,6.390400269733207e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.00_q20.90_q30.45_s11.00,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_00_q20_90_q30_45_s11_00_1ddf2f1f.csv,e364_existing,True,26.0,4.373932549504951,8.59467972409991e-05,6.305172275856586e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.08_q20.90_q30.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q20_90_q30_00_s10_90_6ec1a32e.csv,e364_existing,True,15.0,4.673592202970298,8.196668632641941e-05,6.214760757175486e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.08_q21.00_q30.75_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q21_00_q30_75_s11_15_2b782054.csv,e364_existing,True,61.0,3.945560024752475,8.872949537301477e-05,6.371780218642952e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.08_q21.00_q31.00_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q21_00_q31_00_s11_30_436b28dc.csv,e364_existing,True,120.0,3.6040996287128713,9.064816923095086e-05,6.386180667808351e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.08_q21.00_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q21_00_q31_00_s11_15_ae893e8c.csv,e364_existing,True,105.0,3.6542852722772277,9.066235740512173e-05,6.38774696267832e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.08_q21.00_q30.75_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q21_00_q30_75_s11_15_7b1d3eb9.csv,e364_existing,True,65.0,3.931667698019802,8.880179334147704e-05,6.372712618886771e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g0.96_q11.04_q20.90_q31.00_s10.70,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g0_96_q11_04_q20_90_q31_00_s10_70_c6b55cd5.csv,e364_existing,True,76.0,3.8664139851485144,8.970854708432111e-05,6.346591084252807e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.04_q20.90_q30.75_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_04_q20_90_q30_75_s10_90_ef2f5082.csv,e364_existing,True,49.0,4.064310024752475,8.799494828845863e-05,6.328752505999691e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.04_q21.00_q30.45_s11.30,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q21_00_q30_45_s11_30_e07d3fe4.csv,e364_existing,True,38.0,4.226129331683168,8.677488065210077e-05,6.352156589854716e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.08_q21.00_q30.45_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_08_q21_00_q30_45_s11_15_bdc5146c.csv,e364_existing,True,40.0,4.221147896039604,8.670491730484133e-05,6.352727132000999e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_graft_donor_s1_e361_e356_halfs3_amp__learned_free_mixture_subjective_he,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e361_e356_halfs3_amp__learned_free_mixture_subjective_he_0b37e167.csv,e364_existing,True,181.0,3.0040841584158415,9.290270504897218e-05,6.460499526901928e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.08_q21.00_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q21_00_q31_00_s11_15_fe83b2d5.csv,e364_existing,True,124.0,3.5755259900990106,9.048881329674938e-05,6.386132498879993e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.08_q20.90_q30.45_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q20_90_q30_45_s10_90_97423861.csv,e364_existing,True,51.0,4.037546410891089,8.685128361434284e-05,6.355575201652606e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.04_q20.90_q30.75_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_04_q20_90_q30_75_s10_90_1bbcbaf0.csv,e364_existing,True,94.0,3.7498917079207916,8.900935551088405e-05,6.375525897228905e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.00_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_00_q20_90_q31_00_s10_90_f7986200.csv,e364_existing,True,99.0,3.7094523514851483,9.009485607273117e-05,6.353035485355398e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_free_mixture_subjective_he,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q3s1_e361_e356_halfs3_amp__learned_free_mixture_subjective_he_1afd359e.csv,e364_existing,True,184.0,2.9360767326732673,9.291348304968364e-05,6.458240730191074e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.08_q21.00_q30.45_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q21_00_q30_45_s11_15_cb9ead05.csv,e364_existing,True,25.0,4.417465965346535,8.570416412969239e-05,6.302285102716782e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.03_q11.00_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_03_q11_00_q20_90_q31_00_s10_90_50fde517.csv,e364_existing,True,145.0,3.4465501237623766,9.098099090181863e-05,6.390494865605924e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.08_q21.00_q30.45_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q21_00_q30_45_s11_15_0a3b5173.csv,e364_existing,True,44.0,4.194136757425742,8.676107068998622e-05,6.353703392512734e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.08_q21.00_q30.75_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_08_q21_00_q30_75_s11_15_51fdd7e4.csv,e364_existing,True,72.0,3.887917698019802,8.887431832894157e-05,6.37362234805767e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.04_q20.90_q31.00_s10.70,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_04_q20_90_q31_00_s10_70_76374f34.csv,e364_existing,True,89.0,3.787206064356435,8.981861566827645e-05,6.3478256508202e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.08_q20.90_q31.00_s10.70,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q20_90_q31_00_s10_70_2abdcc8c.csv,e364_existing,True,149.0,3.4173112623762374,9.06529196130234e-05,6.39019629368025e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_graft_donor_s1_e361_e351_robust_center__learned_story_nonmonotone_s1_co,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_s1_e361_e351_robust_center__learned_story_nonmonotone_s1_co_c06cec92.csv,e364_existing,True,185.0,2.868409653465347,9.75542790506704e-05,6.665419481629836e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.00_q20.90_q31.00_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_00_q20_90_q31_00_s10_90_32a346b0.csv,e364_existing,True,146.0,3.442496905940594,9.106406875207383e-05,6.391249578978493e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.04_q21.00_q31.00_s11.15,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q21_00_q31_00_s11_15_8b35bf65.csv,e364_existing,True,121.0,3.5905167079207922,9.074116979997671e-05,6.388188150553101e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.00_q11.08_q20.90_q30.75_s10.70,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_00_q11_08_q20_90_q30_75_s10_70_fe1c7c0a.csv,e364_existing,True,55.0,4.000943688118812,8.788353404428235e-05,6.330329685418623e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_scale_g1.06_q11.04_q20.90_q30.75_s10.90,target_scale,analysis_outputs/submission_e363_cellrobust_e362_scale_g1_06_q11_04_q20_90_q30_75_s10_90_50483c8f.csv,e364_existing,True,100.0,3.7002011138613855,8.907926591934508e-05,6.376421146671937e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_graft_donor_q2q3_e361_e351_robust_center__learned_story_nonmonotone_s1_co,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q2q3_e361_e351_robust_center__learned_story_nonmonotone_s1_co_102144c1.csv,e364_existing,True,174.0,3.2027846534653466,9.684579550359342e-05,6.437941440771217e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
e362_graft_donor_q2q3_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav,donor_graft,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q2q3_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_d317b7b0.csv,e364_existing,True,156.0,3.36404702970297,0.00010967476084538043,6.635437993952096e-05,axis__drop_submission_e216_maskfam_jepa_s2_rank_e154_
