file,basename,path,public_lb,delta_vs_e247,note,available,cell_l1,cell_l2,cell_linf,cell_mean_abs,cell_signed_mean,cell_pos_frac,cell_neg_frac,changed_cells_1e3,changed_cells_5e3,changed_cells_1e2,changed_rows_1e3,row_l1_mean,row_l1_p90,row_l1_max,target_entropy,row_entropy,top5_row_l1_share,top20_row_l1_share,l1_Q1,share_Q1,signed_sum_Q1,mean_Q1,maxabs_Q1,pos_frac_Q1,neg_frac_Q1,l1_Q2,share_Q2,signed_sum_Q2,mean_Q2,maxabs_Q2,pos_frac_Q2,neg_frac_Q2,l1_Q3,share_Q3,signed_sum_Q3,mean_Q3,maxabs_Q3,pos_frac_Q3,neg_frac_Q3,l1_S1,share_S1,signed_sum_S1,mean_S1,maxabs_S1,pos_frac_S1,neg_frac_S1,l1_S2,share_S2,signed_sum_S2,mean_S2,maxabs_S2,pos_frac_S2,neg_frac_S2,l1_S3,share_S3,signed_sum_S3,mean_S3,maxabs_S3,pos_frac_S3,neg_frac_S3,l1_S4,share_S4,signed_sum_S4,mean_S4,maxabs_S4,pos_frac_S4,neg_frac_S4,cos_e95,proj_e95,posproj_e95,absproj_e95,cos_e101,proj_e101,posproj_e101,absproj_e101,cos_mixmin,proj_mixmin,posproj_mixmin,absproj_mixmin,cos_e176,proj_e176,posproj_e176,absproj_e176,cos_e216_bad,proj_e216_bad,posproj_e216_bad,absproj_e216_bad,cos_e256_loss,proj_e256_loss,posproj_e256_loss,absproj_e256_loss,cos_e267_bad,proj_e267_bad,posproj_e267_bad,absproj_e267_bad,cos_e323_bad,proj_e323_bad,posproj_e323_bad,absproj_e323_bad,cos_broad_stage2_bad,proj_broad_stage2_bad,posproj_broad_stage2_bad,absproj_broad_stage2_bad,cos_ordinal_bad,proj_ordinal_bad,posproj_ordinal_bad,absproj_ordinal_bad,cos_final9_bad,proj_final9_bad,posproj_final9_bad,absproj_final9_bad,cos_bad_combo_mean,proj_bad_combo_mean,posproj_bad_combo_mean,absproj_bad_combo_mean,cos_old_frontier_mean,proj_old_frontier_mean,posproj_old_frontier_mean,absproj_old_frontier_mean,cos_e323_minus_e95,proj_e323_minus_e95,posproj_e323_minus_e95,absproj_e323_minus_e95,public_bad_axis_sum,public_bad_axis_max,public_good_axis_sum,public_bad_good_gap,public_bad_cos_max,public_good_cos_max
submission_hybrid_0p578_logit_after_subject_final9_strict.csv,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,analysis_outputs/submission_hybrid_0p578_logit_after_subject_final9_strict.csv,0.5784273528,0.0022684034000000075,Public anchor validated late fold-safe scale.,True,273.224143465525,8.726118047059492,1.2108682262779737,0.1561280819803,0.020115226104331693,0.5177142857142857,0.48228571428571426,1744.0,1724.0,1686.0,250.0,1.0928965738620997,1.5946863011692203,2.3145821237161623,0.9832689299415406,0.9901333335311922,0.03811788937546501,0.13526832777357675,51.7355664022555,0.18935210390286542,-1.072439426782096,-0.0042897577071283844,0.965485096896753,0.432,0.568,22.51543828850703,0.08240647405066527,0.5948730727437082,0.0023794922909748327,0.21525386301445515,0.488,0.512,40.244267891127095,0.1472939667068809,-3.172299083497059,-0.012689196333988234,0.5490566738754857,0.508,0.492,27.715491850282287,0.10143866313841839,5.774841575868989,0.023099366303475956,0.7795603768652386,0.536,0.464,40.300037965692624,0.14749808510527043,5.771956442415748,0.023087825769662992,0.5310348025364328,0.548,0.452,46.90964394817982,0.17168923416937643,31.888040822513133,0.12755216329005253,0.7845419925808923,0.732,0.268,43.8036971194806,0.160321472926523,-4.583327720681963,-0.01833331088272785,1.2108682262779737,0.38,0.62,0.053033904255918154,0.46155923407729016,0.46155923407729016,0.46155923407729016,0.04536783966578693,0.39333706137737884,0.39333706137737884,0.39333706137737884,0.07526644702918928,0.5775391968169858,0.5775391968169858,0.5775391968169858,0.05639787088875385,0.4926913709706904,0.4926913709706904,0.4926913709706904,0.029515381277784,0.12889044804921967,0.12889044804921967,0.12889044804921967,0.004346911741456204,0.14034682222413003,0.14034682222413003,0.14034682222413003,-0.018849660694088867,-0.3096795636863162,0.0,0.3096795636863162,-0.007689634615888867,-0.024792094520984437,0.0,0.024792094520984437,-0.11875921000122615,-0.2960765036509219,0.0,0.2960765036509219,0.22883558195925263,0.27569417927735573,0.27569417927735573,0.27569417927735573,1.0,1.0,1.0,1.0,0.7429751087558161,2.8912950909399107,2.8912950909399107,2.8912950909399107,0.0594260914124167,0.5119694994133244,0.5119694994133244,0.5119694994133244,-0.02558424497468954,-0.07719943576101616,0.0,0.07719943576101616,4.295879718266486,2.8912950909399107,2.4370963626556694,1.8587833556108162,1.0,0.07526644702918928
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,analysis_outputs/submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,0.5779449757,0.001786026300000021,Stage2 broad residual OOF gain mostly did not transfer to public; still slightly better than 0.578 anchor.,True,113.37174840587065,3.5001321376992722,0.38783655152944757,0.06478385623192609,0.0006409597992891119,0.484,0.516,1649.0,1562.0,1503.0,250.0,0.4534869936234826,0.6195378115990255,1.0082004318635738,0.9761331864122088,0.9914197036726039,0.039469482848035774,0.1334285478588474,18.477558993207204,0.16298204140821376,7.504102603977871,0.030016410415911483,0.38783655152944757,0.66,0.34,6.5743421907427555,0.05798924584991512,-0.07113825650160388,-0.0002845530260064155,0.07711810601126623,0.396,0.604,21.390228374082138,0.18867335711808167,2.359105463651557,0.009436421854606228,0.3755336781291603,0.504,0.496,14.697470493211892,0.12963962098030785,1.4842678469100083,0.005937071387640033,0.15925859514744467,0.528,0.472,15.156636042266609,0.13368970890354342,0.9522336938592165,0.003808934775436866,0.16635537136384704,0.508,0.492,20.611366152342857,0.18180337202310937,-9.968387095485681,-0.03987354838194273,0.2227584719178096,0.316,0.684,16.464146160017197,0.14522265371682885,-1.13850460765542,-0.00455401843062168,0.2431134225698368,0.476,0.524,0.27014094945961636,0.9430345886695981,0.9430345886695981,0.9430345886695981,0.26331583736044495,0.9157082073388891,0.9157082073388891,0.9157082073388891,0.10761059016396357,0.3312061699902806,0.3312061699902806,0.3312061699902806,0.2750955433350891,0.9639603222615744,0.9639603222615744,0.9639603222615744,0.1204127492192902,0.21091533843438007,0.21091533843438007,0.21091533843438007,0.03682449289485283,0.47689403743072595,0.47689403743072595,0.47689403743072595,0.04963028837129653,0.3270537735682203,0.3270537735682203,0.3270537735682203,0.01476737544306729,0.019097397497124073,0.019097397497124073,0.019097397497124073,0.9999999999999999,1.0,1.0,1.0,0.07064711370439838,0.03413986679979587,0.03413986679979587,0.03413986679979587,-0.11875921000122615,-0.04763549213193844,0.0,0.04763549213193844,0.2439752618807449,0.3808266249546141,0.3808266249546141,0.3808266249546141,0.23029527105055997,0.7958208230732672,0.7958208230732672,0.7958208230732672,-0.07983991923126517,-0.0966328896489968,0.0,0.0966328896489968,1.9720330012541345,1.0,3.9497301113336096,-1.9776971100794751,0.9999999999999999,0.2750955433350891
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,analysis_outputs/submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,0.5783033652,0.0021444158000000213,Ordinal Q2/Q3 nearest feasible-count correction improved OOF but missed public-best; strong CV-public overfit signal for this count shift.,True,199.2888667079476,7.24297591910751,1.5551572851759439,0.11387935240454149,0.009605747612714802,0.5342857142857143,0.4657142857142857,1729.0,1660.0,1577.0,250.0,0.7971554668317905,1.2748709857595009,2.132541114211481,0.948606061706686,0.9836005172021788,0.0498808868586598,0.16632347203411588,36.08428334069333,0.18106522424844668,7.706901862812741,0.030827607451250964,1.0240938411445215,0.532,0.468,5.864950101638033,0.02942939160887978,2.9929791346221104,0.011971916538488442,0.11314879938868216,0.58,0.42,44.99428306431268,0.2257741930473747,-3.5480101109072675,-0.01419204044362907,0.8751916245642376,0.52,0.48,22.385925080514117,0.11232902996693779,2.867836501067293,0.011471346004269172,1.5551572851759439,0.596,0.404,24.999509564464084,0.1254435833643441,0.3943001852313248,0.0015772007409252994,0.9081446409390856,0.512,0.488,34.46672787320205,0.1729485868556426,8.618615836380593,0.03447446334552237,1.010262183683016,0.58,0.42,30.493187683123317,0.1530099909083745,-2.2225650869558953,-0.008890260347823581,0.757067517394369,0.42,0.58,-0.00783638083305227,-0.056608980684548255,0.0,0.056608980684548255,-0.008503652211126898,-0.061195320917483045,0.0,0.061195320917483045,-0.008186478015100999,-0.052140249658313646,0.0,0.052140249658313646,-0.013868199031725518,-0.10056069598209759,0.0,0.10056069598209759,-0.008641974560444146,-0.03132429292791936,0.0,0.03132429292791936,-0.012274051365613181,-0.3289316435575726,0.0,0.3289316435575726,0.06155826983596042,0.8394433090926318,0.8394433090926318,0.8394433090926318,0.0052294610504733776,0.013994597267504232,0.013994597267504232,0.013994597267504232,0.07064711370439838,0.14619315019682608,0.14619315019682608,0.14619315019682608,0.9999999999999999,1.0,1.0,1.0,0.22883558195925263,0.18994134626958706,0.18994134626958706,0.18994134626958706,0.7073448253536957,2.2847847577066176,2.2847847577066176,2.2847847577066176,-0.009768796389743296,-0.06985603589190806,0.0,0.06985603589190806,0.007611263767393606,0.019063131835786992,0.019063131835786992,0.019063131835786992,4.4934202923689535,2.2847847577066176,0.019063131835786992,4.474357160533167,0.9999999999999999,0.007611263767393606
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,,,0.5775263072,0.0013673577999999686,Raw timeline JEPA rescue current public control/best anchor.,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,
submission_jepa_latent_q2_w0p45.csv,,,0.5798012862,0.0036423368000000345,Direct JEPA latent Q2 movement failed public; bad-axis anchor.,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,
submission_jepa_latent_residual_probe.csv,,,0.5812273278,0.005068378399999962,Direct latent residual probe failed public strongly; collapse/risk anchor.,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,
submission_lejepa_targetwise_strict_best_scale0p5.csv,,,0.5802468192,0.004087869799999977,LeJEPA target-wise strict scale0.5 improved OOF/geometry but failed public; new bad-axis anchor.,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,
submission_mixmin_0c916bb4.csv,submission_mixmin_0c916bb4.csv,analysis_outputs/submission_mixmin_0c916bb4.csv,0.5763066405,0.00014769110000001362,Previous public frontier; validates anchor-loss/binary-world mixmin sensor despite old selector veto.,True,25.16919899932402,1.1372109553415843,0.17209235472968332,0.014382399428185155,0.0002875240189518445,0.2885714285714286,0.2937142857142857,915.0,801.0,727.0,249.0,0.10067679599729609,0.18770101764858144,0.2651689845639227,0.8530581950008302,0.9718364382350128,0.048841337088350506,0.17434475906109578,0.8243482637966416,0.03275226453645908,-0.42018904694443016,-0.0016807561877777207,0.023459001777274335,0.084,0.196,0.13844039991527238,0.005500389580097107,0.019041433161460314,7.616573264584125e-05,0.019782649997467816,0.024,0.02,7.356092772595756,0.29226566855756203,1.6928127624490321,0.006771251049796129,0.17209235472968332,0.524,0.392,3.891819029496917,0.15462625686266143,-0.3962563517212666,-0.0015850254068850663,0.027042830763653436,0.468,0.532,3.91602815037035,0.15558811190119815,-0.27876200520862476,-0.001115048020834499,0.04604883630607104,0.476,0.524,2.557050822474853,0.10159444575663805,0.6737950329541542,0.002695180131816617,0.08133435661976707,0.216,0.144,6.485419560674233,0.25767286280538426,-0.7872747915245976,-0.00314909916609839,0.16929496819948486,0.228,0.248,0.884504964058964,1.0032151208105078,1.0032151208105078,1.0032151208105078,0.9073018408652122,1.0251525880398706,1.0251525880398706,1.0251525880398706,1.0,1.0,1.0,1.0,0.8820924425338905,1.0042603106872123,1.0042603106872123,1.0042603106872123,0.4188364963429656,0.23836188134112418,0.23836188134112418,0.23836188134112418,0.16100692978438705,0.6774640916039064,0.6774640916039064,0.6774640916039064,0.18738823274879354,0.4012095627420859,0.4012095627420859,0.4012095627420859,-0.0009275421129507715,-0.00038972754586311077,0.0,0.00038972754586311077,0.10761059016396357,0.03496323488109041,0.03496323488109041,0.03496323488109041,-0.008186478015100999,-0.0012853490869514097,0.0,0.0012853490869514097,0.07526644702918928,0.009808923930392427,0.009808923930392427,0.009808923930392427,0.1418229699560088,0.0719257967480672,0.0719257967480672,0.0719257967480672,0.9424522277814535,1.0581475197943997,1.0581475197943997,1.0581475197943997,-0.3075357365434917,-0.12093640698105979,0.0,0.12093640698105979,0.7562693996427602,0.4012095627420859,5.0907755393319905,-4.33450613968923,0.4188364963429656,1.0
submission_e72_topabs50_q2s3_gate_4e48cba2.csv,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,analysis_outputs/submission_e72_topabs50_q2s3_gate_4e48cba2.csv,0.5764077772,0.0002488278000000177,E72/E73 sparse Q2/S3 gate sensor worsened versus mixmin; later audits show broad all-target contamination and sub-margin pure Q2/S3.,True,27.982368331805375,1.1162027209261793,0.16929496819948597,0.015989924761031643,0.00024705338198529567,0.37485714285714283,0.35428571428571426,1215.0,1057.0,907.0,250.0,0.1119294733272215,0.19020453106399837,0.26394170636500175,0.8972605052458092,0.981154124313101,0.04376774102851986,0.15480796693967058,2.52504978862832,0.09023717216095298,-0.4935451577505775,-0.00197418063100231,0.03462996167774823,0.348,0.444,0.9430781148831828,0.03370258384495852,0.0184236108082986,7.369444323319441e-05,0.04091647005825305,0.08,0.08,7.485787567502045,0.26751801272637576,1.7963078413745026,0.007185231365498011,0.15810773934506783,0.556,0.428,3.750007202440557,0.13401321710779626,-0.3621829367379488,-0.0014487317469517953,0.04029076466030812,0.528,0.472,4.985226051173978,0.17815597279189768,0.3410674334338776,0.0013642697337355103,0.05358483136036141,0.548,0.452,1.23678941308652,0.04419888261140348,0.4591670680031037,0.0018366682720124148,0.031161837837453632,0.216,0.144,7.056430194090772,0.25217415875661525,-1.3268944406569882,-0.005307577762627953,0.16929496819948597,0.348,0.46,0.8597969857967458,0.9571758994250366,0.9571758994250366,0.9571758994250366,0.8654680803957813,0.9598200494564039,0.9598200494564039,0.9598200494564039,0.921125854314662,0.9041094619007145,0.9041094619007145,0.9041094619007145,0.8596940329585459,0.9606786795886466,0.9606786795886466,0.9606786795886466,0.4048285504177909,0.22613379023800445,0.22613379023800445,0.22613379023800445,0.14516910881065048,0.5995397257208188,0.5995397257208188,0.5995397257208188,0.17166087269380445,0.36074665969985303,0.36074665969985303,0.36074665969985303,0.004352231198113506,0.0017949049928714924,0.0017949049928714924,0.0017949049928714924,0.11808392055749146,0.03765731927782076,0.03765731927782076,0.03765731927782076,-0.010877110515869213,-0.0016762530331764535,0.0,0.0016762530331764535,0.19958302339260126,0.025529692878331515,0.025529692878331515,0.025529692878331515,0.22208974650583949,0.11055252240069403,0.11055252240069403,0.11055252240069403,0.8982837895884348,0.9899254221804062,0.9899254221804062,0.9899254221804062,-0.2940278158545449,-0.11348851991677164,0.0,0.11348851991677164,0.7624148894875753,0.36074665969985303,4.771709512551208,-4.009294623063633,0.4048285504177909,0.921125854314662
submission_e95_hardtail_541e3973.csv,submission_e95_hardtail_541e3973.csv,analysis_outputs/submission_e95_hardtail_541e3973.csv,0.5762913298,0.0001323803999999651,Previous public frontier; validates E72-adverse hard-tail localization with E86-to-E85 fallback.,True,15.67796113343983,1.0026451100230787,0.17209235472968332,0.008958834933394189,0.0004149478052750516,0.15428571428571428,0.13885714285714285,487.0,388.0,357.0,242.0,0.06271184453375932,0.13174892877392036,0.22976297095563153,0.5635310175238023,0.943519651904464,0.06605017525179678,0.21868767059988561,0.8243482637966265,0.05258006808285536,-0.42018904694444625,-0.0016807561877777851,0.023459001777274335,0.084,0.196,2.220446049250313e-16,1.416284955901747e-17,-2.220446049250313e-16,-8.881784197001253e-19,2.220446049250313e-16,0.0,0.0,7.356092772595755,0.46919957958728453,1.692812762449031,0.006771251049796124,0.17209235472968332,0.524,0.392,2.9976021664879227e-15,1.9119846904673583e-16,2.9976021664879227e-15,1.199040866595169e-17,1.7763568394002505e-15,0.0,0.0,0.47383603597301116,0.030223064844978918,-0.0713879932522162,-0.0002855519730088648,0.02135885040269403,0.096,0.06,0.5382645004001958,0.03433255739179764,0.3121977285035668,0.0012487909140142673,0.02200776788037867,0.148,0.076,6.485419560674238,0.41366473009308335,-0.7872747915245978,-0.003149099166098391,0.16929496819948486,0.228,0.248,1.0000000000000002,1.0,1.0,1.0,0.9963127892784913,0.9925185464753388,0.9925185464753388,0.9925185464753388,0.884504964058964,0.7798417460184223,0.7798417460184223,0.7798417460184223,0.997610583366251,1.0013812403026852,1.0013812403026852,1.0013812403026852,0.4617368214079525,0.23168237726235427,0.23168237726235427,0.23168237726235427,0.182615805539114,0.677464091603906,0.677464091603906,0.677464091603906,0.21253776541045666,0.40120956274208586,0.40120956274208586,0.40120956274208586,-0.005954339482189661,-0.00220580574277099,0.0,0.00220580574277099,0.27014094945961636,0.07738436474307407,0.07738436474307407,0.07738436474307407,-0.00783638083305227,-0.0010847901484541457,0.0,0.0010847901484541457,0.053033904255918154,0.006093681575342314,0.006093681575342314,0.006093681575342314,0.1762279742762852,0.0787987194605191,0.0787987194605191,0.0787987194605191,0.9892087839115512,0.9792217299070715,0.9792217299070715,0.9792217299070715,-0.3522837702413113,-0.12214067426440181,0.0,0.12214067426440181,0.7951687057833756,0.40120956274208586,4.752963262703518,-3.9577945569201423,0.4617368214079525,1.0000000000000002
