role,family,basename,file,reason,local_mean,local_p90,local_bad_axis,bad_axis_margin,p90_margin,variant,counter_weight,veto_strength,move_l2,move_l1,changed_rows,changed_cells,row_entropy,abs_Q1,share_Q1,abs_Q2,share_Q2,abs_Q3,share_Q3,abs_S1,share_S1,abs_S2,share_S2,abs_S3,share_S3,abs_S4,share_S4,cos_final9,poscos_final9,cos_stage2,poscos_stage2,cos_ordinal,poscos_ordinal,cos_mixmin,poscos_mixmin,cos_e72,poscos_e72,cos_e95,poscos_e95,cos_e101,poscos_e101,cos_e176,poscos_e176,cos_e216,poscos_e216,cos_e256,poscos_e256,cos_e267,poscos_e267,cos_e323,poscos_e323,public_loss_weighted_pos_cos,public_loss_weighted_abs_cos,severe_loss_weighted_pos_cos,max_severe_pos_cos,max_mild_pos_cos,public_loss_weighted_pos_cos_null_p10,public_loss_weighted_pos_cos_null_median,public_loss_weighted_pos_cos_null_p90,public_loss_weighted_pos_cos_dominance_lower_is_better,severe_loss_weighted_pos_cos_null_p10,severe_loss_weighted_pos_cos_null_median,severe_loss_weighted_pos_cos_null_p90,severe_loss_weighted_pos_cos_dominance_lower_is_better,max_severe_pos_cos_null_p10,max_severe_pos_cos_null_median,max_severe_pos_cos_null_p90,max_severe_pos_cos_dominance_lower_is_better,poscos_e323_null_p10,poscos_e323_null_median,poscos_e323_null_p90,poscos_e323_dominance_lower_is_better,poscos_e216_null_p10,poscos_e216_null_median,poscos_e216_null_p90,poscos_e216_dominance_lower_is_better,poscos_e267_null_p10,poscos_e267_null_median,poscos_e267_null_p90,poscos_e267_dominance_lower_is_better,poscos_e256_null_p10,poscos_e256_null_median,poscos_e256_null_p90,poscos_e256_dominance_lower_is_better,public_analog_survival_score,public_analog_risk_score
e344_nullsafe_top5,e344,submission_e344_counteraxis_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_10_cellveto_e131968c.csv,analysis_outputs/submission_e344_counteraxis_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_10_cellveto_e131968c.csv,strict and movement-null-safe neighborhood row,-0.0002490491022177,-5.011627886457851e-05,0.0146711325183864,0.00032886748161359974,1.1627886457850703e-07,cellveto,0.1,,0.4416701749740641,4.638905725690548,250,834,0.8327464020411297,2.2302075684716782,0.48076156325406,1.0247325000948053,0.22089961742907432,0.22828197926818733,0.04921030794049087,1.1189028484412362,0.24119973860310234,2.0191604985231315e-10,4.352665516223923e-11,0.0367808290589347,0.007928772696377996,1.5378992935903557e-10,3.3152199775758373e-11,-0.0048703758933534525,0.0,-0.017929016984802416,0.0,0.030048342397953332,0.030048342397953332,-0.01476930647117792,0.0,-0.0031103831584249385,0.0,-0.010284367484005453,0.0,-0.010473643965528967,0.0,-0.01337890211277238,0.0,-0.006116368347657987,0.0,-0.018162409267399128,0.0,-0.057682244890881675,0.0,-0.05167085185301208,0.0,0.006914994834904376,0.019272171924068614,0.0078552331087995,0.030048342397953332,0.0,0.001993903415451521,0.009265074916113204,0.01588217537986039,0.6160714285714286,0.0013142302615316826,0.008974142050476003,0.015870661023497913,0.5625,0.008169893328326648,0.03016596402049942,0.05167085185301208,0.5,0.0,0.0,0.05167085185301208,0.44642857142857145,0.0,0.0014267659730077737,0.012137784341965817,0.5892857142857143,0.0,7.2653250598111095e-06,0.057682244890881675,0.5089285714285714,0.0,0.0,0.018162409267399128,0.4732142857142857,0.5280612244897959,0.044818570341657205
e344_nullsafe_top3,e344,submission_e344_counteraxis_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_10_cellveto_bdadf4e2.csv,analysis_outputs/submission_e344_counteraxis_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_10_cellveto_bdadf4e2.csv,strict and movement-null-safe neighborhood row,-0.0002497195224705,-5.018126641484368e-05,0.0146974855620184,0.00030251443798159916,1.8126641484367425e-07,cellveto,0.1,,0.44236965990765115,4.581587125942855,108,136,0.8231828191129401,2.226072646794957,0.4858736908416562,1.0247325000000038,0.22366321360502298,0.2282819791478912,0.049825960496355876,1.1025000000000027,0.24063713505674653,0.0,0.0,0.0,0.0,0.0,0.0,-0.004712967081977604,0.0,-0.0176699046921242,0.0,0.030109658808039428,0.030109658808039428,-0.014877140405338576,0.0,-0.003196699223251314,0.0,-0.010251455454615794,0.0,-0.010472804883258307,0.0,-0.013314579155124748,0.0,-0.006106697007645815,0.0,-0.01813369045399603,0.0,-0.057591036419344474,0.0,-0.056829554807114074,0.0,0.00692910551872929,0.019682831071061405,0.007871262435417326,0.030109658808039428,0.0,0.0011718099742885173,0.00818533288182379,0.012753725552332113,0.5446428571428571,0.0007252678223338713,0.008045793443620532,0.013103502972098202,0.5178571428571429,0.004261329170412285,0.027289458482793096,0.056829554807114074,0.45535714285714285,0.0,0.004438497382118864,0.056829554807114074,0.5714285714285714,0.0,0.00011560042325746803,0.019468952349614724,0.5,0.0,0.0,0.057591036419344474,0.45535714285714285,0.0,0.0,0.01813369045399603,0.375,0.4885204081632653,0.04491002676218604
e344_nullsafe_top6,e344,submission_e344_counteraxis_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_10_cellveto_9fdf1eb9.csv,analysis_outputs/submission_e344_counteraxis_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_10_cellveto_9fdf1eb9.csv,strict and movement-null-safe neighborhood row,-0.0002496450485156,-5.0106014816578314e-05,0.0146817231410287,0.0003182768589712996,1.0601481657831162e-07,cellveto,0.1,,0.441697357827304,4.645835725690548,250,834,0.8328216037417008,2.2302075684716782,0.48004443121796014,1.031662500094805,0.22206176907842318,0.22828197926818733,0.049136902970069354,1.1189028484412362,0.24083995098097963,2.0191604985231315e-10,4.346172826036747e-11,0.0367808290589347,0.007916945675787913,1.5378992935903557e-10,3.310274801766553e-11,-0.004854249809202016,0.0,-0.017794821350207005,0.0,0.030047460090001595,0.030047460090001595,-0.014768397541379843,0.0,-0.0029700045544406983,0.0,-0.010283734565453803,0.0,-0.010472999398560756,0.0,-0.013379245310765495,0.0,-0.006115991935301857,0.0,-0.018161291519925998,0.0,-0.05767869502133948,0.0,-0.05166767193441418,0.0,0.006914791790262239,0.01923812186267319,0.007855002455988679,0.030047460090001595,0.0,0.0009257143655877874,0.00733450829641893,0.012323330072410951,0.5267857142857143,0.00014665895678589493,0.0074535930355259655,0.012739472805826754,0.4732142857142857,0.001064710294282051,0.026134257713136017,0.05166767193441418,0.44642857142857145,0.0,0.0,0.05166767193441418,0.42857142857142855,0.0,0.0,0.011430745072473693,0.4642857142857143,0.0,7.2648810596643725e-06,0.05767869502133948,0.5178571428571429,0.0,3.5818521593702675e-13,0.018161291519925998,0.5178571428571429,0.48214285714285715,0.04481725433625251
e344_nullsafe_top2,e344,submission_e344_counteraxis_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_10_cellveto_8de06933.csv,analysis_outputs/submission_e344_counteraxis_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_10_cellveto_8de06933.csv,strict and movement-null-safe neighborhood row,-0.0002457578448317,-5.350930631163162e-05,0.014839096175915,0.0001609038240849986,3.5093063116316208e-06,cellveto,0.1,,0.44116266607106963,4.548931068742438,107,135,0.8213690467358858,2.226072646794957,0.4893617012776301,1.0247325000000038,0.22526885646633202,0.19562592194747466,0.04300481123832744,1.1025000000000027,0.24236463101749064,0.0,0.0,0.0,0.0,0.0,0.0,-0.0054068886474381225,0.0,-0.01445618631552265,0.0,0.034280331291440716,0.034280331291440716,-0.014917843343633717,0.0,-0.004132856627419375,0.0,-0.010279502804270079,0.0,-0.010501457831293075,0.0,-0.013942593636386625,0.0,-0.006123404553902488,0.0,-0.018183303112309514,0.0,-0.04637084432173396,0.0,-0.05698503695860718,0.0,0.007888898185454296,0.020044299003117716,0.008961559002984537,0.034280331291440716,0.0,0.0010677702810994606,0.008278307223864679,0.014704627919938347,0.5446428571428571,0.0005255966838379516,0.0077240992090690744,0.016446048202030206,0.45535714285714285,0.004588605094196128,0.028127985135530865,0.05698503695860718,0.36607142857142855,0.0,0.0032664642288943524,0.05698503695860718,0.5625,0.0,0.0009782984964461757,0.012084238421840627,0.5892857142857143,0.0,0.0,0.04637084432173396,0.4732142857142857,0.0,0.0,0.018183303112309514,0.375,0.4808673469387755,0.05113078847987955
e345_nullsafe_top6,e345,submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_45_q1s1_counter_20f213b3.csv,analysis_outputs/submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_45_q1s1_counter_20f213b3.csv,strict and movement-null-safe neighborhood row,-0.0002480507395766,-5.163148529846474e-05,0.0146439782717327,0.00035602172826729866,1.6314852984647358e-06,q1s1_counter,0.105,0.45,0.4468647530017678,4.66974117236192,107,135,0.8228780170212864,2.2333684124377964,0.4782638544627725,1.038592500000004,0.22240900762267926,0.19605525992412,0.041984181282774334,1.2017250000000002,0.25734295663155976,0.0,0.0,0.0,0.0,0.0,0.0,-0.004151193141438764,0.0,-0.015110692733557016,0.0,0.034084266747296504,0.034084266747296504,-0.014492461382788365,0.0,-0.0028634617569759852,0.0,-0.010192924922664997,0.0,-0.010411877943401886,0.0,-0.013857595543502733,0.0,-0.006066332973517032,0.0,-0.017951280393270652,0.0,-0.04585839000968396,0.0,-0.05274584046795977,0.0,0.00784377804897191,0.019356239750993248,0.008910303839613921,0.034084266747296504,0.0,0.0011439328461298494,0.008817285246232008,0.015306115056067196,0.5625,0.0007947709402864736,0.00911926374027631,0.015685675053913408,0.5178571428571429,0.0028642491998367107,0.02838883857671991,0.05274584046795977,0.39285714285714285,0.0,0.00025027500445858465,0.05274584046795977,0.5,0.0,0.0007489300375538902,0.01916103691449273,0.5625,0.0,0.0,0.04585839000968396,0.44642857142857145,0.0,0.0,0.017951280393270652,0.375,0.4795918367346939,0.05083834863588234
e345_nullsafe_top3,e345,submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_35_joint_cellveto_61d91c4c.csv,analysis_outputs/submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_35_joint_cellveto_61d91c4c.csv,strict and movement-null-safe neighborhood row,-0.0002465802797464,-5.188773301777056e-05,0.0146558258772986,0.0003441741227014003,1.8877330177705573e-06,joint_cellveto,0.105,0.35,0.44602766680710504,4.63066162055218,107,135,0.8222820826037436,2.229720529616376,0.48151230047122573,1.0254255000000034,0.22144254623327578,0.19584059093579934,0.04229214029946851,1.1796750000000016,0.25475301299581404,0.0,0.0,0.0,0.0,0.0,0.0,-0.004495539969258599,0.0,-0.014555723399017086,0.0,0.03428930627099929,0.03428930627099929,-0.014759309093631785,0.0,-0.0036689169249689278,0.0,-0.010189717384594623,0.0,-0.01040916639366762,0.0,-0.013847183331945866,0.0,-0.0060671660830057495,0.0,-0.017984970610520564,0.0,-0.04590475712730691,0.0,-0.05459920342021344,0.0,0.007890963588479495,0.019582091855052823,0.008963905240778476,0.03428930627099929,0.0,0.0008892860867566686,0.0091362561070292,0.016515647442694237,0.5803571428571429,0.00022934979568125998,0.009380709257875864,0.018311550257831398,0.5267857142857143,0.0012506907457829613,0.02940897614798934,0.05459920342021344,0.4107142857142857,0.0,0.0,0.05459920342021344,0.4732142857142857,0.0,0.0004128627165424962,0.011283198843018306,0.5357142857142857,0.0,0.0,0.04590475712730691,0.4732142857142857,0.0,0.0,0.017984970610520564,0.3482142857142857,0.4783163265306122,0.05114417510025726
e344_nullsafe_top4,e344,submission_e344_counteraxis_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_10_cellveto_1860f60a.csv,analysis_outputs/submission_e344_counteraxis_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_10_cellveto_1860f60a.csv,strict and movement-null-safe neighborhood row,-0.0002503154716311,-5.017100584605437e-05,0.0147080761846608,0.00029192381533920016,1.710058460543693e-07,cellveto,0.1,,0.44239679978138513,4.588517125942854,108,136,0.823269549164726,2.226072646794957,0.4851398797682499,1.031662500000003,0.22483570872317296,0.2282819791478912,0.04975070875450504,1.1025000000000027,0.24027370275385415,0.0,0.0,0.0,0.0,0.0,0.0,-0.004696876623403553,0.0,-0.017535938862337817,0.0,0.03010877705268318,0.03010877705268318,-0.014876227732117785,0.0,-0.003056537568758521,0.0,-0.01025082655493396,0.0,-0.01047216240437439,0.0,-0.013314927056335602,0.0,-0.006106322377933753,0.0,-0.018132578000041803,0.0,-0.05758750336156151,0.0,-0.05682606846317424,0.0,0.006928902601255396,0.019648811523251326,0.007871031927065933,0.03010877705268318,0.0,0.001595960963498507,0.007299874179561969,0.014178113938120669,0.5089285714285714,0.0008527476586053105,0.007086391905623661,0.014386359104329975,0.4642857142857143,0.004023102752999097,0.025156572538282497,0.05682606846317424,0.4375,0.0,9.984652660987659e-05,0.05682606846317424,0.5,0.0,0.0004362934132517257,0.009053604384968189,0.5357142857142857,0.0,3.7250423747120066e-05,0.05758750336156151,0.5,0.0,0.0,0.018132578000041803,0.375,0.4744897959183673,0.04490871158100451
e345_nullsafe_top1,e345,submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_35_q1q2s1_counter_61d91c4c.csv,analysis_outputs/submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_35_q1q2s1_counter_61d91c4c.csv,strict and movement-null-safe neighborhood row,-0.0002465802797464,-5.188773301777247e-05,0.0146558258772985,0.0003441741227014992,1.8877330177724682e-06,q1q2s1_counter,0.105,0.35,0.44602766680710487,4.630661620552176,107,135,0.8222820826037436,2.229720529616376,0.4815123004712262,1.0254255000000034,0.221442546233276,0.19584059093579512,0.042292140299467644,1.1796750000000016,0.25475301299581427,0.0,0.0,0.0,0.0,0.0,0.0,-0.0044955399692588865,0.0,-0.01455572339901698,0.0,0.034289306270999555,0.034289306270999555,-0.01475930909363179,0.0,-0.0036689169249689325,0.0,-0.010189717384594626,0.0,-0.010409166393667625,0.0,-0.01384718333194588,0.0,-0.006067166083005752,0.0,-0.017984970610519506,0.0,-0.04590475712730639,0.0,-0.05459920342021346,0.0,0.007890963588479556,0.01958209185505291,0.008963905240778546,0.034289306270999555,0.0,0.002095618198709177,0.008025938085655033,0.012676971935147613,0.5089285714285714,0.0007704710096332238,0.008138507882644998,0.014016847889422066,0.44642857142857145,0.005453595347479359,0.02710288042574656,0.05459920342021346,0.38392857142857145,0.0,0.0,0.05459920342021346,0.4732142857142857,0.0,0.0005655599629466733,0.00672379348186322,0.5357142857142857,0.0,0.0007650859479871324,0.04590475712730639,0.5178571428571429,0.0,0.0,0.017984970610519506,0.4017857142857143,0.46683673469387754,0.051144175100257656
E345_upload,e345,submission_e345_counterrefine_lifestyle_61d91c4c_uploadsafe.csv,analysis_outputs/submission_e345_counterrefine_lifestyle_61d91c4c_uploadsafe.csv,refined bad-axis-margin upload-safe candidate,,,,,,,,,0.44602766680710487,4.630661620552176,107,135,0.8222820826037436,2.229720529616376,0.4815123004712262,1.0254255000000034,0.221442546233276,0.19584059093579512,0.042292140299467644,1.1796750000000016,0.25475301299581427,0.0,0.0,0.0,0.0,0.0,0.0,-0.0044955399692588865,0.0,-0.01455572339901698,0.0,0.034289306270999555,0.034289306270999555,-0.01475930909363179,0.0,-0.0036689169249689325,0.0,-0.010189717384594626,0.0,-0.010409166393667625,0.0,-0.01384718333194588,0.0,-0.006067166083005752,0.0,-0.017984970610519506,0.0,-0.04590475712730639,0.0,-0.05459920342021346,0.0,0.007890963588479556,0.01958209185505291,0.008963905240778546,0.034289306270999555,0.0,0.0008735601223135032,0.007556080721529936,0.012717251197064013,0.45535714285714285,0.0004972386795422224,0.007285712712748706,0.013254114306142484,0.41964285714285715,0.002245882322762199,0.02647518465700291,0.05459920342021346,0.3482142857142857,0.0,0.0017505158727967292,0.05459920342021346,0.5446428571428571,0.0,0.0009037093177760754,0.014250023448593533,0.5982142857142857,0.0,0.0003086683226927724,0.04590475712730639,0.5,0.0,0.0,0.017984970610519506,0.36607142857142855,0.46173469387755095,0.051144175100257656
e345_nullsafe_top4,e345,submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_35_preserve_q2_cellve_61d91c4c.csv,analysis_outputs/submission_e345_counterrefine_e342_submission_e342_signtransfer_q2_su__ctr_submission_e315null_submission_e31__w0_105_v0_35_preserve_q2_cellve_61d91c4c.csv,strict and movement-null-safe neighborhood row,-0.0002465802797464,-5.188773301777056e-05,0.0146558258772986,0.0003441741227014003,1.8877330177705573e-06,preserve_q2_cellveto,0.105,0.35,0.44602766680710504,4.63066162055218,107,135,0.8222820826037436,2.229720529616376,0.48151230047122573,1.0254255000000034,0.22144254623327578,0.19584059093579934,0.04229214029946851,1.1796750000000016,0.25475301299581404,0.0,0.0,0.0,0.0,0.0,0.0,-0.004495539969258599,0.0,-0.014555723399017086,0.0,0.03428930627099929,0.03428930627099929,-0.014759309093631785,0.0,-0.0036689169249689278,0.0,-0.010189717384594623,0.0,-0.01040916639366762,0.0,-0.013847183331945866,0.0,-0.0060671660830057495,0.0,-0.017984970610520564,0.0,-0.04590475712730691,0.0,-0.05459920342021344,0.0,0.007890963588479495,0.019582091855052823,0.008963905240778476,0.03428930627099929,0.0,0.001759076079144174,0.007270684698400143,0.01465915562637983,0.48214285714285715,0.0010186007863647146,0.007361035689549128,0.01598449391759761,0.41964285714285715,0.0038950860977357876,0.026222487977842796,0.05459920342021344,0.30357142857142855,0.0,0.001249415069542148,0.05459920342021344,0.5446428571428571,0.0,0.0014695554653396093,0.018119307929914744,0.5535714285714286,0.0,0.0,0.04590475712730691,0.4642857142857143,0.0,0.0,0.017984970610520564,0.4107142857142857,0.4540816326530613,0.05114417510025726
