variant,family,q2_scale,s1_scale,q2_orth_alpha,q2_orth_renorm,q2_l1,s1_l1,all_l1,all_cos_e323_bad_vs_e365,all_cos_e323_bad_vs_e247,q2_cos_e323_bad_vs_e365,q2_cos_e323_bad_vs_e247,s1_cos_e323_bad_vs_e365,q2_transfer_abs_spearman,s1_transfer_abs_spearman,q2_transfer_signed_spearman,s1_transfer_signed_spearman,file,basename
e370_q20p25_s10p7_orth0p75_plain,q2s1_risk_constrained_recalibration,0.25,0.7,0.75,False,0.018874470875422766,0.07649322821963545,0.09536769909505821,-0.02571163945499332,-0.03435260383846804,0.18049620626024765,-0.07207158831329147,-0.06320046219786846,0.18117294676714826,0.197475314012705,-0.10903432054912877,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s10p7_orth0p75_plain_093d64b9.csv,submission_e370_q2s1safe_e370_q20p25_s10p7_orth0p75_plain_093d64b9.csv
e370_q20p25_s10p7_orth0p75_renorm,q2s1_risk_constrained_recalibration,0.25,0.7,0.75,True,0.01935367699771489,0.07649322821963545,0.09584690521735034,-0.025582580036813005,-0.034272559555392275,0.18049620626581697,-0.07221694347716087,-0.06320046219786846,0.18117294676714826,0.197475314012705,-0.10903432054912877,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s10p7_orth0p75_renorm_bd8dcfb9.csv,submission_e370_q2s1safe_e370_q20p25_s10p7_orth0p75_renorm_bd8dcfb9.csv
e370_q20p25_s10p7_orth1p0_plain,q2s1_risk_constrained_recalibration,0.25,0.7,1.0,False,0.019496011677962128,0.07649322821963545,0.09598923989759757,-0.02848380660718312,-0.03440360696554579,3.895498205203237e-11,-0.09190480398040629,-0.06320046219786846,0.18187644602313635,0.197475314012705,-0.1539876158018528,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s10p7_orth1p0_plain_bf05d8ef.csv,submission_e370_q2s1safe_e370_q20p25_s10p7_orth1p0_plain_bf05d8ef.csv
e370_q20p25_s10p7_orth1p0_renorm,q2s1_risk_constrained_recalibration,0.25,0.7,1.0,True,0.019353676997714897,0.07649322821963545,0.09584690521735034,-0.028502107063762223,-0.03442571081281421,3.895500771831093e-11,-0.0918490523574571,-0.06320046219786846,0.18187644602313635,0.197475314012705,-0.1539876158018528,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s10p7_orth1p0_renorm_d5256af5.csv,submission_e370_q2s1safe_e370_q20p25_s10p7_orth1p0_renorm_d5256af5.csv
e370_q20p25_s10p85_orth0p0_plain,q2s1_risk_constrained_recalibration,0.25,0.85,0.0,False,0.019353676997714894,0.09288463426670018,0.1122383112644151,-0.019440328477250447,-0.034337577448064885,0.5917345462007642,-0.0139177599713811,-0.06320046219833558,0.4284575784600711,0.197475314012705,-0.059234847659693404,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s10p85_orth0p0_plain_e8c276e8.csv,submission_e370_q2s1safe_e370_q20p25_s10p85_orth0p0_plain_e8c276e8.csv
e370_q20p25_s10p85_orth0p25_plain,q2s1_risk_constrained_recalibration,0.25,0.85,0.25,False,0.019159159790734327,0.09288463426670018,0.11204379405743452,-0.021841546500813196,-0.03458142805966489,0.48227564878949597,-0.03161284037787148,-0.06320046219833558,0.1809425430806893,0.197475314012705,-0.10885998175970815,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s10p85_orth0p25_plain_8710d8e5.csv,submission_e370_q2s1safe_e370_q20p25_s10p85_orth0p25_plain_8710d8e5.csv
e370_q20p25_s10p85_orth0p25_renorm,q2s1_risk_constrained_recalibration,0.25,0.85,0.25,True,0.019353676997714894,0.09288463426670018,0.11223831126441508,-0.02175513073164022,-0.03455365795556677,0.4822756487948758,-0.03163606738692809,-0.06320046219833558,0.1809425430806893,0.197475314012705,-0.10885998175970815,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s10p85_orth0p25_renorm_b92950bf.csv,submission_e370_q2s1safe_e370_q20p25_s10p85_orth0p25_renorm_b92950bf.csv
e370_q20p25_s10p85_orth0p5_plain,q2s1_risk_constrained_recalibration,0.25,0.85,0.5,False,0.019016815333078543,0.09288463426670018,0.11190144959977874,-0.024228359162697093,-0.034758822588141836,0.3445474129717271,-0.05137248947651716,-0.06320046219833558,0.180828109249748,0.197475314012705,-0.1091464503432055,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s10p85_orth0p5_plain_6e0dd207.csv,submission_e370_q2s1safe_e370_q20p25_s10p85_orth0p5_plain_6e0dd207.csv
e370_q20p25_s10p85_orth0p5_renorm,q2s1_risk_constrained_recalibration,0.25,0.85,0.5,True,0.0193536769977149,0.09288463426670018,0.1122383112644151,-0.024117912115470822,-0.034715845778698344,0.34454741297885993,-0.051442216707691904,-0.06320046219833558,0.180828109249748,0.197475314012705,-0.1091464503432055,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s10p85_orth0p5_renorm_c28dc160.csv,submission_e370_q2s1safe_e370_q20p25_s10p85_orth0p5_renorm_c28dc160.csv
e370_q20p25_s10p85_orth0p75_plain,q2s1_risk_constrained_recalibration,0.25,0.85,0.75,False,0.018874470875422766,0.09288463426670018,0.11175910514212296,-0.026585292454337935,-0.03486657872011464,0.18049620626024765,-0.07207158831329147,-0.06320046219833558,0.18117294676714826,0.197475314012705,-0.10903432054912877,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s10p85_orth0p75_plain_d7933f16.csv,submission_e370_q2s1safe_e370_q20p25_s10p85_orth0p75_plain_d7933f16.csv
e370_q20p25_s10p85_orth0p75_renorm,q2s1_risk_constrained_recalibration,0.25,0.85,0.75,True,0.01935367699771489,0.09288463426670018,0.11223831126441508,-0.026484129552251035,-0.03480975954378661,0.18049620626581697,-0.07221694347716087,-0.06320046219833558,0.18117294676714826,0.197475314012705,-0.10903432054912877,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s10p85_orth0p75_renorm_b9a765cb.csv,submission_e370_q2s1safe_e370_q20p25_s10p85_orth0p75_renorm_b9a765cb.csv
e370_q20p25_s10p85_orth1p0_plain,q2s1_risk_constrained_recalibration,0.25,0.85,1.0,False,0.019496011677962128,0.09288463426670018,0.11238064594466232,-0.028897038298349036,-0.03490272075229165,3.895498205203237e-11,-0.09190480398040629,-0.06320046219833558,0.18187644602313635,0.197475314012705,-0.1539876158018528,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s10p85_orth1p0_plain_0c43e7d2.csv,submission_e370_q2s1safe_e370_q20p25_s10p85_orth1p0_plain_0c43e7d2.csv
e370_q20p25_s10p85_orth1p0_renorm,q2s1_risk_constrained_recalibration,0.25,0.85,1.0,True,0.019353676997714897,0.09288463426670018,0.1122383112644151,-0.028909993962271854,-0.0349183689966383,3.895500771831093e-11,-0.0918490523574571,-0.06320046219833558,0.18187644602313635,0.197475314012705,-0.1539876158018528,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s10p85_orth1p0_renorm_98ba9bf5.csv,submission_e370_q2s1safe_e370_q20p25_s10p85_orth1p0_renorm_98ba9bf5.csv
e370_q20p25_s11p0_orth0p0_plain,q2s1_risk_constrained_recalibration,0.25,1.0,0.0,False,0.019353676997714894,0.10927604031376492,0.12862971731147982,-0.02105842061143057,-0.03478317004890989,0.5917345462007642,-0.0139177599713811,-0.06320046219866256,0.4284575784600711,0.197475314012705,-0.059234847659693404,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p0_orth0p0_plain_13ed0c06.csv,submission_e370_q2s1safe_e370_q20p25_s11p0_orth0p0_plain_13ed0c06.csv
e370_q20p25_s11p0_orth0p25_plain,q2s1_risk_constrained_recalibration,0.25,1.0,0.25,False,0.019159159790734327,0.10927604031376492,0.12843520010449927,-0.023114054672752463,-0.03496579618911002,0.48227564878949597,-0.03161284037787148,-0.06320046219866256,0.1809425430806893,0.197475314012705,-0.10885998175970815,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p0_orth0p25_plain_a9b228f3.csv,submission_e370_q2s1safe_e370_q20p25_s11p0_orth0p25_plain_a9b228f3.csv
e370_q20p25_s11p0_orth0p25_renorm,q2s1_risk_constrained_recalibration,0.25,1.0,0.25,True,0.019353676997714894,0.10927604031376492,0.12862971731147982,-0.023041132030742813,-0.034945049272424006,0.4822756487948758,-0.03163606738692809,-0.06320046219866256,0.1809425430806893,0.197475314012705,-0.10885998175970815,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p0_orth0p25_renorm_eb33a450.csv,submission_e370_q2s1safe_e370_q20p25_s11p0_orth0p25_renorm_eb33a450.csv
e370_q20p25_s11p0_orth0p5_plain,q2s1_risk_constrained_recalibration,0.25,1.0,0.5,False,0.019016815333078543,0.10927604031376492,0.12829285564684348,-0.02515388394340752,-0.03509801881767734,0.3445474129717271,-0.05137248947651716,-0.06320046219866256,0.180828109249748,0.197475314012705,-0.1091464503432055,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p0_orth0p5_plain_9dd133a9.csv,submission_e370_q2s1safe_e370_q20p25_s11p0_orth0p5_plain_9dd133a9.csv
e370_q20p25_s11p0_orth0p5_renorm,q2s1_risk_constrained_recalibration,0.25,1.0,0.5,True,0.0193536769977149,0.10927604031376492,0.12862971731147982,-0.025061854605264295,-0.03506603452602988,0.34454741297885993,-0.051442216707691904,-0.06320046219866256,0.180828109249748,0.197475314012705,-0.1091464503432055,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p0_orth0p5_renorm_485e52a4.csv,submission_e370_q2s1safe_e370_q20p25_s11p0_orth0p5_renorm_485e52a4.csv
e370_q20p25_s11p0_orth0p75_plain,q2s1_risk_constrained_recalibration,0.25,1.0,0.75,False,0.018874470875422766,0.10927604031376492,0.1281505111891877,-0.027168136206305666,-0.03517807604180975,0.18049620626024765,-0.07207158831329147,-0.06320046219866256,0.18117294676714826,0.197475314012705,-0.10903432054912877,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p0_orth0p75_plain_b55ae807.csv,submission_e370_q2s1safe_e370_q20p25_s11p0_orth0p75_plain_b55ae807.csv
e370_q20p25_s11p0_orth0p75_renorm,q2s1_risk_constrained_recalibration,0.25,1.0,0.75,True,0.01935367699771489,0.10927604031376492,0.12862971731147982,-0.0270859295211161,-0.03513588679052328,0.18049620626581697,-0.07221694347716087,-0.06320046219866256,0.18117294676714826,0.197475314012705,-0.10903432054912877,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p0_orth0p75_renorm_2967df4b.csv,submission_e370_q2s1safe_e370_q20p25_s11p0_orth0p75_renorm_2967df4b.csv
e370_q20p25_s11p0_orth1p0_plain,q2s1_risk_constrained_recalibration,0.25,1.0,1.0,False,0.019496011677962128,0.10927604031376492,0.12877205199172706,-0.02914720837711082,-0.035204883770843076,3.895498205203237e-11,-0.09190480398040629,-0.06320046219866256,0.18187644602313635,0.197475314012705,-0.1539876158018528,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p0_orth1p0_plain_43df82b8.csv,submission_e370_q2s1safe_e370_q20p25_s11p0_orth1p0_plain_43df82b8.csv
e370_q20p25_s11p0_orth1p0_renorm,q2s1_risk_constrained_recalibration,0.25,1.0,1.0,True,0.019353676997714897,0.10927604031376492,0.12862971731147982,-0.029156812352528875,-0.03521648374400717,3.895500771831093e-11,-0.0918490523574571,-0.06320046219866256,0.18187644602313635,0.197475314012705,-0.1539876158018528,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p0_orth1p0_renorm_da5bfae3.csv,submission_e370_q2s1safe_e370_q20p25_s11p0_orth1p0_renorm_da5bfae3.csv
e370_q20p25_s11p06_orth0p0_plain,q2s1_risk_constrained_recalibration,0.25,1.06,0.0,False,0.019353676997714894,0.11583260273259083,0.13518627973030573,-0.02157738045265828,-0.03491401987149401,0.5917345462007642,-0.0139177599713811,-0.06320046219876742,0.4284575784600711,0.197475314012705,-0.059234847659693404,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p06_orth0p0_plain_ad4a45d3.csv,submission_e370_q2s1safe_e370_q20p25_s11p06_orth0p0_plain_ad4a45d3.csv
e370_q20p25_s11p06_orth0p25_plain,q2s1_risk_constrained_recalibration,0.25,1.06,0.25,False,0.019159159790734327,0.11583260273259083,0.13499176252332518,-0.023519758229266562,-0.035078263885002736,0.48227564878949597,-0.03161284037787148,-0.06320046219876742,0.1809425430806893,0.197475314012705,-0.10885998175970815,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p06_orth0p25_plain_da92d7ae.csv,submission_e370_q2s1safe_e370_q20p25_s11p06_orth0p25_plain_da92d7ae.csv
e370_q20p25_s11p06_orth0p25_renorm,q2s1_risk_constrained_recalibration,0.25,1.06,0.25,True,0.019353676997714894,0.11583260273259083,0.13518627973030573,-0.02345121708538028,-0.035059618724030774,0.4822756487948758,-0.03163606738692809,-0.06320046219876742,0.1809425430806893,0.197475314012705,-0.10885998175970815,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p06_orth0p25_renorm_bd26baac.csv,submission_e370_q2s1safe_e370_q20p25_s11p06_orth0p25_renorm_bd26baac.csv
e370_q20p25_s11p06_orth0p5_plain,q2s1_risk_constrained_recalibration,0.25,1.06,0.5,False,0.019016815333078543,0.11583260273259083,0.13484941806566939,-0.02544648129810291,-0.035197010428005826,0.3445474129717271,-0.05137248947651716,-0.06320046219876742,0.180828109249748,0.197475314012705,-0.1091464503432055,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p06_orth0p5_plain_447205b5.csv,submission_e370_q2s1safe_e370_q20p25_s11p06_orth0p5_plain_447205b5.csv
e370_q20p25_s11p06_orth0p5_renorm,q2s1_risk_constrained_recalibration,0.25,1.06,0.5,True,0.0193536769977149,0.11583260273259083,0.13518627973030573,-0.02536033821816491,-0.03516829886503496,0.34454741297885993,-0.051442216707691904,-0.06320046219876742,0.180828109249748,0.197475314012705,-0.1091464503432055,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p06_orth0p5_renorm_4a19a574.csv,submission_e370_q2s1safe_e370_q20p25_s11p06_orth0p5_renorm_4a19a574.csv
e370_q20p25_s11p06_orth0p75_plain,q2s1_risk_constrained_recalibration,0.25,1.06,0.75,False,0.018874470875422766,0.11583260273259083,0.1347070736080136,-0.027349285786577766,-0.03526883983007186,0.18049620626024765,-0.07207158831329147,-0.06320046219876742,0.18117294676714826,0.197475314012705,-0.10903432054912877,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p06_orth0p75_plain_ab06e53c.csv,submission_e370_q2s1safe_e370_q20p25_s11p06_orth0p75_plain_ab06e53c.csv
e370_q20p25_s11p06_orth0p75_renorm,q2s1_risk_constrained_recalibration,0.25,1.06,0.75,True,0.01935367699771489,0.11583260273259083,0.13518627973030573,-0.027272995759986082,-0.03523099298468656,0.18049620626581697,-0.07221694347716087,-0.06320046219876742,0.18117294676714826,0.197475314012705,-0.10903432054912877,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p06_orth0p75_renorm_3f210bc8.csv,submission_e370_q2s1safe_e370_q20p25_s11p06_orth0p75_renorm_3f210bc8.csv
e370_q20p25_s11p06_orth1p0_plain,q2s1_risk_constrained_recalibration,0.25,1.06,1.0,False,0.019496011677962128,0.11583260273259083,0.13532861441055297,-0.029220063887732777,-0.03529288086903248,3.895498205203237e-11,-0.09190480398040629,-0.06320046219876742,0.18187644602313635,0.197475314012705,-0.1539876158018528,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p06_orth1p0_plain_57d97b17.csv,submission_e370_q2s1safe_e370_q20p25_s11p06_orth1p0_plain_57d97b17.csv
e370_q20p25_s11p06_orth1p0_renorm,q2s1_risk_constrained_recalibration,0.25,1.06,1.0,True,0.019353676997714897,0.11583260273259083,0.13518627973030573,-0.029228675198006798,-0.035303281871084384,3.895500771831093e-11,-0.0918490523574571,-0.06320046219876742,0.18187644602313635,0.197475314012705,-0.1539876158018528,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p06_orth1p0_renorm_52b42cfc.csv,submission_e370_q2s1safe_e370_q20p25_s11p06_orth1p0_renorm_52b42cfc.csv
e370_q20p25_s11p15_orth0p0_plain,q2s1_risk_constrained_recalibration,0.25,1.15,0.0,False,0.019353676997714894,0.12566744636082963,0.14502112335854456,-0.022253245409822153,-0.0350752479834172,0.5917345462007642,-0.0139177599713811,-0.06320046219890421,0.4284575784600711,0.197475314012705,-0.059234847659693404,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p15_orth0p0_plain_5d5611f9.csv,submission_e370_q2s1safe_e370_q20p25_s11p15_orth0p0_plain_5d5611f9.csv
e370_q20p25_s11p15_orth0p25_plain,q2s1_risk_constrained_recalibration,0.25,1.15,0.25,False,0.019159159790734327,0.12566744636082963,0.14482660615156398,-0.02404641418239987,-0.035216589932087525,0.48227564878949597,-0.03161284037787148,-0.06320046219890421,0.1809425430806893,0.197475314012705,-0.10885998175970815,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p15_orth0p25_plain_e7b8bdaf.csv,submission_e370_q2s1safe_e370_q20p25_s11p15_orth0p25_plain_e7b8bdaf.csv
e370_q20p25_s11p15_orth0p25_renorm,q2s1_risk_constrained_recalibration,0.25,1.15,0.25,True,0.019353676997714894,0.12566744636082963,0.14502112335854456,-0.023983606387469242,-0.035200558970923786,0.4822756487948758,-0.03163606738692809,-0.06320046219890421,0.1809425430806893,0.197475314012705,-0.10885998175970815,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p15_orth0p25_renorm_05c4fc56.csv,submission_e370_q2s1safe_e370_q20p25_s11p15_orth0p25_renorm_05c4fc56.csv
e370_q20p25_s11p15_orth0p5_plain,q2s1_risk_constrained_recalibration,0.25,1.15,0.5,False,0.019016815333078543,0.12566744636082963,0.1446842616939082,-0.025824498752027043,-0.0353186010672991,0.3445474129717271,-0.05137248947651716,-0.06320046219890421,0.180828109249748,0.197475314012705,-0.1091464503432055,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p15_orth0p5_plain_539b32c4.csv,submission_e370_q2s1safe_e370_q20p25_s11p15_orth0p5_plain_539b32c4.csv
e370_q20p25_s11p15_orth0p5_renorm,q2s1_risk_constrained_recalibration,0.25,1.15,0.5,True,0.0193536769977149,0.12566744636082963,0.14502112335854456,-0.02574599030858949,-0.03529394959749991,0.34454741297885993,-0.051442216707691904,-0.06320046219890421,0.180828109249748,0.197475314012705,-0.1091464503432055,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p15_orth0p5_renorm_18d049a0.csv,submission_e370_q2s1safe_e370_q20p25_s11p15_orth0p5_renorm_18d049a0.csv
e370_q20p25_s11p15_orth0p75_plain,q2s1_risk_constrained_recalibration,0.25,1.15,0.75,False,0.018874470875422766,0.12566744636082963,0.14454191723625243,-0.0275809758014201,-0.03538023490994516,0.18049620626024765,-0.07207158831329147,-0.06320046219890421,0.18117294676714826,0.197475314012705,-0.10903432054912877,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p15_orth0p75_plain_23aaa790.csv,submission_e370_q2s1safe_e370_q20p25_s11p15_orth0p75_plain_23aaa790.csv
e370_q20p25_s11p15_orth0p75_renorm,q2s1_risk_constrained_recalibration,0.25,1.15,0.75,True,0.01935367699771489,0.12566744636082963,0.14502112335854456,-0.02751225373213143,-0.03534776689721782,0.18049620626581697,-0.07221694347716087,-0.06320046219890421,0.18117294676714826,0.197475314012705,-0.10903432054912877,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p15_orth0p75_renorm_ae6668aa.csv,submission_e370_q2s1safe_e370_q20p25_s11p15_orth0p75_renorm_ae6668aa.csv
e370_q20p25_s11p15_orth1p0_plain,q2s1_risk_constrained_recalibration,0.25,1.15,1.0,False,0.019496011677962128,0.12566744636082963,0.14516345803879177,-0.0293094559707111,-0.035400851341417565,3.895498205203237e-11,-0.09190480398040629,-0.06320046219890421,0.18187644602313635,0.197475314012705,-0.1539876158018528,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p15_orth1p0_plain_8f4f2e9b.csv,submission_e370_q2s1safe_e370_q20p25_s11p15_orth1p0_plain_8f4f2e9b.csv
e370_q20p25_s11p15_orth1p0_renorm,q2s1_risk_constrained_recalibration,0.25,1.15,1.0,True,0.019353676997714897,0.12566744636082963,0.14502112335854456,-0.029316839044349598,-0.035409768841955166,3.895500771831093e-11,-0.0918490523574571,-0.06320046219890421,0.18187644602313635,0.197475314012705,-0.1539876158018528,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p25_s11p15_orth1p0_renorm_505fdf0c.csv,submission_e370_q2s1safe_e370_q20p25_s11p15_orth1p0_renorm_505fdf0c.csv
e370_q20p4_s10p7_orth0p0_plain,q2s1_risk_constrained_recalibration,0.4,0.7,0.0,False,0.03096588319634383,0.07649322821963545,0.10745911141597927,-0.009789769726997707,-0.03065681103551576,0.5917345464274026,-0.014279837854051602,-0.06320046219786846,0.4284575784600711,0.197475314012705,-0.059234847659693404,0.005292888391400691,analysis_outputs/submission_e370_q2s1safe_e370_q20p4_s10p7_orth0p0_plain_ba67b151.csv,submission_e370_q2s1safe_e370_q20p4_s10p7_orth0p0_plain_ba67b151.csv
