policy_id,q3_mode,s4_mode,q3_scale,s4_scale,delta,raw_delta,delta_vs_raw,e211_toward_delta,delta_vs_e211_toward,subject_half_delta,subject_half_win_rate,keep_abs_share,geometry_delta,geometry_win_rate,ungated_geometry_delta,geometry_keep_abs_share,geometry_vs_raw,anchor,anchor_scale,frontier_keep_abs_share,mean_abs_logit_step_vs_anchor,max_abs_logit_step_vs_anchor,q3s4_share_vs_e95,q2s3_share_vs_e95,bad_span_energy,bad_span_residual,max_bad_axis,max_bad_cos,cos_e154_axis,cos_e101_axis,cos_mixmin_axis,vs_e95_moved_cells,vs_e95_moved_rows,vs_e95_targets_moved,vs_e95_expected_delta_focus_mean,vs_e95_total_swing,vs_e95_top1_swing,vs_e95_top5_swing,vs_e95_top10_swing,vs_e95_top25_swing,vs_e95_cells_for_2e6_guard,vs_e95_cells_for_e95_edge,vs_e95_cells_to_flip_expected_focus_mean,vs_e95_top1_over_abs_expected,vs_e95_top5_over_abs_expected,vs_e95_support_prob_swing_weighted_focus_mean,vs_anchor_moved_cells,vs_anchor_moved_rows,vs_anchor_targets_moved,vs_anchor_expected_delta_focus_mean,vs_anchor_total_swing,vs_anchor_top1_swing,vs_anchor_top5_swing,vs_anchor_top10_swing,vs_anchor_top25_swing,vs_anchor_cells_for_2e6_guard,vs_anchor_cells_for_e95_edge,vs_anchor_cells_to_flip_expected_focus_mean,vs_anchor_top1_over_abs_expected,vs_anchor_top5_over_abs_expected,vs_anchor_support_prob_swing_weighted_focus_mean,is_benefit_policy,e214_frontier_gate,survival_score,submission_file
baseline_raw_raw,raw,raw,1.0,1.0,-0.0012727238597273205,-0.0012727238597273205,0.0,-0.0013179843780894984,4.5260518362177926e-05,-0.0012971056932321538,0.9,0.9999999999999944,-0.000907522493934429,0.875,-0.000907522493934429,0.999999999999973,0.0,e95,0.25,0.9999999999999275,0.00787367898519534,0.1376738837837468,0.999999999999993,1.3141338329856033e-15,0.29216517390015206,0.9563678743872017,ordinal,0.15573750907517522,0.0610734890817323,6.900468592299317e-17,3.3928641853329334e-16,500,250,"Q3,S4",-0.0001896673643074122,0.007873678985195285,7.867079073356964e-05,0.00035682067103173716,0.0006474254308893473,0.0012670677023849572,1,1,3,0.4147829597402972,1.8812971453191254,0.47405839662163884,500,250,"Q3,S4",-0.0001896673643074122,0.007873678985195285,7.867079073356964e-05,0.00035682067103173716,0.0006474254308893473,0.0012670677023849572,1,1,3,0.4147829597402972,1.8812971453191254,0.47405839662163884,False,False,0.011722800241429727,
baseline_raw_raw,raw,raw,1.0,1.0,-0.0012727238597273205,-0.0012727238597273205,0.0,-0.0013179843780894984,4.5260518362177926e-05,-0.0012971056932321538,0.9,0.9999999999999944,-0.000907522493934429,0.875,-0.000907522493934429,0.999999999999973,0.0,e95,0.5,0.9999999999999638,0.015747357970390615,0.2753477675674938,0.9999999999999966,6.570669164928043e-16,0.29216517390015223,0.9563678743872018,ordinal,0.1557375090751753,0.061073489081731526,3.4502342961496594e-17,3.91804712593194e-16,500,250,"Q3,S4",-0.00030261792310622734,0.01574735797039056,0.00015734158146713927,0.0007136413420634749,0.0012948508617786935,0.002534135404769915,1,1,2,0.5199347740282653,2.3582256289987384,0.47405839662163884,500,250,"Q3,S4",-0.00030261792310622734,0.01574735797039056,0.00015734158146713927,0.0007136413420634749,0.0012948508617786935,0.002534135404769915,1,1,2,0.5199347740282653,2.3582256289987384,0.47405839662163884,False,False,0.016795608000362276,
baseline_raw_raw,raw,raw,1.0,1.0,-0.0012727238597273205,-0.0012727238597273205,0.0,-0.0013179843780894984,4.5260518362177926e-05,-0.0012971056932321538,0.9,0.9999999999999944,-0.000907522493934429,0.875,-0.000907522493934429,0.999999999999973,0.0,e95,0.75,0.9999999999999758,0.0236210369555859,0.41302165135124047,0.9999999999999976,4.380446109952033e-16,0.2921651739001524,0.9563678743872016,ordinal,0.15573750907517533,0.06107348908173169,2.3001561974331063e-17,4.0931081061315357e-16,500,250,"Q3,S4",-0.0003382041383335267,0.023621036955585845,0.00023601237220070888,0.0010704620130952119,0.0019422762926680397,0.003801203107154872,1,1,2,0.6978399890777227,3.1651357619981413,0.47405839662163884,500,250,"Q3,S4",-0.0003382041383335267,0.023621036955585845,0.00023601237220070888,0.0010704620130952119,0.0019422762926680397,0.003801203107154872,1,1,2,0.6978399890777227,3.1651357619981413,0.47405839662163884,False,False,0.01830803507806602,
baseline_raw_raw,raw,raw,1.0,1.0,-0.0012727238597273205,-0.0012727238597273205,0.0,-0.0013179843780894984,4.5260518362177926e-05,-0.0012971056932321538,0.9,0.9999999999999944,-0.000907522493934429,0.875,-0.000907522493934429,0.999999999999973,0.0,e95,1.0,0.9999999999999818,0.031494715940781175,0.5506955351349868,0.9999999999999982,3.2853345824640274e-16,0.29216517390015245,0.9563678743872018,ordinal,0.15573750907517525,0.06107348908173151,1.72511714807483e-17,4.180638596231389e-16,500,250,"Q3,S4",-0.0002959109919867637,0.03149471594078112,0.0003146831629342783,0.0014272826841269489,0.0025897017235573853,0.005068270809539829,1,1,1,1.0634385725973785,4.823351354892528,0.4740583966216389,500,250,"Q3,S4",-0.0002959109919867637,0.03149471594078112,0.0003146831629342783,0.0014272826841269489,0.0025897017235573853,0.005068270809539829,1,1,1,1.0634385725973785,4.823351354892528,0.4740583966216389,False,False,0.016222044200701856,
baseline_raw_raw,raw,raw,1.0,1.0,-0.0012727238597273205,-0.0012727238597273205,0.0,-0.0013179843780894984,4.5260518362177926e-05,-0.0012971056932321538,0.9,0.9999999999999944,-0.000907522493934429,0.875,-0.000907522493934429,0.999999999999973,0.0,e154,0.25,0.9999999999999277,0.007873678985195342,0.1376738837837468,0.8872706043659278,0.033041069163364266,0.3135201517760317,0.9495815470144385,ordinal,0.20200472654138296,0.3599391089942531,-0.0016728524879377712,-0.007202537650725465,665,250,"Q1,Q3,S2,S3,S4",-0.0002178654722276516,0.009309012156769087,7.867079073356964e-05,0.0003521012140836744,0.0006420404860390813,0.0013144282476837243,1,1,3,0.36109802039381944,1.6161405039700711,0.47215908745152996,500,250,"Q3,S4",-0.00018802791421453088,0.007873678985195285,7.867079073356964e-05,0.00035682067103173727,0.0006474254308893474,0.0012670677023849585,1,1,3,0.4183995289327627,1.8977005224055292,0.47405839662163896,False,False,0.012989710371299118,
baseline_raw_raw,raw,raw,1.0,1.0,-0.0012727238597273205,-0.0012727238597273205,0.0,-0.0013179843780894984,4.5260518362177926e-05,-0.0012971056932321538,0.9,0.9999999999999944,-0.000907522493934429,0.875,-0.000907522493934429,0.999999999999973,0.0,e154,0.5,0.999999999999964,0.015747357970390626,0.2753477675674938,0.9385184448900017,0.018020289235425077,0.30349015753987535,0.9528345734052802,ordinal,0.18178794967225134,0.2181114429298187,-0.0008749298094560315,-0.0037670475668283663,665,250,"Q1,Q3,S2,S3,S4",-0.0003291553722218004,0.017068522624473375,0.00015734158146713927,0.0006977528088083812,0.0012891033560510385,0.0025655553074865,1,1,3,0.47801614296945183,2.1198281045773193,0.4728490121302445,500,250,"Q3,S4",-0.00029931781420867976,0.015747357970390563,0.00015734158146713927,0.0007136413420634748,0.0012948508617786933,0.002534135404769915,1,1,2,0.525667280723369,2.384226090752938,0.4740583966216389,False,False,0.017999760597577196,
baseline_raw_raw,raw,raw,1.0,1.0,-0.0012727238597273205,-0.0012727238597273205,0.0,-0.0013179843780894984,4.5260518362177926e-05,-0.0012971056932321538,0.9,0.9999999999999944,-0.000907522493934429,0.875,-0.000907522493934429,0.999999999999973,0.0,e154,0.75,0.9999999999999758,0.023621036955585904,0.41302165135124047,0.9578583419228498,0.012351751123600584,0.29979265372551345,0.95400438404245,ordinal,0.1737167526837228,0.16701164523487322,-0.0005892818625284719,-0.0025371781626619687,665,250,"Q1,Q3,S2,S3,S4",-0.00036305954167041663,0.024901709193825353,0.00023601237220070888,0.0010533935660316568,0.0019365287869403851,0.003826002359490899,1,1,2,0.6500651962342848,2.901434737632984,0.47318725783450405,500,250,"Q3,S4",-0.0003332219836572959,0.023621036955585848,0.00023601237220070888,0.0010704620130952119,0.0019422762926680397,0.003801203107154873,1,1,2,0.7082737147481758,3.2124591581452644,0.47405839662163896,False,False,0.019450415624647784,
baseline_raw_raw,raw,raw,1.0,1.0,-0.0012727238597273205,-0.0012727238597273205,0.0,-0.0013179843780894984,4.5260518362177926e-05,-0.0012971056932321538,0.9,0.9999999999999944,-0.000907522493934429,0.875,-0.000907522493934429,0.999999999999973,0.0,e154,1.0,0.9999999999999819,0.03149471594078118,0.5506955351349868,0.9679660820941921,0.009389165010119337,0.2979034936235179,0.9545959922851671,ordinal,0.1694428183246534,0.1409195866707957,-0.0004437840654606299,-0.001910731199145965,665,250,"Q1,Q3,S2,S3,S4",-0.0003190627005419844,0.03275900617178503,0.0003146831629342783,0.001410214237063394,0.0025839542178297307,0.005093070061875855,1,1,2,0.9862737399255171,4.419865545762309,0.47338322900016233,500,250,"Q3,S4",-0.00028922514252886387,0.03149471594078111,0.0003146831629342783,0.001427282684126949,0.0025897017235573857,0.005068270809539828,1,1,1,1.0880214637732395,4.934849963759669,0.474058396621639,False,False,0.017302453502022714,
baseline_q3raw_s4toward,raw,toward_binary,1.0,1.0,-0.0013179843780894984,-0.0012727238597273205,-4.5260518362177926e-05,-0.0013179843780894984,0.0,-0.0013275006339354817,0.9653846153846154,0.7520380186178688,-0.0006109539991044355,0.875,-0.000907522493934429,0.7906685995667582,0.0002965684948299935,e95,0.25,0.7505534335419319,0.005909616796945745,0.1376738837837468,0.9999999999999907,1.7508864449316917e-15,0.3350912016134778,0.9421856964533243,ordinal,0.15807763790807258,0.08687368110455256,7.683392033030917e-17,3.7947274034225345e-16,358,250,"Q3,S4",-0.0003578985549371132,0.005909616796945689,7.867079073356964e-05,0.00035682067103173716,0.0006474254308893473,0.0012670677023849572,1,1,6,0.21981309968516913,0.9969882976879708,0.46358682487104036,358,250,"Q3,S4",-0.0003578985549371132,0.005909616796945689,7.867079073356964e-05,0.00035682067103173716,0.0006474254308893473,0.0012670677023849572,1,1,6,0.21981309968516913,0.9969882976879708,0.46358682487104036,False,False,0.01874532734846846,
baseline_q3raw_s4toward,raw,toward_binary,1.0,1.0,-0.0013179843780894984,-0.0012727238597273205,-4.5260518362177926e-05,-0.0013179843780894984,0.0,-0.0013275006339354817,0.9653846153846154,0.7520380186178688,-0.0006109539991044355,0.875,-0.000907522493934429,0.7906685995667582,0.0002965684948299935,e95,0.5,0.7505534335419581,0.011819233593891426,0.2753477675674938,0.9999999999999953,8.754432224658507e-16,0.3350912016134778,0.9421856964533242,ordinal,0.15807763790807278,0.08687368110455178,3.8416960165154584e-17,4.379497316901331e-16,358,250,"Q3,S4",-0.0006543295747266438,0.011819233593891367,0.00015734158146713927,0.0007136413420634749,0.0012948508617786935,0.002534135404769915,1,1,5,0.24046228008702056,1.0906450963363676,0.46358682487104047,358,250,"Q3,S4",-0.0006543295747266438,0.011819233593891367,0.00015734158146713927,0.0007136413420634749,0.0012948508617786935,0.002534135404769915,1,1,5,0.24046228008702056,1.0906450963363676,0.46358682487104047,False,False,0.032084723238997345,
