mask_index,mask_kind,mask_name,rows,prior_name,l2o_mae,l2o_median,l2o_p80,l2o_p90,l2o_max,l2o_signed_mean,l2o_signed_abs_mean,train_solution_score_mean,train_weighted_std_rmse_mean,train_shift_mean,n_pairs,n_anchor_errors,l2o_pair_mae,l2o_pair_p90,l2o_pair_max,l2o_source_score
1478,random_rows,frac0.50_rep073,125,entropy_g075,0.000610276317714317,0.0004829406573970654,0.0011917280670099258,0.0013376334252211903,0.0018902723869949397,0.00021754780137870524,0.000610276317714317,0.0008449841299768137,0.0004044363079584324,0.011845750573580999,21,42,0.000610276317714317,0.0012034999408376155,0.0018902723869949397,0.001844420897289857
495,subject_contiguous,frac0.50_rep142,126,entropy_g075,0.0006247481253252637,0.0005004853845887527,0.0010623887008494406,0.0012531799047619766,0.0021736715859482286,0.00019547384229362283,0.0006247481253252636,0.0003624774101783299,4.1972981568418813e-11,0.012082578604642054,21,42,0.0006247481253252637,0.0012035719033704159,0.0021736715859482286,0.0018508991198305182
1297,random_rows,frac0.40_rep132,100,entropy_g075,0.0005724482844349082,0.00034779486080614925,0.0009092096385256889,0.0010240017470747472,0.00231687039426421,0.0002690076333421758,0.0005724482844349082,0.0008230644343267171,0.00039753735243521274,0.0113223336837077,21,42,0.0005724482844349082,0.001314990493894472,0.00231687039426421,0.0018517187908941772
21,global_order,rowmod4_rem3,62,entropy_g075,0.0005974673874401142,0.0004453184261928837,0.0009609406343488962,0.0011665240117159235,0.0022824197252350404,0.00031274508170654633,0.0005974673874401142,0.00033893144493843717,2.2890431761950443e-11,0.011297713904436155,21,42,0.0005974673874401142,0.001349100182457194,0.0022824197252350404,0.0018868991908097964
1520,random_rows,frac0.50_rep115,125,entropy_g075,0.0006319651259447434,0.0005133379429626553,0.0011489138930937974,0.0013390193489136136,0.002124701501734558,0.00019221562117891874,0.0006319651259447434,0.0006391901214908546,0.00021442146049812944,0.01248229818508882,21,42,0.0006319651259447434,0.0012368425128742946,0.002124701501734558,0.001902895513365227
1192,random_rows,frac0.40_rep027,100,entropy_g075,0.00063421534340895,0.0004115460276620188,0.0012781492134655752,0.0014159467698428966,0.0020679508298346895,0.00022866610391997097,0.0006342153434089501,0.0009652870548704127,0.0004727226661217776,0.01273461722738605,21,42,0.00063421534340895,0.0011382516955835919,0.0020679508298346895,0.0019278133264015475
27,subject_order,per_subject_prefix_frac0.25,64,entropy_g075,0.0006920420430606355,0.0004614882288523853,0.0014487021274948659,0.001587428242683961,0.0017404210572407016,0.00023373069612197566,0.0006920420430606355,0.0007868248202095319,0.0003206782108861723,0.01334334695645897,21,42,0.0006920420430606355,0.0011096566880278822,0.0017404210572407016,0.00194629404905165
128,subject_contiguous,frac0.25_rep099,64,entropy_g050,0.0006079088428313643,0.00022660938130642135,0.0013597463062720602,0.00184874954206809,0.001977280235808173,8.75002614767778e-05,0.0006079088428313643,0.00046654730903391547,2.0489738948762442e-11,0.015551576081577164,21,42,0.0006079088428313643,0.0012086200820381364,0.001977280235808173,0.0019564014778595054
981,random_rows,frac0.30_rep056,75,entropy_g075,0.0007111848827546415,0.00048473979635718146,0.0013693065305284413,0.0015201819330982783,0.0018108705875287444,0.00027114673719055545,0.0007111848827546415,0.00035241564041653433,2.8619991207157172e-11,0.011747186827708353,21,42,0.0007111848827546416,0.0012795753217633217,0.0018108705875287444,0.0019647482105056313
1646,random_rows,frac0.60_rep001,150,entropy_g075,0.0006110153497059389,0.0002600433127740798,0.00122936739664611,0.0014925002623936135,0.0022477382938161754,0.00020025007302110304,0.0006110153497059389,0.0014799759299305537,0.0008972310970611614,0.01317835260955914,21,42,0.0006110153497059389,0.0011143352604356216,0.0022477382938161754,0.0019919777440875527
1561,random_rows,frac0.50_rep156,125,entropy_g075,0.0006654885438076225,0.0005824515373305326,0.0011167050829446724,0.0013885190184133986,0.0021878068489948237,0.00026668585248031145,0.0006654885438076225,0.00046645039465049835,8.749545667060369e-05,0.011942043532515115,21,42,0.0006654885438076225,0.0014198390949479098,0.0021878068489948237,0.0020086072373978175
1117,random_rows,frac0.30_rep192,75,entropy_g075,0.0007099364064372933,0.0005513674034886553,0.001096053671324889,0.0014100741369216846,0.002023042593602452,0.00020778015077106896,0.0007099364064372933,0.0005593213244460803,0.00016190864622293936,0.011970016449362937,21,42,0.0007099364064372933,0.0014111465491887746,0.002023042593602452,0.0020111331920441705
200,subject_contiguous,frac0.40_rep009,101,entropy_g075,0.0006817535417516169,0.0004647153683794517,0.0014445902817940867,0.0017390337169403169,0.002091895736779213,0.00018754598708865927,0.000681753541751617,0.00038860359481675727,4.319959206140056e-11,0.0129534513383469,21,42,0.0006817535417516169,0.0012714754587931972,0.002091895736779213,0.0020355589030486643
1217,random_rows,frac0.40_rep052,100,entropy_g075,0.0006692949871813298,0.0005034972316794458,0.0012169164681786443,0.0013706293897389635,0.0023713912922819864,0.0002714022374104588,0.0006692949871813298,0.000382677343279137,4.017541212245722e-11,0.01275590979300403,21,42,0.0006692949871813298,0.00139590035289536,0.0023713912922819864,0.00204133488855275
1174,random_rows,frac0.40_rep009,100,entropy_g050,0.000631121304440728,0.00034521638333469057,0.0009915144830198968,0.0017401663239826792,0.0024161012152180217,0.0003376117104118365,0.000631121304440728,0.00037754856410540183,2.4084910222563917e-11,0.012584951132349273,21,42,0.000631121304440728,0.0012465890723732218,0.0024161012152180217,0.002086811240926747
1135,random_rows,frac0.30_rep210,75,entropy_g075,0.0006686857816480268,0.00037777390006966613,0.001188833319609938,0.0016059384947308152,0.0022874783448385114,0.0002670301852836858,0.0006686857816480268,0.0012322196245583884,0.0006781321639900326,0.013184089383160994,21,42,0.0006686857816480268,0.001184810011747713,0.0022874783448385114,0.002100961807534347
1576,random_rows,frac0.50_rep171,125,entropy_g075,0.0006690374141721197,0.00034914479901886346,0.001200824426173106,0.0016502771293780715,0.002407661807893651,0.00022430448514081845,0.0006690374141721197,0.000803161218456432,0.00032861792625703837,0.013260074833932796,21,42,0.0006690374141721197,0.0012771228688176896,0.002407661807893651,0.002113112895949272
1574,random_rows,frac0.50_rep169,125,entropy_g075,0.0006989427850866778,0.0006201934321756124,0.0011583223065824236,0.0013350645693633828,0.0025162235622382756,0.00029538535822300774,0.0006989427850866778,0.00037919610305679925,4.624447554903665e-11,0.012639868206111475,21,42,0.0006989427850866778,0.0015088610023563458,0.0025162235622382756,0.0021235717289824927
243,subject_contiguous,frac0.40_rep052,101,entropy_g050,0.000716410556597232,0.0006344411225522723,0.0010643803847326537,0.0016013963364502372,0.002360790981845894,0.00030953589801173165,0.000716410556597232,0.0003915857325703067,2.997335679427888e-11,0.013052856498289073,21,42,0.000716410556597232,0.0013106728651249347,0.002360790981845894,0.002135481718522377
799,random_rows,frac0.20_rep114,50,entropy_g050,0.0006891378469501683,0.0003268616686322444,0.0011389056041878638,0.0016059078200438266,0.002590094072992024,0.00026071582604497966,0.0006891378469501685,0.00037571464610015474,1.822468380393521e-11,0.012523820776531564,21,42,0.0006891378469501683,0.0013153073312476837,0.002590094072992024,0.0021365136842907643
1205,random_rows,frac0.40_rep040,100,entropy_g050,0.0007065187427112031,0.0004164947689169532,0.0012339616210256259,0.0016529112480126213,0.0023348695588031087,0.00033484084840060746,0.0007065187427112031,0.0005188905050126961,9.532533602041851e-05,0.013366904903849449,21,42,0.0007065187427112031,0.00124367504874658,0.0023348695588031087,0.0021379458354857574
675,single_subject,id01,27,entropy_g075,0.0007665942914562482,0.000567162673170328,0.001255294971086153,0.0014849694827752027,0.0019881234968175017,-6.061403693876152e-05,0.0007665942914562482,0.000591689995508773,2.1596461061916205e-11,0.019722998933835296,21,42,0.0007665942914562482,0.0015260268921237557,0.0019881234968175017,0.002141387770032359
1167,random_rows,frac0.40_rep002,100,entropy_g050,0.000685933635815001,0.0004343648753319363,0.001085237027768315,0.0016839371777035545,0.002485750349200253,0.0004017928280127665,0.0006859336358150011,0.0003939067769029574,2.8032763131900768e-11,0.013130224749879496,21,42,0.000685933635815001,0.0012667315241567958,0.002485750349200253,0.0021698068373842507
1002,random_rows,frac0.30_rep077,75,entropy_g075,0.0006874280257988196,0.00046495452052756295,0.0012503169594707984,0.001586439440305647,0.002235831563033132,0.0002705514797985209,0.0006874280257988196,0.001816775923423403,0.0012124519801640665,0.012177709449820363,21,42,0.0006874280257988196,0.001316458456411032,0.002235831563033132,0.002174232023606307
1146,random_rows,frac0.30_rep221,75,entropy_g050,0.0007099437105886668,0.0002610806732741759,0.0011832421076008197,0.001651747480992739,0.0027412480256529498,0.0003413935974507233,0.0007099437105886667,0.00040594553966244484,2.3203236622971557e-11,0.013531517027511547,21,42,0.0007099437105886668,0.0012782338142362786,0.0027412480256529498,0.002225400346680406
1388,random_rows,frac0.40_rep223,100,entropy_g075,0.0006355730094040579,0.0004128366099031217,0.0009210040944041992,0.0012819767333458478,0.002718607110731258,0.0003364555100535044,0.0006355730094040579,0.001969089499427035,0.001330266818769457,0.011918794667454432,21,42,0.000635573009404058,0.001519348467626535,0.002718607110731258,0.002225498840967961
1257,random_rows,frac0.40_rep092,100,entropy_g050,0.0007455130693835211,0.0006839785180409962,0.00121706275385931,0.0014732649793389565,0.0024715227201234135,0.00035295565916791785,0.0007455130693835211,0.0004901105764805949,6.540032730646073e-05,0.013641136829714589,21,42,0.0007455130693835211,0.0015002805046415496,0.0024715227201234135,0.0022274352431001228
1362,random_rows,frac0.40_rep197,100,entropy_g050,0.0007788839635533729,0.0008066528909571897,0.0011992023073138399,0.001498936241189266,0.0023453664574289417,0.00036263921581755783,0.0007788839635533727,0.00042242828198087607,3.3959974783651134e-11,0.014080941324250215,21,42,0.0007788839635533729,0.0015438870412381434,0.0023453664574289417,0.002253114318014585
179,subject_contiguous,frac0.25_rep150,64,entropy_g075,0.000765364140708537,0.0005508721294561962,0.0012251979240283145,0.001395537237871338,0.0025071231343564188,0.00033537281743363636,0.000765364140708537,0.0003722974391261171,2.363791184346669e-11,0.012409913672170985,21,42,0.000765364140708537,0.0017547301019679928,0.0025071231343564188,0.002270582172586116
800,random_rows,frac0.20_rep115,50,entropy_g050,0.0007068738297726545,0.0004429497256636058,0.001146349530921029,0.0015234246451965097,0.0027853913189819345,0.0003154099723170417,0.0007068738297726543,0.0007824320522444256,0.0003010179221447465,0.014044389744415721,21,42,0.0007068738297726545,0.0014634055330755283,0.0027853913189819345,0.002272977399967242
27,subject_order,per_subject_prefix_frac0.25,64,entropy_g050,0.0008090738546806282,0.0005327756532185891,0.0015174655629783262,0.0016661426010700024,0.0022687549492221596,0.00035778119729416933,0.0008090738546806282,0.0006578064813095622,0.0001802336369949984,0.014663124266084734,21,42,0.0008090738546806282,0.0015482506053028804,0.0022687549492221596,0.0023325595737381127
1478,random_rows,frac0.50_rep073,125,entropy_g050,0.0007642464496261913,0.0006730768792098827,0.0012543289494873781,0.0016486253192867322,0.002565495984058516,0.0003787803218588121,0.0007642464496261913,0.0007605974406555634,0.0002919078397788424,0.013562596815718034,21,42,0.0007642464496261913,0.0014862540412745437,0.002565495984058516,0.0023329610240641727
1,global_order,prefix_frac0.20,50,entropy_g075,0.0008028826926487979,0.0008046897650094628,0.0014353415145833602,0.0016299284407465479,0.002409205504236977,-0.0001303270161302474,0.0008028826926487979,0.0006660332129093718,4.68341703615005e-11,0.022201105095964797,21,42,0.0008028826926487979,0.0015378892917621606,0.002409205504236977,0.002350925904822402
1148,random_rows,frac0.30_rep223,75,entropy_g075,0.0007582407800124937,0.0006698652671617916,0.0013668398267546588,0.0016144403758724885,0.0024632156938062576,0.00027073244219678145,0.0007582407800124937,0.001957541698260005,0.0012900975690646164,0.013268752629744644,21,42,0.0007582407800124937,0.0014964413911641463,0.0024632156938062576,0.0023612029163495606
1520,random_rows,frac0.50_rep115,125,entropy_g050,0.0007800824825085352,0.0005740088444616133,0.0012894964156132589,0.0016657779729160004,0.0027739602673952563,0.00035606685019267157,0.0007800824825085352,0.0006065955891551626,0.00015038100577373712,0.014022193503172166,21,42,0.0007800824825085352,0.001503139446539393,0.0027739602673952563,0.0023836694039479434
148,subject_contiguous,frac0.25_rep119,64,entropy_g075,0.000793463405462194,0.0005550489232940799,0.001179920256783406,0.0013719803725214242,0.0031859259162304466,0.0002595783435639551,0.000793463405462194,0.0003715279953386284,2.493872363902306e-11,0.01238426548342803,21,42,0.000793463405462194,0.0018015294509641103,0.0031859259162304466,0.0024157912718371145
824,random_rows,frac0.20_rep139,50,entropy_g075,0.0008644661004282749,0.0006264929183134888,0.0015279247951421522,0.0018931793185061499,0.0024028585130168698,0.0002815446028409207,0.0008644661004282751,0.0004039736436645011,2.1965766816697502e-11,0.013465787211062038,21,42,0.0008644661004282749,0.0015595641777544724,0.0024028585130168698,0.002416439516531447
21,global_order,rowmod4_rem3,62,entropy_g050,0.0007613364387523665,0.0005236537309467011,0.001402927786087564,0.001662804068667704,0.002854531744303835,0.00048298127430517976,0.0007613364387523665,0.0003872296244708576,2.1353322398001352e-11,0.012907653280902324,21,42,0.0007613364387523665,0.0016329615086263254,0.002854531744303835,0.002423066645057268
981,random_rows,frac0.30_rep056,75,entropy_g050,0.0008589463464428347,0.0008921870722992391,0.001446158391845858,0.0018513668833948149,0.0024404744619127743,0.00043172571785184713,0.0008589463464428347,0.0003889870072187689,2.677885493550791e-11,0.01296623246048546,21,42,0.0008589463464428347,0.0015428949532948519,0.0024404744619127743,0.002442958381213575
1297,random_rows,frac0.40_rep132,100,entropy_g050,0.0007310331547196633,0.000416486702690511,0.0011217753185065783,0.0017596032932336067,0.0029330170393591596,0.0004345296139099503,0.0007310331547196633,0.0007904161399128617,0.00032090827381190995,0.0133387639423048,21,42,0.0007310331547196633,0.0015900161601998496,0.0029330170393591596,0.002445469583002938
1192,random_rows,frac0.40_rep027,100,entropy_g050,0.0007924054925735344,0.0004588099075830926,0.0013604672101292055,0.0019124252133356262,0.0027250750899236267,0.0003965274956217031,0.0007924054925735345,0.0008638330416780585,0.0003555604112433534,0.014156806609497983,21,42,0.0007924054925735344,0.0013797706640219654,0.0027250750899236267,0.002450482163384716
760,random_rows,frac0.20_rep075,50,entropy_g075,0.0007818303822916605,0.0006205543927822986,0.0011775167270762213,0.0015341407951063306,0.002741173097116662,0.00033055208842267073,0.0007818303822916605,0.0015943271641826505,0.0010015922574614067,0.01313803922121332,21,42,0.0007818303822916605,0.001681056807385465,0.002741173097116662,0.0024528650750969055
1057,random_rows,frac0.30_rep132,75,entropy_g075,0.0008486930147253312,0.0005912851500731401,0.001434239857134971,0.0017425056512887472,0.0026515415664894963,0.00033064860982158343,0.0008486930147253312,0.00042305730996912053,3.312257020889376e-11,0.01410190896597546,21,42,0.0008486930147253312,0.0016323837759807526,0.0026515415664894963,0.002454347291508098
200,subject_contiguous,frac0.40_rep009,101,entropy_g050,0.0008394487632257223,0.0006282632870154071,0.0015412607975175165,0.0017215089664500758,0.00281204253321942,0.0003550096785674487,0.0008394487632257223,0.0004304871172489376,4.111109074928561e-11,0.014349568834305134,21,42,0.0008394487632257223,0.001558463449977475,0.00281204253321942,0.0024643154971084086
1117,random_rows,frac0.30_rep192,75,entropy_g050,0.0008575317483957174,0.0008473815732979624,0.001262565029205701,0.0016382119280719683,0.0026522874528490123,0.000369302313217581,0.0008575317483957174,0.0005743312652014736,0.00013417909995893892,0.013613401240216118,21,42,0.0008575317483957174,0.001669362356289194,0.0026522874528490123,0.0024648774302195786
114,subject_contiguous,frac0.25_rep085,64,entropy_g075,0.0007693830363086692,0.0005778049098032647,0.0011384472938004834,0.0014186637472418222,0.003350679732868978,0.00032979259890646194,0.0007693830363086692,0.0004040569681898539,2.5126613035873868e-11,0.01346856458648518,21,42,0.0007693830363086692,0.0017838688277215667,0.003350679732868978,0.002467630957799857
1646,random_rows,frac0.60_rep001,150,entropy_g050,0.0007712018267602213,0.0003224180192971176,0.0012678592701547246,0.0017873108738675947,0.002927900864646044,0.0003702540775712978,0.0007712018267602213,0.001323462632729901,0.0007290631571193398,0.014729917698722596,21,42,0.0007712018267602213,0.0014097417309449313,0.002927900864646044,0.0024817374704315573
495,subject_contiguous,frac0.50_rep142,126,entropy_g050,0.0007923490283664308,0.000564053194190167,0.0011600074119460227,0.0018655770819658642,0.0029955614670446893,0.00037714670877998064,0.0007923490283664308,0.000416701588316545,3.9474472250416675e-11,0.013890051305772274,21,42,0.0007923490283664308,0.0015177068058882393,0.0029955614670446893,0.002483045495077613
1171,random_rows,frac0.40_rep006,100,entropy_g075,0.000825204574743256,0.0006600690428475557,0.0014963839261470913,0.001690292192182791,0.002520746509865713,0.00033714735917385135,0.0008252045747432557,0.0012754804014190558,0.0007242540859859379,0.01360395210531779,21,42,0.000825204574743256,0.001732871290508324,0.002520746509865713,0.002483106679570872
675,single_subject,id01,27,entropy_g050,0.0008874890360126813,0.0006620782047705373,0.0015274831098832107,0.0019047588174556937,0.0022215810892526697,0.00010660186653087672,0.0008874890360126813,0.000620383040255993,2.1084868628491576e-11,0.02067943377857851,21,42,0.0008874890360126813,0.0017391319447052967,0.0022215810892526697,0.0024868090335683564
1561,random_rows,frac0.50_rep156,125,entropy_g050,0.0008189808246213184,0.0007302445939229843,0.0013045414189275812,0.0016935502363917335,0.002858333542473933,0.0004331541491844664,0.0008189808246213184,0.0004977755001050706,7.38111785174233e-05,0.013549910885378061,21,42,0.0008189808246213184,0.0016950390410361547,0.002858333542473933,0.002502113204859537
128,subject_contiguous,frac0.25_rep099,64,a2c8,0.000821826701243046,0.00034335260906435353,0.0013722044342840843,0.002247825094703783,0.002679789934369785,0.0003268320201091611,0.0008218267012430458,0.00047858859071872725,1.840937945873125e-11,0.015952952222236555,21,42,0.000821826701243046,0.0013268867381124754,0.002679789934369785,0.0025062375267715276
128,subject_contiguous,frac0.25_rep099,64,raw05,0.0008331796899710782,0.00033943556322873873,0.001385990726083562,0.0022352568440038075,0.002669957876886961,0.000338730720609317,0.0008331796899710783,0.0005010487563198136,1.8077943670402637e-11,0.016701624420900823,21,42,0.0008331796899710782,0.001325387715470026,0.002669957876886961,0.0025243927816157633
1,global_order,prefix_frac0.20,50,entropy_g050,0.0009004330604880784,0.0009195179563412921,0.0015020675511887968,0.0017916395870607742,0.0023797543513096025,8.184107009365034e-06,0.0009004330604880784,0.0006880658382188655,4.596269225960503e-11,0.022935525973846443,21,42,0.0009004330604880784,0.0019226608568814487,0.0023797543513096025,0.0025467931476099337
1576,random_rows,frac0.50_rep171,125,entropy_g050,0.0008275058271523317,0.0003900047629225682,0.001418170875244337,0.0017684501651156123,0.003083864586289958,0.00039141078396557884,0.000827505827152332,0.0007518122128783731,0.00024754333475509476,0.014869270241348112,21,42,0.0008275058271523317,0.001570362549912382,0.003083864586289958,0.00256386754644313
1217,random_rows,frac0.40_rep052,100,entropy_g050,0.0008318526030545078,0.0005989823791689834,0.0013173370861481366,0.0018031617003609764,0.002998925975722948,0.0004416490147818333,0.0008318526030545078,0.00043018291223017327,3.7984890633993265e-11,0.014339428842687133,21,42,0.0008318526030545078,0.0016574823927156342,0.002998925975722948,0.00256550981715536
1135,random_rows,frac0.30_rep210,75,entropy_g050,0.000828968126299464,0.00040027650750904084,0.001446244302033382,0.00209922350991144,0.002949155952110998,0.000434963583607716,0.000828968126299464,0.001066345553646187,0.0004976547286303615,0.015058009111228768,21,42,0.000828968126299464,0.0014962884367516946,0.002949155952110998,0.0026426057075587712
1574,random_rows,frac0.50_rep169,125,entropy_g050,0.0008587899651102701,0.0006965310003763884,0.001306540588490043,0.0018540279239552394,0.0031908112161732312,0.0004655267081647721,0.0008587899651102701,0.0004294104497582772,4.3166862499679086e-11,0.01431367988201522,21,42,0.0008587899651102701,0.0017905247642147643,0.0031908112161732312,0.00268229852938215
1002,random_rows,frac0.30_rep077,75,entropy_g050,0.0008417937396496824,0.0006715396477529943,0.0013704810313571385,0.002110245371154767,0.002866115342660117,0.0004352750996601577,0.0008417937396496824,0.0015963020930903115,0.0009892116803512224,0.013698526220094119,21,42,0.0008417937396496824,0.001570886048537536,0.002866115342660117,0.0026884819356685114
1205,random_rows,frac0.40_rep040,100,a2c8,0.0008688844250864152,0.0002671049779191534,0.0019864446471583334,0.0024696868067788044,0.003031078795344074,0.0005231362573747103,0.0008688844250864152,0.00043496162378823145,2.3262128421966088e-11,0.014498719802707968,21,42,0.0008688844250864152,0.00146157536284855,0.003031078795344074,0.0027511965104502984
179,subject_contiguous,frac0.25_rep150,64,entropy_g050,0.0008970157994796839,0.0007410465597798383,0.0013597207030646805,0.0017872049702187657,0.0031558178068674405,0.0004883849385698409,0.0008970157994796839,0.0004247736453043743,2.211947330897069e-11,0.014159120603388687,21,42,0.0008970157994796839,0.002041712292697625,0.0031558178068674405,0.0027626464658374746
1167,random_rows,frac0.40_rep002,100,a2c8,0.0008304234349929911,0.0002555067648703879,0.0018945308981474097,0.0025717305583402342,0.003263259651583114,0.0005752660208602392,0.0008304234349929911,0.00041237085562870863,1.9415044770759826e-11,0.01374569437934567,21,42,0.0008304234349929911,0.0014710648372424694,0.003263259651583114,0.0027952794609574652
1205,random_rows,frac0.40_rep040,100,raw05,0.0008803876311782872,0.0002717213922003008,0.002005713977551322,0.0026060546750118693,0.003023005732542102,0.0005396011665515897,0.0008803876311782874,0.00046072290695747743,2.1993879729735166e-11,0.015357429289342741,21,42,0.0008803876311782874,0.0014548457805977064,0.003023005732542102,0.0028085069854456896
27,subject_order,per_subject_prefix_frac0.25,64,a2c8,0.0009044318449783786,0.0008049755129888965,0.0013901424121689466,0.0024466122055513736,0.002876058810246507,0.0004922022900763649,0.0009044318449783784,0.0004411525128457921,2.0861233537523405e-11,0.014705082870991018,21,42,0.0009044318449783786,0.0017390679244941969,0.002876058810246507,0.0028108457640506367
1167,random_rows,frac0.40_rep002,100,raw05,0.0008388486759349942,0.0002592009754913728,0.001909697319129909,0.002590373736383624,0.003251113628014499,0.0005900712241985488,0.0008388486759349943,0.00043678728034479697,1.785307371525528e-11,0.014559575262885522,21,42,0.0008388486759349943,0.0014627588808121218,0.003251113628014499,0.0028179722243560842
1148,random_rows,frac0.30_rep223,75,entropy_g050,0.0009055475192327817,0.0007550631507713813,0.0015221369696653327,0.0019039396176971997,0.0031600253067865574,0.0004293728181866586,0.0009055475192327817,0.0016273638395593137,0.0009816948663805565,0.014679216289610249,21,42,0.0009055475192327817,0.0017908644054333745,0.0031600253067865574,0.002821769325927943
1388,random_rows,frac0.40_rep223,100,entropy_g050,0.0008101436694164523,0.00045620282446466424,0.0012479775579161882,0.001960704449017054,0.0034640598374115934,0.0005217238107178801,0.0008101436694164523,0.0017135579903230452,0.0010687978954364533,0.013945511638841522,21,42,0.0008101436694164523,0.0018442049327100567,0.0034640598374115934,0.0028467326976893493
1174,random_rows,frac0.40_rep009,100,a2c8,0.000855078569879723,0.00019750502730152318,0.00194897826723291,0.0027051753931424567,0.0032303574898678014,0.000581865976981757,0.000855078569879723,0.000431708112984932,1.969920424314051e-11,0.014390269600823413,21,42,0.000855078569879723,0.0014527386089244673,0.0032303574898678014,0.0028508737780175834
27,subject_order,per_subject_prefix_frac0.25,64,raw05,0.0009193839518548013,0.0008223345717911406,0.001409171151853583,0.0024387857610277965,0.0030880980552231716,0.0005064791167406178,0.0009193839518548013,0.00046628784779851104,2.0365967921377503e-11,0.015542927387985472,21,42,0.0009193839518548013,0.0017355381398719565,0.0030880980552231716,0.002879291377257555
1174,random_rows,frac0.40_rep009,100,raw05,0.0008684898135242905,0.0001975972810829285,0.001966651487669863,0.0027103602526522596,0.003234061942522788,0.0005974885353442474,0.0008684898135242905,0.00045621945020008,1.8850768602620853e-11,0.015207314206676254,21,42,0.0008684898135242905,0.0014864084641407248,0.003234061942522788,0.002888887149236923
243,subject_contiguous,frac0.40_rep052,101,a2c8,0.000904391355585296,0.0004940851988458732,0.0017185588159009915,0.0025928985202866685,0.0033925466091971287,0.0005435265623221392,0.0009043913555852957,0.0004319529163615535,2.2074415108613002e-11,0.014398429607108753,21,42,0.000904391355585296,0.0016139479664023127,0.0033925466091971287,0.002930991229394356
