scenario_id,feature_view,dropped_public,train_rows,feature_count,gated_count,top_variant,top_family,top_origin,top_file,top_score,generated_gated_count,train_spearman_ridge_10,train_spearman_ridge_1,train_spearman_knn3,train_spearman_extratrees,e365_rank,e365_score,top_beats_e365,top_is_e365,best_generated_variant,best_generated_family,best_generated_rank,best_generated_score
anatomy__drop_submission_e176_abl_q2_to0p75_91e49725_csv,anatomy,submission_e176_abl_q2_to0p75_91e49725.csv,12,18,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.661828449328451,15,0.9090909090909092,0.9440559440559443,1.0,0.9842396880153765,13.0,6.329395604395605,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.661828449328451
anatomy__drop_submission_e216_maskfam_jepa_s2_rank_e154_,anatomy,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,18,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.665064102564104,15,0.8881118881118882,0.8951048951048951,1.0,0.9211923058649254,13.0,6.361202686202686,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.665064102564104
anatomy__drop_submission_e247_featnn1_nn_smooth_sum_top3,anatomy,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,18,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.6585317460317475,15,0.9020979020979022,0.8881118881118882,1.0,0.9422080999150758,13.0,6.34478021978022,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.6585317460317475
anatomy__drop_submission_e256_featnn1_top50_amp_then_smo,anatomy,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,18,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.660302197802199,15,0.8671328671328673,0.9090909090909092,1.0,0.9141870411815418,13.0,6.359249084249084,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.660302197802199
anatomy__drop_submission_e267_humansocial_tail_balanced_,anatomy,submission_e267_humansocial_tail_balanced_2936100f.csv,12,18,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.647054334554336,15,0.9440559440559443,0.9790209790209792,1.0,0.9842396880153765,13.0,6.343986568986569,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.647054334554336
anatomy__drop_submission_e323_5508f966_uploadsafe_csv,anatomy,submission_e323_5508f966_uploadsafe.csv,12,18,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.63130341880342,15,0.8881118881118882,0.8811188811188813,1.0,0.9772344233319931,13.0,6.285989010989011,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.63130341880342
bad_good__none,bad_good,none,13,50,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.34198717948718,15,0.9780219780219779,0.9780219780219779,1.0,0.9876212919459094,13.0,5.981837606837607,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.34198717948718
bad_good__drop_submission_hybrid_0p578_logit_after_subjec,bad_good,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,50,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.334844322344323,15,0.9720279720279721,0.9720279720279721,1.0,0.9790209790209792,13.0,5.992216117216118,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.334844322344323
bad_good__drop_submission_hybrid_0p567_foldsafe_stage2_q1,bad_good,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,50,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.377823565323566,15,0.9930069930069931,0.9860139860139862,1.0,0.99124495269876,13.0,5.936965811965812,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.377823565323566
bad_good__drop_submission_ordinal_q_constraints_ambnext_Q,bad_good,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,50,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.347970085470086,15,0.9370629370629372,0.9720279720279721,1.0,0.9860139860139862,13.0,5.986477411477412,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.347970085470086
bad_good__drop_submission_mixmin_0c916bb4_csv,bad_good,submission_mixmin_0c916bb4.csv,12,50,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.36170634920635,15,0.9930069930069931,0.9930069930069931,1.0,0.9842396880153765,13.0,5.9688949938949944,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.36170634920635
bad_good__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,bad_good,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,50,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.365003052503053,15,0.9370629370629372,0.965034965034965,1.0,0.99124495269876,13.0,5.98476800976801,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.365003052503053
bad_good__drop_submission_e95_hardtail_541e3973_csv,bad_good,submission_e95_hardtail_541e3973.csv,12,50,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.342292429792431,15,0.9860139860139862,0.9930069930069931,1.0,0.9842396880153765,13.0,5.96486568986569,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.342292429792431
bad_good__drop_submission_e101_q2s3tail_177569bc_csv,bad_good,submission_e101_q2s3tail_177569bc.csv,12,50,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.334783272283273,15,0.9860139860139862,0.9930069930069931,1.0,0.9842396880153765,13.0,5.973717948717949,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.334783272283273
bad_good__drop_submission_e176_abl_q2_to0p75_91e49725_csv,bad_good,submission_e176_abl_q2_to0p75_91e49725.csv,12,50,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.340766178266179,15,0.9720279720279721,0.9720279720279721,1.0,0.9772344233319931,13.0,5.9679181929181935,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.340766178266179
bad_good__drop_submission_e216_maskfam_jepa_s2_rank_e154_,bad_good,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,50,193,e368_null_q2s1_validity_scale_swap_q2_s1,null_q2s1_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_null_q2s1_validity_scale_swap_q2_s1_f7e35207.csv,7.396391941391941,15,0.9510489510489512,0.9510489510489512,1.0,0.9842396880153765,14.0,5.95399877899878,True,False,e368_null_q2s1_validity_scale_swap_q2_s1,null_q2s1_cell_gate,1.0,7.396391941391941
bad_good__drop_submission_e247_featnn1_nn_smooth_sum_top3,bad_good,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,50,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.3621336996337,15,0.9860139860139862,0.9930069930069931,1.0,0.9842396880153765,22.0,5.9729853479853485,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.3621336996337
bad_good__drop_submission_e256_featnn1_top50_amp_then_smo,bad_good,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,50,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.307921245421246,15,0.9790209790209792,0.9930069930069931,1.0,0.9772344233319931,13.0,6.0070512820512825,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.307921245421246
bad_good__drop_submission_e267_humansocial_tail_balanced_,bad_good,submission_e267_humansocial_tail_balanced_2936100f.csv,12,50,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.347298534798536,15,0.9720279720279721,0.9720279720279721,1.0,0.9842396880153765,14.0,5.9397130647130645,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.347298534798536
bad_good__drop_submission_e323_5508f966_uploadsafe_csv,bad_good,submission_e323_5508f966_uploadsafe.csv,12,50,193,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.356700244200245,15,0.9720279720279721,0.9720279720279721,1.0,0.9894797752097304,13.0,5.988492063492064,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.356700244200245
compact__none,compact,none,13,20,41,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.277640415140416,15,0.9835164835164836,0.9945054945054945,1.0,0.9711150865094875,13.0,6.91492673992674,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.277640415140416
compact__drop_submission_hybrid_0p578_logit_after_subjec,compact,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,20,40,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.235271672771674,15,0.9790209790209792,0.9930069930069931,1.0,0.9720279720279721,13.0,6.929945054945055,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.235271672771674
compact__drop_submission_hybrid_0p567_foldsafe_stage2_q1,compact,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,20,80,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.315857753357752,15,0.9790209790209792,0.9790209790209792,1.0,0.9632238939652261,16.0,6.600946275946276,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.315857753357752
compact__drop_submission_ordinal_q_constraints_ambnext_Q,compact,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,20,43,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.261340048840049,15,0.9790209790209792,0.9930069930069931,1.0,0.9720279720279721,14.0,6.891971916971917,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.261340048840049
compact__drop_submission_mixmin_0c916bb4_csv,compact,submission_mixmin_0c916bb4.csv,12,20,77,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.266285103785105,15,0.9860139860139862,1.0,1.0,0.99124495269876,14.0,6.894169719169719,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.266285103785105
compact__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,compact,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,20,43,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.253586691086692,15,0.965034965034965,0.9930069930069931,1.0,0.9702291586486097,14.0,6.885927960927961,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.253586691086692
compact__drop_submission_e95_hardtail_541e3973_csv,compact,submission_e95_hardtail_541e3973.csv,12,20,43,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.27306166056166,15,0.9790209790209792,0.9930069930069931,1.0,0.9702291586486097,13.0,6.90552503052503,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.27306166056166
compact__drop_submission_e101_q2s3tail_177569bc_csv,compact,submission_e101_q2s3tail_177569bc.csv,12,20,41,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.276297313797315,15,0.9790209790209792,0.9930069930069931,1.0,0.9702291586486097,13.0,6.913827838827839,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.276297313797315
compact__drop_submission_e176_abl_q2_to0p75_91e49725_csv,compact,submission_e176_abl_q2_to0p75_91e49725.csv,12,20,41,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.278311965811966,15,0.9860139860139862,1.0,1.0,0.9842396880153765,13.0,6.914499389499389,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.278311965811966
compact__drop_submission_e216_maskfam_jepa_s2_rank_e154_,compact,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,20,43,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.251205738705739,15,0.9930069930069931,0.9930069930069931,1.0,0.9720279720279721,14.0,6.88513431013431,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.251205738705739
compact__drop_submission_e247_featnn1_nn_smooth_sum_top3,compact,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,20,41,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.280998168498169,15,0.9860139860139862,0.9930069930069931,1.0,0.9562186292818428,13.0,6.917307692307692,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.280998168498169
compact__drop_submission_e256_featnn1_top50_amp_then_smo,compact,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,20,44,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.262500000000001,15,0.9720279720279721,0.9930069930069931,1.0,0.9842396880153765,14.0,6.890995115995116,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.262500000000001
compact__drop_submission_e267_humansocial_tail_balanced_,compact,submission_e267_humansocial_tail_balanced_2936100f.csv,12,20,62,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.248702686202687,15,0.9860139860139862,0.9930069930069931,1.0,0.9702291586486097,14.0,6.873351648351648,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.248702686202687
compact__drop_submission_e323_5508f966_uploadsafe_csv,compact,submission_e323_5508f966_uploadsafe.csv,12,20,36,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.223733211233212,15,0.9720279720279721,0.9790209790209792,1.0,0.9702291586486097,14.0,6.910836385836386,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.223733211233212
rowmask__none,rowmask,none,13,35,42,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.283989621489622,12,0.901098901098901,0.8901098901098902,1.0,0.8500695799757271,13.0,6.650885225885226,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.283989621489622
rowmask__drop_submission_hybrid_0p578_logit_after_subjec,rowmask,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,12,35,192,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,8.236239316239315,15,0.8741258741258742,0.8671328671328673,1.0,0.7972027972027973,34.0,5.518223443223443,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,8.236239316239315
rowmask__drop_submission_hybrid_0p567_foldsafe_stage2_q1,rowmask,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,12,35,21,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.367200854700855,15,0.8321678321678322,0.9230769230769231,1.0,0.80910807093079,13.0,6.988247863247864,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.367200854700855
rowmask__drop_submission_ordinal_q_constraints_ambnext_Q,rowmask,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,12,35,192,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,8.235873015873015,15,0.8391608391608393,0.8881118881118882,1.0,0.8111888111888113,15.0,5.973412698412699,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,8.235873015873015
rowmask__drop_submission_mixmin_0c916bb4_csv,rowmask,submission_mixmin_0c916bb4.csv,12,35,191,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,8.246251526251525,15,0.9160839160839163,0.9230769230769231,1.0,0.8791607177646247,15.0,6.786843711843712,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,8.246251526251525
rowmask__drop_submission_e72_topabs50_q2s3_gate_4e48cba2,rowmask,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,12,35,48,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,8.175616605616606,15,0.8881118881118882,0.9230769230769231,1.0,0.7902097902097903,14.0,6.721886446886447,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,8.175616605616606
rowmask__drop_submission_e95_hardtail_541e3973_csv,rowmask,submission_e95_hardtail_541e3973.csv,12,35,191,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,8.25998778998779,15,0.9510489510489512,0.9790209790209792,1.0,0.8651501883978578,16.0,6.691300366300366,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,8.25998778998779
rowmask__drop_submission_e101_q2s3tail_177569bc_csv,rowmask,submission_e101_q2s3tail_177569bc.csv,12,35,192,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,8.198205128205128,15,0.9160839160839163,0.9370629370629372,1.0,0.8721554530812411,17.0,5.9747557997558,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,8.198205128205128
rowmask__drop_submission_e176_abl_q2_to0p75_91e49725_csv,rowmask,submission_e176_abl_q2_to0p75_91e49725.csv,12,35,34,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,8.247411477411477,12,0.8881118881118882,0.9440559440559443,1.0,0.9071817764981586,13.0,6.83489010989011,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,8.247411477411477
rowmask__drop_submission_e216_maskfam_jepa_s2_rank_e154_,rowmask,submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,12,35,189,e368_null_q2s1_validity_scale_perm_q2s1_1,null_q2s1_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_null_q2s1_validity_scale_perm_q2s1_1_f0400e8d.csv,8.152344322344323,15,0.8671328671328673,0.8671328671328673,1.0,0.8301238649809404,14.0,6.580006105006105,True,False,e368_null_q2s1_validity_scale_perm_q2s1_1,null_q2s1_cell_gate,1.0,8.152344322344323
rowmask__drop_submission_e247_featnn1_nn_smooth_sum_top3,rowmask,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,12,35,34,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,8.324771062271061,15,0.8951048951048951,0.9090909090909092,1.0,0.9211923058649254,13.0,6.94441391941392,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,8.324771062271061
rowmask__drop_submission_e256_featnn1_top50_amp_then_smo,rowmask,submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,12,35,39,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,7.742710622710621,15,0.9440559440559443,0.9230769230769231,1.0,0.8721554530812411,15.0,6.007600732600733,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,7.742710622710621
rowmask__drop_submission_e267_humansocial_tail_balanced_,rowmask,submission_e267_humansocial_tail_balanced_2936100f.csv,12,35,192,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_q2_damp_s1_recover_amp1_06_dece31af.csv,7.4615231990232,15,0.8741258741258742,0.8881118881118882,1.0,0.8651501883978578,29.0,5.3414224664224665,True,False,e368_q2_damp_s1_recover_amp1.06,learned_q2s1_lifestyle_cell_gate,1.0,7.4615231990232
rowmask__drop_submission_e323_5508f966_uploadsafe_csv,rowmask,submission_e323_5508f966_uploadsafe.csv,12,35,27,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,e368_generated,analysis_outputs/submission_e368_q2s1rowmask_e368_direct_q2s1_validity_scale_amp1_06_7c3c875f.csv,8.249242979242979,14,0.8671328671328673,0.8811188811188813,1.0,0.7460606887803388,13.0,6.9237179487179485,True,False,e368_direct_q2s1_validity_scale_amp1.06,diagnostic_direct_q2s1_public_cell_gate,1.0,8.249242979242979
