strategy,weight,base_loss,candidate_loss,delta,changed_blocks,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
nearest,1.0,0.5640349075921468,0.5634148732655343,-0.0006200343266125063,100,0.0,-0.0022819425986351227,-0.0020582976876520886,0.0,0.0,0.0,0.0
nearest,0.75,0.5640349075921468,0.5634427755989299,-0.0005921319932169489,100,0.0,-0.002298256027676082,-0.00184666792484256,0.0,0.0,0.0,0.0
nearest,0.5,0.5640349075921468,0.563556173694878,-0.00047873389726882376,100,0.0,-0.0019175573468448448,-0.0014335799340366995,0.0,0.0,0.0,0.0
nearest,0.25,0.5640349075921468,0.5637537634870913,-0.0002811441050555308,100,0.0,-0.0011495058465496033,-0.0008185028888395562,0.0,0.0,0.0,0.0
range,0.25,0.5640349075921468,0.5640349075921468,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range,0.5,0.5640349075921468,0.5640349075921468,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range,0.75,0.5640349075921468,0.5640349075921468,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
range,1.0,0.5640349075921468,0.5640349075921468,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
