set,n_cells,observed_support_swing_weighted_visible_mean,null_mean,null_p05,null_p50,null_p95,z,p_low,p_high
top4_e95_edge,4,0.33069909410426507,0.4634150095306518,0.2763683198099426,0.4591910763793021,0.6659714335712781,-1.1086002011297602,0.14533333333333334,0.8546666666666667
top16_swing,16,0.26607426585727045,0.35368322069790914,0.26126303718262317,0.3513184655755911,0.45430936651527837,-1.4852486271809682,0.064,0.936
top32_expected_flip,32,0.24743379940045238,0.3535727423754301,0.29092899291358376,0.3516878427490584,0.4196159567853482,-2.702619483674623,0.0016666666666666668,0.9983333333333333
