variant,basename,file,e356_world_count,e356_pred_mean,e356_pred_std,e356_rank_mean,e356_rank_worst,e356_top1_rate,e356_top3_rate,e356_top5_rate,e356_strict_top3_rate,e356_strict_geometry_top3_rate,e356_strict_geometry_pred_mean,e356_selector_context_top3_rate,e356_selector_context_pred_mean,e356_action_augmented_top3_rate,e356_action_augmented_pred_mean,threshold_frac,scale,s3_alpha,pred_delta_vs_current_p90,public_analog_risk_score,incremental_bad_axis_vs_current,q1_specificity_margin,plateau_support_score,prob_l1_delta_vs_e349,e351_robust_score,e352_top1_rate,e352_top3_rate,e352_deterministic_top3_rate,e355_world_count,e355_score_mean,e355_score_std,e355_rank_mean,e355_rank_worst,e355_top1_rate,e355_top3_rate,e355_top5_rate,pred_visibility_mean,pred_risk_good_mean,pred_q1_specificity_mean,pred_bad_margin_mean,e355_stability_score,e356_survival_score,decision,reason,e351_e356_rank,e351_e356_survival_score,e351_e352_top3_rate,selected_uploadsafe_file
compact_t45_s1.005_s3a0.50,submission_e350_compactplateau_compact_t45_s1_005_s3a0_50_0ace76e5.csv,analysis_outputs/submission_e350_compactplateau_compact_t45_s1_005_s3a0_50_0ace76e5.csv,36,0.9969135802469135,0.008853545254328849,1.1111111111111112,2.0,0.8888888888888888,1.0,1.0,,1.0,0.9953703703703703,1.0,0.9976851851851851,1.0,0.9976851851851851,45.0,1.005,0.5,-5.018348585923969e-05,0.0447357458896228,0.014738718367989,0.3184737594835952,36,0.0085918929970797,2.1314915830005297,0.13506261180679785,0.23881932021466906,0.6666666666666666,4.0,0.4827112268518518,0.1217937306619566,21.0,36.0,0.25,0.25,0.25,4.899730616089384e-05,-0.0440874773304557,0.3072701294839078,0.0004891059533733,1.0255242496521566,4.3377534287418005,select_new_uploadsafe,A non-E351 plateau point wins transfer-stability latent and passes local stress gates; treat it as an information-rich public-transfer probe because raw E352 top3 still favors E351.,3,3.528992744981117,0.2772808586762075,analysis_outputs/submission_e356_transferstable_selected_compact_t45_s1_005_s3a0_50_0ace76e5_uploadsafe.csv
