basename,changed_rows,changed_cells,mean_abs_logit_delta,max_abs_prob_delta,cos_with_e323_bad_delta,l1_ratio_to_e323_delta
submission_e330_targetresid_Q1_jepa_resid_dateblock_s0p65_cb573e97.csv,250,250,0.0057906424468496575,0.011374226489794914,-0.034638491325896345,0.2279875675519212
submission_e330_targetresid_Q1_jepa_resid_dateblock_s0p4_7ec421be.csv,250,250,0.003563472274984398,0.00699988304086363,-0.03463849132588444,0.1403000415704128
submission_e330_targetresid_Q1_jepa_resid_dateblock_s0p2_49017863.csv,250,250,0.0017817361374922,0.0034999815243834664,-0.034638491325853324,0.07015002078520644
submission_e330_targetresid_combo_top_target_resid_s0p30_3ccaf470.csv,250,750,0.008022477212733019,0.0052499513576992896,-0.019953389371899714,0.3158587466347159
submission_e330_targetresid_S2_family_dateblock_s0p65_05bbaefe.csv,250,250,0.005621774470568117,0.011373478067119747,-1.5918831118694676e-10,0.22133894444952443
submission_e330_targetresid_S2_family_dateblock_s0p4_84ce9917.csv,250,250,0.0034595535203496247,0.006998533830899711,-1.591883111868768e-10,0.1362085811997079
submission_e330_targetresid_S2_family_dateblock_s0p2_c327ee69.csv,250,250,0.0017297767601748095,0.003498926510780709,-1.5918831118674503e-10,0.06810429059985385
submission_e330_targetresid_Q3_family_dateblock_s0p65_e3ec8344.csv,250,250,0.005213414997594311,0.011374467963150448,-4.4669944952182854e-11,0.20526112859668533
submission_e330_targetresid_Q3_family_dateblock_s0p4_54f8f510.csv,250,250,0.003208255383134956,0.006999843111460513,-4.466994495216485e-11,0.1263145406748831
submission_e330_targetresid_Q3_family_dateblock_s0p2_9bafe653.csv,250,250,0.0016041276915674811,0.003499985515538928,-4.466994495212276e-11,0.06315727033744167
submission_e330_targetresid_Q2_jepa_resid_subject_s0p65_4dc877bb.csv,250,250,0.005922676543744617,0.011374508719795173,-1.9405240257839887e-11,0.23318597737627034
submission_e330_targetresid_Q2_jepa_resid_subject_s0p4_bc503ce8.csv,250,250,0.0036447240269197674,0.00699987355462367,-1.940524025783387e-11,0.14349906300078188
submission_e330_targetresid_Q2_jepa_resid_subject_s0p2_817c1bf2.csv,250,250,0.0018223620134598835,0.003499982387671352,-1.9405240257815462e-11,0.07174953150039093
submission_e330_targetresid_S2_jepa_resid_dateblock_s0p2_d7095a60.csv,250,250,0.00176290952080192,0.003499622480179654,4.437404724979871e-11,0.06940878445713984
submission_e330_targetresid_S2_jepa_resid_dateblock_s0p4_d0318d11.csv,250,250,0.0035258190416038388,0.0069995726253404,4.4374047249842564e-11,0.13881756891427965
submission_e330_targetresid_S2_jepa_resid_dateblock_s0p65_8379e29c.csv,250,250,0.005729455942606239,0.011374448592098518,4.437404724985673e-11,0.2255785494857045
submission_e330_targetresid_S2_raw_day_subject_s0p2_e2fa851f.csv,250,250,0.0017442199908699403,0.003499622480179654,4.842146496323217e-11,0.06867294547088039
submission_e330_targetresid_S2_raw_day_subject_s0p4_5f7fc23b.csv,250,250,0.0034884399817398802,0.0069995726253404,4.842146496328057e-11,0.13734589094176075
submission_e330_targetresid_S2_raw_day_subject_s0p65_f06e6bd5.csv,250,250,0.005668714970327293,0.011374448592098518,4.8421464963295106e-11,0.22318707278036076
submission_e330_targetresid_S1_family_jepa_story_subject_s0p2_04186f40.csv,250,250,0.0017121186043090146,0.0034999816692725116,0.008172668708464786,0.06740905858712863
submission_e330_targetresid_S1_family_jepa_story_subject_s0p4_24ab1a66.csv,250,250,0.00342423720861808,0.006999855703902269,0.008172668708472702,0.13481811717425926
submission_e330_targetresid_S1_family_jepa_story_subject_s0p65_f7357646.csv,250,250,0.005564385464004386,0.0113745059206804,0.008172668708475425,0.21907944040817157
submission_e330_targetresid_S1_family_story_subject_s0p2_fa388dff.csv,250,250,0.0017169596325012524,0.0034999816692725116,0.018308337546259133,0.06759965820575974
submission_e330_targetresid_S1_family_story_subject_s0p4_e9fcbd2b.csv,250,250,0.0034339192650025357,0.006999855703902269,0.01830833754627374,0.1351993164115207
submission_e330_targetresid_S1_family_story_subject_s0p65_2c9000b9.csv,250,250,0.005580118805629127,0.011374037156689554,0.01830833754628176,0.21969888916872135
