basename,source_path,episode,target,view_id,split,rule,scale,source_delta_logloss,source_robust_gate,source_dominance,source_min_mode_dominance,nonzero_rows,mean_abs_delta,max_abs_delta,signed_delta_sum,promotion_decision,strict_promote_gate,info_sensor_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs32_s006_43e1b9ee.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs32_s006_43e1b9ee.csv,routine_fragmentation,S3,hybrid_context,subject5,topabs32,0.06,-0.0077848083107663,True,0.9947916666666666,0.984375,32,0.0027881514188125966,0.03799992832279283,-0.066389470747613,too_small_to_submit,False,True,-5.327979254693588e-06,-8.85589910214591e-06,1.6520794594942596e-06,0.8529411764705882,-0.0007355166740928842
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_pos_top24_s015_aa6b0796.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_pos_top24_s015_aa6b0796.csv,routine_fragmentation,S3,hybrid_context,subject5,pos_top24,0.15,-0.0077848083107663,True,0.9947916666666666,0.984375,24,0.004481134439640068,0.08884914894617973,1.1202836099100169,too_small_to_submit,False,True,-5.0238057737223005e-05,-0.0001222081507662677,2.004529744476456e-06,0.8823529411764706,0.002929058699534748
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_pos_top24_s006_84104dd9.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_pos_top24_s006_84104dd9.csv,routine_fragmentation,S1,raw_human_context,dateblock5,pos_top24,0.06,-0.0098040291797294,True,0.9947916666666666,0.984375,24,0.003317113297194712,0.039,0.829278324298678,too_small_to_submit,False,True,-0.00013065580266551134,-0.00020778198844532834,2.5569656908913024e-06,0.8823529411764706,-0.002720968935966017
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_pos_top24_s006_b3ceebc6.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_pos_top24_s006_b3ceebc6.csv,bedtime_arousal,S3,hybrid_context,subject5,pos_top24,0.06,-0.0163759649850387,True,0.9947916666666666,0.984375,24,0.0022082119582773688,0.039,0.5520529895693422,too_small_to_submit,False,True,-2.5103189153581988e-05,-5.247134882909642e-05,2.6271579635454825e-06,0.8823529411764706,0.0020920965876724262
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs16_s010_2829069e.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs16_s010_2829069e.csv,routine_fragmentation,S3,hybrid_context,subject5,topabs16,0.1,-0.0077848083107663,True,0.9947916666666666,0.984375,16,0.002741424869982948,0.06333321387132139,-0.05552972996430935,too_small_to_submit,False,True,-1.0310273102931516e-05,-1.695863566729499e-05,3.049109655462835e-06,0.8529411764705882,-0.0013890958011385512
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_pos_top24_s022_bb74b8a9.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_pos_top24_s022_bb74b8a9.csv,routine_fragmentation,S3,hybrid_context,subject5,pos_top24,0.22,-0.0077848083107663,True,0.9947916666666666,0.984375,24,0.006572330511472101,0.13031208512106363,1.6430826278680253,too_small_to_submit,False,True,-7.473952952307939e-05,-0.0001795468632084863,3.3916168526003223e-06,0.8823529411764706,0.004295952759317601
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs32_s010_4ed6b45f.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs32_s010_4ed6b45f.csv,routine_fragmentation,S3,hybrid_context,subject5,topabs32,0.1,-0.0077848083107663,True,0.9947916666666666,0.984375,32,0.004646919031354327,0.06333321387132139,-0.11064911791268836,too_small_to_submit,False,True,-1.0909029732810816e-05,-1.9174475861322873e-05,4.192211783197937e-06,0.8529411764705882,-0.0012258611234881311
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs64_s006_46d4e0e1.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs64_s006_46d4e0e1.csv,routine_fragmentation,S3,hybrid_context,subject5,topabs64,0.06,-0.0077848083107663,True,0.9947916666666666,0.984375,64,0.004573727387063765,0.03799992832279283,-0.0927317015900952,too_small_to_submit,False,True,-1.1186322334115473e-05,-1.9878067979680843e-05,4.323275615915333e-06,0.8529411764705882,-0.0009207284393824566
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_pos_top24_s010_7f580fc6.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_pos_top24_s010_7f580fc6.csv,bedtime_arousal,S3,hybrid_context,subject5,pos_top24,0.1,-0.0163759649850387,True,0.9947916666666666,0.984375,24,0.003680353263795615,0.065,0.9200883159489037,too_small_to_submit,False,True,-4.183393382078924e-05,-8.741661589074214e-05,4.392204096092097e-06,0.8823529411764706,0.0034868276461206826
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_pos_top24_s030_e8b92db9.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_pos_top24_s030_e8b92db9.csv,routine_fragmentation,S3,hybrid_context,subject5,pos_top24,0.3,-0.0077848083107663,True,0.9947916666666666,0.984375,24,0.008962268879280135,0.17769829789235947,2.2405672198200337,too_small_to_submit,False,True,-0.00010302780553041302,-0.0002449750609996726,5.132843390723172e-06,0.8823529411764706,0.005858117399069468
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_pos_top24_s006_8d0405ec.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_pos_top24_s006_8d0405ec.csv,bedtime_arousal,S1,raw_human_context,dateblock5,pos_top24,0.06,-0.0069148643143257,True,0.9947916666666666,0.984375,24,0.003202833021238224,0.039,0.8007082553095559,too_small_to_submit,False,True,-0.00010510435996151452,-0.00016765076993762037,5.3670260209551935e-06,0.8823529411764706,-0.0020986876922907682
submission_e297_epstate_routine_anchor_recovery_S2_family_jepa_context_subject5_neg_top24_s006_06cd9f8c.csv,analysis_outputs/submission_e297_epstate_routine_anchor_recovery_S2_family_jepa_context_subject5_neg_top24_s006_06cd9f8c.csv,routine_anchor_recovery,S2,family_jepa_context,subject5,neg_top24,0.06,-0.0091871610688989,True,0.9947916666666666,0.984375,24,0.002030772253987867,0.039,-0.5076930634969667,too_small_to_submit,False,True,-4.772081130313667e-05,-8.69875413535063e-05,5.9402168885913075e-06,0.8823529411764706,-0.0014220394189061458
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs16_s015_6ee44ac9.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs16_s015_6ee44ac9.csv,routine_fragmentation,S3,hybrid_context,subject5,topabs16,0.15,-0.0077848083107663,True,0.9947916666666666,0.984375,16,0.004112137304974422,0.09499982080698206,-0.08329459494646398,too_small_to_submit,False,True,-1.7764357902735502e-05,-3.053097606457783e-05,6.285775745576088e-06,0.8529411764705882,-0.002083643701707827
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_pos_top24_s015_317a89f7.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_pos_top24_s015_317a89f7.csv,bedtime_arousal,S3,hybrid_context,subject5,pos_top24,0.15,-0.0163759649850387,True,0.9947916666666666,0.984375,24,0.005520529895693421,0.0975,1.3801324739233554,too_small_to_submit,False,True,-6.359103572459985e-05,-0.00013157799051046926,7.389012933574263e-06,0.8823529411764706,0.005230241469181107
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs32_s015_232906fb.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs32_s015_232906fb.csv,routine_fragmentation,S3,hybrid_context,subject5,topabs32,0.15,-0.0077848083107663,True,0.9947916666666666,0.984375,32,0.0069703785470314914,0.09499982080698206,-0.16597367686903253,too_small_to_submit,False,True,-1.9497687623785544e-05,-3.560687405013929e-05,7.644190518972424e-06,0.8235294117647058,-0.0018387916852322106
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs64_s010_aaf50ada.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs64_s010_aaf50ada.csv,routine_fragmentation,S3,hybrid_context,subject5,topabs64,0.1,-0.0077848083107663,True,0.9947916666666666,0.984375,64,0.00762287897843961,0.06333321387132139,-0.15455283598349198,too_small_to_submit,False,True,-2.0666405144284994e-05,-3.7557184326163016e-05,8.081538239222687e-06,0.8529411764705882,-0.0015345473989707425
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_all_centered_s006_7fc1d346.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_all_centered_s006_7fc1d346.csv,routine_fragmentation,S3,hybrid_context,subject5,all_centered,0.06,-0.0077848083107663,True,0.9947916666666666,0.984375,250,0.008918578862594036,0.03799992832279283,-0.08446049657893948,too_small_to_submit,False,True,-2.1113413213344254e-05,-3.8560269439046815e-05,8.27795650655355e-06,0.8235294117647058,-0.0006090452122258783
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_pos_top24_s022_281e9244.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_pos_top24_s022_281e9244.csv,bedtime_arousal,S3,hybrid_context,subject5,pos_top24,0.22,-0.0163759649850387,True,0.9947916666666666,0.984375,24,0.008096777180350352,0.14300000000000002,2.024194295087588,too_small_to_submit,False,True,-9.436667940008007e-05,-0.00019352479740439852,1.1912436159658346e-05,0.8823529411764706,0.007671020821465618
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs16_s022_7e61c3fd.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs16_s022_7e61c3fd.csv,routine_fragmentation,S3,hybrid_context,subject5,topabs16,0.22,-0.0077848083107663,True,0.9947916666666666,0.984375,16,0.006031134713962486,0.13933307051690705,-0.12216540592148054,too_small_to_submit,False,True,-3.4706853371786914e-05,-6.342063348414612e-05,1.3611417042244304e-05,0.8235294117647058,-0.003056010762504807
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs64_s015_847b15a5.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs64_s015_847b15a5.csv,routine_fragmentation,S3,hybrid_context,subject5,topabs64,0.15,-0.0077848083107663,True,0.9947916666666666,0.984375,64,0.011434318467659414,0.09499982080698206,-0.23182925397523788,too_small_to_submit,False,True,-3.4610039960298615e-05,-6.424929951302063e-05,1.3687416157342923e-05,0.8235294117647058,-0.002301821098456114
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_all_centered_s010_d43b8220.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_all_centered_s010_d43b8220.csv,routine_fragmentation,S3,hybrid_context,subject5,all_centered,0.1,-0.0077848083107663,True,0.9947916666666666,0.984375,250,0.014864298104323392,0.06333321387132139,-0.14076749429823243,too_small_to_submit,False,True,-3.801496312166454e-05,-7.045579057140831e-05,1.502102132096723e-05,0.8235294117647058,-0.0010150753537098156
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs32_s022_e979c430.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs32_s022_e979c430.csv,routine_fragmentation,S3,hybrid_context,subject5,topabs32,0.22,-0.0077848083107663,True,0.9947916666666666,0.984375,32,0.01022322186897952,0.13933307051690705,-0.24342805940791443,too_small_to_submit,False,True,-4.080831069368093e-05,-7.863625867964786e-05,1.6969460737868884e-05,0.8235294117647058,-0.002696894471673872
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_pos_top24_s030_079be9ca.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_pos_top24_s030_079be9ca.csv,bedtime_arousal,S3,hybrid_context,subject5,pos_top24,0.3,-0.0163759649850387,True,0.9947916666666666,0.984375,24,0.011041059791386842,0.195,2.7602649478467107,too_small_to_submit,False,True,-0.0001295233784535754,-0.0002642042693247796,1.7126697310114715e-05,0.8823529411764706,0.010460482938362159
submission_e297_epstate_routine_anchor_recovery_S2_family_jepa_context_subject5_neg_top24_s010_f4592f4b.csv,analysis_outputs/submission_e297_epstate_routine_anchor_recovery_S2_family_jepa_context_subject5_neg_top24_s010_f4592f4b.csv,routine_anchor_recovery,S2,family_jepa_context,subject5,neg_top24,0.1,-0.0091871610688989,True,0.9947916666666666,0.984375,24,0.0033846204233131116,0.065,-0.8461551058282779,too_small_to_submit,False,True,-7.262494634068758e-05,-0.00013756566287482515,1.7451771664904928e-05,0.8529411764705882,-0.0023700656981769375
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs16_s030_1d229baa.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs16_s030_1d229baa.csv,routine_fragmentation,S3,hybrid_context,subject5,topabs16,0.3,-0.0077848083107663,True,0.9947916666666666,0.984375,16,0.008224274609948843,0.18999964161396413,-0.16658918989292795,too_small_to_submit,False,True,-5.6508044110383025e-05,-0.00010648531629247568,2.252717938464789e-05,0.8235294117647058,-0.004167287403415654
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_all_centered_s015_0ae89e46.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_all_centered_s015_0ae89e46.csv,routine_fragmentation,S3,hybrid_context,subject5,all_centered,0.15,-0.0077848083107663,True,0.9947916666666666,0.984375,250,0.022296447156485086,0.09499982080698206,-0.21115124144734868,too_small_to_submit,False,True,-6.176120595465443e-05,-0.00011609171839883258,2.458819056463254e-05,0.8235294117647058,-0.0015226130305646124
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs64_s022_15c5fa65.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs64_s022_15c5fa65.csv,routine_fragmentation,S3,hybrid_context,subject5,topabs64,0.22,-0.0077848083107663,True,0.9947916666666666,0.984375,64,0.01677033375256714,0.13933307051690705,-0.34001623916368234,too_small_to_submit,False,True,-6.405375102249496e-05,-0.00012305907566476258,2.631766354815525e-05,0.8235294117647058,-0.0033760042777356003
submission_e297_epstate_routine_anchor_recovery_S2_family_jepa_context_subject5_neg_top24_s015_11edeea0.csv,analysis_outputs/submission_e297_epstate_routine_anchor_recovery_S2_family_jepa_context_subject5_neg_top24_s015_11edeea0.csv,routine_anchor_recovery,S2,family_jepa_context,subject5,neg_top24,0.15,-0.0091871610688989,True,0.9947916666666666,0.984375,24,0.005076930634969667,0.0975,-1.2692326587424168,too_small_to_submit,False,True,-0.0001023784335441275,-0.0001993383910253955,3.338979870425909e-05,0.8235294117647058,-0.0035550985472653784
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs32_s030_ad550fbd.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs32_s030_ad550fbd.csv,routine_fragmentation,S3,hybrid_context,subject5,topabs32,0.3,-0.0077848083107663,True,0.9947916666666666,0.984375,32,0.013940757094062983,0.18999964161396413,-0.33194735373806505,too_small_to_submit,False,True,-7.267994516066295e-05,-0.0001441894674784455,3.372098571697947e-05,0.8235294117647058,-0.0036775833704643657
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_all_centered_s022_7113d417.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_all_centered_s022_7113d417.csv,routine_fragmentation,S3,hybrid_context,subject5,all_centered,0.22,-0.0077848083107663,True,0.9947916666666666,0.984375,250,0.03270145582951146,0.13933307051690705,-0.30968848745611155,too_small_to_submit,False,True,-0.000107673379881414,-0.00020738444517050966,4.468954573302611e-05,0.8235294117647058,-0.0022331657781614056
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs64_s030_8bb21f31.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_topabs64_s030_8bb21f31.csv,routine_fragmentation,S3,hybrid_context,subject5,topabs64,0.3,-0.0077848083107663,True,0.9947916666666666,0.984375,64,0.022868636935318827,0.18999964161396413,-0.46365850795047575,too_small_to_submit,False,True,-0.00010541714881260231,-0.00020708554423046313,4.722789398803389e-05,0.8235294117647058,-0.004603642196912172
submission_e297_epstate_routine_anchor_recovery_S2_family_jepa_context_subject5_neg_top24_s022_ed739426.csv,analysis_outputs/submission_e297_epstate_routine_anchor_recovery_S2_family_jepa_context_subject5_neg_top24_s022_ed739426.csv,routine_anchor_recovery,S2,family_jepa_context,subject5,neg_top24,0.22,-0.0091871610688989,True,0.9947916666666666,0.984375,24,0.007446164931288845,0.14300000000000002,-1.8615412328222114,too_small_to_submit,False,True,-0.00013819635145381355,-0.00027959245220731375,6.213856596219171e-05,0.8235294117647058,-0.005214144535989201
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_all_centered_s030_dbb4fee2.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_all_centered_s030_dbb4fee2.csv,routine_fragmentation,S3,hybrid_context,subject5,all_centered,0.3,-0.0077848083107663,True,0.9947916666666666,0.984375,250,0.04459289431297017,0.18999964161396413,-0.42230248289469735,too_small_to_submit,False,True,-0.00017167375650211365,-0.00033682590098286266,7.655368362248959e-05,0.8235294117647058,-0.0030452260611291138
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_all_centered_s010_0dc035a6.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_all_centered_s010_0dc035a6.csv,bedtime_arousal,S3,hybrid_context,subject5,all_centered,0.1,-0.0163759649850387,True,0.9947916666666666,0.984375,250,0.020418085954807274,0.065,-0.9790681197769167,too_small_to_submit,False,True,-5.125299564082077e-06,-5.930989096195668e-05,8.441874422082328e-05,0.6764705882352942,-0.0027240902690769397
submission_e297_epstate_routine_anchor_recovery_S2_family_jepa_context_subject5_neg_top24_s030_472fa180.csv,analysis_outputs/submission_e297_epstate_routine_anchor_recovery_S2_family_jepa_context_subject5_neg_top24_s030_472fa180.csv,routine_anchor_recovery,S2,family_jepa_context,subject5,neg_top24,0.3,-0.0091871610688989,True,0.9947916666666666,0.984375,24,0.010153861269939333,0.195,-2.5384653174848335,too_small_to_submit,False,True,-0.0001652973975382067,-0.000356492007282846,0.00011163721977860309,0.8235294117647058,-0.007110197094530757
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs16_s022_1ee410bf.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs16_s022_1ee410bf.csv,bedtime_arousal,S3,hybrid_context,subject5,topabs16,0.22,-0.0163759649850387,True,0.9947916666666666,0.984375,16,0.008687143352155275,0.14300000000000002,-1.6246920142995813,too_small_to_submit,False,True,-1.1206053403063793e-05,-8.74627148167007e-05,0.00011514081891294509,0.6764705882352942,-0.007803458970833399
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_all_centered_s015_d9cf7bee.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_all_centered_s015_d9cf7bee.csv,bedtime_arousal,S3,hybrid_context,subject5,all_centered,0.15,-0.0163759649850387,True,0.9947916666666666,0.984375,250,0.03062712893221091,0.0975,-1.4686021796653752,too_small_to_submit,False,True,-2.9368481463569223e-05,-0.0001283616979957646,0.00012919741907449467,0.7058823529411765,-0.004086135403615354
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs16_s030_43d8b068.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs16_s030_43d8b068.csv,bedtime_arousal,S3,hybrid_context,subject5,topabs16,0.3,-0.0163759649850387,True,0.9947916666666666,0.984375,16,0.011846104571120829,0.195,-2.21548911040852,too_small_to_submit,False,True,-3.511836760690534e-05,-0.0001573431391874355,0.00016100941735516496,0.7058823529411765,-0.010641080414772797
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs32_s022_5cb8b255.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs32_s022_5cb8b255.csv,bedtime_arousal,S3,hybrid_context,subject5,topabs32,0.22,-0.0163759649850387,True,0.9947916666666666,0.984375,32,0.01576098268754368,0.14300000000000002,-2.5101263508945113,too_small_to_submit,False,True,-1.6722229102861736e-05,-0.0001403618024480531,0.0001884899033679853,0.6764705882352942,-0.010580186563958288
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs64_s022_ebee1ff4.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs64_s022_ebee1ff4.csv,bedtime_arousal,S3,hybrid_context,subject5,topabs64,0.22,-0.0163759649850387,True,0.9947916666666666,0.984375,64,0.025463811832173264,0.14300000000000002,-2.6750208256323043,too_small_to_submit,False,True,-5.248094408680273e-05,-0.00021419432725079842,0.00020516911091866648,0.7058823529411765,-0.009222246804887368
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_all_centered_s022_55675530.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_all_centered_s022_55675530.csv,bedtime_arousal,S3,hybrid_context,subject5,all_centered,0.22,-0.0163759649850387,True,0.9947916666666666,0.984375,250,0.044919789100575994,0.14300000000000002,-2.153949863509217,too_small_to_submit,False,True,-0.00010403330136326675,-0.0003238009569219141,0.00022007893234143617,0.7058823529411765,-0.0059929985919690565
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs32_s030_20ce68f2.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs32_s030_20ce68f2.csv,bedtime_arousal,S3,hybrid_context,subject5,topabs32,0.3,-0.0163759649850387,True,0.9947916666666666,0.984375,32,0.021492249119377745,0.195,-3.422899569401606,too_small_to_submit,False,True,-6.129541895733893e-05,-0.0002644409044154743,0.0002637851900545335,0.7058823529411765,-0.014427527132670398
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_neg_top24_s030_beb8fabf.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_neg_top24_s030_beb8fabf.csv,bedtime_arousal,S3,hybrid_context,subject5,neg_top24,0.3,-0.0163759649850387,True,0.9947916666666666,0.984375,24,0.01648394871412,0.195,-4.12098717853,too_small_to_submit,False,True,-1.9083906891741195e-05,-0.0002109380732895016,0.0002984626768091123,0.6764705882352942,-0.017804944465477923
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs64_s030_0cc9f1ff.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs64_s030_0cc9f1ff.csv,bedtime_arousal,S3,hybrid_context,subject5,topabs64,0.3,-0.0163759649850387,True,0.9947916666666666,0.984375,64,0.03472337977114536,0.195,-3.6477556713167782,too_small_to_submit,False,True,-0.00012591301447825495,-0.0004096900150201594,0.00030809634069202277,0.7058823529411765,-0.012575791097573674
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_all_centered_s030_992aedd4.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_all_centered_s030_992aedd4.csv,bedtime_arousal,S3,hybrid_context,subject5,all_centered,0.3,-0.0163759649850387,True,0.9947916666666666,0.984375,250,0.06125425786442182,0.195,-2.9372043593307504,too_small_to_submit,False,True,-0.0002043615592299804,-0.0006016067895620954,0.00032022723240889375,0.7352941176470589,-0.008172270807230625
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs16_s006_f58eb47d.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs16_s006_f58eb47d.csv,bedtime_arousal,S3,hybrid_context,subject5,topabs16,0.06,-0.0163759649850387,True,0.9947916666666666,0.984375,16,0.0023692209142241656,0.039,-0.443097822081704,below_selector_resolution,False,False,9.105611400856204e-06,-1.0096172321733144e-05,3.276239276098088e-05,0.23529411764705882,-0.0021282160829545482
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_neg_top24_s006_892ed6af.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_neg_top24_s006_892ed6af.csv,routine_fragmentation,S3,hybrid_context,subject5,neg_top24,0.06,-0.0077848083107663,True,0.9947916666666666,0.984375,24,0.001948802440018444,0.03799992832279283,-0.48720061000461096,below_selector_resolution,False,False,1.0555061234451198e-05,-5.004032112989322e-06,3.311454707725491e-05,0.20588235294117646,-0.001964590038610936
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_all_centered_s006_55e4752d.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_all_centered_s006_55e4752d.csv,bedtime_arousal,S3,hybrid_context,subject5,all_centered,0.06,-0.0163759649850387,True,0.9947916666666666,0.984375,250,0.012250851572884365,0.039,-0.5874408718661499,below_selector_resolution,False,False,2.859668835654542e-07,-3.1426229447081845e-05,5.052782364683918e-05,0.6470588235294118,-0.0016344541614461972
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs16_s010_933959eb.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs16_s010_933959eb.csv,bedtime_arousal,S3,hybrid_context,subject5,topabs16,0.1,-0.0163759649850387,True,0.9947916666666666,0.984375,16,0.003948701523706942,0.065,-0.7384963701361734,below_selector_resolution,False,False,1.2268313539951687e-05,-1.7920533517895178e-05,5.20725584680181e-05,0.29411764705882354,-0.003547026804924247
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs32_s006_360b937b.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs32_s006_360b937b.csv,bedtime_arousal,S3,hybrid_context,subject5,topabs32,0.06,-0.0163759649850387,True,0.9947916666666666,0.984375,32,0.004298449823875549,0.039,-0.6845799138803211,below_selector_resolution,False,False,1.4322264277357215e-05,-1.746263878767294e-05,5.2859084057091653e-05,0.23529411764705882,-0.0028855054265340963
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_neg_top24_s010_e66ad251.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_neg_top24_s010_e66ad251.csv,routine_fragmentation,S3,hybrid_context,subject5,neg_top24,0.1,-0.0077848083107663,True,0.9947916666666666,0.984375,24,0.0032480040666974072,0.06333321387132139,-0.8120010166743518,below_selector_resolution,False,False,1.5554463960938147e-05,-1.2768793758691258e-05,5.3045985622602846e-05,0.20588235294117646,-0.0032743167310182175
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs64_s006_17f6f21d.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_topabs64_s006_17f6f21d.csv,bedtime_arousal,S3,hybrid_context,subject5,topabs64,0.06,-0.0163759649850387,True,0.9947916666666666,0.984375,64,0.006944675954229071,0.039,-0.7295511342633557,below_selector_resolution,False,False,1.0851032232518273e-05,-1.7298015669259594e-05,5.320792019520529e-05,0.38235294117647056,-0.002515158219514757
