direction,candidates_scored,anchor_beats_mixmin,anchor_margin_gate,movement_guard,world_guard,hidden_guard,eligible_submission_gate,diagnostic_reverse_gate,best_anchor_delta_vs_mixmin,best_anchor_candidate,best_move
reverse_control,110,106,0,110,0,0,0,0,-1.2132027604749851e-08,reverse_control|all|s4|support60|grad_all_4of6|all|flat|s0.010|c0.030,3.942857142943422e-06
toward_teacher,2290,1753,0,2290,2290,2290,0,0,-5.9949435344819335e-06,toward_teacher|all|no_q2_s3|raw_agree|grad_all_abs50|all|flat|s0.130|c0.120,0.0041897142857143365
