source_test,feature_set,model,n_train,n_train_pos,n_test,n_test_pos,n_features,n_eval,prevalence,ap,logloss,auc,ap_lift,mean_e247_only_score,mean_e256_only_score
train_common_vs_e284__test_e247only_vs_e256only,human_plus_oldlaw_context,lr_l1_c0p22,71,21,17,13,80,17.0,0.7647058823529411,0.8305048395546133,0.5857361300108351,0.5192307692307693,0.06579895720167217,0.6499089235072572,0.6341469548675791
train_common_vs_e284__test_e247only_vs_e256only,cell_geometry,lr_l1_c0p22,71,21,17,13,21,17.0,0.7647058823529411,0.8252600843098581,0.5849519564489498,0.5,0.060554201956916964,0.648898549176181,0.6317053335126934
train_common_vs_e284__test_e247only_vs_e256only,human_plus_geometry,lr_l1_c0p22,71,21,17,13,75,17.0,0.7647058823529411,0.8252600843098581,0.5851323898017584,0.5,0.060554201956916964,0.6490861948155178,0.6321370838710758
train_common_vs_e284__test_e247only_vs_e256only,human_plus_geometry,lr_l2_c0p35,71,21,17,13,75,17.0,0.7647058823529411,0.811090920140694,0.8965339306089412,0.48076923076923084,0.046385037787752825,0.4830754705918489,0.476817193625484
train_common_vs_e284__test_e247only_vs_e256only,cell_geometry,lr_l2_c0p35,71,21,17,13,21,17.0,0.7647058823529411,0.7829523920021657,0.9092551776107124,0.46153846153846156,0.018246509649224585,0.4648398534792154,0.5068800313120392
train_common_vs_e284__test_e247only_vs_e256only,human_plus_oldlaw_context,lr_l2_c0p35,71,21,17,13,80,17.0,0.7647058823529411,0.7843509934007671,0.7965834638587403,0.4615384615384615,0.01964511104782596,0.5665331753452477,0.5792003694424934
train_common_vs_e284__test_e247only_vs_e256only,human_social,lr_l1_c0p22,71,21,17,13,54,17.0,0.7647058823529411,0.777950983154603,0.7311296882860456,0.40384615384615385,0.013245100801661858,0.5124739074700477,0.5620465852952498
train_common_vs_e284__test_e247only_vs_e256only,human_social,lr_l2_c0p35,71,21,17,13,54,17.0,0.7647058823529411,0.634930115133735,1.3703920980543498,0.17307692307692307,-0.12977576721920614,0.3420653078855719,0.6041904502692885
