role,file,target,mean_prob,mean_prob_delta_vs_mixmin,conditional_bce,conditional_bce_delta_vs_mixmin,conditional_logit_resid_rms,conditional_logit_resid_rms_delta_vs_mixmin,movement_abs_logit_vs_mixmin
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,S4,0.5643068800720257,-0.0002855409643668372,0.7501387995583959,-0.0006223319875805471,0.853898103745928,-0.003788628142147976,0.006635951991630595
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q1,0.4948488117897589,5.658524747964577e-05,0.7575118726999646,-0.015354773151682325,0.8470923065201049,-0.0980383641128959,0.20646788135153837
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q2,0.549519668147611,0.000845746391842872,0.7136560720497818,-0.00012772025588431068,0.5456566785149221,-0.010459343512267183,0.09005989881346108
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,Q3,0.6059511431903688,-0.003684263151381262,0.6996184593822934,-0.008166244667537025,0.5366853599847239,-0.06490455908741322,0.1652085475167215
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,S1,0.6683540262283673,0.008383379351208475,0.6823457664801273,-0.0123548738874875,1.0634628731330271,-0.06433216466049041,0.11207007118972193
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,S2,0.6397049819144677,0.004899476205328046,0.5936088796311593,-0.0008497650179130419,0.6026007217314897,-0.006757047478666012,0.15528197618877426
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,S3,0.6720723433124601,0.023936322379802477,0.6932363193073183,-0.011020900019864534,0.9264768096530243,-0.047275894746456326,0.1923708045631037
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,S4,0.5626510057975034,-0.0019414152388891326,0.7410449056820517,-0.009716225863924626,0.7960571883479115,-0.06162954354016448,0.17325639664524767
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q1,0.4947922265422793,0.0,0.7728666458516469,0.0,0.9451306706330008,0.0,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q2,0.5486739217557681,0.0,0.713783792305666,0.0,0.5561160220271892,0.0,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,Q3,0.6096354063417501,0.0,0.7077847040498304,0.0,0.6015899190721371,0.0,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,S1,0.6599706468771588,0.0,0.6947006403676149,0.0,1.1277950377935175,0.0,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,S2,0.6348055057091396,0.0,0.5944586446490723,0.0,0.6093577692101557,0.0,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,S3,0.6481360209326577,0.0,0.7042572193271829,0.0,0.9737527043994806,0.0,0.0
frontier_mixmin,submission_mixmin_0c916bb4.csv,S4,0.5645924210363925,0.0,0.7507611315459765,0.0,0.857686731888076,0.0,0.0
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,Q1,0.4947922265422793,0.0,0.7732050563808116,0.0003384105291646651,0.9462077035539916,0.001077032920990817,6.539213615042172e-17
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,Q2,0.5486817804490659,7.858693297779773e-06,0.713546984898443,-0.0002368074072229196,0.5542706790014205,-0.0018453430257687753,0.00255170774585261
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,Q3,0.60963540634175,-1.1102230246251565e-16,0.7077978047600321,1.3100710201565224e-05,0.6015393847039908,-5.0534368146282205e-05,4.618527782440651e-17
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,S1,0.6602240410594763,0.0002533941823175123,0.693375017968253,-0.0013256223993619587,1.1232503995533978,-0.004544638240119747,0.01641881634731828
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,S2,0.6346586935047814,-0.0001468122043581932,0.5946983726118744,0.00023972796280211206,0.6109368869287672,0.0015791177186115224,0.014917423261696212
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,S3,0.6482885969635245,0.00015257603086682447,0.7030763453837222,-0.0011808739434606222,0.9661236790183784,-0.007629025381102217,0.008561070076502609
max_upside_e86,submission_e86_e85_consensus_a3f7c96f.csv,S4,0.5645924210363925,0.0,0.7504380805276492,-0.0003230510183272184,0.856746300634002,-0.0009404312540739479,5.032085859113522e-17
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,Q1,0.4947922265422793,0.0,0.773182332933806,0.0003156870821591431,0.9461837181960059,0.0010530475630050606,8.049116928532385e-17
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,Q2,0.5486739217557681,0.0,0.7137833815689165,-4.1073674952984976e-07,0.5560603164451163,-5.570558207290688e-05,1.0436096431476471e-16
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,Q3,0.60963540634175,-1.1102230246251565e-16,0.7077593967307175,-2.5307319112905625e-05,0.6014141792261545,-0.00017573984598262538,4.4408920985006264e-17
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,S1,0.6601944572150421,0.00022381033788332338,0.693494488140519,-0.0012061522270959148,1.1237501989681447,-0.004044838825372876,0.015338335030388044
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,S2,0.6346956506350059,-0.00010985507413374673,0.5946922583389842,0.00023361368991183328,0.6109428329533968,0.0015850637432410775,0.01449119606654125
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,S3,0.6482779426078016,0.00014192167514393006,0.7031419457343484,-0.001115273592834586,0.9666395618988766,-0.007113142500604019,0.007921568456330156
min_contam_e89,submission_e89_e72decontam_00d7807f.csv,S4,0.5645924210363925,0.0,0.7504699232326025,-0.00029120831337383013,0.8568777484707337,-0.0008089834173422572,5.076494780098528e-17
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,Q1,0.4947922265422793,0.0,0.7732089136200325,0.00034226776838558817,0.9462639644595147,0.001133293826513837,6.539213615042172e-17
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,Q2,0.5486739217557681,0.0,0.7137839017754503,1.0946978419479337e-07,0.556055602353631,-6.041967355818745e-05,2.1316282072803006e-17
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,Q3,0.60963540634175,-1.1102230246251565e-16,0.7077570340103921,-2.7670039438306483e-05,0.6013997148372565,-0.00019020423488058658,4.618527782440651e-17
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,S1,0.6602240282440136,0.00025338136685482127,0.693379957759885,-0.0013206826077298845,1.1232691152264007,-0.0045259225671168135,0.016421260868435646
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,S2,0.6346581860128647,-0.0001473196962749057,0.5947039689329279,0.00024532428385558004,0.6109445217343136,0.0015867525241578528,0.014920325960716239
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,S3,0.6483031748299434,0.00016715389728572116,0.7029876472210169,-0.0012695721061659717,0.9654574182224234,-0.008295286177057215,0.009448120710935445
noq2_contrast,submission_e87_noq2_source_consensus_a85c4e39.csv,S4,0.5645924210363925,0.0,0.7504464259808451,-0.00031470556513132886,0.8567658728146543,-0.0009208590734216537,5.032085859113522e-17
ordinal_q,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,Q1,0.5014081450632262,0.006615918520946895,0.7692014560524355,-0.0036651897992113647,0.9266439475408507,-0.01848672309215016,0.1457282039644017
ordinal_q,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,Q2,0.5512293830377136,0.0025554612819455036,0.7141123851026727,0.0003285927970067921,0.5642386122013548,0.008122590174165611,0.0235202207499951
ordinal_q,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,Q3,0.6030982431123015,-0.006537163229448528,0.7198516585423956,0.012066954492565202,0.6886489417365619,0.08705902266442478,0.1849776664845433
ordinal_q,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,S1,0.6591825070813673,-0.0007881397957915093,0.6968544718411361,0.0021538314735213048,1.1545376458849927,0.026742608091475217,0.09380490281181329
ordinal_q,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,S2,0.6337429985118465,-0.0010625071972931721,0.5977572998716913,0.0032986552226188684,0.6495517735127609,0.040194004302605224,0.10127004128063577
ordinal_q,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,S3,0.6520916194630472,0.003955598530389515,0.7116706919516086,0.007413472624425722,1.0161783782944478,0.04242567389496721,0.13774043245831077
ordinal_q,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,S4,0.5642966327820425,-0.00029578825435006006,0.7510879646656925,0.0003268331197161758,0.8643578175899086,0.006671085701832613,0.12143513420279158
previous_a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,Q1,0.49767652413529573,0.0028842975930164494,0.7729320066622712,6.536081062429266e-05,0.9438898963330776,-0.0012407742999231974,0.052753268733377406
previous_a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,Q2,0.548634194102475,-3.9727653293075704e-05,0.7144802061923401,0.0006964138866741263,0.5619366607581976,0.005820638731008354,0.025618373823401406
previous_a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,Q3,0.6095748903712128,-6.051597053724489e-05,0.7065559180254197,-0.0012287860244106054,0.5928943209363692,-0.008695598135767924,0.05335057219239105
previous_a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,S1,0.6606711192359159,0.0007004723587571426,0.6907754594218716,-0.0039251809457433295,1.1175640411765824,-0.010230996616935162,0.050967052154137535
previous_a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,S2,0.6343371453523804,-0.00046836035675923426,0.5960395399783492,0.0015808953292768117,0.6165155024701584,0.0071577332600026855,0.04747831323512375
previous_a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,S3,0.6417237041930275,-0.006412316739630164,0.707307145853123,0.0030499265259401713,0.9871968113051435,0.01344410690566289,0.05685829916991801
previous_a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,S4,0.5651977509927483,0.0006053299563557601,0.7480023248600828,-0.002758806685893489,0.8438246001418053,-0.013862131746270712,0.032273520707312105
raw05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,Q1,0.4980136412508163,0.0032214147085370404,0.7741429796066115,0.001276333754964575,0.9513679825768543,0.006237311943853463,0.05544173239116266
raw05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,Q2,0.5485933050756782,-8.061668008996214e-05,0.7144149105673108,0.0006311182616447301,0.5622302956970212,0.006114273669831971,0.026174228989247973
raw05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,Q3,0.6095651733289065,-7.023301284359018e-05,0.7073971764800578,-0.0003875275697725362,0.5992907031405612,-0.002299215931575893,0.05979838508913498
raw05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,S1,0.660478612426372,0.000507965549213174,0.6913863417239096,-0.003314298643705259,1.121485459814813,-0.0063095779787045725,0.04926208936342156
raw05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,S2,0.6338123155953885,-0.0009931901137510968,0.5962429163402362,0.0017842716911638506,0.618398339284045,0.009040570073889254,0.05084920990213255
raw05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,S3,0.6405074698554039,-0.007628551077253798,0.7080328168252353,0.0037755974980524655,0.9896328761538771,0.015880171754396488,0.0641955392235187
raw05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,S4,0.5649557191035942,0.00036329806720170055,0.7490591979809191,-0.001701933565057079,0.8497776762356241,-0.007909055652451924,0.03748757641272964
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,Q1,0.5010085636669341,0.006216337124654858,0.7738748182818391,0.0010081724301922662,0.9480983587462795,0.0029676881132786326,0.07516926730262392
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,Q2,0.5485933050756782,-8.061668008996214e-05,0.7138972955200552,0.00011350321438905686,0.5600240449316644,0.003908022904475117,0.026174228989247973
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,Q3,0.6106028157755145,0.0009674094337643879,0.7064350077121473,-0.0013496963376831749,0.5927041999275837,-0.008885719144553383,0.07331714528506425
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,S1,0.6612811281547154,0.0013104812775566188,0.6877739098838735,-0.006926730483741444,1.106543701282264,-0.021251336511253438,0.06942781789637545
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,S2,0.6346826130614714,-0.00012289264766818242,0.5958717522136433,0.0014131075645708643,0.6140473843955098,0.004689615185354046,0.07181364079242922
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,S3,0.6400366060799666,-0.008099414852691056,0.7073173126824213,0.003060093355238475,0.9849791263124135,0.011226421912932882,0.09041229087763313
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,S4,0.5644674018290384,-0.00012501920735408234,0.7487584604457601,-0.0020026711002162924,0.8468394600447205,-0.010847271843355433,0.060437197020601185
