role,file,target,mean_prob,mean_prob_delta_vs_mixmin,conditional_bce,conditional_bce_delta_vs_mixmin,conditional_logit_resid_rms,conditional_logit_resid_rms_delta_vs_mixmin,movement_abs_logit_vs_mixmin
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q1,0.49435949102124144,-0.0004327355210378414,0.7616714642799127,-0.0111951815717342,0.8745355250718762,-0.07059514556112467,0.1507016297479862
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q2,0.5344817847173317,-0.01419213703843647,0.713179004012385,-0.0006047882932810272,0.5090433456941005,-0.04707267633308876,0.1148762982678358
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,Q3,0.5514812937809092,-0.05815411256084091,0.7108340724309515,0.003049368381121135,0.5960660298513798,-0.005523889220757305,0.2674735830716884
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,S1,0.6579233933414673,-0.0020472535356914623,0.692839040470207,-0.0018615998974080038,1.1220789885615323,-0.00571604923198521,0.13670461505650952
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,S2,0.6312598024217501,-0.0035457032873895677,0.5969924188805044,0.002533774231431977,0.6584904988099759,0.04913272959982018,0.11736868863785374
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,S3,0.6400366060799666,-0.008099414852691056,0.7100950975584724,0.005837878231289446,0.9945091820294496,0.020756477629969017,0.09041229087763313
bad_lejepa,submission_lejepa_targetwise_strict_best_scale0p5.csv,S4,0.575882238407406,0.011289817371013533,0.7467802384511887,-0.00398089309478766,0.8327708855148755,-0.024915846373200434,0.0973856990602844
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q1,0.5010085636669341,0.006216337124654858,0.7744257379726797,0.0015590921210327647,0.9504322223619563,0.0053015517289555225,0.07516926730262392
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q2,0.57071179192556,0.022037870169791862,0.7078983338780107,-0.005885458427655375,0.5158615686540922,-0.04025445337309708,0.21462538230125744
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,Q3,0.6106028157755145,0.0009674094337643879,0.7045166556143629,-0.003268048435467535,0.5943927255824504,-0.007197193489686726,0.07331714528506425
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,S1,0.6612811281547154,0.0013104812775566188,0.6879988161303572,-0.0067018242372577815,1.106893524881225,-0.020901512912292475,0.06942781789637545
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,S2,0.6346826130614714,-0.00012289264766818242,0.5960605440527733,0.0016018994037010166,0.6140213287112717,0.004663559501115966,0.07181364079242922
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,S3,0.6400366060799666,-0.008099414852691056,0.708745100943802,0.004487881616619262,0.9879826072646631,0.014229902865182553,0.09041229087763313
bad_q2_jepa,submission_jepa_latent_q2_w0p45.csv,S4,0.5644674018290384,-0.00012501920735408234,0.7490444795438131,-0.0017166520021631984,0.8463814462849206,-0.011305285603155357,0.060437197020601185
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q1,0.5167576577058172,0.021965431163537885,0.7719870857982711,-0.0008795600533757217,0.9414979863469759,-0.003632684286024923,0.1618789454930324
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q2,0.5635694339270806,0.014895512171312464,0.7042607264184688,-0.009523065887197209,0.48246209487244646,-0.07365392715474278,0.13598110003260305
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,Q3,0.6002913523946811,-0.009344053947068942,0.7069295257698522,-0.0008551782799781726,0.6072878451231757,0.005697926051038582,0.10705253288026882
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,S1,0.6693615884535046,0.00939094157634579,0.683494274842968,-0.011206365524646817,1.1197234512815335,-0.00807158651198403,0.15158733073678018
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,S2,0.6210368118147478,-0.013768693894391837,0.6061856847153316,0.011727040066259204,0.6783878145057582,0.06903004529560253,0.14106910258460212
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,S3,0.6265762565174094,-0.021559764415248206,0.7213336608416541,0.017076441514471203,1.0272534609454995,0.053500756546018935,0.16056297754088075
bad_residual_jepa,submission_jepa_latent_residual_probe.csv,S4,0.5613397442060942,-0.0032526768302982845,0.7464862456052538,-0.004274885940722561,0.8363033188904415,-0.021383412997634466,0.08913310205064566
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q1,0.4947922265422793,0.0,0.7731991807233467,0.000332534871699778,0.9462001307645199,0.0010694601315190955,8.049116928532385e-17
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q2,0.548670624544122,-3.29721164615826e-06,0.7136356093800357,-0.00014818292563039304,0.5549290476213862,-0.0011869744058030651,0.0015508347316737182
balanced_e90,submission_e90_e72pareto_28925de5.csv,Q3,0.60963540634175,-1.1102230246251565e-16,0.7077789978946487,-5.706155181725681e-06,0.6014556092490428,-0.00013430982309425854,4.618527782440651e-17
balanced_e90,submission_e90_e72pareto_28925de5.csv,S1,0.6602264810203421,0.0002558341431833089,0.6933981536453323,-0.0013024867222826255,1.1233359966456347,-0.0044590411478828695,0.016033224996065947
balanced_e90,submission_e90_e72pareto_28925de5.csv,S2,0.6346583404546926,-0.00014716525444702366,0.5946889767915823,0.0002303321425098135,0.6108304979819382,0.0014727287717825055,0.014604833520334466
balanced_e90,submission_e90_e72pareto_28925de5.csv,S3,0.648300226495629,0.00016420556297136457,0.7031247235365677,-0.0011324957906150175,0.9664947064737316,-0.0072579979257489935,0.00825289750894056
balanced_e90,submission_e90_e72pareto_28925de5.csv,S4,0.5645924210363925,0.0,0.7504616618550995,-0.00029946969087687146,0.8568269544202235,-0.000859777467852485,4.676814491233472e-17
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q1,0.4947922265422793,0.0,0.7731377008593238,0.00027105500767694,0.9460354803699628,0.0009048097369619423,6.294964549624637e-17
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q2,0.5486739217557681,0.0,0.7137839374636492,1.4515798300962502e-07,0.5560649081751186,-5.111385207068331e-05,1.4988010832439614e-17
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,Q3,0.6096354063417501,0.0,0.7077624695621534,-2.2234487677110338e-05,0.6014380187046027,-0.00015190036753442993,3.075317778211684e-17
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,S1,0.6601672958055391,0.00019664892838033854,0.6936694310711966,-0.0010312092964183074,1.1243124035241168,-0.003482634269400764,0.01322758816772965
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,S2,0.6346645332099975,-0.0001409724991421335,0.5946654250575125,0.00020678040844016943,0.6107083022601564,0.0013505330500006574,0.012087429643624501
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,S3,0.6482779426078016,0.00014192167514393006,0.7031913695544709,-0.0010658497727119838,0.9667514999142576,-0.0070012044852230115,0.00792156845633012
conservative_e85,submission_e85_inverse_conflict_pruned_58b23ed1.csv,S4,0.5645924210363925,0.0,0.7505036501330403,-0.000257481412936031,0.8569263642602235,-0.0007603676278524762,2.864375403532904e-17
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q1,0.4947640886799178,-2.8137862361499177e-05,0.7722788291550505,-0.00058781669659637,0.9408120240354038,-0.0043186465975970645,0.007474067637788305
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q2,0.5486868846073681,1.2962851600017977e-05,0.7134053002687,-0.00037849203696613775,0.553106372879943,-0.0030096491472462183,0.004326074059193732
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,Q3,0.6098278512023803,0.00019244486063019206,0.7071713418062383,-0.0006133622435921891,0.5966844188220606,-0.004905500250076522,0.007189307751153376
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,S1,0.6604702830787911,0.0004996362016322919,0.6934317778223005,-0.0012688625453145226,1.1214018019989231,-0.006393235794594387,0.0097554588070426
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,S2,0.6355730728579829,0.0007675671488432956,0.5943234187568389,-0.00013522589223345703,0.6059716184641802,-0.0033861507459754803,0.00612764562318959
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,S3,0.6482326724990111,9.665156635341177e-05,0.7034404335170978,-0.0008167858100850403,0.969342267634806,-0.0044104367646745635,0.005281045637553398
