basename,source_path,episode,target,view_id,split,rule,scale,source_delta_logloss,source_robust_gate,source_dominance,source_min_mode_dominance,nonzero_rows,mean_abs_delta,max_abs_delta,signed_delta_sum,promotion_decision,strict_promote_gate,info_sensor_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,public_free_submission_ready,final_decision
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s022_bfbce9d1.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s022_bfbce9d1.csv,bedtime_arousal,S1,raw_human_context,dateblock5,all_centered,0.22,-0.0069148643143257,True,0.9947916666666666,0.984375,250,0.048402459638641676,0.14300000000000002,1.063903969047812,promote_candidate,True,False,-0.0005678216806134223,-0.0008752521309292971,-0.0003188263513561434,0.9411764705882353,-0.004427997335688605,promote_candidate,True,-0.0005678216806134223,-0.0008752521309292971,-0.0003188263513561434,0.9411764705882353,21,1.0,0.9047619047619048,0.3333333333333333,0.8571428571428571,False,blocked_by_matched_nulls
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs32_s030_eb7092a0.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs32_s030_eb7092a0.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs32,0.3,-0.0098040291797294,True,0.9947916666666666,0.984375,32,0.02268473148842427,0.195,1.5079588664032713,promote_candidate,True,False,-0.0005994540090090368,-0.0007960715324433751,-0.00020899012047546992,0.9411764705882353,-0.011472812883750072,promote_candidate,True,-0.0005994540090090368,-0.0007960715324433751,-0.00020899012047546992,0.9411764705882353,21,1.0,0.6190476190476191,0.42857142857142855,0.42857142857142855,False,blocked_by_matched_nulls
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs64_s022_c26dbc46.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs64_s022_c26dbc46.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs64,0.22,-0.0069148643143257,True,0.9947916666666666,0.984375,64,0.025562998454326618,0.14300000000000002,1.2767244356148897,promote_candidate,True,False,-0.00045357025098260453,-0.0006465881104582624,-0.0002016143666106631,0.9411764705882353,-0.003792380790124339,promote_candidate,True,-0.00045357025098260453,-0.0006465881104582624,-0.0002016143666106631,0.9411764705882353,21,1.0,0.9047619047619048,0.14285714285714285,0.8571428571428571,False,blocked_by_matched_nulls
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s015_355ad200.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s015_355ad200.csv,routine_fragmentation,S1,raw_human_context,dateblock5,all_centered,0.15,-0.0098040291797294,True,0.9947916666666666,0.984375,250,0.03543643651829892,0.0975,1.0151410910059222,promote_candidate,True,False,-0.0004856991618504322,-0.000663915777984674,-0.00018961262863999786,0.9411764705882353,-0.0009906056463129254,promote_candidate,True,-0.0004856991618504322,-0.000663915777984674,-0.00018961262863999786,0.9411764705882353,21,1.0,0.8095238095238095,0.6190476190476191,0.7142857142857143,False,blocked_by_matched_nulls
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s030_729cd76d.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s030_729cd76d.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs32,0.3,-0.0069148643143257,True,0.9947916666666666,0.984375,32,0.02110490278905309,0.195,2.254234473736734,promote_candidate,True,False,-0.0006144236754514988,-0.0008138650738089938,-0.0001809686807351797,0.9411764705882353,-0.008806183182979627,promote_candidate,True,-0.0006144236754514988,-0.0008138650738089938,-0.0001809686807351797,0.9411764705882353,21,1.0,0.6190476190476191,0.38095238095238093,0.5714285714285714,False,blocked_by_matched_nulls
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s015_a272d5c7.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s015_a272d5c7.csv,bedtime_arousal,S1,raw_human_context,dateblock5,all_centered,0.15,-0.0069148643143257,True,0.9947916666666666,0.984375,250,0.0330016770263466,0.0975,0.7253890698053264,promote_candidate,True,False,-0.0003023606621474528,-0.00046289244184655453,-0.00016643986426802013,0.9411764705882353,-0.0030190890925148595,promote_candidate,True,-0.0003023606621474528,-0.00046289244184655453,-0.00016643986426802013,0.9411764705882353,21,1.0,0.7619047619047619,0.47619047619047616,0.5714285714285714,False,blocked_by_matched_nulls
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs32_s022_cc86ffb5.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs32_s022_cc86ffb5.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs32,0.22,-0.0098040291797294,True,0.9947916666666666,0.984375,32,0.0166354697581778,0.14300000000000002,1.1058365020290657,promote_candidate,True,False,-0.00041236175933518976,-0.0005473342811725768,-0.00013632633355874007,0.9411764705882353,-0.00841339611475006,promote_candidate,True,-0.00041236175933518976,-0.0005473342811725768,-0.00013632633355874007,0.9411764705882353,21,1.0,0.6666666666666666,0.47619047619047616,0.2857142857142857,False,blocked_by_matched_nulls
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s022_4f3299d1.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s022_4f3299d1.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs32,0.22,-0.0069148643143257,True,0.9947916666666666,0.984375,32,0.015476928711972267,0.14300000000000002,1.6531052807402722,promote_candidate,True,False,-0.00042431807267751063,-0.0005685481932043644,-0.00011708546610394885,0.9411764705882353,-0.00645786766751838,promote_candidate,True,-0.00042431807267751063,-0.0005685481932043644,-0.00011708546610394885,0.9411764705882353,21,1.0,0.9047619047619048,0.5238095238095238,0.8571428571428571,False,blocked_by_matched_nulls
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s030_e97c2622.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s030_e97c2622.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs16,0.3,-0.0098040291797294,True,0.9947916666666666,0.984375,16,0.01239575395550056,0.195,1.14893848887514,promote_candidate,True,False,-0.0003788369984890622,-0.000504580229449724,-0.00011689659045737862,0.9411764705882353,-0.008505361553157398,promote_candidate,True,-0.0003788369984890622,-0.000504580229449724,-0.00011689659045737862,0.9411764705882353,21,1.0,0.8571428571428571,0.47619047619047616,0.7142857142857143,False,blocked_by_matched_nulls
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs64_s015_396a220c.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs64_s015_396a220c.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs64,0.15,-0.0098040291797294,True,0.9947916666666666,0.984375,64,0.01882399546166792,0.0975,1.1003078175770524,promote_candidate,True,False,-0.00038819834519131854,-0.0005161794405300798,-0.00011140167261090758,0.9411764705882353,-0.0030067316847363634,promote_candidate,True,-0.00038819834519131854,-0.0005161794405300798,-0.00011140167261090758,0.9411764705882353,21,1.0,0.6666666666666666,0.42857142857142855,0.5714285714285714,False,blocked_by_matched_nulls
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s006_f675ca42.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_all_centered_s006_f675ca42.csv,bedtime_arousal,S1,raw_human_context,dateblock5,all_centered,0.06,-0.0069148643143257,True,0.9947916666666666,0.984375,250,0.013200670810538636,0.039,0.29015562792213057,too_small_to_submit,False,True,-8.007230745013032e-05,-0.00012058593538102945,-4.197732323974791e-05,0.9411764705882353,-0.0012076356370059327,too_small_to_submit,False,-8.007230745013032e-05,-0.00012058593538102945,-4.197732323974791e-05,0.9411764705882353,21,0.0,0.9047619047619048,0.3333333333333333,0.7142857142857143,False,too_small_to_submit
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs16_s015_b28f243d.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs16_s015_b28f243d.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs16,0.15,-0.0069148643143257,True,0.9947916666666666,0.984375,16,0.005990199970115243,0.0975,1.1397053958367862,too_small_to_submit,False,True,-0.00021369480170627488,-0.00031677081205696596,-2.4317607736962173e-05,0.9117647058823529,-0.004345534580197846,too_small_to_submit,False,-0.00021369480170627488,-0.00031677081205696596,-2.4317607736962173e-05,0.9117647058823529,21,0.0,0.6666666666666666,0.3333333333333333,0.42857142857142855,False,too_small_to_submit
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s010_6c226d0a.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s010_6c226d0a.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs16,0.1,-0.0098040291797294,True,0.9947916666666666,0.984375,16,0.004131917985166852,0.065,0.38297949629171324,too_small_to_submit,False,True,-9.954074420825715e-05,-0.0001373977888940974,-2.312953797720948e-05,0.9411764705882353,-0.002835120517719114,too_small_to_submit,False,-9.954074420825715e-05,-0.0001373977888940974,-2.312953797720948e-05,0.9411764705882353,21,0.0,0.9047619047619048,0.5238095238095238,0.8571428571428571,False,too_small_to_submit
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s010_0dc79909.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_topabs32_s010_0dc79909.csv,bedtime_arousal,S1,raw_human_context,dateblock5,topabs32,0.1,-0.0069148643143257,True,0.9947916666666666,0.984375,32,0.00703496759635103,0.065,0.7514114912455782,too_small_to_submit,False,True,-0.00014065329232949012,-0.00020268411300234507,-2.3059220667191328e-05,0.9411764705882353,-0.002935394394326607,too_small_to_submit,False,-0.00014065329232949012,-0.00020268411300234507,-2.3059220667191328e-05,0.9411764705882353,21,0.0,0.7142857142857143,0.5238095238095238,0.5714285714285714,False,too_small_to_submit
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs64_s006_55330ee9.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs64_s006_55330ee9.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs64,0.06,-0.0098040291797294,True,0.9947916666666666,0.984375,64,0.007529598184667168,0.039,0.440123127030821,too_small_to_submit,False,True,-0.00011539049790582369,-0.00016449075490606043,-2.118815519405413e-05,0.9411764705882353,-0.0012026926738945287,too_small_to_submit,False,-0.00011539049790582369,-0.00016449075490606043,-2.118815519405413e-05,0.9411764705882353,21,0.0,0.8571428571428571,0.7619047619047619,0.7142857142857143,False,too_small_to_submit
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_pos_top24_s006_717bec6d.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_pos_top24_s006_717bec6d.csv,routine_fragmentation,S3,hybrid_context,subject5,pos_top24,0.06,-0.0077848083107663,True,0.9947916666666666,0.984375,24,0.0017924537758560273,0.0355396595784719,0.4481134439640068,too_small_to_submit,False,True,-1.99165347768963e-05,-4.8889901013177167e-05,7.148351782138309e-07,0.8823529411764706,0.0011716234798138936,too_small_to_submit,False,-1.99165347768963e-05,-4.8889901013177167e-05,7.148351782138309e-07,0.8823529411764706,21,0.0,0.5238095238095238,0.8095238095238095,0.2857142857142857,False,too_small_to_submit
submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_pos_top24_s010_05503413.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S3_hybrid_context_subject5_pos_top24_s010_05503413.csv,routine_fragmentation,S3,hybrid_context,subject5,pos_top24,0.1,-0.0077848083107663,True,0.9947916666666666,0.984375,24,0.0029874229597600457,0.05923276596411983,0.7468557399400114,too_small_to_submit,False,True,-3.3181923173303366e-05,-8.139019934128635e-05,1.2023077970039899e-06,0.8823529411764706,0.0019527057996898411,too_small_to_submit,False,-3.3181923173303366e-05,-8.139019934128635e-05,1.2023077970039899e-06,0.8823529411764706,21,0.0,0.38095238095238093,0.8571428571428571,0.2857142857142857,False,too_small_to_submit
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_pos_top24_s006_b3ceebc6.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_pos_top24_s006_b3ceebc6.csv,bedtime_arousal,S3,hybrid_context,subject5,pos_top24,0.06,-0.0163759649850387,True,0.9947916666666666,0.984375,24,0.0022082119582773688,0.039,0.5520529895693422,too_small_to_submit,False,True,-2.5103189153581988e-05,-5.247134882909642e-05,2.6271579635454825e-06,0.8823529411764706,0.0020920965876724262,too_small_to_submit,False,-2.5103189153581988e-05,-5.247134882909642e-05,2.6271579635454825e-06,0.8823529411764706,21,0.0,0.19047619047619047,0.9047619047619048,0.0,False,too_small_to_submit
submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_pos_top24_s010_7f580fc6.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S3_hybrid_context_subject5_pos_top24_s010_7f580fc6.csv,bedtime_arousal,S3,hybrid_context,subject5,pos_top24,0.1,-0.0163759649850387,True,0.9947916666666666,0.984375,24,0.003680353263795615,0.065,0.9200883159489037,too_small_to_submit,False,True,-4.183393382078924e-05,-8.741661589074214e-05,4.392204096092097e-06,0.8823529411764706,0.0034868276461206826,too_small_to_submit,False,-4.183393382078924e-05,-8.741661589074214e-05,4.392204096092097e-06,0.8823529411764706,21,0.0,0.0,0.9047619047619048,0.0,False,too_small_to_submit
submission_e297_epstate_routine_anchor_recovery_S2_family_jepa_context_subject5_neg_top24_s006_06cd9f8c.csv,analysis_outputs/submission_e297_epstate_routine_anchor_recovery_S2_family_jepa_context_subject5_neg_top24_s006_06cd9f8c.csv,routine_anchor_recovery,S2,family_jepa_context,subject5,neg_top24,0.06,-0.0091871610688989,True,0.9947916666666666,0.984375,24,0.002030772253987867,0.039,-0.5076930634969667,too_small_to_submit,False,True,-4.772081130313667e-05,-8.69875413535063e-05,5.9402168885913075e-06,0.8823529411764706,-0.0014220394189061458,too_small_to_submit,False,-4.772081130313667e-05,-8.69875413535063e-05,5.9402168885913075e-06,0.8823529411764706,21,0.0,0.8095238095238095,0.6190476190476191,0.5714285714285714,False,too_small_to_submit
submission_e297_epstate_routine_anchor_recovery_S2_family_jepa_context_subject5_neg_top24_s010_f4592f4b.csv,analysis_outputs/submission_e297_epstate_routine_anchor_recovery_S2_family_jepa_context_subject5_neg_top24_s010_f4592f4b.csv,routine_anchor_recovery,S2,family_jepa_context,subject5,neg_top24,0.1,-0.0091871610688989,True,0.9947916666666666,0.984375,24,0.0033846204233131116,0.065,-0.8461551058282779,too_small_to_submit,False,True,-7.262494634068758e-05,-0.00013756566287482515,1.7451771664904928e-05,0.8529411764705882,-0.0023700656981769375,too_small_to_submit,False,-7.262494634068758e-05,-0.00013756566287482515,1.7451771664904928e-05,0.8529411764705882,21,0.0,0.47619047619047616,0.3333333333333333,0.42857142857142855,False,too_small_to_submit
submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_pos_top24_s022_c9c485f8.csv,analysis_outputs/submission_e297_epstate_bedtime_arousal_S1_raw_human_context_dateblock5_pos_top24_s022_c9c485f8.csv,bedtime_arousal,S1,raw_human_context,dateblock5,pos_top24,0.22,-0.0069148643143257,True,0.9947916666666666,0.984375,24,0.011743721077873486,0.14300000000000002,2.9359302694683715,too_small_to_submit,False,True,-0.000499196484358167,-0.0007478212733197374,-4.7298505258405224e-05,0.9117647058823529,-0.007695188205066178,too_small_to_submit,False,-0.000499196484358167,-0.0007478212733197374,-4.7298505258405224e-05,0.9117647058823529,21,0.047619047619047616,0.9047619047619048,0.47619047619047616,0.7142857142857143,False,too_small_to_submit
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs32_s010_09ae5fdf.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs32_s010_09ae5fdf.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs32,0.1,-0.0098040291797294,True,0.9947916666666666,0.984375,32,0.007561577162808091,0.065,0.5026529554677571,too_small_to_submit,False,True,-0.00013550757256625704,-0.00018707393845324193,-3.145396493539699e-05,0.9411764705882353,-0.003824270961249987,too_small_to_submit,False,-0.00013550757256625704,-0.00018707393845324193,-3.145396493539699e-05,0.9411764705882353,21,0.047619047619047616,0.5714285714285714,0.42857142857142855,0.5714285714285714,False,too_small_to_submit
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s006_7e48318e.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_all_centered_s006_7e48318e.csv,routine_fragmentation,S1,raw_human_context,dateblock5,all_centered,0.06,-0.0098040291797294,True,0.9947916666666666,0.984375,250,0.014174574607319567,0.039,0.40605643640236866,too_small_to_submit,False,True,-0.00014858997243448452,-0.00019732627348644145,-4.887624306160008e-05,0.9411764705882353,-0.0003962422585250813,too_small_to_submit,False,-0.00014858997243448452,-0.00019732627348644145,-4.887624306160008e-05,0.9411764705882353,21,0.09523809523809523,0.9047619047619048,0.8095238095238095,0.7142857142857143,False,too_small_to_submit
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s015_c61fbdcd.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_topabs16_s015_c61fbdcd.csv,routine_fragmentation,S1,raw_human_context,dateblock5,topabs16,0.15,-0.0098040291797294,True,0.9947916666666666,0.984375,16,0.00619787697775028,0.0975,0.57446924443757,too_small_to_submit,False,True,-0.00016966268535137795,-0.00022762409740173783,-4.650222899020353e-05,0.9411764705882353,-0.004252680776578699,too_small_to_submit,False,-0.00016966268535137795,-0.00022762409740173783,-4.650222899020353e-05,0.9411764705882353,21,0.09523809523809523,0.8571428571428571,0.6666666666666666,0.8571428571428571,False,too_small_to_submit
submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_pos_top24_s022_c71d82f4.csv,analysis_outputs/submission_e297_epstate_routine_fragmentation_S1_raw_human_context_dateblock5_pos_top24_s022_c71d82f4.csv,routine_fragmentation,S1,raw_human_context,dateblock5,pos_top24,0.22,-0.0098040291797294,True,0.9947916666666666,0.984375,24,0.012162748756380612,0.14300000000000002,3.040687189095153,too_small_to_submit,False,True,-0.0005707996636045434,-0.0008627364953753327,-4.4801122865816195e-05,0.9117647058823529,-0.009976886098542165,too_small_to_submit,False,-0.0005707996636045434,-0.0008627364953753327,-4.4801122865816195e-05,0.9117647058823529,21,0.09523809523809523,0.7142857142857143,0.6190476190476191,0.5714285714285714,False,too_small_to_submit
