policy,rollback_cells,expected_delta_focus_mean,moved_cells,moved_rows,cells_to_flip_expected,top1_over_abs_expected,cells_for_2e6_guard,cells_for_e95_edge,support_prob_swing_weighted_focus,bad_span_energy,bad_span_residual,max_bad_axis,max_bad_cos,mean_abs_logit_move_vs_e95,max_abs_logit_move_vs_e95,q2s3_share_vs_e95,cos_e154_axis,cos_e101_axis,cos_mixmin_axis,mean_delta_focus_mean,std_delta_focus_mean,p05_delta_norm_focus_mean,p95_delta_norm_focus_mean,win_rate_norm_focus_mean,e95_edge_or_better_norm_focus_mean,worse_than_e101_norm_focus_mean,worse_than_mixmin_norm_focus_mean,mean_delta_visible_mean,std_delta_visible_mean,p05_delta_norm_visible_mean,p95_delta_norm_visible_mean,win_rate_norm_visible_mean,e95_edge_or_better_norm_visible_mean,worse_than_e101_norm_visible_mean,worse_than_mixmin_norm_visible_mean,mean_delta_subject,std_delta_subject,p05_delta_norm_subject,p95_delta_norm_subject,win_rate_norm_subject,e95_edge_or_better_norm_subject,worse_than_e101_norm_subject,worse_than_mixmin_norm_subject,mean_delta_flank_mean,std_delta_flank_mean,p05_delta_norm_flank_mean,p95_delta_norm_flank_mean,win_rate_norm_flank_mean,e95_edge_or_better_norm_flank_mean,worse_than_e101_norm_flank_mean,worse_than_mixmin_norm_flank_mean,mean_delta_nearest_hard085,std_delta_nearest_hard085,p05_delta_norm_nearest_hard085,p95_delta_norm_nearest_hard085,win_rate_norm_nearest_hard085,e95_edge_or_better_norm_nearest_hard085,worse_than_e101_norm_nearest_hard085,worse_than_mixmin_norm_nearest_hard085,cos_bad_a2c8,cos_bad_raw05,cos_bad_stage2,cos_bad_ordinal,cos_bad_final9,cos_bad_e72,cos_bad_q2_bad,cos_bad_lejepa_bad,cos_bad_resid_bad,mean_keep_selected,n_keep_changed_from_e172,cos_e172_axis,delta_focus_vs_e172,delta_visible_p95_vs_e172,delta_visible_worse_e101_vs_e172,broad_retained,visible_tail_guard,geometry_guard,body_recovered,e174_gate,pareto_score
reopen_focus_cost_top200_to0p5,410,-0.00011723515685042133,904,193,31,0.049745809302770234,1,4,0.46665014141957273,0.26492580286452744,0.9642688001675597,q2_bad,0.15779499727959537,0.0007929686215784346,0.010205926073456162,0.32720045652859486,0.08247014164859416,-0.02955458242593653,-0.002873948307475305,-7.635966138846317e-05,1.716753929499213e-05,-0.00010459775066366289,-4.8121572113263443e-05,0.9999956644980252,0.9998117776719286,3.2748111622460385e-07,4.653751806138473e-08,-5.1265261047678026e-05,1.6243336678515213e-05,-7.798317229712766e-05,-2.4547349798228398e-05,0.9992004735063746,0.9865682662476394,0.0001026591370075769,2.077718842441456e-05,-3.051957143906122e-05,1.5864690480684997e-05,-5.661466511667843e-05,-4.424477761444007e-06,0.9728065348257506,0.8311354052308864,0.006327712642421712,0.0019334377157036453,-3.2444460792089154e-05,1.5304768773296393e-05,-5.761856521849936e-05,-7.270356365678947e-06,0.9829924336600783,0.8685375595717958,0.0033610221268771667,0.000903396651869226,-7.66582892124052e-05,1.3524602698357128e-05,-9.89042810138756e-05,-5.441229741093481e-05,0.9999999927789226,0.9999971334323435,1.1775602715147215e-10,5.226485910725387e-12,0.059725738872548076,0.03803055234409812,0.07673120425260027,-0.07272061681639017,0.06712614828460099,0.07097190050381603,0.15779499727959537,0.01327609143922922,0.11702639715984073,0.3719512195121951,200,0.9928999137701852,-4.5399350745408605e-06,2.13587041135292e-06,5.251594993616049e-05,True,True,True,True,True,-0.00011723515685042133
reopen_focus_cost_top150_to0p5,410,-0.00011723363285526386,904,193,31,0.04974645598043974,1,4,0.46670029342825037,0.2638842181041018,0.9645543631312791,q2_bad,0.15514622833317498,0.0007840994032827002,0.010205926073456162,0.32502568936492615,0.08494926640932574,-0.02964966512320449,-0.0020918606662064664,-7.671150713377816e-05,1.711027639771079e-05,-0.00010485540732469493,-4.856760694286139e-05,0.9999963261374375,0.9998337286298187,2.7007326197647785e-07,3.762054323619424e-08,-5.174833812323291e-05,1.618642607183779e-05,-7.837263975487717e-05,-2.5124036491588653e-05,0.9993057250303892,0.9878111300904956,8.657441038750768e-05,1.7145718883337935e-05,-3.0761546595428125e-05,1.5802192201829355e-05,-5.675383975239141e-05,-4.76925343846484e-06,0.9742124389891694,0.8359049699669192,0.005892873029102574,0.0017752515963411764,-3.3025961365323953e-05,1.524771507804458e-05,-5.810622081416823e-05,-7.945701916479678e-06,0.9848429293139318,0.8773478512421695,0.0029025850795090236,0.000761953089841283,-7.75551289561181e-05,1.3481231021183244e-05,-9.972978069708205e-05,-5.538047721515414e-05,0.9999999956117185,0.9999980544660081,6.676226238511163e-11,2.8186342149183474e-12,0.057140046564433306,0.03540461456104019,0.07515016549980197,-0.0727966766246819,0.06904990068834622,0.0721184587854704,0.15514622833317498,0.012606072678580296,0.11434543017171608,0.34146341463414637,150,0.9939052177836614,-4.538411079383386e-06,1.5591837179926654e-06,3.643122331609128e-05,True,True,True,True,True,-0.00011723363285526386
reopen_focus_cost_top25_to0p75,410,-0.00011705789493298988,904,193,31,0.04982113986929235,1,4,0.4651557837306363,0.2591196097337963,0.9658452401142765,q2_bad,0.14512262305932555,0.0007763977081363068,0.010205926073456162,0.321713704399167,0.08676235450390012,-0.028424928718659016,-0.0012278155986800347,-7.723060293660503e-05,1.718490787493313e-05,-0.00010549726098351569,-4.896394488969435e-05,0.9999965066728853,0.9998428116054504,2.5846969919918195e-07,3.621559796496143e-08,-5.2275236891697505e-05,1.6236210447518656e-05,-7.898142653424596e-05,-2.5569047249149057e-05,0.999358308411221,0.9885971106882513,7.961447643134445e-05,1.57275988961203e-05,-3.06633249633037e-05,1.5855173104702122e-05,-5.674276395051642e-05,-4.5838859760909775e-06,0.9734411878468412,0.8335536756233992,0.0061419033125347244,0.0018680584969457126,-3.3558712358016846e-05,1.5273947334922196e-05,-5.868212002972939e-05,-8.4353046863043e-06,0.985994101628982,0.883900779191084,0.0026457594629214487,0.0006882656113813557,-7.956496369736698e-05,1.3566226791095586e-05,-0.00010187942103874679,-5.725050635598718e-05,0.9999999977533821,0.9999989119384664,3.266387160749673e-11,1.3403722576299515e-12,0.05831276578958632,0.036492568989873665,0.0751825855298713,-0.07483088517546803,0.07076849054490003,0.07285353238576114,0.14512262305932555,0.013135786648548043,0.11123458722980936,0.2804878048780488,25,0.9877640975673093,-4.36267315710941e-06,1.1141729604322617e-06,2.9471289359928043e-05,True,True,True,True,True,-0.00011705789493298988
reopen_positive_cost_targets_to0p5,410,-0.00011688961949302343,904,193,31,0.04989286286973924,1,4,0.4648573265398701,0.2699364430215714,0.9628781422012144,q2_bad,0.17513794605900565,0.0008376615532581526,0.010205926073456162,0.33982812108903643,0.09115183671197118,-0.028632266024007334,-0.006100930417654745,-7.154690489300114e-05,1.7560774393629816e-05,-0.00010043180834643969,-4.26620014395626e-05,0.9999769181111967,0.9993185054981633,2.228870645604175e-06,3.7854674017623324e-07,-4.5900631508298526e-05,1.664083828564346e-05,-7.327237471795209e-05,-1.8528888298644964e-05,0.9970949683224097,0.9669868164888753,0.00048114506717655825,0.0001173599071951914,-2.8243243016494664e-05,1.629813600194767e-05,-5.5051291131846656e-05,-1.4351949011426754e-06,0.9584443857008628,0.7862562168464804,0.011087877118236777,0.0037663642590514135,-2.6665926469771543e-05,1.5709716106762283e-05,-5.2506109986357446e-05,-8.257429531856398e-07,0.9551909981462481,0.7651033816377589,0.01152471465208027,0.003769842886827135,-6.452111152136959e-05,1.3825882599646597e-05,-8.726266466120355e-05,-4.177955838153563e-05,0.9999984695488542,0.999814075025587,5.180908990709554e-08,3.868634967929552e-09,0.07203703973980297,0.05352473596226215,0.09216931288429496,-0.07173349414939456,0.05604561379521462,0.061188498878329015,0.17513794605900565,0.02122148581568053,0.14071031498090117,0.44085365853658537,313,0.9862799077355716,-4.194397717142959e-06,8.154331910936354e-06,0.00043100188010514184,True,True,True,True,True,-0.00011688961949302343
reopen_focus_cost_top100_to0p5,410,-0.00011677835653593334,904,193,31,0.04994039931078231,1,4,0.46687740262465227,0.26357057023725117,0.9646401165744716,q2_bad,0.1544506218180648,0.0007782221502094992,0.010205926073456162,0.32566106710876597,0.08469100147978406,-0.029648963156274927,-0.0010331814775180258,-7.686890866785443e-05,1.7075797013585838e-05,-0.00010495609531873822,-4.8781722016970645e-05,0.9999966282744115,0.9998439221432738,2.4420462607643856e-07,3.364496925506444e-08,-5.2031122436419764e-05,1.6152477286569463e-05,-7.859958328548482e-05,-2.546266158735471e-05,0.9993618299908165,0.9884978024419064,7.82007911703797e-05,1.5288041832040022e-05,-3.0799331794181974e-05,1.57671882750124e-05,-5.673404861516284e-05,-4.8646149732011025e-06,0.9746127888057835,0.8370321269679917,0.005760549602622178,0.0017254407465824295,-3.3402782762843736e-05,1.5214001349565796e-05,-5.8427588063121624e-05,-8.377977462565845e-06,0.9859371672587901,0.8828142420919237,0.0026397287883144216,0.0006826574529582574,-7.848007815467652e-05,1.345155670428102e-05,-0.00010060591998785654,-5.635423632149649e-05,0.9999999972987488,0.9999986738910036,3.8580472150329115e-11,1.5569767697343195e-12,0.056339162562489935,0.034620067921914716,0.07437908264256593,-0.07303748988418782,0.06985534848624783,0.0736287912835349,0.1544506218180648,0.01267535461774508,0.1135188713703147,0.31097560975609756,100,0.9946008282708884,-4.08313476005287e-06,1.22055862222661e-06,2.8057604098963296e-05,True,True,True,True,True,-0.00011677835653593334
reopen_focus_cost_top75_to0p5,410,-0.00011659027540229607,904,193,31,0.0500209621783479,1,4,0.46662842178246716,0.2618800596835301,0.9651004270748983,q2_bad,0.15145166985082983,0.0007753123994842738,0.010205926073456162,0.3243232166543807,0.08537759473738922,-0.029682764988960192,-0.0011938074784717475,-7.688836316288667e-05,1.705377795559364e-05,-0.00010493933168636993,-4.883739463940341e-05,0.9999967368889124,0.9998473689228682,2.3466168164176793e-07,3.2157122409337546e-08,-5.211780770923456e-05,1.6129203564349663e-05,-7.864798669189371e-05,-2.5587628726575405e-05,0.9993837921597323,0.9887558151859616,7.486759923769348e-05,1.4541964628245196e-05,-3.08164586205118e-05,1.5742758458655188e-05,-5.671099196945175e-05,-4.921925271571844e-06,0.9748556774492877,0.8376745714541362,0.005678929134336208,0.0016945064362633433,-3.353989111899546e-05,1.5189419828667607e-05,-5.8524263415467984e-05,-8.555518822522937e-06,0.9863816540594408,0.8849544560971385,0.002531407329857238,0.000649742919224261,-7.867253706515359e-05,1.3436238479403942e-05,-0.0001007731826605861,-5.657189146972108e-05,0.9999999976185369,0.9999987958440322,3.337707887851593e-11,1.3286038935689248e-12,0.05619391041517875,0.034451496401656685,0.07416798713898541,-0.0731559352448919,0.07005758693833321,0.07344916745875434,0.15145166985082983,0.012313168361014988,0.11206355667847427,0.29573170731707316,75,0.9949624052376074,-3.895053626415594e-06,1.0955914830059138e-06,2.4724412166277077e-05,True,True,True,True,True,-0.00011659027540229607
reopen_focus_cost_positive_to0p5,410,-0.00011651399714687112,904,193,31,0.05005370941750434,1,4,0.4665776963774791,0.2610403865833915,0.9653278803455297,q2_bad,0.15010485377171107,0.0007748682487132441,0.010205926073456162,0.32396058982649883,0.08539277693177164,-0.029688043300082168,-0.0011928905469965666,-7.6889321294529e-05,1.7050287344308308e-05,-0.0001049345482733793,-4.8844094315678696e-05,0.9999967519136822,0.9998478363895844,2.3333203769126953e-07,3.194907427506166e-08,-5.21324687925252e-05,1.6125641787419266e-05,-7.8656789173482e-05,-2.56081484115684e-05,0.9993872819859386,0.9887974641817098,7.434271105322132e-05,1.442521057692936e-05,-3.0791953262895734e-05,1.5738820215654545e-05,-5.668000877855226e-05,-4.903897747239206e-06,0.9747929385250593,0.8373524770072134,0.0056939020166590915,0.0016990043677810318,-3.3564829416022326e-05,1.5185761686348662e-05,-5.854318460383363e-05,-8.586474228211024e-06,0.9864572327658898,0.8853290005783617,0.002513276722245661,0.0006442918593948521,-7.877619507312159e-05,1.3433849617117313e-05,-0.00010087291133975765,-5.6679478806485526e-05,0.9999999977408649,0.9999988454361279,3.1455726912099635e-11,1.2463363674442007e-12,0.056209854420049686,0.03446881524729211,0.07418943566786683,-0.0731707335446569,0.07014959781328181,0.07346327664325555,0.15010485377171107,0.012397162860532924,0.11135750554681127,0.2920731707317073,69,0.9950189464721635,-3.818775370990649e-06,1.0750717980129177e-06,2.4199523981804916e-05,True,True,True,True,True,-0.00011651399714687112
reopen_q2s2_focus_cost_positive_to0p75,410,-0.00011630443785821292,904,193,31,0.050143897031437214,1,4,0.4691453956502842,0.2596464999543505,0.965703730479206,q2_bad,0.15156639995154458,0.0007703720015705544,0.010205926073456162,0.3214691496557318,0.0840581084599686,-0.030552485677006854,-9.909864478785563e-05,-7.67092701663053e-05,1.7133364161261418e-05,-0.00010489114634883651,-4.852739398377409e-05,0.9999962183448587,0.9998305335587635,2.799046510126857e-07,3.919281210684744e-08,-5.223199744551361e-05,1.6210596736926504e-05,-7.889605628329488e-05,-2.556793860773235e-05,0.9993637036540887,0.9886248675839034,7.8566987545714e-05,1.5460382776888437e-05,-3.107269497477298e-05,1.583197852225525e-05,-5.7113982268922335e-05,-5.031407680623621e-06,0.9751568005550703,0.8402727766400393,0.005647934865876336,0.00169629267546767,-3.387404290491982e-05,1.5272336067236772e-05,-5.899480027713601e-05,-8.75328553270363e-06,0.9867225871572826,0.887910009580875,0.002479606729547834,0.000639808982299428,-7.838686986021469e-05,1.3485985823784461e-05,-0.0001005693425554827,-5.620439716494669e-05,0.9999999969220893,0.9999985456531597,4.510380957611915e-11,1.855515741056024e-12,0.04903137269461093,0.02706344350165015,0.06875859120060744,-0.06858194003625386,0.07440456513816235,0.07475656724317518,0.15156639995154458,0.011622655336377487,0.10703399695110244,0.2841463414634146,28,0.9905996778624745,-3.609216082332446e-06,1.1152816018489682e-06,2.84238004742976e-05,True,True,True,True,True,-0.00011630443785821292
reopen_q2s2s1_to0p5,410,-0.00011627090003604669,904,193,31,0.05015836081472986,1,4,0.4680801024423368,0.2671381590975824,0.9636582402252132,q2_bad,0.16822907637170326,0.0008080311880854441,0.010205926073456162,0.3242846001139272,0.08395149758064352,-0.029828909348404518,-0.0067500845698975345,-7.331262348768174e-05,1.739183147264896e-05,-0.00010191964056479714,-4.470560641056633e-05,0.9999875303387213,0.9995735176006662,1.0957408993483853e-06,1.7373973359990913e-07,-4.825006829128789e-05,1.6478851949441106e-05,-7.535536768832243e-05,-2.1144768894253347e-05,0.998294246372698,0.977189726769232,0.000254143585555866,5.736743195405847e-05,-2.887416492952187e-05,1.6124327543873565e-05,-5.5396323572215825e-05,-2.3520062868279144e-06,0.9633309260528101,0.7998765020697214,0.009358286201545551,0.0030695211916689225,-2.9453151893992488e-05,1.5553328619878198e-05,-5.503610088556728e-05,-3.870202902417699e-06,0.970866783007068,0.8184008844519234,0.006667971390508232,0.0020004661699510873,-7.017787721411947e-05,1.368413264249842e-05,-9.268627242281803e-05,-4.7669482005420915e-05,0.999999853902193,0.9999695823679202,3.5455234304038186e-09,2.0883406115501657e-10,0.05533624638824044,0.0353743221268627,0.07734027341736421,-0.0703160468830021,0.06767903858303533,0.06228848998729179,0.16822907637170326,0.013508666118494841,0.12640281029006575,0.3591463414634146,179,0.9893166247088043,-3.5756782601662173e-06,5.538451315327971e-06,0.00020400039848444962,True,True,True,True,True,-0.00011627090003604669
reopen_focus_cost_top25_to0p65,410,-0.00011618615373734127,904,193,31,0.05019494637412267,1,4,0.4659282451199453,0.2593009636365979,0.9657965677393617,q2_bad,0.14497207800078515,0.0007708168684680393,0.010205926073456162,0.32057795878251766,0.08616567456795297,-0.02901385366889921,-0.00031979254239566685,-7.703802152936644e-05,1.708138009146487e-05,-0.00010513439152614911,-4.8941651532583775e-05,0.999996759510716,0.9998490823783721,2.3390315595506195e-07,3.215259525291003e-08,-5.239166326445505e-05,1.61456298612872e-05,-7.894886110120929e-05,-2.5834465427700805e-05,0.9994126311953684,0.9891808091764192,7.101321032876307e-05,1.3750428597303355e-05,-3.0727144346824294e-05,1.5759083670335383e-05,-5.664853027940717e-05,-4.805758414241421e-06,0.9744003332313932,0.8360265479971883,0.005814586356070239,0.0017425742089347551,-3.39068945657715e-05,1.5195371488079659e-05,-5.890105647081431e-05,-8.912732660728685e-06,0.9871725526295095,0.8894873862434347,0.002356191301752575,0.0005997774381210075,-7.985663013212724e-05,1.3472919034459748e-05,-0.00010201760987158187,-5.7695650392672596e-05,0.9999999984592434,0.9999991693717047,2.085265293771954e-11,8.112399640936019e-13,0.05615612700950118,0.03424681754894249,0.073754165252624,-0.07441625560093848,0.07214333875668856,0.07419540269983264,0.14497207800078515,0.012099092747732281,0.1093072227800895,0.27439024390243905,25,0.9920773701506159,-3.4909319614607987e-06,8.487547818805132e-07,2.087002325734666e-05,True,True,True,True,True,-0.00011618615373734127
reopen_focus_cost_top50_to0p5,410,-0.00011614056186322279,904,193,31,0.05021465078780691,1,4,0.4666443532659727,0.2607483022368027,0.9654068172954989,q2_bad,0.14969503771249354,0.0007714753339238774,0.010205926073456162,0.3229128816415814,0.08564829055950816,-0.029724529976782918,-0.00044379980365970994,-7.68759170407301e-05,1.7029632749075343e-05,-0.00010488717023369825,-4.886466384776194e-05,0.9999968228483381,0.9998499314932088,2.2692650158973038e-07,3.0935771611062535e-08,-5.224934105619619e-05,1.610533370296098e-05,-7.874025761077534e-05,-2.5758424501617038e-05,0.9994111485190788,0.9890922714132193,7.081772490968863e-05,1.3650434907863662e-05,-3.086964737544115e-05,1.57165667891531e-05,-5.672109926180468e-05,-5.018195489077618e-06,0.9752434759836495,0.8389058847053991,0.005556990866376066,0.0016499659100358555,-3.377940906779574e-05,1.5165621083374713e-05,-5.8724635911756353e-05,-8.834182223835126e-06,0.9870386332788054,0.8883502047374685,0.0023773315311234056,0.0006041075187572797,-7.90505506509909e-05,1.341735964980044e-05,-0.00010112014333507748,-5.69809579669043e-05,0.9999999980883494,0.9999989856841491,2.599320758633894e-11,1.0123013538532177e-12,0.05610221992545604,0.03431610685562359,0.07411635942571701,-0.07288474011508599,0.07111435989608318,0.0743685599035984,0.14969503771249354,0.012268711306810712,0.11062977859105944,0.2804878048780488,50,0.9954103761020094,-3.4453400873423124e-06,9.247957079642807e-07,2.0674537838272222e-05,True,True,True,True,True,-0.00011614056186322279
reopen_non_e72_focus_cost_positive_to0p5,410,-0.00011606944182847275,904,193,31,0.05024541915933287,1,4,0.46664561511774727,0.26065136343378326,0.9654329944331247,q2_bad,0.1501273651992192,0.0007726175242841986,0.010205926073456162,0.32436006804998185,0.08549409933108407,-0.030707451192754153,-0.0017713518051280413,-7.68219045895482e-05,1.7031619816782822e-05,-0.00010483642621804199,-4.88073829610544e-05,0.9999967669510955,0.9998478364833874,2.3143132932279542e-07,3.159988293255367e-08,-5.220535610716924e-05,1.6109061020825096e-05,-7.870240355405598e-05,-2.5708308660282492e-05,0.9994039107469489,0.9889981665145137,7.185803700848759e-05,1.3875058780477012e-05,-3.0818759838780934e-05,1.572115715858986e-05,-5.667776221096157e-05,-4.959757466600302e-06,0.9750217698326279,0.8380426502294739,0.005620501939623601,0.0016718923114735773,-3.374294474538501e-05,1.5171194958937826e-05,-5.869733979878178e-05,-8.788549691988235e-06,0.9869306712105534,0.887807436969121,0.00240297105075693,0.0006117573861318393,-7.899169370069231e-05,1.3417928636770615e-05,-0.00010106222228506048,-5.692116511632414e-05,0.9999999980339647,0.9999989624170951,2.6819546583567444e-11,1.0469403122215226e-12,0.055886365076366254,0.034017393231514224,0.07399592683779273,-0.07258624286735639,0.07123836913383698,0.07309947741271278,0.1501273651992192,0.01263443850304845,0.11039548519769904,0.28841463414634144,63,0.9953968367713257,-3.374220052592276e-06,9.749115492988265e-07,2.171484993707118e-05,True,True,True,True,True,-0.00011606944182847275
reopen_between_focus_cost_positive_to0p5,410,-0.00011579200568400507,904,193,31,0.05036580653224677,1,4,0.46696066072199555,0.26173277990385807,0.9651403793872675,q2_bad,0.15016581803757004,0.0007699789363738109,0.010205926073456162,0.3217610145137101,0.0857966210923185,-0.029776008591711367,-0.0027030482035755627,-7.676893740112644e-05,1.7004505666822497e-05,-0.00010473886022171629,-4.87990145805366e-05,0.9999968285294112,0.9998493806872503,2.255498214864815e-07,3.064194364910122e-08,-5.2292324848870446e-05,1.6085838618806027e-05,-7.87511748435696e-05,-2.5833474854171292e-05,0.9994246565578391,0.9892480278375623,6.876222382434793e-05,1.3190868427770397e-05,-3.101554505915201e-05,1.5698052516711484e-05,-5.683654367733958e-05,-5.194546440964439e-06,0.9759088757027398,0.8414494240730506,0.00536481642476172,0.0015833126007371856,-3.393486543467843e-05,1.515168524574767e-05,-5.885716986557359e-05,-9.012561003783265e-06,0.9874440168280232,0.8904980469413541,0.0022837040926548813,0.0005766785131506857,-7.89322702276868e-05,1.3394162884235275e-05,-0.00010096370762779997,-5.690083282757361e-05,0.9999999981041694,0.9999989826525706,2.5554003357797228e-11,9.883205365213144e-13,0.05491892987874729,0.033071573564648876,0.073623010146208,-0.07267662517023005,0.07069345736988832,0.07236236278787694,0.15016581803757004,0.010622059152642175,0.1109596918534694,0.28292682926829266,54,0.995964371194713,-3.0967839081245962e-06,8.497453554100266e-07,1.8619036752931528e-05,True,True,True,True,True,-0.00011579200568400507
reopen_s2_to1p0,356,-0.00011564568202766681,904,193,31,0.05042953315685572,1,4,0.46515768145464026,0.24071779646363659,0.9705951485896123,q2_bad,0.142969661197695,0.0008199766785943651,0.010205926073456162,0.2883293714671859,0.08764126631005145,-0.02880387175502223,-0.017622237750477273,-7.279379308182708e-05,1.8151718466988122e-05,-0.0001026507130376545,-4.293687312599965e-05,0.999969678868089,0.9992294023318737,3.270341180972025e-06,6.05642976214682e-07,-4.7400794881512134e-05,1.720573089045053e-05,-7.570170374102067e-05,-1.9099886022003597e-05,0.9970648751627091,0.9689150277054135,0.0005188005077888524,0.00013379849166073043,-2.929424599368798e-05,1.6937955238065725e-05,-5.715470310016207e-05,-1.4337888872138866e-06,0.9581404534043719,0.7954772819616857,0.011818111615357618,0.004226343380297259,-2.835604623127591e-05,1.625385565420868e-05,-5.509125965604675e-05,-1.620832806505071e-06,0.9594704335596845,0.7888970457597902,0.010709517194754659,0.0036097401306349752,-6.77930283628839e-05,1.4304687655389427e-05,-9.132214573525916e-05,-4.4263910990508655e-05,0.9999989272752576,0.9998781971658383,3.9169568255559284e-08,3.1321405469242336e-09,0.053482201435766624,0.03651696150171874,0.08162973178124523,-0.06259472279880064,0.0608835783814311,0.04490079063319585,0.142969661197695,0.00915888153649654,0.11770666263598104,0.348780487804878,54,0.9561420888557755,-2.9504602517863395e-06,7.583334187577722e-06,0.00046865732071743604,True,True,True,True,True,-0.00011564568202766681
reopen_q2s2_to0p5,410,-0.00011563431499576383,904,193,31,0.050434490457915246,1,4,0.46946998287503955,0.26732334439009575,0.9636068853760305,q2_bad,0.16774298118404107,0.0007979299430791067,0.010205926073456162,0.32838982041045156,0.08438906275281667,-0.029984381165238213,-0.0037805682412725755,-7.371163474804376e-05,1.73141188732695e-05,-0.00010219082597421003,-4.5232443521877485e-05,0.9999896551007601,0.999628262347851,8.799202992904043e-07,1.3620173766604182e-07,-4.900881817949518e-05,1.640682294981841e-05,-7.599564041525465e-05,-2.2021995943735714e-05,0.9985918113454005,0.9800077406954024,0.0002016930777424264,4.422107871770997e-05,-2.9295567565719032e-05,1.604660351719983e-05,-5.568988156123742e-05,-2.901253570200642e-06,0.9660489036344588,0.8082636927487612,0.008452265254661806,0.00271966154154224,-3.048170575308373e-05,1.548610943648698e-05,-5.5954089027056757e-05,-5.009322479110702e-06,0.975484707267742,0.8363711586275555,0.0053579523281162,0.0015532470465887682,-7.159009339929123e-05,1.3613179136671563e-05,-9.398178047658556e-05,-4.9198406321996894e-05,0.999999927532805,0.9999821891340204,1.5838329536776996e-09,8.649858607157057e-11,0.053908511469684166,0.033449654295059916,0.075277261754552,-0.06994926145961203,0.06790962638095638,0.06677224588741613,0.16774298118404107,0.012063418115438703,0.12127455178055777,0.33902439024390246,146,0.9908883482971176,-2.9390932198833576e-06,4.661224265845605e-06,0.00015154989067101,True,True,True,True,True,-0.00011563431499576383
reopen_q2s2_focus_cost_positive_to0p65,410,-0.00011558331419076722,904,193,31,0.05045674453179223,1,4,0.4691430282020807,0.25964309859275675,0.9657046449889076,q2_bad,0.1500881848432522,0.0007659963032154373,0.010205926073456162,0.32037404991643736,0.0839489792690765,-0.030714631016005918,0.0005924628935626607,-7.662088142637423e-05,1.7044058911364486e-05,-0.00010465586354470666,-4.858589930804179e-05,0.9999965290111154,0.9998391437708446,2.508952737789727e-07,3.4498977008468046e-08,-5.235699782075545e-05,1.6127088508621412e-05,-7.888369784632879e-05,-2.583029779518211e-05,0.9994158842928978,0.9891948158596511,7.037771381757096e-05,1.3589332341856775e-05,-3.1054566469247226e-05,1.5742285080253464e-05,-5.6948321180006186e-05,-5.16081175848827e-06,0.9757342575124247,0.8413690519813986,0.005437453620365962,0.0016133692217151774,-3.4159085116541354e-05,1.519420539312301e-05,-5.9151328966065356e-05,-9.166841267017352e-06,0.987717173839257,0.8926044184431788,0.00223540307775405,0.0005653024873348844,-7.891408117565297e-05,1.341479207439529e-05,-0.00010097945057402192,-5.684871177728402e-05,0.9999999979808492,0.9999989381765092,2.7595037366268116e-11,1.078470646120877e-12,0.04865589433799624,0.026637252123097123,0.06854751053371859,-0.0693549352730631,0.07504159371145781,0.07569878222720261,0.1500881848432522,0.01087173171598838,0.10587026746737474,0.2773170731707317,28,0.993929922224239,-2.888092414886741e-06,8.529224143992076e-07,2.0234526746154557e-05,True,True,True,True,True,-0.00011558331419076722
reopen_q2s2_non_e72_to0p5,410,-0.00011557317507418463,904,193,31,0.050461171050444655,1,4,0.4710725583122019,0.26971127129614136,0.962941239191582,q2_bad,0.1676562367352112,0.000786633113971748,0.010205926073456162,0.3327691291957415,0.0859552105910663,-0.03051302738342854,-0.003599240648187149,-7.442036116281817e-05,1.718232022584061e-05,-0.00010268276290573373,-4.61579594199026e-05,0.9999925856347722,0.9997092979546583,5.955323485462571e-07,8.83619017955084e-08,-5.004205163927632e-05,1.6279218782436105e-05,-7.681898369750287e-05,-2.3265119581049762e-05,0.9989438948002025,0.9835572239670367,0.00014222790439122335,2.9787307346929026e-05,-2.983774435713805e-05,1.5900979910963462e-05,-5.59925288357688e-05,-3.682959878507302e-06,0.9697047553670776,0.8195349644971278,0.007247599058987864,0.0022602784699328193,-3.175831949661991e-05,1.5361134641973962e-05,-5.7025137526560686e-05,-6.4915014666791345e-06,0.9806539358025934,0.8578544552075721,0.003957234321304792,0.0010913999407311525,-7.359262963629076e-05,1.350342539086316e-05,-9.580378786672064e-05,-5.138147140586089e-05,0.9999999748041943,0.999992058952138,4.70522509843363e-10,2.2934654175799096e-11,0.05434346708364704,0.032688423553690324,0.07340239274205305,-0.07039223603990465,0.06940948804936614,0.07092957511251856,0.1676562367352112,0.012091532499131382,0.11744824609997807,0.32682926829268294,126,0.9933890948589861,-2.8779532983041534e-06,3.418100628531556e-06,9.208471731980694e-05,True,True,True,True,True,-0.00011557317507418463
