candidate_id,basename,source_path,parent_policy_id,rule,scale,parent_actual_delta,parent_dominance,parent_min_mode_dominance,base_block_frac,selected_blocks,selected_rows,selected_null_mean_rate,selected_null_max_rate,selected_score_rank,selected_rarity_score,selected_contrast_score,delta_mean,delta_p90_abs,delta_l1,promotion_decision,strict_promote_gate,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current,balanced_rank,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,public_free_submission_ready,final_decision
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid_low45_top8_bf20_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__c23d5570.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__c23d5570.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,hybrid_low45_top8,0.6,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,8,31,0.12615740740740738,0.2326388888888889,0.7264150943396227,0.5191867575122293,0.5958236863703171,0.004667925023848693,0.048,1.3509480832800462,promote_candidate,True,-0.00021077633403233478,-0.0003883746725522738,-5.513038173027163e-05,0.9411764705882353,0.0008702963851851264,1.170803249097473,promote_candidate,True,-0.00021077633403233478,-0.0003883746725522738,-5.513038173027163e-05,0.9411764705882353,21,0.47619047619047616,0.7619047619047619,0.42857142857142855,0.7142857142857143,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top8_bf20_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__c23d5570.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__c23d5570.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top8,0.6,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,8,31,0.12615740740740738,0.2326388888888889,0.7264150943396227,0.5191867575122293,0.5958236863703171,0.004667925023848693,0.048,1.3509480832800462,promote_candidate,True,-0.00021077633403233478,-0.0003883746725522738,-5.513038173027163e-05,0.9411764705882353,0.0008702963851851264,1.170803249097473,promote_candidate,True,-0.00021077633403233478,-0.0003883746725522738,-5.513038173027163e-05,0.9411764705882353,21,0.5238095238095238,0.7619047619047619,0.38095238095238093,0.7142857142857143,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top12_bf20_raw_s050,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__0da73dd5.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__0da73dd5.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top12,0.5,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,12,47,0.1404320987654321,0.2569444444444444,0.699685534591195,0.47802818541812253,0.5435207331588372,0.004680633044710011,0.04,1.7234639506090639,promote_candidate,True,-0.00020659394784285776,-0.00037774882226815636,-5.191428283614951e-05,0.9411764705882353,0.0001269368395388215,1.2357851985559565,promote_candidate,True,-0.00020659394784285776,-0.00037774882226815636,-5.191428283614951e-05,0.9411764705882353,21,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.42857142857142855,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid_low45_top12_bf20_raw_s035,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__6fad25e5.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__6fad25e5.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,hybrid_low45_top12,0.35,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,12,60,0.13117283950617284,0.24768518518518515,0.6792452830188679,0.4750320288842302,0.525734768470512,0.004991943678737439,0.027999999999999997,1.4804586842924121,promote_candidate,True,-0.00022275630459009455,-0.0004084300926926882,-5.696478921180086e-05,0.9411764705882353,0.0008579615767956295,1.1556859205776173,promote_candidate,True,-0.00022275630459009455,-0.0004084300926926882,-5.696478921180086e-05,0.9411764705882353,21,0.6190476190476191,0.9523809523809523,0.3333333333333333,0.8571428571428571,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid_low55_top12_bf20_raw_s050,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__0da73dd5.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__0da73dd5.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,hybrid_low55_top12,0.5,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,12,47,0.1404320987654321,0.2569444444444444,0.699685534591195,0.47802818541812253,0.5435207331588372,0.004680633044710011,0.04,1.7234639506090639,promote_candidate,True,-0.00020659394784285776,-0.00037774882226815636,-5.191428283614951e-05,0.9411764705882353,0.0001269368395388215,1.2357851985559565,promote_candidate,True,-0.00020659394784285776,-0.00037774882226815636,-5.191428283614951e-05,0.9411764705882353,21,0.6190476190476191,0.5238095238095238,0.38095238095238093,0.42857142857142855,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_top12_bf20_raw_s055,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__a98231a0.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity__a98231a0.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,rarity_top12,0.55,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,12,47,0.1404320987654321,0.2569444444444444,0.699685534591195,0.47802818541812253,0.5435207331588372,0.0051486963491810134,0.044000000000000004,1.8958103456699704,promote_candidate,True,-0.00022566630055375727,-0.00041531056545197843,-5.84424397774365e-05,0.9411764705882353,0.0001396305234927231,1.1270306859205776,promote_candidate,True,-0.00022566630055375727,-0.00041531056545197843,-5.84424397774365e-05,0.9411764705882353,21,0.8095238095238095,0.47619047619047616,0.38095238095238093,0.2857142857142857,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid_low45_top12_bf20_raw_s040,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__ca75314c.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__ca75314c.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,hybrid_low45_top12,0.4,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,12,60,0.13117283950617284,0.24768518518518515,0.6792452830188679,0.4750320288842302,0.525734768470512,0.0057050784899856455,0.032,1.6919527820484712,promote_candidate,True,-0.00025380436086257067,-0.0004666639515435942,-6.552483896176705e-05,0.9411764705882353,0.0009805275163378702,0.9887184115523465,promote_candidate,True,-0.00025380436086257067,-0.0004666639515435942,-6.552483896176705e-05,0.9411764705882353,21,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.7142857142857143,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid_low55_top12_bf20_raw_s060,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__6ed4511c.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__6ed4511c.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,hybrid_low55_top12,0.6,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,12,47,0.1404320987654321,0.2569444444444444,0.699685534591195,0.47802818541812253,0.5435207331588372,0.005616759653652013,0.048,2.0681567407308763,promote_candidate,True,-0.000244584998028131,-0.00045045382707313683,-6.463641768216629e-05,0.9411764705882353,0.00015232420744659692,1.0349729241877257,promote_candidate,True,-0.000244584998028131,-0.00045045382707313683,-6.463641768216629e-05,0.9411764705882353,21,0.9047619047619048,0.5238095238095238,0.3333333333333333,0.42857142857142855,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid_low55_top12_bf20_raw_s055,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__a98231a0.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__a98231a0.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,hybrid_low55_top12,0.55,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,12,47,0.1404320987654321,0.2569444444444444,0.699685534591195,0.47802818541812253,0.5435207331588372,0.0051486963491810134,0.044000000000000004,1.8958103456699704,promote_candidate,True,-0.00022566630055375727,-0.00041531056545197843,-5.84424397774365e-05,0.9411764705882353,0.0001396305234927231,1.1270306859205776,promote_candidate,True,-0.00022566630055375727,-0.00041531056545197843,-5.84424397774365e-05,0.9411764705882353,21,0.9047619047619048,0.42857142857142855,0.5238095238095238,0.2857142857142857,False,blocked_by_matched_nulls
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid_low45_top16_bf20_raw_s030,submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__3291c610.csv,analysis_outputs/submission_e293_s4lownull_S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_hybrid__3291c610.csv,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,hybrid_low45_top16,0.3,-0.013445320773193159,0.9930555555555556,0.9791666666666666,0.2,16,82,0.13078703703703703,0.24305555555555555,0.6356132075471699,0.44524589447938506,0.47406589246089803,0.006390808867489233,0.024,1.7969645865363533,promote_candidate,True,-0.00028544590018946865,-0.0005193642424067238,-6.928088588897452e-05,0.9411764705882353,0.0013123525896501231,0.891245487364621,promote_candidate,True,-0.00028544590018946865,-0.0005193642424067238,-6.928088588897452e-05,0.9411764705882353,21,0.9523809523809523,0.9523809523809523,0.38095238095238093,0.8571428571428571,False,blocked_by_matched_nulls
