method,hidden_blocks,weighted_mixmin_delta_vs_a2c8,mean_mixmin_delta_vs_a2c8,mean_raw05_delta_vs_a2c8,mixmin_better_block_rate
transition_raw_topology_baseedge_mid_k4_a24_w0.35,36.0,-0.0011731371693657682,-0.0016247703864702805,0.0005566534737905615,0.5833333333333334
transition_topology_baseedge_mid_k4_a24_w1.00,36.0,-0.0011724065159706926,-0.0016684345934058818,0.0005681198907029881,0.5277777777777778
transition_topology_baseedge_mid_k4_a12_w0.65,36.0,-0.001170731138067514,-0.0016690220105847636,0.0005707454004467215,0.5277777777777778
transition_topology_baseedge_mid_k4_a4_w0.35,36.0,-0.0011699146037590703,-0.001669729485483013,0.0005724478265603798,0.5277777777777778
transition_full_transition_baseedge_mid_k4_a4_w0.65,36.0,-0.001169415958828918,-0.0014730844093462077,0.0005275841367133645,0.5
transition_topology_baseedge_mid_k4_a12_w1.00,36.0,-0.0011693905622963863,-0.0016797554782301987,0.0005830309614120832,0.5277777777777778
transition_topology_baseedge_mid_k8_a24_w0.35,36.0,-0.0011687643072754896,-0.001639719979175187,0.000555293988115569,0.5833333333333334
transition_topology_baseedge_mid_k8_a4_w0.65,36.0,-0.0011671253245403627,-0.0016148134695134586,0.0005698022959275567,0.5555555555555556
transition_full_transition_baseedge_mid_k8_a12_w0.35,36.0,-0.0011616827676424898,-0.0015672509033873986,0.0005520365266427484,0.5555555555555556
transition_topology_baseedge_mid_k8_a12_w1.00,36.0,-0.0011614436420901838,-0.0016103564172411445,0.0005689763232854078,0.5555555555555556
transition_full_transition_baseedge_mid_k8_a24_w0.65,36.0,-0.001157128355982729,-0.0015512261147299252,0.0005520252673947598,0.5555555555555556
transition_topology_baseedge_mid_k8_a12_w0.35,36.0,-0.001157126109609147,-0.0016218281066397036,0.0005580095719494517,0.5555555555555556
transition_raw_topology_baseedge_mid_k4_a12_w0.35,36.0,-0.0011559826161426914,-0.0015833290062396684,0.0005604207443542738,0.5555555555555556
transition_full_transition_baseedge_mid_k8_a4_w1.00,36.0,-0.0011536566159802478,-0.0013690591482226067,0.000541907083647875,0.5277777777777778
transition_topology_baseedge_mid_k8_a24_w0.65,36.0,-0.0011534741838841263,-0.0016158582650306953,0.0005591731192096141,0.5555555555555556
transition_raw_topology_baseedge_mid_k4_a24_w0.65,36.0,-0.0011534441224063526,-0.0015772683421430818,0.0005608992340725819,0.5555555555555556
transition_topology_baseedge_mid_k8_a4_w0.35,36.0,-0.0011476105003028823,-0.0016041798294615373,0.0005627012028612531,0.5555555555555556
transition_topology_baseedge_mid_k8_a12_w0.65,36.0,-0.001147528559919893,-0.0016024379374867728,0.0005639306222305875,0.5277777777777778
transition_topology_baseedge_mid_k8_a24_w1.00,36.0,-0.0011474322018202165,-0.0016029344055235157,0.0005634778513684463,0.5555555555555556
transition_full_transition_baseedge_mid_k8_a4_w0.35,36.0,-0.0011450876137477617,-0.001505592537675748,0.0005516135425325584,0.5555555555555556
transition_full_transition_baseedge_mid_k8_a24_w1.00,36.0,-0.0011428129374212164,-0.0014959781135658113,0.0005514464634867542,0.5555555555555556
transition_full_transition_baseedge_mid_k8_a12_w0.65,36.0,-0.0011415540955188766,-0.0014904163001887905,0.0005513357447962044,0.5555555555555556
transition_full_transition_baseedge_mid_k4_a4_w1.00,36.0,-0.0011408042728676478,-0.0013483250408552684,0.0005125680921834496,0.5
transition_full_transition_baseedge_mid_k8_a12_w1.00,36.0,-0.0011318316611236537,-0.001427529782868065,0.0005492066627816854,0.5
transition_full_transition_baseedge_mid_k8_a4_w0.65,36.0,-0.0011314456118029761,-0.00141611985508816,0.0005485801871518791,0.5
transition_raw_topology_baseedge_mid_k4_a24_w1.00,36.0,-0.0011287108948010202,-0.0015192480839236913,0.000564513291601422,0.5277777777777778
transition_raw_topology_baseedge_mid_k4_a12_w0.65,36.0,-0.0011185641580953177,-0.0014959822082815553,0.0005654930192057277,0.5277777777777778
transition_raw_topology_baseedge_mid_k4_a4_w0.35,36.0,-0.001112019661886551,-0.0014811377987061583,0.0005659879167760852,0.5277777777777778
transition_raw_residual_baseedge_mid_k16_a24_w0.35,36.0,-0.0011082355445262051,-0.0015979808036406357,0.0005367843520681394,0.5833333333333334
transition_raw_residual_baseedge_mid_k16_a12_w0.35,36.0,-0.0010743411623589565,-0.001567606636008458,0.0005311649845857574,0.5833333333333334
transition_raw_topology_baseedge_mid_k4_a12_w1.00,36.0,-0.0010722718035699938,-0.0013936040792607636,0.0005670422620703266,0.5277777777777778
transition_raw_residual_baseedge_mid_k16_a24_w0.65,36.0,-0.0010434256231846852,-0.0015408210257575952,0.0005259435487495303,0.5555555555555556
transition_raw_residual_baseedge_mid_k16_a4_w0.35,36.0,-0.001033851485568016,-0.0015327648390125418,0.0005243019473058912,0.5555555555555556
transition_raw_topology_baseedge_mid_k4_a4_w0.65,36.0,-0.001033743228957045,-0.0013127466843149487,0.0005655187388550685,0.4722222222222222
transition_raw_residual_baseedge_mid_k16_a12_w0.65,36.0,-0.0009948343829494005,-0.0015015622843424395,0.0005174543171826625,0.5555555555555556
transition_raw_residual_baseedge_mid_k16_a24_w1.00,36.0,-0.0009841431917831105,-0.0014935989067477874,0.000515527545817818,0.5555555555555556
transition_raw_topology_baseedge_mid_k4_a4_w1.00,36.0,-0.000956035132812208,-0.0011531946415946986,0.000558871381926867,0.4722222222222222
transition_raw_residual_baseedge_mid_k16_a4_w0.65,36.0,-0.0009439622367917298,-0.0014666481614125087,0.0005081861342998841,0.6111111111111112
transition_raw_residual_baseedge_mid_k16_a12_w1.00,36.0,-0.0009258829479167035,-0.0014557332669408013,0.0005050115394180809,0.6111111111111112
transition_raw_residual_baseedge_shrink025_k8_a4_w1.00,36.0,-0.0007625102672980206,-0.0006485368918259035,0.00045377972943958314,0.5555555555555556
transition_raw_residual_baseedge_mid_k16_a4_w1.00,36.0,-0.0007274469173012586,-0.0013278953865817214,0.0004778199575794225,0.6111111111111112
transition_raw_residual_baseedge_shrink025_k4_a4_w1.00,36.0,-0.0006210644414820277,-0.0008358744661708838,0.0004843377231188847,0.4444444444444444
transition_raw_residual_baseedge_shrink025_k16_a4_w1.00,36.0,-0.000586271714275435,-7.929701075596598e-05,0.0004689533821055989,0.5277777777777778
transition_raw_residual_baseedge_shrink025_k8_a4_w0.65,36.0,-0.00048499532236377353,-0.00047386152805284636,0.0005192966765975003,0.5277777777777778
transition_raw_residual_baseraw_k4_a4_w1.00,36.0,-0.00046677388147815135,-0.0003366143553341261,0.0007391080230036173,0.5833333333333334
transition_raw_residual_baseedge_shrink025_k8_a12_w1.00,36.0,-0.0004448279520562631,-0.00045192950922892807,0.0005305028108297619,0.5
transition_raw_residual_baseedge_shrink025_k4_a4_w0.65,36.0,-0.0004251539522155969,-0.0006666579487010669,0.0005325472454636866,0.5
transition_raw_topology_baseedge_shrink025_k4_a4_w1.00,36.0,-0.00040455051116367236,-0.0019037137536425108,0.00044167532486589893,0.5555555555555556
transition_raw_residual_baseedge_shrink025_k16_a12_w1.00,36.0,-0.00039150229554993994,-5.518858534222807e-05,0.000517684778703884,0.4722222222222222
edge_shrink050,36.0,-0.0003748346597357515,-0.0007123754295921848,0.0006567109107548097,0.5277777777777778
transition_raw_topology_baseedge_shrink025_k4_a4_w0.65,36.0,-0.00037019250742396264,-0.0015674382796931588,0.000493608990715733,0.5555555555555556
transition_full_transition_baseedge_shrink025_k4_a4_w1.00,36.0,-0.00035699666068487757,-0.0020068590548969895,0.0004406091693225083,0.5833333333333334
transition_raw_residual_baseedge_shrink025_k16_a4_w0.65,36.0,-0.00034887852691601576,-6.02701546214864e-05,0.0005310832104281019,0.4444444444444444
transition_raw_residual_baseedge_shrink025_k4_a12_w1.00,36.0,-0.0003295547678390934,-0.0005796697992297925,0.0005609248874822061,0.6111111111111112
transition_raw_topology_baseedge_shrink025_k4_a12_w1.00,36.0,-0.00032234233994524517,-0.001340678852441978,0.0005288939165752536,0.5277777777777778
transition_topology_baseedge_shrink025_k4_a4_w0.65,36.0,-0.0003221695128431294,-0.0014245561176792817,0.0006803796244794997,0.5555555555555556
transition_topology_baseedge_shrink025_k4_a4_w1.00,36.0,-0.00032071050659303167,-0.0016769265251024758,0.0006950954095024718,0.5
transition_full_transition_baseedge_shrink025_k4_a4_w0.65,36.0,-0.00029533319442092397,-0.0015986193208529398,0.0004943882047887872,0.5833333333333334
transition_topology_baseedge_shrink025_k4_a12_w1.00,36.0,-0.0002932892750994811,-0.0012570551062085608,0.0006762281086789997,0.5555555555555556
transition_raw_residual_baseedge_shrink025_k8_a12_w0.65,36.0,-0.000278134502080072,-0.00036984585939306376,0.0005833903118805284,0.5
transition_topology_baseedge_shrink025_k16_a12_w0.65,36.0,-0.0002721812060469945,-0.001012972049515392,0.000554090987935721,0.5555555555555556
transition_topology_baseedge_shrink025_k16_a24_w1.00,36.0,-0.0002714586817770648,-0.0010397677917474174,0.0005469699202884891,0.5555555555555556
transition_raw_residual_baseedge_shrink025_k8_a24_w1.00,36.0,-0.0002664035386045025,-0.000364565543949262,0.0005875521399729671,0.5
transition_topology_baseedge_shrink025_k16_a4_w0.35,36.0,-0.000255723011370059,-0.0008987651073952252,0.0005807963386235901,0.6111111111111112
transition_raw_residual_baseedge_shrink025_k16_a24_w1.00,36.0,-0.0002533464415643813,-8.704798399001327e-05,0.0005658343324168386,0.4444444444444444
transition_full_transition_baseedge_shrink025_k4_a12_w1.00,36.0,-0.00024818956036444094,-0.001347370537223625,0.0005316127676054608,0.5555555555555556
transition_topology_baseedge_shrink025_k16_a24_w0.65,36.0,-0.00024776053044191595,-0.0008676146998743952,0.0005875448778262086,0.6111111111111112
transition_raw_residual_baseedge_shrink025_k8_a4_w0.35,36.0,-0.0002468992095334448,-0.00035590367839968416,0.0005946088910712787,0.5
transition_raw_residual_baseraw_k4_a4_w0.65,36.0,-0.00024642925342725156,-0.000250439094044231,0.0007260492765281154,0.5555555555555556
transition_raw_topology_baseedge_shrink025_k4_a4_w0.35,36.0,-0.00024601878440968334,-0.0010544072249437301,0.0005755121886132907,0.5277777777777778
transition_topology_baseedge_shrink025_k16_a4_w0.65,36.0,-0.0002448853769631057,-0.001111538902670848,0.0005218578265668395,0.5277777777777778
transition_topology_baseedge_shrink025_k4_a4_w0.35,36.0,-0.0002359667908442372,-0.0010359344320132534,0.0006776958862250378,0.5833333333333334
transition_raw_residual_baseedge_shrink025_k16_a12_w0.65,36.0,-0.00023151962602884082,-9.612920501825973e-05,0.0005747991316998247,0.4444444444444444
transition_raw_topology_baseedge_shrink025_k4_a12_w0.65,36.0,-0.00023035077518570134,-0.0010011747263231352,0.0005843434134065759,0.5555555555555556
transition_raw_residual_baseedge_shrink025_k4_a4_w0.35,36.0,-0.0002288566314539167,-0.00048515081094123284,0.0005962967853434809,0.5277777777777778
transition_topology_baseedge_shrink025_k16_a12_w1.00,36.0,-0.00022438997417185646,-0.0011246456603893245,0.0005128581007504983,0.5555555555555556
transition_topology_baseedge_shrink025_k4_a12_w0.65,36.0,-0.00022318528633712042,-0.0009927869233971463,0.000678677381886874,0.5833333333333334
transition_topology_baseedge_shrink025_k16_a12_w0.35,36.0,-0.00021301787952008995,-0.000759782602173411,0.0006099969102114018,0.6111111111111112
transition_raw_residual_baseedge_shrink025_k4_a12_w0.65,36.0,-0.00021156270403701832,-0.0004686615454548318,0.0006029676952826158,0.5277777777777778
transition_topology_baseraw_k4_a4_w1.00,36.0,-0.00020770272649625604,-0.0015772901332691488,0.0006745466486968521,0.5555555555555556
transition_raw_topology_baseedge_shrink025_k4_a24_w1.00,36.0,-0.0002040687572178462,-0.0009147565392107019,0.0005987193959143863,0.5277777777777778
transition_topology_baseedge_shrink025_k4_a24_w1.00,36.0,-0.0002010945633270489,-0.0009209044341361508,0.000680683312649167,0.5555555555555556
transition_raw_residual_baseedge_shrink025_k4_a24_w1.00,36.0,-0.00018404450231868663,-0.0004422985110132485,0.000613919032257681,0.5277777777777778
transition_full_transition_baseedge_shrink025_k4_a4_w0.35,36.0,-0.00018261615821036592,-0.0010486511463333563,0.0005785035922570929,0.5277777777777778
calendar_count_strict,36.0,-0.0001787942188531561,-0.00043353666822282163,0.0008406271661630442,0.5277777777777778
transition_full_transition_baseedge_shrink025_k4_a12_w0.65,36.0,-0.00016978160041201634,-0.0009947296869968396,0.0005871423143872031,0.5555555555555556
transition_raw_residual_baseedge_shrink025_k8_a24_w0.65,36.0,-0.0001643281934500483,-0.0003203961186518972,0.000626324598492111,0.5
transition_raw_residual_baseedge_shrink025_k16_a4_w0.35,36.0,-0.00016399452538316128,-0.00013015752605640928,0.0006051131509674778,0.4444444444444444
transition_topology_baseedge_shrink025_k16_a24_w0.35,36.0,-0.00016042174730905074,-0.0006289441060956549,0.0006359563355764556,0.5833333333333334
transition_raw_residual_baseedge_shrink025_k16_a24_w0.65,36.0,-0.00014963881936391868,-0.00013828148900571323,0.0006120497612834239,0.4444444444444444
transition_full_transition_baseedge_shrink025_k4_a24_w1.00,36.0,-0.00014854278443377406,-0.0009079177780148013,0.0006011052124559554,0.5277777777777778
transition_raw_residual_baseedge_shrink025_k8_a12_w0.35,36.0,-0.0001380019986879386,-0.00030923038503433245,0.0006369964503494264,0.5
transition_raw_topology_baseedge_shrink025_k16_a12_w0.65,36.0,-0.0001352224006680179,-0.0008072609136185086,0.0005726616341178058,0.5555555555555556
transition_raw_topology_baseedge_shrink025_k16_a4_w0.35,36.0,-0.00013406764442226886,-0.0007161994507534886,0.0005996523828382609,0.6111111111111112
transition_topology_baseedge_shrink025_k4_a24_w0.65,36.0,-0.0001334246462820589,-0.0007136552268852309,0.0006882921269559581,0.5833333333333334
transition_raw_topology_baseedge_shrink025_k16_a24_w1.00,36.0,-0.0001318054422683572,-0.0008306061940203932,0.0005650381259819817,0.5555555555555556
transition_raw_topology_baseedge_shrink025_k16_a24_w0.65,36.0,-0.00013094078851098512,-0.0006926706665452675,0.0006061226128513432,0.6111111111111112
transition_raw_topology_baseedge_shrink025_k4_a24_w0.65,36.0,-0.00012866139046154138,-0.0006824258380221727,0.0006372477195693885,0.5277777777777778
transition_topology_baseraw_k4_a4_w0.65,36.0,-0.00012736036556708458,-0.0012569827296641208,0.0006781100009227363,0.5277777777777778
transition_full_transition_baseedge_shrink025_k16_a24_w1.00,36.0,-0.0001266035258860206,-0.0008073779875406951,0.0004886389884671789,0.5277777777777778
transition_raw_residual_baseraw_k4_a12_w1.00,36.0,-0.00012659279123523878,-0.0002008905917728201,0.0007200717461384982,0.5277777777777778
transition_full_transition_baseedge_shrink025_k16_a12_w0.65,36.0,-0.00012598279209078677,-0.0007796964570500329,0.0005010841570367846,0.5555555555555556
transition_topology_baseedge_shrink025_k4_a12_w0.35,36.0,-0.00012518538813668606,-0.0006892647365719964,0.0006893054469947969,0.5833333333333334
transition_raw_topology_baseedge_shrink025_k4_a12_w0.35,36.0,-0.00011992883046447638,-0.0006567379567397098,0.0006414701835135659,0.5555555555555556
transition_full_transition_baseedge_shrink025_k16_a4_w0.65,36.0,-0.00011652209899830901,-0.0009062427449896353,0.0004428810017164826,0.5277777777777778
transition_full_transition_baseedge_shrink025_k16_a4_w0.35,36.0,-0.00011461143151838457,-0.0006803821068831572,0.0005449566086045245,0.5277777777777778
transition_raw_topology_baseedge_shrink025_k16_a12_w0.35,36.0,-0.00011421292946956133,-0.0006132738511563638,0.0006268259030983905,0.6111111111111112
transition_raw_residual_baseedge_shrink025_k4_a24_w0.65,36.0,-0.00011172978654925779,-0.0003724580300759133,0.0006443729881218294,0.5
transition_full_transition_baseedge_shrink025_k16_a24_w0.65,36.0,-0.00011000627112795452,-0.0006563314216428872,0.0005553510551612289,0.5277777777777778
transition_raw_residual_baseedge_shrink025_k16_a12_w0.35,36.0,-0.00010720702139456325,-0.00016309224335135075,0.0006334431479635844,0.4166666666666667
transition_full_transition_baseedge_shrink025_k16_a12_w1.00,36.0,-0.00010685195632755152,-0.0009396791173870098,0.0004263287817414517,0.5277777777777778
transition_topology_baseedge_shrink025_k8_a12_w0.65,36.0,-0.00010516194463809189,-0.0007614145423936009,0.0005783960946099231,0.5277777777777778
transition_topology_baseedge_shrink025_k8_a24_w1.00,36.0,-0.00010401042678679837,-0.0007495205537818574,0.0005825418101003747,0.5277777777777778
transition_raw_residual_baseedge_shrink025_k4_a12_w0.35,36.0,-0.00010375146315386306,-0.0003647169662503764,0.0006478498427940989,0.5
transition_raw_residual_baseraw_k8_a4_w1.00,36.0,-0.0001036027382269955,-0.0003236222497459027,0.0007012049742503666,0.5
transition_raw_topology_baseedge_shrink025_k16_a4_w0.65,36.0,-0.00010284679362130222,-0.0009048743518097437,0.000536612673384023,0.4722222222222222
transition_topology_baseedge_shrink025_k8_a4_w0.35,36.0,-0.00010144864613501944,-0.0007283534286022512,0.0005896149812416097,0.5277777777777778
transition_raw_residual_basesubject_k4_a4_w1.00,36.0,-9.640431674946896e-05,-0.0004021387478452585,0.0008618406786439817,0.4722222222222222
transition_topology_baseedge_shrink025_k16_a4_w1.00,36.0,-9.637767428456162e-05,-0.001093179788661749,0.0004788086671926559,0.5
transition_topology_baseedge_shrink025_k8_a12_w1.00,36.0,-9.584188623121628e-05,-0.0008714878826957148,0.0005272266312784427,0.5
transition_full_transition_baseedge_shrink025_k16_a12_w0.35,36.0,-9.103810151214909e-05,-0.0005783300872194095,0.0005881095044798193,0.5277777777777778
transition_full_transition_baseedge_shrink025_k4_a24_w0.65,36.0,-8.905117784774982e-05,-0.0006772379877942624,0.0006382958655186072,0.5
transition_topology_baseraw_k16_a24_w1.00,36.0,-8.878556064505866e-05,-0.0008337044028360585,0.0005413364294407954,0.5
transition_topology_baseedge_shrink025_k8_a4_w0.65,36.0,-8.823337618672695e-05,-0.0008850910370106007,0.0005167366106873061,0.5
transition_topology_baseraw_k16_a12_w0.65,36.0,-8.821123413787452e-05,-0.0008167162206343182,0.0005490678110127672,0.5
