target,view_id,split,policy,mode,rep,null_delta
Q1,jepa_resid,dateblock,pos_q80,dateblock,7,-0.005625972785485933
Q1,jepa_resid,dateblock,pos_q80,dateblock,8,-0.0044135497294002235
Q1,jepa_resid,dateblock,pos_q80,dateblock,9,-0.008996027114606342
Q1,jepa_resid,dateblock,pos_q90,row,0,-0.010204974435458092
Q1,jepa_resid,dateblock,pos_q90,row,1,0.0028079449505108434
Q1,jepa_resid,dateblock,pos_q90,row,2,-0.002644213211078883
Q1,jepa_resid,dateblock,pos_q90,row,3,-0.0003244059517629738
Q1,jepa_resid,dateblock,pos_q90,row,4,0.006461667371022939
Q1,jepa_resid,dateblock,pos_q90,row,5,-0.0003756797902818576
Q1,jepa_resid,dateblock,pos_q90,row,6,0.0018894620819112085
Q1,jepa_resid,dateblock,pos_q90,row,7,0.0011272530627205457
Q1,jepa_resid,dateblock,pos_q90,row,8,-0.008163646576180406
Q1,jepa_resid,dateblock,pos_q90,row,9,-0.0011703605980054599
Q1,jepa_resid,dateblock,pos_q90,subject,0,0.004461989649645948
Q1,jepa_resid,dateblock,pos_q90,subject,1,0.0037725597918762954
Q1,jepa_resid,dateblock,pos_q90,subject,2,0.00173589183464673
Q1,jepa_resid,dateblock,pos_q90,subject,3,0.003646524217462588
Q1,jepa_resid,dateblock,pos_q90,subject,4,0.00036815682931012894
Q1,jepa_resid,dateblock,pos_q90,subject,5,0.003850753666069684
Q1,jepa_resid,dateblock,pos_q90,subject,6,0.0010726648373232672
Q1,jepa_resid,dateblock,pos_q90,subject,7,0.003832954210310713
Q1,jepa_resid,dateblock,pos_q90,subject,8,0.00019525034801581853
Q1,jepa_resid,dateblock,pos_q90,subject,9,0.0007325980420455069
Q1,jepa_resid,dateblock,pos_q90,dateblock,0,-0.00621654542632577
Q1,jepa_resid,dateblock,pos_q90,dateblock,1,-0.015736714644912886
Q1,jepa_resid,dateblock,pos_q90,dateblock,2,-0.0024893891556905245
Q1,jepa_resid,dateblock,pos_q90,dateblock,3,-0.0046549607378520985
Q1,jepa_resid,dateblock,pos_q90,dateblock,4,-0.004496653148652996
Q1,jepa_resid,dateblock,pos_q90,dateblock,5,-0.0061487296578546236
Q1,jepa_resid,dateblock,pos_q90,dateblock,6,-0.013589538872976759
Q1,jepa_resid,dateblock,pos_q90,dateblock,7,-0.012552960053464957
Q1,jepa_resid,dateblock,pos_q90,dateblock,8,-0.017585480234004303
Q1,jepa_resid,dateblock,pos_q90,dateblock,9,-0.009269063008232825
Q1,jepa_resid,dateblock,neg_q80,row,0,-0.0018003114677626053
Q1,jepa_resid,dateblock,neg_q80,row,1,0.000787232887159317
Q1,jepa_resid,dateblock,neg_q80,row,2,0.0006581900132244245
Q1,jepa_resid,dateblock,neg_q80,row,3,0.0018463757531401725
Q1,jepa_resid,dateblock,neg_q80,row,4,0.0032993803686315326
Q1,jepa_resid,dateblock,neg_q80,row,5,0.0008154571961476176
Q1,jepa_resid,dateblock,neg_q80,row,6,-0.00017216281411180923
Q1,jepa_resid,dateblock,neg_q80,row,7,0.0007442927852053804
Q1,jepa_resid,dateblock,neg_q80,row,8,-0.00024943857520343116
Q1,jepa_resid,dateblock,neg_q80,row,9,5.3587551516409704e-05
Q1,jepa_resid,dateblock,neg_q80,subject,0,0.002892713346702047
Q1,jepa_resid,dateblock,neg_q80,subject,1,0.0008226485750708612
Q1,jepa_resid,dateblock,neg_q80,subject,2,5.30965646626802e-05
Q1,jepa_resid,dateblock,neg_q80,subject,3,0.003197264394262156
Q1,jepa_resid,dateblock,neg_q80,subject,4,0.0016822770681469423
Q1,jepa_resid,dateblock,neg_q80,subject,5,0.0004008602420750851
Q1,jepa_resid,dateblock,neg_q80,subject,6,-0.0015284816066452045
Q1,jepa_resid,dateblock,neg_q80,subject,7,0.0003886274366520226
Q1,jepa_resid,dateblock,neg_q80,subject,8,0.004492882729071779
Q1,jepa_resid,dateblock,neg_q80,subject,9,-0.0014056092745432514
Q1,jepa_resid,dateblock,neg_q80,dateblock,0,-0.0013120585258324935
Q1,jepa_resid,dateblock,neg_q80,dateblock,1,0.0012939703317269569
Q1,jepa_resid,dateblock,neg_q80,dateblock,2,0.0006886173341980051
Q1,jepa_resid,dateblock,neg_q80,dateblock,3,0.009308990589854793
Q1,jepa_resid,dateblock,neg_q80,dateblock,4,0.006222414539253873
Q1,jepa_resid,dateblock,neg_q80,dateblock,5,-0.009456409329567816
Q1,jepa_resid,dateblock,neg_q80,dateblock,6,0.00016807128466367338
Q1,jepa_resid,dateblock,neg_q80,dateblock,7,-0.0018355149638595858
Q1,jepa_resid,dateblock,neg_q80,dateblock,8,0.001313739795287705
Q1,jepa_resid,dateblock,neg_q80,dateblock,9,-0.003656474487295114
Q1,jepa_resid,dateblock,neg_q90,row,0,0.002994144232596696
Q1,jepa_resid,dateblock,neg_q90,row,1,-0.002767940997880358
Q1,jepa_resid,dateblock,neg_q90,row,2,0.0005378162903394434
Q1,jepa_resid,dateblock,neg_q90,row,3,0.00037403961809578945
Q1,jepa_resid,dateblock,neg_q90,row,4,0.001044153243850543
Q1,jepa_resid,dateblock,neg_q90,row,5,0.004178158978486057
Q1,jepa_resid,dateblock,neg_q90,row,6,0.0032070211995863795
Q1,jepa_resid,dateblock,neg_q90,row,7,0.006411330293259132
Q1,jepa_resid,dateblock,neg_q90,row,8,0.0028910449710486397
Q1,jepa_resid,dateblock,neg_q90,row,9,0.0004552325362799925
Q1,jepa_resid,dateblock,neg_q90,subject,0,0.0023705426192962564
Q1,jepa_resid,dateblock,neg_q90,subject,1,-0.0030071949343160043
Q1,jepa_resid,dateblock,neg_q90,subject,2,0.0034068710262877833
Q1,jepa_resid,dateblock,neg_q90,subject,3,0.0017079052365778224
Q1,jepa_resid,dateblock,neg_q90,subject,4,0.002777847926747734
Q1,jepa_resid,dateblock,neg_q90,subject,5,0.005674841996876845
Q1,jepa_resid,dateblock,neg_q90,subject,6,0.0024421752724752555
Q1,jepa_resid,dateblock,neg_q90,subject,7,0.0007379673645560025
Q1,jepa_resid,dateblock,neg_q90,subject,8,0.0013601348375378297
Q1,jepa_resid,dateblock,neg_q90,subject,9,0.0027184887863397345
Q1,jepa_resid,dateblock,neg_q90,dateblock,0,0.0013134196771230622
Q1,jepa_resid,dateblock,neg_q90,dateblock,1,0.0010129141723455026
Q1,jepa_resid,dateblock,neg_q90,dateblock,2,0.007041976286225937
Q1,jepa_resid,dateblock,neg_q90,dateblock,3,0.005999916053214593
Q1,jepa_resid,dateblock,neg_q90,dateblock,4,0.000550292637079508
Q1,jepa_resid,dateblock,neg_q90,dateblock,5,0.002248747611971913
Q1,jepa_resid,dateblock,neg_q90,dateblock,6,0.0026630539620784432
Q1,jepa_resid,dateblock,neg_q90,dateblock,7,-0.002370189535272016
Q1,jepa_resid,dateblock,neg_q90,dateblock,8,0.001859121680593434
Q1,jepa_resid,dateblock,neg_q90,dateblock,9,0.0005955326921619486
Q1,jepa_resid,dateblock,blockabs_q65,row,0,0.0035941714970454397
Q1,jepa_resid,dateblock,blockabs_q65,row,1,0.0011813842320338441
Q1,jepa_resid,dateblock,blockabs_q65,row,2,0.00525014172462801
Q1,jepa_resid,dateblock,blockabs_q65,row,3,0.0016416152877085644
Q1,jepa_resid,dateblock,blockabs_q65,row,4,0.0018518419189914592
Q1,jepa_resid,dateblock,blockabs_q65,row,5,0.004064421922499339
Q1,jepa_resid,dateblock,blockabs_q65,row,6,0.0003853663904954674
Q1,jepa_resid,dateblock,blockabs_q65,row,7,0.0027955557568534184
Q1,jepa_resid,dateblock,blockabs_q65,row,8,0.0017912985583889984
Q1,jepa_resid,dateblock,blockabs_q65,row,9,0.0014497130701714989
Q1,jepa_resid,dateblock,blockabs_q65,subject,0,0.003371142990117093
Q1,jepa_resid,dateblock,blockabs_q65,subject,1,0.002342015958165966
Q1,jepa_resid,dateblock,blockabs_q65,subject,2,-0.0082257765551641
Q1,jepa_resid,dateblock,blockabs_q65,subject,3,0.0002253208743826507
Q1,jepa_resid,dateblock,blockabs_q65,subject,4,0.002532084926299416
Q1,jepa_resid,dateblock,blockabs_q65,subject,5,-0.0008433065451396438
Q1,jepa_resid,dateblock,blockabs_q65,subject,6,0.0015961362502981968
Q1,jepa_resid,dateblock,blockabs_q65,subject,7,0.0008357137265389003
Q1,jepa_resid,dateblock,blockabs_q65,subject,8,-0.005691014744738654
Q1,jepa_resid,dateblock,blockabs_q65,subject,9,0.0006599930436868018
Q1,jepa_resid,dateblock,blockabs_q65,dateblock,0,-0.0007245884974536043
Q1,jepa_resid,dateblock,blockabs_q65,dateblock,1,0.0002770167989392114
Q1,jepa_resid,dateblock,blockabs_q65,dateblock,2,-0.00129916064551161
Q1,jepa_resid,dateblock,blockabs_q65,dateblock,3,0.003485520669465614
Q1,jepa_resid,dateblock,blockabs_q65,dateblock,4,-0.0017171189357644279
Q1,jepa_resid,dateblock,blockabs_q65,dateblock,5,-0.006790116240627753
Q1,jepa_resid,dateblock,blockabs_q65,dateblock,6,-0.006163587461594622
Q1,jepa_resid,dateblock,blockabs_q65,dateblock,7,-0.005693670869576284
Q1,jepa_resid,dateblock,blockabs_q65,dateblock,8,-0.010938197789682635
Q1,jepa_resid,dateblock,blockabs_q65,dateblock,9,-0.00017326531585359906
Q1,jepa_resid,dateblock,blockabs_q80,row,0,-0.014471919363628238
Q1,jepa_resid,dateblock,blockabs_q80,row,1,0.002274678660046603
Q1,jepa_resid,dateblock,blockabs_q80,row,2,0.0017458892366241097
Q1,jepa_resid,dateblock,blockabs_q80,row,3,0.0036709676628383647
Q1,jepa_resid,dateblock,blockabs_q80,row,4,0.0018186762507443888
Q1,jepa_resid,dateblock,blockabs_q80,row,5,0.0013800872173328482
Q1,jepa_resid,dateblock,blockabs_q80,row,6,0.004834175954963271
Q1,jepa_resid,dateblock,blockabs_q80,row,7,-0.00022684213172763368
Q1,jepa_resid,dateblock,blockabs_q80,row,8,0.0008148103996196143
Q1,jepa_resid,dateblock,blockabs_q80,row,9,-0.00031355131383714596
Q1,jepa_resid,dateblock,blockabs_q80,subject,0,0.0029089066037918387
Q1,jepa_resid,dateblock,blockabs_q80,subject,1,-0.00318095847019384
Q1,jepa_resid,dateblock,blockabs_q80,subject,2,0.0015224006749250396
Q1,jepa_resid,dateblock,blockabs_q80,subject,3,-0.000369222544942871
Q1,jepa_resid,dateblock,blockabs_q80,subject,4,0.001391737588828712
Q1,jepa_resid,dateblock,blockabs_q80,subject,5,0.0015938203665063488
Q1,jepa_resid,dateblock,blockabs_q80,subject,6,0.00015319657685741728
Q1,jepa_resid,dateblock,blockabs_q80,subject,7,-0.0001041895231267409
Q1,jepa_resid,dateblock,blockabs_q80,subject,8,0.0026865492249729117
Q1,jepa_resid,dateblock,blockabs_q80,subject,9,0.0025014150344376818
Q1,jepa_resid,dateblock,blockabs_q80,dateblock,0,-0.00670699337735392
Q1,jepa_resid,dateblock,blockabs_q80,dateblock,1,-0.0009162358732134335
Q1,jepa_resid,dateblock,blockabs_q80,dateblock,2,-0.0004992960363734422
Q1,jepa_resid,dateblock,blockabs_q80,dateblock,3,-0.004529924993857071
Q1,jepa_resid,dateblock,blockabs_q80,dateblock,4,-0.00454601088959905
Q1,jepa_resid,dateblock,blockabs_q80,dateblock,5,-0.0018996426269460853
Q1,jepa_resid,dateblock,blockabs_q80,dateblock,6,-0.0037331570421622606
Q1,jepa_resid,dateblock,blockabs_q80,dateblock,7,-0.002105136250485806
Q1,jepa_resid,dateblock,blockabs_q80,dateblock,8,0.002548866192661259
Q1,jepa_resid,dateblock,blockabs_q80,dateblock,9,-0.0066291127707207576
S2,raw_day,subject,abs_q75,row,0,0.008384193281857466
S2,raw_day,subject,abs_q75,row,1,0.0017335154539066533
S2,raw_day,subject,abs_q75,row,2,0.0031369807055542376
S2,raw_day,subject,abs_q75,row,3,-0.002919964310785783
S2,raw_day,subject,abs_q75,row,4,0.0007156199192016599
S2,raw_day,subject,abs_q75,row,5,0.005016823070344789
S2,raw_day,subject,abs_q75,row,6,0.0017892849124405696
S2,raw_day,subject,abs_q75,row,7,0.0012219177780351531
S2,raw_day,subject,abs_q75,row,8,0.0066412590975793995
S2,raw_day,subject,abs_q75,row,9,0.00021280272653589893
S2,raw_day,subject,abs_q75,subject,0,0.0014620586925295775
S2,raw_day,subject,abs_q75,subject,1,-0.004349617983122722
S2,raw_day,subject,abs_q75,subject,2,-0.001184341094598862
S2,raw_day,subject,abs_q75,subject,3,-0.00795626307609587
S2,raw_day,subject,abs_q75,subject,4,0.013060122776330507
S2,raw_day,subject,abs_q75,subject,5,0.0074003795300607855
S2,raw_day,subject,abs_q75,subject,6,0.0011182683199051358
S2,raw_day,subject,abs_q75,subject,7,-0.0030500921624621036
S2,raw_day,subject,abs_q75,subject,8,0.009617727382200125
S2,raw_day,subject,abs_q75,subject,9,-0.006995487344665929
S2,raw_day,subject,abs_q75,dateblock,0,0.0070462210193437125
S2,raw_day,subject,abs_q75,dateblock,1,-0.004180243073225731
S2,raw_day,subject,abs_q75,dateblock,2,0.003292160938908051
S2,raw_day,subject,abs_q75,dateblock,3,-0.003735778352340735
S2,raw_day,subject,abs_q75,dateblock,4,-0.00407767769722045
S2,raw_day,subject,abs_q75,dateblock,5,6.132585117013534e-05
S2,raw_day,subject,abs_q75,dateblock,6,0.005633490772299576
S2,raw_day,subject,abs_q75,dateblock,7,0.009552042193487043
S2,raw_day,subject,abs_q75,dateblock,8,0.01616972872854705
S2,raw_day,subject,abs_q75,dateblock,9,-0.006643974732189917
S2,raw_day,subject,abs_q85,row,0,-0.0030188995309893274
S2,raw_day,subject,abs_q85,row,1,-0.0003256778755054146
S2,raw_day,subject,abs_q85,row,2,0.005011631381263815
S2,raw_day,subject,abs_q85,row,3,0.00801261897058736
S2,raw_day,subject,abs_q85,row,4,0.005264062172838702
S2,raw_day,subject,abs_q85,row,5,-0.00046509603807631805
S2,raw_day,subject,abs_q85,row,6,0.0019571685989887566
S2,raw_day,subject,abs_q85,row,7,0.00031023439181976364
S2,raw_day,subject,abs_q85,row,8,0.0022214220983078903
S2,raw_day,subject,abs_q85,row,9,0.004154564354878154
S2,raw_day,subject,abs_q85,subject,0,-0.002879498769825406
S2,raw_day,subject,abs_q85,subject,1,0.0037324136002653274
S2,raw_day,subject,abs_q85,subject,2,0.0008957519396308733
S2,raw_day,subject,abs_q85,subject,3,0.0002934564200987033
S2,raw_day,subject,abs_q85,subject,4,0.010891251214731335
S2,raw_day,subject,abs_q85,subject,5,0.0005842057876601636
S2,raw_day,subject,abs_q85,subject,6,0.003137815984319503
S2,raw_day,subject,abs_q85,subject,7,-0.0043677590128538
S2,raw_day,subject,abs_q85,subject,8,-0.010326092282831656
S2,raw_day,subject,abs_q85,subject,9,0.006130058189627086
S2,raw_day,subject,abs_q85,dateblock,0,-0.0074610626654068035
S2,raw_day,subject,abs_q85,dateblock,1,0.004258491640139028
S2,raw_day,subject,abs_q85,dateblock,2,0.014692917289677032
S2,raw_day,subject,abs_q85,dateblock,3,-0.0015894393212193547
S2,raw_day,subject,abs_q85,dateblock,4,-0.0040150896473195585
S2,raw_day,subject,abs_q85,dateblock,5,0.011497989862390479
S2,raw_day,subject,abs_q85,dateblock,6,-0.004373479683981163
S2,raw_day,subject,abs_q85,dateblock,7,-0.0028835347649999177
S2,raw_day,subject,abs_q85,dateblock,8,0.0039826107422387125
S2,raw_day,subject,abs_q85,dateblock,9,0.002833182382083077
S2,raw_day,subject,abs_q92,row,0,0.0015646374441694588
S2,raw_day,subject,abs_q92,row,1,0.0005926046113470251
S2,raw_day,subject,abs_q92,row,2,0.005283691708828364
S2,raw_day,subject,abs_q92,row,3,-0.0044240090385122555
S2,raw_day,subject,abs_q92,row,4,0.005383995941267261
S2,raw_day,subject,abs_q92,row,5,-0.0010727968291921464
S2,raw_day,subject,abs_q92,row,6,0.0027144628990269926
S2,raw_day,subject,abs_q92,row,7,0.0031001602221089053
S2,raw_day,subject,abs_q92,row,8,0.001701789764308792
S2,raw_day,subject,abs_q92,row,9,-0.0004690834753018347
S2,raw_day,subject,abs_q92,subject,0,0.0024066405388820655
S2,raw_day,subject,abs_q92,subject,1,0.004823553390094659
S2,raw_day,subject,abs_q92,subject,2,0.0030775935336644356
S2,raw_day,subject,abs_q92,subject,3,-0.0010875340011783363
S2,raw_day,subject,abs_q92,subject,4,0.003142549207834633
S2,raw_day,subject,abs_q92,subject,5,0.002789651664181547
S2,raw_day,subject,abs_q92,subject,6,0.007015493847402521
S2,raw_day,subject,abs_q92,subject,7,-0.004271061657556974
S2,raw_day,subject,abs_q92,subject,8,-0.0031646510497443936
S2,raw_day,subject,abs_q92,subject,9,-0.005648425095147291
S2,raw_day,subject,abs_q92,dateblock,0,-0.001882795693077699
S2,raw_day,subject,abs_q92,dateblock,1,0.007745107945233531
S2,raw_day,subject,abs_q92,dateblock,2,-8.457957055796328e-05
S2,raw_day,subject,abs_q92,dateblock,3,0.0096773589797986
S2,raw_day,subject,abs_q92,dateblock,4,0.005326627941071194
S2,raw_day,subject,abs_q92,dateblock,5,-0.0018398822836590556
S2,raw_day,subject,abs_q92,dateblock,6,0.004378509504031958
S2,raw_day,subject,abs_q92,dateblock,7,-0.005626185162627695
S2,raw_day,subject,abs_q92,dateblock,8,0.0061048846789452105
S2,raw_day,subject,abs_q92,dateblock,9,0.008995195624065588
S2,raw_day,subject,pos_q80,row,0,0.002229010304259038
S2,raw_day,subject,pos_q80,row,1,0.0018967683727247886
S2,raw_day,subject,pos_q80,row,2,0.0033369063274549804
S2,raw_day,subject,pos_q80,row,3,-0.00026904187480680797
S2,raw_day,subject,pos_q80,row,4,0.001009612092617962
S2,raw_day,subject,pos_q80,row,5,0.007027818603921321
S2,raw_day,subject,pos_q80,row,6,0.0012604195706176213
S2,raw_day,subject,pos_q80,row,7,0.002553690670719422
S2,raw_day,subject,pos_q80,row,8,0.0004196016998632146
S2,raw_day,subject,pos_q80,row,9,-0.0009204191414862173
S2,raw_day,subject,pos_q80,subject,0,-0.00030219206775117247
S2,raw_day,subject,pos_q80,subject,1,-0.00040190299332643065
S2,raw_day,subject,pos_q80,subject,2,0.011191701892055428
S2,raw_day,subject,pos_q80,subject,3,0.011296374729331315
S2,raw_day,subject,pos_q80,subject,4,0.006701938429820475
S2,raw_day,subject,pos_q80,subject,5,-0.0005090540820107403
S2,raw_day,subject,pos_q80,subject,6,-0.013048272952935203
S2,raw_day,subject,pos_q80,subject,7,-0.0009046775018737296
S2,raw_day,subject,pos_q80,subject,8,0.017198546620604604
S2,raw_day,subject,pos_q80,subject,9,-0.004170753031728425
S2,raw_day,subject,pos_q80,dateblock,0,0.010077541348312069
S2,raw_day,subject,pos_q80,dateblock,1,-0.00639662787648243
S2,raw_day,subject,pos_q80,dateblock,2,0.009206067639810134
S2,raw_day,subject,pos_q80,dateblock,3,-0.002312034293602272
S2,raw_day,subject,pos_q80,dateblock,4,-0.017727831918178727
S2,raw_day,subject,pos_q80,dateblock,5,-0.004729191395546839
S2,raw_day,subject,pos_q80,dateblock,6,-0.020109995315530926
S2,raw_day,subject,pos_q80,dateblock,7,-0.00996089675147338
S2,raw_day,subject,pos_q80,dateblock,8,-0.005845200255641614
S2,raw_day,subject,pos_q80,dateblock,9,-0.006676688608300951
S2,raw_day,subject,pos_q90,row,0,0.0033458516359851087
S2,raw_day,subject,pos_q90,row,1,0.002050409300237366
S2,raw_day,subject,pos_q90,row,2,0.0012355408225377396
S2,raw_day,subject,pos_q90,row,3,0.004365081124405257
S2,raw_day,subject,pos_q90,row,4,0.0003112872272403866
S2,raw_day,subject,pos_q90,row,5,-0.0028694905782238322
S2,raw_day,subject,pos_q90,row,6,0.0022117703169122205
S2,raw_day,subject,pos_q90,row,7,0.00285912543644562
S2,raw_day,subject,pos_q90,row,8,0.012289802239099035
S2,raw_day,subject,pos_q90,row,9,0.004348428338060373
S2,raw_day,subject,pos_q90,subject,0,0.004085157844204934
S2,raw_day,subject,pos_q90,subject,1,0.006857697131080198
S2,raw_day,subject,pos_q90,subject,2,0.005280029866947755
S2,raw_day,subject,pos_q90,subject,3,0.013307687814289926
S2,raw_day,subject,pos_q90,subject,4,0.0009411572777791033
S2,raw_day,subject,pos_q90,subject,5,0.004694877830814459
S2,raw_day,subject,pos_q90,subject,6,-0.004176933157723384
S2,raw_day,subject,pos_q90,subject,7,-0.009040029359251078
S2,raw_day,subject,pos_q90,subject,8,0.013198827611669128
S2,raw_day,subject,pos_q90,subject,9,0.00014295316558332605
S2,raw_day,subject,pos_q90,dateblock,0,-0.009749457169203724
S2,raw_day,subject,pos_q90,dateblock,1,-0.014760911357204032
S2,raw_day,subject,pos_q90,dateblock,2,0.006211703692759696
S2,raw_day,subject,pos_q90,dateblock,3,-0.003703641266276092
S2,raw_day,subject,pos_q90,dateblock,4,-0.006857599143636595
S2,raw_day,subject,pos_q90,dateblock,5,0.004820134021890188
S2,raw_day,subject,pos_q90,dateblock,6,-0.010429390123458337
S2,raw_day,subject,pos_q90,dateblock,7,0.006194772604464438
S2,raw_day,subject,pos_q90,dateblock,8,-0.0013355877657674764
S2,raw_day,subject,pos_q90,dateblock,9,-0.012093397187120436
S2,raw_day,subject,neg_q80,row,0,0.004487911270151024
S2,raw_day,subject,neg_q80,row,1,0.0024540530109119496
S2,raw_day,subject,neg_q80,row,2,0.0050436079770400655
S2,raw_day,subject,neg_q80,row,3,0.0035978162318449636
S2,raw_day,subject,neg_q80,row,4,0.003321758942380071
S2,raw_day,subject,neg_q80,row,5,0.0028011672263678067
S2,raw_day,subject,neg_q80,row,6,0.0031877849413224357
S2,raw_day,subject,neg_q80,row,7,0.0006710746354601227
S2,raw_day,subject,neg_q80,row,8,0.0017867836305112128
S2,raw_day,subject,neg_q80,row,9,0.0019128115573550097
S2,raw_day,subject,neg_q80,subject,0,0.005459798206513655
S2,raw_day,subject,neg_q80,subject,1,0.010104139684316227
S2,raw_day,subject,neg_q80,subject,2,-0.0018587192572330213
S2,raw_day,subject,neg_q80,subject,3,-0.0011824604344842227
S2,raw_day,subject,neg_q80,subject,4,-0.0012673136079079939
S2,raw_day,subject,neg_q80,subject,5,0.004119241416032038
S2,raw_day,subject,neg_q80,subject,6,0.012603312387706622
S2,raw_day,subject,neg_q80,subject,7,0.006326923090914871
S2,raw_day,subject,neg_q80,subject,8,0.0019477695925188554
S2,raw_day,subject,neg_q80,subject,9,-0.0023687859858328997
S2,raw_day,subject,neg_q80,dateblock,0,0.009029777893703628
S2,raw_day,subject,neg_q80,dateblock,1,0.0179487047289556
S2,raw_day,subject,neg_q80,dateblock,2,-0.0019012239557013588
S2,raw_day,subject,neg_q80,dateblock,3,0.013841215209243418
S2,raw_day,subject,neg_q80,dateblock,4,0.006704447983857942
S2,raw_day,subject,neg_q80,dateblock,5,-0.00042883031478668787
S2,raw_day,subject,neg_q80,dateblock,6,0.012545455802910332
S2,raw_day,subject,neg_q80,dateblock,7,0.011709986437047126
S2,raw_day,subject,neg_q80,dateblock,8,0.018351264917235932
S2,raw_day,subject,neg_q80,dateblock,9,0.012108741685313174
S2,raw_day,subject,neg_q90,row,0,0.001181198733921196
S2,raw_day,subject,neg_q90,row,1,0.003753422170288845
S2,raw_day,subject,neg_q90,row,2,0.0026443592139107075
S2,raw_day,subject,neg_q90,row,3,0.0014114171204354653
S2,raw_day,subject,neg_q90,row,4,0.0021393248579387736
S2,raw_day,subject,neg_q90,row,5,0.0026959956794992967
S2,raw_day,subject,neg_q90,row,6,0.002329820787325798
S2,raw_day,subject,neg_q90,row,7,0.001975584464864455
S2,raw_day,subject,neg_q90,row,8,-0.0028043424197544686
S2,raw_day,subject,neg_q90,row,9,0.005813766940257925
S2,raw_day,subject,neg_q90,subject,0,0.0020136319350487764
S2,raw_day,subject,neg_q90,subject,1,0.00025096209968134
S2,raw_day,subject,neg_q90,subject,2,0.006892535936748212
S2,raw_day,subject,neg_q90,subject,3,0.0036635371257150995
S2,raw_day,subject,neg_q90,subject,4,0.002729238932197897
S2,raw_day,subject,neg_q90,subject,5,-0.00016760298116569317
S2,raw_day,subject,neg_q90,subject,6,0.0007501188224833255
S2,raw_day,subject,neg_q90,subject,7,0.010062244398138187
S2,raw_day,subject,neg_q90,subject,8,0.002500821810149656
S2,raw_day,subject,neg_q90,subject,9,0.008122875686022657
S2,raw_day,subject,neg_q90,dateblock,0,0.0041492103664534374
S2,raw_day,subject,neg_q90,dateblock,1,0.016228320480346392
S2,raw_day,subject,neg_q90,dateblock,2,0.0015242939574341419
S2,raw_day,subject,neg_q90,dateblock,3,-0.0008119301103285403
S2,raw_day,subject,neg_q90,dateblock,4,0.010089033621510035
S2,raw_day,subject,neg_q90,dateblock,5,0.006529285936739182
S2,raw_day,subject,neg_q90,dateblock,6,0.0025885092043460567
S2,raw_day,subject,neg_q90,dateblock,7,0.012823247418758066
S2,raw_day,subject,neg_q90,dateblock,8,0.0068293323353809665
S2,raw_day,subject,neg_q90,dateblock,9,0.010166145464852838
S2,raw_day,subject,blockabs_q65,row,0,0.0025698516043192177
S2,raw_day,subject,blockabs_q65,row,1,0.0010523499467361974
S2,raw_day,subject,blockabs_q65,row,2,0.0006373677189135396
S2,raw_day,subject,blockabs_q65,row,3,0.0047139633186003005
S2,raw_day,subject,blockabs_q65,row,4,0.014226942294807476
S2,raw_day,subject,blockabs_q65,row,5,0.0035715106298886967
S2,raw_day,subject,blockabs_q65,row,6,0.0037800330533497295
S2,raw_day,subject,blockabs_q65,row,7,0.001521307220064605
S2,raw_day,subject,blockabs_q65,row,8,-5.7575170285595334e-05
S2,raw_day,subject,blockabs_q65,row,9,0.005229489594775427
S2,raw_day,subject,blockabs_q65,subject,0,0.0036763753923902964
S2,raw_day,subject,blockabs_q65,subject,1,0.005387224865502915
S2,raw_day,subject,blockabs_q65,subject,2,0.004814541126105465
S2,raw_day,subject,blockabs_q65,subject,3,-0.004380812223546249
S2,raw_day,subject,blockabs_q65,subject,4,0.014451120423473407
S2,raw_day,subject,blockabs_q65,subject,5,0.002901697242036705
S2,raw_day,subject,blockabs_q65,subject,6,-0.003091234016769029
S2,raw_day,subject,blockabs_q65,subject,7,-0.005057973640146707
S2,raw_day,subject,blockabs_q65,subject,8,-0.0015216734087356576
S2,raw_day,subject,blockabs_q65,subject,9,0.013323058738029303
S2,raw_day,subject,blockabs_q65,dateblock,0,0.014531523271055335
S2,raw_day,subject,blockabs_q65,dateblock,1,0.006862388804195985
S2,raw_day,subject,blockabs_q65,dateblock,2,0.001126921353753807
S2,raw_day,subject,blockabs_q65,dateblock,3,0.007335169096305827
S2,raw_day,subject,blockabs_q65,dateblock,4,-0.0015905812681953346
S2,raw_day,subject,blockabs_q65,dateblock,5,0.006494006004864161
S2,raw_day,subject,blockabs_q65,dateblock,6,0.005466150833205452
S2,raw_day,subject,blockabs_q65,dateblock,7,0.0010587347050856621
S2,raw_day,subject,blockabs_q65,dateblock,8,0.007796950418304749
S2,raw_day,subject,blockabs_q65,dateblock,9,-0.004034055282049254
S2,raw_day,subject,blockabs_q80,row,0,0.004486151128888061
S2,raw_day,subject,blockabs_q80,row,1,0.0015890507852761582
S2,raw_day,subject,blockabs_q80,row,2,0.004273345242959969
S2,raw_day,subject,blockabs_q80,row,3,0.003459849175801888
S2,raw_day,subject,blockabs_q80,row,4,0.003784734509363785
S2,raw_day,subject,blockabs_q80,row,5,0.002289156066211495
S2,raw_day,subject,blockabs_q80,row,6,0.001128475485324576
S2,raw_day,subject,blockabs_q80,row,7,0.00020498294905191283
S2,raw_day,subject,blockabs_q80,row,8,0.001655993751145779
S2,raw_day,subject,blockabs_q80,row,9,0.00440801850971162
S2,raw_day,subject,blockabs_q80,subject,0,-0.0029254061143905163
