candidate,direction,actual_anchor_score_final,anchor_delta_vs_mixmin,mean_actual_anchor,min_set_score,max_set_score,mean_abs_prob_move_vs_mixmin,mean_abs_logit_move_vs_mixmin,max_abs_logit_move_vs_mixmin,pred_index,band,target_mask,cell_gate,row_gate,weight,cap,active_gate_mean,hash,world_all_worlds,world_all_better_rate,world_all_median_delta,world_all_p90_delta,world_all_max_delta,raw_energy_half_worlds,raw_energy_half_better_rate,raw_energy_half_median_delta,raw_energy_half_p90_delta,raw_energy_half_max_delta,raw_energy_quarter_worlds,raw_energy_quarter_better_rate,raw_energy_quarter_median_delta,raw_energy_quarter_p90_delta,raw_energy_quarter_max_delta,low_slack_half_worlds,low_slack_half_better_rate,low_slack_half_median_delta,low_slack_half_p90_delta,low_slack_half_max_delta,mean_prob_delta_Q1,mean_abs_prob_delta_Q1,mean_prob_delta_Q2,mean_abs_prob_delta_Q2,mean_prob_delta_Q3,mean_abs_prob_delta_Q3,mean_prob_delta_S1,mean_abs_prob_delta_S1,mean_prob_delta_S2,mean_abs_prob_delta_S2,mean_prob_delta_S3,mean_abs_prob_delta_S3,mean_prob_delta_S4,mean_abs_prob_delta_S4,world_support_score,prefilter_keep,anchor_beats_mixmin,anchor_margin_gate,movement_guard,world_guard,eligible_submission_gate,diagnostic_reverse_gate,selection_score
reverse_control|raw_energy_quarter|s2_s3|high_abs75|teacher_row_top70|w0.006|c0.010,reverse_control,0.5777344816897617,-6.016885656379145e-09,0.5776007285640145,0.5772305611300391,0.5780375510542825,4.73742136283111e-07,2.0914285715143396e-06,6.000000000039307e-05,74435.0,raw_energy_quarter,s2_s3,high_abs75,teacher_row_top70,0.006,0.01,0.03485714285714286,d213951a,45.0,0.3111111111111111,2.2176923342165367e-07,1.0789120905574379e-06,1.0789120906684602e-06,22.0,0.0,9.417692333757444e-07,1.0789120906573579e-06,1.0789120906684602e-06,11.0,0.0,1.0789120905574379e-06,1.0789120906684602e-06,1.0789120906684602e-06,22.0,0.2727272727272727,2.2176923336614252e-07,1.0789120905463356e-06,1.0789120906684602e-06,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-1.1747657514191711e-06,1.7228348991182862e-06,-5.992581741116609e-07,1.5933600548079242e-06,3.663735981263017e-18,9.658940314238861e-18,1.3708170365667182e-06,False,True,False,True,False,False,False,1.0187432341046688e-07
reverse_control|all|q2_s2_s3|agree_support60|teacher_row_top70|w0.006|c0.010,reverse_control,0.5777344817627386,-5.943908809591392e-09,0.5776007338940422,0.577230578111034,0.5780375425912065,4.883856077944932e-07,2.1600000000852107e-06,6.000000000039307e-05,27118.0,all,q2_s2_s3,agree_support60,teacher_row_top70,0.006,0.01,0.036,35c88960,45.0,0.0,6.174146999216035e-07,8.77986128466901e-07,8.917004142849905e-07,22.0,0.0,7.202718427246069e-07,8.917004142849905e-07,8.917004142849905e-07,11.0,0.0,8.574146999063004e-07,8.917004142849905e-07,8.917004142849905e-07,22.0,0.0,6.002718427877696e-07,8.882718427360992e-07,8.917004142849905e-07,-7.771561172376096e-19,9.547918011776345e-18,-4.404758705625067e-07,1.6809543772537961e-06,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-1.1188431822576339e-06,1.118843182272067e-06,-6.189016949795789e-07,6.189016949906812e-07,3.663735981263017e-18,9.658940314238861e-18,1.1420812734697083e-06,False,True,False,True,False,False,False,8.322613261890766e-08
reverse_control|low_slack_half|q2_s2_s3|agree_support60|teacher_row_top70|w0.006|c0.010,reverse_control,0.5777344818038408,-5.902806576862929e-09,0.5776007337175476,0.5772305741188046,0.5780375440253226,4.841130067887683e-07,2.1600000000841875e-06,6.000000000039307e-05,104191.0,low_slack_half,q2_s2_s3,agree_support60,teacher_row_top70,0.006,0.01,0.036,22e1e836,45.0,0.0,5.617258509449385e-07,8.222972795346451e-07,8.360115653083255e-07,22.0,0.0,5.617258508894274e-07,8.360115652972233e-07,8.360115653083255e-07,11.0,0.0,8.017258510406577e-07,8.360115653083255e-07,8.360115653083255e-07,22.0,0.0,6.988687080156097e-07,8.017258509296354e-07,8.360115653083255e-07,-7.771561172376096e-19,9.547918011776345e-18,-7.169611891162387e-07,1.7297280055250664e-06,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-8.374410762829188e-07,9.48837335042696e-07,-7.102257068980489e-07,7.10225706908707e-07,3.663735981263017e-18,9.658940314238861e-18,1.066901327462233e-06,False,True,False,True,False,False,False,7.769834995396963e-08
reverse_control|low_slack_half|q1_q3_s3|confident_low_entropy|teacher_row_top70|w0.006|c0.010,reverse_control,0.5777344818074363,-5.89921111959768e-09,0.5776007333524869,0.5772305657021004,0.5780375465282723,5.326855911218112e-07,2.674285714367741e-06,6.000000000172534e-05,96644.0,low_slack_half,q1_q3_s3,confident_low_entropy,teacher_row_top70,0.006,0.01,0.044571428571428574,c7d6006e,45.0,0.0,7.240483855808222e-07,8.954769569857746e-07,8.954769571412058e-07,22.0,0.0,6.897626713686655e-07,8.954769570301835e-07,8.954769571412058e-07,11.0,0.0,8.954769569191612e-07,8.954769570301835e-07,8.954769571412058e-07,22.0,0.0,7.754769569823239e-07,8.954769569191612e-07,8.954769571412058e-07,3.9207237539801155e-07,1.3894254189960598e-06,7.993605777301126e-18,1.0658141036401503e-17,-2.339503414844346e-07,1.2306688708644264e-06,1.6653345369377348e-19,1.6264767310758542e-17,9.992007221626408e-19,1.432187701766452e-17,-3.332657062986022e-07,1.1087048479412886e-06,3.663735981263017e-18,9.658940314238861e-18,1.1917510347347892e-06,False,True,False,True,False,False,False,8.364848458342067e-08
reverse_control|low_slack_half|q2_s2_s3|high_abs75|teacher_row_top70|w0.006|c0.010,reverse_control,0.5777344818550102,-5.851637174814073e-09,0.5776007341592851,0.5772305722686278,0.5780375447944051,6.228266963607358e-07,3.0514285715128718e-06,6.000000000216943e-05,103497.0,low_slack_half,q2_s2_s3,high_abs75,teacher_row_top70,0.006,0.01,0.05085714285714286,0772a450,45.0,0.0,8.511151134982242e-07,1.1596865421958924e-06,1.2625436850433047e-06,22.0,0.0,7.825436850739109e-07,1.159686542229199e-06,1.1596865423513236e-06,11.0,0.0,1.1254008278616112e-06,1.1596865423513236e-06,1.1596865423513236e-06,22.0,0.0,1.0396865421924417e-06,1.159686542329119e-06,1.2625436850433047e-06,-7.771561172376096e-19,9.547918011776345e-18,-2.7331657131601795e-07,1.7187512799712312e-06,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-2.0550303385102885e-07,1.313758649880814e-06,-2.560040599794977e-07,1.3272769446281973e-06,3.663735981263017e-18,9.658940314238861e-18,1.5004339747992646e-06,False,True,False,True,False,False,False,1.1011701706031829e-07
reverse_control|raw_energy_quarter|s2_s3|raw_agree|teacher_row_top70|w0.006|c0.010,reverse_control,0.5777344818787283,-5.827919036249796e-09,0.5776007335118242,0.5772305770841079,0.578037542236547,6.511091235409621e-07,2.9142857143705463e-06,6.000000000039307e-05,74014.0,raw_energy_quarter,s2_s3,raw_agree,teacher_row_top70,0.006,0.01,0.04857142857142857,f4999dda,45.0,0.2222222222222222,2.4517000174473225e-07,1.2737414302188554e-06,1.3080271447085678e-06,22.0,0.0,6.565985731787904e-07,1.3045985731707788e-06,1.3080271447085678e-06,11.0,0.0,1.2737414302188554e-06,1.3080271445975455e-06,1.3080271447085678e-06,22.0,0.22727272727272727,2.4517000174473225e-07,1.2703128587920887e-06,1.3080271445975455e-06,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-2.1225068116679234e-06,2.4260630172814326e-06,-1.6044777915742437e-06,2.1317008474497356e-06,3.663735981263017e-18,9.658940314238861e-18,1.6252652165427151e-06,False,True,False,True,False,False,False,1.2497479542350476e-07
reverse_control|raw_energy_quarter|q1_q3_s3|confident_abs_support|teacher_row_top70|w0.006|c0.010,reverse_control,0.5777344819127576,-5.793889812366615e-09,0.5776007304428902,0.5772305576405601,0.5780375546705313,8.070606912978308e-07,3.702857142939335e-06,6.000000000039307e-05,70279.0,raw_energy_quarter,q1_q3_s3,confident_abs_support,teacher_row_top70,0.006,0.01,0.061714285714285715,f3df3d45,45.0,0.15555555555555556,3.9742585833391075e-07,1.9059972871104947e-06,1.905997287221517e-06,22.0,0.0,1.8717115726762934e-06,1.9059972871104947e-06,1.905997287221517e-06,11.0,0.0,1.9059972871104947e-06,1.9059972871104947e-06,1.905997287221517e-06,22.0,0.22727272727272727,2.2599728699557176e-07,1.9059972871104947e-06,1.905997287221517e-06,-1.8098840853048025e-07,1.669535654046872e-06,7.993605777301126e-18,1.0658141036401503e-17,-5.365990897189254e-07,1.8952768429635336e-06,1.6653345369377348e-19,1.6264767310758542e-17,9.992007221626408e-19,1.432187701766452e-17,-8.430329169633044e-07,2.0846123420235064e-06,3.663735981263017e-18,9.658940314238861e-18,2.4222391947215094e-06,False,True,False,True,False,False,False,1.8480583889868286e-07
reverse_control|all|s2_s3|agree_support60|raw_row_top50|w0.016|c0.010,reverse_control,0.5777344819495501,-5.757097243375142e-09,0.5776007433721293,0.5772306182205328,0.5780375178778561,8.111657791058856e-07,3.6571428572291915e-06,0.00016000000000049308,25188.0,all,s2_s3,agree_support60,raw_row_top50,0.016,0.01,0.022857142857142857,3381d8f5,45.0,0.022222222222222223,8.434436801207923e-07,1.3554436801177518e-06,1.392015108736544e-06,22.0,0.0,1.0263008228816872e-06,1.3920151086255217e-06,1.392015108736544e-06,11.0,0.0,1.3005865373560965e-06,1.3920151086255217e-06,1.392015108736544e-06,22.0,0.045454545454545456,7.520151086293225e-07,1.3828722514763749e-06,1.392015108736544e-06,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-3.751073109608982e-06,3.7510731096220827e-06,-1.9270873440528913e-06,1.9270873440635495e-06,3.663735981263017e-18,9.658940314238861e-18,1.7329346825245563e-06,False,True,False,True,False,False,False,1.3344441361917704e-07
reverse_control|raw_energy_half|s2_s3|confident_abs_support|teacher_row_top70|w0.010|c0.010,reverse_control,0.5777344819512148,-5.755432574972019e-09,0.5776007374866524,0.5772305759994114,0.5780375390074926,6.302957738126121e-07,3.142857142942923e-06,0.00010000000000065512,52354.0,raw_energy_half,s2_s3,confident_abs_support,teacher_row_top70,0.01,0.01,0.03142857142857143,2bb3a908,45.0,0.2,4.2075995088097784e-07,9.921885223418414e-07,9.921885223418414e-07,22.0,0.0,9.92188522230819e-07,9.921885223418414e-07,9.921885223418414e-07,11.0,0.0,9.92188522230819e-07,9.921885223418414e-07,9.921885223418414e-07,22.0,0.2727272727272727,3.9218852226907686e-07,9.92188522230819e-07,9.921885223418414e-07,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-2.279077131954188e-06,2.434461384787867e-06,-1.5873620523569886e-06,1.977609031844851e-06,3.663735981263017e-18,9.658940314238861e-18,1.2823116479043773e-06,False,True,False,True,False,False,False,9.346341965921213e-08
reverse_control|raw_energy_quarter|s2_s3|high_abs60|teacher_row_top70|w0.006|c0.010,reverse_control,0.5777344819814624,-5.725184992755317e-09,0.5776007311569886,0.5772305610346598,0.5780375499579546,7.15983403711064e-07,3.2571428572266423e-06,6.000000000039307e-05,74235.0,raw_energy_quarter,s2_s3,high_abs60,teacher_row_top70,0.006,0.01,0.054285714285714284,d0a24625,45.0,0.28888888888888886,2.8220128855949156e-07,1.5164870028616662e-06,1.5164870028616662e-06,22.0,0.0,1.1736298598519213e-06,1.5164870028616662e-06,1.5164870028616662e-06,11.0,0.0,1.5164870028616662e-06,1.5164870028616662e-06,1.5164870028616662e-06,22.0,0.2727272727272727,2.8220128855949156e-07,1.513058431323877e-06,1.5164870028616662e-06,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-1.4723394862039551e-06,2.6875539716035846e-06,-6.671593836888867e-07,2.3243298543182968e-06,3.663735981263017e-18,9.658940314238861e-18,1.9238288824330317e-06,False,True,False,True,False,False,False,1.459235152934113e-07
reverse_control|all|q1_q3_s3|confident_abs_support|raw_row_top50|w0.006|c0.010,reverse_control,0.5777344819957664,-5.710880990328349e-09,0.5776007322971694,0.577230563563075,0.5780375500553462,5.640090662631936e-07,2.7771428572243803e-06,6.000000000083716e-05,19467.0,all,q1_q3_s3,confident_abs_support,raw_row_top50,0.006,0.01,0.046285714285714284,142f892f,45.0,0.0,7.091335922915221e-07,9.697050207702062e-07,9.83419306654909e-07,22.0,0.0,6.919907350466659e-07,9.834193065438868e-07,9.83419306654909e-07,11.0,0.0,9.49133592276219e-07,9.834193065438868e-07,9.83419306654909e-07,22.0,0.0,7.262764493698448e-07,9.731335921525643e-07,9.834193065438868e-07,3.5092428393168615e-07,1.1871722900830273e-06,7.993605777301126e-18,1.0658141036401503e-17,-8.425732566449407e-07,1.5961698930334612e-06,1.6653345369377348e-19,1.6264767310758542e-17,9.992007221626408e-19,1.432187701766452e-17,-3.155439342353294e-07,1.164721280674963e-06,3.663735981263017e-18,9.658940314238861e-18,1.2659017781413428e-06,False,True,False,True,False,False,False,9.263104966406033e-08
reverse_control|all|q1_q3_s3|agree_support60|teacher_row_top70|w0.006|c0.018,reverse_control,0.577734482035641,-5.671006331198214e-09,0.5776007387193461,0.5772305883223867,0.5780375348022468,6.157718935212203e-07,2.777142857229055e-06,0.00010800000000044108,19226.0,all,q1_q3_s3,agree_support60,teacher_row_top70,0.006,0.018,0.025714285714285714,2495b4b2,45.0,0.0,7.753806815502529e-07,1.1456663958631097e-06,1.145666395974132e-06,22.0,0.0,8.988092530803904e-07,1.1456663959630297e-06,1.145666395974132e-06,11.0,0.0,1.1456663958631097e-06,1.145666395974132e-06,1.145666395974132e-06,22.0,0.0,7.136663959794731e-07,1.1456663958631097e-06,1.145666395974132e-06,2.8905567421755316e-07,1.2963434629154057e-06,7.993605777301126e-18,1.0658141036401503e-17,-9.22723672836745e-07,1.9000276512920466e-06,1.6653345369377348e-19,1.6264767310758542e-17,9.992007221626408e-19,1.432187701766452e-17,-1.1140321403790843e-06,1.1140321403901865e-06,3.663735981263017e-18,9.658940314238861e-18,1.509621063011668e-06,False,True,False,True,False,False,False,1.08895633266215e-07
reverse_control|all|s2_s3|agree_support60|teacher_row_top50|w0.006|c0.018,reverse_control,0.5777344821271577,-5.57948964807764e-09,0.5776007402537141,0.5772306034351284,0.5780375275483353,7.246513186890481e-07,3.3325714286580885e-06,0.00010800000000066312,25108.0,all,s2_s3,agree_support60,teacher_row_top50,0.006,0.018,0.030857142857142857,a5afd2ac,45.0,0.022222222222222223,7.513787763091528e-07,1.1216644905776008e-06,1.1833787763038117e-06,22.0,0.0,8.748073476727569e-07,1.1833787763038117e-06,1.1833787763038117e-06,11.0,0.0,1.1216644905109874e-06,1.1833787763038117e-06,1.1833787763038117e-06,22.0,0.045454545454545456,6.588073477864498e-07,1.1216644906109074e-06,1.1833787763038117e-06,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-2.837106225080821e-06,3.037620779353989e-06,-2.0349384514031233e-06,2.0349384514137816e-06,3.663735981263017e-18,9.658940314238861e-18,1.4926470622178555e-06,False,True,False,True,False,False,False,1.1275838798230354e-07
reverse_control|raw_energy_half|s2_s3|high_abs75|raw_row_top50|w0.006|c0.018,reverse_control,0.5777344821362232,-5.5704241219700634e-09,0.5776007408456778,0.5772305966521334,0.5780375291610313,8.022386873490693e-07,3.888000000086365e-06,0.00010800000000066312,51527.0,raw_energy_half,s2_s3,high_abs75,raw_row_top50,0.006,0.018,0.036,308dffbb,45.0,0.28888888888888886,6.114587304262287e-07,1.6606015875719748e-06,1.6606015876829971e-06,22.0,0.0,1.228601587577316e-06,1.6606015876829971e-06,1.6606015876829971e-06,11.0,0.0,1.6606015875719748e-06,1.6606015876829971e-06,1.6606015876829971e-06,22.0,0.22727272727272727,2.41173016168883e-07,1.6544301589926925e-06,1.6606015876829971e-06,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-2.552017356845848e-06,3.5246656438074895e-06,-1.0836926031803084e-06,2.0910051675804287e-06,3.663735981263017e-18,9.658940314238861e-18,2.136897857535347e-06,False,True,False,True,False,False,False,1.6048973464632967e-07
reverse_control|low_slack_half|q2_s2_s3|confident_abs_support|teacher_row_top70|w0.006|c0.010,reverse_control,0.5777344822067706,-5.499876776227097e-09,0.5776007332598431,0.5772305645165797,0.5780375494724413,6.506971965773989e-07,3.0857142857970203e-06,6.000000000083716e-05,104407.0,low_slack_half,q2_s2_s3,confident_abs_support,teacher_row_top70,0.006,0.01,0.05142857142857143,69a34856,45.0,0.0,8.563665228056294e-07,1.0963665227903263e-06,1.0963665229013486e-06,22.0,0.0,7.535093799471149e-07,1.0963665227903263e-06,1.0963665229013486e-06,11.0,0.0,1.0620808085226585e-06,1.0963665229013486e-06,1.0963665229013486e-06,22.0,0.0,9.935093799318118e-07,1.0963665227903263e-06,1.0963665229013486e-06,-7.771561172376096e-19,9.547918011776345e-18,-3.746308786491959e-07,2.079364282808527e-06,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-5.690126575194076e-07,1.3502649728530657e-06,-4.360711756112301e-07,1.125251120335291e-06,3.663735981263017e-18,9.658940314238861e-18,1.4218090915285587e-06,False,True,False,True,False,False,False,1.0413677551390777e-07
reverse_control|all|q2_s2_s3|agree_support60|teacher_row_top50|w0.006|c0.010,reverse_control,0.5777344822801118,-5.426535554242662e-09,0.5776007379645408,0.5772305920569213,0.5780375339711666,7.519502248192438e-07,3.3600000000843133e-06,6.000000000039307e-05,27075.0,all,q2_s2_s3,agree_support60,teacher_row_top50,0.006,0.01,0.056,bfc7e6a0,45.0,0.0,8.952941722428776e-07,1.3067227436769357e-06,1.306722743787958e-06,22.0,0.0,8.952941723538999e-07,1.306722743787958e-06,1.306722743787958e-06,11.0,0.0,1.3067227436769357e-06,1.306722743787958e-06,1.306722743787958e-06,22.0,0.0,8.610084579752098e-07,1.2724370294980857e-06,1.3067227436769357e-06,-7.771561172376096e-19,9.547918011776345e-18,-1.0879424976617535e-06,2.445580479487397e-06,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-1.5761630903962098e-06,1.687559349155099e-06,-1.1305117450366443e-06,1.1305117450473023e-06,3.663735981263017e-18,9.658940314238861e-18,1.722932846848213e-06,False,True,False,True,False,False,False,1.2524573882455315e-07
reverse_control|all|q1_q3_s3|confident_low_entropy|raw_row_top50|w0.006|c0.010,reverse_control,0.5777344824082306,-5.298416816401641e-09,0.5776007324080006,0.577230568283818,0.5780375481895594,4.860119913567115e-07,2.845714285790564e-06,6.000000000261352e-05,19667.0,all,q1_q3_s3,confident_low_entropy,raw_row_top50,0.006,0.01,0.04742857142857143,112666ae,45.0,0.0,5.970034947511138e-07,7.684320660894528e-07,7.684320662004751e-07,22.0,0.0,6.312892089632705e-07,7.684320661893728e-07,7.684320662004751e-07,11.0,0.0,7.684320660894528e-07,7.684320662004751e-07,7.684320662004751e-07,22.0,0.0,5.970034946400915e-07,7.650034946737883e-07,7.684320662004751e-07,6.863150415762909e-07,1.0588992887037852e-06,7.993605777301126e-18,1.0658141036401503e-17,-8.264530012019877e-07,1.492711469561203e-06,1.6653345369377348e-19,1.6264767310758542e-17,9.992007221626408e-19,1.432187701766452e-17,-3.1702179983311707e-07,8.504731811810884e-07,3.663735981263017e-18,9.658940314238861e-18,1.0202404321146829e-06,False,True,False,True,False,False,False,7.154478980364588e-08
reverse_control|raw_energy_half|q2_s2_s3|confident_abs_support|raw_row_top50|w0.006|c0.010,reverse_control,0.5777344824384278,-5.268219527287954e-09,0.5776007361883608,0.5772305792667414,0.5780375391437172,6.194426776627452e-07,3.12000000008393e-06,6.000000000128125e-05,54145.0,raw_energy_half,q2_s2_s3,confident_abs_support,raw_row_top50,0.006,0.01,0.052,0b91e5ce,45.0,0.2222222222222222,4.91782944256336e-07,1.1432115156306822e-06,1.1432115157861134e-06,22.0,0.0,1.0232115156827426e-06,1.143211515675091e-06,1.1432115157861134e-06,11.0,0.0,1.1432115155640687e-06,1.143211515675091e-06,1.1432115157861134e-06,22.0,0.2727272727272727,3.717829441529652e-07,1.1432115155640687e-06,1.1432115157861134e-06,-7.771561172376096e-19,9.547918011776345e-18,-9.746432976813768e-07,1.9718166446389683e-06,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-9.74964500918496e-07,1.3395675321214995e-06,-1.0247145668227375e-06,1.0247145668338398e-06,3.663735981263017e-18,9.658940314238861e-18,1.478192688908475e-06,False,True,False,True,False,False,False,1.0905293204022116e-07
reverse_control|all|q1_q3_s3|agree_support60|teacher_row_top70|w0.010|c0.010,reverse_control,0.5777344824532729,-5.253374513181086e-09,0.5776007384420024,0.5772305866682559,0.5780375364434048,5.701588207341981e-07,2.571428571513846e-06,0.00010000000000043308,19219.0,all,q1_q3_s3,agree_support60,teacher_row_top70,0.01,0.01,0.025714285714285714,a13f2195,45.0,0.0,7.179427948811323e-07,1.060799937735446e-06,1.0607999378908772e-06,22.0,0.0,8.32228509217714e-07,1.060799937779855e-06,1.0607999378908772e-06,11.0,0.0,1.0607999376688326e-06,1.0607999378908772e-06,1.0607999378908772e-06,22.0,0.0,6.607999378238638e-07,1.0607999377687527e-06,1.0607999378908772e-06,2.676439109831064e-07,1.2003173609391737e-06,7.993605777301126e-18,1.0658141036401503e-17,-8.543726846920175e-07,1.7592845457209404e-06,1.6653345369377348e-19,1.6264767310758542e-17,9.992007221626408e-19,1.432187701766452e-17,-1.0315098384172661e-06,1.0315098384283684e-06,3.663735981263017e-18,9.658940314238861e-18,1.3977942016296653e-06,False,True,False,True,False,False,False,1.0082661927590664e-07
reverse_control|low_slack_half|q1_q3_s3|agree_support60|teacher_row_top50|w0.006|c0.010,reverse_control,0.5777344825123772,-5.194270125130629e-09,0.5776007373784647,0.5772305850320301,0.5780375365701205,5.592361145496263e-07,2.502857142941993e-06,6.000000000061512e-05,96180.0,low_slack_half,q1_q3_s3,agree_support60,teacher_row_top50,0.006,0.01,0.04171428571428572,f6f9f6c4,45.0,0.0,5.768050840293526e-07,1.0088050839129892e-06,1.0225193697310786e-06,22.0,0.0,5.768050839738414e-07,1.0225193697310786e-06,1.0225193697310786e-06,11.0,0.0,9.882336553523885e-07,1.0225193697310786e-06,1.0225193697310786e-06,22.0,0.0,7.139479410445126e-07,1.0122336553508584e-06,1.0225193697310786e-06,2.6330930502083127e-08,1.0630583026669527e-06,7.993605777301126e-18,1.0658141036401503e-17,-8.085991405016868e-07,1.685120050853528e-06,1.6653345369377348e-19,1.6264767310758542e-17,9.992007221626408e-19,1.432187701766452e-17,-1.1664744482653422e-06,1.1664744482760004e-06,3.663735981263017e-18,9.658940314238861e-18,1.3015440061880933e-06,False,True,False,True,False,False,False,9.705766684797723e-08
reverse_control|all|q2_s2_s3|confident_abs_support|teacher_row_top70|w0.006|c0.010,reverse_control,0.5777344825277456,-5.178901751889953e-09,0.5776007332184027,0.577230566785146,0.5780375489917812,6.612739282481311e-07,3.0171428572268314e-06,6.000000000039307e-05,27327.0,all,q2_s2_s3,confident_abs_support,teacher_row_top70,0.006,0.01,0.05028571428571429,24c309bb,45.0,0.0,8.336805824571414e-07,1.1422520109771739e-06,1.176537725355864e-06,22.0,0.0,8.508234395354641e-07,1.1731091539290972e-06,1.176537725355864e-06,11.0,0.0,1.1422520109771739e-06,1.176537725355864e-06,1.176537725355864e-06,22.0,0.0,8.508234395354641e-07,1.1422520109771739e-06,1.176537725355864e-06,-7.771561172376096e-19,9.547918011776345e-18,-2.137052709652032e-07,1.9224739796057653e-06,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-9.115001212511853e-07,1.597584964143417e-06,-1.4944689553164636e-07,1.1088585539428264e-06,3.663735981263017e-18,9.658940314238861e-18,1.519754500561854e-06,False,True,False,True,False,False,False,1.1247487078369645e-07
reverse_control|all|s2_s3|agree_support60|teacher_row_top50|w0.010|c0.010,reverse_control,0.5777344825380434,-5.1686039892473445e-09,0.5776007398622927,0.5772306006610541,0.5780375297270279,6.709727540631769e-07,3.0857142858007168e-06,0.00010000000000043308,25101.0,all,s2_s3,agree_support60,teacher_row_top50,0.01,0.01,0.030857142857142857,5e3f710c,45.0,0.022222222222222223,6.957184052192034e-07,1.0385755481845394e-06,1.095718405341728e-06,22.0,0.0,8.10004119555785e-07,1.0957184052307056e-06,1.095718405341728e-06,11.0,0.0,1.038575548117926e-06,1.095718405341728e-06,1.095718405341728e-06,22.0,0.045454545454545456,6.100041195500339e-07,1.0385755482067437e-06,1.0957184052307056e-06,-7.771561172376096e-19,9.547918011776345e-18,7.993605777301126e-18,1.0658141036401503e-17,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-2.6269482543971324e-06,2.812609679883393e-06,-1.8841995984926197e-06,1.8841995985032779e-06,3.663735981263017e-18,9.658940314238861e-18,1.3820769899752783e-06,False,True,False,True,False,False,False,1.0440323654492546e-07
reverse_control|raw_energy_half|q2_s2_s3|high_abs75|raw_row_top50|w0.006|c0.010,reverse_control,0.5777344825389207,-5.167726691013286e-09,0.5776007380068249,0.5772305896656111,0.578037534215639,6.994878541097736e-07,3.325714285798401e-06,6.000000000061512e-05,53271.0,raw_energy_half,q2_s2_s3,high_abs75,raw_row_top50,0.006,0.01,0.05542857142857143,a677db03,45.0,0.26666666666666666,5.335963312314007e-07,1.596453474084214e-06,1.5964534741952363e-06,22.0,0.0,1.219310617028846e-06,1.5964534741952363e-06,1.5964534741952363e-06,11.0,0.0,1.596453474084214e-06,1.5964534741952363e-06,1.5964534741952363e-06,22.0,0.22727272727272727,3.107391883805377e-07,1.5930249026574472e-06,1.5964534741952363e-06,-7.771561172376096e-19,9.547918011776345e-18,-1.989583093300329e-07,1.7766066822548777e-06,9.992007221626408e-19,9.436895709313831e-18,1.6653345369377348e-19,1.6264767310758542e-17,-1.4177840308932099e-06,1.958143429699688e-06,-6.020411000644544e-07,1.161664866768941e-06,3.663735981263017e-18,9.658940314238861e-18,2.0489264757561632e-06,False,True,False,True,False,False,False,1.5447762072851037e-07
