file,oof_file,prior,gamma,prior_oof_loss,oof_loss,oof_delta_vs_prior,oof_delta_vs_stage2,public_fit_converged,oof_fit_converged,public_fit_iterations,oof_fit_iterations,public_fit_max_abs_residual,oof_fit_max_abs_residual,submission_abs_delta_mean_vs_prior,submission_abs_delta_p90_vs_prior,public_self_expected_loss,public_projection_entropy,public_crossentropy_gap,submission_abs_delta_mean_vs_full_projection,submission_min,submission_max,expected_public_anchor,public_residual_anchor,expected_public_stage2,public_residual_stage2,expected_public_ordinal,public_residual_ordinal,expected_oof_anchor,oof_constraint_residual_anchor,expected_oof_stage2,oof_constraint_residual_stage2,expected_oof_ordinal,oof_constraint_residual_ordinal
submission_public_entropyproj_public2d0_g100.csv,final_public_entropyproj_public2d0_g100_oof.npy,public2d0,1.0,0.5617018718676354,0.5536786090220885,-0.008023262845546886,-0.013852315667728599,True,True,4,5,4.021893929007092e-12,4.440892098500626e-16,0.017657649583835987,0.03928699682449747,0.5757340544110956,0.5757340544110956,0.0,5.693858083434732e-18,0.08125571488765988,0.9766101284071385,0.5784273528037103,3.710254325994811e-12,0.5779449757040217,4.021671884402167e-12,0.5783033652039437,3.9436232057710185e-12,0.5783036700435737,-4.440892098500626e-16,0.5675309246898173,1.1102230246251565e-16,0.5619038172099255,0.0
submission_public_entropyproj_proj0_g100.csv,final_public_entropyproj_proj0_g100_oof.npy,proj0,1.0,0.5621435437929126,0.5539036347674279,-0.00823990902548477,-0.013627289922389263,True,True,4,5,4.84312590032232e-12,2.220446049250313e-16,0.018062079714469763,0.04025206768312489,0.5757985413264554,0.5757985413264554,0.0,4.686727196810482e-18,0.08179207587674481,0.9766190484397858,0.5784273528044798,4.479749904362507e-12,0.5779449757048432,4.84312590032232e-12,0.5783033652047433,4.743316850408519e-12,0.5783036700435741,-1.1102230246251565e-16,0.5675309246898171,0.0,0.5619038172099254,-1.1102230246251565e-16
submission_public_entropyproj_public2d0_g075.csv,final_public_entropyproj_public2d0_g075_oof.npy,public2d0,0.75,0.5617018718676354,0.5541555390685728,-0.007546332799062583,-0.013375385621244296,True,True,4,5,4.021893929007092e-12,4.440892098500626e-16,0.013217942729390215,0.029391759240777415,0.5758255911926798,0.5757340544110956,9.153678158424494e-05,0.004439706854445768,0.07496488032957017,0.9770209739779643,0.5781623190025158,-0.0002650337974842154,0.5764112518872346,-0.0015337238127653974,0.5775641683072633,-0.0007391968927367154,0.5787447976664661,0.00044112762289194585,0.5690491987304714,0.0015182740406542994,0.5655333501775619,0.003629532967636351
submission_public_entropyproj_proj0_g075.csv,final_public_entropyproj_proj0_g075_oof.npy,proj0,0.75,0.5621435437929126,0.5543936748851478,-0.007749868907764856,-0.013137249804669349,True,True,4,5,4.84312590032232e-12,2.220446049250313e-16,0.013519957863598433,0.030155219128235176,0.5758947818312338,0.5757985413264554,9.624050477841095e-05,0.004542121850871326,0.07536436865933917,0.9770305279941747,0.5781534918860044,-0.0002738609139956161,0.5763875217417445,-0.0015574539582555724,0.5775837516003076,-0.0007196135996924147,0.5787388180745591,0.00043514803098487764,0.5690348658152469,0.0015039411254297308,0.5655662109799926,0.0036623937700670517
submission_public_entropyproj_public2d0_g050.csv,final_public_entropyproj_public2d0_g050_oof.npy,public2d0,0.5,0.5617018718676354,0.555624850449518,-0.00607702141811739,-0.011906074240299103,True,True,4,5,4.021893929007092e-12,4.440892098500626e-16,0.008793073945023426,0.01948051734152725,0.5760997785864291,0.5757340544110956,0.0003657241753335372,0.008864575638812556,0.06912443978519783,0.9774247698198568,0.5779598028280907,-0.00046754997190934233,0.5749440837632649,-0.0030008919367351394,0.576890811740178,-0.0014125534598220524,0.5793428546321755,0.0010391845886013051,0.5707798845821808,0.003248959892363623,0.5694955937981157,0.007591776588190102
submission_public_entropyproj_proj0_g050.csv,final_public_entropyproj_proj0_g050_oof.npy,proj0,0.5,0.5621435437929126,0.5559035357595986,-0.006240008033314037,-0.01162738893021853,True,True,4,5,4.84312590032232e-12,2.220446049250313e-16,0.008993381348645272,0.019984237480516084,0.5761830451270045,0.5757985413264554,0.0003845038005491075,0.00906869836582449,0.06940360832931225,0.9774349332709736,0.5779451969326821,-0.0004821558673179238,0.5748997276563873,-0.003045248043612725,0.5769327480832394,-0.001370617116760675,0.5793357403782381,0.0010320703346639037,0.5707566252272354,0.003225700537418219,0.5695683875138738,0.007664570303948293
submission_public_entropyproj_stage2_g100.csv,final_public_entropyproj_stage2_g100_oof.npy,stage2,1.0,0.5675309246898171,0.5579931630556674,-0.009537761634149766,-0.009537761634149766,True,True,4,5,3.2566171981329717e-12,4.440892098500626e-16,0.017024581487941687,0.038116633359401755,0.5765758363933355,0.5765758363933355,0.0,4.8849813083506885e-18,0.08936464624791846,0.9779342653296242,0.5784273528030219,3.0219160507272136e-12,0.5779449757032566,3.2566171981329717e-12,0.5783033652031069,3.106848112111038e-12,0.5783036700435739,-3.3306690738754696e-16,0.5675309246898175,3.3306690738754696e-16,0.5619038172099255,0.0
submission_public_entropyproj_anchor_g100.csv,final_public_entropyproj_anchor_g100_oof.npy,anchor,1.0,0.5783036700435742,0.5579931630556675,-0.020310506987906707,-0.009537761634149655,True,True,4,5,9.510503495846478e-12,3.8413716652030416e-14,0.019967956670392757,0.04600120489742493,0.5765758363993718,0.5765758363993718,0.0,5.273559366969494e-18,0.08936464625036958,0.9779342653264974,0.5784273528095105,9.510503495846478e-12,0.5779449757089139,8.91386964241292e-12,0.5783033652093232,9.323208871592215e-12,0.5783036700436069,3.275157922644212e-14,0.5675309246898519,3.47499806707674e-14,0.561903817209964,3.8413716652030416e-14
submission_public_entropyproj_public2d0_g025.csv,final_public_entropyproj_public2d0_g025_oof.npy,public2d0,0.25,0.5617018718676354,0.5581326276925047,-0.0035692441751307147,-0.009398296997312428,True,True,4,5,4.021893929007092e-12,4.440892098500626e-16,0.00438610575323917,0.009629914019455687,0.5765557769093066,0.5757340544110956,0.0008217224982109972,0.013271543830596812,0.06370768456560498,0.9778216310848258,0.5778184319844606,-0.0006089208155394266,0.5735440510958371,-0.00440092460416297,0.5762827041633626,-0.00202066103663745,0.5801468390481685,0.0018431690045943583,0.5727667916537451,0.005235866963927971,0.5737829022213664,0.01187908501144086
submission_public_entropyproj_proj0_g025.csv,final_public_entropyproj_proj0_g025_oof.npy,proj0,0.25,0.5621435437929126,0.5584797017955709,-0.0036638419973417102,-0.009051222894246203,True,True,4,5,4.84312590032232e-12,2.220446049250313e-16,0.004485660857096215,0.009963214184506816,0.5766624181826331,0.5757985413264554,0.0008638768561777255,0.013576418857373547,0.06388172783787563,0.9778323800498036,0.5778010250951321,-0.0006263277048679239,0.5734822043692123,-0.0044627713307877626,0.5763496509855828,-0.001953714214417257,0.5801473370834704,0.0018436670398962463,0.5727437709323382,0.005212846242521052,0.5739014699249976,0.011997652715072027
submission_public_entropyproj_stage2_g075.csv,final_public_entropyproj_stage2_g075_oof.npy,stage2,0.75,0.5675309246898171,0.5585623574187333,-0.00896856727108386,-0.00896856727108386,True,True,4,5,3.2566171981329717e-12,4.440892098500626e-16,0.01274535088837013,0.028642759840030806,0.5766617325678619,0.5765758363933355,8.589617452636755e-05,0.004279230599571559,0.08288648446801744,0.9782582177372642,0.5782173812435095,-0.00020997155649049581,0.5765211014388317,-0.0014238742611683008,0.577691281874729,-0.0006120833252710733,0.578459945431172,0.0001562753875977707,0.5689026290817543,0.001371704391937123,0.5656137756864598,0.003709958476534214
submission_public_entropyproj_anchor_g075.csv,final_public_entropyproj_anchor_g075_oof.npy,anchor,0.75,0.5783036700435742,0.5592014421275668,-0.019102227916007353,-0.008329482562250301,True,True,4,5,9.510503495846478e-12,3.8413716652030416e-14,0.014969206664564479,0.034348613401124425,0.576692039287567,0.5765758363993718,0.00011620288819513824,0.004998750005828284,0.09612444368160337,0.9777023034953044,0.5780234344159885,-0.0004039183840115479,0.5789968095224544,0.0010518338224543289,0.5793650469133282,0.0010616817133282108,0.5776863104127598,-0.0006173596308144402,0.5708254637786384,0.003294539088821269,0.5668125805013154,0.004908763291389895
submission_public_entropyproj_stage2_g050.csv,final_public_entropyproj_stage2_g050_oof.npy,stage2,0.5,0.5675309246898171,0.5603179325432104,-0.007212992146606756,-0.007212992146606756,True,True,4,5,3.2566171981329717e-12,4.440892098500626e-16,0.00847960926675836,0.01902900344243162,0.5769190713159896,0.5765758363933355,0.00034323492265408984,0.008544972221183328,0.07683830806232528,0.9785775183057098,0.5780682498455306,-0.00035910295446939244,0.5751603612306255,-0.0027846144693745023,0.5771400753622075,-0.0011632898377925693,0.5788049920009531,0.0005013219573789529,0.5705351696416838,0.003004244951866686,0.5697086702182449,0.007804853008319346
submission_public_entropyproj_anchor_g050.csv,final_public_entropyproj_anchor_g050_oof.npy,anchor,0.5,0.5783036700435742,0.5629457820607703,-0.015357887982803908,-0.004585142629046857,True,True,4,5,9.510503495846478e-12,3.8413716652030416e-14,0.009971945667072973,0.022723241266896184,0.5770401496300411,0.5765758363993718,0.00046431323066931096,0.00999601100331979,0.10020392916440271,0.9774679593926388,0.5776993093214061,-0.0007280434785938983,0.5801238663382975,0.0021788906382974593,0.580503851772283,0.0022004865722830003,0.5776333248937224,-0.0006703451498517587,0.5748886338976624,0.007357709207845287,0.5726256665583994,0.010721849348473866
submission_public_entropyproj_stage2_g025.csv,final_public_entropyproj_stage2_g025_oof.npy,stage2,0.25,0.5675309246898171,0.5633053125842482,-0.004225612105568932,-0.004225612105568932,True,True,4,5,3.2566171981329717e-12,4.440892098500626e-16,0.004230225253379088,0.009475226601282255,0.577347139285882,0.5765758363933355,0.0007713028925464549,0.012794356234562602,0.07119720202112148,0.9788922307945589,0.5779787190039171,-0.0004486337960829534,0.5738633322100423,-0.004081643489957765,0.5766491234287683,-0.0016542417712317459,0.5794345071311243,0.0011308370875501295,0.5725131515170202,0.004982226827203062,0.57417648096298,0.012272663753054469
submission_public_entropyproj_anchor_g025.csv,final_public_entropyproj_anchor_g025_oof.npy,anchor,0.25,0.5783036700435742,0.5693163029765592,-0.008987367067014973,0.0017853782867420787,True,True,4,5,9.510503495846478e-12,3.8413716652030416e-14,0.00498076584702716,0.011299655292632283,0.5776190860425003,0.5765758363993718,0.0010432496431285188,0.0149871908233656,0.10380678742135385,0.9772312097390523,0.5774563256268535,-0.0009710271731465658,0.5813247177748183,0.0033797420748182816,0.5817184801626692,0.003415114962669219,0.5784544538061555,0.00015078376258126358,0.5798337498536398,0.01230282516382264,0.5793795165642953,0.017475699354369767
