candidate_name,policy,fold_kind,n_folds,cv_delta_mean,cv_delta_p10,cv_delta_p50,cv_delta_p90,cv_delta_worst,cv_win_rate,selector_abs_error_mean,selector_abs_error_p90,candidate_index,actual_anchor_mean__inverse_top,actual_anchor_score__inverse_top,actual_anchor_std__inverse_top,actual_anchor_mean__raw05_compatible,actual_anchor_score__raw05_compatible,actual_anchor_std__raw05_compatible,actual_anchor_mean__all_sign,actual_anchor_score__all_sign,actual_anchor_std__all_sign,actual_anchor_score_final,mean_actual_anchor,min_set_score,max_set_score,name,file,source_name_x,source_file_x,variant_x,row_gate,target_mask,scale_x,delta_cap,row_support_rows,row_gate_sum,active_cells_x,active_rows_x,mean_active_energy_x,p10_active_energy,mean_abs_move_vs_a2c8_x,max_abs_move_vs_a2c8_x,robust_expected_public,robust_delta_vs_a2c8,robust_p10_delta_vs_a2c8,robust_p50_delta_vs_a2c8,robust_p90_delta_vs_a2c8,robust_worst_delta_vs_a2c8,robust_win_rate_vs_a2c8,mean_abs_move_vs_a2c8_y,max_abs_move_vs_a2c8_y,mean_abs_move_vs_raw05,logit_cosine_to_a2c8_move,logit_orth_ratio_to_a2c8_move,best_case_gain_vs_raw05_if_all_correct,mean_abs_move_vs_a2c8,max_abs_move_vs_a2c8,selection_proxy,cv_stability_score,source_name_y,source_file_y,variant_y,scale_y,active_cells_y,active_rows_y,mean_active_energy_y
inv7gate_4d0cfe16,low_error_best5,l2o,15,-0.0003181081148365313,-0.00048215862683276267,-0.00035465981236715294,-0.00014631770281863245,-0.00011968801839201682,1.0,0.0004199861533892457,0.001037445570604875,55,0.5776795936270918,0.5777578846252435,0.00011614779456417106,0.577762701390599,0.5779681464562372,0.00027323570784882126,0.5779022323688278,0.5780161435880211,0.000123139386522051,0.5779140582231672,0.5777815091288395,0.5777578846252435,0.5780161435880211,inv7gate_4d0cfe16,submission_inv7gate_4d0cfe16.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,inv64_soft_all,inv64_soft,all,2.5,0.3,129.0,56.920846024697084,526.0,128.0,1.2926123604167015,0.6294395260848487,0.003794469482927805,0.04995835367994106,0.5768877863060704,-0.0005515589169020913,-0.0008592592180009405,-0.0005197717487408493,-0.0003243227412869309,-0.00022448525524421115,1.0,0.003794469482927805,0.04995835367994106,0.00512407152115092,0.3472018177408734,0.9377904338163372,0.014090916614003577,0.003794469482927805,0.04995835367994106,0.5766497355457684,-0.0007341108841586821,f43_cv_best,submission_sparsejepa_f43ea825.csv,inv64_soft_all,2.5,526.0,128.0,1.2926123604167015
inv7gate_ad8719f7,low_error_best5,l2o,15,-0.0003159669805958609,-0.00047529073746259697,-0.0003537090982386193,-0.00015050791509718667,-0.00012402645868514472,1.0,0.0004199861533892457,0.001037445570604875,73,0.5776741791537554,0.5777530789524479,0.00011779799158449943,0.5777366854909304,0.577927353209093,0.0002620485666000103,0.5778708811093954,0.5779740147545612,0.00011626598342479816,0.5778848156387008,0.5777605819180271,0.5777530789524479,0.5779740147545612,inv7gate_ad8719f7,submission_inv7gate_ad8719f7.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,inv64_soft_all,inv64_soft,all,3.0,0.3,129.0,56.920846024697084,635.0,129.0,1.1467753093815996,0.4563221875783594,0.003841947433866133,0.04496821523025285,0.5769034974930121,-0.0005358477299606261,-0.0008261745220423221,-0.0005037580956802623,-0.00031298403776984783,-0.00022075247972974665,1.0,0.003841947433866133,0.04496821523025285,0.005101063657022303,0.3641571993343958,0.9313374974588587,0.013998372888520901,0.003841947433866133,0.04496821523025285,0.5766701665254499,-0.0007319697499180118,f465_actual_best,submission_sparsejepa_f4657144.csv,inv64_soft_all,3.0,635.0,129.0,1.1467753093815996
inv7gate_31adfb5b,low_error_best5,l2o,15,-0.0003132198966845134,-0.0004717827779571193,-0.0003521981864134105,-0.00014250978706116247,-0.00011644443403235893,1.0,0.0004199861533892457,0.001037445570604875,57,0.5776750962196205,0.5777525077670111,0.00011395201703359227,0.5777631645584016,0.5779691521537098,0.0002721424186486618,0.5779054995389061,0.5780193158843069,0.00012193699641865282,0.577913658601676,0.577781253438976,0.5777525077670111,0.5780193158843069,inv7gate_31adfb5b,submission_inv7gate_31adfb5b.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,inv64_soft_all,inv64_soft,all,3.0,0.3,129.0,56.920846024697084,635.0,129.0,1.1467753093815996,0.4563221875783594,0.004254452814059483,0.04496821523025285,0.576894825978597,-0.0005445192443756892,-0.0008338199876530615,-0.0005114825418610636,-0.00031551084584342527,-0.00022388463758793442,1.0,0.004254452814059483,0.04496821523025285,0.0055098285158728605,0.3507457808984276,0.9364707134672992,0.015013152682867128,0.004254452814059483,0.04496821523025285,0.576651981499394,-0.0007292226660066643,282_consensus_directrob,submission_sparsejepa_282e9546.csv,inv64_soft_all,3.0,635.0,129.0,1.1467753093815996
inv7gate_051d9af6,low_error_best5,l2o,15,-0.0003110500102999847,-0.0004523539813800381,-0.00030308064759498876,-0.000151489077928213,-0.00012622038568688154,1.0,0.0004199861533892457,0.001037445570604875,45,0.5776837417402519,0.5777700248654042,0.00013269004456099157,0.5777239623094022,0.5779277122399868,0.0003008458619251609,0.577868088571958,0.5779685539011616,0.00012775738169987867,0.5778887636688509,0.5777585975405374,0.5777700248654042,0.5779685539011616,inv7gate_051d9af6,submission_inv7gate_051d9af6.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,prefix30_all,prefix30,all,2.0,0.3,75.0,75.0,376.0,75.0,1.2027242535140987,0.49509799312529595,0.0035414534342759567,0.029990839505895817,0.5768802482134929,-0.0005590970094796883,-0.0006346512456937292,-0.000491067530201339,-0.00040628025029358915,-0.0002566043098721771,1.0,0.0035414534342759567,0.029990839505895817,0.0049245466187847475,0.3705938187492621,0.928795037403215,0.014293029761444526,0.0035414534342759567,0.029990839505895817,0.5766062790196607,-0.0007270527796221356,f465_actual_best,submission_sparsejepa_f4657144.csv,prefix30_all,2.0,376.0,75.0,1.2027242535140987
inv7gate_7617625b,low_error_best5,l2o,15,-0.0003060153297275603,-0.00047095657180613594,-0.0003365265723166422,-0.0001444558916889438,-0.00011710540315768014,1.0,0.0004199861533892457,0.001037445570604875,80,0.5776966194825596,0.5777745797032589,0.00011671680236952839,0.5777599860444359,0.5779532861378739,0.0002590389362220326,0.5778902263910451,0.5780007003700964,0.00012242994224859454,0.5779095220704097,0.5777822773060136,0.5777745797032589,0.5780007003700964,inv7gate_7617625b,submission_inv7gate_7617625b.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,inv64_soft_no_q2,inv64_soft,no_q2,2.5,0.3,129.0,56.920846024697084,486.0,128.0,1.3176660736320545,0.6325807535582488,0.0035548784301174174,0.04995835367994106,0.5769107263488703,-0.0005286188741021531,-0.0008470027362754705,-0.0004929196841282346,-0.00030396723830337084,-0.00021182629705651657,1.0,0.0035548784301174174,0.04995835367994106,0.00488572384139875,0.3529511449694535,0.9356417526301143,0.013502445242380803,0.0035548784301174174,0.04995835367994106,0.5766876451611163,-0.0007220180990497112,f43_cv_best,submission_sparsejepa_f43ea825.csv,inv64_soft_no_q2,2.5,486.0,128.0,1.3176660736320545
inv7gate_0a9c0c66,low_error_best5,l2o,15,-0.0003046317717569025,-0.00044133352018838057,-0.0002940928388405206,-0.0001489122720311098,-0.0001244182287507556,1.0,0.0004199861533892457,0.001037445570604875,49,0.5776920889993804,0.5777769870366474,0.00013068248592096448,0.5777229549472036,0.5779207997093831,0.00029385315034097725,0.5778623493199868,0.5779597134307398,0.00012391419678535348,0.5778858333922567,0.5777591310888569,0.5777769870366474,0.5779597134307398,inv7gate_0a9c0c66,submission_inv7gate_0a9c0c66.csv,f43_cv_best,submission_sparsejepa_f43ea825.csv,prefix30_all,prefix30,all,1.5,0.3,75.0,75.0,326.0,75.0,1.3199106064997295,0.6457480555882995,0.003308015450696658,0.029990839505895928,0.5768919916741314,-0.0005473535488412585,-0.0006276310622839176,-0.0004827543335395035,-0.00039577253171181327,-0.00024208674824466314,1.0,0.003308015450696658,0.029990839505895928,0.004728467168921777,0.3712149873992658,0.9285469471869279,0.013515505888260237,0.003308015450696658,0.029990839505895928,0.5766279450992615,-0.0007206345410790534,f43_cv_best,submission_sparsejepa_f43ea825.csv,prefix30_all,1.5,326.0,75.0,1.3199106064997295
inv7gate_830e1d15,low_error_best5,l2o,15,-0.00030437744477011347,-0.0004544018607760103,-0.0003015053259727285,-0.00013750473148210765,-0.00011071934936779382,1.0,0.0004199861533892457,0.001037445570604875,42,0.5776906455217863,0.5777746290363946,0.00012735944993843757,0.5777499258022418,0.5779606708076751,0.0003039581836635445,0.5778985644370248,0.5780042620185604,0.00012852558786620967,0.5779131872875434,0.577779711920351,0.5777746290363946,0.5780042620185604,inv7gate_830e1d15,submission_inv7gate_830e1d15.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,prefix30_all,prefix30,all,2.0,0.3,75.0,75.0,376.0,75.0,1.2027242535140987,0.49509799312529595,0.0038774824995211265,0.029990839505895817,0.5768746300235027,-0.0005647151994699925,-0.0006437722345951302,-0.0004945121508429517,-0.0004106788608930989,-0.00025363185458893156,1.0,0.0038774824995211265,0.029990839505895817,0.005260575684029918,0.3550976459925137,0.934829215317202,0.015200453351266144,0.0038774824995211265,0.029990839505895817,0.5765917409430658,-0.0007203802140922644,282_consensus_directrob,submission_sparsejepa_282e9546.csv,prefix30_all,2.0,376.0,75.0,1.2027242535140987
inv7gate_8d0db3db,low_error_best5,l2o,15,-0.00029858342949127257,-0.00045635217508983584,-0.0003308931670463755,-0.0001404368822089275,-0.00011403239769935958,1.0,0.0004199861533892457,0.001037445570604875,86,0.5776957120589696,0.5777722857667695,0.00011361515982449292,0.5777589312372078,0.5779506625663334,0.0002553311796497132,0.577890199059412,0.5779996038513476,0.00011990212847612554,0.5779075173948169,0.5777816141185298,0.5777722857667695,0.5779996038513476,inv7gate_8d0db3db,submission_inv7gate_8d0db3db.csv,282_consensus_directrob,submission_sparsejepa_282e9546.csv,inv64_soft_no_q2,inv64_soft,no_q2,3.0,0.3,129.0,56.920846024697084,573.0,129.0,1.184813207758605,0.4763137243628692,0.003886529216736073,0.04496821523025285,0.5769228328656073,-0.0005165123573653253,-0.0008216563306454148,-0.0004830443202827883,-0.00029712424046208775,-0.0002070199314729848,1.0,0.003886529216736073,0.04496821523025285,0.00514457638566187,0.35838944728046174,0.9335721740058481,0.014128836913052181,0.003886529216736073,0.04496821523025285,0.5766965401610415,-0.0007145861988134234,282_consensus_directrob,submission_sparsejepa_282e9546.csv,inv64_soft_no_q2,3.0,573.0,129.0,1.184813207758605
inv7gate_e35a7114,low_error_best5,l2o,15,-0.00029708651316789534,-0.0004268063757944196,-0.0002858575042571365,-0.00014874298955973588,-0.00012326617565283637,1.0,0.0004199861533892457,0.001037445570604875,60,0.5777055154872531,0.5777911289730859,0.0001328592419831178,0.5777200916104643,0.5779082688221863,0.00028056393579263376,0.5778509040818889,0.5779471349242199,0.00012664221578610543,0.577882177573164,0.5777588370598689,0.5777911289730859,0.5779471349242199,inv7gate_e35a7114,submission_inv7gate_e35a7114.csv,f465_actual_best,submission_sparsejepa_f4657144.csv,prefix30_no_q2,prefix30,no_q2,2.0,0.3,75.0,75.0,340.0,75.0,1.2343911222860782,0.5068776363467083,0.003185056409960986,0.029990839505895817,0.5769107037094563,-0.0005286415135163792,-0.0005881344838523095,-0.00046355442310852535,-0.0003803234183076265,-0.0002415656423377932,1.0,0.003185056409960986,0.029990839505895817,0.004568227101824242,0.38152408998345594,0.9243588960800319,0.013383704263437721,0.003185056409960986,0.029990839505895817,0.5766568408721033,-0.0007130892824900462,f465_actual_best,submission_sparsejepa_f4657144.csv,prefix30_no_q2,2.0,340.0,75.0,1.2343911222860782
inv7gate_c6f1a396,low_error_best5,l2o,15,-0.00029708651316789534,-0.0004268063757944196,-0.0002858575042571365,-0.00014874298955973588,-0.00012326617565283637,1.0,0.0004199861533892457,0.001037445570604875,62,0.5777055154872531,0.5777911289730859,0.0001328592419831178,0.5777200916104643,0.5779082688221863,0.00028056393579263376,0.5778509040818889,0.5779471349242199,0.00012664221578610543,0.577882177573164,0.5777588370598689,0.5777911289730859,0.5779471349242199,inv7gate_c6f1a396,submission_inv7gate_c6f1a396.csv,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,prefix30_no_q2,prefix30,no_q2,2.0,0.3,75.0,75.0,340.0,75.0,1.2343911222860782,0.5068776363467083,0.003185056409960986,0.029990839505895817,0.5769107037094563,-0.0005286415135163792,-0.0005881344838523095,-0.00046355442310852535,-0.0003803234183076265,-0.0002415656423377932,1.0,0.003185056409960986,0.029990839505895817,0.004568227101824242,0.38152408998345594,0.9243588960800319,0.013383704263437721,0.003185056409960986,0.029990839505895817,0.5766568408721033,-0.0007130892824900462,3cf_noq2_safe,submission_sparsejepa_3cfdf64a.csv,prefix30_no_q2,2.0,340.0,75.0,1.2343911222860782
