candidate_id,family,status,pair_kind,candidate_file,base_file,note,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,source_scope,view,model,split,target_kind,tail_q,policy,q3_dropped_cells,s4_dropped_cells,oof_loss_vs_full,oof_active_policy_delta,oof_tail_auc,oof_subject_win_rate,e230_q3_risk_top21_overlap,e230_q3_risk_top21_jaccard,e230_q3_swing_top25_overlap,e230_q3_swing_top25_jaccard,e230_q3_expected_positive_overlap,e230_q3_expected_positive_jaccard,baseline_expected_focus,baseline_adverse_delta,baseline_support_prob_focus_swing_weighted,expected_loss_vs_e224,adverse_reduction_vs_e224,support_gain_vs_e224,q3_top1_over_abs_expected,q3_adverse_delta,q3_expected_focus,s4_top1_over_abs_expected,s4_adverse_delta,s4_expected_focus,actual_expected_focus,actual_adverse_delta,actual_support_prob_focus_swing_weighted,actual_expected_delta_vs_e224,actual_adverse_reduction_vs_e224,actual_support_gain_vs_e224,e237_gate,e237_score,submission_file
all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top75,e237_cell_decisive_q3s4,generated,graft_vs_e154,all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top75,submission_e154_s3repair_9f2e2e73.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,303,212,"Q3,S4",-0.0006123959554384622,-0.0007379341500006401,-0.0005288581601458819,-0.0005703955561688646,-0.0003561797730953746,-0.004547229844940692,0.0028916939563741334,0.0074389238013148245,9.403156022850829e-05,0.00042703901982222203,0.0008165906820289099,0.0017759575257430302,0.48069300600647674,0.47104796411454714,0.008825832615058022,0.042964081360729184,0.16455523039988945,2.905702347390868,1,1,8,0.1535469974833255,0.6973250166495162,0.012640479018199955,0.05740602151977188,False,all3,human_core,lr_l2_c0p10,dateblock5,contrast,0.1,drop_global_top75,38,37,-0.0004538992951014,-0.0043000236532578,0.5571525577184246,0.7,7,0.1346153846153846,5,0.08620689655172414,16,0.12030075187969924,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,1.0955639435526981e-05,0.0005090806131402168,0.0050638320346128585,0.7329387871227959,0.0018556441151042396,-0.00012829387921689335,0.17456827209823628,0.0010360498412698943,-0.0004841020762215689,-0.0006422335134515829,0.003636973886500635,0.47029477674785486,1.0955639435526873e-05,0.00045709545036491314,0.004505269659444977,True,0.04977937835581694,submission_e237_cell_decisive_all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top75_c1e018aa.csv
all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_each_top25,e237_cell_decisive_q3s4,generated,graft_vs_e154,all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_each_top25,submission_e154_s3repair_9f2e2e73.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,321,225,"Q3,S4",-0.0006273652523031948,-0.0007541881287883822,-0.0005402697175720277,-0.0005876379105491745,-0.0003243242918597672,-0.004689212040524509,0.0029822559697550116,0.007671468010279521,9.403156022850829e-05,0.00042703901982222203,0.0008165906820289099,0.0017759575257430302,0.4803228625655147,0.4705254870673292,0.008623646646797647,0.04182264491585408,0.16455523039988945,2.996703075280903,1,1,8,0.14988327753776273,0.6806864394457114,0.01225730982681659,0.055665880278716336,False,all3,human_core,lr_l2_c0p10,dateblock5,contrast,0.1,drop_each_top25,25,25,-0.0004086996813972,-0.0042548240395536,0.5571525577184246,0.8,6,0.15,5,0.1111111111111111,12,0.0967741935483871,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-4.013657429205561e-06,0.00041851859975933865,0.004541354987394941,0.7109326963707031,0.0019050851011037126,-0.0001322650663115334,0.17069042863698555,0.001077170868651299,-0.0004951001859916615,-0.0006572028103163155,0.0037105387143625754,0.4697739048680675,-4.013657429205778e-06,0.00038353062250297276,0.003984397779657645,True,0.04277708041501424,submission_e237_cell_decisive_all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_each_top25_2936100f.csv
all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top50,e237_cell_decisive_q3s4,generated,graft_vs_e154,all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top50,submission_e154_s3repair_9f2e2e73.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,321,225,"Q3,S4",-0.0006273652523031948,-0.0007541881287883822,-0.0005402697175720277,-0.0005876379105491745,-0.0003243242918597672,-0.004689212040524509,0.0029822559697550116,0.007671468010279521,9.403156022850829e-05,0.00042703901982222203,0.0008165906820289099,0.0017759575257430302,0.4803228625655147,0.4705254870673292,0.008623646646797647,0.04182264491585408,0.16455523039988945,2.996703075280903,1,1,8,0.14988327753776273,0.6806864394457114,0.01225730982681659,0.055665880278716336,False,all3,human_core,lr_l2_c0p10,dateblock5,contrast,0.1,drop_global_top50,25,25,-0.0004086996813972,-0.0042548240395536,0.5571525577184246,0.8,6,0.15,5,0.1111111111111111,12,0.0967741935483871,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-4.013657429205561e-06,0.00041851859975933865,0.004541354987394941,0.7109326963707031,0.0019050851011037126,-0.0001322650663115334,0.17069042863698555,0.001077170868651299,-0.0004951001859916615,-0.0006572028103163155,0.0037105387143625754,0.4697739048680675,-4.013657429205778e-06,0.00038353062250297276,0.003984397779657645,True,0.04277708041501424,submission_e237_cell_decisive_all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top50_2936100f.csv
all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_p10,e237_cell_decisive_q3s4,generated,graft_vs_e154,all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_p10,submission_e154_s3repair_9f2e2e73.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,321,225,"Q3,S4",-0.0006273652523031948,-0.0007541881287883822,-0.0005402697175720277,-0.0005876379105491745,-0.0003243242918597672,-0.004689212040524509,0.0029822559697550116,0.007671468010279521,9.403156022850829e-05,0.00042703901982222203,0.0008165906820289099,0.0017759575257430302,0.4803228625655147,0.4705254870673292,0.008623646646797647,0.04182264491585408,0.16455523039988945,2.996703075280903,1,1,8,0.14988327753776273,0.6806864394457114,0.01225730982681659,0.055665880278716336,False,all3,human_core,lr_l2_c0p10,dateblock5,contrast,0.1,drop_global_p10,25,25,-0.0005083149550841,-0.0043544393132406,0.5571525577184246,0.7,6,0.15,5,0.1111111111111111,12,0.0967741935483871,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-4.013657429205561e-06,0.00041851859975933865,0.004541354987394941,0.7109326963707031,0.0019050851011037126,-0.0001322650663115334,0.17069042863698555,0.001077170868651299,-0.0004951001859916615,-0.0006572028103163155,0.0037105387143625754,0.4697739048680675,-4.013657429205778e-06,0.00038353062250297276,0.003984397779657645,True,0.04277708041501424,submission_e237_cell_decisive_all3_human_core_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_p10_2936100f.csv
q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top50,e237_cell_decisive_q3s4,generated,graft_vs_e154,q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top50,submission_e154_s3repair_9f2e2e73.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,318,225,"Q3,S4",-0.0006291831327032239,-0.0007701766567481585,-0.0005504308118358846,-0.0005669419295256286,-0.0001989303398754444,-0.0047953096789648845,0.003014905452923115,0.0078102151318879985,9.833848841696186e-05,0.00044966692689683293,0.0008516052861599134,0.0018362664092325294,0.4800397886352649,0.4665797963423623,0.008854878622472098,0.04298074365032704,0.17209235472968332,3.0295107241240786,1,1,8,0.15629549380076377,0.7146836962473595,0.012591008923103768,0.05757420497431713,False,q3s4,human_late,lr_l2_c0p10,dateblock5,contrast,0.1,drop_global_top50,25,25,-0.0005195833316962,-0.0043657076898526,0.5538705296514259,0.7,4,0.09523809523809523,3,0.06382978723404255,11,0.088,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-5.831537829234686e-06,0.0003858691165912354,0.0005956642624280195,0.8057046343296671,0.001964499256887718,-0.0001220527774409264,0.16664130255318352,0.0010504061960353965,-0.0005071303552622975,-0.0006590206907163445,0.0037321514577601097,0.4664406886413944,-5.831537829234794e-06,0.0003619178791054384,0.0006511815529844922,True,0.03945098009621063,submission_e237_cell_decisive_q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_top50_257bc500.csv
q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_each_top25,e237_cell_decisive_q3s4,generated,graft_vs_e154,q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_each_top25,submission_e154_s3repair_9f2e2e73.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,318,225,"Q3,S4",-0.0006291831327032239,-0.0007701766567481585,-0.0005504308118358846,-0.0005669419295256286,-0.0001989303398754444,-0.0047953096789648845,0.003014905452923115,0.0078102151318879985,9.833848841696186e-05,0.00044966692689683293,0.0008516052861599134,0.0018362664092325294,0.4800397886352649,0.4665797963423623,0.008854878622472098,0.04298074365032704,0.17209235472968332,3.0295107241240786,1,1,8,0.15629549380076377,0.7146836962473595,0.012591008923103768,0.05757420497431713,False,q3s4,human_late,lr_l2_c0p10,dateblock5,contrast,0.1,drop_each_top25,25,25,-0.0005195833316962,-0.0043657076898526,0.5538705296514259,0.7,4,0.09523809523809523,3,0.06382978723404255,11,0.088,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-5.831537829234686e-06,0.0003858691165912354,0.0005956642624280195,0.8057046343296671,0.001964499256887718,-0.0001220527774409264,0.16664130255318352,0.0010504061960353965,-0.0005071303552622975,-0.0006590206907163445,0.0037321514577601097,0.4664406886413944,-5.831537829234794e-06,0.0003619178791054384,0.0006511815529844922,True,0.03945098009621063,submission_e237_cell_decisive_q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_each_top25_257bc500.csv
q3s4_latent_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_p10,e237_cell_decisive_q3s4,generated,graft_vs_e154,q3s4_latent_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_p10,submission_e154_s3repair_9f2e2e73.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,324,229,"Q3,S4",-0.0006381159562000032,-0.000770945238109702,-0.0005513962095673716,-0.000592006420922936,-0.0002671780479004294,-0.004855127805269582,0.0030877385711124534,0.007942866376382035,9.833848841696186e-05,0.00044966692689683293,0.0008516052861599134,0.0018362664092325294,0.48152705742948293,0.46908185921284223,0.008836891887767482,0.042901284440335065,0.17209235472968332,3.102696671767003,1,1,8,0.15410755280681285,0.7046790203689797,0.012380730552054799,0.05661267678301994,False,q3s4,latent_human_late,lr_l2_c0p10,dateblock5,contrast,0.1,drop_global_p10,23,27,-0.000526682910114,-0.0043728072682704,0.5780896333182435,0.7,4,0.1,3,0.06666666666666667,13,0.10743801652892562,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-1.4764361326013932e-05,0.0003130359984018969,0.003097727132907957,0.7009357927630792,0.0019981563427341853,-0.0001402960006212736,0.1697578853923685,0.001089582228378268,-0.0004978199555787297,-0.0006679535142131239,0.003816289923693504,0.4685986756410307,-1.4764361326014149e-05,0.000277779413172044,0.002809168552620811,True,0.03361842859646428,submission_e237_cell_decisive_q3s4_latent_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_global_p10_b50a8e24.csv
q3s4_human_late_lr_l2_c0p10_subject5_contrast_q0p10_drop_each_top21,e237_cell_decisive_q3s4,generated,graft_vs_e154,q3s4_human_late_lr_l2_c0p10_subject5_contrast_q0p10_drop_each_top21,submission_e154_s3repair_9f2e2e73.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,324,229,"Q3,S4",-0.000637612751876872,-0.0007782842168276631,-0.0005546678915909656,-0.0005798861472119878,-0.0002473502847791842,-0.004877814105189978,0.0030871218902011046,0.007964935995391083,9.833848841696186e-05,0.00044966692689683293,0.0008516052861599134,0.0018362664092325294,0.48010249488138834,0.4676415032378537,0.00887852192026083,0.04302048762942714,0.17209235472968332,3.1020770034346237,1,1,8,0.15422917456950702,0.7052351534268987,0.012346425441945233,0.05645581171738644,False,q3s4,human_late,lr_l2_c0p10,subject5,contrast,0.1,drop_each_top21,21,21,-0.0003532229575732,-0.0041993473157296,0.4838787586040333,0.7,4,0.10526315789473684,2,0.045454545454545456,10,0.08196721311475409,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-1.4261157002882813e-05,0.0003136526793132456,0.0016573711579194184,0.7212447341148887,0.002000481467315576,-0.0001363455201342202,0.1685904396171549,0.0010866404228855285,-0.000501267231742652,-0.0006674503098899928,0.0038009528229676695,0.4673033372128787,-1.426115700288303e-05,0.00029311651389787863,0.001513830124468818,True,0.033494419604361704,submission_e237_cell_decisive_q3s4_human_late_lr_l2_c0p10_subject5_contrast_q0p10_drop_each_top21_584e3eff.csv
q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_each_top21,e237_cell_decisive_q3s4,generated,graft_vs_e154,q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_each_top21,submission_e154_s3repair_9f2e2e73.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,324,229,"Q3,S4",-0.000637612751876872,-0.0007782842168276631,-0.0005546678915909656,-0.0005798861472119878,-0.0002473502847791842,-0.004877814105189978,0.0030871218902011046,0.007964935995391083,9.833848841696186e-05,0.00044966692689683293,0.0008516052861599134,0.0018362664092325294,0.48010249488138834,0.4676415032378537,0.00887852192026083,0.04302048762942714,0.17209235472968332,3.1020770034346237,1,1,8,0.15422917456950702,0.7052351534268987,0.012346425441945233,0.05645581171738644,False,q3s4,human_late,lr_l2_c0p10,dateblock5,contrast,0.1,drop_each_top21,21,21,-0.0005217009483977,-0.0043678253065542,0.5538705296514259,0.7,4,0.10526315789473684,2,0.045454545454545456,10,0.08196721311475409,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-1.4261157002882813e-05,0.0003136526793132456,0.0016573711579194184,0.7212447341148887,0.002000481467315576,-0.0001363455201342202,0.1685904396171549,0.0010866404228855285,-0.000501267231742652,-0.0006674503098899928,0.0038009528229676695,0.4673033372128787,-1.426115700288303e-05,0.00029311651389787863,0.001513830124468818,True,0.033494419604361704,submission_e237_cell_decisive_q3s4_human_late_lr_l2_c0p10_dateblock5_contrast_q0p10_drop_each_top21_584e3eff.csv
q3s4_human_late_hgb_shallow_subject5_contrast_q0p10_drop_global_top50,e237_cell_decisive_q3s4,generated,graft_vs_e154,q3s4_human_late_hgb_shallow_subject5_contrast_q0p10_drop_global_top50,submission_e154_s3repair_9f2e2e73.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,325,225,"Q3,S4",-0.0006430150999791891,-0.0007876138257402181,-0.0005676004267228523,-0.0005738310474744971,-0.0001968506440168562,-0.004919518853904676,0.0030946055359512897,0.008014124389855964,9.833848841696186e-05,0.00044966692689683293,0.0008516052861599134,0.0018504603480107944,0.48042962659118904,0.46637916434906423,0.008919780766788371,0.043152977483839804,0.17209235472968332,3.1095969026187755,1,1,8,0.1529334045501335,0.6993100580552248,0.012270646627526237,0.056109302154831495,False,q3s4,human_late,hgb_shallow,subject5,contrast,0.1,drop_global_top50,25,25,-0.0007822747216055,-0.0046283990797619,0.5190194420963652,0.8,2,0.045454545454545456,3,0.06382978723404255,15,0.12396694214876033,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-1.9663505105199913e-05,0.00030616903356306055,0.0003950322691299579,0.7501188268157664,0.001963556559786208,-0.0001310972140699441,0.16508284881483914,0.0011310489761650817,-0.000511917885909245,-0.0006728526579923099,0.0038291211480360196,0.46639713462923904,-1.966350510520013e-05,0.0002649481888295285,0.0006076275408291587,True,0.03340139665256444,submission_e237_cell_decisive_q3s4_human_late_hgb_shallow_subject5_contrast_q0p10_drop_global_top50_9b9f8d21.csv
