pair,new,base,moved_cells,moved_rows,mean_abs_logit_delta,max_abs_logit_delta,top1_abs_logit,top5_abs_logit,top1_share,top5_share,target_abs_share,cosine_vs_e154_from_e95,cosine_vs_e211_full_e154_from_e95,cosine_vs_e223_q3s0p75_e154_from_e95,cosine_vs_e216_s2_miss_from_e95
e224_q3s0p625_e154_vs_e95,e224_q3s0p625_e154,e95,534,250,0.010191853653868592,0.17209235472968332,0.17209235472968332,0.8133966779496581,0.009648734347714547,0.045604864185730565,Q3:0.533416;S4:0.363619;Q1:0.046219;S3:0.030179;S2:0.026567;S1:0.000000;Q2:0.000000,0.31635023973769466,0.9754640526357637,0.9960777342244128,0.043542249674454074
e224_q3s0p625_e154_vs_e154,e224_q3s0p625_e154,e154,355,250,0.008635757931126389,0.17209235472968332,0.17209235472968332,0.7869171220694582,0.011387360461148927,0.05207034871555065,Q3:0.591856;S4:0.408144;Q1:0.000000;S3:0.000000;Q2:0.000000;S1:0.000000;S2:0.000000,0.31635023973769466,0.9754640526357637,0.9960777342244128,0.043542249674454074
e224_q3s0p625_e154_vs_e223_q3s0p75_e154,e224_q3s0p625_e154,e223_q3s0p75_e154,250,250,0.0010222258442872127,0.034418470945936974,0.034418470945936974,0.15610904357638541,0.019240070864287955,0.08726561577019837,Q3:1.000000;Q1:0.000000;Q2:0.000000;S1:0.000000;S2:0.000000;S3:0.000000;S4:0.000000,0.31635023973769466,0.9754640526357637,0.9960777342244128,0.043542249674454074
e224_q3s0p625_e154_vs_e211_full_e154,e224_q3s0p625_e154,e211_full_e154,250,250,0.0030666775328616253,0.10325541283781048,0.10325541283781048,0.46832713072915555,0.01924007086428795,0.08726561577019859,Q3:1.000000;Q1:0.000000;Q2:0.000000;S1:0.000000;S2:0.000000;S3:0.000000;S4:0.000000,0.31635023973769466,0.9754640526357637,0.9960777342244128,0.043542249674454074
e224_q3s0p625_e154_vs_e216_s2_miss,e224_q3s0p625_e154,e216_s2_miss,605,250,0.022006073685092466,0.2299492908714047,0.2299492908714047,1.1248190766776962,0.005971060383782756,0.029208016264026245,S2:0.607574;Q3:0.232260;S4:0.160166;Q1:0.000000;Q2:0.000000;S1:0.000000;S3:0.000000,0.31635023973769466,0.9754640526357637,0.9960777342244128,0.043542249674454074
e224_q3s0p625_e95_vs_e95,e224_q3s0p625_e95,e95,358,250,0.008752556061029742,0.17209235472968332,0.17209235472968332,0.7869171220694582,0.011235402290630097,0.05137549805581363,Q3:0.583958;S4:0.416042;S1:0.000000;Q1:0.000000;S2:0.000000;S3:0.000000;Q2:0.000000,0.08631141344866328,0.9537828851271039,0.966619323519252,0.012461026848659476
e223_q3s0p75_e154_vs_e95,e223_q3s0p75_e154,e95,534,250,0.011188463060501194,0.2065108256756203,0.2065108256756203,0.919410246039734,0.010547131045813927,0.046957055728773345,Q3:0.574977;S4:0.331230;Q1:0.042102;S3:0.027491;S2:0.024200;S1:0.000000;Q2:0.000000,0.29560463079051524,0.9911182145851652,1.0,0.04074726560158262
e211_full_e154_vs_e95,e211_full_e154,e95,534,250,0.013194287987624172,0.2753477675674938,0.2753477675674938,1.2210674154146677,0.011924977051790955,0.05288294521560025,Q3:0.639590;S4:0.280876;Q1:0.035702;S3:0.023312;S2:0.020521;S1:0.000000;Q2:0.000000,0.26005717616184437,1.0,0.9911182145851652,0.0359444637017194
e216_s2_miss_vs_e95,e216_s2_miss,e95,505,250,0.01510930521394512,0.24998112510607706,0.24998112510607706,1.1636834098521405,0.009454197607420934,0.04401009438033003,S2:0.884384;Q3:0.047569;Q1:0.031177;S3:0.020357;S4:0.016514;S1:0.000000;Q2:0.000000,0.1352530790024981,0.0359444637017194,0.04074726560158262,1.0
