candidate_id,label,family,source,strategy,selector,target_scope,graft_alpha,selected_cells,selected_s3_cells,all_delta_vs_mixmin,mean_vs_e95_broad_plausible,p95_vs_e95_broad_plausible,beat_e95_rate_broad_plausible,e101_pass,dominates_e101,e106_replaces_e101,prior_healthier_than_e101,tag
c0187,e104_amp_active_topgap40_a0.305_4056254c,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.305,40.0,,-2.5126365133854023e-05,-1.8941602151683916e-05,-1.3881130896706676e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_4056254c
c0188,e104_amp_active_all_a0.305_4f98c232,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.305,50.0,,-2.5110144781681498e-05,-1.9476344014196495e-05,-1.8387355159379944e-06,0.9826187717265353,True,False,False,False,e104_e95_q2s3_tail_graft_4f98c232
c0189,e104_amp_active_s3_all_a0.310_3b1c6810,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.31,39.0,,-2.5104395594222062e-05,-1.9184409240953867e-05,-1.354855652991955e-06,0.9727694090382387,True,False,False,False,e104_e95_q2s3_tail_graft_3b1c6810
c0190,e104_amp_active_topgap40_a0.310_f8214e39,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.31,40.0,,-2.51015402468191e-05,-1.922551423537411e-05,-1.4023159961447962e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_f8214e39
c0191,e104_amp_active_all_a0.310_5cf4a5f8,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.31,50.0,,-2.5084898644278653e-05,-1.976845529233506e-05,-1.86317460677285e-06,0.9826187717265353,True,False,False,False,e104_e95_q2s3_tail_graft_5cf4a5f8
c0192,e104_amp_active_s3_all_a0.315_5db6e106,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.315,39.0,,-2.5079488805146433e-05,-1.9467164265112592e-05,-1.3637962146108437e-06,0.9727694090382387,True,False,False,False,e104_e95_q2s3_tail_graft_5db6e106
c0193,e104_amp_active_topgap40_a0.315_adabb1f6,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.315,40.0,,-2.5076556310565934e-05,-1.9508818889421235e-05,-1.4163262247742924e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_adabb1f6
c0194,e104_amp_active_all_a0.315_7c21bf58,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.315,50.0,,-2.5059418552464408e-05,-2.0059690715210277e-05,-1.8867671332663342e-06,0.9826187717265353,True,False,False,False,e104_e95_q2s3_tail_graft_7c21bf58
c0195,e104_amp_active_s3_all_a0.320_c69056a2,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.32,39.0,,-2.5054651273448414e-05,-1.9750128977408132e-05,-1.3731109739786883e-06,0.9727694090382387,True,False,False,False,e104_e95_q2s3_tail_graft_c69056a2
c0196,e104_amp_active_topgap40_a0.320_6879daab,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.32,40.0,,-2.5051640646811535e-05,-1.9792329641050736e-05,-1.4304137180151304e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_6879daab
c0197,e104_amp_active_all_a0.320_d99d483f,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.32,50.0,,-2.5033704526999934e-05,-2.035005035775931e-05,-1.910154802205058e-06,0.9826187717265353,True,False,False,False,e104_e95_q2s3_tail_graft_d99d483f
c0198,e104_amp_active_s3_all_a0.325_034851ed,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.325,39.0,,-2.5029583685332035e-05,-2.0032232210540344e-05,-1.3867911943219371e-06,0.9727694090382387,True,False,False,False,e104_e95_q2s3_tail_graft_034851ed
c0199,e104_amp_active_topgap40_a0.325_04905317,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.325,40.0,,-2.5026493941870953e-05,-2.0074975323363825e-05,-1.4442230438420286e-06,0.9733487833140209,True,False,False,False,e104_e95_q2s3_tail_graft_04905317
c0200,e104_amp_active_all_a0.325_6987dd67,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.325,50.0,,-2.5007756588868446e-05,-2.063953429571461e-05,-1.93333763171773e-06,0.9823290845886443,True,False,False,False,e104_e95_q2s3_tail_graft_6987dd67
c0201,e104_amp_active_s3_all_a0.330_5dda1546,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.33,39.0,,-2.5004286062335623e-05,-2.0313474042219148e-05,-1.4002183384822175e-06,0.9724797219003476,True,False,False,False,e104_e95_q2s3_tail_graft_5dda1546
c0202,e104_amp_active_topgap40_a0.330_b2596ccc,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.33,40.0,,-2.5001116217282515e-05,-2.035675601407439e-05,-1.4577542279318632e-06,0.9730590961761297,True,False,False,False,e104_e95_q2s3_tail_graft_b2596ccc
c0203,e104_amp_active_all_a0.330_7a00d2a4,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.33,50.0,,-2.4981574759164182e-05,-2.09281426052069e-05,-1.9563156400279023e-06,0.9823290845886443,True,False,False,False,e104_e95_q2s3_tail_graft_7a00d2a4
c0204,e104_amp_active_s3_all_a0.335_9f1a8ade,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.335,39.0,,-2.4978758425664438e-05,-2.059385454896281e-05,-1.4133924300840754e-06,0.9724797219003476,True,False,False,False,e104_e95_q2s3_tail_graft_9f1a8ade
c0205,e104_amp_active_topgap40_a0.335_1685c8b5,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.335,40.0,,-2.4975507494806592e-05,-2.0637671791691346e-05,-1.4710072962253997e-06,0.9730590961761297,True,False,False,False,e104_e95_q2s3_tail_graft_1685c8b5
c0206,e104_amp_active_all_a0.335_cb046869,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.335,50.0,,-2.4955159058204224e-05,-2.1215875359586102e-05,-1.9793192283667218e-06,0.9823290845886443,True,False,False,False,e104_e95_q2s3_tail_graft_cb046869
c0207,e104_amp_active_s3_all_a0.340_27bc2ccf,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.34,39.0,,-2.495300079707885e-05,-2.087337380927707e-05,-1.4263134933471778e-06,0.9721900347624566,True,False,False,False,e104_e95_q2s3_tail_graft_27bc2ccf
c0208,e104_amp_active_topgap40_a0.340_3fb2eaf8,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.34,40.0,,-2.4949667795759467e-05,-2.091772273313511e-05,-1.4839822741361446e-06,0.9727694090382387,True,False,False,False,e104_e95_q2s3_tail_graft_3fb2eaf8
c0209,e104_amp_active_all_a0.340_05b526bb,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.34,50.0,,-2.4928509507304852e-05,-2.150273263577871e-05,-2.0030439479505632e-06,0.9817497103128621,True,False,False,False,e104_e95_q2s3_tail_graft_05b526bb
c0210,e104_amp_active_s3_all_a0.345_a8dd5e11,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.345,39.0,,-2.4927013197562076e-05,-2.1152031898886903e-05,-1.4389815516578064e-06,0.9721900347624566,True,False,False,False,e104_e95_q2s3_tail_graft_a8dd5e11
c0211,e104_amp_active_topgap40_a0.345_3a888f17,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.345,40.0,,-2.492359714145742e-05,-2.119690891532666e-05,-1.496679187077599e-06,0.9727694090382387,True,False,False,False,e104_e95_q2s3_tail_graft_3a888f17
c0212,e104_amp_active_all_a0.345_36880132,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.345,50.0,,-2.4901246508890473e-05,-2.17873559512747e-05,-2.026484204237626e-06,0.9817497103128621,True,False,False,False,e104_e95_q2s3_tail_graft_36880132
c0213,e104_amp_active_s3_all_a0.350_3e58086d,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.35,39.0,,-2.490041862768244e-05,-2.1428479633370078e-05,-1.4509919245969508e-06,0.9721900347624566,True,False,False,False,e104_e95_q2s3_tail_graft_3e58086d
c0214,e104_amp_active_topgap40_a0.350_329cf8c0,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.35,40.0,,-2.4895666950297546e-05,-2.14694020596654e-05,-1.5052109515657577e-06,0.9727694090382387,True,False,False,False,e104_e95_q2s3_tail_graft_329cf8c0
c0215,e104_amp_active_all_a0.350_dc05b206,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.35,50.0,,-2.487135000917018e-05,-2.2062516048111127e-05,-2.0480894077581937e-06,0.9817497103128621,True,False,False,False,e104_e95_q2s3_tail_graft_dc05b206
c0216,e104_amp_active_s3_all_a0.355_dbd88cf5,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.355,39.0,,-2.487121922167823e-05,-2.1695567160063988e-05,-1.4603934975268935e-06,0.9716106604866744,True,False,False,False,e104_e95_q2s3_tail_graft_dbd88cf5
c0217,e104_amp_active_topgap40_a0.355_16060dac,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.355,40.0,,-2.4866368175113784e-05,-2.173695916207924e-05,-1.5102934877006239e-06,0.9719003476245655,True,False,False,False,e104_e95_q2s3_tail_graft_16060dac
c0218,e104_amp_active_s3_all_a0.360_9b1ff808,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.36,39.0,,-2.4841787312768204e-05,-2.1961784456660402e-05,-1.4706825280924834e-06,0.9713209733487833,True,False,False,False,e104_e95_q2s3_tail_graft_9b1ff808
c0219,e104_amp_active_all_a0.355_8f8f68ca,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.355,50.0,,-2.4841217408755334e-05,-2.233679261380799e-05,-2.0695264860185826e-06,0.981460023174971,True,False,False,False,e104_e95_q2s3_tail_graft_8f8f68ca
c0220,e104_amp_active_topgap40_a0.360_e5e5a62a,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.36,40.0,,-2.4836836012509522e-05,-2.2003642803050997e-05,-1.5150123668876914e-06,0.9719003476245655,True,False,False,False,e104_e95_q2s3_tail_graft_e5e5a62a
c0221,e104_amp_active_s3_all_a0.365_67c40004,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.365,39.0,,-2.4812122922046598e-05,-2.2227131599284773e-05,-1.4807450265414117e-06,0.9713209733487833,True,False,False,False,e104_e95_q2s3_tail_graft_67c40004
c0222,e104_amp_active_all_a0.360_236eb364,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.36,50.0,,-2.4810848728074042e-05,-2.2610185722117154e-05,-2.0907954533426425e-06,0.9811703360370799,True,False,False,False,e104_e95_q2s3_tail_graft_236eb364
c0223,e104_amp_active_topgap40_a0.365_c25aa3ad,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.365,40.0,,-2.480707048380104e-05,-2.226945305950478e-05,-1.5196952216289262e-06,0.9716106604866744,True,False,False,False,e104_e95_q2s3_tail_graft_c25aa3ad
c0224,e104_amp_active_s3_all_a0.370_3fb89d87,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.37,39.0,,-2.478230199853826e-05,-2.249188039080929e-05,-1.4870301861351915e-06,0.9710312862108922,True,False,False,False,e104_e95_q2s3_tail_graft_3fb89d87
c0225,e104_amp_active_all_a0.365_5ab8048c,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.365,50.0,,-2.4780243987443384e-05,-2.288269544639294e-05,-2.111928236115703e-06,0.9811703360370799,True,False,False,False,e104_e95_q2s3_tail_graft_5ab8048c
c0226,e104_amp_active_topgap40_a0.370_5f9f3cd7,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.37,40.0,,-2.4777071609971557e-05,-2.2534390007172236e-05,-1.5288220438862342e-06,0.9716106604866744,True,False,False,False,e104_e95_q2s3_tail_graft_5f9f3cd7
c0227,e104_amp_active_s3_all_a0.375_3cd5d68f,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.375,39.0,,-2.475228398246543e-05,-2.275588567874527e-05,-1.4904587421891122e-06,0.9710312862108922,True,False,False,False,e104_e95_q2s3_tail_graft_3cd5d68f
c0228,e104_amp_active_all_a0.370_977ca44d,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.37,50.0,,-2.474940320751351e-05,-2.3154321861181186e-05,-2.135826520078013e-06,0.9811703360370799,True,False,False,False,e104_e95_q2s3_tail_graft_977ca44d
c0229,e104_amp_active_topgap40_a0.375_a1fa662b,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.375,40.0,,-2.4746839411893262e-05,-2.2798453721390938e-05,-1.537695799877258e-06,0.9716106604866744,True,False,False,False,e104_e95_q2s3_tail_graft_a1fa662b
c0230,e104_amp_active_s3_all_a0.380_2d05adba,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.38,39.0,,-2.4722034476787336e-05,-2.3019024365470983e-05,-1.49899428480344e-06,0.9710312862108922,True,False,False,False,e104_e95_q2s3_tail_graft_2d05adba
c0231,e104_amp_active_all_a0.375_f53602f5,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.375,50.0,,-2.4718326408268432e-05,-2.342506503864702e-05,-2.158902469491766e-06,0.9808806488991889,True,False,False,False,e104_e95_q2s3_tail_graft_f53602f5
c0232,e104_amp_active_topgap40_a0.380_cbbf93e3,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.38,40.0,,-2.4716373910660394e-05,-2.306164427829225e-05,-1.546316512789932e-06,0.9716106604866744,True,False,False,False,e104_e95_q2s3_tail_graft_cbbf93e3
c0233,e104_amp_active_all_a0.380_64514c53,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.38,50.0,,-2.4687013610247277e-05,-2.3694925052941363e-05,-2.180983425952645e-06,0.9808806488991889,True,False,False,False,e104_e95_q2s3_tail_graft_64514c53
c0234,e104_amp_active_all_a0.385_30370751,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.385,50.0,,-2.465546483387815e-05,-2.3963901977818096e-05,-2.2019066306878345e-06,0.9805909617612978,False,False,False,False,e104_e95_q2s3_tail_graft_30370751
c0235,e104_amp_active_topgap40_a0.390_39f7bf43,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.39,40.0,,-2.46547430826638e-05,-2.3585406223082528e-05,-1.5643428809656922e-06,0.9713209733487833,False,False,False,False,e104_e95_q2s3_tail_graft_39f7bf43
c0236,e104_amp_active_all_a0.390_09024d73,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.39,50.0,,-2.4623680098923018e-05,-2.4231995884649478e-05,-2.2146270173630993e-06,0.9805909617612978,False,False,False,False,e104_e95_q2s3_tail_graft_09024d73
c0237,e104_amp_active_topgap40_a0.395_8e229903,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.395,40.0,,-2.4623577797644458e-05,-2.3845977761649104e-05,-1.5736109986818792e-06,0.9713209733487833,False,False,False,False,e104_e95_q2s3_tail_graft_8e229903
c0238,e104_amp_active_topgap40_a0.400_0e9a0514,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.4,40.0,,-2.4592179293070338e-05,-2.4105676444650765e-05,-1.582654782429683e-06,0.9713209733487833,False,False,False,False,e104_e95_q2s3_tail_graft_0e9a0514
c0239,e104_amp_active_all_a0.395_de35018c,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.395,50.0,,-2.459165942603203e-05,-2.449920684798527e-05,-2.2276346039954165e-06,0.9805909617612978,False,False,False,False,e104_e95_q2s3_tail_graft_de35018c
c0240,e104_amp_active_topgap40_a0.405_d5bc20b7,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.405,40.0,,-2.456054758981363e-05,-2.4364502347428143e-05,-1.5914742527446713e-06,0.9713209733487833,False,False,False,False,e104_e95_q2s3_tail_graft_d5bc20b7
c0241,e104_amp_active_all_a0.400_6a488c20,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.4,50.0,,-2.455940283507818e-05,-2.476553493959618e-05,-2.245820271177426e-06,0.9805909617612978,False,False,False,False,e104_e95_q2s3_tail_graft_6a488c20
c0242,e104_amp_active_topgap40_a0.410_ebd79cb4,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.41,40.0,,-2.4528734950735043e-05,-2.4622642506108378e-05,-1.6044220568872422e-06,0.9713209733487833,False,False,False,False,e104_e95_q2s3_tail_graft_ebd79cb4
c0243,e104_amp_active_all_a0.405_fc5789a9,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.405,50.0,,-2.4526910346156505e-05,-2.503098023204774e-05,-2.2638045339220856e-06,0.9805909617612978,False,False,False,False,e104_e95_q2s3_tail_graft_fc5789a9
c0244,e104_amp_active_topgap40_a0.415_10ca5887,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.415,40.0,,-2.449674295335047e-05,-2.488010256686596e-05,-1.6193305079882777e-06,0.9713209733487833,False,False,False,False,e104_e95_q2s3_tail_graft_10ca5887
c0245,e104_amp_active_all_a0.410_fb5dbc99,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.41,50.0,,-2.449418197980613e-05,-2.529554279949504e-05,-2.28158740919652e-06,0.9805909617612978,False,False,False,False,e104_e95_q2s3_tail_graft_fb5dbc99
c0246,e104_amp_active_topgap40_a0.420_ca8b1a10,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.42,40.0,,-2.446451871918054e-05,-2.5136693291721613e-05,-1.6288282503504385e-06,0.9713209733487833,False,False,False,False,e104_e95_q2s3_tail_graft_ca8b1a10
c0247,e104_amp_active_all_a0.415_b49b521a,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.415,50.0,,-2.446124685917539e-05,-2.5559326866929377e-05,-2.299192950147469e-06,0.9803012746234068,False,False,False,False,e104_e95_q2s3_tail_graft_b49b521a
c0248,e104_amp_active_topgap40_a0.425_7f718336,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.425,40.0,,-2.4432062269208465e-05,-2.539241475641638e-05,-1.6366082282934858e-06,0.9713209733487833,False,False,False,False,e104_e95_q2s3_tail_graft_7f718336
c0249,e104_amp_active_all_a0.420_d46f4428,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.42,50.0,,-2.442855946382938e-05,-2.582395890174449e-05,-2.3115464488770926e-06,0.9800115874855156,False,False,False,False,e104_e95_q2s3_tail_graft_d46f4428
c0250,e104_amp_active_topgap40_a0.430_c28a7d7c,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.43,40.0,,-2.4399373623529286e-05,-2.5647267033513225e-05,-1.6441572261419895e-06,0.9710312862108922,False,False,False,False,e104_e95_q2s3_tail_graft_c28a7d7c
c0251,e104_amp_active_all_a0.425_f944a70d,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.425,50.0,,-2.4395713923985873e-05,-2.6087986399898576e-05,-2.3199797795087545e-06,0.9797219003476245,False,False,False,False,e104_e95_q2s3_tail_graft_f944a70d
c0252,e104_amp_active_topgap40_a0.435_121451fd,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.435,40.0,,-2.4366452803015193e-05,-2.5901250198356924e-05,-1.6514752650041659e-06,0.97045191193511,False,False,False,False,e104_e95_q2s3_tail_graft_121451fd
c0253,e104_amp_active_all_a0.430_0918bcf1,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.43,50.0,,-2.436257343141346e-05,-2.6350919760190163e-05,-2.333399045695182e-06,0.9794322132097335,False,False,False,False,e104_e95_q2s3_tail_graft_0918bcf1
c0254,e104_amp_active_topgap40_a0.440_bb0416bd,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.44,40.0,,-2.4333299828205313e-05,-2.6154364325101907e-05,-1.6585623656635574e-06,0.970162224797219,False,False,False,False,e104_e95_q2s3_tail_graft_bb0416bd
c0255,e104_amp_active_all_a0.435_7e2164ee,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.435,50.0,,-2.4329224971086916e-05,-2.6613070280369212e-05,-2.346039890923384e-06,0.9794322132097335,False,False,False,False,e104_e95_q2s3_tail_graft_7e2164ee
c0256,e104_amp_active_topgap40_a0.445_4211d379,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.445,40.0,,-2.429991471952775e-05,-2.6406609487504e-05,-1.6608127326951602e-06,0.9698725376593279,False,False,False,False,e104_e95_q2s3_tail_graft_4211d379
c0257,e104_amp_active_all_a0.440_d4f0ee17,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.44,50.0,,-2.429564567107967e-05,-2.6874356108285513e-05,-2.358133635870989e-06,0.9791425260718424,False,False,False,False,e104_e95_q2s3_tail_graft_d4f0ee17
c0258,e104_amp_active_topgap40_a0.450_acb11227,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.45,40.0,,-2.426629749718856e-05,-2.6657985758527556e-05,-1.6595631966344614e-06,0.9698725376593279,False,False,False,False,e104_e95_q2s3_tail_graft_acb11227
c0259,e104_amp_active_all_a0.445_6349b78f,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.445,50.0,,-2.42618355517088e-05,-2.7134777317303685e-05,-2.370373417559671e-06,0.9788528389339514,False,False,False,False,e104_e95_q2s3_tail_graft_6349b78f
c0260,e104_amp_active_topgap40_a0.455_ad19c174,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.455,40.0,,-2.4232448181837896e-05,-2.6908493212724995e-05,-1.6579340151536438e-06,0.9698725376593279,False,False,False,False,e104_e95_q2s3_tail_graft_ad19c174
c0261,e104_amp_active_all_a0.450_5cc0f863,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.45,50.0,,-2.4227794633624455e-05,-2.739433398198353e-05,-2.387240819393605e-06,0.9785631517960602,False,False,False,False,e104_e95_q2s3_tail_graft_5cc0f863
c0262,e104_amp_active_topgap40_a0.460_fee0b754,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.46,40.0,,-2.4198366793903858e-05,-2.7158131923855944e-05,-1.655925221344712e-06,0.9698725376593279,False,False,False,False,e104_e95_q2s3_tail_graft_fee0b754
c0263,e104_amp_active_all_a0.455_17c8e2a5,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.455,50.0,,-2.4193522936921674e-05,-2.7653026174896995e-05,-2.397998403860656e-06,0.9785631517960602,False,False,False,False,e104_e95_q2s3_tail_graft_17c8e2a5
c0264,e104_amp_active_topgap40_a0.465_9ddb1e18,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.465,40.0,,-2.4164053353592507e-05,-2.740690196488533e-05,-1.6535368479387326e-06,0.9695828505214369,False,False,False,False,e104_e95_q2s3_tail_graft_9ddb1e18
c0265,e104_amp_active_all_a0.460_91c9d9e0,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.46,50.0,,-2.415902048213958e-05,-2.7910853970207152e-05,-2.3958103810588466e-06,0.9785631517960602,False,False,False,False,e104_e95_q2s3_tail_graft_91c9d9e0
c0266,e104_amp_active_s3_all_a0.470_6a170f65,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.47,39.0,,-2.4147346301184314e-05,-2.7640928657597144e-05,-1.5658849220962296e-06,0.9692931633835458,False,False,False,False,e104_e95_q2s3_tail_graft_6a170f65
c0267,e104_amp_active_topgap40_a0.470_784f0692,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.47,40.0,,-2.413012152202576e-05,-2.7656999473504676e-05,-1.6517653014668255e-06,0.9692931633835458,False,False,False,False,e104_e95_q2s3_tail_graft_784f0692
c0268,e104_amp_active_all_a0.465_90de388a,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.465,50.0,,-2.4124287289484236e-05,-2.816781744088507e-05,-2.3923775194303656e-06,0.9785631517960602,False,False,False,False,e104_e95_q2s3_tail_graft_90de388a
c0269,e104_amp_active_s3_all_a0.475_38f6d0e6,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.475,39.0,,-2.4113440022066612e-05,-2.7890255787118983e-05,-1.5710749365128687e-06,0.9687137891077636,False,False,False,False,e104_e95_q2s3_tail_graft_38f6d0e6
c0270,e104_amp_active_topgap40_a0.475_9be82086,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.475,40.0,,-2.4095977546600977e-05,-2.790629956085629e-05,-1.657999773082231e-06,0.9692931633835458,False,False,False,False,e104_e95_q2s3_tail_graft_9be82086
c0271,e104_amp_active_all_a0.470_b1d8fc1f,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.47,50.0,,-2.4089323379161698e-05,-2.8423916659903685e-05,-2.3925815043729617e-06,0.9782734646581692,False,False,False,False,e104_e95_q2s3_tail_graft_b1d8fc1f
c0272,e104_amp_active_s3_all_a0.480_77a0fdcc,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.48,39.0,,-2.4079312202829328e-05,-2.8138751934994488e-05,-1.57605822911934e-06,0.9687137891077636,False,False,False,False,e104_e95_q2s3_tail_graft_77a0fdcc
c0273,e104_amp_active_topgap40_a0.480_1b516417,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.48,40.0,,-2.406161088863712e-05,-2.815476451233743e-05,-1.664501981228753e-06,0.9692931633835458,False,False,False,False,e104_e95_q2s3_tail_graft_1b516417
c0274,e104_amp_active_all_a0.475_3c8162db,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.475,50.0,,-2.4054128771378025e-05,-2.867915170023522e-05,-2.397705872112633e-06,0.9782734646581692,False,False,False,False,e104_e95_q2s3_tail_graft_3c8162db
c0275,e104_amp_active_s3_all_a0.485_e09a6d41,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.485,39.0,,-2.4044962862901365e-05,-2.8386417171406644e-05,-1.5808295089758182e-06,0.9687137891077636,False,False,False,False,e104_e95_q2s3_tail_graft_e09a6d41
c0276,e104_amp_active_topgap40_a0.485_f77de660,e104_amp,e95,e95_q2s3_tail_graft,active_topgap40,Q2+S3,0.485,40.0,,-2.4027021567452067e-05,-2.840239439773774e-05,-1.6721196891164357e-06,0.9692931633835458,False,False,False,False,e104_e95_q2s3_tail_graft_f77de660
c0277,e104_amp_active_all_a0.480_1fb27003,e104_amp,e95,e95_q2s3_tail_graft,active_all,Q2+S3,0.48,50.0,,-2.4018703486339277e-05,-2.893352263485371e-05,-2.420707835370636e-06,0.9782734646581692,False,False,False,False,e104_e95_q2s3_tail_graft_1fb27003
c0278,e104_amp_active_s3_all_a0.490_6b23c3b5,e104_amp,e95,e95_q2s3_tail_graft,active_s3_all,S3,0.49,39.0,,-2.4010392020934468e-05,-2.8633251563757596e-05,-1.585388793735166e-06,0.9687137891077636,False,False,False,False,e104_e95_q2s3_tail_graft_6b23c3b5
