mask_kind,mask_name,rows,loocv_mae,loocv_median_abs,loocv_max_abs,fit_slack_mean,fit_slack_max,mean_abs_dev,rank_accuracy,a2c8_predicted_best,raw05_direction_correct,mae_over_raw05_gap,mae_over_selector_error,max_abs_over_selector_error,selector_scale_gate,strict_subgap_gate
global_key_order,prefix_frac0.30,75,0.0011001922120166957,0.00048083916894031686,0.004795583024042482,0.0,0.0,0.04672216869492672,0.7857142857142857,True,True,12.64789371206405,5.040094792277614,21.96906391575571,False,False
single_subject,subject_id04,27,0.0011030562272011102,0.0007400174248012314,0.0028190975517520256,0.0,0.0,0.12208990475257595,0.6785714285714286,False,False,12.680818649403692,5.0532151433020145,12.914578683903951,False,False
month,month_8,89,0.0011210519656505158,0.0009872810351106431,0.003854459225597462,0.0,0.0,0.0571767461519115,0.7142857142857143,False,True,12.887699033296768,5.135655490226287,17.657678047338663,False,False
random_control,frac0.30_rep03,75,0.0011212936594204997,0.0009405731125063377,0.002994269550072426,0.0,0.0,0.0538448085547165,0.6785714285714286,False,True,12.89047756333928,5.1367627144895724,13.717059802061616,False,False
raw_domain,missing_low30,75,0.0011611353656277301,0.0007528414177490617,0.003230947749692681,0.0,0.0,0.07247561114063272,0.6785714285714286,False,True,13.348500861370665,5.319281708695532,14.801307216579385,False,False
raw_domain,density_radius_low40,100,0.0011630183772581432,0.0012035316544405372,0.0029028185324457834,0.0,0.0,0.056765713425729156,0.6785714285714286,False,True,13.370148106915504,5.327907980549289,13.298113191956421,False,False
subject_group,odd_subjects,126,0.0011788124688709434,0.0008181742851888774,0.0027969335259278028,0.0,0.0,0.06998714917141097,0.6428571428571429,False,True,13.551718190593089,5.400262354645896,12.813042979585697,False,False
subject_complement,not_subject_id06,226,0.0011900092530251344,0.0009814481776909134,0.0036637341148291203,0.0,0.0,0.0627784389473536,0.7142857142857143,False,True,13.68043727654221,5.4515559857854505,16.783946505667377,False,False
subject_order,per_subject_head_frac0.70,175,0.0012068892365226513,0.0009005103607230835,0.004162128938134724,0.0,0.0,0.054252088730737544,0.75,False,True,13.87449085627683,5.528884943389702,19.06714495590561,False,False
subject_complement,not_subject_id02,218,0.001214210925981965,0.0009337731695316376,0.003998410258155061,0.0,0.0,0.062291374521144804,0.7142857142857143,False,True,13.95866155759855,5.5624263632538895,18.317132678640423,False,False
global_key_mod,mod7_rem5,35,0.001220039670768669,0.0012749165148890906,0.002322609081107929,0.0,0.0,0.059870165908556615,0.75,False,True,14.02566925291921,5.589128448511457,10.640113433207182,False,False
raw_cluster,cluster_6_domain_auc_1.000,65,0.0012262897330047318,0.0009674308895662453,0.0037286904867006587,0.0,0.0,0.05361401120449075,0.8214285714285714,True,True,14.097520445821772,5.617760632763742,17.081518391760696,False,False
global_key_mod,mod5_rem3,50,0.0012262987165880396,0.001098127313863273,0.0026247044971614564,0.0,0.0,0.05447363229045365,0.7142857142857143,True,True,14.097623721781726,5.617801787491936,12.024043910620174,False,False
global_key_order,prefix_frac0.50,125,0.0012294841265467898,0.0008114871994859829,0.004279009204257722,0.0,0.0,0.05693834751414305,0.75,True,True,14.1342434379982,5.632394481358526,19.602585594525223,False,False
subject_order,per_subject_head_frac0.50,126,0.0012387891945956075,0.0010631195294455442,0.0033055627097839935,0.0,0.0,0.05334661462201191,0.6071428571428571,False,True,14.241215211093412,5.675021964540458,15.14312609847538,False,False
subject_group,id01_to_id05,128,0.0012598447710362726,0.0008407512253895133,0.004376049112515212,0.0,0.0,0.057597420189441105,0.75,True,True,14.483271726272351,5.7714797471059915,20.04713549308809,False,False
raw_cluster,cluster_4_domain_auc_1.000,29,0.0012625120952771823,0.00048643045107155114,0.006109220961639572,0.0,0.0,0.042092621054558924,0.7857142857142857,True,True,14.513935489500414,5.7836990364893275,27.986975745984992,False,False
global_key_mod,mod5_rem0,50,0.0012681576209280232,0.0009907641106238763,0.0034661474148500737,0.0,0.0,0.05302518956853562,0.7142857142857143,False,True,14.578836883639244,5.809561775855856,15.878781311158075,False,False
calendar,weekend,71,0.0012759004013641884,0.0009086036784159979,0.004417285896404222,0.0,0.0,0.050848638962497084,0.75,False,True,14.66784847899762,5.845032257220683,20.236045483050933,False,False
subject_order,per_subject_mid_frac0.50,126,0.001293864968985814,0.0009747991578341608,0.004778404318339535,0.0,0.0,0.05554823648461246,0.7857142857142857,True,True,14.874370520673423,5.927329807345406,21.890366480702262,False,False
global_key_order,suffix_frac0.70,175,0.0012976534986013921,0.0010788916528744474,0.0036909831081033406,0.0,0.0,0.0638102138450452,0.6785714285714286,False,True,14.917923746536571,5.944685455001613,16.90877697401296,False,False
global_key_order,prefix_frac0.60,150,0.0013074854253190965,0.0008179701392436733,0.005480829276704013,0.0,0.0,0.0494372105864367,0.8571428571428571,True,True,15.030952327135578,5.989726532466725,25.108248170783614,False,False
raw_domain,domain_low30,75,0.001316824815436296,0.0008260261798713198,0.003777839864173793,0.0,0.0,0.056068692051561064,0.6071428571428571,False,True,15.13831866935074,6.032511248608701,17.306676794756438,False,False
subject_order,per_subject_mid_frac0.70,175,0.0013203242649894725,0.0010020082948136166,0.004766890208125596,0.0,0.0,0.054781010258922444,0.7142857142857143,False,True,15.178548608733946,6.048542590474385,21.83761914592463,False,False
raw_domain,domain_low40,100,0.0013283959683330487,0.000893158542149608,0.003689873691904877,0.0,0.0,0.0562265763099188,0.6428571428571429,False,True,15.27134152696205,6.085519901840911,16.903694623180737,False,False
dow,Tuesday,37,0.0013410981280851247,0.001262637724179283,0.0037977714433391485,0.0,0.0,0.05674325606675809,0.7142857142857143,False,True,15.417366525778782,6.143709814946881,17.397985429062288,False,False
global_key_mod,mod5_rem4,50,0.0013430447555499991,0.0008601521972412818,0.004885781780750942,0.0,0.0,0.058290604866969464,0.75,False,True,15.439745103816147,6.152627517545624,22.3822737885314,False,False
global_key_mod,mod4_rem3,62,0.001344986401807427,0.0007036853202048721,0.004764203862432259,0.0,0.0,0.05495790938734195,0.7142857142857143,False,True,15.462066417512196,6.161522400715692,21.825312717292107,False,False
dow,Saturday,36,0.0013479803952577835,0.0009418071954205298,0.0036403236026352204,0.0,0.0,0.05369495784949489,0.6785714285714286,True,True,15.496485594926032,6.175238195676279,16.676700517826085,False,False
global_key_mod,mod7_rem0,36,0.001354218989566544,0.0008195525302494011,0.00430668676298962,0.0,0.0,0.052475755129149856,0.6785714285714286,False,True,15.568204951660304,6.203817844162502,19.72937936574443,False,False
raw_domain,missing_high40,103,0.0013568411231056343,0.0008109391746651262,0.004912984251680519,0.0,0.0,0.05395779869764494,0.6785714285714286,False,True,15.59834919912817,6.215830110247171,22.50689113318423,False,False
month,month_9,82,0.0013606610163789667,0.0011740313064533825,0.003245273500380952,0.0,0.0,0.07016407359252015,0.75,True,True,15.642262983996703,6.2333294380770665,14.866934968394744,False,False
global_key_mod,mod3_rem2,83,0.0013607240506964546,0.0010974010895739572,0.0040101423664511415,0.0,0.0,0.056246588288849465,0.7142857142857143,True,True,15.642987631325681,6.233618204832399,18.37087868527423,False,False
calendar_order,date_suffix_frac0.30,75,0.0013852864461236236,0.0006424378879159587,0.005014217893589135,0.0,0.0,0.07213693811904481,0.75,True,True,15.925358805456304,6.3461410894030985,22.970652961175762,False,False
global_key_window,start062_len125,125,0.001388276458821891,0.00120868139649416,0.004308401387376426,0.0,0.0,0.050685583943525875,0.7142857142857143,False,True,15.959732219840038,6.359838648124913,19.737234238146055,False,False
random_control,frac0.30_rep05,75,0.001391152922007477,0.0008995497766176586,0.004682941868888402,0.0,0.0,0.0593293531277697,0.6428571428571429,False,True,15.992800260352041,6.373016024735565,21.453043084770588,False,False
random_control,frac0.30_rep06,75,0.0013939806796337273,0.0010903601655680717,0.003193542107526648,0.0,0.0,0.0548849650970447,0.6428571428571429,False,True,16.025308378033344,6.385970276120205,14.629948084762551,False,False
dow,Sunday,35,0.001397209566129362,0.0007841061877673083,0.004940067184938668,0.0,0.0,0.04924813667665731,0.7142857142857143,False,True,16.062427903838977,6.400762140517858,22.630960863348733,False,False
single_subject,subject_id09,27,0.001409830931865197,0.0008283442828492249,0.005153987699931362,0.0,0.0,0.12836977155360252,0.7142857142857143,False,False,16.207524088473214,6.458581927843936,23.6109529609111,False,False
global_key_order,suffix_frac0.40,100,0.0014139943659332022,0.001420957362112063,0.003372537400900266,0.0,0.0,0.09550543920423661,0.7857142857142857,True,True,16.255387244560087,6.477655051735332,15.449944114657088,False,False
random_control,frac0.50_rep07,125,0.0014194216645286584,0.0012098597215656204,0.004594672769173025,0.0,0.0,0.05344278876433946,0.6785714285714286,False,True,16.31777988380004,6.502518070295474,21.048673171099765,False,False
subject_complement,not_subject_id07,220,0.0014370888126756381,0.0008748204655179004,0.004935320831360168,0.0,0.0,0.05416811859846038,0.6428571428571429,False,True,16.520882768475705,6.583453110916029,22.609217324636116,False,False
global_key_mod,mod2_rem0,125,0.0014398152280519771,0.0012764645647753148,0.0039725240735639655,0.0,0.0,0.05488370411371929,0.6428571428571429,False,True,16.55222584791058,6.595943102928137,18.198545378417347,False,False
dow,Thursday,37,0.0014427613574789222,0.0010740528597985022,0.003741780024940078,0.0,0.0,0.06490168646584524,0.6785714285714286,False,True,16.58609477685499,6.609439627826185,17.141482925951394,False,False
calendar_order,date_prefix_frac0.40,100,0.0014454904656995976,0.0008599505094663007,0.00461963586791192,0.0,0.0,0.05478066929595554,0.6428571428571429,False,True,16.617468813434062,6.621941956037884,21.16303171915964,False,False
calendar_order,date_prefix_frac0.20,50,0.001466467408577643,0.0008226683732018847,0.0037230158237485655,0.0,0.0,0.05500181243209537,0.6071428571428571,True,True,16.858621351170378,6.718039510085956,17.055522171390848,False,False
random_control,frac0.70_rep04,175,0.0014728188896217798,0.001172768469457408,0.005289853842752268,0.0,0.0,0.05292165713618984,0.75,False,True,16.931638462437853,6.747136304431668,24.23336987260989,False,False
random_control,frac0.50_rep04,125,0.0014731918182925297,0.0011149328286902405,0.00459705944541744,0.0,0.0,0.05700552365909824,0.6785714285714286,False,True,16.935925678924487,6.748844729405784,21.05960678286227,False,False
random_control,frac0.70_rep07,175,0.0014763353420365055,0.0011408593994318705,0.00498555947950563,0.0,0.0,0.05233048733950788,0.6428571428571429,False,True,16.97206386801626,6.7632455381720735,22.839365789716478,False,False
subject_complement,not_subject_id08,231,0.0014770988562728127,0.0013104512384318756,0.004617433479522259,0.0,0.0,0.05320606143383051,0.6428571428571429,False,True,16.980841286001034,6.766743276189313,21.152942349200412,False,False
random_control,frac0.50_rep05,125,0.001478975198736035,0.001231039054367833,0.0036204267909164534,0.0,0.0,0.054526740242713936,0.6428571428571429,False,True,17.002411862290394,6.775338995895491,16.5855511568041,False,False
calendar_order,date_suffix_frac0.80,200,0.0014825160079141447,0.0012058654101476107,0.004851146764141889,0.0,0.0,0.05677063483571307,0.6428571428571429,False,True,17.043117275081258,6.791559810498721,22.223607180155984,False,False
dow,Monday,33,0.0014825993689957517,0.0011623462010172392,0.004230091075804188,0.0,0.0,0.05941095543436352,0.6785714285714286,False,True,17.044075600443293,6.791941696271676,19.37848656730644,False,False
global_key_order,prefix_frac0.80,200,0.0014840296857069751,0.001155607750881471,0.004731624445433957,0.0,0.0,0.04945932407792813,0.7142857142857143,False,True,17.06051863061616,6.7984941256824705,21.676063024233844,False,False
calendar_order,date_prefix_frac0.50,125,0.0014882580109475685,0.0010509559058360374,0.004014169284816571,0.0,0.0,0.050346638456714186,0.6428571428571429,False,True,17.109127780580085,6.817864522775272,18.389326416553228,False,False
raw_domain,domain_high40,100,0.0014883196512536917,0.0011642366058964293,0.00482721274281761,0.0,0.0,0.05439835026158038,0.6428571428571429,False,True,17.109836402247925,6.818146903419756,22.11396294261531,False,False
global_key_order,prefix_frac0.70,175,0.0014887316194854006,0.0011285192416072842,0.005533229430917386,0.0,0.0,0.04658703804371064,0.75,False,True,17.114572420509543,6.820034172677383,25.348298719661116,False,False
subject_complement,not_subject_id10,228,0.0014951175131964617,0.0011575835983968497,0.004654997809589001,0.0,0.0,0.052087471161456775,0.6785714285714286,False,True,17.187985142424733,6.849288615024471,21.32502844677216,False,False
global_key_mod,mod2_rem1,125,0.0014957915805208777,0.0011636125964561983,0.00531222505832607,0.0,0.0,0.05584790579121289,0.6785714285714286,False,True,17.195734271877633,6.8523765874481315,24.335854734690272,False,False
global_key_mod,mod4_rem2,62,0.0014970482338213936,0.00145451680740194,0.003436694585903677,0.0,0.0,0.056231961884395394,0.6428571428571429,False,True,17.210180854215007,6.858133446737309,15.743854842701738,False,False
calendar_order,date_suffix_frac0.20,50,0.0014974837858687945,0.0009367262598072301,0.0061856302730575186,0.0,0.0,0.06940405287246723,0.75,True,True,17.21518799382337,6.8601287559041015,28.337014737674625,False,False
calendar_order,date_prefix_frac0.70,175,0.0015006177350122274,0.0012914150131276836,0.0043014822460907265,0.0,0.0,0.053059867628643335,0.6785714285714286,False,True,17.251216112575907,6.874485702430859,19.70553693327497,False,False
random_control,frac0.70_rep00,175,0.001500733989595951,0.0011390628644508127,0.0050577626865488945,0.0,0.0,0.05500418321230029,0.6428571428571429,False,True,17.252552584150976,6.875018276753422,23.17013618040797,False,False
random_control,frac0.50_rep01,125,0.0015080647061435914,0.0012402278742875694,0.005168524753467185,0.0,0.0,0.055317396179437706,0.6428571428571429,False,True,17.336827061569675,6.908601050646813,23.677548713017597,False,False
random_control,frac0.30_rep00,75,0.0015122238627796741,0.0011931369886023502,0.00427406775822492,0.0,0.0,0.05765947687704755,0.6428571428571429,False,True,17.384641043972415,6.927654579178307,19.5799483170166,False,False
global_key_mod,mod4_rem0,63,0.0015141038218483699,0.0010894775891481245,0.0046700947337988685,0.0,0.0,0.054897997657610095,0.6785714285714286,False,True,17.40625319703457,6.93626686692979,21.394189024586183,False,False
random_control,frac0.50_rep00,125,0.0015178449471853483,0.001344751637370467,0.004183582538672015,0.0,0.0,0.06053455297003675,0.6785714285714286,False,True,17.449261459689765,6.953405350662191,19.16542612819768,False,False
subject_complement,not_subject_id09,223,0.001521313690611245,0.001195966663416037,0.004759004639726339,0.0,0.0,0.05296505819054523,0.6428571428571429,False,True,17.489138399088148,6.969296024569583,21.801494538070525,False,False
month,month_10,41,0.0015218393584209011,0.0009908653309114723,0.004946199180344779,0.0,0.0,0.06270976891447447,0.6071428571428571,True,True,17.495181516383255,6.971704163402941,22.659052171190257,False,False
random_control,frac0.50_rep02,125,0.0015258518451713166,0.0010168502597910911,0.005419858337760486,0.0,0.0,0.056383801459382994,0.75,False,True,17.541309370576382,6.99008578195465,24.828933966871684,False,False
raw_domain,domain_high30,75,0.0015273823949070314,0.001037306586132769,0.004827476080228155,0.0,0.0,0.05611618275938486,0.6785714285714286,False,True,17.558904687255517,6.99709738926112,22.115169318643968,False,False
global_key_order,suffix_frac0.80,200,0.0015305233291878634,0.0013095655332703293,0.004315528495724363,0.0,0.0,0.05866442457899114,0.6785714285714286,False,True,17.59501310768118,7.011486335427799,19.769884261729292,False,False
global_key_mod,mod7_rem2,36,0.001532486989833104,0.000787994145260873,0.006910625858372765,0.0,0.0,0.05840739056493183,0.6785714285714286,False,True,17.617587500461184,7.020482068794913,31.658294814065663,False,False
random_control,frac0.50_rep03,125,0.0015447302195271823,0.0011887379443866197,0.004927622987062286,0.0,0.0,0.05294733978273135,0.6785714285714286,False,True,17.758336604273907,7.076569575639441,22.573952700387956,False,False
global_key_window,start037_len175,175,0.0015447334952056052,0.0011915762605251845,0.004568527883608953,0.0,0.0,0.05117409986117061,0.6785714285714286,False,True,17.758374261723286,7.076584581862518,20.928900734850075,False,False
random_control,frac0.30_rep07,75,0.001545640420685085,0.0011223171993805514,0.0038104928377299396,0.0,0.0,0.06236973047741422,0.6785714285714286,True,True,17.768800346314627,7.080739301679822,17.456263458045974,False,False
random_control,frac0.70_rep05,175,0.0015488170899209258,0.001165232951360562,0.004832454352271975,0.0,0.0,0.05301200859136443,0.6428571428571429,False,True,17.805319578512837,7.095291953386929,22.13797529993392,False,False
global_key_window,start075_len100,100,0.0015515882300595751,0.0011600598255158134,0.005266844363966294,0.0,0.0,0.05159575015632585,0.7142857142857143,False,True,17.837176817231718,7.107986834180418,24.12796106046276,False,False
calendar_order,date_suffix_frac0.70,175,0.001553268023441648,0.0010111690436446774,0.005031179089992288,0.0,0.0,0.05669280412974188,0.6785714285714286,True,True,17.856487850269975,7.115682142131716,23.048353963535735,False,False
calendar_order,date_suffix_frac0.40,100,0.0015544030654401075,0.0011286661505168216,0.005248983202950752,0.0,0.0,0.06890345200476317,0.75,True,True,17.869536379789132,7.120881887415284,24.0461372267406,False,False
global_key_mod,mod5_rem2,50,0.001555337209722632,0.0008691943785205658,0.006476180441208013,0.0,0.0,0.05972788500812207,0.75,False,True,17.880275373819497,7.125161299396357,29.668055235322203,False,False
global_key_order,suffix_frac0.60,150,0.001560625664482243,0.0012680647384609167,0.003883914163362867,0.0,0.0,0.06470584302959986,0.6785714285714286,False,True,17.941071853716416,7.149388259923785,17.792614176513904,False,False
all,all_rows,250,0.0015646893502873488,0.001297961399269132,0.004710517459233676,0.0,0.0,0.055196002185082124,0.6428571428571429,False,True,17.98778829615331,7.168004426662706,21.579369728219948,False,False
calendar_order,date_prefix_frac0.80,200,0.0015662026886996,0.0013329400407780523,0.004428345855205906,0.0,0.0,0.05559028679955179,0.6785714285714286,False,True,18.00518575014315,7.174937187108774,20.286712303039593,False,False
subject_complement,not_subject_id05,229,0.0015669256656822977,0.001335607988905696,0.0045088066696231666,0.0,0.0,0.052918824965648176,0.6785714285714286,False,True,18.013497148763822,7.178249219756917,20.655311650769473,False,False
calendar_order,date_prefix_frac0.60,150,0.0015795055455221363,0.0012988731962185196,0.004567464932600074,0.0,0.0,0.051476332186366866,0.6428571428571429,False,True,18.158116408368617,7.235878955884594,20.924031245877345,False,False
calendar,weekday,179,0.001603616507991859,0.0013213885391789582,0.005026508849508726,0.0,0.0,0.05728664456384982,0.6428571428571429,False,True,18.43529787473587,7.346333779190148,23.026959106816346,False,False
random_control,frac0.70_rep02,175,0.0016037686581916039,0.0014063594188873374,0.004375654441113985,0.0,0.0,0.058577651774427614,0.6428571428571429,False,True,18.437047005054755,7.347030795057923,20.045327462407396,False,False
calendar_order,date_suffix_frac0.60,150,0.0016060904655682828,0.0011335998572848394,0.004975544652000674,0.0,0.0,0.05939471239905976,0.6071428571428571,True,True,18.46373868001789,7.357667235799874,22.793486824748378,False,False
random_control,frac0.70_rep06,175,0.0016093299455266497,0.0012134029876846864,0.004832108475656405,0.0,0.0,0.054921355462037795,0.6785714285714286,False,True,18.500979989080314,7.372507629950569,22.13639080323428,False,False
subject_order,per_subject_tail_frac0.70,175,0.001611211583837785,0.0013533367290816667,0.00526435171013917,0.0,0.0,0.05527436872614501,0.6428571428571429,False,True,18.52261144684183,7.381127610486078,24.11654195438673,False,False
random_control,frac0.30_rep02,75,0.0016171204231025943,0.0010664665640186533,0.005294391675052412,0.0,0.0,0.05325141711951226,0.6428571428571429,False,True,18.590539914401138,7.408196616866682,24.254158153688763,False,False
raw_domain,density_radius_high30,75,0.001629038433346247,0.0010630270336000058,0.005667615301008899,0.0,0.0,0.05730525335746562,0.6785714285714286,False,True,18.72755027056854,7.462794259630613,25.96393434824131,False,False
subject_complement,not_subject_id01,223,0.0016324991500016872,0.001394688529295307,0.004580722741816201,0.0,0.0,0.05366881960637014,0.6785714285714286,False,True,18.767334933600594,7.478648162068859,20.984766646889437,False,False
random_control,frac0.50_rep06,125,0.001638030321707909,0.0012155357864180316,0.00331367861930687,0.0,0.0,0.05422518057316182,0.6785714285714286,False,True,18.830921706056685,7.503987034137969,15.180305922940658,False,False
calendar_order,date_prefix_frac0.30,75,0.0016406542666978913,0.0010695983509675377,0.003913683406924662,0.0,0.0,0.059093319834782054,0.5714285714285714,True,True,18.861086778102383,7.516007598667317,17.92899017318708,False,False
global_key_mod,mod3_rem0,84,0.0016498164516069447,0.0014986109894411515,0.003994905518042602,0.0,0.0,0.05545080980491699,0.6428571428571429,False,True,18.966415955708147,7.557980519345748,18.301077100173174,False,False
subject_complement,not_subject_id04,223,0.0016501059291316456,0.0013566971144423623,0.005010875922525249,0.0,0.0,0.054271827111624316,0.6428571428571429,False,True,18.969743811445046,7.559306645952345,22.95534304462567,False,False
global_key_window,start087_len075,75,0.0016535198698989784,0.0006670173186918982,0.005539000164131225,0.0,0.0,0.04955352229468189,0.5714285714285714,False,True,19.008990735294248,7.574946263188899,25.374735047878147,False,False
raw_domain,density_radius_high40,100,0.0016558161354386508,0.0011389673911414433,0.005074107460326771,0.0,0.0,0.05625668081662627,0.6785714285714286,False,True,19.03538877934804,7.585465694122677,23.245013286698175,False,False
subject_complement,not_subject_id03,229,0.0016814996692030432,0.001346229223248896,0.004890670819289622,0.0,0.0,0.05740807583078418,0.6428571428571429,False,True,19.330648645446157,7.703124629860749,22.40467098186626,False,False
random_control,frac0.70_rep01,175,0.0016825822906540722,0.001334861647452723,0.005058702733438558,0.0,0.0,0.057145742477023344,0.6785714285714286,False,True,19.343094544347693,7.708084231171994,23.17444263284541,False,False
global_key_mod,mod3_rem1,83,0.0016828600960932666,0.001461659373331814,0.005706996458103575,0.0,0.0,0.055943080868884575,0.6785714285714286,False,True,19.346288216897985,7.709356886742591,26.144343519128743,False,False
dow,Friday,33,0.0016893211158274246,0.0009456012070668263,0.0066087612898331205,0.0,0.0,0.05792402376605148,0.7142857142857143,True,True,19.420564593313507,7.738955489204284,30.27542187309023,False,False
subject_group,even_subjects,124,0.0016910300001665851,0.0014038639523940577,0.005182889300784921,0.0,0.0,0.047937725766518995,0.6071428571428571,False,True,19.440210058216675,7.746784065851467,23.74335419622206,False,False
subject_group,id06_to_id10,122,0.0017054416503958364,0.0011668739858527455,0.003517256715050432,0.0,0.0,0.06267540854117992,0.6428571428571429,False,True,19.605887490145495,7.812805332385823,16.112918323730266,False,False
random_control,frac0.70_rep03,175,0.0017287361467520357,0.0014388360589268623,0.004566490540993451,0.0,0.0,0.05520680196570586,0.6428571428571429,False,True,19.87368279970255,7.91951983962488,20.919567456724376,False,False
global_key_mod,mod4_rem1,63,0.001768735248208947,0.0015541755984473937,0.005146091354769733,0.0,0.0,0.05752386009488217,0.6428571428571429,False,True,20.333515525547554,8.102759877817135,23.574778983589262,False,False
subject_order,per_subject_tail_frac0.50,126,0.0017694617743311547,0.001260486834824992,0.005641443437770843,0.0,0.0,0.05811366422454817,0.6071428571428571,False,True,20.341867725347146,8.106088169441998,25.844038324465128,False,False
raw_cluster,cluster_1_domain_auc_1.000,23,0.0017735771785961918,0.0011415329647322947,0.006955765973189032,0.0,0.0,0.08593271440675346,0.7142857142857143,True,True,20.389178727150146,8.124941263817488,31.865086368417103,False,False
raw_cluster,cluster_0_domain_auc_1.000,24,0.0017897182626473718,0.0016560676461968016,0.0047654544954072175,0.0,0.0,0.06513829563651152,0.6428571428571429,False,True,20.574737862405794,8.198885246313914,21.83104199684462,False,False
global_key_order,suffix_frac0.50,125,0.001795314314955776,0.001381891097165855,0.0041832592760331355,0.0,0.0,0.06297020935812528,0.6428571428571429,False,True,20.639070507220744,8.224521343160301,19.163945228474013,False,False
random_control,frac0.30_rep01,75,0.0018276438859317623,0.0015390447268832097,0.005326169515036172,0.0,0.0,0.05451030310217367,0.6428571428571429,False,True,21.010733724788313,8.372626465640632,24.399735739189385,False,False
global_key_mod,mod7_rem3,36,0.0018389001640925912,0.0011540933366542827,0.005780856923765287,0.0,0.0,0.0534185745382523,0.6428571428571429,True,True,21.14013675838244,8.424192645003808,26.482705983678844,False,False
global_key_mod,mod7_rem1,36,0.0018421664760668588,0.0016725355585705537,0.004978375321819661,0.0,0.0,0.05916506375243698,0.5714285714285714,False,True,21.17768653034933,8.439155959406191,22.806454417190416,False,False
calendar_order,date_suffix_frac0.50,125,0.0018523896051303168,0.0015482693558673266,0.0060935900452074865,0.0,0.0,0.06622562224517997,0.7142857142857143,True,True,21.295212402998725,8.485989175448568,27.915368894339068,False,False
raw_cluster,cluster_2_domain_auc_1.000,44,0.001996280190111388,0.0014592349415908923,0.005640739740760958,0.0,0.0,0.0593985667154288,0.6785714285714286,False,True,22.949389559616964,9.145166890124,25.84081461537491,False,False
global_key_window,start100_len050,50,0.002008483593242974,0.0008536248815068093,0.007029865054611895,0.0,0.0,0.05102434731646831,0.5714285714285714,False,True,23.089680814224963,9.201071947349254,32.204541956552326,False,False
global_key_order,prefix_frac0.20,50,0.0020087172056641595,0.0011398370177169714,0.005974472441399703,0.0,0.0,0.06316638925369158,0.6428571428571429,True,True,23.092366440464357,9.202142150114343,27.369678779409327,False,False
subject_order,per_subject_tail_frac0.30,75,0.0020121939607194578,0.0013163024286539926,0.005990245334101307,0.0,0.0,0.058964346020171074,0.6428571428571429,True,True,23.132335482166344,9.218069526128133,27.441936039091967,False,False
global_key_mod,mod7_rem6,35,0.0020252357035410312,0.0017211980921447156,0.0065226755462851616,0.0,0.0,0.05930817581323873,0.6785714285714286,True,True,23.282264353890472,9.277815104545514,29.881054140791807,False,False
month,month_7,29,0.002039677002894799,0.0016989292229795394,0.005139095723682541,0.0,0.0,0.06339506629681058,0.5357142857142857,False,True,23.448282634419606,9.34397219679872,23.542731270993094,False,False
