method,target,weighted_mixmin_delta_vs_a2c8,mean_mixmin_delta_vs_a2c8,mixmin_better_block_rate,mean_predicted_rate
struct_raw_subject_fbraw_k8_a12_w0.65,Q1,0.0013395462743238315,0.0009235041840158035,0.4444444444444444,0.4792925828622167
struct_raw_subject_fbsubject_k8_a12_w0.35,Q1,0.0013435028120792497,0.0008137005916487799,0.4166666666666667,0.4775144241486244
struct_raw_calendar_fbsubject_k4_a4_w0.65,Q1,0.0013445305716014565,0.00054408683178584,0.4722222222222222,0.4817344325287701
struct_raw_calendar_fbraw_k4_a4_w1.00,Q1,0.0013465120285958841,0.0004766777696430678,0.5277777777777778,0.48530393205173766
struct_raw_subject_fbraw_k8_a24_w1.00,Q1,0.0013478602837137808,0.0009322835466948003,0.4444444444444444,0.47951191533654075
struct_raw_subject_fbsubject_k4_a12_w1.00,Q1,0.0013480173999292871,0.0008398086676046079,0.4444444444444444,0.4766052411996249
struct_raw_subject_fbsubject_k16_a4_w0.35,Q1,0.0013499665652006469,0.0008791794468690958,0.4166666666666667,0.47935702703144173
struct_raw_subject_fbsubject_k16_a24_w0.65,Q1,0.0013567047939973284,0.00088077993697684,0.4166666666666667,0.4793934645243864
struct_raw_calendar_subject_fbsubject_k4_a4_w0.35,Q1,0.0013596232045459038,0.0007883959619342425,0.4166666666666667,0.47591949677002204
struct_raw_subject_fbraw_k8_a4_w0.35,Q1,0.0013617169660303037,0.0009469158178264443,0.4166666666666667,0.4798774694604144
struct_raw_calendar_subject_fbraw_k4_a4_w0.65,Q1,0.0013622425671923665,0.0008602480815706964,0.5,0.475997249261211
struct_raw_calendar_subject_fbsubject_k4_a12_w0.65,Q1,0.0013656716725082116,0.0007964809872634723,0.4166666666666667,0.4762014720430306
struct_raw_calendar_subject_fbsubject_k8_a12_w0.65,Q1,0.0013672365807522308,0.0008340944057743475,0.4166666666666667,0.4764221524388549
struct_raw_calendar_fbsubject_k4_a12_w1.00,Q1,0.0013675546846966568,0.000626586709383777,0.4166666666666667,0.48130352085347905
struct_raw_calendar_subject_fbsubject_k8_a24_w1.00,Q1,0.0013702006265564658,0.0008366902488411586,0.4166666666666667,0.4765546524073679
struct_raw_calendar_subject_fbsubject_k8_a4_w0.35,Q1,0.0013751406909593685,0.0008410166460070719,0.4166666666666667,0.47677548490449784
struct_raw_calendar_subject_fbsubject_k4_a24_w1.00,Q1,0.0013751764028014355,0.0008091860236075375,0.4166666666666667,0.476644575706008
struct_raw_subject_fbraw_k16_a24_w1.00,Q1,0.0013763824983180535,0.0010196853122886442,0.4444444444444444,0.4822152513980141
struct_raw_subject_fbsubject_k4_a4_w0.35,Q1,0.001376902685399059,0.0008583419476246641,0.4166666666666667,0.47758381260087923
struct_raw_subject_fbsubject_k16_a12_w0.35,Q1,0.0013769194624516277,0.0008855813993172639,0.4166666666666667,0.47950277567778865
struct_raw_calendar_subject_fbraw_k8_a4_w0.65,Q1,0.0013789914783154148,0.0009308692436484911,0.4722222222222222,0.4770313996844847
struct_raw_subject_fbsubject_k8_a24_w0.35,Q1,0.001381302395457849,0.0008466577242000925,0.3888888888888889,0.47839669520437095
struct_raw_subject_fbsubject_k4_a12_w0.65,Q1,0.0013817169047424627,0.0008614308312246626,0.4166666666666667,0.4777469081696023
struct_raw_subject_fbraw_k16_a12_w0.65,Q1,0.0013891916426141146,0.0010291197623873427,0.4722222222222222,0.4824138210977733
struct_raw_subject_fbsubject_k4_a24_w1.00,Q1,0.0013892821014745062,0.0008662847875735261,0.4166666666666667,0.4780032008713592
struct_raw_calendar_fbsubject_k4_a4_w0.35,Q1,0.001390578784569267,0.0007090865761379653,0.4166666666666667,0.4808726083608124
struct_raw_calendar_subject_fbraw_k8_a12_w1.00,Q1,0.0013925852506344073,0.0009478614259578404,0.4722222222222222,0.47764400180065064
struct_raw_subject_fbraw_k4_a4_w0.65,Q1,0.0013943330316905582,0.0009901477696967692,0.5,0.4790881215106652
struct_raw_calendar_fbsubject_k4_a12_w0.65,Q1,0.0013944161398578353,0.00072283655830499,0.4166666666666667,0.48080078993964026
struct_raw_calendar_subject_fbsubject_k8_a24_w0.65,Q1,0.0013961360014137338,0.0008594038584302799,0.4166666666666667,0.47771402542912583
struct_raw_subject_fbsubject_k16_a24_w0.35,Q1,0.0013971341342813716,0.0008903828631599738,0.4166666666666667,0.4796120870806331
struct_raw_calendar_subject_fbsubject_k4_a24_w0.65,Q1,0.0013993702567372628,0.0008415261127201972,0.4166666666666667,0.47777247560705394
struct_raw_calendar_fbsubject_k4_a24_w1.00,Q1,0.0014004462642829556,0.0007444436687043995,0.4166666666666667,0.480687932094543
struct_raw_calendar_subject_fbsubject_k4_a12_w0.35,Q1,0.0014019624544036374,0.0008449911216075051,0.4166666666666667,0.4778933219605559
struct_raw_calendar_subject_fbsubject_k8_a12_w0.35,Q1,0.0014028050963354123,0.0008652444999162962,0.4166666666666667,0.4780121498239514
struct_raw_calendar_subject_fbraw_k4_a12_w1.00,Q1,0.0014068890174854052,0.0009275218197474357,0.4722222222222222,0.47807370570738783
struct_raw_subject_fbsubject_k4_a24_w0.65,Q1,0.0014085389608741116,0.0008786403092936987,0.4166666666666667,0.478655581964616
struct_raw_subject_fbsubject_k4_a12_w0.35,Q1,0.001410602194836959,0.0008799641145061701,0.4166666666666667,0.4787254798749314
struct_raw_calendar_fbsubject_k4_a24_w0.65,Q1,0.0014157956667164716,0.0007994435819392067,0.4166666666666667,0.4804006572551152
struct_raw_calendar_fbsubject_k4_a12_w0.35,Q1,0.0014174402445369342,0.0008053364289606238,0.4166666666666667,0.48036987774534967
struct_raw_calendar_subject_fbsubject_k8_a24_w0.35,Q1,0.0014183663229053035,0.0008788726667698998,0.3888888888888889,0.4787077737457476
struct_raw_calendar_fbraw_k4_a4_w0.65,Q1,0.0014197315000490725,0.0007129592150524641,0.4444444444444444,0.48519588535175473
struct_raw_calendar_subject_fbsubject_k4_a24_w0.35,Q1,0.0014201078459700788,0.0008692461892008057,0.3611111111111111,0.4787392469604681
struct_raw_subject_fbraw_k8_a24_w0.65,Q1,0.0014206078658756535,0.0010091029701360572,0.3611111111111111,0.48143107448687683
struct_raw_subject_fbsubject_k4_a24_w0.35,Q1,0.001425044840505121,0.0008892307565845852,0.3611111111111111,0.47921476576842487
struct_raw_calendar_fbsubject_k4_a24_w0.35,Q1,0.0014289522975196973,0.0008465863647986629,0.3611111111111111,0.4801544216885056
struct_raw_subject_fbraw_k16_a4_w0.35,Q1,0.0014301809043612975,0.001059310002703037,0.4722222222222222,0.48304924413700295
struct_raw_subject_fbraw_k4_a12_w1.00,Q1,0.0014315739901763207,0.0010274446567674993,0.4722222222222222,0.4804512997454294
struct_raw_subject_fbraw_k16_a24_w0.65,Q1,0.0014391473053684903,0.0010659141177720864,0.4444444444444444,0.4831882429268344
struct_raw_subject_fbraw_k8_a12_w0.35,Q1,0.001439314387003049,0.0010288565361638241,0.3888888888888889,0.4819245725541061
subject_indep,Q1,0.0014442273185520022,0.0009015505818507491,0.3888888888888889,0.47986167316409845
struct_raw_calendar_subject_fbraw_k8_a12_w0.65,Q1,0.0014496790943741087,0.0010192285916570552,0.4444444444444444,0.48021693068854826
struct_raw_calendar_fbraw_k4_a12_w1.00,Q1,0.0014511112735290132,0.0008142226916564792,0.4722222222222222,0.48514957962319066
struct_raw_calendar_subject_fbraw_k4_a4_w0.35,Q1,0.0014515354677783962,0.0009947955579241534,0.4166666666666667,0.48015016215356465
struct_raw_calendar_fbsubject_k8_a24_w0.35,Q1,0.001452599138004977,0.0008608917800260324,0.3611111111111111,0.48033414941681435
struct_raw_calendar_subject_fbsubject_k16_a24_w0.35,Q1,0.0014531935150073237,0.0009070395342436754,0.4166666666666667,0.4795306277866281
struct_raw_calendar_subject_fbraw_k8_a24_w1.00,Q1,0.001453757226069798,0.0010243262463498523,0.4444444444444444,0.4804007113233981
struct_raw_fbsubject_k4_a24_w0.35,Q1,0.001456030534679543,0.0008844223298712588,0.3611111111111111,0.4783969905164505
struct_raw_calendar_subject_fbsubject_k16_a12_w0.35,Q1,0.0014570042919371323,0.000909376643268829,0.4166666666666667,0.479386405258831
struct_raw_calendar_fbsubject_k8_a12_w0.35,Q1,0.0014575776003904798,0.0008364750807079698,0.3888888888888889,0.4806143509218177
struct_raw_calendar_subject_fbraw_k4_a12_w0.65,Q1,0.0014589765428272776,0.0010060078476203166,0.4166666666666667,0.48049623822792725
struct_raw_calendar_fbsubject_k8_a24_w0.65,Q1,0.001459711228884336,0.0008260107822041754,0.3888888888888889,0.48073443739423105
struct_raw_calendar_subject_fbraw_k8_a4_w0.35,Q1,0.001460554112229299,0.0010328223375045285,0.3888888888888889,0.4807070123814811
struct_raw_calendar_subject_fbsubject_k16_a24_w0.65,Q1,0.0014608150725954152,0.0009117137549928113,0.4166666666666667,0.4792421829786865
struct_raw_calendar_subject_fbsubject_k16_a4_w0.35,Q1,0.0014620853262094621,0.0009124927874427461,0.4166666666666667,0.4791941084468598
struct_raw_fbsubject_k4_a12_w0.35,Q1,0.001464827159459725,0.0008715493673950519,0.3611111111111111,0.477294373211621
struct_raw_subject_fbraw_k16_a12_w0.35,Q1,0.0014660465083901207,0.0010857264629792751,0.4166666666666667,0.48360523929632887
struct_raw_fbsubject_k4_a24_w0.65,Q1,0.0014660838213942044,0.0008697103738720449,0.3611111111111111,0.4771368565120173
struct_raw_calendar_fbsubject_k8_a4_w0.35,Q1,0.001466428198113404,0.0007930676137939254,0.3888888888888889,0.4811124867983126
struct_raw_calendar_subject_fbsubject_k16_a12_w0.65,Q1,0.0014678922298479247,0.0009160541003862697,0.4166666666666667,0.47897434114807563
struct_raw_calendar_fbsubject_k8_a24_w1.00,Q1,0.0014680086684272764,0.0007853162848360518,0.3888888888888889,0.48120144004737103
struct_raw_subject_fbraw_k4_a4_w0.35,Q1,0.001468814948662052,0.0010647415438382077,0.4444444444444444,0.4818144779801938
struct_raw_calendar_fbsubject_k8_a12_w0.65,Q1,0.0014689569448376,0.0007806654835172769,0.3888888888888889,0.48125481162439926
struct_raw_calendar_subject_fbsubject_k16_a24_w1.00,Q1,0.0014697068900458078,0.0009171670126994521,0.4444444444444444,0.4789056640544106
struct_raw_calendar_subject_fbraw_k4_a24_w1.00,Q1,0.001470669660761188,0.0010236271599999415,0.4166666666666667,0.48104007205906896
struct_raw_subject_fbraw_k4_a12_w0.65,Q1,0.0014750217750763462,0.0010709576916833237,0.4444444444444444,0.48204167435265455
struct_raw_calendar_subject_fbsubject_k16_a4_w0.65,Q1,0.0014773284364828867,0.0009218412253617883,0.5,0.47861721850623606
struct_raw_calendar_fbsubject_k16_a24_w0.35,Q1,0.0014777840087357892,0.0009017621030009122,0.3888888888888889,0.482526486526176
struct_raw_fbsubject_k4_a24_w1.00,Q1,0.0014778126560664618,0.0008525464253033562,0.3888888888888889,0.47566670018393636
struct_raw_fbsubject_k8_a24_w0.35,Q1,0.0014785567982826726,0.0008666991466752862,0.3333333333333333,0.4784190887179587
struct_raw_calendar_subject_fbsubject_k16_a12_w1.00,Q1,0.0014805948244545686,0.0009238444672602313,0.5,0.4784935997116977
struct_raw_calendar_fbsubject_k8_a12_w1.00,Q1,0.001482232846986526,0.0007155542869399635,0.4444444444444444,0.4820020157979198
struct_raw_fbsubject_k4_a12_w0.65,Q1,0.0014824204103820104,0.0008458034436214049,0.3888888888888889,0.4750891386668897
struct_raw_calendar_fbraw_k4_a4_w0.35,Q1,0.0014824910470089482,0.0009154861682604882,0.4166666666666667,0.4851032738946265
struct_raw_subject_fbraw_k8_a24_w0.35,Q1,0.0014829629363002032,0.0010749481902285998,0.3888888888888889,0.48307606804430747
struct_raw_subject_fbraw_k4_a24_w1.00,Q1,0.001484775359441652,0.0010807259240113597,0.4444444444444444,0.4823986972236641
struct_raw_fbsubject_k4_a4_w0.35,Q1,0.001485352614059059,0.0008415124519368779,0.3888888888888889,0.4747215993565784
struct_raw_calendar_fbsubject_k8_a4_w0.65,Q1,0.0014853937693480538,0.0007000516164740517,0.4722222222222222,0.4821799211210285
struct_raw_calendar_fbraw_k4_a12_w0.65,Q1,0.0014877210092556093,0.0009323634143611667,0.4166666666666667,0.4850955562731991
struct_raw_calendar_subject_fbraw_k8_a24_w0.65,Q1,0.001489440878407093,0.00106893072491183,0.3888888888888889,0.482008791878334
struct_raw_calendar_fbsubject_k16_a12_w0.35,Q1,0.0014921335685365066,0.0009018374553130969,0.3888888888888889,0.4836662034638549
struct_raw_subject_fbraw_k16_a24_w0.35,Q1,0.0014929457114116692,0.0011055388081864176,0.4166666666666667,0.48402223566582325
struct_raw_calendar_subject_fbsubject_k16_a4_w1.00,Q1,0.0014951120656634988,0.0009327477365990403,0.4444444444444444,0.4779441802788035
struct_raw_calendar_fbraw_k4_a24_w1.00,Q1,0.0014959395213574628,0.0009588848010907672,0.4166666666666667,0.4850834285823848
struct_raw_calendar_subject_fbraw_k8_a12_w0.35,Q1,0.0014986166747223751,0.001080400447970642,0.3888888888888889,0.4824222983067461
struct_raw_fbsubject_k8_a12_w0.35,Q1,0.0014991098557824581,0.0008457668657003611,0.3611111111111111,0.47755025380218097
struct_raw_calendar_subject_fbraw_k4_a24_w0.65,Q1,0.0015004339609564806,0.001068476318784382,0.3888888888888889,0.48242437635652
struct_raw_fbsubject_k4_a12_w1.00,Q1,0.0015029458700919949,0.0008157665327219331,0.4166666666666667,0.4725163650496097
struct_raw_calendar_subject_fbraw_k4_a12_w0.35,Q1,0.0015036229931202287,0.0010732815857970065,0.3888888888888889,0.48257269467410413
struct_raw_calendar_fbsubject_k16_a24_w0.65,Q1,0.0015064831319908881,0.0009019128106742299,0.3888888888888889,0.4848059206237626
struct_raw_calendar_fbsubject_k8_a4_w1.00,Q1,0.0015075202696113697,0.0005915329531758989,0.5277777777777778,0.48342526119836854
struct_raw_fbsubject_k8_a24_w0.65,Q1,0.001507918311219107,0.0008367958898905175,0.3611111111111111,0.47717789609857486
struct_raw_subject_fbraw_k4_a24_w0.65,Q1,0.0015096026650987806,0.0011055905153918176,0.3888888888888889,0.48330748271350704
struct_raw_calendar_fbsubject_k16_a4_w0.35,Q1,0.0015112663133479511,0.0009019379237244959,0.3888888888888889,0.4851858259509955
struct_raw_subject_fbraw_k4_a12_w0.35,Q1,0.0015122627335620983,0.0011082545787540323,0.3888888888888889,0.4834048525874187
struct_raw_calendar_fbraw_k4_a24_w0.65,Q1,0.0015168593703441106,0.0010263937854934593,0.4166666666666667,0.48505255809667536
struct_raw_calendar_subject_fbraw_k16_a4_w1.00,Q1,0.0015173937992597395,0.0009827839913470779,0.4444444444444444,0.4789697940726189
struct_raw_calendar_fbraw_k4_a12_w0.35,Q1,0.0015191007827355335,0.0010336268909651785,0.4166666666666667,0.48504925054463516
struct_raw_calendar_subject_fbraw_k8_a24_w0.35,Q1,0.0015200268661247508,0.0011071631351078299,0.3888888888888889,0.4833871466397077
struct_raw_fbsubject_k4_a4_w0.65,Q1,0.0015205391120381257,0.0007900206007728752,0.4722222222222222,0.47031113009457504
struct_raw_calendar_subject_fbraw_k4_a24_w0.35,Q1,0.0015259462182668142,0.0011069184548853916,0.3888888888888889,0.4836109228971926
struct_raw_calendar_subject_fbraw_k16_a12_w1.00,Q1,0.0015283414333175354,0.001031065026296435,0.4444444444444444,0.4806913463931974
struct_raw_calendar_subject_fbraw_k16_a4_w0.65,Q1,0.001530804650980556,0.001041928259160055,0.4722222222222222,0.4810786956653275
struct_raw_subject_fbraw_k4_a24_w0.35,Q1,0.0015308832128049703,0.0011269030222893896,0.3888888888888889,0.4840864417048009
struct_raw_calendar_fbsubject_k16_a12_w0.65,Q1,0.0015331323145838902,0.0009020527507601875,0.4166666666666667,0.4869225378004152
struct_raw_calendar_fbraw_k4_a24_w0.35,Q1,0.0015347906694754695,0.0010842586292671584,0.3888888888888889,0.485026097680353
struct_raw_fbsubject_k8_a4_w0.35,Q1,0.0015356486221024337,0.0008085539196892712,0.4166666666666667,0.4760056582608597
struct_raw_calendar_subject_fbraw_k16_a24_w1.00,Q1,0.0015365521588609162,0.001067275802508461,0.4444444444444444,0.48198251063363134
struct_raw_calendar_subject_fbraw_k16_a12_w0.65,Q1,0.001537920613118172,0.0010733109318771497,0.4722222222222222,0.4821977046737036
struct_raw_calendar_fbsubject_k16_a24_w1.00,Q1,0.001539965442743624,0.0009020886365044494,0.4166666666666667,0.48746526042246985
struct_raw_fbsubject_k8_a24_w1.00,Q1,0.0015421734099262977,0.000801908757167618,0.4166666666666667,0.4757298380576969
struct_raw_calendar_subject_fbraw_k16_a4_w0.35,Q1,0.0015422996667412646,0.0010926233458568764,0.4722222222222222,0.48288632560193495
struct_raw_calendar_subject_fbraw_k16_a24_w0.65,Q1,0.0015432575847213513,0.0010968479364149729,0.4722222222222222,0.48303696142998553
struct_raw_fbsubject_k16_a24_w0.35,Q1,0.0015439149210743955,0.0008394907724941533,0.3611111111111111,0.48088370534715263
struct_raw_calendar_fbraw_k8_a4_w1.00,Q1,0.0015446565108900203,0.0006749267057647693,0.5277777777777778,0.48513461920556694
struct_raw_fbsubject_k8_a12_w0.65,Q1,0.0015460882752917921,0.0007979216538931842,0.4444444444444444,0.47556434554844856
struct_raw_calendar_subject_fbraw_k16_a12_w0.35,Q1,0.001546131338661497,0.001109521708089142,0.4166666666666667,0.48348886891413756
struct_raw_calendar_fbraw_k8_a4_w0.65,Q1,0.0015485254135402498,0.0008418210235315552,0.4166666666666667,0.4850858320017438
struct_raw_calendar_subject_fbraw_k16_a24_w0.35,Q1,0.001549005092601703,0.0011221954797633789,0.4166666666666667,0.48394077639828925
struct_raw_calendar_fbraw_k8_a12_w1.00,Q1,0.0015490781139188216,0.0008656630689267944,0.4166666666666667,0.48507886240119763
struct_raw_calendar_fbraw_k8_a12_w0.65,Q1,0.0015513994555089656,0.0009657996595868498,0.4444444444444444,0.48504959007890375
struct_raw_calendar_fbraw_k8_a24_w1.00,Q1,0.0015515652656225805,0.0009729522732054512,0.4444444444444444,0.4850474991987399
struct_raw_calendar_fbraw_k8_a4_w0.35,Q1,0.0015518416158118594,0.0009848732959030616,0.4444444444444444,0.4850440143984668
struct_raw_calendar_fbraw_k8_a24_w0.65,Q1,0.0015530161041164168,0.0010355376423679982,0.4166666666666667,0.4850292039973062
struct_raw_calendar_fbraw_k8_a12_w0.35,Q1,0.0015533891768719648,0.0010516310230097828,0.4166666666666667,0.48502449951693755
struct_raw_calendar_fbraw_k8_a24_w0.35,Q1,0.0015542596799682728,0.0010891822445073158,0.3888888888888889,0.48501352239607737
raw_phone_indep,Q1,0.0015557105184621208,0.0011517676136698753,0.3888888888888889,0.4849952271946438
struct_raw_fbsubject_k4_a4_w1.00,Q1,0.0015615900269480615,0.0007299467747541618,0.5,0.46516558265870267
struct_raw_fbraw_k4_a24_w0.35,Q1,0.0015618689062754302,0.0011220945929117747,0.3888888888888889,0.4832686665508022
struct_raw_fbraw_k4_a12_w0.35,Q1,0.0015664876971353942,0.0010998398273432007,0.3888888888888889,0.4819737460679211
struct_raw_fbraw_k4_a24_w0.65,Q1,0.0015671475244010491,0.0010966605751190875,0.3888888888888889,0.48178875742750943
struct_raw_calendar_fbsubject_k16_a4_w0.65,Q1,0.0015686645550890108,0.0009022393350560592,0.4166666666666667,0.48974469385686237
struct_raw_fbraw_k4_a24_w1.00,Q1,0.0015733059122143526,0.0010669875543609807,0.3888888888888889,0.480062196783668
struct_raw_calendar_fbraw_k16_a24_w0.35,Q1,0.0015735955860893905,0.0011169180462444533,0.3888888888888889,0.4869366351746197
struct_raw_fbraw_k4_a12_w0.65,Q1,0.0015757252788552569,0.0010553302962059974,0.3888888888888889,0.4793839051021589
struct_raw_fbraw_k4_a4_w0.35,Q1,0.0015772648758085879,0.001047912041016477,0.3888888888888889,0.4789522649411986
struct_raw_fbraw_k8_a24_w0.35,Q1,0.001580217339099244,0.0010949896086149607,0.3888888888888889,0.4830984617401006
struct_raw_calendar_fbsubject_k16_a12_w1.00,Q1,0.0015809641853844981,0.0009023039290836581,0.4444444444444444,0.49072159455238296
struct_raw_calendar_fbraw_k16_a12_w0.35,Q1,0.0015812606150725065,0.0011019825173478296,0.4166666666666667,0.48776866716603806
struct_raw_fbraw_k4_a12_w1.00,Q1,0.0015865024575285052,0.001003402509879289,0.4444444444444444,0.47636242397543643
struct_raw_fbsubject_k16_a12_w0.35,Q1,0.0015866063008327877,0.0008128784115736871,0.3611111111111111,0.48131937324259294
struct_raw_calendar_fbraw_k16_a24_w0.65,Q1,0.0015889256440556187,0.001087046988451224,0.4444444444444444,0.4886006991574563
struct_raw_calendar_fbraw_k16_a4_w0.35,Q1,0.0015914806537167085,0.0010820684788190532,0.4444444444444444,0.48887804315459576
struct_raw_fbraw_k8_a12_w0.35,Q1,0.0015949214314815122,0.0010609228055820158,0.3888888888888889,0.4819604024673749
struct_raw_fbraw_k4_a4_w0.65,Q1,0.0015957400392484767,0.0009588929787421658,0.4722222222222222,0.47377258300967423
struct_raw_fbsubject_k8_a12_w1.00,Q1,0.0016008964318362056,0.0007421022404263739,0.4722222222222222,0.47324745260986834
struct_raw_fbraw_k8_a24_w0.65,Q1,0.0016012231853596074,0.001046322747139305,0.3888888888888889,0.48147266277906375
struct_raw_calendar_fbraw_k16_a12_w0.65,Q1,0.0016031606978814245,0.001059309577643247,0.4166666666666667,0.49014590142723313
struct_raw_calendar_fbraw_k16_a24_w1.00,Q1,0.0016068107116829476,0.001052197421025827,0.4166666666666667,0.49054210713743235
struct_raw_fbsubject_k8_a4_w0.65,Q1,0.001613945984428843,0.0007288118971914189,0.5,0.4726958109854737
struct_raw_fbraw_k4_a4_w1.00,Q1,0.0016172943965949759,0.0008550374060887705,0.5,0.46772962075622904
struct_raw_fbraw_k8_a4_w0.35,Q1,0.0016210620401610671,0.001000359600190089,0.3888888888888889,0.4799371859825288
struct_raw_calendar_fbraw_k16_a4_w0.65,Q1,0.0016221407696490973,0.0010223263632325513,0.4166666666666667,0.49220617112026893
struct_raw_fbraw_k8_a24_w1.00,Q1,0.0016257300059967239,0.0009895447420843844,0.3888888888888889,0.4795758973245208
struct_raw_fbraw_k8_a12_w0.65,Q1,0.0016285307854981025,0.0009830558272209719,0.3888888888888889,0.47935912412971565
struct_raw_calendar_fbraw_k16_a12_w1.00,Q1,0.001628710794491826,0.0010095244813212198,0.4722222222222222,0.49291934139862753
struct_raw_fbsubject_k16_a24_w0.65,Q1,0.0016292976830871676,0.0007862660521591674,0.3611111111111111,0.4817550413146332
struct_raw_calendar_fbsubject_k16_a4_w1.00,Q1,0.001635629171030331,0.0009025909820320539,0.5277777777777778,0.4950633731167373
struct_raw_fbraw_k16_a24_w0.35,Q1,0.001639726499064591,0.001054646712549703,0.3888888888888889,0.4852938541322735
struct_raw_fbsubject_k16_a4_w0.35,Q1,0.0016435281394518051,0.0007773952630390644,0.3611111111111111,0.4819002636944649
struct_raw_calendar_fbraw_k16_a4_w1.00,Q1,0.0016579109049036918,0.0009526272283817355,0.5277777777777778,0.49608898708022103
struct_raw_fbraw_k8_a12_w1.00,Q1,0.0016677416985175033,0.0008922110191331126,0.5,0.4763242994024467
struct_raw_fbraw_k16_a12_w0.35,Q1,0.0016757333478942154,0.0010130234692124916,0.3888888888888889,0.4854218371055434
struct_raw_fbraw_k8_a4_w0.65,Q1,0.0016770776301887461,0.0008705813029216845,0.5,0.47560172208643053
struct_raw_fbsubject_k8_a4_w1.00,Q1,0.0017052929078927982,0.0006357795381239866,0.5,0.4688343225376902
